ID;EarningGroups;SectorBranchesSIC2008;CarribeanNetherlands;Periods;JobsOfEmployees_1;AverageAnnualWage_2
9446;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;St. Eustatius;2013;;
9447;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;St. Eustatius;2014;;
9448;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;St. Eustatius;2015;;
9449;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;St. Eustatius;2016;;
9450;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;St. Eustatius;2017;;
9451;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;St. Eustatius;2018;;
9452;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;St. Eustatius;2019;;
9453;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;St. Eustatius;2020;;
9454;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;St. Eustatius;2021;;
9455;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;St. Eustatius;2022;;
9456;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Saba;2011;;
9457;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Saba;2012;;
9458;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Saba;2013;;
9459;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Saba;2014;;
9460;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Saba;2015;;
9461;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Saba;2016;;
9462;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Saba;2017;;
9463;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Saba;2018;;
9464;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Saba;2019;;
9465;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Saba;2020;;
9466;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Saba;2021;;
9467;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Saba;2022;;
9468;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Unclassifiable;2011;;
9469;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Unclassifiable;2012;;
9470;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Unclassifiable;2013;;
9471;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Unclassifiable;2014;;
9472;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Unclassifiable;2015;;
9473;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Unclassifiable;2016;;
9474;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Unclassifiable;2017;;
9475;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Unclassifiable;2018;;
9476;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Unclassifiable;2019;;
9477;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Unclassifiable;2020;;
9478;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Unclassifiable;2021;;
9479;Gross annual wage: 500,000 dollar or ...;D-E Energy, water, waste treatment;Unclassifiable;2022;;
9480;Gross annual wage: 500,000 dollar or ...;F Construction;Caribbean Netherlands;2011;;
9481;Gross annual wage: 500,000 dollar or ...;F Construction;Caribbean Netherlands;2012;;
9482;Gross annual wage: 500,000 dollar or ...;F Construction;Caribbean Netherlands;2013;;
9483;Gross annual wage: 500,000 dollar or ...;F Construction;Caribbean Netherlands;2014;;
9484;Gross annual wage: 500,000 dollar or ...;F Construction;Caribbean Netherlands;2015;;
9485;Gross annual wage: 500,000 dollar or ...;F Construction;Caribbean Netherlands;2016;;
9486;Gross annual wage: 500,000 dollar or ...;F Construction;Caribbean Netherlands;2017;;
9487;Gross annual wage: 500,000 dollar or ...;F Construction;Caribbean Netherlands;2018;;
9488;Gross annual wage: 500,000 dollar or ...;F Construction;Caribbean Netherlands;2019;;
9489;Gross annual wage: 500,000 dollar or ...;F Construction;Caribbean Netherlands;2020;;
9490;Gross annual wage: 500,000 dollar or ...;F Construction;Caribbean Netherlands;2021;;
9491;Gross annual wage: 500,000 dollar or ...;F Construction;Caribbean Netherlands;2022;;
9492;Gross annual wage: 500,000 dollar or ...;F Construction;Bonaire;2011;;
9493;Gross annual wage: 500,000 dollar or ...;F Construction;Bonaire;2012;;
9494;Gross annual wage: 500,000 dollar or ...;F Construction;Bonaire;2013;;
9495;Gross annual wage: 500,000 dollar or ...;F Construction;Bonaire;2014;;
9496;Gross annual wage: 500,000 dollar or ...;F Construction;Bonaire;2015;;
9497;Gross annual wage: 500,000 dollar or ...;F Construction;Bonaire;2016;;
9498;Gross annual wage: 500,000 dollar or ...;F Construction;Bonaire;2017;;
9499;Gross annual wage: 500,000 dollar or ...;F Construction;Bonaire;2018;;
9500;Gross annual wage: 500,000 dollar or ...;F Construction;Bonaire;2019;;
9501;Gross annual wage: 500,000 dollar or ...;F Construction;Bonaire;2020;;
9502;Gross annual wage: 500,000 dollar or ...;F Construction;Bonaire;2021;;
9503;Gross annual wage: 500,000 dollar or ...;F Construction;Bonaire;2022;;
9504;Gross annual wage: 500,000 dollar or ...;F Construction;St. Eustatius;2011;;
9505;Gross annual wage: 500,000 dollar or ...;F Construction;St. Eustatius;2012;;
9506;Gross annual wage: 500,000 dollar or ...;F Construction;St. Eustatius;2013;;
9507;Gross annual wage: 500,000 dollar or ...;F Construction;St. Eustatius;2014;;
9508;Gross annual wage: 500,000 dollar or ...;F Construction;St. Eustatius;2015;;
9509;Gross annual wage: 500,000 dollar or ...;F Construction;St. Eustatius;2016;;
9510;Gross annual wage: 500,000 dollar or ...;F Construction;St. Eustatius;2017;;
9511;Gross annual wage: 500,000 dollar or ...;F Construction;St. Eustatius;2018;;
9512;Gross annual wage: 500,000 dollar or ...;F Construction;St. Eustatius;2019;;
9513;Gross annual wage: 500,000 dollar or ...;F Construction;St. Eustatius;2020;;
9514;Gross annual wage: 500,000 dollar or ...;F Construction;St. Eustatius;2021;;
9515;Gross annual wage: 500,000 dollar or ...;F Construction;St. Eustatius;2022;;
9516;Gross annual wage: 500,000 dollar or ...;F Construction;Saba;2011;;
9517;Gross annual wage: 500,000 dollar or ...;F Construction;Saba;2012;;
9518;Gross annual wage: 500,000 dollar or ...;F Construction;Saba;2013;;
9519;Gross annual wage: 500,000 dollar or ...;F Construction;Saba;2014;;
9520;Gross annual wage: 500,000 dollar or ...;F Construction;Saba;2015;;
9521;Gross annual wage: 500,000 dollar or ...;F Construction;Saba;2016;;
9522;Gross annual wage: 500,000 dollar or ...;F Construction;Saba;2017;;
9523;Gross annual wage: 500,000 dollar or ...;F Construction;Saba;2018;;
9524;Gross annual wage: 500,000 dollar or ...;F Construction;Saba;2019;;
9525;Gross annual wage: 500,000 dollar or ...;F Construction;Saba;2020;;
9526;Gross annual wage: 500,000 dollar or ...;F Construction;Saba;2021;;
9527;Gross annual wage: 500,000 dollar or ...;F Construction;Saba;2022;;
9528;Gross annual wage: 500,000 dollar or ...;F Construction;Unclassifiable;2011;;
9529;Gross annual wage: 500,000 dollar or ...;F Construction;Unclassifiable;2012;;
9530;Gross annual wage: 500,000 dollar or ...;F Construction;Unclassifiable;2013;;
9531;Gross annual wage: 500,000 dollar or ...;F Construction;Unclassifiable;2014;;
9532;Gross annual wage: 500,000 dollar or ...;F Construction;Unclassifiable;2015;;
9533;Gross annual wage: 500,000 dollar or ...;F Construction;Unclassifiable;2016;;
9534;Gross annual wage: 500,000 dollar or ...;F Construction;Unclassifiable;2017;;
9535;Gross annual wage: 500,000 dollar or ...;F Construction;Unclassifiable;2018;;
9536;Gross annual wage: 500,000 dollar or ...;F Construction;Unclassifiable;2019;;
9537;Gross annual wage: 500,000 dollar or ...;F Construction;Unclassifiable;2020;;
9538;Gross annual wage: 500,000 dollar or ...;F Construction;Unclassifiable;2021;;
9539;Gross annual wage: 500,000 dollar or ...;F Construction;Unclassifiable;2022;;
9540;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Caribbean Netherlands;2011;;
9541;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Caribbean Netherlands;2012;;
9542;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Caribbean Netherlands;2013;;
9543;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Caribbean Netherlands;2014;;
9544;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Caribbean Netherlands;2015;;
9545;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Caribbean Netherlands;2016;;
9546;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Caribbean Netherlands;2017;;
9547;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Caribbean Netherlands;2018;;
9548;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Caribbean Netherlands;2019;;
9549;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Caribbean Netherlands;2020;;
9550;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Caribbean Netherlands;2021;;
9551;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Caribbean Netherlands;2022;;
9552;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Bonaire;2011;;
9553;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Bonaire;2012;;
9554;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Bonaire;2013;;
9555;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Bonaire;2014;;
9556;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Bonaire;2015;;
9557;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Bonaire;2016;;
9558;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Bonaire;2017;;
9559;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Bonaire;2018;;
9560;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Bonaire;2019;;
9561;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Bonaire;2020;;
9562;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Bonaire;2021;;
9563;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Bonaire;2022;;
9564;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;St. Eustatius;2011;;
9565;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;St. Eustatius;2012;;
9566;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;St. Eustatius;2013;;
9567;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;St. Eustatius;2014;;
9568;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;St. Eustatius;2015;;
9569;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;St. Eustatius;2016;;
9570;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;St. Eustatius;2017;;
9571;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;St. Eustatius;2018;;
9572;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;St. Eustatius;2019;;
9573;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;St. Eustatius;2020;;
9574;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;St. Eustatius;2021;;
9575;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;St. Eustatius;2022;;
9576;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Saba;2011;;
9577;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Saba;2012;;
9578;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Saba;2013;;
9579;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Saba;2014;;
9580;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Saba;2015;;
9581;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Saba;2016;;
9582;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Saba;2017;;
9583;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Saba;2018;;
9584;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Saba;2019;;
9585;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Saba;2020;;
9586;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Saba;2021;;
9587;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Saba;2022;;
9588;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Unclassifiable;2011;;
9589;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Unclassifiable;2012;;
9590;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Unclassifiable;2013;;
9591;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Unclassifiable;2014;;
9592;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Unclassifiable;2015;;
9593;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Unclassifiable;2016;;
9594;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Unclassifiable;2017;;
9595;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Unclassifiable;2018;;
9596;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Unclassifiable;2019;;
9597;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Unclassifiable;2020;;
9598;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Unclassifiable;2021;;
9599;Gross annual wage: 500,000 dollar or ...;G Wholesale and retail trade;Unclassifiable;2022;;
9600;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Caribbean Netherlands;2011;;
9601;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Caribbean Netherlands;2012;;
9602;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Caribbean Netherlands;2013;;
9603;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Caribbean Netherlands;2014;;
9604;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Caribbean Netherlands;2015;;
9605;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Caribbean Netherlands;2016;;
9606;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Caribbean Netherlands;2017;;
9607;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Caribbean Netherlands;2018;;
9608;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Caribbean Netherlands;2019;;
9609;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Caribbean Netherlands;2020;;
9610;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Caribbean Netherlands;2021;;
9611;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Caribbean Netherlands;2022;;
9612;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Bonaire;2011;;
9613;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Bonaire;2012;;
9614;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Bonaire;2013;;
9615;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Bonaire;2014;;
9616;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Bonaire;2015;;
9617;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Bonaire;2016;;
9618;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Bonaire;2017;;
9619;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Bonaire;2018;;
9620;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Bonaire;2019;;
9621;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Bonaire;2020;;
9622;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Bonaire;2021;;
9623;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Bonaire;2022;;
9624;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;St. Eustatius;2011;;
9625;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;St. Eustatius;2012;;
9626;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;St. Eustatius;2013;;
9627;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;St. Eustatius;2014;;
9628;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;St. Eustatius;2015;;
9629;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;St. Eustatius;2016;;
9630;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;St. Eustatius;2017;;
9631;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;St. Eustatius;2018;;
9632;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;St. Eustatius;2019;;
9633;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;St. Eustatius;2020;;
9634;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;St. Eustatius;2021;;
9635;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;St. Eustatius;2022;;
9636;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Saba;2011;;
9637;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Saba;2012;;
9638;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Saba;2013;;
9639;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Saba;2014;;
9640;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Saba;2015;;
9641;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Saba;2016;;
9642;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Saba;2017;;
9643;Gross annual wage: 500,000 dollar or ...;H+J Transport, ICT;Saba;2018;;
