ID;Geslacht;Leeftijd;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDieHebbenVerzuimd_2;AantalKeerVerzuimd_3;AantalWerkdagenVerzuimd_4;AantalWerkdagenMeestRecenteVerzuim_5;k_1Tot5Werkdagen_6;k_5Tot20Werkdagen_7;k_20Tot210Werkdagen_8;k_210WerkdagenOfMeer_9;Rug_10;NekSchoudersArmenPolsenHanden_11;HeupBenenKnieenVoeten_12;HartEnVaatstelsel_13;PsychischOverspannenheidBurnOut_14;VermoeidheidOfConcentratieproblemen_15;ConflictOpHetWerk_16;Luchtwegen_17;BuikMaagOfDarmen_18;Huid_19;OrenOfOgen_20;GriepOfVerkoudheid_21;Hoofdpijn_22;KlachtenInVerbandMetZwangerschap_23;OverigeKlachten_24;GriepVerkoudheidOfAnderVirus_25;Hoofdpijn_26;PsychischOverspannenheidBurnOut_27;VermoeidheidOfConcentratieproblemen_28;Rug_29;NekSchoudersArmenPolsenHanden_30;HeupBenenKnieenVoeten_31;HartEnVaatstelsel_32;BuikMaagOfDarmen_33;Luchtwegen_34;Huid_35;OrenOfOgen_36;OverigeKlachten_37;Zwangerschapsklachten_38;Menstruatieklachten_39;Overgangsklachten_40;MenstruatieOfOvergangsklachten_41;JaHoofdzakelijkGevolgVanMijnWerk_42;JaVoorEenDeelGevolgVanMijnWerk_43;NeeGeenGevolgVanMijnWerk_44;WeetNiet_45;WerkdrukWerkstress_46;EmotioneelTeZwaar_47;LichamelijkTeZwaar_48;LangdurigDezelfdeHandelingOfPcWerk_49;TeMoeilijkWerk_50;ProblemenMetLeidingWerkgever_51;ProblemenMetCollegaOfOndergeschikte_52;ProblemenMetKlanten_53;GevaarlijkWerkBedrijfsongeval_54;GevaarlijkeStoffen_55;AndereReden_56;TeHogeWerkdruk_57;LangDezelfdeBewegingenDoen_58;LangAchterDeComputerWerken_59;SlechteFysiekeWerkomstandigheden_60;LichamelijkTeZwaarWerk_61;EmotioneelTeZwaarWerk_62;RuzieConflictOngewenstGedrag_63;ArbeidsongevalOfOngeluk_64;BesmettingOpHetWerk_65;AndereReden_66
349;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2022;3.8;56.6;2.2;13.3;10.2;60.6;27.3;7.0;0.4;;;;;;;;;;;;;;;;68.4;2.3;5.5;1.3;3.0;1.9;1.5;0.4;2.2;1.0;0.2;0.3;4.7;;;;;7.5;10.3;72.3;5.3;;;;;;;;;;;;26.2;2.5;6.2;0.9;7.1;2.1;3.9;2.2;14.4;13.9
350;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2023;3.3;50.2;2.2;13.4;10.3;68.4;19.4;6.8;0.7;;;;;;;;;;;;;;;;62.0;3.3;6.9;1.4;3.7;1.8;1.6;0.3;3.3;0.8;0.2;0.6;5.5;;;;;6.2;12.4;70.8;5.6;;;;;;;;;;;;29.2;2.9;6.9;3.8;5.6;2.9;6.1;1.4;6.1;13.6
351;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2024;3.5;50.1;2.3;14.4;11.9;70.0;16.7;7.7;0.9;;;;;;;;;;;;;;;;61.0;3.6;7.4;1.3;3.5;2.4;2.2;0.2;3.4;0.6;0.2;0.5;5.4;;;;;7.4;12.1;70.7;5.0;;;;;;;;;;;;25.6;3.4;6.3;2.0;9.1;3.5;3.8;4.4;7.9;13.2
352;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2014;3.3;45.8;2.2;15.1;14.3;71.6;22.6;10.8;1.7;8.8;6.5;5.7;1.4;7.0;3.1;0.8;2.8;9.0;1.0;1.4;54.9;5.4;0.6;9.8;;;;;;;;;;;;;;;;;;9.4;19.5;72.2;5.8;49.1;4.1;14.2;15.2;;9.5;3.5;2.0;5.1;2.4;23.5;;;;;;;;;;
353;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2015;3.4;49.0;2.1;14.6;12.7;71.8;22.1;10.7;1.2;8.9;5.4;6.2;1.4;6.8;2.7;0.9;2.4;8.1;1.0;1.2;56.4;5.0;;9.5;;;;;;;;;;;;;;;;;;9.8;17.5;72.3;6.8;45.3;4.7;19.8;13.9;;8.1;2.6;2.1;4.5;1.4;23.7;;;;;;;;;;
354;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2016;3.0;48.3;2.2;13.2;12.4;74.3;21.3;8.9;1.3;8.1;4.5;5.0;1.2;6.6;3.0;0.7;3.0;9.4;1.3;1.7;57.4;4.7;;9.4;;;;;;;;;;;;;;;;;;8.9;17.3;74.2;5.9;42.0;4.6;18.5;17.8;0.3;7.0;2.7;;5.9;3.9;24.8;;;;;;;;;;
355;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2017;3.1;45.2;2.1;14.4;13.1;74.3;20.9;9.6;1.4;8.2;4.8;4.9;1.4;7.7;3.3;0.7;1.9;9.7;1.3;1.4;57.8;4.2;;9.3;;;;;;;;;;;;;;;;;;11.9;17.5;71.7;5.8;44.6;5.3;18.2;14.7;1.2;8.0;3.9;2.3;5.4;1.6;24.1;;;;;;;;;;
356;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2018;3.4;50.6;2.6;14.0;11.9;71.0;23.2;9.9;1.0;8.2;4.3;4.7;1.1;7.7;2.3;0.8;2.2;8.6;1.0;1.7;58.0;4.0;;8.8;;;;;;;;;;;;;;;;;;10.4;16.8;72.5;5.6;44.5;3.4;17.3;14.9;1.8;7.7;2.9;1.8;4.3;1.3;23.0;;;;;;;;;;
357;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2019;3.6;48.2;2.6;15.6;14.0;72.3;21.1;10.9;1.3;6.6;5.7;5.0;1.6;9.1;3.2;0.8;2.1;9.0;1.1;2.0;54.5;4.1;;10.0;;;;;;;;;;;;;;;;;;11.4;18.0;70.8;5.9;45.9;6.8;17.4;13.0;2.3;8.3;2.7;1.5;4.3;1.3;21.9;;;;;;;;;;
358;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2020;3.9;45.7;2.6;18.3;15.2;66.2;27.0;11.2;1.7;8.1;5.6;4.3;1.0;8.8;3.0;0.8;3.3;7.4;1.0;2.1;53.3;5.6;;11.9;;;;;;;;;;;;;;;;;;12.0;17.3;69.2;8.0;42.8;4.3;20.0;13.9;;8.1;3.3;3.7;5.1;2.1;22.6;;;;;;;;;;
359;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2021;3.4;44.1;2.7;16.3;14.6;63.9;30.3;11.0;1.6;7.1;4.2;3.8;1.3;9.9;4.7;1.1;3.5;9.3;0.8;1.7;48.4;4.9;;16.8;;;;;;;;;;;;;;;;;;11.7;16.7;70.9;7.7;43.6;3.7;17.4;13.9;3.1;8.9;4.1;1.3;3.4;2.5;28.5;;;;;;;;;;
360;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2022;4.5;59.4;2.5;15.7;13.1;64.2;30.7;9.0;1.0;;;;;;;;;;;;;;;;71.8;3.5;7.2;2.2;4.5;3.0;2.6;1.0;3.4;1.9;0.7;0.8;6.4;;;;;9.6;12.7;75.6;7.2;;;;;;;;;;;;33.9;6.2;11.0;3.4;12.1;5.4;8.2;5.3;20.8;20.5
361;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2023;4.0;52.9;2.5;16.0;14.2;72.0;22.6;8.9;1.5;;;;;;;;;;;;;;;;65.8;4.9;9.0;2.5;5.4;3.0;2.7;0.9;5.0;1.7;0.7;1.3;7.4;;;;;8.2;15.1;74.3;7.6;;;;;;;;;;;;37.3;6.8;12.2;8.3;10.3;6.5;11.1;4.4;10.7;20.3
362;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2024;4.3;52.8;2.6;17.2;15.6;73.5;19.7;9.9;1.9;;;;;;;;;;;;;;;;64.7;5.2;9.5;2.3;5.1;3.7;3.5;0.7;4.9;1.4;0.7;1.2;7.2;;;;;9.6;14.6;74.1;6.8;;;;;;;;;;;;33.1;7.4;11.0;5.2;14.6;7.1;7.5;8.7;12.8;19.3
363;Mannen;45 tot 55 jaar;Waarde;2014;3.4;40.6;2.1;17.4;15.7;59.6;26.7;12.2;1.5;9.6;6.3;5.9;2.1;5.2;2.3;0.8;3.2;7.8;0.7;1.5;40.4;3.7;0.0;12.0;;;;;;;;;;;;;;;;;;10.8;18.0;65.4;5.9;35.7;1.6;17.3;12.7;0.2;7.6;1.4;0.8;2.1;0.8;19.7;;;;;;;;;;
364;Mannen;45 tot 55 jaar;Waarde;2015;3.9;42.2;2.0;19.3;17.9;56.3;29.2;13.1;1.4;10.3;6.4;6.9;2.5;6.2;2.2;0.5;2.6;6.7;0.6;0.9;43.3;2.7;0.0;9.5;;;;;;;;;;;;;;;;;;11.7;17.4;64.9;6.0;32.6;3.1;20.1;11.3;0.5;5.4;2.0;0.8;2.7;0.6;21.0;;;;;;;;;;
365;Mannen;45 tot 55 jaar;Waarde;2016;3.7;42.7;2.1;17.7;15.5;59.5;27.2;12.2;1.1;7.8;5.5;5.7;2.2;6.4;2.8;0.7;2.4;7.1;0.8;0.9;44.4;3.7;0.0;11.1;;;;;;;;;;;;;;;;;;11.3;16.9;66.3;5.5;35.5;2.8;17.1;10.5;0.8;6.5;1.3;0.7;1.6;0.9;22.3;;;;;;;;;;
366;Mannen;45 tot 55 jaar;Waarde;2017;3.6;40.6;2.0;18.3;17.0;59.2;26.2;13.3;1.4;8.9;6.3;6.1;2.6;7.2;2.0;0.8;2.5;7.4;0.7;1.1;42.5;3.5;0.0;9.9;;;;;;;;;;;;;;;;;;13.0;17.0;63.8;6.2;34.5;1.3;19.6;9.6;0.3;5.9;1.5;0.5;2.3;1.3;23.1;;;;;;;;;;
367;Mannen;45 tot 55 jaar;Waarde;2018;3.6;43.8;2.3;17.2;14.1;59.6;27.9;11.6;0.9;7.6;5.1;6.0;2.8;6.6;2.1;0.6;2.2;7.1;0.6;1.5;45.8;3.0;0.0;10.2;;;;;;;;;;;;;;;;;;11.7;16.4;66.2;5.8;36.0;2.4;18.3;9.6;0.6;5.5;2.6;0.4;1.7;1.3;21.5;;;;;;;;;;
368;Mannen;45 tot 55 jaar;Waarde;2019;4.0;41.8;2.3;20.1;18.1;58.3;25.8;14.4;1.5;8.3;5.9;5.9;2.8;7.4;2.0;0.5;2.6;7.2;0.5;1.3;43.7;3.4;0.0;10.1;;;;;;;;;;;;;;;;;;11.5;16.1;65.5;6.9;35.4;3.3;19.7;9.6;0.0;6.4;1.5;0.9;3.1;0.6;19.7;;;;;;;;;;
369;Mannen;45 tot 55 jaar;Waarde;2020;3.9;38.2;2.5;21.4;20.4;53.2;30.5;14.4;1.9;7.7;5.7;4.5;2.4;7.6;2.3;0.4;3.1;6.8;0.5;1.6;40.7;4.2;0.0;14.2;;;;;;;;;;;;;;;;;;11.2;14.4;68.2;6.3;33.5;2.6;18.1;11.5;0.2;5.3;2.3;1.2;3.5;1.0;20.9;;;;;;;;;;
370;Mannen;45 tot 55 jaar;Waarde;2021;4.1;37.9;2.4;22.7;20.7;52.4;30.3;15.3;2.0;8.3;4.5;5.3;1.9;8.1;3.0;0.8;2.4;5.9;0.8;0.7;35.0;4.2;0.0;20.6;;;;;;;;;;;;;;;;;;12.0;16.3;63.9;7.8;34.7;3.3;18.9;8.1;0.5;6.2;1.9;1.0;3.6;0.4;21.5;;;;;;;;;;
371;Mannen;45 tot 55 jaar;Waarde;2022;4.6;52.5;2.4;18.8;16.2;53.2;34.4;10.8;1.6;;;;;;;;;;;;;;;;63.3;2.2;6.4;1.4;5.5;3.6;3.1;1.8;2.6;0.7;0.2;0.5;8.7;;;;;8.8;12.3;72.7;6.2;;;;;;;;;;;;26.4;5.9;6.8;2.2;14.8;2.9;5.8;4.9;13.3;17.1
372;Mannen;45 tot 55 jaar;Waarde;2023;4.0;44.3;2.6;19.0;16.2;61.6;24.6;12.3;1.5;;;;;;;;;;;;;;;;54.1;4.2;7.6;2.7;5.5;3.9;3.5;1.8;4.3;1.2;0.7;0.9;9.6;;;;;8.4;14.6;69.8;7.1;;;;;;;;;;;;28.9;8.7;6.1;2.7;12.5;4.9;5.9;5.6;7.5;17.1
373;Mannen;45 tot 55 jaar;Waarde;2024;4.1;45.4;2.6;19.8;17.4;64.9;21.5;12.0;1.7;;;;;;;;;;;;;;;;55.5;3.2;7.9;2.2;6.5;3.9;4.0;1.7;3.9;1.0;0.6;1.3;8.5;;;;;9.5;13.7;71.4;5.4;;;;;;;;;;;;26.7;8.4;7.0;3.2;16.5;4.2;6.8;4.1;7.2;15.8
374;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2014;3.1;39.2;1.9;15.8;13.7;57.4;24.8;10.8;1.0;8.3;5.3;4.9;1.6;4.3;1.8;0.5;2.5;6.7;0.4;1.0;38.2;3.0;0.0;10.6;;;;;;;;;;;;;;;;;;9.5;16.3;63.2;4.9;31.8;0.8;14.3;10.1;0.0;5.7;0.7;0.3;1.2;0.3;16.5;;;;;;;;;;
375;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2015;3.6;40.9;1.9;17.6;15.7;54.2;27.3;11.7;1.0;9.0;5.4;5.9;1.9;5.3;1.7;0.3;2.0;5.7;0.3;0.6;41.2;2.1;0.0;8.4;;;;;;;;;;;;;;;;;;10.4;15.9;62.9;5.0;29.0;2.0;17.1;9.0;0.2;3.9;1.2;0.3;1.7;0.2;17.9;;;;;;;;;;
376;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2016;3.3;41.4;1.9;16.1;13.6;57.4;25.4;10.9;0.8;6.8;4.6;4.9;1.7;5.5;2.2;0.4;1.9;6.1;0.5;0.6;42.3;3.0;0.0;9.9;;;;;;;;;;;;;;;;;;10.1;15.4;64.3;4.6;31.9;1.8;14.3;8.4;0.3;4.8;0.7;0.3;0.8;0.4;19.3;;;;;;;;;;
377;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2017;3.2;39.2;1.9;16.6;14.9;57.0;24.3;11.8;1.0;7.7;5.3;5.2;2.0;6.1;1.5;0.5;1.9;6.3;0.4;0.7;40.3;2.7;0.0;8.7;;;;;;;;;;;;;;;;;;11.6;15.4;61.6;5.2;30.8;0.7;16.5;7.5;0.1;4.2;0.8;0.2;1.4;0.6;19.9;;;;;;;;;;
378;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2018;3.3;42.7;2.2;15.9;12.6;57.8;26.2;10.4;0.6;6.7;4.4;5.2;2.3;5.8;1.7;0.4;1.7;6.3;0.4;1.1;44.0;2.5;0.0;9.2;;;;;;;;;;;;;;;;;;10.6;15.1;64.4;5.0;32.8;1.6;15.8;7.8;0.3;4.2;1.7;0.2;1.0;0.7;18.9;;;;;;;;;;
379;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2019;3.6;40.6;2.2;18.4;16.1;56.2;24.1;13.0;1.1;7.2;5.0;5.0;2.2;6.4;1.5;0.3;2.0;6.2;0.3;0.9;41.7;2.7;0.0;8.9;;;;;;;;;;;;;;;;;;10.3;14.7;63.6;6.0;31.8;2.2;16.8;7.6;0.0;4.7;0.8;0.4;2.0;0.2;16.8;;;;;;;;;;
380;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2020;3.5;36.9;2.3;19.5;17.8;51.1;28.5;12.9;1.4;6.6;4.7;3.7;1.8;6.5;1.7;0.2;2.4;5.8;0.3;1.2;38.6;3.4;0.0;12.8;;;;;;;;;;;;;;;;;;9.9;13.0;66.1;5.3;29.7;1.6;15.0;9.1;0.0;3.8;1.3;0.5;2.2;0.5;17.6;;;;;;;;;;
381;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2021;3.7;36.6;2.2;20.7;18.1;50.0;28.2;13.7;1.5;7.1;3.6;4.3;1.4;7.0;2.3;0.5;1.8;4.9;0.5;0.4;32.8;3.4;0.0;18.8;;;;;;;;;;;;;;;;;;10.5;14.6;61.7;6.6;30.7;2.1;15.6;6.0;0.2;4.4;1.0;0.4;2.2;0.1;18.1;;;;;;;;;;
382;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2022;4.2;51.2;2.2;17.3;14.5;51.3;32.7;9.7;1.2;;;;;;;;;;;;;;;;61.5;1.7;5.6;1.0;4.7;2.9;2.5;1.4;2.1;0.5;0.1;0.3;7.7;;;;;7.7;11.1;71.0;5.4;;;;;;;;;;;;22.9;4.1;5.0;1.2;12.1;1.9;4.1;3.4;10.8;14.3
383;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2023;3.6;43.0;2.4;17.4;14.3;59.5;22.9;11.0;1.1;;;;;;;;;;;;;;;;52.1;3.5;6.6;2.1;4.7;3.2;2.8;1.3;3.5;0.9;0.4;0.6;8.5;;;;;7.4;13.2;67.9;6.1;;;;;;;;;;;;25.2;6.4;4.4;1.6;9.8;3.3;4.1;3.8;5.6;14.1
384;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2024;3.7;44.1;2.4;18.0;15.4;62.9;19.9;10.7;1.2;;;;;;;;;;;;;;;;53.5;2.6;6.9;1.7;5.5;3.2;3.2;1.3;3.2;0.6;0.4;1.0;7.4;;;;;8.4;12.4;69.5;4.5;;;;;;;;;;;;23.3;6.1;5.1;1.9;13.5;2.8;4.9;2.7;5.4;12.9
385;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2014;3.8;41.9;2.2;19.0;17.7;61.8;28.8;13.7;2.1;11.0;7.5;7.0;2.9;6.3;3.1;1.3;4.1;9.1;1.1;2.1;42.6;4.7;;13.5;;;;;;;;;;;;;;;;;;12.2;19.8;67.5;7.0;39.7;3.1;20.8;15.8;1.5;10.1;2.8;2.2;3.7;2.1;23.3;;;;;;;;;;
386;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2015;4.3;43.6;2.1;20.9;20.1;58.4;31.2;14.6;2.0;11.6;7.5;8.0;3.2;7.3;2.9;0.9;3.4;7.8;1.0;1.3;45.4;3.5;;10.8;;;;;;;;;;;;;;;;;;13.1;19.1;66.9;7.1;36.4;5.0;23.4;14.0;1.5;7.4;3.4;1.9;4.3;1.7;24.4;;;;;;;;;;
387;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2016;4.0;44.0;2.3;19.2;17.3;61.5;29.1;13.6;1.7;9.0;6.5;6.8;2.9;7.5;3.6;1.2;3.1;8.2;1.3;1.4;46.4;4.5;;12.4;;;;;;;;;;;;;;;;;;12.7;18.5;68.2;6.6;39.3;4.4;20.2;13.1;2.0;8.7;2.4;1.9;2.9;2.3;25.8;;;;;;;;;;
388;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2017;3.9;41.9;2.2;19.9;19.1;61.3;28.2;14.9;2.0;10.2;7.4;7.3;3.4;8.4;2.7;1.3;3.3;8.7;1.2;1.7;44.7;4.3;;11.3;;;;;;;;;;;;;;;;;;14.6;18.7;65.9;7.4;38.5;2.6;23.0;12.3;1.3;8.1;2.9;1.5;3.9;2.5;26.8;;;;;;;;;;
389;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2018;3.9;45.0;2.5;18.5;15.6;61.4;29.6;12.8;1.4;8.6;6.0;6.9;3.5;7.6;2.7;0.9;2.8;8.1;1.0;2.0;47.6;3.7;;11.4;;;;;;;;;;;;;;;;;;12.9;17.7;67.8;6.7;39.3;3.7;21.2;11.9;1.5;7.2;4.0;0.9;2.8;2.4;24.4;;;;;;;;;;
390;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2019;4.3;43.1;2.5;21.7;20.1;60.3;27.7;15.9;2.2;9.5;6.9;6.9;3.6;8.5;2.7;0.8;3.3;8.3;0.9;1.8;45.8;4.1;;11.3;;;;;;;;;;;;;;;;;;12.8;17.6;67.4;8.0;39.0;5.0;22.9;12.1;;8.5;2.7;1.9;4.8;1.4;22.9;;;;;;;;;;
391;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2020;4.3;39.5;2.7;23.3;23.0;55.4;32.5;16.0;2.6;9.0;6.8;5.5;3.2;8.8;3.0;0.8;3.9;8.0;0.9;2.3;42.8;5.1;;15.7;;;;;;;;;;;;;;;;;;12.6;16.0;70.1;7.4;37.5;4.3;21.7;14.4;1.2;7.4;4.0;2.5;5.4;2.3;24.5;;;;;;;;;;
392;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2021;4.5;39.3;2.6;24.7;23.3;54.7;32.5;17.1;2.8;9.8;5.6;6.5;2.7;9.5;3.9;1.3;3.2;7.0;1.3;1.1;37.3;5.2;;22.5;;;;;;;;;;;;;;;;;;13.6;18.1;66.2;9.2;38.9;5.3;22.7;10.8;1.6;8.6;3.5;2.2;5.7;1.5;25.3;;;;;;;;;;
393;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2022;5.0;53.8;2.5;20.3;17.9;55.0;36.2;12.0;2.2;;;;;;;;;;;;;;;;65.1;2.8;7.4;1.9;6.4;4.4;3.8;2.4;3.3;1.1;0.5;0.8;9.8;;;;;9.9;13.5;74.4;7.2;;;;;;;;;;;;30.1;8.3;9.1;4.1;18.0;4.5;8.0;7.1;16.3;20.4
394;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2023;4.3;45.7;2.8;20.5;18.2;63.6;26.5;13.7;2.1;;;;;;;;;;;;;;;;56.1;5.1;8.8;3.4;6.5;4.8;4.3;2.4;5.2;1.8;1.1;1.3;10.9;;;;;9.7;16.1;71.7;8.4;;;;;;;;;;;;33.0;11.8;8.5;4.7;15.7;7.4;8.3;8.1;9.9;20.7
395;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2024;4.5;46.7;2.8;21.6;19.4;66.8;23.2;13.4;2.3;;;;;;;;;;;;;;;;57.4;4.0;9.0;2.8;7.5;4.7;4.9;2.3;4.7;1.4;1.1;1.9;9.6;;;;;10.8;15.1;73.2;6.5;;;;;;;;;;;;30.5;11.4;9.5;5.3;20.1;6.2;9.6;6.1;9.5;19.2
396;Mannen;55 tot 65 jaar;Waarde;2014;5.1;40.5;2.2;25.1;24.8;49.6;29.0;18.9;2.6;10.2;5.9;7.7;5.3;7.0;3.3;0.9;3.1;8.4;0.7;1.8;31.6;2.5;0.0;12.4;;;;;;;;;;;;;;;;;;14.1;17.7;61.9;6.4;36.0;3.2;20.2;8.9;0.5;9.6;1.5;0.7;1.8;0.5;17.0;;;;;;;;;;
397;Mannen;55 tot 65 jaar;Waarde;2015;5.7;42.8;2.4;26.3;23.6;47.5;30.4;20.3;1.7;9.0;7.1;9.6;5.4;6.6;1.7;0.6;3.2;6.1;0.8;2.0;34.4;3.5;0.0;11.2;;;;;;;;;;;;;;;;;;13.9;15.2;64.6;6.3;30.8;3.0;20.7;12.4;0.5;6.4;2.0;0.4;3.0;0.9;19.9;;;;;;;;;;
398;Mannen;55 tot 65 jaar;Waarde;2016;5.8;42.3;2.6;27.9;26.1;47.3;28.9;21.4;2.4;9.3;7.2;8.5;5.7;7.3;2.9;1.1;3.1;7.6;0.9;1.7;30.2;2.2;0.0;13.1;;;;;;;;;;;;;;;;;;13.3;17.1;63.0;6.6;33.9;2.8;23.6;6.4;0.4;8.3;1.6;0.7;1.9;1.4;19.0;;;;;;;;;;
399;Mannen;55 tot 65 jaar;Waarde;2017;6.1;42.6;2.5;28.5;27.5;47.2;28.1;22.3;2.4;9.6;6.9;9.1;4.2;7.5;3.2;0.9;3.4;7.0;0.8;1.4;30.7;2.7;0.0;13.3;;;;;;;;;;;;;;;;;;14.9;18.1;60.1;6.9;36.3;2.7;23.5;10.6;0.4;7.5;1.1;0.5;1.5;0.7;15.1;;;;;;;;;;
400;Mannen;55 tot 65 jaar;Waarde;2018;5.9;45.1;2.6;27.0;25.6;46.7;31.5;19.3;2.6;7.7;6.0;7.8;5.8;6.3;2.5;0.9;3.4;6.8;1.1;1.6;36.5;2.3;0.0;12.1;;;;;;;;;;;;;;;;;;12.7;16.8;64.8;5.6;33.7;2.5;23.9;9.1;0.3;6.9;2.4;0.8;2.2;0.9;17.3;;;;;;;;;;
401;Mannen;55 tot 65 jaar;Waarde;2019;6.1;45.3;2.6;27.4;25.8;48.1;29.8;19.4;2.6;8.8;7.4;8.3;4.4;6.9;2.3;0.8;3.5;6.5;0.7;1.3;34.4;2.6;0.0;13.0;;;;;;;;;;;;;;;;;;14.1;18.4;60.9;6.6;31.0;2.1;22.5;10.6;0.5;7.3;1.4;1.2;2.0;0.9;20.3;;;;;;;;;;
402;Mannen;55 tot 65 jaar;Waarde;2020;5.8;40.2;2.8;30.0;26.8;39.6;35.7;22.1;2.6;9.0;7.9;7.5;5.5;6.8;2.5;0.9;3.6;5.9;0.7;1.5;29.0;2.7;0.0;17.3;;;;;;;;;;;;;;;;;;14.1;16.0;62.7;7.2;26.6;1.8;25.6;9.3;0.5;7.6;1.3;0.6;1.4;1.2;24.2;;;;;;;;;;
403;Mannen;55 tot 65 jaar;Waarde;2021;6.4;39.5;2.9;33.6;31.6;39.9;32.5;24.3;3.3;9.8;7.1;8.0;5.6;8.0;2.6;0.8;2.6;6.5;0.5;1.8;22.4;2.8;0.0;22.0;;;;;;;;;;;;;;;;;;15.0;16.8;60.0;8.2;30.3;2.3;26.0;9.8;0.6;5.7;1.3;0.7;3.3;0.3;19.7;;;;;;;;;;
404;Mannen;55 tot 65 jaar;Waarde;2022;6.4;51.7;2.6;26.2;22.7;43.5;37.3;17.1;2.1;;;;;;;;;;;;;;;;53.2;1.6;6.1;1.5;6.1;4.6;6.0;3.9;3.6;1.6;0.2;1.0;10.6;;;;;10.1;13.2;69.0;7.7;;;;;;;;;;;;23.6;9.1;5.3;2.2;18.6;5.5;5.1;4.4;12.0;14.3
405;Mannen;55 tot 65 jaar;Waarde;2023;6.1;44.3;2.8;29.0;26.8;48.4;29.5;19.1;2.9;;;;;;;;;;;;;;;;42.0;2.0;7.3;2.1;6.8;6.1;7.6;4.0;5.0;1.8;0.7;1.7;13.0;;;;;11.5;14.8;67.0;6.8;;;;;;;;;;;;24.4;9.6;3.7;3.1;22.8;3.3;4.7;4.6;7.7;16.0
406;Mannen;55 tot 65 jaar;Waarde;2024;5.9;44.7;3.2;28.5;24.9;52.2;27.4;17.7;2.7;;;;;;;;;;;;;;;;43.0;2.2;6.8;2.2;6.6;5.6;7.4;4.1;5.1;2.1;0.5;1.7;12.6;;;;;11.5;13.9;67.5;7.2;;;;;;;;;;;;19.4;6.9;4.6;2.5;24.0;5.3;6.9;6.6;7.3;16.7
407;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2014;4.6;39.1;2.0;23.1;22.0;47.2;26.9;17.1;2.0;8.9;5.0;6.6;4.4;5.9;2.5;0.6;2.4;7.2;0.4;1.3;29.5;1.9;0.0;10.9;;;;;;;;;;;;;;;;;;12.5;16.0;59.6;5.3;32.2;2.0;17.2;6.8;0.2;7.4;0.7;0.3;1.0;0.2;14.1;;;;;;;;;;
408;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2015;5.3;41.4;2.2;24.3;21.3;45.3;28.4;18.6;1.2;7.8;6.1;8.4;4.5;5.6;1.2;0.4;2.6;5.1;0.5;1.5;32.3;2.7;0.0;9.9;;;;;;;;;;;;;;;;;;12.5;13.7;62.5;5.3;27.2;1.9;17.7;10.0;0.2;4.7;1.1;0.1;1.9;0.4;16.9;;;;;;;;;;
409;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2016;5.3;40.9;2.4;25.9;23.6;45.2;27.0;19.7;1.8;8.2;6.2;7.4;4.8;6.2;2.2;0.7;2.5;6.5;0.5;1.2;28.3;1.6;0.0;11.7;;;;;;;;;;;;;;;;;;11.9;15.6;60.9;5.7;30.4;1.8;20.5;4.8;0.1;6.4;0.9;0.2;1.1;0.7;16.2;;;;;;;;;;
