ID;Geslacht;Leeftijd;HoogstBehaaldOnderwijsniveau;Onderwijsrichting;CaribischNederland;Perioden;Bevolking_1
5844;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;00 Algemeen;Bonaire;2016;0
5845;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;00 Algemeen;Bonaire;2018;10
5846;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;00 Algemeen;Bonaire;2020;20
5847;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;00 Algemeen;Bonaire;2022;0
5848;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;00 Algemeen;Sint Eustatius;2016;0
5849;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;00 Algemeen;Sint Eustatius;2018;0
5850;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;00 Algemeen;Sint Eustatius;2020;0
5851;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;00 Algemeen;Sint Eustatius;2022;0
5852;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;00 Algemeen;Saba;2016;0
5853;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;00 Algemeen;Saba;2018;0
5854;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;00 Algemeen;Saba;2020;0
5855;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;00 Algemeen;Saba;2022;0
5856;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Caribisch Nederland;2016;300
5857;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Caribisch Nederland;2018;190
5858;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Caribisch Nederland;2020;120
5859;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Caribisch Nederland;2022;430
5860;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Bonaire;2016;230
5861;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Bonaire;2018;130
5862;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Bonaire;2020;70
5863;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Bonaire;2022;380
5864;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Sint Eustatius;2016;40
5865;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Sint Eustatius;2018;30
5866;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Sint Eustatius;2020;30
5867;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Sint Eustatius;2022;20
5868;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Saba;2016;30
5869;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Saba;2018;20
5870;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Saba;2020;20
5871;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Saba;2022;30
5872;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2016;70
5873;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2018;140
5874;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2020;30
5875;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2022;70
5876;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2016;40
5877;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2018;110
5878;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2020;20
5879;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2022;50
5880;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2016;10
5881;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2018;20
5882;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2020;0
5883;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2022;10
5884;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2016;20
5885;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2018;10
5886;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2020;10
5887;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2022;20
5888;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2016;50
5889;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2018;110
5890;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2020;60
5891;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2022;150
5892;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2016;30
5893;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2018;90
5894;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2020;30
5895;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2022;140
5896;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2016;10
5897;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2018;10
5898;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2020;0
5899;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2022;0
5900;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2016;20
5901;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2018;10
5902;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2020;20
5903;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2022;10
5904;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2016;340
5905;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2018;420
5906;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2020;520
5907;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2022;440
5908;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2016;250
5909;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2018;300
5910;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2020;370
5911;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2022;330
5912;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2016;50
5913;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2018;40
5914;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2020;70
5915;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2022;50
5916;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2016;50
5917;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2018;80
5918;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2020;80
5919;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2022;70
5920;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2016;90
5921;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2018;100
5922;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2020;70
5923;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2022;30
5924;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2016;10
5925;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2018;30
5926;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2020;50
5927;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2022;10
5928;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2016;0
5929;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2018;10
5930;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2020;0
5931;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2022;0
5932;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2016;70
5933;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2018;60
5934;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2020;10
5935;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2022;10
5936;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;06 Informatica;Caribisch Nederland;2016;40
5937;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;06 Informatica;Caribisch Nederland;2018;50
5938;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;06 Informatica;Caribisch Nederland;2020;20
5939;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;06 Informatica;Caribisch Nederland;2022;90
5940;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;06 Informatica;Bonaire;2016;30
5941;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;06 Informatica;Bonaire;2018;40
5942;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;06 Informatica;Bonaire;2020;20
5943;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;06 Informatica;Bonaire;2022;60
5944;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;06 Informatica;Sint Eustatius;2016;10
5945;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;06 Informatica;Sint Eustatius;2018;0
5946;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;06 Informatica;Sint Eustatius;2020;0
5947;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;06 Informatica;Sint Eustatius;2022;10
5948;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;06 Informatica;Saba;2016;0
5949;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;06 Informatica;Saba;2018;10
5950;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;06 Informatica;Saba;2020;0
5951;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;06 Informatica;Saba;2022;10
5952;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2016;110
5953;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2018;90
5954;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2020;110
5955;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2022;110
5956;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2016;60
5957;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2018;40
5958;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2020;80
5959;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2022;90
5960;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2016;30
5961;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2018;30
5962;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2020;0
5963;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2022;10
5964;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2016;30
5965;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2018;20
5966;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2020;30
5967;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2022;10
5968;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2016;10
5969;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2018;0
5970;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2020;30
5971;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2022;0
5972;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2016;0
5973;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2018;0
5974;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2020;30
5975;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2022;0
5976;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2016;0
5977;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2018;0
5978;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2020;0
5979;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2022;0
5980;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2016;10
5981;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2018;0
5982;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2020;0
5983;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2022;0
5984;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2016;300
5985;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2018;270
5986;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2020;210
5987;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2022;240
5988;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2016;240
5989;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2018;180
5990;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2020;170
5991;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2022;200
5992;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2016;20
5993;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2018;30
5994;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2020;10
5995;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2022;10
5996;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2016;50
5997;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2018;60
5998;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2020;30
5999;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2022;30
6000;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2016;160
6001;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2018;100
6002;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2020;170
6003;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2022;150
6004;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Bonaire;2016;150
6005;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Bonaire;2018;60
6006;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Bonaire;2020;150
6007;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Bonaire;2022;120
6008;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Sint Eustatius;2016;10
6009;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Sint Eustatius;2018;20
6010;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Sint Eustatius;2020;0
6011;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Sint Eustatius;2022;10
6012;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Saba;2016;0
6013;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Saba;2018;30
6014;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Saba;2020;10
6015;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Saba;2022;20
6016;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2016;150
6017;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2018;90
6018;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2020;50
6019;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2022;80
6020;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2016;140
