ID;Sex;PersonalCharacteristics;SIC2008;Periods;EmployedLabourForce_1
6429;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2014;56
6430;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2015 1st quarter;57
6431;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2015 2nd quarter;56
6432;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2015 3rd quarter;54
6433;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2015 4th quarter;59
6434;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2015;56
6435;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2016 1st quarter;62
6436;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2016 2nd quarter;61
6437;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2016 3rd quarter;61
6438;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2016 4th quarter;63
6439;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2016;62
6440;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2017 1st quarter;60
6441;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2017 2nd quarter;58
6442;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2017 3rd quarter;57
6443;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2017 4th quarter;56
6444;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2017;58
6445;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2018 1st quarter;56
6446;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2018 2nd quarter;53
6447;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2018 3rd quarter;54
6448;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2018 4th quarter;58
6449;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2018;55
6450;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2019 1st quarter;57
6451;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2019 2nd quarter;53
6452;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2019 3rd quarter;53
6453;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2019 4th quarter;55
6454;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2019;54
6455;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2020 1st quarter;56
6456;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2020 2nd quarter;56
6457;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2020 3rd quarter;68
6458;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2020 4th quarter;61
6459;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2020;60
6460;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2021 1st quarter;54
6461;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2021 2nd quarter;53
6462;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2021 3rd quarter;51
6463;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2021 4th quarter;55
6464;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2021;54
6465;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2022 1st quarter;48
6466;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2022 2nd quarter;52
6467;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2022 3rd quarter;54
6468;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2022 4th quarter;57
6469;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2022;53
6470;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2023 1st quarter;56
6471;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2023 2nd quarter;57
6472;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2023 3rd quarter;52
6473;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2023 4th quarter;57
6474;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2023;55
6475;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2024 1st quarter;57
6476;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2024 2nd quarter;54
6477;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2024 3rd quarter;46
6478;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2024 4th quarter;50
6479;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2024;52
6480;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2013 1st quarter;78
6481;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2013 2nd quarter;76
6482;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2013 3rd quarter;72
6483;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2013 4th quarter;86
6484;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2013;78
6485;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2014 1st quarter;83
6486;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2014 2nd quarter;76
6487;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2014 3rd quarter;75
6488;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2014 4th quarter;74
6489;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2014;77
6490;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2015 1st quarter;74
6491;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2015 2nd quarter;72
6492;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2015 3rd quarter;70
6493;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2015 4th quarter;76
6494;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2015;73
6495;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2016 1st quarter;81
6496;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2016 2nd quarter;76
6497;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2016 3rd quarter;78
6498;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2016 4th quarter;79
6499;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2016;78
6500;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2017 1st quarter;78
6501;Total male and female;Working hours: less than 20 hours a week;B-F Manufacturing and energy;2017 2nd quarter;77
