ID;MunicipalLevies;Regions;Periods;MunicipalTaxesIn1000Euros_1;MunicipalTaxesEuroInhabitant_2
6637;Total property tax;Uitgeest;2021;3110.0;228.0
6638;Total property tax;Uitgeest;2022;3209.0;237.0
6639;Total property tax;Uitgeest;2023;3621.0;269.0
6640;Total property tax;Uitgeest;2024;3767.0;281.0
6641;Total property tax;Uitgeest;2025;4086.0;304.0
6642;Total property tax;Uithoorn;2017;6987.0;239.0
6643;Total property tax;Uithoorn;2018;7045.0;239.0
6644;Total property tax;Uithoorn;2019;7250.0;246.0
6645;Total property tax;Uithoorn;2020;7360.0;250.0
6646;Total property tax;Uithoorn;2021;7723.0;256.0
6647;Total property tax;Uithoorn;2022;8031.0;259.0
6648;Total property tax;Uithoorn;2023;8546.0;272.0
6649;Total property tax;Uithoorn;2024;9100.0;287.0
6650;Total property tax;Uithoorn;2025;10442.0;325.0
6651;Total property tax;Urk;2017;4010.0;198.0
6652;Total property tax;Urk;2018;4132.0;201.0
6653;Total property tax;Urk;2019;4405.0;212.0
6654;Total property tax;Urk;2020;4704.0;224.0
6655;Total property tax;Urk;2021;5048.0;238.0
6656;Total property tax;Urk;2022;5211.0;243.0
6657;Total property tax;Urk;2023;5355.0;245.0
6658;Total property tax;Urk;2024;5793.0;264.0
6659;Total property tax;Urk;2025;6208.0;280.0
6660;Total property tax;Utrecht (municipality);2017;96118.0;280.0
6661;Total property tax;Utrecht (municipality);2018;97997.0;282.0
6662;Total property tax;Utrecht (municipality);2019;102027.0;289.0
6663;Total property tax;Utrecht (municipality);2020;106604.0;298.0
6664;Total property tax;Utrecht (municipality);2021;113445.0;316.0
6665;Total property tax;Utrecht (municipality);2022;131975.0;365.0
6666;Total property tax;Utrecht (municipality);2023;160399.0;436.0
6667;Total property tax;Utrecht (municipality);2024;171257.0;457.0
6668;Total property tax;Utrecht (municipality);2025;203518.0;540.0
6669;Total property tax;Utrechtse Heuvelrug;2017;9865.0;201.0
6670;Total property tax;Utrechtse Heuvelrug;2018;10003.0;203.0
6671;Total property tax;Utrechtse Heuvelrug;2019;10127.0;204.0
6672;Total property tax;Utrechtse Heuvelrug;2020;12163.0;245.0
6673;Total property tax;Utrechtse Heuvelrug;2021;12363.0;248.0
6674;Total property tax;Utrechtse Heuvelrug;2022;12642.0;253.0
6675;Total property tax;Utrechtse Heuvelrug;2023;13560.0;269.0
6676;Total property tax;Utrechtse Heuvelrug;2024;15647.0;310.0
6677;Total property tax;Utrechtse Heuvelrug;2025;15669.0;308.0
6678;Total property tax;Vaals;2017;1727.0;178.0
6679;Total property tax;Vaals;2018;1814.0;184.0
6680;Total property tax;Vaals;2019;1904.0;189.0
6681;Total property tax;Vaals;2020;2118.0;210.0
6682;Total property tax;Vaals;2021;2398.0;238.0
6683;Total property tax;Vaals;2022;2274.0;225.0
6684;Total property tax;Vaals;2023;2275.0;223.0
6685;Total property tax;Vaals;2024;2299.0;227.0
6686;Total property tax;Vaals;2025;2402.0;239.0
6687;Total property tax;Valkenburg aan de Geul;2017;4392.0;267.0
6688;Total property tax;Valkenburg aan de Geul;2018;4619.0;281.0
6689;Total property tax;Valkenburg aan de Geul;2019;4900.0;297.0
6690;Total property tax;Valkenburg aan de Geul;2020;5199.0;318.0
6691;Total property tax;Valkenburg aan de Geul;2021;5354.0;327.0
6692;Total property tax;Valkenburg aan de Geul;2022;5515.0;341.0
6693;Total property tax;Valkenburg aan de Geul;2023;5768.0;351.0
6694;Total property tax;Valkenburg aan de Geul;2024;6081.0;370.0
6695;Total property tax;Valkenburg aan de Geul;2025;6510.0;396.0
6696;Total property tax;Valkenswaard;2017;7310.0;240.0
6697;Total property tax;Valkenswaard;2018;7484.0;244.0
6698;Total property tax;Valkenswaard;2019;7704.0;249.0
6699;Total property tax;Valkenswaard;2020;8063.0;258.0
6700;Total property tax;Valkenswaard;2021;8184.0;262.0
6701;Total property tax;Valkenswaard;2022;8204.0;263.0
6702;Total property tax;Valkenswaard;2023;8418.0;267.0
6703;Total property tax;Valkenswaard;2024;8649.0;273.0
6704;Total property tax;Valkenswaard;2025;8831.0;276.0
6705;Total property tax;Veendam;2017;6477.0;235.0
6706;Total property tax;Veendam;2018;6738.0;245.0
6707;Total property tax;Veendam;2019;6849.0;249.0
6708;Total property tax;Veendam;2020;7133.0;260.0
6709;Total property tax;Veendam;2021;7454.0;272.0
6710;Total property tax;Veendam;2022;8361.0;304.0
6711;Total property tax;Veendam;2023;8623.0;312.0
6712;Total property tax;Veendam;2024;8775.0;319.0
6713;Total property tax;Veendam;2025;9109.0;329.0
6714;Total property tax;Veenendaal;2017;11225.0;175.0
6715;Total property tax;Veenendaal;2018;11545.0;178.0
6716;Total property tax;Veenendaal;2019;11988.0;183.0
6717;Total property tax;Veenendaal;2020;13889.0;209.0
6718;Total property tax;Veenendaal;2021;14271.0;213.0
6719;Total property tax;Veenendaal;2022;14664.0;217.0
6720;Total property tax;Veenendaal;2023;15511.0;226.0
6721;Total property tax;Veenendaal;2024;16463.0;237.0
6722;Total property tax;Veenendaal;2025;18619.0;265.0
6723;Total property tax;Veere;2017;5045.0;230.0
6724;Total property tax;Veere;2018;5221.0;239.0
6725;Total property tax;Veere;2019;5344.0;245.0
6726;Total property tax;Veere;2020;5466.0;250.0
6727;Total property tax;Veere;2021;5807.0;265.0
6728;Total property tax;Veere;2022;5926.0;271.0
6729;Total property tax;Veere;2023;6194.0;281.0
6730;Total property tax;Veere;2024;6657.0;302.0
6731;Total property tax;Veere;2025;7226.0;329.0
6732;Total property tax;Veldhoven;2017;9110.0;204.0
6733;Total property tax;Veldhoven;2018;9215.0;205.0
6734;Total property tax;Veldhoven;2019;9882.0;218.0
6735;Total property tax;Veldhoven;2020;11287.0;248.0
6736;Total property tax;Veldhoven;2021;12135.0;267.0
6737;Total property tax;Veldhoven;2022;13115.0;286.0
6738;Total property tax;Veldhoven;2023;14753.0;318.0
6739;Total property tax;Veldhoven;2024;15851.0;339.0
6740;Total property tax;Veldhoven;2025;16591.0;349.0
6741;Total property tax;Velsen;2017;14942.0;221.0
6742;Total property tax;Velsen;2018;14984.0;221.0
6743;Total property tax;Velsen;2019;15871.0;232.0
6744;Total property tax;Velsen;2020;16231.0;236.0
6745;Total property tax;Velsen;2021;16572.0;242.0
6746;Total property tax;Velsen;2022;17520.0;256.0
6747;Total property tax;Velsen;2023;18508.0;269.0
6748;Total property tax;Velsen;2024;19604.0;283.0
6749;Total property tax;Velsen;2025;20781.0;297.0
6750;Total property tax;Venlo;2017;33891.0;335.0
6751;Total property tax;Venlo;2018;36015.0;356.0
6752;Total property tax;Venlo;2019;37589.0;370.0
6753;Total property tax;Venlo;2020;38463.0;378.0
6754;Total property tax;Venlo;2021;39613.0;388.0
6755;Total property tax;Venlo;2022;39539.0;387.0
6756;Total property tax;Venlo;2023;41079.0;398.0
6757;Total property tax;Venlo;2024;42339.0;408.0
6758;Total property tax;Venlo;2025;43055.0;414.0
6759;Total property tax;Venray;2017;13357.0;307.0
6760;Total property tax;Venray;2018;13716.0;316.0
6761;Total property tax;Venray;2019;13990.0;323.0
6762;Total property tax;Venray;2020;14345.0;329.0
6763;Total property tax;Venray;2021;14860.0;340.0
6764;Total property tax;Venray;2022;15272.0;347.0
6765;Total property tax;Venray;2023;15972.0;358.0
6766;Total property tax;Venray;2024;16994.0;380.0
6767;Total property tax;Venray;2025;17519.0;390.0
6768;Total property tax;Vianen;2017;4096.0;208.0
6769;Total property tax;Vianen;2018;4170.0;209.0
6770;Total property tax;Vianen;2019;;
6771;Total property tax;Vianen;2020;;
6772;Total property tax;Vianen;2021;;
6773;Total property tax;Vianen;2022;;
6774;Total property tax;Vianen;2023;;
6775;Total property tax;Vianen;2024;;
6776;Total property tax;Vianen;2025;;
6777;Total property tax;Vijfheerenlanden;2017;;
6778;Total property tax;Vijfheerenlanden;2018;;
6779;Total property tax;Vijfheerenlanden;2019;11906.0;214.0
6780;Total property tax;Vijfheerenlanden;2020;12275.0;216.0
6781;Total property tax;Vijfheerenlanden;2021;12975.0;224.0
6782;Total property tax;Vijfheerenlanden;2022;14533.0;247.0
6783;Total property tax;Vijfheerenlanden;2023;13970.0;233.0
6784;Total property tax;Vijfheerenlanden;2024;;
6785;Total property tax;Vijfheerenlanden;2025;;
6786;Total property tax;Vlaardingen;2017;15229.0;211.0
6787;Total property tax;Vlaardingen;2018;16618.0;231.0
6788;Total property tax;Vlaardingen;2019;17016.0;235.0
6789;Total property tax;Vlaardingen;2020;18310.0;249.0
6790;Total property tax;Vlaardingen;2021;19750.0;267.0
6791;Total property tax;Vlaardingen;2022;20821.0;281.0
6792;Total property tax;Vlaardingen;2023;21577.0;287.0
6793;Total property tax;Vlaardingen;2024;22335.0;292.0
6794;Total property tax;Vlaardingen;2025;23176.0;300.0
6795;Total property tax;Vlagtwedde;2017;2795.0;175.0
6796;Total property tax;Vlagtwedde;2018;;
6797;Total property tax;Vlagtwedde;2019;;
6798;Total property tax;Vlagtwedde;2020;;
6799;Total property tax;Vlagtwedde;2021;;
6800;Total property tax;Vlagtwedde;2022;;
6801;Total property tax;Vlagtwedde;2023;;
6802;Total property tax;Vlagtwedde;2024;;
6803;Total property tax;Vlagtwedde;2025;;
6804;Total property tax;Vlieland;2017;471.0;433.0
6805;Total property tax;Vlieland;2018;480.0;424.0
6806;Total property tax;Vlieland;2019;525.0;461.0
6807;Total property tax;Vlieland;2020;581.0;504.0
6808;Total property tax;Vlieland;2021;631.0;529.0
6809;Total property tax;Vlieland;2022;641.0;536.0
6810;Total property tax;Vlieland;2023;680.0;527.0
6811;Total property tax;Vlieland;2024;711.0;565.0
6812;Total property tax;Vlieland;2025;788.0;647.0
6813;Total property tax;Vlissingen;2017;11289.0;254.0
6814;Total property tax;Vlissingen;2018;12538.0;282.0
6815;Total property tax;Vlissingen;2019;12993.0;293.0
6816;Total property tax;Vlissingen;2020;13347.0;301.0
6817;Total property tax;Vlissingen;2021;13317.0;300.0
6818;Total property tax;Vlissingen;2022;13536.0;304.0
6819;Total property tax;Vlissingen;2023;14770.0;327.0
6820;Total property tax;Vlissingen;2024;16029.0;353.0
6821;Total property tax;Vlissingen;2025;16733.0;366.0
6822;Total property tax;Voerendaal;2017;2099.0;168.0
6823;Total property tax;Voerendaal;2018;2095.0;169.0
6824;Total property tax;Voerendaal;2019;2429.0;195.0
6825;Total property tax;Voerendaal;2020;2757.0;221.0
6826;Total property tax;Voerendaal;2021;2857.0;229.0
6827;Total property tax;Voerendaal;2022;2903.0;234.0
6828;Total property tax;Voerendaal;2023;2959.0;239.0
6829;Total property tax;Voerendaal;2024;3056.0;247.0
6830;Total property tax;Voerendaal;2025;3338.0;265.0
6831;Total property tax;Voorne aan Zee;2017;;
6832;Total property tax;Voorne aan Zee;2018;;
6833;Total property tax;Voorne aan Zee;2019;;
6834;Total property tax;Voorne aan Zee;2020;;
6835;Total property tax;Voorne aan Zee;2021;;
6836;Total property tax;Voorne aan Zee;2022;;
6837;Total property tax;Voorne aan Zee;2023;14408.0;195.0
6838;Total property tax;Voorne aan Zee;2024;15027.0;202.0
6839;Total property tax;Voorne aan Zee;2025;17394.0;233.0
6840;Total property tax;Voorschoten;2017;5276.0;208.0
6841;Total property tax;Voorschoten;2018;6546.0;257.0
6842;Total property tax;Voorschoten;2019;6647.0;261.0
6843;Total property tax;Voorschoten;2020;6795.0;265.0
6844;Total property tax;Voorschoten;2021;7122.0;278.0
6845;Total property tax;Voorschoten;2022;7756.0;303.0
6846;Total property tax;Voorschoten;2023;7997.0;312.0
6847;Total property tax;Voorschoten;2024;8486.0;331.0
6848;Total property tax;Voorschoten;2025;8854.0;341.0
6849;Total property tax;Voorst;2017;4868.0;201.0
6850;Total property tax;Voorst;2018;4946.0;203.0
6851;Total property tax;Voorst;2019;5060.0;207.0
6852;Total property tax;Voorst;2020;5301.0;216.0
6853;Total property tax;Voorst;2021;5931.0;239.0
6854;Total property tax;Voorst;2022;6743.0;270.0
6855;Total property tax;Voorst;2023;7374.0;292.0
6856;Total property tax;Voorst;2024;8040.0;317.0
6857;Total property tax;Voorst;2025;8259.0;323.0
6858;Total property tax;Vught;2017;7781.0;297.0
6859;Total property tax;Vught;2018;7959.0;301.0
6860;Total property tax;Vught;2019;7662.0;290.0
6861;Total property tax;Vught;2020;7958.0;300.0
6862;Total property tax;Vught;2021;8168.0;258.0
6863;Total property tax;Vught;2022;9559.0;301.0
6864;Total property tax;Vught;2023;9734.0;303.0
6865;Total property tax;Vught;2024;10339.0;320.0
6866;Total property tax;Vught;2025;10655.0;323.0
6867;Total property tax;Waadhoeke;2017;;
6868;Total property tax;Waadhoeke;2018;;
6869;Total property tax;Waadhoeke;2019;7192.0;156.0
6870;Total property tax;Waadhoeke;2020;7327.0;159.0
6871;Total property tax;Waadhoeke;2021;7633.0;165.0
6872;Total property tax;Waadhoeke;2022;7755.0;167.0
6873;Total property tax;Waadhoeke;2023;7987.0;171.0
6874;Total property tax;Waadhoeke;2024;8826.0;188.0
6875;Total property tax;Waadhoeke;2025;9495.0;203.0
6876;Total property tax;Waalre;2017;3199.0;189.0
6877;Total property tax;Waalre;2018;3295.0;193.0
6878;Total property tax;Waalre;2019;3457.0;200.0
6879;Total property tax;Waalre;2020;3797.0;218.0
6880;Total property tax;Waalre;2021;3920.0;223.0
6881;Total property tax;Waalre;2022;4031.0;229.0
6882;Total property tax;Waalre;2023;4498.0;250.0
6883;Total property tax;Waalre;2024;5020.0;279.0
6884;Total property tax;Waalre;2025;5648.0;315.0
6885;Total property tax;Waalwijk;2017;10985.0;232.0
6886;Total property tax;Waalwijk;2018;11357.0;238.0
6887;Total property tax;Waalwijk;2019;11732.0;243.0
6888;Total property tax;Waalwijk;2020;12459.0;256.0
6889;Total property tax;Waalwijk;2021;12923.0;265.0
6890;Total property tax;Waalwijk;2022;13149.0;266.0
6891;Total property tax;Waalwijk;2023;14143.0;283.0
6892;Total property tax;Waalwijk;2024;15141.0;301.0
6893;Total property tax;Waalwijk;2025;15556.0;304.0
6894;Total property tax;Waddinxveen;2017;6421.0;242.0
6895;Total property tax;Waddinxveen;2018;6565.0;238.0
6896;Total property tax;Waddinxveen;2019;6842.0;242.0
6897;Total property tax;Waddinxveen;2020;7279.0;248.0
6898;Total property tax;Waddinxveen;2021;7881.0;259.0
6899;Total property tax;Waddinxveen;2022;7881.0;251.0
6900;Total property tax;Waddinxveen;2023;8320.0;255.0
6901;Total property tax;Waddinxveen;2024;9005.0;265.0
6902;Total property tax;Waddinxveen;2025;10924.0;312.0
6903;Total property tax;Wageningen;2017;9375.0;244.0
6904;Total property tax;Wageningen;2018;9650.0;251.0
6905;Total property tax;Wageningen;2019;10166.0;262.0
6906;Total property tax;Wageningen;2020;11402.0;287.0
6907;Total property tax;Wageningen;2021;11657.0;294.0
6908;Total property tax;Wageningen;2022;13035.0;326.0
6909;Total property tax;Wageningen;2023;13614.0;332.0
6910;Total property tax;Wageningen;2024;14173.0;333.0
6911;Total property tax;Wageningen;2025;14668.0;341.0
6912;Total property tax;Wassenaar;2017;9022.0;346.0
6913;Total property tax;Wassenaar;2018;9079.0;348.0
6914;Total property tax;Wassenaar;2019;9441.0;360.0
6915;Total property tax;Wassenaar;2020;10044.0;383.0
6916;Total property tax;Wassenaar;2021;10678.0;396.0
6917;Total property tax;Wassenaar;2022;11298.0;417.0
6918;Total property tax;Wassenaar;2023;13908.0;513.0
6919;Total property tax;Wassenaar;2024;12021.0;443.0
6920;Total property tax;Wassenaar;2025;13510.0;491.0
6921;Total property tax;Waterland;2017;2793.0;162.0
6922;Total property tax;Waterland;2018;2943.0;171.0
6923;Total property tax;Waterland;2019;3116.0;180.0
6924;Total property tax;Waterland;2020;3321.0;191.0
6925;Total property tax;Waterland;2021;3901.0;225.0
6926;Total property tax;Waterland;2022;3971.0;229.0
6927;Total property tax;Waterland;2023;4086.0;232.0
6928;Total property tax;Waterland;2024;4197.0;239.0
6929;Total property tax;Waterland;2025;4780.0;272.0
6930;Total property tax;Weert;2017;9595.0;194.0
6931;Total property tax;Weert;2018;9778.0;196.0
6932;Total property tax;Weert;2019;9964.0;200.0
6933;Total property tax;Weert;2020;10153.0;203.0
6934;Total property tax;Weert;2021;10938.0;219.0
6935;Total property tax;Weert;2022;11287.0;224.0
6936;Total property tax;Weert;2023;11986.0;235.0
6937;Total property tax;Weert;2024;13190.0;258.0
6938;Total property tax;Weert;2025;13596.0;264.0
6939;Total property tax;Weesp;2017;3886.0;207.0
6940;Total property tax;Weesp;2018;3960.0;207.0
6941;Total property tax;Weesp;2019;4073.0;211.0
6942;Total property tax;Weesp;2020;4191.0;212.0
6943;Total property tax;Weesp;2021;4458.0;218.0
6944;Total property tax;Weesp;2022;3109.0;150.0
6945;Total property tax;Weesp;2023;;
6946;Total property tax;Weesp;2024;;
6947;Total property tax;Weesp;2025;;
6948;Total property tax;Werkendam;2017;3893.0;145.0
6949;Total property tax;Werkendam;2018;3944.0;146.0
6950;Total property tax;Werkendam;2019;;
6951;Total property tax;Werkendam;2020;;
6952;Total property tax;Werkendam;2021;;
6953;Total property tax;Werkendam;2022;;
6954;Total property tax;Werkendam;2023;;
6955;Total property tax;Werkendam;2024;;
6956;Total property tax;Werkendam;2025;;
6957;Total property tax;West Betuwe;2017;;
6958;Total property tax;West Betuwe;2018;;
6959;Total property tax;West Betuwe;2019;12261.0;242.0
6960;Total property tax;West Betuwe;2020;12628.0;247.0
6961;Total property tax;West Betuwe;2021;13328.0;259.0
6962;Total property tax;West Betuwe;2022;13730.0;264.0
6963;Total property tax;West Betuwe;2023;15021.0;285.0
6964;Total property tax;West Betuwe;2024;15702.0;297.0
6965;Total property tax;West Betuwe;2025;16986.0;319.0
6966;Total property tax;West Maas en Waal;2017;3673.0;195.0
6967;Total property tax;West Maas en Waal;2018;3801.0;201.0
6968;Total property tax;West Maas en Waal;2019;3830.0;201.0
6969;Total property tax;West Maas en Waal;2020;3849.0;199.0
6970;Total property tax;West Maas en Waal;2021;3888.0;199.0
6971;Total property tax;West Maas en Waal;2022;4151.0;211.0
6972;Total property tax;West Maas en Waal;2023;4247.0;212.0
6973;Total property tax;West Maas en Waal;2024;4381.0;216.0
6974;Total property tax;West Maas en Waal;2025;5097.0;248.0
6975;Total property tax;Westerkwartier;2017;;
6976;Total property tax;Westerkwartier;2018;;
6977;Total property tax;Westerkwartier;2019;12348.0;201.0
6978;Total property tax;Westerkwartier;2020;14111.0;223.0
6979;Total property tax;Westerkwartier;2021;14711.0;231.0
6980;Total property tax;Westerkwartier;2022;15667.0;244.0
6981;Total property tax;Westerkwartier;2023;16196.0;249.0
6982;Total property tax;Westerkwartier;2024;16096.0;248.0
6983;Total property tax;Westerkwartier;2025;16496.0;254.0
6984;Total property tax;Westerveld;2017;3046.0;160.0
6985;Total property tax;Westerveld;2018;3341.0;174.0
6986;Total property tax;Westerveld;2019;3240.0;167.0
6987;Total property tax;Westerveld;2020;3535.0;182.0
6988;Total property tax;Westerveld;2021;3915.0;199.0
6989;Total property tax;Westerveld;2022;4219.0;213.0
6990;Total property tax;Westerveld;2023;4314.0;217.0
6991;Total property tax;Westerveld;2024;4452.0;223.0
6992;Total property tax;Westerveld;2025;4843.0;242.0
6993;Total property tax;Westervoort;2017;2430.0;162.0
6994;Total property tax;Westervoort;2018;2438.0;162.0
6995;Total property tax;Westervoort;2019;2543.0;170.0
