ID;Geslacht;Leeftijd;DoodsoorzakenUitgebreideLijst;Perioden;Overledenen_1
6027;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2003;2
6028;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2004;0
6029;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2005;0
6030;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2006;0
6031;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2007;0
6032;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2008;1
6033;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2009;1
6034;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2010;0
6035;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2011;3
6036;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2012;2
6037;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2013;1
6038;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2014;1
6039;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2015;2
6040;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2016;1
6041;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2017;2
6042;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2018;0
6043;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2019;1
6044;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2020;4
6045;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2021;4
6046;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2022;1
6047;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2023;2
6048;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;1996;13
6049;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;1997;8
6050;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;1998;13
6051;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;1999;11
6052;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2000;9
6053;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2001;10
6054;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2002;10
6055;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2003;13
6056;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2004;7
6057;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2005;9
6058;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2006;14
6059;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2007;8
6060;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2008;12
6061;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2009;7
6062;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2010;7
6063;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2011;9
6064;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2012;9
6065;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2013;8
6066;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2014;5
6067;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2015;8
6068;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2016;9
6069;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2017;9
6070;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2018;10
6071;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2019;4
6072;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2020;9
6073;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2021;7
6074;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2022;9
6075;Totaal mannen en vrouwen;Totaal alle leeftijden;C47 M.n. perifere zenuwen en autonoom ..;2023;4
6076;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;1996;15
6077;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;1997;23
6078;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;1998;24
6079;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;1999;24
6080;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2000;28
6081;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2001;16
6082;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2002;13
6083;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2003;20
6084;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2004;23
6085;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2005;13
6086;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2006;17
6087;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2007;6
6088;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2008;9
6089;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2009;11
6090;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2010;11
6091;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2011;19
6092;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2012;13
6093;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2013;11
6094;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2014;10
6095;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2015;14
6096;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2016;16
6097;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2017;10
6098;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2018;7
6099;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2019;10
6100;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2020;15
6101;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2021;13
6102;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2022;8
6103;Totaal mannen en vrouwen;Totaal alle leeftijden;C48 M.n. retroperitoneale ruimte en pe..;2023;11
6104;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;1996;210
6105;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;1997;188
6106;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;1998;184
6107;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;1999;204
6108;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2000;190
6109;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2001;167
6110;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2002;176
6111;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2003;170
6112;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2004;195
6113;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2005;191
6114;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2006;189
6115;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2007;201
6116;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2008;195
6117;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2009;218
6118;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2010;199
6119;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2011;236
6120;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2012;225
6121;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2013;273
6122;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2014;242
6123;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2015;257
6124;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2016;250
6125;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2017;243
6126;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2018;243
6127;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2019;242
6128;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2020;288
6129;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2021;318
6130;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2022;241
6131;Totaal mannen en vrouwen;Totaal alle leeftijden;C49 M.n. ov. bindweefsel en weke delen;2023;276
6132;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;1996;3577
6133;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;1997;3609
6134;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;1998;3568
6135;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;1999;3704
6136;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2000;3452
6137;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2001;3475
6138;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2002;3505
6139;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2003;3391
6140;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2004;3333
6141;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2005;3322
6142;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2006;3350
6143;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2007;3199
6144;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2008;3357
6145;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2009;3203
6146;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2010;3245
6147;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2011;3283
6148;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2012;3230
6149;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2013;3183
6150;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2014;3045
6151;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2015;3302
6152;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2016;3175
6153;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2017;3133
6154;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2018;3088
6155;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2019;3077
6156;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2020;3083
6157;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2021;3127
6158;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2022;3147
6159;Totaal mannen en vrouwen;Totaal alle leeftijden;C50 Maligne neoplasma van mamma;2023;3103
6160;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;1996;50
6161;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;1997;71
6162;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;1998;70
6163;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;1999;83
6164;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2000;79
6165;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2001;81
6166;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2002;91
6167;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2003;90
6168;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2004;79
6169;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2005;76
6170;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2006;91
6171;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2007;84
6172;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2008;99
6173;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2009;111
6174;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2010;116
6175;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2011;141
6176;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2012;96
6177;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2013;98
6178;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2014;117
6179;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2015;103
6180;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2016;99
6181;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2017;114
6182;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2018;141
6183;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2019;167
6184;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2020;150
6185;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2021;144
6186;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2022;144
6187;Totaal mannen en vrouwen;Totaal alle leeftijden;C51 Maligne neoplasma van vulva;2023;135
6188;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;1996;20
6189;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;1997;28
6190;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;1998;21
6191;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;1999;15
6192;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2000;29
6193;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2001;20
6194;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2002;20
6195;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2003;28
6196;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2004;19
6197;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2005;30
6198;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2006;23
6199;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2007;17
6200;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2008;19
6201;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2009;17
6202;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2010;22
6203;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2011;21
6204;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2012;27
6205;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2013;27
6206;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2014;21
6207;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2015;21
6208;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2016;23
6209;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2017;18
6210;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2018;25
6211;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2019;25
6212;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2020;21
6213;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2021;27
6214;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2022;15
6215;Totaal mannen en vrouwen;Totaal alle leeftijden;C52 Maligne neoplasma van vagina;2023;15
6216;Totaal mannen en vrouwen;Totaal alle leeftijden;C53 Maligne neoplasma van cervix uteri;1996;230
6217;Totaal mannen en vrouwen;Totaal alle leeftijden;C53 Maligne neoplasma van cervix uteri;1997;234
6218;Totaal mannen en vrouwen;Totaal alle leeftijden;C53 Maligne neoplasma van cervix uteri;1998;276
6219;Totaal mannen en vrouwen;Totaal alle leeftijden;C53 Maligne neoplasma van cervix uteri;1999;253
6220;Totaal mannen en vrouwen;Totaal alle leeftijden;C53 Maligne neoplasma van cervix uteri;2000;258
6221;Totaal mannen en vrouwen;Totaal alle leeftijden;C53 Maligne neoplasma van cervix uteri;2001;243
6222;Totaal mannen en vrouwen;Totaal alle leeftijden;C53 Maligne neoplasma van cervix uteri;2002;187
6223;Totaal mannen en vrouwen;Totaal alle leeftijden;C53 Maligne neoplasma van cervix uteri;2003;214
6224;Totaal mannen en vrouwen;Totaal alle leeftijden;C53 Maligne neoplasma van cervix uteri;2004;203
6225;Totaal mannen en vrouwen;Totaal alle leeftijden;C53 Maligne neoplasma van cervix uteri;2005;235
6226;Totaal mannen en vrouwen;Totaal alle leeftijden;C53 Maligne neoplasma van cervix uteri;2006;214
6227;Totaal mannen en vrouwen;Totaal alle leeftijden;C53 Maligne neoplasma van cervix uteri;2007;204
6228;Totaal mannen en vrouwen;Totaal alle leeftijden;C53 Maligne neoplasma van cervix uteri;2008;244
6229;Totaal mannen en vrouwen;Totaal alle leeftijden;C53 Maligne neoplasma van cervix uteri;2009;209
6230;Totaal mannen en vrouwen;Totaal alle leeftijden;C53 Maligne neoplasma van cervix uteri;2010;205
6231;Totaal mannen en vrouwen;Totaal alle leeftijden;C53 Maligne neoplasma van cervix uteri;2011;189
6232;Totaal mannen en vrouwen;Totaal alle leeftijden;C53 Maligne neoplasma van cervix uteri;2012;215
