ID;Afzet;BedrijfstakkenBranchesSBI2008;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3;Wegingscoefficient_4
6314;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2017 oktober;100.6;0.5;5.2;76742
6315;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2017 november;103.3;2.6;9.4;76742
6316;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2017 december;103.6;0.3;4.6;76742
6317;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2017;100.5;;9.8;76742
6318;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2018 januari;105.3;1.6;3.7;76742
6319;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2018 februari;103.3;-1.9;0.3;76742
6320;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2018 maart;103.5;0.1;0.9;76742
6321;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2018 april;106.2;2.6;3.3;76742
6322;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2018 mei;110.5;4.1;11.6;76742
6323;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2018 juni;111.6;1.0;15.6;76742
6324;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2018 juli;111.6;0.0;16.8;76742
6325;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2018 augustus;112.1;0.4;15.5;76742
6326;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2018 september;113.7;1.5;13.5;76742
6327;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2018 oktober;115.4;1.6;14.7;76742
6328;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2018 november;109.7;-5.0;6.3;76742
6329;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2018 december;102.6;-6.5;-1.0;76742
6330;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2018;108.8;;8.3;76742
6331;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2019 januari;102.7;0.1;-2.5;76742
6332;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2019 februari;104.8;2.1;1.4;76742
6333;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2019 maart;107.2;2.3;3.6;76742
6334;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2019 april;110.6;3.2;4.2;76742
6335;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2019 mei;111.1;0.4;0.5;76742
6336;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2019 juni;107.0;-3.7;-4.1;76742
6337;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2019 juli;106.6;-0.3;-4.5;76742
6338;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2019 augustus;104.1;-2.4;-7.1;76742
6339;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2019 september;105.4;1.2;-7.3;76742
6340;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2019 oktober;104.3;-1.0;-9.7;76742
6341;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2019 november;103.9;-0.3;-5.3;76742
6342;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2019 december;104.6;0.7;2.0;76742
6343;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2019;106.0;;-2.5;76742
6344;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2020 januari;104.3;-0.3;1.6;76742
6345;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2020 februari;101.6;-2.6;-3.1;76742
6346;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2020 maart;88.7;-12.6;-17.2;76742
6347;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2020 april;79.5;-10.5;-28.2;76742
6348;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2020 mei;81.2;2.1;-27.0;76742
6349;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2020 juni;85.9;5.9;-19.7;76742
6350;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2020 juli;88.8;3.4;-16.7;76742
6351;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2020 augustus;88.9;0.1;-14.6;76742
6352;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2020 september;86.4;-2.9;-18.0;76742
6353;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2020 oktober;87.0;0.7;-16.5;76742
6354;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2020 november;87.8;0.9;-15.5;76742
6355;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2020 december;90.9;3.5;-13.1;76742
6356;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2020;89.3;;-15.8;76742
6357;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2021 januari;96.5;6.1;-7.5;76742
6358;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2021 februari;101.9;5.6;0.3;76742
6359;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2021 maart;107.1;5.2;20.7;76742
6360;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2021 april;110.1;2.7;38.5;76742
6361;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2021 mei;113.7;3.3;40.0;76742
6362;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2021 juni;115.4;1.5;34.3;76742
6363;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2021 juli;118.9;3.0;33.9;76742
6364;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2021 augustus;120.8;1.7;35.9;76742
6365;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2021 september;123.4;2.1;42.9;76742
6366;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2021 oktober;131.8;6.8;51.5;76742
6367;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2021 november;133.5;1.3;52.0;76742
6368;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2021 december;133.3;-0.1;46.7;76742
6369;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2021;117.2;;31.3;76742
6370;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2022 januari;141.5;6.1;46.6;76742
6371;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2022 februari;148.4;4.9;45.7;76742
6372;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2022 maart;166.9;12.5;55.8;76742
6373;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2022 april;175.2;5.0;59.2;76742
6374;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2022 mei;178.1;1.7;56.7;76742
6375;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2022 juni;186.4;4.6;61.5;76742
6376;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2022 juli;181.9;-2.4;53.0;76742
6377;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2022 augustus;174.4;-4.1;44.3;76742
6378;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2022 september;170.9;-2.0;38.4;76742
6379;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2022 oktober;174.6;2.2;32.5;76742
6380;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2022 november;164.3;-5.9;23.1;76742
6381;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2022 december ;154.5;-6.0;15.9;76742
6382;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2022;168.1;;43.4;76742
6383;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2023 januari;155.9;0.9;10.2;76742
6384;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2023 februari;152.8;-2.0;3.0;76742
6385;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2023 maart;149.0;-2.5;-10.7;76742
6386;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2023 april;148.0;-0.6;-15.5;76742
6387;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2023 mei;141.7;-4.3;-20.4;76742
6388;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2023 juni;141.2;-0.4;-24.2;76742
6389;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2023 juli;140.6;-0.5;-22.7;76742
6390;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2023 augustus;147.0;4.5;-15.7;76742
6391;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2023 september;153.1;4.2;-10.4;76742
6392;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2023 oktober;148.4;-3.0;-15.0;76742
6393;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2023 november;143.7;-3.2;-12.5;76742
6394;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2023 december;138.4;-3.6;-10.4;76742
6395;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2023;146.7;;-12.7;76742
6396;Totaal afzetprijzen;19 Aardolie-industrie;2012 januari;162.2;;;23678
6397;Totaal afzetprijzen;19 Aardolie-industrie;2012 februari;168.5;3.9;;23678
6398;Totaal afzetprijzen;19 Aardolie-industrie;2012 maart;173.9;3.2;;23678
6399;Totaal afzetprijzen;19 Aardolie-industrie;2012 april;171.0;-1.7;;23678
6400;Totaal afzetprijzen;19 Aardolie-industrie;2012 mei;161.5;-5.6;;23678
6401;Totaal afzetprijzen;19 Aardolie-industrie;2012 juni;148.2;-8.2;;23678
6402;Totaal afzetprijzen;19 Aardolie-industrie;2012 juli;160.1;8.0;;23678
6403;Totaal afzetprijzen;19 Aardolie-industrie;2012 augustus;172.1;7.4;;23678
6404;Totaal afzetprijzen;19 Aardolie-industrie;2012 september;171.7;-0.2;;23678
6405;Totaal afzetprijzen;19 Aardolie-industrie;2012 oktober;166.7;-2.9;;23678
6406;Totaal afzetprijzen;19 Aardolie-industrie;2012 november;159.6;-4.2;;23678
6407;Totaal afzetprijzen;19 Aardolie-industrie;2012 december;154.7;-3.1;;23678
6408;Totaal afzetprijzen;19 Aardolie-industrie;2012;164.2;;;23678
6409;Totaal afzetprijzen;19 Aardolie-industrie;2013 januari;156.3;1.0;-3.6;23678
6410;Totaal afzetprijzen;19 Aardolie-industrie;2013 februari;163.5;4.6;-3.0;23678
6411;Totaal afzetprijzen;19 Aardolie-industrie;2013 maart;156.0;-4.6;-10.3;23678
6412;Totaal afzetprijzen;19 Aardolie-industrie;2013 april;147.9;-5.2;-13.5;23678
6413;Totaal afzetprijzen;19 Aardolie-industrie;2013 mei;148.4;0.3;-8.1;23678
6414;Totaal afzetprijzen;19 Aardolie-industrie;2013 juni;147.4;-0.7;-0.6;23678
6415;Totaal afzetprijzen;19 Aardolie-industrie;2013 juli;154.4;4.8;-3.6;23678
6416;Totaal afzetprijzen;19 Aardolie-industrie;2013 augustus;155.0;0.4;-9.9;23678
6417;Totaal afzetprijzen;19 Aardolie-industrie;2013 september;153.7;-0.9;-10.5;23678
6418;Totaal afzetprijzen;19 Aardolie-industrie;2013 oktober;148.1;-3.6;-11.1;23678
6419;Totaal afzetprijzen;19 Aardolie-industrie;2013 november;147.6;-0.3;-7.5;23678
6420;Totaal afzetprijzen;19 Aardolie-industrie;2013 december;148.5;0.6;-4.0;23678
6421;Totaal afzetprijzen;19 Aardolie-industrie;2013;152.2;;-7.3;23678
6422;Totaal afzetprijzen;19 Aardolie-industrie;2014 januari;146.1;-1.7;-6.5;23678
6423;Totaal afzetprijzen;19 Aardolie-industrie;2014 februari;147.1;0.7;-10.0;23678
6424;Totaal afzetprijzen;19 Aardolie-industrie;2014 maart;143.2;-2.7;-8.2;23678
6425;Totaal afzetprijzen;19 Aardolie-industrie;2014 april;145.9;1.9;-1.4;23678
6426;Totaal afzetprijzen;19 Aardolie-industrie;2014 mei;146.8;0.6;-1.1;23678
6427;Totaal afzetprijzen;19 Aardolie-industrie;2014 juni;149.8;2.1;1.7;23678
6428;Totaal afzetprijzen;19 Aardolie-industrie;2014 juli;147.1;-1.8;-4.8;23678
6429;Totaal afzetprijzen;19 Aardolie-industrie;2014 augustus;144.7;-1.6;-6.7;23678
6430;Totaal afzetprijzen;19 Aardolie-industrie;2014 september;144.6;0.0;-5.9;23678
6431;Totaal afzetprijzen;19 Aardolie-industrie;2014 oktober;134.5;-7.0;-9.2;23678
6432;Totaal afzetprijzen;19 Aardolie-industrie;2014 november;126.0;-6.3;-14.6;23678
6433;Totaal afzetprijzen;19 Aardolie-industrie;2014 december;101.3;-19.6;-31.8;23678
6434;Totaal afzetprijzen;19 Aardolie-industrie;2014;139.8;;-8.2;23678
6435;Totaal afzetprijzen;19 Aardolie-industrie;2015 januari;88.3;-12.9;-39.5;23678
6436;Totaal afzetprijzen;19 Aardolie-industrie;2015 februari;105.4;19.4;-28.4;23678
6437;Totaal afzetprijzen;19 Aardolie-industrie;2015 maart;108.2;2.6;-24.5;23678
6438;Totaal afzetprijzen;19 Aardolie-industrie;2015 april;112.8;4.3;-22.6;23678
6439;Totaal afzetprijzen;19 Aardolie-industrie;2015 mei;117.0;3.7;-20.3;23678
6440;Totaal afzetprijzen;19 Aardolie-industrie;2015 juni;115.5;-1.3;-22.9;23678
6441;Totaal afzetprijzen;19 Aardolie-industrie;2015 juli;109.5;-5.2;-25.5;23678
6442;Totaal afzetprijzen;19 Aardolie-industrie;2015 augustus;95.6;-12.7;-33.9;23678
6443;Totaal afzetprijzen;19 Aardolie-industrie;2015 september;92.0;-3.8;-36.4;23678
6444;Totaal afzetprijzen;19 Aardolie-industrie;2015 oktober;89.2;-3.0;-33.6;23678
6445;Totaal afzetprijzen;19 Aardolie-industrie;2015 november;90.0;0.9;-28.6;23678
6446;Totaal afzetprijzen;19 Aardolie-industrie;2015 december;76.3;-15.2;-24.7;23678
6447;Totaal afzetprijzen;19 Aardolie-industrie;2015;100.0;;-28.4;23678
6448;Totaal afzetprijzen;19 Aardolie-industrie;2016 januari;66.3;-13.1;-24.9;23678
6449;Totaal afzetprijzen;19 Aardolie-industrie;2016 februari;65.7;-0.9;-37.7;23678
6450;Totaal afzetprijzen;19 Aardolie-industrie;2016 maart;73.1;11.3;-32.4;23678
6451;Totaal afzetprijzen;19 Aardolie-industrie;2016 april;78.4;7.3;-30.5;23678
6452;Totaal afzetprijzen;19 Aardolie-industrie;2016 mei;86.3;10.1;-26.2;23678
6453;Totaal afzetprijzen;19 Aardolie-industrie;2016 juni;91.5;6.0;-20.8;23678
6454;Totaal afzetprijzen;19 Aardolie-industrie;2016 juli;86.0;-6.0;-21.5;23678
6455;Totaal afzetprijzen;19 Aardolie-industrie;2016 augustus;83.7;-2.7;-12.5;23678
6456;Totaal afzetprijzen;19 Aardolie-industrie;2016 september;86.2;3.0;-6.3;23678
6457;Totaal afzetprijzen;19 Aardolie-industrie;2016 oktober;96.1;11.5;7.7;23678
6458;Totaal afzetprijzen;19 Aardolie-industrie;2016 november;91.0;-5.3;1.0;23678
6459;Totaal afzetprijzen;19 Aardolie-industrie;2016 december;103.9;14.3;36.2;23678
6460;Totaal afzetprijzen;19 Aardolie-industrie;2016;84.0;;-16.0;23678
6461;Totaal afzetprijzen;19 Aardolie-industrie;2017 januari;107.0;3.0;61.4;23678
6462;Totaal afzetprijzen;19 Aardolie-industrie;2017 februari;107.3;0.2;63.3;23678
6463;Totaal afzetprijzen;19 Aardolie-industrie;2017 maart;102.1;-4.8;39.7;23678
6464;Totaal afzetprijzen;19 Aardolie-industrie;2017 april;103.2;1.1;31.7;23678
6465;Totaal afzetprijzen;19 Aardolie-industrie;2017 mei;94.9;-8.1;9.9;23678
6466;Totaal afzetprijzen;19 Aardolie-industrie;2017 juni;90.1;-5.0;-1.5;23678
6467;Totaal afzetprijzen;19 Aardolie-industrie;2017 juli;90.5;0.5;5.3;23678
6468;Totaal afzetprijzen;19 Aardolie-industrie;2017 augustus;94.9;4.8;13.4;23678
6469;Totaal afzetprijzen;19 Aardolie-industrie;2017 september;101.9;7.3;18.2;23678
6470;Totaal afzetprijzen;19 Aardolie-industrie;2017 oktober;101.5;-0.4;5.6;23678
6471;Totaal afzetprijzen;19 Aardolie-industrie;2017 november;109.7;8.2;20.7;23678
6472;Totaal afzetprijzen;19 Aardolie-industrie;2017 december;108.8;-0.9;4.7;23678
6473;Totaal afzetprijzen;19 Aardolie-industrie;2017;101.0;;20.2;23678
6474;Totaal afzetprijzen;19 Aardolie-industrie;2018 januari;112.5;3.4;5.1;23678
6475;Totaal afzetprijzen;19 Aardolie-industrie;2018 februari;105.9;-5.9;-1.3;23678
6476;Totaal afzetprijzen;19 Aardolie-industrie;2018 maart;106.1;0.2;3.9;23678
6477;Totaal afzetprijzen;19 Aardolie-industrie;2018 april;115.0;8.4;11.3;23678
6478;Totaal afzetprijzen;19 Aardolie-industrie;2018 mei;126.6;10.2;33.5;23678
6479;Totaal afzetprijzen;19 Aardolie-industrie;2018 juni;126.2;-0.3;40.1;23678
6480;Totaal afzetprijzen;19 Aardolie-industrie;2018 juli;126.6;0.3;39.8;23678
6481;Totaal afzetprijzen;19 Aardolie-industrie;2018 augustus;127.6;0.8;34.4;23678
6482;Totaal afzetprijzen;19 Aardolie-industrie;2018 september;131.7;3.2;29.2;23678
6483;Totaal afzetprijzen;19 Aardolie-industrie;2018 oktober;136.6;3.7;34.6;23678
6484;Totaal afzetprijzen;19 Aardolie-industrie;2018 november;119.6;-12.4;9.0;23678
6485;Totaal afzetprijzen;19 Aardolie-industrie;2018 december;103.2;-13.8;-5.2;23678
6486;Totaal afzetprijzen;19 Aardolie-industrie;2018;119.8;;18.6;23678
6487;Totaal afzetprijzen;19 Aardolie-industrie;2019 januari;105.3;2.0;-6.5;23678
6488;Totaal afzetprijzen;19 Aardolie-industrie;2019 februari;113.0;7.4;6.7;23678
6489;Totaal afzetprijzen;19 Aardolie-industrie;2019 maart;118.5;4.8;11.7;23678
6490;Totaal afzetprijzen;19 Aardolie-industrie;2019 april;126.8;7.0;10.3;23678
6491;Totaal afzetprijzen;19 Aardolie-industrie;2019 mei;126.8;0.0;0.2;23678
6492;Totaal afzetprijzen;19 Aardolie-industrie;2019 juni;115.0;-9.3;-8.9;23678
6493;Totaal afzetprijzen;19 Aardolie-industrie;2019 juli;118.0;2.6;-6.8;23678
6494;Totaal afzetprijzen;19 Aardolie-industrie;2019 augustus;110.6;-6.3;-13.3;23678
6495;Totaal afzetprijzen;19 Aardolie-industrie;2019 september;115.9;4.8;-12.0;23678
6496;Totaal afzetprijzen;19 Aardolie-industrie;2019 oktober;112.0;-3.4;-18.0;23678
6497;Totaal afzetprijzen;19 Aardolie-industrie;2019 november;113.2;1.0;-5.4;23678
6498;Totaal afzetprijzen;19 Aardolie-industrie;2019 december;115.8;2.4;12.3;23678
6499;Totaal afzetprijzen;19 Aardolie-industrie;2019;115.9;;-3.3;23678
6500;Totaal afzetprijzen;19 Aardolie-industrie;2020 januari;113.9;-1.7;8.2;23678
6501;Totaal afzetprijzen;19 Aardolie-industrie;2020 februari;105.5;-7.4;-6.6;23678
6502;Totaal afzetprijzen;19 Aardolie-industrie;2020 maart;69.5;-34.2;-41.4;23678
6503;Totaal afzetprijzen;19 Aardolie-industrie;2020 april;53.6;-22.8;-57.7;23678
6504;Totaal afzetprijzen;19 Aardolie-industrie;2020 mei;64.2;19.8;-49.4;23678
6505;Totaal afzetprijzen;19 Aardolie-industrie;2020 juni;77.7;21.0;-32.4;23678
6506;Totaal afzetprijzen;19 Aardolie-industrie;2020 juli;82.6;6.3;-30.0;23678
6507;Totaal afzetprijzen;19 Aardolie-industrie;2020 augustus;80.9;-2.0;-26.8;23678
6508;Totaal afzetprijzen;19 Aardolie-industrie;2020 september;72.7;-10.2;-37.3;23678
6509;Totaal afzetprijzen;19 Aardolie-industrie;2020 oktober;74.0;1.7;-34.0;23678
6510;Totaal afzetprijzen;19 Aardolie-industrie;2020 november;76.0;2.8;-32.8;23678
6511;Totaal afzetprijzen;19 Aardolie-industrie;2020 december;83.1;9.3;-28.2;23678
6512;Totaal afzetprijzen;19 Aardolie-industrie;2020;79.5;;-31.4;23678
6513;Totaal afzetprijzen;19 Aardolie-industrie;2021 januari;91.7;10.3;-19.5;23678
6514;Totaal afzetprijzen;19 Aardolie-industrie;2021 februari;101.8;11.0;-3.5;23678
6515;Totaal afzetprijzen;19 Aardolie-industrie;2021 maart;108.0;6.0;55.4;23678
6516;Totaal afzetprijzen;19 Aardolie-industrie;2021 april;107.0;-0.9;99.5;23678
6517;Totaal afzetprijzen;19 Aardolie-industrie;2021 mei;112.8;5.4;75.5;23678
6518;Totaal afzetprijzen;19 Aardolie-industrie;2021 juni;117.9;4.5;51.7;23678
6519;Totaal afzetprijzen;19 Aardolie-industrie;2021 juli;123.0;4.4;48.9;23678
6520;Totaal afzetprijzen;19 Aardolie-industrie;2021 augustus;123.2;0.1;52.2;23678
6521;Totaal afzetprijzen;19 Aardolie-industrie;2021 september;131.8;7.0;81.2;23678
6522;Totaal afzetprijzen;19 Aardolie-industrie;2021 oktober;149.8;13.7;102.5;23678
6523;Totaal afzetprijzen;19 Aardolie-industrie;2021 november;146.5;-2.2;92.6;23678
6524;Totaal afzetprijzen;19 Aardolie-industrie;2021 december;140.8;-3.9;69.3;23678
6525;Totaal afzetprijzen;19 Aardolie-industrie;2021;121.2;;52.4;23678
6526;Totaal afzetprijzen;19 Aardolie-industrie;2022 januari;155.4;10.4;69.4;23678
6527;Totaal afzetprijzen;19 Aardolie-industrie;2022 februari;170.3;9.6;67.2;23678
6528;Totaal afzetprijzen;19 Aardolie-industrie;2022 maart;222.5;30.7;106.1;23678
6529;Totaal afzetprijzen;19 Aardolie-industrie;2022 april;223.2;0.3;108.7;23678
6530;Totaal afzetprijzen;19 Aardolie-industrie;2022 mei;232.4;4.1;106.1;23678
6531;Totaal afzetprijzen;19 Aardolie-industrie;2022 juni;258.9;11.4;119.6;23678
6532;Totaal afzetprijzen;19 Aardolie-industrie;2022 juli;239.2;-7.6;94.5;23678
6533;Totaal afzetprijzen;19 Aardolie-industrie;2022 augustus;224.2;-6.3;82.0;23678
6534;Totaal afzetprijzen;19 Aardolie-industrie;2022 september;215.5;-3.9;63.6;23678
6535;Totaal afzetprijzen;19 Aardolie-industrie;2022 oktober;228.7;6.1;52.7;23678
6536;Totaal afzetprijzen;19 Aardolie-industrie;2022 november;202.1;-11.6;37.9;23678
6537;Totaal afzetprijzen;19 Aardolie-industrie;2022 december ;178.9;-11.5;27.1;23678
6538;Totaal afzetprijzen;19 Aardolie-industrie;2022;212.6;;75.5;23678
6539;Totaal afzetprijzen;19 Aardolie-industrie;2023 januari;185.3;3.6;19.3;23678
6540;Totaal afzetprijzen;19 Aardolie-industrie;2023 februari;177.0;-4.5;3.9;23678
6541;Totaal afzetprijzen;19 Aardolie-industrie;2023 maart;172.4;-2.6;-22.5;23678
6542;Totaal afzetprijzen;19 Aardolie-industrie;2023 april;174.0;0.9;-22.1;23678
6543;Totaal afzetprijzen;19 Aardolie-industrie;2023 mei;161.3;-7.3;-30.6;23678
6544;Totaal afzetprijzen;19 Aardolie-industrie;2023 juni;165.8;2.8;-36.0;23678
6545;Totaal afzetprijzen;19 Aardolie-industrie;2023 juli;171.6;3.5;-28.3;23678
6546;Totaal afzetprijzen;19 Aardolie-industrie;2023 augustus;191.1;11.4;-14.8;23678
6547;Totaal afzetprijzen;19 Aardolie-industrie;2023 september;207.9;8.7;-3.5;23678
6548;Totaal afzetprijzen;19 Aardolie-industrie;2023 oktober;189.1;-9.0;-17.3;23678
6549;Totaal afzetprijzen;19 Aardolie-industrie;2023 november;176.0;-7.0;-12.9;23678
6550;Totaal afzetprijzen;19 Aardolie-industrie;2023 december;;;;23678
6551;Totaal afzetprijzen;19 Aardolie-industrie;2023;;;;23678
6552;Totaal afzetprijzen;20 Chemische industrie;2012 januari;109.4;;;40950
6553;Totaal afzetprijzen;20 Chemische industrie;2012 februari;111.2;1.6;;40950
6554;Totaal afzetprijzen;20 Chemische industrie;2012 maart;112.9;1.5;;40950
6555;Totaal afzetprijzen;20 Chemische industrie;2012 april;113.9;0.9;;40950
6556;Totaal afzetprijzen;20 Chemische industrie;2012 mei;114.1;0.1;;40950
6557;Totaal afzetprijzen;20 Chemische industrie;2012 juni;111.6;-2.2;;40950
6558;Totaal afzetprijzen;20 Chemische industrie;2012 juli;109.2;-2.2;;40950
6559;Totaal afzetprijzen;20 Chemische industrie;2012 augustus;110.9;1.6;;40950
6560;Totaal afzetprijzen;20 Chemische industrie;2012 september;112.9;1.9;;40950
6561;Totaal afzetprijzen;20 Chemische industrie;2012 oktober;112.4;-0.5;;40950
6562;Totaal afzetprijzen;20 Chemische industrie;2012 november;112.0;-0.4;;40950
6563;Totaal afzetprijzen;20 Chemische industrie;2012 december;111.6;-0.4;;40950
6564;Totaal afzetprijzen;20 Chemische industrie;2012;111.8;;;40950
6565;Totaal afzetprijzen;20 Chemische industrie;2013 januari;111.7;0.1;2.1;40950
6566;Totaal afzetprijzen;20 Chemische industrie;2013 februari;112.5;0.7;1.2;40950
6567;Totaal afzetprijzen;20 Chemische industrie;2013 maart;112.4;-0.1;-0.4;40950
6568;Totaal afzetprijzen;20 Chemische industrie;2013 april;111.1;-1.2;-2.5;40950
6569;Totaal afzetprijzen;20 Chemische industrie;2013 mei;109.2;-1.7;-4.3;40950
6570;Totaal afzetprijzen;20 Chemische industrie;2013 juni;108.1;-1.0;-3.1;40950
