ID;Geslacht;Leeftijden;SociaalEconomischeCategorie;Migratieachtergrond;LandVanBestemming;Perioden;Emigranten_1
5693;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;India;2005;0.3
5694;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;India;2006;0.5
5695;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;India;2007;1.0
5696;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;India;2008;1.2
5697;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;India;2009;1.7
5698;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;India;2010;1.7
5699;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;India;2011;1.8
5700;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Italië;2000;0.0
5701;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Italië;2001;0.0
5702;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Italië;2002;0.0
5703;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Italië;2003;0.0
5704;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Italië;2004;0.0
5705;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Italië;2005;0.0
5706;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Italië;2006;0.0
5707;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Italië;2007;0.0
5708;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Italië;2008;0.0
5709;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Italië;2009;0.0
5710;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Italië;2010;0.0
5711;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Italië;2011;0.0
5712;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;(voormalige) Nederlandse Antillen, Aruba;2000;0.0
5713;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;(voormalige) Nederlandse Antillen, Aruba;2001;0.0
5714;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;(voormalige) Nederlandse Antillen, Aruba;2002;0.0
5715;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;(voormalige) Nederlandse Antillen, Aruba;2003;0.0
5716;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;(voormalige) Nederlandse Antillen, Aruba;2004;0.0
5717;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;(voormalige) Nederlandse Antillen, Aruba;2005;0.0
5718;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;(voormalige) Nederlandse Antillen, Aruba;2006;0.0
5719;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;(voormalige) Nederlandse Antillen, Aruba;2007;0.0
5720;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;(voormalige) Nederlandse Antillen, Aruba;2008;0.0
5721;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;(voormalige) Nederlandse Antillen, Aruba;2009;0.0
5722;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;(voormalige) Nederlandse Antillen, Aruba;2010;0.0
5723;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;(voormalige) Nederlandse Antillen, Aruba;2011;0.0
5724;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Marokko;2000;0.0
5725;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Marokko;2001;0.0
5726;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Marokko;2002;0.0
5727;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Marokko;2003;0.0
5728;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Marokko;2004;0.0
5729;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Marokko;2005;0.0
5730;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Marokko;2006;0.0
5731;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Marokko;2007;0.0
5732;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Marokko;2008;0.0
5733;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Marokko;2009;0.0
5734;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Marokko;2010;0.0
5735;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Marokko;2011;0.0
5736;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Polen;2000;0.0
5737;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Polen;2001;0.0
5738;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Polen;2002;0.0
5739;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Polen;2003;0.0
5740;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Polen;2004;0.0
5741;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Polen;2005;0.0
5742;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Polen;2006;0.0
5743;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Polen;2007;0.0
5744;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Polen;2008;0.0
5745;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Polen;2009;0.0
5746;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Polen;2010;0.0
5747;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Polen;2011;0.0
5748;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Portugal;2000;0.0
5749;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Portugal;2001;0.0
5750;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Portugal;2002;0.0
5751;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Portugal;2003;0.0
5752;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Portugal;2004;0.0
5753;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Portugal;2005;0.0
5754;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Portugal;2006;0.0
5755;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Portugal;2007;0.0
5756;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Portugal;2008;0.0
5757;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Portugal;2009;0.0
5758;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Portugal;2010;0.0
5759;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Portugal;2011;0.0
5760;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Spanje;2000;0.0
5761;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Spanje;2001;0.0
5762;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Spanje;2002;0.0
5763;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Spanje;2003;0.0
5764;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Spanje;2004;0.0
5765;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Spanje;2005;0.0
5766;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Spanje;2006;0.0
5767;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Spanje;2007;0.0
5768;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Spanje;2008;0.0
5769;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Spanje;2009;0.0
5770;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Spanje;2010;0.0
5771;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Spanje;2011;0.0
5772;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Suriname;2000;0.0
5773;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Suriname;2001;0.0
5774;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Suriname;2002;0.0
5775;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Suriname;2003;0.0
5776;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Suriname;2004;0.0
5777;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Suriname;2005;0.0
5778;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Suriname;2006;0.0
5779;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Suriname;2007;0.0
5780;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Suriname;2008;0.0
5781;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Suriname;2009;0.0
5782;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Suriname;2010;0.0
5783;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Suriname;2011;0.0
5784;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Turkije;2000;0.0
5785;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Turkije;2001;0.0
5786;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Turkije;2002;0.0
5787;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Turkije;2003;0.0
5788;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Turkije;2004;0.0
5789;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Turkije;2005;0.0
5790;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Turkije;2006;0.0
5791;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Turkije;2007;0.0
5792;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Turkije;2008;0.0
5793;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Turkije;2009;0.0
5794;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Turkije;2010;0.0
5795;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Turkije;2011;0.0
5796;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigd Koninkrijk;2000;0.0
5797;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigd Koninkrijk;2001;0.0
5798;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigd Koninkrijk;2002;0.0
5799;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigd Koninkrijk;2003;0.1
5800;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigd Koninkrijk;2004;0.1
5801;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigd Koninkrijk;2005;0.1
5802;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigd Koninkrijk;2006;0.1
5803;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigd Koninkrijk;2007;0.1
5804;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigd Koninkrijk;2008;0.1
5805;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigd Koninkrijk;2009;0.1
5806;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigd Koninkrijk;2010;0.1
5807;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigd Koninkrijk;2011;0.1
5808;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigde Staten van Amerika;2000;0.1
5809;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigde Staten van Amerika;2001;0.0
5810;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigde Staten van Amerika;2002;0.0
5811;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigde Staten van Amerika;2003;0.0
5812;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigde Staten van Amerika;2004;0.0
5813;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigde Staten van Amerika;2005;0.0
5814;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigde Staten van Amerika;2006;0.0
5815;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigde Staten van Amerika;2007;0.0
5816;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigde Staten van Amerika;2008;0.0
5817;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigde Staten van Amerika;2009;0.1
5818;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigde Staten van Amerika;2010;0.0
5819;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Verenigde Staten van Amerika;2011;0.1
5820;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Onbekend;2000;0.2
5821;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Onbekend;2001;0.2
5822;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Onbekend;2002;0.2
5823;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Onbekend;2003;0.2
5824;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Onbekend;2004;0.2
5825;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Onbekend;2005;0.2
5826;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Onbekend;2006;0.3
5827;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Onbekend;2007;0.4
5828;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Onbekend;2008;0.5
5829;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Onbekend;2009;0.5
5830;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Onbekend;2010;0.5
5831;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Onbekend;2011;0.4
5832;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal landen;2000;2.1
5833;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal landen;2001;2.1
5834;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal landen;2002;2.5
5835;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal landen;2003;2.6
5836;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal landen;2004;2.6
5837;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal landen;2005;3.0
5838;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal landen;2006;3.2
5839;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal landen;2007;3.1
5840;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal landen;2008;3.0
5841;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal landen;2009;2.6
5842;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal landen;2010;2.5
5843;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal landen;2011;2.7
5844;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal westerse landen;2000;1.3
5845;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal westerse landen;2001;1.4
5846;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal westerse landen;2002;1.6
5847;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal westerse landen;2003;1.5
5848;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal westerse landen;2004;1.6
5849;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal westerse landen;2005;1.8
5850;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal westerse landen;2006;1.9
5851;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal westerse landen;2007;2.0
5852;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal westerse landen;2008;1.8
5853;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal westerse landen;2009;1.6
5854;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal westerse landen;2010;1.5
5855;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal westerse landen;2011;1.9
5856;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal niet-westerse landen;2000;0.3
5857;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal niet-westerse landen;2001;0.3
5858;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal niet-westerse landen;2002;0.3
5859;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal niet-westerse landen;2003;0.3
5860;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal niet-westerse landen;2004;0.3
5861;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal niet-westerse landen;2005;0.4
5862;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal niet-westerse landen;2006;0.4
5863;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal niet-westerse landen;2007;0.4
5864;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal niet-westerse landen;2008;0.4
5865;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal niet-westerse landen;2009;0.3
5866;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal niet-westerse landen;2010;0.4
5867;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Totaal niet-westerse landen;2011;0.4
5868;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Afrika;2000;0.0
5869;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Afrika;2001;0.0
5870;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Afrika;2002;0.0
5871;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Afrika;2003;0.1
5872;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Afrika;2004;0.1
5873;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Afrika;2005;0.1
5874;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Afrika;2006;0.1
5875;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Afrika;2007;0.1
5876;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Afrika;2008;0.1
5877;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Afrika;2009;0.0
5878;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Afrika;2010;0.0
5879;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Afrika;2011;0.0
5880;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Amerika;2000;0.3
5881;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Amerika;2001;0.3
5882;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Amerika;2002;0.3
5883;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Amerika;2003;0.3
5884;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Amerika;2004;0.3
5885;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Amerika;2005;0.3
5886;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Amerika;2006;0.3
5887;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Amerika;2007;0.3
5888;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Amerika;2008;0.3
5889;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Amerika;2009;0.2
5890;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Amerika;2010;0.2
5891;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Amerika;2011;0.3
5892;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Azië;2000;0.4
5893;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Azië;2001;0.4
5894;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Azië;2002;0.5
5895;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Azië;2003;0.5
5896;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Azië;2004;0.6
5897;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Azië;2005;0.7
5898;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Azië;2006;0.8
5899;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Azië;2007;0.9
5900;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Azië;2008;0.9
5901;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Azië;2009;0.9
5902;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Azië;2010;0.8
5903;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Azië;2011;1.0
5904;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Oceanië;2000;0.0
5905;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Oceanië;2001;0.1
5906;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Oceanië;2002;0.1
5907;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Oceanië;2003;0.1
5908;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Oceanië;2004;0.1
5909;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Oceanië;2005;0.1
5910;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Oceanië;2006;0.1
5911;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Oceanië;2007;0.1
5912;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Oceanië;2008;0.1
5913;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Oceanië;2009;0.1
5914;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Oceanië;2010;0.1
5915;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Oceanië;2011;0.1
5916;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europa (exclusief Nederland);2000;0.8
5917;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europa (exclusief Nederland);2001;0.9
5918;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europa (exclusief Nederland);2002;0.9
5919;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europa (exclusief Nederland);2003;0.9
5920;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europa (exclusief Nederland);2004;0.9
5921;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europa (exclusief Nederland);2005;1.0
5922;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europa (exclusief Nederland);2006;1.0
5923;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europa (exclusief Nederland);2007;1.0
5924;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europa (exclusief Nederland);2008;0.9
5925;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europa (exclusief Nederland);2009;0.7
5926;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europa (exclusief Nederland);2010;0.7
5927;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europa (exclusief Nederland);2011;0.9
5928;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europese Unie (exclusief Nederland);2000;0.7
5929;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europese Unie (exclusief Nederland);2001;0.8
5930;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europese Unie (exclusief Nederland);2002;0.9
5931;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europese Unie (exclusief Nederland);2003;0.8
5932;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europese Unie (exclusief Nederland);2004;0.8
5933;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europese Unie (exclusief Nederland);2005;0.9
5934;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europese Unie (exclusief Nederland);2006;1.0
5935;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europese Unie (exclusief Nederland);2007;0.9
5936;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europese Unie (exclusief Nederland);2008;0.8
5937;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europese Unie (exclusief Nederland);2009;0.7
5938;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europese Unie (exclusief Nederland);2010;0.6
5939;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Europese Unie (exclusief Nederland);2011;0.8
5940;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Midden- en Oost-Europese landen in de EU;2000;0.0
5941;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Midden- en Oost-Europese landen in de EU;2001;0.0
5942;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Indonesië;Midden- en Oost-Europese landen in de EU;2002;0.0
