ID;InstitutionalSectors;NotConsolidatedConsolidated;BalanceSheetsAndTransactions;Periods;Total_1;Total_2;MonetaryGold_3;SpecialDrawingRightsSDRs_4;Total_5;Currency_6;TransferableDeposits_7;Total_8;SavingsDeposits_9;OtherDeposits_10;Total_11;ShortTermSecurities_12;LongTermSecurities_13;Total_14;ShortTermLoans_15;LongTermLoans_16;Total_17;Total_18;ListedShares_19;UnlistedShares_20;OtherEquity_21;Total_22;MoneyMarketFundMMFSharesOrUnits_23;NonMMFInvestmentFundSharesUnits_24;Total_25;NonLifeInsuranceTechnicalReserves_26;LifeInsuranceAndAnnuityEntitlements_27;PensionEntitlementsAndClaims_28;ProvisionsForCallsUnderGuarantees_29;Total_30;Total_31;Options_32;Forwards_33;EmployeeStockOptions_34;Total_35;TradeCreditsAndAdvances_36;OtherReceivablePayable_37;Totaal_38;Total_39;MonetaryGold_40;SpecialDrawingRightsSDRs_41;Total_42;Currency_43;TransferableDeposits_44;Total_45;SavingsDeposits_46;OtherDeposits_47;Total_48;ShortTermSecurities_49;LongTermSecurities_50;Total_51;ShortTermLoans_52;LongTermLoans_53;Total_54;Total_55;ListedShares_56;UnlistedShares_57;OtherEquity_58;Total_59;MoneyMarketFundMMFSharesOrUnits_60;NonMMFInvestmentFundSharesUnits_61;Total_62;NonLifeInsuranceTechnicalReserves_63;LifeInsuranceAndAnnuityEntitlements_64;PensionEntitlementsAndClaims_65;ProvisionsForCallsUnderGuarantees_66;Total_67;Total_68;Options_69;Forwards_70;EmployeeStock_71;Total_72;TradeCreditsAndAdvances_73;OtherReceivablePayable_74;NetWorth_75
3087;Financial corporations;Consolidated;Financial transactions;2001;353137.0;-473.0;-267.0;-206.0;56569.0;-7.0;-6407.0;62983.0;;62983.0;13369.0;-2696.0;16065.0;110660.0;34775.0;75885.0;176656.0;176402.0;44119.0;131236.0;1047.0;254.0;239.0;15.0;350.0;0.0;;350.0;0.0;6242.0;6242.0;;;;-10236.0;-348.0;-9888.0;350162.0;0.0;;0.0;84763.0;-8167.0;34620.0;58310.0;17650.0;40660.0;74673.0;7480.0;67193.0;55212.0;24567.0;30645.0;112457.0;111001.0;-2503.0;113504.0;0.0;1456.0;-2398.0;3854.0;22122.0;1161.0;7308.0;13614.0;39.0;0.0;0.0;;;;935.0;7.0;928.0;2975.0
3088;Financial corporations;Consolidated;Financial transactions;2002 1st quarter;20564.0;-85.0;0.0;-85.0;-2057.0;3.0;2155.0;-4215.0;;;7902.0;-577.0;8479.0;4710.0;10251.0;-5541.0;6937.0;6915.0;4219.0;4489.0;-1793.0;22.0;35.0;-13.0;4.0;0.0;;4.0;0.0;1243.0;1243.0;;;;1910.0;321.0;1589.0;18422.0;0.0;;0.0;37676.0;3824.0;761.0;33091.0;;;14799.0;716.0;14083.0;-24027.0;-13124.0;-10903.0;-5637.0;-3914.0;27.0;-3941.0;0.0;-1723.0;-59.0;-1664.0;7915.0;525.0;2730.0;4651.0;9.0;0.0;0.0;;;;-12304.0;-30.0;-12274.0;2142.0
3089;Financial corporations;Consolidated;Financial transactions;2002 2nd quarter;55940.0;-185.0;-100.0;-85.0;13830.0;2.0;5189.0;8639.0;;;-1441.0;-1271.0;-170.0;42186.0;23053.0;19133.0;1779.0;1735.0;3967.0;-439.0;-1793.0;44.0;57.0;-13.0;3.0;0.0;;3.0;0.0;1007.0;1007.0;;;;-1239.0;-178.0;-1061.0;57149.0;0.0;;0.0;13323.0;1670.0;-223.0;11876.0;;;20725.0;-671.0;21396.0;25298.0;16053.0;9245.0;1282.0;2808.0;601.0;2207.0;0.0;-1526.0;-56.0;-1470.0;6190.0;90.0;964.0;5126.0;10.0;0.0;0.0;;;;-9669.0;-17.0;-9652.0;-1209.0
3090;Financial corporations;Consolidated;Financial transactions;2002 3rd quarter;30277.0;-20.0;0.0;-20.0;2884.0;2.0;1294.0;1588.0;;;17265.0;-24.0;17289.0;9487.0;-12974.0;22461.0;6657.0;6586.0;5936.0;2443.0;-1793.0;71.0;84.0;-13.0;4.0;0.0;;4.0;0.0;938.0;938.0;;;;-6938.0;-371.0;-6567.0;29319.0;0.0;;0.0;15979.0;977.0;-11678.0;26680.0;;;2893.0;5994.0;-3101.0;2646.0;8792.0;-6146.0;1293.0;2994.0;570.0;2424.0;0.0;-1701.0;-56.0;-1645.0;6118.0;4.0;1127.0;4978.0;9.0;0.0;0.0;;;;390.0;-36.0;426.0;958.0
3091;Financial corporations;Consolidated;Financial transactions;2002 4th quarter;38836.0;-293.0;-246.0;-47.0;2245.0;3.0;-6403.0;8645.0;;;16589.0;-19.0;16608.0;25263.0;2865.0;22398.0;-11961.0;-11886.0;-1669.0;-8424.0;-1793.0;-75.0;-62.0;-13.0;4.0;0.0;;4.0;0.0;183.0;183.0;;;;6806.0;201.0;6605.0;38574.0;0.0;;0.0;4443.0;1568.0;5776.0;-2901.0;;;32148.0;1051.0;31097.0;5295.0;1520.0;3775.0;-14464.0;-12753.0;27.0;-12780.0;0.0;-1711.0;-55.0;-1656.0;6486.0;358.0;1472.0;4646.0;10.0;0.0;0.0;;;;4666.0;-18.0;4684.0;262.0
3092;Financial corporations;Consolidated;Financial transactions;2002;140581.0;-583.0;-346.0;-237.0;16902.0;10.0;2235.0;14657.0;;14657.0;44123.0;572.0;43551.0;81646.0;23195.0;58451.0;295.0;233.0;9672.0;-2267.0;-7172.0;62.0;114.0;-52.0;15.0;0.0;;15.0;0.0;3371.0;3371.0;;;;-5188.0;-27.0;-5161.0;138428.0;0.0;;0.0;71421.0;8039.0;-5364.0;68746.0;16075.0;52671.0;74373.0;9553.0;64820.0;9212.0;13241.0;-4029.0;-20643.0;-13982.0;-1556.0;-12426.0;0.0;-6661.0;-226.0;-6435.0;26709.0;977.0;6293.0;19401.0;38.0;0.0;0.0;;;;-22644.0;-101.0;-22543.0;2153.0
3093;Financial corporations;Consolidated;Financial transactions;2003 1st quarter;121147.0;-72.0;-98.0;26.0;35101.0;-9.0;3493.0;31617.0;;;11624.0;6011.0;5613.0;45882.0;16903.0;28979.0;26278.0;26213.0;2948.0;23275.0;-10.0;65.0;61.0;4.0;4.0;0.0;;4.0;0.0;1176.0;1176.0;;;;1154.0;235.0;919.0;118857.0;0.0;;0.0;21518.0;-535.0;20595.0;1458.0;;;24302.0;3744.0;20558.0;57854.0;27303.0;30551.0;15629.0;15430.0;50.0;15380.0;0.0;199.0;30.0;169.0;6355.0;734.0;1109.0;4510.0;2.0;0.0;0.0;;;;-6801.0;-63.0;-6738.0;2290.0
3094;Financial corporations;Consolidated;Financial transactions;2003 2nd quarter;75833.0;-15.0;-1.0;-14.0;6406.0;-10.0;-1531.0;7947.0;;;16901.0;2251.0;14650.0;25973.0;-2229.0;28202.0;21424.0;21357.0;5528.0;15840.0;-11.0;67.0;63.0;4.0;4.0;0.0;;4.0;0.0;118.0;118.0;;;;5022.0;-225.0;5247.0;75480.0;0.0;;0.0;17763.0;1149.0;1663.0;14951.0;;;37759.0;4065.0;33694.0;-12203.0;-8345.0;-3858.0;9396.0;7780.0;598.0;7182.0;0.0;1616.0;29.0;1587.0;7289.0;490.0;1251.0;5546.0;2.0;0.0;0.0;;;;15476.0;-68.0;15544.0;353.0
3095;Financial corporations;Consolidated;Financial transactions;2003 3rd quarter;41114.0;-32.0;-64.0;32.0;-619.0;-9.0;3784.0;-4394.0;;;13878.0;-1902.0;15780.0;14182.0;-906.0;15088.0;15942.0;15886.0;2208.0;13689.0;-11.0;56.0;51.0;5.0;4.0;0.0;;4.0;0.0;251.0;251.0;;;;-2492.0;-67.0;-2425.0;39360.0;0.0;;0.0;3775.0;600.0;-4538.0;7713.0;;;11575.0;-9466.0;21041.0;-2666.0;-4170.0;1504.0;8518.0;10028.0;669.0;9359.0;0.0;-1510.0;35.0;-1545.0;6875.0;400.0;1324.0;5149.0;2.0;0.0;0.0;;;;11283.0;30.0;11253.0;1754.0
3096;Financial corporations;Consolidated;Financial transactions;2003 4th quarter;32959.0;-671.0;-632.0;-39.0;15249.0;-9.0;2083.0;13175.0;;;3274.0;-967.0;4241.0;5748.0;-12675.0;18423.0;17375.0;17358.0;3582.0;13789.0;-13.0;17.0;13.0;4.0;4.0;0.0;;4.0;0.0;-1313.0;-1313.0;;;;-6707.0;48.0;-6755.0;30155.0;0.0;;0.0;12036.0;2007.0;4547.0;5482.0;;;10483.0;-1367.0;11850.0;2321.0;-2804.0;5125.0;1116.0;1421.0;-139.0;1560.0;0.0;-305.0;30.0;-335.0;6906.0;248.0;1699.0;4957.0;2.0;0.0;0.0;;;;-2707.0;-53.0;-2654.0;2804.0
3097;Financial corporations;Consolidated;Financial transactions;2003;265058.0;-790.0;-795.0;5.0;56137.0;-37.0;7829.0;48345.0;;48345.0;49805.0;4998.0;44807.0;91785.0;1093.0;90692.0;72334.0;72129.0;10368.0;61806.0;-45.0;205.0;188.0;17.0;16.0;0.0;;16.0;0.0;232.0;232.0;;;;-4461.0;-9.0;-4452.0;257857.0;0.0;;0.0;55092.0;3221.0;22267.0;29604.0;17907.0;11697.0;88247.0;-3419.0;91666.0;45306.0;11984.0;33322.0;25974.0;25974.0;-2720.0;28694.0;0.0;0.0;124.0;-124.0;27425.0;1872.0;5383.0;20162.0;8.0;0.0;0.0;;;;15813.0;-154.0;15967.0;7201.0
3098;Financial corporations;Consolidated;Financial transactions;2004 1st quarter;37845.0;-8.0;0.0;-8.0;8090.0;-1.0;-1952.0;10043.0;;;12092.0;3319.0;8773.0;12500.0;5684.0;6816.0;14707.0;14762.0;1997.0;13189.0;-424.0;-55.0;-54.0;-1.0;2.0;0.0;;2.0;0.0;-143.0;-143.0;;;;-9395.0;267.0;-9662.0;35678.0;0.0;;0.0;15447.0;678.0;-9564.0;24333.0;;;4053.0;6045.0;-1992.0;3218.0;6050.0;-2832.0;830.0;1724.0;105.0;1619.0;0.0;-894.0;-8.0;-886.0;7603.0;358.0;2464.0;4781.0;0.0;0.0;0.0;;;;4527.0;1.0;4526.0;2167.0
3099;Financial corporations;Consolidated;Financial transactions;2004 2nd quarter;65002.0;-50.0;0.0;-50.0;18329.0;-1.0;3254.0;15076.0;;;15301.0;3374.0;11927.0;14006.0;3170.0;10836.0;13733.0;13736.0;1129.0;13033.0;-426.0;-3.0;-1.0;-2.0;2.0;0.0;;2.0;0.0;-292.0;-292.0;;;;3973.0;-153.0;4126.0;67274.0;0.0;;0.0;48501.0;1469.0;16882.0;30150.0;;;16873.0;-658.0;17531.0;1854.0;4450.0;-2596.0;15.0;3531.0;1260.0;2271.0;0.0;-3516.0;-16.0;-3500.0;7066.0;436.0;652.0;5978.0;0.0;0.0;0.0;;;;-7035.0;92.0;-7127.0;-2272.0
3100;Financial corporations;Consolidated;Financial transactions;2004 3rd quarter;30863.0;1.0;0.0;1.0;3854.0;-1.0;751.0;3104.0;;;15288.0;2712.0;12576.0;25589.0;3702.0;21887.0;-5103.0;-5105.0;2021.0;-6527.0;-599.0;2.0;4.0;-2.0;2.0;0.0;;2.0;0.0;-412.0;-412.0;;;;-8356.0;-16.0;-8340.0;29207.0;0.0;;0.0;35407.0;890.0;-2787.0;37304.0;;;3543.0;-1854.0;5397.0;-1214.0;7347.0;-8561.0;342.0;844.0;1169.0;-325.0;0.0;-502.0;-29.0;-473.0;6197.0;447.0;661.0;5088.0;1.0;0.0;0.0;;;;-15068.0;-103.0;-14965.0;1656.0
3101;Financial corporations;Consolidated;Financial transactions;2004 4th quarter;42225.0;4.0;0.0;4.0;-610.0;-1.0;4891.0;-5500.0;;;14963.0;-2630.0;17593.0;20702.0;6779.0;13923.0;9141.0;9131.0;2107.0;7454.0;-430.0;10.0;11.0;-1.0;2.0;0.0;;2.0;0.0;1460.0;1460.0;;;;-3437.0;49.0;-3486.0;39728.0;0.0;;0.0;2243.0;1981.0;-5896.0;6158.0;;;19510.0;-3699.0;23209.0;6821.0;-8049.0;14870.0;-4465.0;-3839.0;590.0;-4429.0;0.0;-626.0;-27.0;-599.0;6716.0;580.0;1098.0;5037.0;1.0;0.0;0.0;;;;8903.0;58.0;8845.0;2497.0
3102;Financial corporations;Consolidated;Financial transactions;2004;184228.0;-53.0;0.0;-53.0;29663.0;-4.0;6944.0;22723.0;;22723.0;59556.0;7001.0;52555.0;72797.0;19335.0;53462.0;33324.0;33370.0;6815.0;28434.0;-1879.0;-46.0;-40.0;-6.0;8.0;0.0;;8.0;0.0;613.0;613.0;;;;-11680.0;147.0;-11827.0;180180.0;0.0;;0.0;101598.0;5018.0;-1365.0;97945.0;15125.0;82820.0;45891.0;60.0;45831.0;10679.0;9798.0;881.0;-2432.0;3106.0;2685.0;421.0;0.0;-5538.0;-80.0;-5458.0;27582.0;1821.0;4875.0;20884.0;2.0;0.0;0.0;;;;-3138.0;48.0;-3186.0;4048.0
3103;Financial corporations;Consolidated;Financial transactions;2005 1st quarter;105518.0;-578.0;-578.0;0.0;55400.0;5.0;11170.0;44225.0;;;10128.0;2063.0;8065.0;17258.0;11239.0;6019.0;15970.0;15999.0;12621.0;3425.0;-47.0;-29.0;-27.0;-2.0;0.0;0.0;;0.0;0.0;-427.0;-427.0;0.0;-427.0;;7767.0;109.0;7658.0;102728.0;0.0;;0.0;57801.0;-254.0;24021.0;34034.0;;;16915.0;689.0;16226.0;8604.0;4549.0;4055.0;4039.0;8203.0;3216.0;4987.0;0.0;-4164.0;30.0;-4194.0;8964.0;858.0;2756.0;5349.0;1.0;0.0;0.0;0.0;;0.0;6405.0;-85.0;6490.0;2790.0
3104;Financial corporations;Consolidated;Financial transactions;2005 2nd quarter;53271.0;-1.0;-1.0;0.0;-3894.0;-6.0;13982.0;-17870.0;;;19355.0;1372.0;17983.0;12475.0;6273.0;6202.0;14422.0;14425.0;7471.0;7148.0;-194.0;-3.0;-1.0;-2.0;0.0;0.0;;0.0;0.0;-294.0;-294.0;0.0;-294.0;;11208.0;-24.0;11232.0;55938.0;0.0;;0.0;-3203.0;981.0;5442.0;-9626.0;;;28834.0;-1260.0;30094.0;11849.0;4408.0;7441.0;-3606.0;-1336.0;3839.0;-5175.0;0.0;-2270.0;35.0;-2305.0;8503.0;966.0;879.0;6656.0;2.0;0.0;0.0;0.0;;0.0;13561.0;353.0;13208.0;-2667.0
3105;Financial corporations;Consolidated;Financial transactions;2005 3rd quarter;36182.0;-1.0;-1.0;0.0;18501.0;10.0;-5126.0;23617.0;;;1343.0;-2430.0;3773.0;13466.0;-3619.0;17085.0;4798.0;4327.0;6719.0;-3013.0;621.0;471.0;473.0;-2.0;0.0;0.0;;0.0;0.0;958.0;958.0;0.0;958.0;;-2883.0;98.0;-2981.0;33779.0;0.0;;0.0;17945.0;377.0;2548.0;15020.0;;;-813.0;-7825.0;7012.0;22504.0;17580.0;4924.0;-12853.0;-11516.0;-712.0;-10804.0;0.0;-1337.0;39.0;-1376.0;7960.0;861.0;1010.0;6088.0;1.0;0.0;0.0;0.0;;0.0;-964.0;-294.0;-670.0;2403.0
3106;Financial corporations;Consolidated;Financial transactions;2005 4th quarter;68402.0;-360.0;-360.0;0.0;-27112.0;-3.0;-13010.0;-14099.0;;;14660.0;-2024.0;16684.0;46769.0;4480.0;42289.0;17733.0;17782.0;-6984.0;24474.0;292.0;-49.0;-47.0;-2.0;0.0;0.0;;0.0;0.0;763.0;763.0;0.0;763.0;;15949.0;-14.0;15963.0;63005.0;0.0;;0.0;-15923.0;1131.0;-7203.0;-9851.0;;;21196.0;-1013.0;22209.0;33593.0;23555.0;10038.0;13613.0;12636.0;-2029.0;14665.0;0.0;977.0;43.0;934.0;6797.0;834.0;1112.0;4850.0;1.0;0.0;0.0;0.0;;0.0;3729.0;136.0;3593.0;5397.0
3107;Financial corporations;Consolidated;Financial transactions;2005;254773.0;-940.0;-940.0;0.0;42895.0;6.0;7016.0;35873.0;;35873.0;45486.0;-1019.0;46505.0;89968.0;18373.0;71595.0;52923.0;52533.0;19827.0;32034.0;672.0;390.0;398.0;-8.0;0.0;0.0;;0.0;0.0;1000.0;1000.0;0.0;1000.0;;23441.0;169.0;23272.0;246850.0;0.0;;0.0;56620.0;2235.0;24808.0;29577.0;11499.0;18078.0;66132.0;-9409.0;75541.0;76550.0;50092.0;26458.0;1193.0;7987.0;4314.0;3673.0;0.0;-6794.0;147.0;-6941.0;32224.0;3519.0;5757.0;22943.0;5.0;0.0;0.0;0.0;;0.0;14131.0;110.0;14021.0;7923.0
3108;Financial corporations;Consolidated;Financial transactions;2006 1st quarter;168367.0;-550.0;-571.0;21.0;71784.0;2.0;37441.0;34341.0;;;6310.0;33.0;6277.0;71712.0;51524.0;20188.0;32178.0;33147.0;-2943.0;35988.0;102.0;-969.0;-1976.0;1007.0;139.0;139.0;;0.0;0.0;6652.0;6652.0;2915.0;3737.0;;-19858.0;127.0;-19985.0;161161.0;0.0;;0.0;87621.0;-93.0;55951.0;31763.0;;;23260.0;5825.0;17435.0;34409.0;34650.0;-241.0;22309.0;22133.0;-484.0;22617.0;0.0;176.0;169.0;7.0;5561.0;1056.0;611.0;3895.0;-1.0;2217.0;2217.0;2217.0;;0.0;-14216.0;176.0;-14392.0;7206.0
3109;Financial corporations;Consolidated;Financial transactions;2006 2nd quarter;170603.0;-17.0;-28.0;11.0;2003.0;1.0;-4130.0;6132.0;;;5998.0;-3819.0;9817.0;21972.0;3079.0;18893.0;129539.0;125917.0;5782.0;119723.0;412.0;3622.0;2751.0;871.0;68.0;68.0;;0.0;0.0;9320.0;9320.0;7802.0;1518.0;;1720.0;-106.0;1826.0;172096.0;0.0;;0.0;-10123.0;1283.0;-9671.0;-1735.0;;;18737.0;-1971.0;20708.0;-3377.0;-9059.0;5682.0;132377.0;133006.0;2092.0;130914.0;0.0;-629.0;165.0;-794.0;5114.0;17.0;-1122.0;6219.0;0.0;2593.0;2593.0;2593.0;;0.0;26775.0;-127.0;26902.0;-1493.0
3110;Financial corporations;Consolidated;Financial transactions;2006 3rd quarter;115624.0;121.0;0.0;121.0;12548.0;2.0;-4030.0;16576.0;;;1966.0;2894.0;-928.0;51233.0;18985.0;32248.0;40539.0;38592.0;1160.0;37724.0;-292.0;1947.0;-2210.0;4157.0;-39.0;-39.0;;0.0;0.0;-2715.0;-2715.0;-2851.0;136.0;;11971.0;197.0;11774.0;113980.0;0.0;;0.0;31184.0;580.0;1005.0;29599.0;;;16392.0;394.0;15998.0;5960.0;2932.0;3028.0;43352.0;42770.0;15062.0;27708.0;0.0;582.0;169.0;413.0;8352.0;-456.0;4346.0;4462.0;0.0;-21.0;-21.0;-21.0;;0.0;8761.0;257.0;8504.0;1644.0
3111;Financial corporations;Consolidated;Financial transactions;2006 4th quarter;121402.0;-323.0;-216.0;-107.0;33845.0;0.0;2917.0;30928.0;;;4500.0;-3686.0;8186.0;75784.0;30865.0;44919.0;13427.0;10603.0;-2869.0;12636.0;836.0;2824.0;982.0;1842.0;-80.0;-80.0;;0.0;0.0;1259.0;1259.0;-608.0;1867.0;;-7010.0;107.0;-7117.0;115142.0;0.0;;0.0;68088.0;1791.0;16366.0;49931.0;;;29760.0;-3212.0;32972.0;11934.0;14316.0;-2382.0;11176.0;10618.0;1018.0;9600.0;0.0;558.0;156.0;402.0;1714.0;-409.0;-364.0;2488.0;-1.0;139.0;139.0;139.0;;0.0;-7669.0;-60.0;-7609.0;6260.0
3112;Financial corporations;Consolidated;Financial transactions;2006;585600.0;-769.0;-815.0;46.0;120180.0;5.0;32198.0;87977.0;;87977.0;18774.0;-4578.0;23352.0;220701.0;104453.0;116248.0;215683.0;208259.0;1130.0;206071.0;1058.0;7424.0;-453.0;7877.0;88.0;88.0;;0.0;0.0;14516.0;14516.0;7258.0;7258.0;;-3573.0;325.0;-3898.0;571983.0;0.0;;0.0;176770.0;3561.0;63651.0;109558.0;10759.0;98799.0;88149.0;1036.0;87113.0;48926.0;42839.0;6087.0;209214.0;208527.0;17688.0;190839.0;0.0;687.0;659.0;28.0;20741.0;208.0;3471.0;17064.0;-2.0;4928.0;4928.0;4928.0;;0.0;23255.0;246.0;23009.0;13617.0
3113;Financial corporations;Consolidated;Financial transactions;2007 1st quarter;185996.0;52.0;0.0;52.0;65748.0;0.0;32416.0;33332.0;;;1868.0;748.0;1120.0;73307.0;33212.0;40095.0;29741.0;27841.0;-3241.0;31056.0;26.0;1900.0;-729.0;2629.0;133.0;133.0;;0.0;0.0;-7414.0;-7414.0;-5255.0;-2159.0;;22561.0;295.0;22266.0;180620.0;0.0;;0.0;64087.0;-163.0;24930.0;39320.0;;;60427.0;7055.0;53372.0;-4893.0;9700.0;-14593.0;34294.0;35786.0;1558.0;34228.0;0.0;-1492.0;-33.0;-1459.0;6556.0;1455.0;1538.0;3565.0;-2.0;-6764.0;-6764.0;-6764.0;;0.0;26913.0;225.0;26688.0;5376.0
3114;Financial corporations;Consolidated;Financial transactions;2007 2nd quarter;118586.0;38.0;2.0;36.0;7602.0;0.0;-16952.0;24554.0;;;12207.0;1808.0;10399.0;37930.0;5809.0;32121.0;49715.0;47678.0;2857.0;44503.0;318.0;2037.0;150.0;1887.0;60.0;60.0;;0.0;0.0;9380.0;9380.0;10760.0;-1380.0;;1654.0;-165.0;1819.0;122326.0;0.0;;0.0;58598.0;-583.0;1848.0;57333.0;;;-5475.0;-5717.0;242.0;13924.0;7934.0;5990.0;48311.0;44933.0;2821.0;42112.0;0.0;3378.0;-30.0;3408.0;4541.0;-1073.0;550.0;5066.0;-2.0;1197.0;1197.0;1197.0;;0.0;1230.0;-225.0;1455.0;-3740.0
3115;Financial corporations;Consolidated;Financial transactions;2007 3rd quarter;150000.0;4.0;0.0;4.0;55050.0;0.0;24231.0;30819.0;;;-2890.0;1941.0;-4831.0;136374.0;17684.0;118690.0;-20462.0;-20001.0;2438.0;-22634.0;195.0;-461.0;-2163.0;1702.0;40.0;40.0;;0.0;0.0;-11466.0;-11466.0;-11908.0;442.0;;-6650.0;-13.0;-6637.0;144558.0;0.0;;0.0;36594.0;1926.0;-17077.0;51745.0;;;-1906.0;5643.0;-7549.0;134382.0;41723.0;92659.0;-15048.0;-12609.0;-26882.0;14273.0;0.0;-2439.0;-36.0;-2403.0;4145.0;104.0;92.0;3951.0;-2.0;-4275.0;-4275.0;-4275.0;;0.0;-9334.0;205.0;-9539.0;5442.0
3116;Financial corporations;Consolidated;Financial transactions;2007 4th quarter;89240.0;-206.0;-334.0;128.0;-4098.0;0.0;-19036.0;14938.0;;;-4024.0;-2375.0;-1649.0;64221.0;-2892.0;67113.0;24804.0;18251.0;2339.0;15396.0;516.0;6553.0;3114.0;3439.0;727.0;727.0;;0.0;0.0;17204.0;17204.0;16628.0;576.0;;-9388.0;111.0;-9499.0;92188.0;0.0;;0.0;28466.0;1790.0;5839.0;20837.0;;;29952.0;-708.0;30660.0;43585.0;13602.0;29983.0;23803.0;27070.0;-63847.0;90917.0;0.0;-3267.0;-35.0;-3232.0;2991.0;-604.0;130.0;3467.0;-2.0;-548.0;-548.0;-548.0;;0.0;-36061.0;-82.0;-35979.0;-2948.0
3117;Financial corporations;Consolidated;Financial transactions;2007;545692.0;-112.0;-332.0;220.0;124302.0;0.0;20659.0;103643.0;;103643.0;7161.0;2122.0;5039.0;311832.0;53813.0;258019.0;83798.0;73769.0;4393.0;68321.0;1055.0;10029.0;372.0;9657.0;960.0;960.0;;0.0;0.0;7704.0;7704.0;10225.0;-2521.0;;10047.0;228.0;9819.0;541562.0;0.0;;0.0;187745.0;2970.0;15540.0;169235.0;19582.0;149653.0;82998.0;6273.0;76725.0;186998.0;72959.0;114039.0;91360.0;95180.0;-86350.0;181530.0;0.0;-3820.0;-134.0;-3686.0;18233.0;-118.0;2310.0;16049.0;-8.0;-10390.0;-10390.0;-10390.0;;0.0;-15382.0;123.0;-15505.0;4130.0
3118;Financial corporations;Consolidated;Financial transactions;2008 1st quarter;105342.0;-216.0;0.0;-216.0;43378.0;-6.0;11618.0;31766.0;;;-14148.0;-4500.0;-9648.0;72106.0;43839.0;28267.0;-9682.0;-15109.0;-13414.0;-2490.0;795.0;5427.0;1790.0;3637.0;113.0;113.0;;0.0;0.0;5505.0;5505.0;3061.0;2444.0;;8286.0;39.0;8247.0;104084.0;0.0;;0.0;47910.0;-523.0;-7205.0;55638.0;;;4436.0;13804.0;-9368.0;30982.0;24092.0;6890.0;2680.0;4937.0;-1929.0;6866.0;0.0;-2257.0;-194.0;-2063.0;11019.0;3966.0;2164.0;4873.0;16.0;699.0;699.0;699.0;;0.0;6358.0;34.0;6324.0;1258.0
3119;Financial corporations;Consolidated;Financial transactions;2008 2nd quarter;52560.0;-2.0;0.0;-2.0;-39177.0;2.0;30622.0;-69801.0;;;7329.0;5540.0;1789.0;49315.0;7631.0;41684.0;26008.0;22251.0;2845.0;19447.0;-41.0;3757.0;-1821.0;5578.0;-63.0;-63.0;;0.0;0.0;15201.0;15201.0;18260.0;-3059.0;;-6051.0;137.0;-6188.0;55556.0;0.0;;0.0;17989.0;964.0;10642.0;6383.0;;;22918.0;-1415.0;24333.0;-16326.0;-23482.0;7156.0;16076.0;16748.0;-193.0;16941.0;0.0;-672.0;-193.0;-479.0;5859.0;-1633.0;420.0;7057.0;15.0;10152.0;10152.0;10152.0;;0.0;-1112.0;-112.0;-1000.0;-2996.0
3120;Financial corporations;Consolidated;Financial transactions;2008 3rd quarter;60105.0;290.0;0.0;290.0;-32048.0;-5.0;-20502.0;-11541.0;;;6298.0;-1070.0;7368.0;51626.0;4545.0;47081.0;37019.0;34671.0;5209.0;29226.0;236.0;2348.0;693.0;1655.0;-112.0;-112.0;;0.0;0.0;-2178.0;-2178.0;-5079.0;2901.0;;-790.0;-108.0;-682.0;57284.0;0.0;;0.0;840.0;193.0;28692.0;-28045.0;;;12854.0;3545.0;9309.0;-308.0;1031.0;-1339.0;44379.0;45079.0;-1377.0;46456.0;0.0;-700.0;-195.0;-505.0;3791.0;-1657.0;784.0;4648.0;16.0;-7381.0;-7381.0;-7381.0;;0.0;3109.0;170.0;2939.0;2821.0
3121;Financial corporations;Consolidated;Financial transactions;2008 4th quarter;-172272.0;-162.0;-172.0;10.0;-86847.0;2.0;-41776.0;-45073.0;;;-24714.0;-5487.0;-19227.0;-80979.0;-45943.0;-35036.0;20184.0;19293.0;-3184.0;22455.0;22.0;891.0;-344.0;1235.0;-131.0;-131.0;;0.0;0.0;3676.0;3676.0;-18080.0;21756.0;;-3299.0;-89.0;-3210.0;-167211.0;0.0;;0.0;-167259.0;3252.0;-62910.0;-107601.0;;;-32834.0;-5187.0;-27647.0;-6134.0;37319.0;-43453.0;25296.0;26225.0;208.0;26017.0;0.0;-929.0;-198.0;-731.0;7364.0;2053.0;499.0;4797.0;15.0;8080.0;8080.0;8080.0;;0.0;-1724.0;22.0;-1746.0;-5061.0
3122;Financial corporations;Consolidated;Financial transactions;2008;45852.0;-90.0;-172.0;82.0;-114694.0;-7.0;-20038.0;-94649.0;;-94649.0;-25235.0;-5517.0;-19718.0;92068.0;10072.0;81996.0;73529.0;61106.0;-8544.0;68638.0;1012.0;12423.0;318.0;12105.0;-193.0;-193.0;;0.0;0.0;22204.0;22204.0;-1838.0;24042.0;;-1737.0;-21.0;-1716.0;49830.0;0.0;;0.0;-100520.0;3886.0;-30781.0;-73625.0;19765.0;-93390.0;7374.0;10747.0;-3373.0;8214.0;38960.0;-30746.0;88431.0;92989.0;-3291.0;96280.0;0.0;-4558.0;-780.0;-3778.0;28033.0;2729.0;3867.0;21375.0;62.0;11550.0;11550.0;11550.0;;0.0;6748.0;114.0;6634.0;-3978.0
