ID;NACERev1;Period;Sales_1;Prices_2;Volume_3;Sales_4;Prices_5;Volume_6
3365;5249.5 Toys and games;1995;100.0;100.0;100.0;-2.2;-1.3;-0.8
3366;5249.5 Toys and games;1996 January;;;;;;
3367;5249.5 Toys and games;1996 February;;;;;;
3368;5249.5 Toys and games;1996 March;;;;;;
3369;5249.5 Toys and games;1996 1st quarter;;;;;;
3370;5249.5 Toys and games;1996 April;;;;;;
3371;5249.5 Toys and games;1996 May;;;;;;
3372;5249.5 Toys and games;1996 June;;;;;;
3373;5249.5 Toys and games;1996 2nd quarter;;;;;;
3374;5249.5 Toys and games;1996 July;;;;;;
3375;5249.5 Toys and games;1996 August;;;;;;
3376;5249.5 Toys and games;1996 September;;;;;;
3377;5249.5 Toys and games;1996 3rd quarter;;;;;;
3378;5249.5 Toys and games;1996 October;;;;;;
3379;5249.5 Toys and games;1996 November;;;;;;
3380;5249.5 Toys and games;1996 December;;;;;;
3381;5249.5 Toys and games;1996 4th quarter;;;;;;
3382;5249.5 Toys and games;1996;102.0;99.0;103.0;2.0;-0.9;2.9
3383;5249.5 Toys and games;1997 January;;;;;;
3384;5249.5 Toys and games;1997 February;;;;;;
3385;5249.5 Toys and games;1997 March;;;;;;
3386;5249.5 Toys and games;1997 1st quarter;;;;;;
3387;5249.5 Toys and games;1997 April;;;;;;
3388;5249.5 Toys and games;1997 May;;;;;;
3389;5249.5 Toys and games;1997 June;;;;;;
3390;5249.5 Toys and games;1997 2nd quarter;;;;;;
3391;5249.5 Toys and games;1997 July;;;;;;
3392;5249.5 Toys and games;1997 August;;;;;;
3393;5249.5 Toys and games;1997 September;;;;;;
3394;5249.5 Toys and games;1997 3rd quarter;;;;;;
3395;5249.5 Toys and games;1997 October;;;;;;
3396;5249.5 Toys and games;1997 November;;;;;;
3397;5249.5 Toys and games;1997 December;;;;;;
3398;5249.5 Toys and games;1997 4th quarter;;;;;;
3399;5249.5 Toys and games;1997;108.0;100.0;108.0;6.2;1.3;4.8
3400;5249.5 Toys and games;1998 January;;;;;;
3401;5249.5 Toys and games;1998 February;;;;;;
3402;5249.5 Toys and games;1998 March;;;;;;
3403;5249.5 Toys and games;1998 1st quarter;83.0;103.0;80.0;5.0;4.4;0.6
3404;5249.5 Toys and games;1998 April;;;;;;
3405;5249.5 Toys and games;1998 May;;;;;;
3406;5249.5 Toys and games;1998 June;;;;;;
3407;5249.5 Toys and games;1998 2nd quarter;90.0;104.0;87.0;7.6;4.2;3.2
3408;5249.5 Toys and games;1998 July;;;;;;
3409;5249.5 Toys and games;1998 August;;;;;;
3410;5249.5 Toys and games;1998 September;;;;;;
3411;5249.5 Toys and games;1998 3rd quarter;111.0;104.0;107.0;15.3;3.4;11.5
3412;5249.5 Toys and games;1998 October;;;;;;
3413;5249.5 Toys and games;1998 November;;;;;;
3414;5249.5 Toys and games;1998 December;;;;;;
3415;5249.5 Toys and games;1998 4th quarter;188.0;104.0;180.0;7.8;2.6;5.0
3416;5249.5 Toys and games;1998;118.0;104.0;114.0;8.9;3.7;5.1
3417;5249.5 Toys and games;1999 January;;;;;;
3418;5249.5 Toys and games;1999 February;;;;;;
3419;5249.5 Toys and games;1999 March;;;;;;
3420;5249.5 Toys and games;1999 1st quarter;86.0;106.0;82.0;3.6;2.1;1.5
3421;5249.5 Toys and games;1999 April;;;;;;
3422;5249.5 Toys and games;1999 May;;;;;;
3423;5249.5 Toys and games;1999 June;;;;;;
3424;5249.5 Toys and games;1999 2nd quarter;94.0;107.0;88.0;5.3;3.0;2.3
3425;5249.5 Toys and games;1999 July;;;;;;
3426;5249.5 Toys and games;1999 August;;;;;;
3427;5249.5 Toys and games;1999 September;;;;;;
3428;5249.5 Toys and games;1999 3rd quarter;114.0;106.0;107.0;2.6;2.7;0.0
3429;5249.5 Toys and games;1999 October;;;;;;
3430;5249.5 Toys and games;1999 November;;;;;;
3431;5249.5 Toys and games;1999 December;;;;;;
3432;5249.5 Toys and games;1999 4th quarter;206.0;106.0;194.0;9.5;1.6;7.7
3433;5249.5 Toys and games;1999;125.0;106.0;118.0;6.0;2.3;3.6
3434;5249.5 Toys and games;2000 January;99.0;105.0;95.0;13.2;-0.2;13.4
3435;5249.5 Toys and games;2000 February;103.0;105.0;98.0;23.2;-0.6;23.9
3436;5249.5 Toys and games;2000 March;119.0;106.0;112.0;36.2;-0.5;36.9
3437;5249.5 Toys and games;2000 1st quarter;107.0;105.0;102.0;24.2;-0.4;24.7
3438;5249.5 Toys and games;2000 April;108.0;106.0;101.0;18.5;-0.1;18.6
3439;5249.5 Toys and games;2000 May;113.0;107.0;106.0;22.4;0.5;21.7
3440;5249.5 Toys and games;2000 June;126.0;107.0;118.0;26.7;0.0;26.7
3441;5249.5 Toys and games;2000 2nd quarter;116.0;107.0;108.0;22.6;0.1;22.5
3442;5249.5 Toys and games;2000 July;137.0;106.0;129.0;10.1;-0.5;10.6
3443;5249.5 Toys and games;2000 August;123.0;106.0;116.0;18.9;0.3;18.6
3444;5249.5 Toys and games;2000 September;134.0;107.0;125.0;16.5;0.7;15.7
3445;5249.5 Toys and games;2000 3rd quarter;131.0;107.0;123.0;14.9;0.2;14.7
3446;5249.5 Toys and games;2000 October;144.0;107.0;135.0;6.0;0.3;5.7
3447;5249.5 Toys and games;2000 November;296.0;107.0;276.0;12.4;1.8;10.4
3448;5249.5 Toys and games;2000 December;219.0;107.0;204.0;0.5;1.7;-1.2
3449;5249.5 Toys and games;2000 4th quarter;220.0;107.0;205.0;6.8;1.3;5.5
3450;5249.5 Toys and games;2000;143.0;106.0;135.0;14.6;0.3;14.3
3451;5245, 5248.1+ 5249.4 Durable art.;1994 January;99.0;;;;;
3452;5245, 5248.1+ 5249.4 Durable art.;1994 February;83.0;;;;;
3453;5245, 5248.1+ 5249.4 Durable art.;1994 March;93.0;;;;;
3454;5245, 5248.1+ 5249.4 Durable art.;1994 1st quarter;92.0;;;;;
3455;5245, 5248.1+ 5249.4 Durable art.;1994 April;84.0;;;;;
3456;5245, 5248.1+ 5249.4 Durable art.;1994 May;89.0;;;;;
3457;5245, 5248.1+ 5249.4 Durable art.;1994 June;103.0;;;;;
3458;5245, 5248.1+ 5249.4 Durable art.;1994 2nd quarter;92.0;;;;;
3459;5245, 5248.1+ 5249.4 Durable art.;1994 July;94.0;;;;;
3460;5245, 5248.1+ 5249.4 Durable art.;1994 August;97.0;;;;;
3461;5245, 5248.1+ 5249.4 Durable art.;1994 September;101.0;;;;;
3462;5245, 5248.1+ 5249.4 Durable art.;1994 3rd quarter;97.0;;;;;
3463;5245, 5248.1+ 5249.4 Durable art.;1994 October;98.0;;;;;
3464;5245, 5248.1+ 5249.4 Durable art.;1994 November;108.0;;;;;
3465;5245, 5248.1+ 5249.4 Durable art.;1994 December;144.0;;;;;
3466;5245, 5248.1+ 5249.4 Durable art.;1994 4th quarter;117.0;;;;;
3467;5245, 5248.1+ 5249.4 Durable art.;1994;99.0;;;;;
3468;5245, 5248.1+ 5249.4 Durable art.;1995 January;103.0;;;;;
3469;5245, 5248.1+ 5249.4 Durable art.;1995 February;87.0;;;;;
3470;5245, 5248.1+ 5249.4 Durable art.;1995 March;96.0;;;;;
3471;5245, 5248.1+ 5249.4 Durable art.;1995 1st quarter;95.0;;;;;
3472;5245, 5248.1+ 5249.4 Durable art.;1995 April;85.0;;;;;
3473;5245, 5248.1+ 5249.4 Durable art.;1995 May;90.0;;;;;
3474;5245, 5248.1+ 5249.4 Durable art.;1995 June;103.0;;;;;
3475;5245, 5248.1+ 5249.4 Durable art.;1995 2nd quarter;93.0;;;;;
3476;5245, 5248.1+ 5249.4 Durable art.;1995 July;96.0;;;;;
3477;5245, 5248.1+ 5249.4 Durable art.;1995 August;97.0;;;;;
3478;5245, 5248.1+ 5249.4 Durable art.;1995 September;101.0;;;;;
3479;5245, 5248.1+ 5249.4 Durable art.;1995 3rd quarter;98.0;;;;;
3480;5245, 5248.1+ 5249.4 Durable art.;1995 October;99.0;;;;;
3481;5245, 5248.1+ 5249.4 Durable art.;1995 November;107.0;;;;;
3482;5245, 5248.1+ 5249.4 Durable art.;1995 December;137.0;;;;;
3483;5245, 5248.1+ 5249.4 Durable art.;1995 4th quarter;114.0;;;;;
3484;5245, 5248.1+ 5249.4 Durable art.;1995;100.0;;;1.0;;
3485;5245, 5248.1+ 5249.4 Durable art.;1996 January;105.0;;;;;
3486;5245, 5248.1+ 5249.4 Durable art.;1996 February;92.0;;;;;
3487;5245, 5248.1+ 5249.4 Durable art.;1996 March;93.0;;;;;
3488;5245, 5248.1+ 5249.4 Durable art.;1996 1st quarter;96.0;;;;;
3489;5245, 5248.1+ 5249.4 Durable art.;1996 April;84.0;;;;;
3490;5245, 5248.1+ 5249.4 Durable art.;1996 May;98.0;;;;;
3491;5245, 5248.1+ 5249.4 Durable art.;1996 June;102.0;;;;;
3492;5245, 5248.1+ 5249.4 Durable art.;1996 2nd quarter;95.0;;;;;
3493;5245, 5248.1+ 5249.4 Durable art.;1996 July;101.0;;;;;
3494;5245, 5248.1+ 5249.4 Durable art.;1996 August;102.0;;;;;
3495;5245, 5248.1+ 5249.4 Durable art.;1996 September;98.0;;;;;
3496;5245, 5248.1+ 5249.4 Durable art.;1996 3rd quarter;100.0;;;;;
3497;5245, 5248.1+ 5249.4 Durable art.;1996 October;104.0;;;4.5;;
3498;5245, 5248.1+ 5249.4 Durable art.;1996 November;109.0;;;0.8;;
3499;5245, 5248.1+ 5249.4 Durable art.;1996 December;135.0;;;-1.9;;
3500;5245, 5248.1+ 5249.4 Durable art.;1996 4th quarter;116.0;;;0.7;;
3501;5245, 5248.1+ 5249.4 Durable art.;1996;102.0;;;1.8;;
3502;5245, 5248.1+ 5249.4 Durable art.;1997 January;106.0;;;1.3;;
3503;5245, 5248.1+ 5249.4 Durable art.;1997 February;92.0;;;0.7;;
3504;5245, 5248.1+ 5249.4 Durable art.;1997 March;96.0;;;3.7;;
3505;5245, 5248.1+ 5249.4 Durable art.;1997 1st quarter;98.0;;;1.9;;
3506;5245, 5248.1+ 5249.4 Durable art.;1997 April;94.0;;;12.1;;
3507;5245, 5248.1+ 5249.4 Durable art.;1997 May;105.0;;;7.8;;
3508;5245, 5248.1+ 5249.4 Durable art.;1997 June;109.0;;;7.6;;
3509;5245, 5248.1+ 5249.4 Durable art.;1997 2nd quarter;103.0;;;9.0;;
3510;5245, 5248.1+ 5249.4 Durable art.;1997 July;114.0;;;12.7;;
3511;5245, 5248.1+ 5249.4 Durable art.;1997 August;105.0;;;3.3;;
3512;5245, 5248.1+ 5249.4 Durable art.;1997 September;112.0;;;14.8;;
3513;5245, 5248.1+ 5249.4 Durable art.;1997 3rd quarter;110.0;;;10.2;;
3514;5245, 5248.1+ 5249.4 Durable art.;1997 October;118.0;;;13.7;;
3515;5245, 5248.1+ 5249.4 Durable art.;1997 November;125.0;;;14.5;;
3516;5245, 5248.1+ 5249.4 Durable art.;1997 December;158.0;;;17.0;;
3517;5245, 5248.1+ 5249.4 Durable art.;1997 4th quarter;134.0;;;15.2;;
3518;5245, 5248.1+ 5249.4 Durable art.;1997;111.0;;;9.4;;
3519;5245, 5248.1+ 5249.4 Durable art.;1998 January;118.0;;;11.4;;
3520;5245, 5248.1+ 5249.4 Durable art.;1998 February;105.0;;;14.0;;
3521;5245, 5248.1+ 5249.4 Durable art.;1998 March;115.0;;;19.5;;
3522;5245, 5248.1+ 5249.4 Durable art.;1998 1st quarter;113.0;;;14.9;;
3523;5245, 5248.1+ 5249.4 Durable art.;1998 April;106.0;;;12.9;;
3524;5245, 5248.1+ 5249.4 Durable art.;1998 May;115.0;;;9.2;;
3525;5245, 5248.1+ 5249.4 Durable art.;1998 June;129.0;;;17.8;;
3526;5245, 5248.1+ 5249.4 Durable art.;1998 2nd quarter;117.0;;;13.4;;
3527;5245, 5248.1+ 5249.4 Durable art.;1998 July;132.0;;;14.8;;
3528;5245, 5248.1+ 5249.4 Durable art.;1998 August;117.0;;;10.9;;
3529;5245, 5248.1+ 5249.4 Durable art.;1998 September;124.0;;;9.4;;
3530;5245, 5248.1+ 5249.4 Durable art.;1998 3rd quarter;124.0;;;11.8;;
3531;5245, 5248.1+ 5249.4 Durable art.;1998 October;136.0;;;14.9;;
3532;5245, 5248.1+ 5249.4 Durable art.;1998 November;132.0;;;5.2;;
3533;5245, 5248.1+ 5249.4 Durable art.;1998 December;185.0;;;16.5;;
3534;5245, 5248.1+ 5249.4 Durable art.;1998 4th quarter;151.0;;;12.5;;
3535;5245, 5248.1+ 5249.4 Durable art.;1998;126.0;;;13.0;;
3536;5245, 5248.1+ 5249.4 Durable art.;1999 January;126.0;;;7.1;;
3537;5245, 5248.1+ 5249.4 Durable art.;1999 February;114.0;;;8.7;;
3538;5245, 5248.1+ 5249.4 Durable art.;1999 March;125.0;;;8.5;;
3539;5245, 5248.1+ 5249.4 Durable art.;1999 1st quarter;122.0;;;8.0;;
3540;5245, 5248.1+ 5249.4 Durable art.;1999 April;119.0;;;11.6;;
3541;5245, 5248.1+ 5249.4 Durable art.;1999 May;121.0;;;4.5;;
3542;5245, 5248.1+ 5249.4 Durable art.;1999 June;135.0;;;4.6;;
3543;5245, 5248.1+ 5249.4 Durable art.;1999 2nd quarter;125.0;;;6.7;;
3544;5245, 5248.1+ 5249.4 Durable art.;1999 July;137.0;;;3.8;;
3545;5245, 5248.1+ 5249.4 Durable art.;1999 August;126.0;;;7.6;;
3546;5245, 5248.1+ 5249.4 Durable art.;1999 September;132.0;;;6.7;;
3547;5245, 5248.1+ 5249.4 Durable art.;1999 3rd quarter;131.0;;;6.0;;
3548;5245, 5248.1+ 5249.4 Durable art.;1999 October;139.0;;;2.2;;
3549;5245, 5248.1+ 5249.4 Durable art.;1999 November;144.0;;;9.4;;
3550;5245, 5248.1+ 5249.4 Durable art.;1999 December;191.0;;;3.1;;
3551;5245, 5248.1+ 5249.4 Durable art.;1999 4th quarter;158.0;;;4.6;;
3552;5245, 5248.1+ 5249.4 Durable art.;1999;134.0;;;6.2;;
3553;5245, 5248.1+ 5249.4 Durable art.;2000 January;141.0;;;11.6;;
3554;5245, 5248.1+ 5249.4 Durable art.;2000 February;134.0;;;17.1;;
3555;5245, 5248.1+ 5249.4 Durable art.;2000 March;142.0;;;13.3;;
3556;5245, 5248.1+ 5249.4 Durable art.;2000 1st quarter;139.0;;;13.9;;
3557;5245, 5248.1+ 5249.4 Durable art.;2000 April;125.0;;;5.1;;
3558;5245, 5248.1+ 5249.4 Durable art.;2000 May;141.0;;;16.8;;
3559;5245, 5248.1+ 5249.4 Durable art.;2000 June;147.0;;;9.0;;
3560;5245, 5248.1+ 5249.4 Durable art.;2000 2nd quarter;138.0;;;10.3;;
3561;5245, 5248.1+ 5249.4 Durable art.;2000 July;151.0;;;10.5;;
3562;5245, 5248.1+ 5249.4 Durable art.;2000 August;140.0;;;11.4;;
3563;5245, 5248.1+ 5249.4 Durable art.;2000 September;146.0;;;10.6;;
3564;5245, 5248.1+ 5249.4 Durable art.;2000 3rd quarter;146.0;;;10.8;;
3565;5245, 5248.1+ 5249.4 Durable art.;2000 October;150.0;;;7.6;;
3566;5245, 5248.1+ 5249.4 Durable art.;2000 November;169.0;;;17.1;;
3567;5245, 5248.1+ 5249.4 Durable art.;2000 December;219.0;;;14.7;;
3568;5245, 5248.1+ 5249.4 Durable art.;2000 4th quarter;179.0;;;13.3;;
3569;5245, 5248.1+ 5249.4 Durable art.;2000;150.0;;;12.1;;
3570;5245.1-5245.3,5245.6+5249.4 Electronics;1994 January;101.0;106.0;94.0;;;
3571;5245.1-5245.3,5245.6+5249.4 Electronics;1994 February;82.0;106.0;77.0;;;
3572;5245.1-5245.3,5245.6+5249.4 Electronics;1994 March;92.0;106.0;87.0;;;
3573;5245.1-5245.3,5245.6+5249.4 Electronics;1994 1st quarter;92.0;106.0;86.0;;;
3574;5245.1-5245.3,5245.6+5249.4 Electronics;1994 April;83.0;105.0;79.0;;;
3575;5245.1-5245.3,5245.6+5249.4 Electronics;1994 May;87.0;105.0;82.0;;;
3576;5245.1-5245.3,5245.6+5249.4 Electronics;1994 June;102.0;104.0;97.0;;;
3577;5245.1-5245.3,5245.6+5249.4 Electronics;1994 2nd quarter;91.0;105.0;86.0;;;
3578;5245.1-5245.3,5245.6+5249.4 Electronics;1994 July;93.0;103.0;90.0;;;
3579;5245.1-5245.3,5245.6+5249.4 Electronics;1994 August;95.0;102.0;92.0;;;
3580;5245.1-5245.3,5245.6+5249.4 Electronics;1994 September;100.0;103.0;95.0;;;
3581;5245.1-5245.3,5245.6+5249.4 Electronics;1994 3rd quarter;96.0;103.0;92.0;;;
3582;5245.1-5245.3,5245.6+5249.4 Electronics;1994 October;98.0;103.0;94.0;;;
3583;5245.1-5245.3,5245.6+5249.4 Electronics;1994 November;109.0;103.0;106.0;;;
3584;5245.1-5245.3,5245.6+5249.4 Electronics;1994 December;150.0;102.0;145.0;;;
3585;5245.1-5245.3,5245.6+5249.4 Electronics;1994 4th quarter;119.0;103.0;115.0;;;
3586;5245.1-5245.3,5245.6+5249.4 Electronics;1994;99.0;104.0;95.0;;;
3587;5245.1-5245.3,5245.6+5249.4 Electronics;1995 January;106.0;103.0;103.0;;;
3588;5245.1-5245.3,5245.6+5249.4 Electronics;1995 February;87.0;103.0;85.0;;;
3589;5245.1-5245.3,5245.6+5249.4 Electronics;1995 March;96.0;102.0;94.0;;;
3590;5245.1-5245.3,5245.6+5249.4 Electronics;1995 1st quarter;96.0;103.0;94.0;4.2;-3.6;8.1
3591;5245.1-5245.3,5245.6+5249.4 Electronics;1995 April;84.0;102.0;83.0;;;
3592;5245.1-5245.3,5245.6+5249.4 Electronics;1995 May;87.0;100.0;86.0;;;
3593;5245.1-5245.3,5245.6+5249.4 Electronics;1995 June;101.0;100.0;102.0;;;
3594;5245.1-5245.3,5245.6+5249.4 Electronics;1995 2nd quarter;91.0;101.0;90.0;0.3;-4.2;4.6
3595;5245.1-5245.3,5245.6+5249.4 Electronics;1995 July;93.0;99.0;95.0;;;
3596;5245.1-5245.3,5245.6+5249.4 Electronics;1995 August;95.0;98.0;97.0;;;
3597;5245.1-5245.3,5245.6+5249.4 Electronics;1995 September;100.0;98.0;102.0;;;
3598;5245.1-5245.3,5245.6+5249.4 Electronics;1995 3rd quarter;96.0;98.0;98.0;0.6;-4.5;5.3
3599;5245.1-5245.3,5245.6+5249.4 Electronics;1995 October;99.0;99.0;100.0;;;
3600;5245.1-5245.3,5245.6+5249.4 Electronics;1995 November;109.0;99.0;110.0;;;
3601;5245.1-5245.3,5245.6+5249.4 Electronics;1995 December;143.0;98.0;146.0;;;
3602;5245.1-5245.3,5245.6+5249.4 Electronics;1995 4th quarter;117.0;99.0;119.0;-1.2;-4.4;3.4
3603;5245.1-5245.3,5245.6+5249.4 Electronics;1995;100.0;100.0;100.0;0.8;-4.2;5.2
3604;5245.1-5245.3,5245.6+5249.4 Electronics;1996 January;108.0;98.0;110.0;3.4;-3.7;7.3
3605;5245.1-5245.3,5245.6+5249.4 Electronics;1996 February;92.0;98.0;93.0;6.5;-4.1;11.0
3606;5245.1-5245.3,5245.6+5249.4 Electronics;1996 March;93.0;98.0;94.0;-2.5;-4.1;1.6
3607;5245.1-5245.3,5245.6+5249.4 Electronics;1996 1st quarter;98.0;98.0;99.0;1.4;-3.7;5.3
3608;5245.1-5245.3,5245.6+5249.4 Electronics;1996 April;82.0;99.0;83.0;-1.7;-3.7;2.0
3609;5245.1-5245.3,5245.6+5249.4 Electronics;1996 May;97.0;97.0;99.0;11.9;-4.9;17.6
3610;5245.1-5245.3,5245.6+5249.4 Electronics;1996 June;100.0;96.0;104.0;-1.0;-5.6;4.8
3611;5245.1-5245.3,5245.6+5249.4 Electronics;1996 2nd quarter;93.0;97.0;95.0;2.9;-4.7;8.1
3612;5245.1-5245.3,5245.6+5249.4 Electronics;1996 July;100.0;96.0;104.0;8.2;-5.3;14.2
3613;5245.1-5245.3,5245.6+5249.4 Electronics;1996 August;99.0;95.0;104.0;4.8;-4.8;10.1
3614;5245.1-5245.3,5245.6+5249.4 Electronics;1996 September;96.0;95.0;101.0;-3.2;-5.1;2.0
3615;5245.1-5245.3,5245.6+5249.4 Electronics;1996 3rd quarter;98.0;95.0;103.0;2.9;-5.0;8.3
3616;5245.1-5245.3,5245.6+5249.4 Electronics;1996 October;103.0;95.0;108.0;5.0;-6.4;12.3
3617;5245.1-5245.3,5245.6+5249.4 Electronics;1996 November;110.0;95.0;116.0;1.4;-5.5;7.3
3618;5245.1-5245.3,5245.6+5249.4 Electronics;1996 December;140.0;95.0;147.0;-2.2;-3.8;1.6
3619;5245.1-5245.3,5245.6+5249.4 Electronics;1996 4th quarter;118.0;95.0;124.0;0.5;-5.6;6.4
3620;5245.1-5245.3,5245.6+5249.4 Electronics;1996;102.0;97.0;105.0;1.5;-3.7;5.2
3621;5245.1-5245.3,5245.6+5249.4 Electronics;1997 January;109.0;95.0;114.0;0.4;-3.1;3.7
3622;5245.1-5245.3,5245.6+5249.4 Electronics;1997 February;94.0;95.0;98.0;2.0;-2.9;5.0
3623;5245.1-5245.3,5245.6+5249.4 Electronics;1997 March;98.0;95.0;102.0;5.5;-3.0;8.8
3624;5245.1-5245.3,5245.6+5249.4 Electronics;1997 1st quarter;100.0;95.0;105.0;2.6;-3.0;5.8
3625;5245.1-5245.3,5245.6+5249.4 Electronics;1997 April;94.0;95.0;98.0;13.7;-3.5;17.8
3626;5245.1-5245.3,5245.6+5249.4 Electronics;1997 May;106.0;95.0;111.0;9.5;-1.8;11.6
3627;5245.1-5245.3,5245.6+5249.4 Electronics;1997 June;110.0;95.0;116.0;10.0;-1.4;11.6
3628;5245.1-5245.3,5245.6+5249.4 Electronics;1997 2nd quarter;103.0;95.0;108.0;11.1;-2.2;13.7
3629;5245.1-5245.3,5245.6+5249.4 Electronics;1997 July;114.0;94.0;121.0;14.4;-2.0;16.7
3630;5245.1-5245.3,5245.6+5249.4 Electronics;1997 August;104.0;94.0;111.0;5.3;-0.9;6.2
3631;5245.1-5245.3,5245.6+5249.4 Electronics;1997 September;114.0;94.0;120.0;18.3;-0.7;19.1
3632;5245.1-5245.3,5245.6+5249.4 Electronics;1997 3rd quarter;111.0;94.0;117.0;12.7;-1.2;14.0
3633;5245.1-5245.3,5245.6+5249.4 Electronics;1997 October;121.0;94.0;128.0;17.1;-0.5;17.8
3634;5245.1-5245.3,5245.6+5249.4 Electronics;1997 November;130.0;94.0;138.0;17.7;-1.0;18.9
3635;5245.1-5245.3,5245.6+5249.4 Electronics;1997 December;168.0;94.0;179.0;19.8;-1.4;21.5
3636;5245.1-5245.3,5245.6+5249.4 Electronics;1997 4th quarter;140.0;94.0;148.0;18.4;-1.0;19.6
3637;5245.1-5245.3,5245.6+5249.4 Electronics;1997;113.0;95.0;120.0;11.5;-1.9;13.6
3638;5245.1-5245.3,5245.6+5249.4 Electronics;1998 January;124.0;94.0;132.0;13.6;-1.1;15.0
3639;5245.1-5245.3,5245.6+5249.4 Electronics;1998 February;110.0;94.0;117.0;16.4;-1.7;18.5
3640;5245.1-5245.3,5245.6+5249.4 Electronics;1998 March;121.0;93.0;130.0;23.4;-2.0;25.9
3641;5245.1-5245.3,5245.6+5249.4 Electronics;1998 1st quarter;118.0;94.0;126.0;17.7;-1.6;19.6
3642;5245.1-5245.3,5245.6+5249.4 Electronics;1998 April;108.0;93.0;116.0;14.6;-2.2;17.2
3643;5245.1-5245.3,5245.6+5249.4 Electronics;1998 May;118.0;93.0;127.0;10.1;-2.6;13.1
3644;5245.1-5245.3,5245.6+5249.4 Electronics;1998 June;132.0;92.0;143.0;18.9;-2.2;21.6
3645;5245.1-5245.3,5245.6+5249.4 Electronics;1998 2nd quarter;119.0;93.0;128.0;14.6;-2.4;17.4
3646;5245.1-5245.3,5245.6+5249.4 Electronics;1998 July;133.0;92.0;144.0;14.8;-2.4;17.6
3647;5245.1-5245.3,5245.6+5249.4 Electronics;1998 August;117.0;92.0;127.0;10.4;-2.1;12.7
3648;5245.1-5245.3,5245.6+5249.4 Electronics;1998 September;126.0;91.0;137.0;9.0;-3.1;12.5
3649;5245.1-5245.3,5245.6+5249.4 Electronics;1998 3rd quarter;125.0;92.0;136.0;11.4;-2.5;14.3
3650;5245.1-5245.3,5245.6+5249.4 Electronics;1998 October;142.0;92.0;155.0;15.9;-3.0;19.5
3651;5245.1-5245.3,5245.6+5249.4 Electronics;1998 November;138.0;92.0;151.0;4.4;-2.9;7.6
3652;5245.1-5245.3,5245.6+5249.4 Electronics;1998 December;197.0;92.0;214.0;15.5;-2.4;18.3
3653;5245.1-5245.3,5245.6+5249.4 Electronics;1998 4th quarter;159.0;92.0;173.0;12.2;-2.8;15.4
3654;5245.1-5245.3,5245.6+5249.4 Electronics;1998;130.0;93.0;141.0;13.7;-2.3;16.5
3655;5245.1-5245.3,5245.6+5249.4 Electronics;1999 January;129.0;92.0;139.0;5.2;-1.8;7.1
3656;5245.1-5245.3,5245.6+5249.4 Electronics;1999 February;115.0;92.0;125.0;6.6;-1.5;8.2
3657;5245.1-5245.3,5245.6+5249.4 Electronics;1999 March;124.0;92.0;135.0;3.9;-1.6;5.5
3658;5245.1-5245.3,5245.6+5249.4 Electronics;1999 1st quarter;123.0;92.0;133.0;5.2;-1.6;6.9
3659;5245.1-5245.3,5245.6+5249.4 Electronics;1999 April;117.0;92.0;128.0;9.9;-1.4;11.4
3660;5245.1-5245.3,5245.6+5249.4 Electronics;1999 May;119.0;92.0;129.0;2.3;-1.4;3.7
3661;5245.1-5245.3,5245.6+5249.4 Electronics;1999 June;130.0;92.0;142.0;0.0;-0.8;0.7
3662;5245.1-5245.3,5245.6+5249.4 Electronics;1999 2nd quarter;122.0;92.0;133.0;3.7;-1.2;5.0
3663;5245.1-5245.3,5245.6+5249.4 Electronics;1999 July;133.0;91.0;146.0;1.9;-0.8;2.7
3664;5245.1-5245.3,5245.6+5249.4 Electronics;1999 August;122.0;91.0;134.0;6.3;-1.0;7.4
3665;5245.1-5245.3,5245.6+5249.4 Electronics;1999 September;128.0;90.0;142.0;3.6;-1.2;4.8
3666;5245.1-5245.3,5245.6+5249.4 Electronics;1999 3rd quarter;128.0;91.0;141.0;3.8;-1.0;4.9
3667;5245.1-5245.3,5245.6+5249.4 Electronics;1999 October;140.0;90.0;154.0;-0.1;-1.3;1.2
3668;5245.1-5245.3,5245.6+5249.4 Electronics;1999 November;145.0;91.0;160.0;6.7;-0.8;7.6
