ID;SamenstellingVanHetHuishouden;HerkomstlandHuishouden;GeboortelandReferentiepersoon;GeboortelandPartner;Perioden;ParticuliereHuishoudens_1
4523;Totaal particuliere huishoudens;Kaapverdië;Geboren in Nederland;Overig;2024;2958.0
4524;Totaal particuliere huishoudens;Kaapverdië;Geboren buiten Nederland;Totaal;2022;8040.0
4525;Totaal particuliere huishoudens;Kaapverdië;Geboren buiten Nederland;Totaal;2023;8126.0
4526;Totaal particuliere huishoudens;Kaapverdië;Geboren buiten Nederland;Totaal;2024;8128.0
4527;Totaal particuliere huishoudens;Kaapverdië;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;1851.0
4528;Totaal particuliere huishoudens;Kaapverdië;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;1806.0
4529;Totaal particuliere huishoudens;Kaapverdië;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;1818.0
4530;Totaal particuliere huishoudens;Kaapverdië;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;924.0
4531;Totaal particuliere huishoudens;Kaapverdië;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;942.0
4532;Totaal particuliere huishoudens;Kaapverdië;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;962.0
4533;Totaal particuliere huishoudens;Kaapverdië;Geboren buiten Nederland;Overig;2022;5265.0
4534;Totaal particuliere huishoudens;Kaapverdië;Geboren buiten Nederland;Overig;2023;5378.0
4535;Totaal particuliere huishoudens;Kaapverdië;Geboren buiten Nederland;Overig;2024;5348.0
4536;Totaal particuliere huishoudens;Kameroen;Totaal;Totaal;2022;1769.0
4537;Totaal particuliere huishoudens;Kameroen;Totaal;Totaal;2023;1893.0
4538;Totaal particuliere huishoudens;Kameroen;Totaal;Totaal;2024;1959.0
4539;Totaal particuliere huishoudens;Kameroen;Totaal;Zelfde land als referentiepersoon;2022;231.0
4540;Totaal particuliere huishoudens;Kameroen;Totaal;Zelfde land als referentiepersoon;2023;246.0
4541;Totaal particuliere huishoudens;Kameroen;Totaal;Zelfde land als referentiepersoon;2024;263.0
4542;Totaal particuliere huishoudens;Kameroen;Totaal;Ander land dan referentiepersoon;2022;576.0
4543;Totaal particuliere huishoudens;Kameroen;Totaal;Ander land dan referentiepersoon;2023;588.0
4544;Totaal particuliere huishoudens;Kameroen;Totaal;Ander land dan referentiepersoon;2024;595.0
4545;Totaal particuliere huishoudens;Kameroen;Totaal;Overig;2022;962.0
4546;Totaal particuliere huishoudens;Kameroen;Totaal;Overig;2023;1059.0
4547;Totaal particuliere huishoudens;Kameroen;Totaal;Overig;2024;1101.0
4548;Totaal particuliere huishoudens;Kameroen;Geboren in Nederland;Totaal;2022;438.0
4549;Totaal particuliere huishoudens;Kameroen;Geboren in Nederland;Totaal;2023;469.0
4550;Totaal particuliere huishoudens;Kameroen;Geboren in Nederland;Totaal;2024;498.0
4551;Totaal particuliere huishoudens;Kameroen;Geboren in Nederland;Zelfde land als referentiepersoon;2022;63.0
4552;Totaal particuliere huishoudens;Kameroen;Geboren in Nederland;Zelfde land als referentiepersoon;2023;65.0
4553;Totaal particuliere huishoudens;Kameroen;Geboren in Nederland;Zelfde land als referentiepersoon;2024;78.0
4554;Totaal particuliere huishoudens;Kameroen;Geboren in Nederland;Ander land dan referentiepersoon;2022;260.0
4555;Totaal particuliere huishoudens;Kameroen;Geboren in Nederland;Ander land dan referentiepersoon;2023;269.0
4556;Totaal particuliere huishoudens;Kameroen;Geboren in Nederland;Ander land dan referentiepersoon;2024;270.0
4557;Totaal particuliere huishoudens;Kameroen;Geboren in Nederland;Overig;2022;115.0
4558;Totaal particuliere huishoudens;Kameroen;Geboren in Nederland;Overig;2023;135.0
4559;Totaal particuliere huishoudens;Kameroen;Geboren in Nederland;Overig;2024;150.0
4560;Totaal particuliere huishoudens;Kameroen;Geboren buiten Nederland;Totaal;2022;1331.0
4561;Totaal particuliere huishoudens;Kameroen;Geboren buiten Nederland;Totaal;2023;1424.0
4562;Totaal particuliere huishoudens;Kameroen;Geboren buiten Nederland;Totaal;2024;1461.0
4563;Totaal particuliere huishoudens;Kameroen;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;168.0
4564;Totaal particuliere huishoudens;Kameroen;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;181.0
4565;Totaal particuliere huishoudens;Kameroen;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;185.0
4566;Totaal particuliere huishoudens;Kameroen;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;316.0
4567;Totaal particuliere huishoudens;Kameroen;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;319.0
4568;Totaal particuliere huishoudens;Kameroen;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;325.0
4569;Totaal particuliere huishoudens;Kameroen;Geboren buiten Nederland;Overig;2022;847.0
4570;Totaal particuliere huishoudens;Kameroen;Geboren buiten Nederland;Overig;2023;924.0
4571;Totaal particuliere huishoudens;Kameroen;Geboren buiten Nederland;Overig;2024;951.0
4572;Totaal particuliere huishoudens;Kanaaleilanden;Totaal;Totaal;2022;52.0
4573;Totaal particuliere huishoudens;Kanaaleilanden;Totaal;Totaal;2023;57.0
4574;Totaal particuliere huishoudens;Kanaaleilanden;Totaal;Totaal;2024;61.0
4575;Totaal particuliere huishoudens;Kanaaleilanden;Totaal;Zelfde land als referentiepersoon;2022;3.0
4576;Totaal particuliere huishoudens;Kanaaleilanden;Totaal;Zelfde land als referentiepersoon;2023;5.0
4577;Totaal particuliere huishoudens;Kanaaleilanden;Totaal;Zelfde land als referentiepersoon;2024;5.0
4578;Totaal particuliere huishoudens;Kanaaleilanden;Totaal;Ander land dan referentiepersoon;2022;19.0
4579;Totaal particuliere huishoudens;Kanaaleilanden;Totaal;Ander land dan referentiepersoon;2023;19.0
4580;Totaal particuliere huishoudens;Kanaaleilanden;Totaal;Ander land dan referentiepersoon;2024;25.0
4581;Totaal particuliere huishoudens;Kanaaleilanden;Totaal;Overig;2022;30.0
4582;Totaal particuliere huishoudens;Kanaaleilanden;Totaal;Overig;2023;33.0
4583;Totaal particuliere huishoudens;Kanaaleilanden;Totaal;Overig;2024;31.0
4584;Totaal particuliere huishoudens;Kanaaleilanden;Geboren in Nederland;Totaal;2022;7.0
4585;Totaal particuliere huishoudens;Kanaaleilanden;Geboren in Nederland;Totaal;2023;9.0
4586;Totaal particuliere huishoudens;Kanaaleilanden;Geboren in Nederland;Totaal;2024;9.0
4587;Totaal particuliere huishoudens;Kanaaleilanden;Geboren in Nederland;Zelfde land als referentiepersoon;2022;1.0
4588;Totaal particuliere huishoudens;Kanaaleilanden;Geboren in Nederland;Zelfde land als referentiepersoon;2023;2.0
4589;Totaal particuliere huishoudens;Kanaaleilanden;Geboren in Nederland;Zelfde land als referentiepersoon;2024;2.0
4590;Totaal particuliere huishoudens;Kanaaleilanden;Geboren in Nederland;Ander land dan referentiepersoon;2022;4.0
4591;Totaal particuliere huishoudens;Kanaaleilanden;Geboren in Nederland;Ander land dan referentiepersoon;2023;6.0
4592;Totaal particuliere huishoudens;Kanaaleilanden;Geboren in Nederland;Ander land dan referentiepersoon;2024;6.0
4593;Totaal particuliere huishoudens;Kanaaleilanden;Geboren in Nederland;Overig;2022;2.0
4594;Totaal particuliere huishoudens;Kanaaleilanden;Geboren in Nederland;Overig;2023;1.0
4595;Totaal particuliere huishoudens;Kanaaleilanden;Geboren in Nederland;Overig;2024;1.0
4596;Totaal particuliere huishoudens;Kanaaleilanden;Geboren buiten Nederland;Totaal;2022;45.0
4597;Totaal particuliere huishoudens;Kanaaleilanden;Geboren buiten Nederland;Totaal;2023;48.0
4598;Totaal particuliere huishoudens;Kanaaleilanden;Geboren buiten Nederland;Totaal;2024;52.0
4599;Totaal particuliere huishoudens;Kanaaleilanden;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;2.0
4600;Totaal particuliere huishoudens;Kanaaleilanden;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;3.0
4601;Totaal particuliere huishoudens;Kanaaleilanden;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;3.0
4602;Totaal particuliere huishoudens;Kanaaleilanden;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;15.0
4603;Totaal particuliere huishoudens;Kanaaleilanden;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;13.0
4604;Totaal particuliere huishoudens;Kanaaleilanden;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;19.0
4605;Totaal particuliere huishoudens;Kanaaleilanden;Geboren buiten Nederland;Overig;2022;28.0
4606;Totaal particuliere huishoudens;Kanaaleilanden;Geboren buiten Nederland;Overig;2023;32.0
4607;Totaal particuliere huishoudens;Kanaaleilanden;Geboren buiten Nederland;Overig;2024;30.0
4608;Totaal particuliere huishoudens;Katar;Totaal;Totaal;2022;114.0
4609;Totaal particuliere huishoudens;Katar;Totaal;Totaal;2023;144.0
4610;Totaal particuliere huishoudens;Katar;Totaal;Totaal;2024;165.0
4611;Totaal particuliere huishoudens;Katar;Totaal;Zelfde land als referentiepersoon;2022;2.0
4612;Totaal particuliere huishoudens;Katar;Totaal;Zelfde land als referentiepersoon;2023;5.0
4613;Totaal particuliere huishoudens;Katar;Totaal;Zelfde land als referentiepersoon;2024;5.0
4614;Totaal particuliere huishoudens;Katar;Totaal;Ander land dan referentiepersoon;2022;46.0
4615;Totaal particuliere huishoudens;Katar;Totaal;Ander land dan referentiepersoon;2023;58.0
4616;Totaal particuliere huishoudens;Katar;Totaal;Ander land dan referentiepersoon;2024;62.0
4617;Totaal particuliere huishoudens;Katar;Totaal;Overig;2022;66.0
4618;Totaal particuliere huishoudens;Katar;Totaal;Overig;2023;81.0
4619;Totaal particuliere huishoudens;Katar;Totaal;Overig;2024;98.0
4620;Totaal particuliere huishoudens;Katar;Geboren in Nederland;Totaal;2022;9.0
4621;Totaal particuliere huishoudens;Katar;Geboren in Nederland;Totaal;2023;11.0
4622;Totaal particuliere huishoudens;Katar;Geboren in Nederland;Totaal;2024;11.0
4623;Totaal particuliere huishoudens;Katar;Geboren in Nederland;Zelfde land als referentiepersoon;2022;0.0
4624;Totaal particuliere huishoudens;Katar;Geboren in Nederland;Zelfde land als referentiepersoon;2023;0.0
4625;Totaal particuliere huishoudens;Katar;Geboren in Nederland;Zelfde land als referentiepersoon;2024;0.0
4626;Totaal particuliere huishoudens;Katar;Geboren in Nederland;Ander land dan referentiepersoon;2022;9.0
4627;Totaal particuliere huishoudens;Katar;Geboren in Nederland;Ander land dan referentiepersoon;2023;9.0
4628;Totaal particuliere huishoudens;Katar;Geboren in Nederland;Ander land dan referentiepersoon;2024;8.0
4629;Totaal particuliere huishoudens;Katar;Geboren in Nederland;Overig;2022;0.0
4630;Totaal particuliere huishoudens;Katar;Geboren in Nederland;Overig;2023;2.0
4631;Totaal particuliere huishoudens;Katar;Geboren in Nederland;Overig;2024;3.0
4632;Totaal particuliere huishoudens;Katar;Geboren buiten Nederland;Totaal;2022;105.0
4633;Totaal particuliere huishoudens;Katar;Geboren buiten Nederland;Totaal;2023;133.0
4634;Totaal particuliere huishoudens;Katar;Geboren buiten Nederland;Totaal;2024;154.0
4635;Totaal particuliere huishoudens;Katar;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;2.0
4636;Totaal particuliere huishoudens;Katar;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;5.0
4637;Totaal particuliere huishoudens;Katar;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;5.0
4638;Totaal particuliere huishoudens;Katar;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;37.0
4639;Totaal particuliere huishoudens;Katar;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;49.0
4640;Totaal particuliere huishoudens;Katar;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;54.0
4641;Totaal particuliere huishoudens;Katar;Geboren buiten Nederland;Overig;2022;66.0
4642;Totaal particuliere huishoudens;Katar;Geboren buiten Nederland;Overig;2023;79.0
4643;Totaal particuliere huishoudens;Katar;Geboren buiten Nederland;Overig;2024;95.0
4644;Totaal particuliere huishoudens;Kazachstan;Totaal;Totaal;2022;1784.0
4645;Totaal particuliere huishoudens;Kazachstan;Totaal;Totaal;2023;2102.0
4646;Totaal particuliere huishoudens;Kazachstan;Totaal;Totaal;2024;2239.0
4647;Totaal particuliere huishoudens;Kazachstan;Totaal;Zelfde land als referentiepersoon;2022;182.0
4648;Totaal particuliere huishoudens;Kazachstan;Totaal;Zelfde land als referentiepersoon;2023;202.0
4649;Totaal particuliere huishoudens;Kazachstan;Totaal;Zelfde land als referentiepersoon;2024;240.0
4650;Totaal particuliere huishoudens;Kazachstan;Totaal;Ander land dan referentiepersoon;2022;657.0
4651;Totaal particuliere huishoudens;Kazachstan;Totaal;Ander land dan referentiepersoon;2023;743.0
4652;Totaal particuliere huishoudens;Kazachstan;Totaal;Ander land dan referentiepersoon;2024;794.0
4653;Totaal particuliere huishoudens;Kazachstan;Totaal;Overig;2022;945.0
4654;Totaal particuliere huishoudens;Kazachstan;Totaal;Overig;2023;1157.0
4655;Totaal particuliere huishoudens;Kazachstan;Totaal;Overig;2024;1205.0
4656;Totaal particuliere huishoudens;Kazachstan;Geboren in Nederland;Totaal;2022;442.0
4657;Totaal particuliere huishoudens;Kazachstan;Geboren in Nederland;Totaal;2023;451.0
4658;Totaal particuliere huishoudens;Kazachstan;Geboren in Nederland;Totaal;2024;486.0
4659;Totaal particuliere huishoudens;Kazachstan;Geboren in Nederland;Zelfde land als referentiepersoon;2022;47.0
4660;Totaal particuliere huishoudens;Kazachstan;Geboren in Nederland;Zelfde land als referentiepersoon;2023;46.0
4661;Totaal particuliere huishoudens;Kazachstan;Geboren in Nederland;Zelfde land als referentiepersoon;2024;53.0
4662;Totaal particuliere huishoudens;Kazachstan;Geboren in Nederland;Ander land dan referentiepersoon;2022;356.0
4663;Totaal particuliere huishoudens;Kazachstan;Geboren in Nederland;Ander land dan referentiepersoon;2023;361.0
4664;Totaal particuliere huishoudens;Kazachstan;Geboren in Nederland;Ander land dan referentiepersoon;2024;387.0
4665;Totaal particuliere huishoudens;Kazachstan;Geboren in Nederland;Overig;2022;39.0
4666;Totaal particuliere huishoudens;Kazachstan;Geboren in Nederland;Overig;2023;44.0
4667;Totaal particuliere huishoudens;Kazachstan;Geboren in Nederland;Overig;2024;46.0
4668;Totaal particuliere huishoudens;Kazachstan;Geboren buiten Nederland;Totaal;2022;1342.0
4669;Totaal particuliere huishoudens;Kazachstan;Geboren buiten Nederland;Totaal;2023;1651.0
4670;Totaal particuliere huishoudens;Kazachstan;Geboren buiten Nederland;Totaal;2024;1753.0
4671;Totaal particuliere huishoudens;Kazachstan;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;135.0
4672;Totaal particuliere huishoudens;Kazachstan;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;156.0
4673;Totaal particuliere huishoudens;Kazachstan;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;187.0
4674;Totaal particuliere huishoudens;Kazachstan;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;301.0
4675;Totaal particuliere huishoudens;Kazachstan;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;382.0
4676;Totaal particuliere huishoudens;Kazachstan;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;407.0
4677;Totaal particuliere huishoudens;Kazachstan;Geboren buiten Nederland;Overig;2022;906.0
4678;Totaal particuliere huishoudens;Kazachstan;Geboren buiten Nederland;Overig;2023;1113.0
4679;Totaal particuliere huishoudens;Kazachstan;Geboren buiten Nederland;Overig;2024;1159.0
4680;Totaal particuliere huishoudens;Kenia;Totaal;Totaal;2022;2977.0
4681;Totaal particuliere huishoudens;Kenia;Totaal;Totaal;2023;3131.0
4682;Totaal particuliere huishoudens;Kenia;Totaal;Totaal;2024;3377.0
4683;Totaal particuliere huishoudens;Kenia;Totaal;Zelfde land als referentiepersoon;2022;282.0
4684;Totaal particuliere huishoudens;Kenia;Totaal;Zelfde land als referentiepersoon;2023;308.0
4685;Totaal particuliere huishoudens;Kenia;Totaal;Zelfde land als referentiepersoon;2024;347.0
4686;Totaal particuliere huishoudens;Kenia;Totaal;Ander land dan referentiepersoon;2022;1321.0
4687;Totaal particuliere huishoudens;Kenia;Totaal;Ander land dan referentiepersoon;2023;1347.0
4688;Totaal particuliere huishoudens;Kenia;Totaal;Ander land dan referentiepersoon;2024;1380.0
4689;Totaal particuliere huishoudens;Kenia;Totaal;Overig;2022;1374.0
4690;Totaal particuliere huishoudens;Kenia;Totaal;Overig;2023;1476.0
4691;Totaal particuliere huishoudens;Kenia;Totaal;Overig;2024;1650.0
4692;Totaal particuliere huishoudens;Kenia;Geboren in Nederland;Totaal;2022;1201.0
4693;Totaal particuliere huishoudens;Kenia;Geboren in Nederland;Totaal;2023;1246.0
4694;Totaal particuliere huishoudens;Kenia;Geboren in Nederland;Totaal;2024;1314.0
4695;Totaal particuliere huishoudens;Kenia;Geboren in Nederland;Zelfde land als referentiepersoon;2022;206.0
4696;Totaal particuliere huishoudens;Kenia;Geboren in Nederland;Zelfde land als referentiepersoon;2023;209.0
4697;Totaal particuliere huishoudens;Kenia;Geboren in Nederland;Zelfde land als referentiepersoon;2024;233.0
4698;Totaal particuliere huishoudens;Kenia;Geboren in Nederland;Ander land dan referentiepersoon;2022;773.0
4699;Totaal particuliere huishoudens;Kenia;Geboren in Nederland;Ander land dan referentiepersoon;2023;797.0
4700;Totaal particuliere huishoudens;Kenia;Geboren in Nederland;Ander land dan referentiepersoon;2024;821.0
4701;Totaal particuliere huishoudens;Kenia;Geboren in Nederland;Overig;2022;222.0
4702;Totaal particuliere huishoudens;Kenia;Geboren in Nederland;Overig;2023;240.0
4703;Totaal particuliere huishoudens;Kenia;Geboren in Nederland;Overig;2024;260.0
4704;Totaal particuliere huishoudens;Kenia;Geboren buiten Nederland;Totaal;2022;1776.0
4705;Totaal particuliere huishoudens;Kenia;Geboren buiten Nederland;Totaal;2023;1885.0
4706;Totaal particuliere huishoudens;Kenia;Geboren buiten Nederland;Totaal;2024;2063.0
4707;Totaal particuliere huishoudens;Kenia;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;76.0
4708;Totaal particuliere huishoudens;Kenia;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;99.0
4709;Totaal particuliere huishoudens;Kenia;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;114.0
4710;Totaal particuliere huishoudens;Kenia;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;548.0
4711;Totaal particuliere huishoudens;Kenia;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;550.0
