ID;Zorgfuncties;Zorgaanbieders;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
3692;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2015;1691
3693;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2016;1613
3694;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2017;1604
3695;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2018;1597
3696;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2019;1679
3697;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2020;1672
3698;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2021;1712
3699;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2022;1772
3700;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;1998;629
3701;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;1999;683
3702;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2000;720
3703;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2001;804
3704;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2002;882
3705;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2003;908
3706;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2004;962
3707;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2005;1099
3708;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2006;510
3709;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2007;518
3710;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2008;514
3711;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2009;559
3712;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2010;579
3713;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2011;601
3714;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2012;598
3715;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2013;603
3716;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2014;597
3717;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2015;536
3718;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2016;516
3719;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2017;504
3720;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2018;502
3721;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2019;502
3722;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2020;478
3723;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2021;479
3724;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2022;505
3725;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;1998;160
3726;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;1999;173
3727;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2000;181
3728;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2001;196
3729;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2002;239
3730;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2003;254
3731;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2004;244
3732;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2005;274
3733;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2006;281
3734;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2007;294
3735;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2008;284
3736;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2009;319
3737;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2010;330
3738;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2011;342
3739;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2012;321
3740;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2013;318
3741;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2014;343
3742;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2015;346
3743;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2016;351
3744;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2017;356
3745;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2018;390
3746;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2019;427
3747;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2020;457
3748;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2021;486
3749;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. Instellingen beheer en financ.;2022;527
3750;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;1998;280
3751;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;1999;296
3752;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2000;317
3753;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2001;340
3754;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2002;337
3755;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2003;363
3756;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2004;317
3757;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2005;303
3758;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2006;376
3759;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2007;402
3760;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2008;467
3761;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2009;604
3762;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2010;618
3763;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2011;609
3764;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2012;649
3765;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2013;644
3766;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2014;632
3767;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2015;806
3768;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2016;795
3769;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2017;797
3770;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2018;852
3771;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2019;883
3772;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2020;1007
3773;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2021;1061
3774;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2022;1136
3775;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;1998;0
3776;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;1999;0
3777;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2000;0
3778;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2001;0
3779;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2002;0
3780;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2003;0
3781;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2004;0
3782;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2005;0
3783;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2006;0
3784;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2007;0
3785;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2008;0
3786;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2009;0
3787;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2010;0
3788;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2011;0
3789;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2012;0
3790;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2013;0
3791;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2014;0
3792;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2015;0
3793;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2016;0
3794;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2017;0
3795;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2018;0
3796;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2019;0
3797;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2020;0
3798;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2021;0
3799;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2022;0
3800;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;1998;280
3801;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;1999;296
3802;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2000;317
3803;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2001;340
3804;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2002;337
3805;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2003;363
3806;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2004;317
3807;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2005;303
3808;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2006;376
3809;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2007;402
3810;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2008;467
3811;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2009;604
3812;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2010;618
3813;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2011;609
3814;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2012;649
3815;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2013;644
3816;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2014;632
3817;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2015;806
3818;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2016;795
3819;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2017;797
3820;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2018;852
3821;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2019;883
3822;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2020;1007
3823;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2021;1061
3824;Uitgaven gezondheidszorg ingezetenen;HP82: Zorg als nevenactiviteit;2022;1136
3825;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;1998;107
3826;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;1999;136
3827;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2000;161
3828;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2001;194
3829;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2002;216
3830;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2003;261
3831;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2004;320
3832;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2005;370
3833;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2006;434
3834;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2007;471
3835;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2008;488
3836;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2009;537
3837;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2010;564
3838;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2011;595
3839;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2012;584
3840;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2013;560
3841;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2014;558
3842;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2015;582
3843;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2016;567
3844;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2017;571
3845;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2018;568
3846;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2019;587
3847;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2020;563
3848;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2021;603
3849;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2022;639
3850;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;1998;0
3851;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;1999;0
3852;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2000;0
3853;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2001;0
3854;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2002;0
3855;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2003;0
3856;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2004;0
3857;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2005;0
3858;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2006;0
3859;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2007;0
3860;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2008;0
3861;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2009;0
3862;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2010;0
3863;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2011;0
3864;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2012;0
3865;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2013;0
3866;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2014;0
3867;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2015;0
3868;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2016;0
3869;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2017;0
3870;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2018;0
3871;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2019;0
3872;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2020;0
3873;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2021;0
3874;Uitgaven gezondheidszorg ingezetenen;Welzijn, kinderopvang;2022;0
3875;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;1998;3214
3876;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;1999;3440
3877;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2000;3741
3878;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2001;4226
3879;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2002;4848
3880;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2003;5341
3881;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2004;5650
3882;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2005;6083
3883;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2006;6150
3884;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2007;6505
3885;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2008;6430
3886;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2009;7420
3887;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2010;8063
3888;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2011;8360
3889;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2012;8755
3890;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2013;8504
3891;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2014;8609
3892;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2015;9382
3893;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2016;9317
3894;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2017;9341
3895;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2018;9852
3896;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2019;10337
3897;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2020;11200
3898;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2021;11332
3899;Totaal gezondheidsverwante uitgaven;Totaal aanbieders zorg en welzijn;2022;11638
3900;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;1998;3214
3901;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;1999;3440
3902;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2000;3741
3903;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2001;4226
3904;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2002;4848
3905;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2003;5341
3906;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2004;5650
3907;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2005;6083
3908;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2006;6150
3909;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2007;6505
3910;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2008;6430
3911;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2009;7420
3912;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2010;8063
3913;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2011;8360
3914;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2012;8755
3915;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2013;8504
3916;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2014;8609
3917;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2015;9382
3918;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2016;9317
3919;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2017;9341
3920;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2018;9852
3921;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2019;10337
3922;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2020;11200
3923;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2021;11332
3924;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2022;11638
3925;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;1998;555
3926;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;1999;603
3927;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2000;639
3928;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2001;701
3929;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2002;792
3930;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2003;889
3931;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2004;934
3932;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2005;1017
3933;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2006;1054
3934;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2007;1160
3935;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2008;677
3936;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2009;1097
3937;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2010;1156
3938;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2011;1203
3939;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2012;1217
3940;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2013;1408
3941;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2014;1451
3942;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2015;1259
3943;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2016;1204
3944;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2017;1183
3945;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2018;1226
3946;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2019;1297
3947;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2020;1354
3948;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2021;1503
3949;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2022;1574
3950;Totaal gezondheidsverwante uitgaven;HP11:Algemene en academ. Ziekenhuizen;1998;9
