ID;Sales;Products;Periods;IndexNumbers_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;IndexNumbers_4;MonthOnMonthDevelopment_5;YearOnYearDevelopment_6
8069;Total sales;17300000 Finishing of textiles;2008 October;101.3;-0.7;1.3;101.3;-0.7;1.3
8070;Total sales;17300000 Finishing of textiles;2008 November;101.3;0.0;1.3;101.3;0.0;1.3
8071;Total sales;17300000 Finishing of textiles;2008 December;101.3;0.0;1.3;101.3;0.0;1.3
8072;Total sales;17300000 Finishing of textiles;2008;100.9;;0.8;100.9;;0.8
8073;Total sales;17400000 Made-up textile articles, excep;2000 January;99.7;;;99.7;;
8074;Total sales;17400000 Made-up textile articles, excep;2000 February;99.9;0.1;;99.9;0.1;
8075;Total sales;17400000 Made-up textile articles, excep;2000 March;99.9;0.0;;99.9;0.0;
8076;Total sales;17400000 Made-up textile articles, excep;2000 April;100.0;0.1;;100.0;0.1;
8077;Total sales;17400000 Made-up textile articles, excep;2000 May;99.9;-0.1;;99.9;-0.1;
8078;Total sales;17400000 Made-up textile articles, excep;2000 June;99.8;0.0;;99.8;0.0;
8079;Total sales;17400000 Made-up textile articles, excep;2000 July;99.9;0.1;;99.9;0.1;
8080;Total sales;17400000 Made-up textile articles, excep;2000 August;99.9;0.0;;99.9;0.0;
8081;Total sales;17400000 Made-up textile articles, excep;2000 September;100.0;0.1;;100.0;0.1;
8082;Total sales;17400000 Made-up textile articles, excep;2000 October;100.4;0.4;;100.4;0.4;
8083;Total sales;17400000 Made-up textile articles, excep;2000 November;100.3;-0.1;;100.3;-0.1;
8084;Total sales;17400000 Made-up textile articles, excep;2000 December;100.3;0.0;;100.3;0.0;
8085;Total sales;17400000 Made-up textile articles, excep;2000;100.0;;;100.0;;
8086;Total sales;17400000 Made-up textile articles, excep;2001 January;103.2;2.8;3.4;103.2;2.8;3.4
8087;Total sales;17400000 Made-up textile articles, excep;2001 February;103.2;0.0;3.3;103.2;0.0;3.3
8088;Total sales;17400000 Made-up textile articles, excep;2001 March;103.2;0.0;3.4;103.2;0.0;3.4
8089;Total sales;17400000 Made-up textile articles, excep;2001 April;103.5;0.3;3.6;103.5;0.3;3.6
8090;Total sales;17400000 Made-up textile articles, excep;2001 May;103.5;0.0;3.7;103.5;0.0;3.7
8091;Total sales;17400000 Made-up textile articles, excep;2001 June;103.5;0.0;3.7;103.5;0.0;3.7
8092;Total sales;17400000 Made-up textile articles, excep;2001 July;103.5;0.0;3.6;103.5;0.0;3.6
8093;Total sales;17400000 Made-up textile articles, excep;2001 August;103.8;0.2;3.8;103.8;0.2;3.8
8094;Total sales;17400000 Made-up textile articles, excep;2001 September;103.8;0.0;3.8;103.8;0.0;3.8
8095;Total sales;17400000 Made-up textile articles, excep;2001 October;105.4;1.6;5.0;105.4;1.6;5.0
8096;Total sales;17400000 Made-up textile articles, excep;2001 November;105.5;0.1;5.2;105.5;0.1;5.2
8097;Total sales;17400000 Made-up textile articles, excep;2001 December;105.5;0.0;5.2;105.5;0.0;5.2
8098;Total sales;17400000 Made-up textile articles, excep;2001;104.0;;4.0;104.0;;4.0
8099;Total sales;17400000 Made-up textile articles, excep;2002 January;107.9;2.2;4.6;107.9;2.2;4.6
8100;Total sales;17400000 Made-up textile articles, excep;2002 February;107.9;0.0;4.6;107.9;0.0;4.6
8101;Total sales;17400000 Made-up textile articles, excep;2002 March;107.9;0.0;4.6;107.9;0.0;4.6
8102;Total sales;17400000 Made-up textile articles, excep;2002 April;107.9;0.0;4.2;107.9;0.0;4.2
8103;Total sales;17400000 Made-up textile articles, excep;2002 May;107.9;0.0;4.2;107.9;0.0;4.2
8104;Total sales;17400000 Made-up textile articles, excep;2002 June;107.9;-0.1;4.2;107.9;-0.1;4.2
8105;Total sales;17400000 Made-up textile articles, excep;2002 July;108.1;0.2;4.4;108.1;0.2;4.4
8106;Total sales;17400000 Made-up textile articles, excep;2002 August;108.1;0.0;4.1;108.1;0.0;4.1
8107;Total sales;17400000 Made-up textile articles, excep;2002 September;108.1;0.0;4.2;108.1;0.0;4.2
8108;Total sales;17400000 Made-up textile articles, excep;2002 October;108.2;0.1;2.6;108.2;0.1;2.6
8109;Total sales;17400000 Made-up textile articles, excep;2002 November;108.2;0.1;2.5;108.2;0.1;2.5
8110;Total sales;17400000 Made-up textile articles, excep;2002 December;108.4;0.1;2.7;108.4;0.1;2.7
8111;Total sales;17400000 Made-up textile articles, excep;2002;108.0;;3.9;108.0;;3.9
8112;Total sales;17400000 Made-up textile articles, excep;2003 January;109.7;1.2;1.7;109.7;1.2;1.7
8113;Total sales;17400000 Made-up textile articles, excep;2003 February;109.8;0.0;1.7;109.8;0.0;1.7
8114;Total sales;17400000 Made-up textile articles, excep;2003 March;109.8;0.0;1.7;109.8;0.0;1.7
8115;Total sales;17400000 Made-up textile articles, excep;2003 April;109.8;0.1;1.8;109.8;0.1;1.8
8116;Total sales;17400000 Made-up textile articles, excep;2003 May;109.8;0.0;1.8;109.8;0.0;1.8
8117;Total sales;17400000 Made-up textile articles, excep;2003 June;109.9;0.0;1.8;109.9;0.0;1.8
8118;Total sales;17400000 Made-up textile articles, excep;2003 July;109.6;-0.2;1.4;109.6;-0.2;1.4
8119;Total sales;17400000 Made-up textile articles, excep;2003 August;109.6;0.0;1.4;109.6;0.0;1.4
8120;Total sales;17400000 Made-up textile articles, excep;2003 September;109.8;0.2;1.6;109.8;0.2;1.6
8121;Total sales;17400000 Made-up textile articles, excep;2003 October;110.4;0.6;2.1;110.4;0.6;2.1
8122;Total sales;17400000 Made-up textile articles, excep;2003 November;110.4;0.0;2.0;110.4;0.0;2.0
8123;Total sales;17400000 Made-up textile articles, excep;2003 December;110.4;0.0;1.9;110.4;0.0;1.9
8124;Total sales;17400000 Made-up textile articles, excep;2003;109.9;;1.7;109.9;;1.7
8125;Total sales;17400000 Made-up textile articles, excep;2004 January;110.9;0.4;1.0;110.9;0.4;1.0
8126;Total sales;17400000 Made-up textile articles, excep;2004 February;111.1;0.2;1.2;111.1;0.2;1.2
8127;Total sales;17400000 Made-up textile articles, excep;2004 March;111.3;0.2;1.4;111.3;0.2;1.4
8128;Total sales;17400000 Made-up textile articles, excep;2004 April;111.3;0.0;1.3;111.3;0.0;1.3
8129;Total sales;17400000 Made-up textile articles, excep;2004 May;111.2;0.0;1.3;111.2;0.0;1.3
8130;Total sales;17400000 Made-up textile articles, excep;2004 June;111.1;-0.2;1.1;111.1;-0.2;1.1
8131;Total sales;17400000 Made-up textile articles, excep;2004 July;111.0;-0.1;1.3;111.0;-0.1;1.3
8132;Total sales;17400000 Made-up textile articles, excep;2004 August;111.1;0.1;1.4;111.1;0.1;1.4
8133;Total sales;17400000 Made-up textile articles, excep;2004 September;111.0;-0.2;1.0;111.0;-0.2;1.0
8134;Total sales;17400000 Made-up textile articles, excep;2004 October;111.0;0.0;0.5;111.0;0.0;0.5
8135;Total sales;17400000 Made-up textile articles, excep;2004 November;111.0;0.0;0.5;111.0;0.0;0.5
8136;Total sales;17400000 Made-up textile articles, excep;2004 December;111.0;0.0;0.5;111.0;0.0;0.5
8137;Total sales;17400000 Made-up textile articles, excep;2004;111.1;;1.0;111.1;;1.0
8138;Total sales;17400000 Made-up textile articles, excep;2005 January;111.7;0.6;0.7;111.7;0.6;0.7
8139;Total sales;17400000 Made-up textile articles, excep;2005 February;111.5;-0.1;0.4;111.5;-0.1;0.4
8140;Total sales;17400000 Made-up textile articles, excep;2005 March;111.5;0.0;0.2;111.5;0.0;0.2
8141;Total sales;17400000 Made-up textile articles, excep;2005 April;111.9;0.3;0.5;111.9;0.3;0.5
8142;Total sales;17400000 Made-up textile articles, excep;2005 May;112.1;0.2;0.8;112.1;0.2;0.8
8143;Total sales;17400000 Made-up textile articles, excep;2005 June;111.9;-0.2;0.7;111.9;-0.2;0.7
8144;Total sales;17400000 Made-up textile articles, excep;2005 July;113.2;1.2;2.0;113.2;1.2;2.0
8145;Total sales;17400000 Made-up textile articles, excep;2005 August;113.2;0.0;1.8;113.2;0.0;1.8
8146;Total sales;17400000 Made-up textile articles, excep;2005 September;113.6;0.4;2.4;113.6;0.4;2.4
8147;Total sales;17400000 Made-up textile articles, excep;2005 October;113.6;0.0;2.4;113.6;0.0;2.4
8148;Total sales;17400000 Made-up textile articles, excep;2005 November;113.6;-0.1;2.4;113.6;-0.1;2.4
8149;Total sales;17400000 Made-up textile articles, excep;2005 December;113.7;0.1;2.5;113.7;0.1;2.5
8150;Total sales;17400000 Made-up textile articles, excep;2005;112.6;;1.4;112.6;;1.4
8151;Total sales;17400000 Made-up textile articles, excep;2006 January;112.9;-0.7;1.1;112.9;-0.7;1.1
8152;Total sales;17400000 Made-up textile articles, excep;2006 February;112.8;0.0;1.2;112.8;0.0;1.2
8153;Total sales;17400000 Made-up textile articles, excep;2006 March;112.8;0.0;1.2;112.8;0.0;1.2
8154;Total sales;17400000 Made-up textile articles, excep;2006 April;113.3;0.4;1.3;113.3;0.4;1.3
8155;Total sales;17400000 Made-up textile articles, excep;2006 May;113.3;0.0;1.1;113.3;0.0;1.1
8156;Total sales;17400000 Made-up textile articles, excep;2006 June;113.3;0.0;1.2;113.3;0.0;1.2
8157;Total sales;17400000 Made-up textile articles, excep;2006 July;113.2;-0.1;0.0;113.2;-0.1;0.0
8158;Total sales;17400000 Made-up textile articles, excep;2006 August;113.2;0.0;0.0;113.2;0.0;0.0
8159;Total sales;17400000 Made-up textile articles, excep;2006 September;112.2;-0.8;-1.2;112.2;-0.8;-1.2
8160;Total sales;17400000 Made-up textile articles, excep;2006 October;112.3;0.1;-1.1;112.3;0.1;-1.1
8161;Total sales;17400000 Made-up textile articles, excep;2006 November;112.5;0.1;-1.0;112.5;0.1;-1.0
8162;Total sales;17400000 Made-up textile articles, excep;2006 December;112.6;0.1;-1.0;112.6;0.1;-1.0
8163;Total sales;17400000 Made-up textile articles, excep;2006;112.9;;0.2;112.9;;0.2
8164;Total sales;17400000 Made-up textile articles, excep;2007 January;113.9;1.1;0.9;113.9;1.1;0.9
8165;Total sales;17400000 Made-up textile articles, excep;2007 February;113.8;-0.1;0.8;113.8;-0.1;0.8
8166;Total sales;17400000 Made-up textile articles, excep;2007 March;113.8;0.1;0.9;113.8;0.1;0.9
8167;Total sales;17400000 Made-up textile articles, excep;2007 April;114.9;0.9;1.4;114.9;0.9;1.4
8168;Total sales;17400000 Made-up textile articles, excep;2007 May;114.9;0.0;1.4;114.9;0.0;1.4
8169;Total sales;17400000 Made-up textile articles, excep;2007 June;114.8;-0.1;1.4;114.8;-0.1;1.4
8170;Total sales;17400000 Made-up textile articles, excep;2007 July;115.0;0.1;1.6;115.0;0.1;1.6
8171;Total sales;17400000 Made-up textile articles, excep;2007 August;115.1;0.1;1.7;115.1;0.1;1.7
8172;Total sales;17400000 Made-up textile articles, excep;2007 September;115.0;-0.1;2.5;115.0;-0.1;2.5
8173;Total sales;17400000 Made-up textile articles, excep;2007 October;115.1;0.1;2.4;115.1;0.1;2.4
8174;Total sales;17400000 Made-up textile articles, excep;2007 November;115.2;0.1;2.5;115.2;0.1;2.5
8175;Total sales;17400000 Made-up textile articles, excep;2007 December;115.2;0.0;2.3;115.2;0.0;2.3
8176;Total sales;17400000 Made-up textile articles, excep;2007;114.7;;1.6;114.7;;1.6
8177;Total sales;17400000 Made-up textile articles, excep;2008 January;116.6;1.2;2.4;116.6;1.2;2.4
8178;Total sales;17400000 Made-up textile articles, excep;2008 February;116.7;0.1;2.6;116.7;0.1;2.6
8179;Total sales;17400000 Made-up textile articles, excep;2008 March;117.5;0.7;3.3;117.5;0.7;3.3
8180;Total sales;17400000 Made-up textile articles, excep;2008 April;117.5;-0.1;2.3;117.5;-0.1;2.3
8181;Total sales;17400000 Made-up textile articles, excep;2008 May;117.5;0.0;2.3;117.5;0.0;2.3
8182;Total sales;17400000 Made-up textile articles, excep;2008 June;117.6;0.1;2.5;117.6;0.1;2.5
8183;Total sales;17400000 Made-up textile articles, excep;2008 July;117.2;-0.4;1.9;117.2;-0.4;1.9
8184;Total sales;17400000 Made-up textile articles, excep;2008 August;117.2;0.0;1.8;117.2;0.0;1.8
8185;Total sales;17400000 Made-up textile articles, excep;2008 September;117.2;0.0;1.9;117.2;0.0;1.9
8186;Total sales;17400000 Made-up textile articles, excep;2008 October;117.3;0.1;1.9;117.3;0.1;1.9
8187;Total sales;17400000 Made-up textile articles, excep;2008 November;117.5;0.1;1.9;117.5;0.1;1.9
8188;Total sales;17400000 Made-up textile articles, excep;2008 December;117.4;-0.1;1.9;117.4;-0.1;1.9
8189;Total sales;17400000 Made-up textile articles, excep;2008;117.3;;2.2;117.3;;2.2
8190;Total sales;17500000 Other textiles;2000 January;99.3;;;99.3;;
8191;Total sales;17500000 Other textiles;2000 February;99.5;0.2;;99.5;0.2;
8192;Total sales;17500000 Other textiles;2000 March;99.7;0.3;;99.7;0.3;
8193;Total sales;17500000 Other textiles;2000 April;100.0;0.3;;100.0;0.3;
8194;Total sales;17500000 Other textiles;2000 May;100.1;0.0;;100.1;0.0;
8195;Total sales;17500000 Other textiles;2000 June;99.9;-0.2;;99.9;-0.2;
8196;Total sales;17500000 Other textiles;2000 July;100.0;0.2;;100.0;0.2;
8197;Total sales;17500000 Other textiles;2000 August;100.3;0.3;;100.3;0.3;
8198;Total sales;17500000 Other textiles;2000 September;100.2;-0.1;;100.2;-0.1;
8199;Total sales;17500000 Other textiles;2000 October;100.4;0.2;;100.4;0.2;
8200;Total sales;17500000 Other textiles;2000 November;100.4;-0.1;;100.4;-0.1;
8201;Total sales;17500000 Other textiles;2000 December;100.2;-0.2;;100.2;-0.2;
8202;Total sales;17500000 Other textiles;2000;100.0;;;100.0;;
8203;Total sales;17500000 Other textiles;2001 January;101.0;0.8;1.7;101.0;0.8;1.7
8204;Total sales;17500000 Other textiles;2001 February;101.2;0.2;1.8;101.2;0.2;1.8
8205;Total sales;17500000 Other textiles;2001 March;101.3;0.0;1.5;101.3;0.0;1.5
8206;Total sales;17500000 Other textiles;2001 April;101.7;0.4;1.6;101.7;0.4;1.6
8207;Total sales;17500000 Other textiles;2001 May;101.7;0.0;1.7;101.7;0.0;1.7
8208;Total sales;17500000 Other textiles;2001 June;101.7;0.0;1.9;101.7;0.0;1.9
8209;Total sales;17500000 Other textiles;2001 July;101.7;0.0;1.7;101.7;0.0;1.7
8210;Total sales;17500000 Other textiles;2001 August;101.5;-0.2;1.2;101.5;-0.2;1.2
8211;Total sales;17500000 Other textiles;2001 September;101.5;0.0;1.3;101.5;0.0;1.3
8212;Total sales;17500000 Other textiles;2001 October;101.5;0.0;1.0;101.5;0.0;1.0
8213;Total sales;17500000 Other textiles;2001 November;101.5;0.1;1.1;101.5;0.1;1.1
8214;Total sales;17500000 Other textiles;2001 December;101.4;-0.2;1.2;101.4;-0.2;1.2
8215;Total sales;17500000 Other textiles;2001;101.5;;1.5;101.5;;1.5
8216;Total sales;17500000 Other textiles;2002 January;101.1;-0.2;0.1;101.1;-0.2;0.1
8217;Total sales;17500000 Other textiles;2002 February;101.1;-0.1;-0.2;101.1;-0.1;-0.2
8218;Total sales;17500000 Other textiles;2002 March;101.1;0.0;-0.2;101.1;0.0;-0.2
8219;Total sales;17500000 Other textiles;2002 April;101.5;0.4;-0.1;101.5;0.4;-0.1
8220;Total sales;17500000 Other textiles;2002 May;101.4;-0.1;-0.3;101.4;-0.1;-0.3
8221;Total sales;17500000 Other textiles;2002 June;101.3;-0.1;-0.4;101.3;-0.1;-0.4
8222;Total sales;17500000 Other textiles;2002 July;101.4;0.1;-0.3;101.4;0.1;-0.3
8223;Total sales;17500000 Other textiles;2002 August;101.5;0.1;0.0;101.5;0.1;0.0
8224;Total sales;17500000 Other textiles;2002 September;101.5;0.1;0.0;101.5;0.1;0.0
8225;Total sales;17500000 Other textiles;2002 October;101.8;0.3;0.4;101.8;0.3;0.4
8226;Total sales;17500000 Other textiles;2002 November;101.8;0.0;0.3;101.8;0.0;0.3
8227;Total sales;17500000 Other textiles;2002 December;101.6;-0.2;0.2;101.6;-0.2;0.2
8228;Total sales;17500000 Other textiles;2002;101.4;;0.0;101.4;;0.0
8229;Total sales;17500000 Other textiles;2003 January;102.7;1.1;1.5;102.7;1.1;1.5
8230;Total sales;17500000 Other textiles;2003 February;102.6;-0.1;1.5;102.6;-0.1;1.5
8231;Total sales;17500000 Other textiles;2003 March;102.4;-0.2;1.3;102.4;-0.2;1.3
8232;Total sales;17500000 Other textiles;2003 April;102.6;0.2;1.1;102.6;0.2;1.1
8233;Total sales;17500000 Other textiles;2003 May;102.6;-0.1;1.1;102.6;-0.1;1.1
8234;Total sales;17500000 Other textiles;2003 June;102.6;0.0;1.2;102.6;0.0;1.2
8235;Total sales;17500000 Other textiles;2003 July;102.5;-0.1;1.1;102.5;-0.1;1.1
8236;Total sales;17500000 Other textiles;2003 August;102.6;0.1;1.1;102.6;0.1;1.1
8237;Total sales;17500000 Other textiles;2003 September;102.5;-0.1;0.9;102.5;-0.1;0.9
8238;Total sales;17500000 Other textiles;2003 October;102.3;-0.1;0.5;102.3;-0.1;0.5
8239;Total sales;17500000 Other textiles;2003 November;102.4;0.0;0.6;102.4;0.0;0.6
8240;Total sales;17500000 Other textiles;2003 December;102.3;-0.1;0.7;102.3;-0.1;0.7
8241;Total sales;17500000 Other textiles;2003;102.5;;1.1;102.5;;1.1
8242;Total sales;17500000 Other textiles;2004 January;102.9;0.6;0.2;102.9;0.6;0.2
8243;Total sales;17500000 Other textiles;2004 February;103.0;0.1;0.4;103.0;0.1;0.4
8244;Total sales;17500000 Other textiles;2004 March;103.1;0.1;0.8;103.1;0.1;0.8
8245;Total sales;17500000 Other textiles;2004 April;103.2;0.1;0.6;103.2;0.1;0.6
8246;Total sales;17500000 Other textiles;2004 May;103.3;0.1;0.7;103.3;0.1;0.7
8247;Total sales;17500000 Other textiles;2004 June;103.2;0.0;0.7;103.2;0.0;0.7
8248;Total sales;17500000 Other textiles;2004 July;103.3;0.0;0.8;103.3;0.0;0.8
8249;Total sales;17500000 Other textiles;2004 August;103.4;0.2;0.8;103.4;0.2;0.8
8250;Total sales;17500000 Other textiles;2004 September;103.1;-0.3;0.6;103.1;-0.3;0.6
8251;Total sales;17500000 Other textiles;2004 October;104.0;0.9;1.7;104.0;0.9;1.7
8252;Total sales;17500000 Other textiles;2004 November;103.8;-0.2;1.4;103.8;-0.2;1.4
8253;Total sales;17500000 Other textiles;2004 December;103.9;0.1;1.6;103.9;0.1;1.6
8254;Total sales;17500000 Other textiles;2004;103.4;;0.8;103.4;;0.8
8255;Total sales;17500000 Other textiles;2005 January;105.3;1.3;2.3;105.3;1.3;2.3
8256;Total sales;17500000 Other textiles;2005 February;105.2;-0.1;2.1;105.2;-0.1;2.1
8257;Total sales;17500000 Other textiles;2005 March;105.1;-0.1;1.9;105.1;-0.1;1.9
8258;Total sales;17500000 Other textiles;2005 April;104.5;-0.6;1.3;104.5;-0.6;1.3
8259;Total sales;17500000 Other textiles;2005 May;105.0;0.5;1.7;105.0;0.5;1.7
8260;Total sales;17500000 Other textiles;2005 June;104.8;-0.3;1.5;104.8;-0.3;1.5
8261;Total sales;17500000 Other textiles;2005 July;104.9;0.2;1.6;104.9;0.2;1.6
8262;Total sales;17500000 Other textiles;2005 August;104.7;-0.2;1.2;104.7;-0.2;1.2
8263;Total sales;17500000 Other textiles;2005 September;104.6;-0.1;1.4;104.6;-0.1;1.4
8264;Total sales;17500000 Other textiles;2005 October;105.5;0.9;1.4;105.5;0.9;1.4
8265;Total sales;17500000 Other textiles;2005 November;105.7;0.1;1.8;105.7;0.1;1.8
8266;Total sales;17500000 Other textiles;2005 December;105.9;0.2;1.9;105.9;0.2;1.9
8267;Total sales;17500000 Other textiles;2005;105.1;;1.7;105.1;;1.7
8268;Total sales;17500000 Other textiles;2006 January;106.3;0.4;1.0;106.3;0.4;1.0
8269;Total sales;17500000 Other textiles;2006 February;106.7;0.3;1.4;106.7;0.3;1.4
8270;Total sales;17500000 Other textiles;2006 March;106.1;-0.5;0.9;106.1;-0.5;0.9
8271;Total sales;17500000 Other textiles;2006 April;105.9;-0.2;1.4;105.9;-0.2;1.4
8272;Total sales;17500000 Other textiles;2006 May;106.0;0.0;0.9;106.0;0.0;0.9
8273;Total sales;17500000 Other textiles;2006 June;105.9;-0.1;1.1;105.9;-0.1;1.1
8274;Total sales;17500000 Other textiles;2006 July;106.0;0.1;1.0;106.0;0.1;1.0
8275;Total sales;17500000 Other textiles;2006 August;106.2;0.2;1.5;106.2;0.2;1.5
8276;Total sales;17500000 Other textiles;2006 September;106.4;0.1;1.7;106.4;0.1;1.7
8277;Total sales;17500000 Other textiles;2006 October;106.6;0.2;1.0;106.6;0.2;1.0
8278;Total sales;17500000 Other textiles;2006 November;106.1;-0.5;0.4;106.1;-0.5;0.4
8279;Total sales;17500000 Other textiles;2006 December;106.2;0.1;0.3;106.2;0.1;0.3
8280;Total sales;17500000 Other textiles;2006;106.2;;1.0;106.2;;1.0
8281;Total sales;17500000 Other textiles;2007 January;108.3;2.0;1.9;108.3;2.0;1.9
8282;Total sales;17500000 Other textiles;2007 February;107.9;-0.4;1.2;107.9;-0.4;1.2
8283;Total sales;17500000 Other textiles;2007 March;107.7;-0.2;1.5;107.7;-0.2;1.5
8284;Total sales;17500000 Other textiles;2007 April;108.2;0.5;2.1;108.2;0.5;2.1
8285;Total sales;17500000 Other textiles;2007 May;107.9;-0.3;1.8;107.9;-0.3;1.8
8286;Total sales;17500000 Other textiles;2007 June;107.9;0.1;1.9;107.9;0.1;1.9
8287;Total sales;17500000 Other textiles;2007 July;108.0;0.1;1.9;108.0;0.1;1.9
8288;Total sales;17500000 Other textiles;2007 August;107.9;-0.1;1.6;107.9;-0.1;1.6
8289;Total sales;17500000 Other textiles;2007 September;107.9;0.0;1.5;107.9;0.0;1.5
8290;Total sales;17500000 Other textiles;2007 October;108.2;0.2;1.5;108.2;0.2;1.5
8291;Total sales;17500000 Other textiles;2007 November;107.9;-0.2;1.8;107.9;-0.2;1.8
8292;Total sales;17500000 Other textiles;2007 December;107.9;0.0;1.6;107.9;0.0;1.6
8293;Total sales;17500000 Other textiles;2007;108.0;;1.7;108.0;;1.7
8294;Total sales;17500000 Other textiles;2008 January;109.9;1.8;1.5;109.9;1.8;1.5
8295;Total sales;17500000 Other textiles;2008 February;110.1;0.2;2.0;110.1;0.2;2.0
8296;Total sales;17500000 Other textiles;2008 March;109.9;-0.1;2.1;109.9;-0.1;2.1
8297;Total sales;17500000 Other textiles;2008 April;109.8;-0.2;1.5;109.8;-0.2;1.5
8298;Total sales;17500000 Other textiles;2008 May;110.0;0.3;2.0;110.0;0.3;2.0
8299;Total sales;17500000 Other textiles;2008 June;110.2;0.1;2.1;110.2;0.1;2.1
8300;Total sales;17500000 Other textiles;2008 July;110.8;0.5;2.5;110.8;0.5;2.5
8301;Total sales;17500000 Other textiles;2008 August;110.8;0.1;2.7;110.8;0.1;2.7
8302;Total sales;17500000 Other textiles;2008 September;110.9;0.1;2.8;110.9;0.1;2.8
8303;Total sales;17500000 Other textiles;2008 October;110.9;0.0;2.6;110.9;0.0;2.6
8304;Total sales;17500000 Other textiles;2008 November;111.1;0.1;2.9;111.1;0.1;2.9
8305;Total sales;17500000 Other textiles;2008 December;110.7;-0.3;2.6;110.7;-0.3;2.6
8306;Total sales;17500000 Other textiles;2008;110.4;;2.3;110.4;;2.3
8307;Total sales;17510000 Carpets and rugs;2000 January;99.4;;;99.4;;
