ID;Geslacht;Leeftijd;RegioS;Perioden;Bevolking_1;k_1BasisonderwijsVmboMbo1_2;k_2HavoVwoMbo24_3;k_3HboWo_4;k_11Basisonderwijs_5;k_12VmboHavoVwoOnderbouwMbo1_6;k_21HavoVwoMbo24_7;k_31HboWoBachelor_8;k_32HboWoMasterDoctor_9;k_111Basisonderwijs_10;k_121VmboBKMbo1_11;k_122VmboGTHavoVwoOnderbouw_12;k_211Mbo2EnMbo3_13;k_212Mbo4_14;k_213HavoVwo_15;k_311HboWoBachelor_16;k_321HboWoMasterDoctor_17
4370;Totaal mannen en vrouwen;15 tot 75 jaar;Stichtse Vecht;2016;48400.0;27.0;40.6;32.4;7.8;19.2;40.6;19.9;12.5;7.8;10.2;9.0;16.0;14.6;9.9;19.9;12.5
4371;Totaal mannen en vrouwen;15 tot 75 jaar;Stichtse Vecht;2017;48300.0;27.2;40.0;32.8;8.3;18.9;40.0;20.0;12.8;8.3;9.7;9.2;15.9;14.4;9.7;20.0;12.8
4372;Totaal mannen en vrouwen;15 tot 75 jaar;Stichtse Vecht;2018;48300.0;27.0;39.7;33.3;8.5;18.5;39.7;20.3;13.0;8.5;9.3;9.2;15.5;14.4;9.8;20.3;13.0
4373;Totaal mannen en vrouwen;15 tot 75 jaar;Stichtse Vecht;2019;48400.0;26.1;39.8;34.1;7.5;18.5;39.8;20.6;13.6;7.5;9.3;9.2;15.3;14.2;10.2;20.6;13.6
4374;Totaal mannen en vrouwen;15 tot 75 jaar;Stichtse Vecht;2020;48600.0;25.3;40.1;34.7;7.6;17.6;40.1;20.7;14.0;7.6;9.0;8.7;15.4;14.5;10.2;20.7;14.0
4375;Totaal mannen en vrouwen;15 tot 75 jaar;Stichtse Vecht;2021;48400.0;24.4;39.0;36.7;7.1;17.3;39.0;22.0;14.6;7.1;8.7;8.6;14.5;14.7;9.8;22.0;14.6
4376;Totaal mannen en vrouwen;15 tot 75 jaar;Stichtse Vecht;2022;48400.0;24.9;38.9;36.2;7.7;17.2;38.9;21.6;14.6;7.7;8.8;8.3;14.4;14.7;9.8;21.6;14.6
4377;Totaal mannen en vrouwen;15 tot 75 jaar;Stichtse Vecht;2023;48200.0;23.5;39.0;37.5;6.9;16.6;39.0;22.3;15.2;6.9;8.7;8.0;14.3;14.3;10.3;22.3;15.2
4378;Totaal mannen en vrouwen;15 tot 75 jaar;Strijen;2013;6800.0;34.4;47.3;18.3;8.1;26.3;47.3;14.0;4.3;8.1;17.3;9.0;23.5;16.6;7.2;14.0;4.3
4379;Totaal mannen en vrouwen;15 tot 75 jaar;Strijen;2014;6800.0;33.7;47.4;18.9;7.8;25.9;47.4;14.3;4.6;7.8;17.0;9.0;23.4;16.6;7.4;14.3;4.6
4380;Totaal mannen en vrouwen;15 tot 75 jaar;Strijen;2015;6800.0;32.4;48.7;19.0;8.0;24.4;48.7;14.5;4.4;8.0;15.0;9.4;24.1;17.2;7.4;14.5;4.4
4381;Totaal mannen en vrouwen;15 tot 75 jaar;Strijen;2016;6800.0;32.2;48.9;18.9;7.4;24.8;48.9;14.4;4.5;7.4;15.5;9.3;23.3;17.6;8.0;14.4;4.5
4382;Totaal mannen en vrouwen;15 tot 75 jaar;Strijen;2017;6900.0;31.6;49.0;19.3;7.3;24.3;49.0;14.7;4.7;7.3;14.7;9.6;21.7;19.0;8.3;14.7;4.7
4383;Totaal mannen en vrouwen;15 tot 75 jaar;Strijen;2018;6900.0;31.0;48.0;21.0;7.8;23.2;48.0;15.9;5.1;7.8;13.8;9.4;20.9;18.5;8.6;15.9;5.1
4384;Totaal mannen en vrouwen;15 tot 75 jaar;Strijen;2019;;;;;;;;;;;;;;;;;
4385;Totaal mannen en vrouwen;15 tot 75 jaar;Strijen;2020;;;;;;;;;;;;;;;;;
4386;Totaal mannen en vrouwen;15 tot 75 jaar;Strijen;2021;;;;;;;;;;;;;;;;;
4387;Totaal mannen en vrouwen;15 tot 75 jaar;Strijen;2022;;;;;;;;;;;;;;;;;
4388;Totaal mannen en vrouwen;15 tot 75 jaar;Strijen;2023;;;;;;;;;;;;;;;;;
4389;Totaal mannen en vrouwen;15 tot 75 jaar;Súdwest-Fryslân;2013;60900.0;32.6;45.7;21.7;9.7;22.9;45.7;16.9;4.8;9.7;14.9;8.1;20.5;19.0;6.2;16.9;4.8
4390;Totaal mannen en vrouwen;15 tot 75 jaar;Súdwest-Fryslân;2014;62200.0;32.4;45.8;21.7;9.7;22.7;45.8;16.8;4.9;9.7;14.2;8.4;20.4;18.9;6.5;16.8;4.9
4391;Totaal mannen en vrouwen;15 tot 75 jaar;Súdwest-Fryslân;2015;62200.0;31.8;46.1;22.1;9.7;22.1;46.1;16.9;5.2;9.7;13.6;8.5;20.2;19.3;6.6;16.9;5.2
4392;Totaal mannen en vrouwen;15 tot 75 jaar;Súdwest-Fryslân;2016;62200.0;31.4;46.4;22.2;9.4;21.9;46.4;16.9;5.3;9.4;13.7;8.2;20.2;19.5;6.7;16.9;5.3
4393;Totaal mannen en vrouwen;15 tot 75 jaar;Súdwest-Fryslân;2017;62400.0;30.5;46.5;23.0;8.8;21.7;46.5;17.6;5.4;8.8;13.4;8.3;19.9;19.6;6.9;17.6;5.4
4394;Totaal mannen en vrouwen;15 tot 75 jaar;Súdwest-Fryslân;2018;66600.0;29.7;46.6;23.6;8.3;21.4;46.6;18.0;5.7;8.3;13.2;8.2;19.8;19.9;6.9;18.0;5.7
4395;Totaal mannen en vrouwen;15 tot 75 jaar;Súdwest-Fryslân;2019;66600.0;29.0;46.9;24.1;8.3;20.8;46.9;18.4;5.7;8.3;12.6;8.1;19.5;20.3;7.1;18.4;5.7
4396;Totaal mannen en vrouwen;15 tot 75 jaar;Súdwest-Fryslân;2020;66600.0;27.9;47.4;24.8;7.4;20.5;47.4;18.9;5.9;7.4;12.6;7.9;19.6;20.3;7.4;18.9;5.9
4397;Totaal mannen en vrouwen;15 tot 75 jaar;Súdwest-Fryslân;2021;66600.0;26.9;47.9;25.2;7.0;19.9;47.9;19.2;6.0;7.0;12.0;8.0;19.8;20.8;7.2;19.2;6.0
4398;Totaal mannen en vrouwen;15 tot 75 jaar;Súdwest-Fryslân;2022;66700.0;26.7;47.7;25.7;7.0;19.6;47.7;19.5;6.1;7.0;11.6;8.0;19.4;21.0;7.2;19.5;6.1
4399;Totaal mannen en vrouwen;15 tot 75 jaar;Súdwest-Fryslân;2023;66200.0;26.8;47.1;26.2;7.4;19.3;47.1;19.9;6.3;7.4;11.6;7.7;19.3;21.0;6.7;19.9;6.3
4400;Totaal mannen en vrouwen;15 tot 75 jaar;Terneuzen;2013;41000.0;36.2;46.0;17.8;11.7;24.5;46.0;13.3;4.5;11.7;17.0;7.5;23.8;15.7;6.5;13.3;4.5
4401;Totaal mannen en vrouwen;15 tot 75 jaar;Terneuzen;2014;40900.0;35.2;47.4;17.4;10.9;24.3;47.4;13.1;4.3;10.9;16.7;7.6;24.1;16.0;7.3;13.1;4.3
4402;Totaal mannen en vrouwen;15 tot 75 jaar;Terneuzen;2015;40900.0;36.0;46.2;17.8;11.6;24.5;46.2;13.4;4.4;11.6;16.1;8.4;23.4;15.6;7.2;13.4;4.4
4403;Totaal mannen en vrouwen;15 tot 75 jaar;Terneuzen;2016;40900.0;34.6;47.7;17.7;10.9;23.7;47.7;13.4;4.3;10.9;16.1;7.6;25.4;15.7;6.6;13.4;4.3
4404;Totaal mannen en vrouwen;15 tot 75 jaar;Terneuzen;2017;40800.0;35.6;46.7;17.7;10.4;25.2;46.7;13.4;4.3;10.4;16.8;8.4;23.9;15.8;7.0;13.4;4.3
4405;Totaal mannen en vrouwen;15 tot 75 jaar;Terneuzen;2018;40800.0;34.7;45.6;19.7;10.1;24.6;45.6;14.7;5.0;10.1;16.6;8.0;23.4;15.3;6.9;14.7;5.0
4406;Totaal mannen en vrouwen;15 tot 75 jaar;Terneuzen;2019;40700.0;34.4;45.6;19.9;10.7;23.7;45.6;14.8;5.2;10.7;16.5;7.3;22.8;16.1;6.7;14.8;5.2
4407;Totaal mannen en vrouwen;15 tot 75 jaar;Terneuzen;2020;40600.0;33.3;47.5;19.3;10.0;23.2;47.5;14.2;5.1;10.0;16.2;7.1;23.9;16.5;7.1;14.2;5.1
4408;Totaal mannen en vrouwen;15 tot 75 jaar;Terneuzen;2021;40400.0;32.7;45.6;21.7;11.1;21.6;45.6;15.4;6.3;11.1;15.0;6.6;22.8;14.9;7.9;15.4;6.3
4409;Totaal mannen en vrouwen;15 tot 75 jaar;Terneuzen;2022;40500.0;33.3;45.9;20.8;12.3;21.0;45.9;15.0;5.8;12.3;14.9;6.1;23.2;15.2;7.5;15.0;5.8
4410;Totaal mannen en vrouwen;15 tot 75 jaar;Terneuzen;2023;40300.0;34.2;44.9;20.9;12.8;21.3;44.9;14.8;6.1;12.8;13.6;7.7;21.3;15.2;8.3;14.8;6.1
4411;Totaal mannen en vrouwen;15 tot 75 jaar;Terschelling;2013;3800.0;37.9;41.7;20.4;12.7;25.2;41.7;14.2;6.2;12.7;16.5;8.7;15.8;10.1;15.7;14.2;6.2
4412;Totaal mannen en vrouwen;15 tot 75 jaar;Terschelling;2014;3800.0;37.1;42.3;20.5;12.7;24.5;42.3;14.9;5.7;12.7;16.4;8.0;15.3;11.2;15.8;14.9;5.7
4413;Totaal mannen en vrouwen;15 tot 75 jaar;Terschelling;2015;3800.0;30.3;49.1;20.6;10.5;19.8;49.1;13.9;6.7;10.5;12.4;7.5;13.6;18.0;17.5;13.9;6.7
4414;Totaal mannen en vrouwen;15 tot 75 jaar;Terschelling;2016;3900.0;30.4;48.8;20.7;10.0;20.4;48.8;15.2;5.5;10.0;13.6;6.8;13.3;18.4;17.1;15.2;5.5
4415;Totaal mannen en vrouwen;15 tot 75 jaar;Terschelling;2017;3900.0;26.0;52.1;22.0;7.7;18.3;52.1;16.3;5.7;7.7;11.4;6.9;15.3;18.0;18.8;16.3;5.7
4416;Totaal mannen en vrouwen;15 tot 75 jaar;Terschelling;2018;3900.0;26.0;51.3;22.7;7.0;19.0;51.3;18.3;4.4;7.0;11.3;7.8;15.8;17.9;17.7;18.3;4.4
4417;Totaal mannen en vrouwen;15 tot 75 jaar;Terschelling;2019;3900.0;25.1;50.7;24.2;8.4;16.7;50.7;20.0;4.2;8.4;10.1;6.6;17.1;16.8;16.8;20.0;4.2
4418;Totaal mannen en vrouwen;15 tot 75 jaar;Terschelling;2020;3800.0;24.1;50.8;25.1;6.9;17.2;50.8;20.5;4.6;6.9;10.1;7.0;17.2;16.6;17.1;20.5;4.6
4419;Totaal mannen en vrouwen;15 tot 75 jaar;Terschelling;2021;3900.0;20.1;52.1;27.8;4.2;15.9;52.1;21.4;6.4;4.2;9.2;6.7;16.7;18.5;17.0;21.4;6.4
4420;Totaal mannen en vrouwen;15 tot 75 jaar;Terschelling;2022;3800.0;20.2;52.3;27.5;4.6;15.6;52.3;21.4;6.1;4.6;8.6;7.0;16.4;19.3;16.6;21.4;6.1
4421;Totaal mannen en vrouwen;15 tot 75 jaar;Terschelling;2023;3700.0;20.6;51.4;28.1;5.0;15.6;51.4;21.9;6.1;5.0;8.5;7.1;16.2;19.6;15.6;21.9;6.1
4422;Totaal mannen en vrouwen;15 tot 75 jaar;Texel;2013;10300.0;33.2;46.5;20.2;9.1;24.2;46.5;14.7;5.5;9.1;16.9;7.3;23.4;15.9;7.2;14.7;5.5
4423;Totaal mannen en vrouwen;15 tot 75 jaar;Texel;2014;10400.0;32.5;46.8;20.7;8.2;24.3;46.8;14.9;5.8;8.2;16.3;8.0;22.6;14.0;10.3;14.9;5.8
4424;Totaal mannen en vrouwen;15 tot 75 jaar;Texel;2015;10500.0;34.2;45.4;20.4;9.3;24.9;45.4;14.6;5.8;9.3;17.0;7.9;23.4;14.6;7.4;14.6;5.8
4425;Totaal mannen en vrouwen;15 tot 75 jaar;Texel;2016;10500.0;34.4;44.7;20.9;8.4;26.0;44.7;15.3;5.7;8.4;17.9;8.1;22.5;14.6;7.6;15.3;5.7
4426;Totaal mannen en vrouwen;15 tot 75 jaar;Texel;2017;10600.0;32.3;46.4;21.4;8.0;24.2;46.4;15.5;5.9;8.0;16.1;8.1;22.9;15.0;8.5;15.5;5.9
4427;Totaal mannen en vrouwen;15 tot 75 jaar;Texel;2018;10500.0;30.7;46.9;22.4;7.2;23.5;46.9;15.9;6.5;7.2;15.6;7.9;23.0;15.2;8.7;15.9;6.5
4428;Totaal mannen en vrouwen;15 tot 75 jaar;Texel;2019;10400.0;30.2;47.0;22.8;7.0;23.2;47.0;16.1;6.6;7.0;15.1;8.0;23.5;14.9;8.6;16.1;6.6
4429;Totaal mannen en vrouwen;15 tot 75 jaar;Texel;2020;10400.0;28.5;47.7;23.7;6.6;21.9;47.7;17.0;6.8;6.6;13.7;8.2;23.2;15.4;9.1;17.0;6.8
4430;Totaal mannen en vrouwen;15 tot 75 jaar;Texel;2021;10400.0;26.4;49.1;24.5;6.5;19.9;49.1;16.8;7.7;6.5;12.0;7.9;23.4;16.1;9.6;16.8;7.7
4431;Totaal mannen en vrouwen;15 tot 75 jaar;Texel;2022;10500.0;24.9;49.7;25.4;6.3;18.6;49.7;16.7;8.7;6.3;11.4;7.1;24.0;16.0;9.7;16.7;8.7
4432;Totaal mannen en vrouwen;15 tot 75 jaar;Texel;2023;10400.0;25.9;47.7;26.5;6.9;19.0;47.7;17.2;9.2;6.9;11.7;7.2;23.5;16.0;8.2;17.2;9.2
4433;Totaal mannen en vrouwen;15 tot 75 jaar;Teylingen;2013;26400.0;27.1;43.2;29.7;6.7;20.4;43.2;18.0;11.7;6.7;11.0;9.4;17.0;14.1;12.1;18.0;11.7
4434;Totaal mannen en vrouwen;15 tot 75 jaar;Teylingen;2014;26300.0;26.9;43.2;30.0;6.5;20.4;43.2;18.4;11.5;6.5;10.9;9.5;16.9;14.3;12.0;18.4;11.5
4435;Totaal mannen en vrouwen;15 tot 75 jaar;Teylingen;2015;26500.0;26.3;43.3;30.3;6.6;19.7;43.3;18.6;11.7;6.6;10.3;9.4;16.6;15.2;11.5;18.6;11.7
4436;Totaal mannen en vrouwen;15 tot 75 jaar;Teylingen;2016;26800.0;26.1;42.4;31.5;6.3;19.7;42.4;18.7;12.9;6.3;10.2;9.5;16.3;14.8;11.3;18.7;12.9
4437;Totaal mannen en vrouwen;15 tot 75 jaar;Teylingen;2017;27300.0;24.9;43.6;31.5;5.7;19.2;43.6;19.3;12.2;5.7;9.9;9.3;16.0;15.2;12.4;19.3;12.2
4438;Totaal mannen en vrouwen;15 tot 75 jaar;Teylingen;2018;27700.0;24.4;42.6;33.0;5.9;18.6;42.6;19.9;13.1;5.9;9.5;9.1;15.7;15.1;11.7;19.9;13.1
4439;Totaal mannen en vrouwen;15 tot 75 jaar;Teylingen;2019;28000.0;23.2;42.5;34.3;5.6;17.6;42.5;20.9;13.4;5.6;8.8;8.8;15.4;15.0;12.1;20.9;13.4
4440;Totaal mannen en vrouwen;15 tot 75 jaar;Teylingen;2020;28300.0;22.2;43.4;34.5;5.1;17.0;43.4;21.0;13.5;5.1;8.6;8.4;15.1;15.0;13.3;21.0;13.5
4441;Totaal mannen en vrouwen;15 tot 75 jaar;Teylingen;2021;28400.0;22.2;43.0;34.8;4.8;17.4;43.0;21.0;13.8;4.8;8.7;8.6;15.0;15.8;12.1;21.0;13.8
4442;Totaal mannen en vrouwen;15 tot 75 jaar;Teylingen;2022;28800.0;21.0;43.6;35.4;4.7;16.2;43.6;21.1;14.3;4.7;8.2;8.0;15.1;16.0;12.4;21.1;14.3
4443;Totaal mannen en vrouwen;15 tot 75 jaar;Teylingen;2023;28600.0;21.4;42.2;36.4;5.2;16.2;42.2;21.8;14.7;5.2;8.5;7.7;14.6;15.7;11.9;21.8;14.7
4444;Totaal mannen en vrouwen;15 tot 75 jaar;Tholen;2013;18600.0;39.3;46.3;14.3;11.5;27.8;46.3;10.9;3.4;11.5;19.1;8.7;24.3;16.6;5.4;10.9;3.4
4445;Totaal mannen en vrouwen;15 tot 75 jaar;Tholen;2014;18700.0;38.8;46.8;14.4;11.3;27.5;46.8;11.2;3.2;11.3;18.8;8.7;24.4;17.1;5.3;11.2;3.2
4446;Totaal mannen en vrouwen;15 tot 75 jaar;Tholen;2015;18700.0;37.8;47.3;14.9;11.0;26.8;47.3;11.7;3.2;11.0;18.7;8.1;24.2;17.5;5.6;11.7;3.2
4447;Totaal mannen en vrouwen;15 tot 75 jaar;Tholen;2016;18700.0;37.1;47.8;15.1;10.9;26.1;47.8;11.9;3.2;10.9;18.1;8.1;24.2;17.9;5.7;11.9;3.2
4448;Totaal mannen en vrouwen;15 tot 75 jaar;Tholen;2017;18800.0;36.8;47.5;15.6;10.7;26.1;47.5;12.2;3.4;10.7;18.1;8.0;24.3;17.6;5.6;12.2;3.4
4449;Totaal mannen en vrouwen;15 tot 75 jaar;Tholen;2018;19000.0;40.8;44.2;15.0;9.9;31.0;44.2;11.9;3.0;9.9;16.6;14.4;22.3;16.5;5.3;11.9;3.0
4450;Totaal mannen en vrouwen;15 tot 75 jaar;Tholen;2019;18900.0;36.5;47.4;16.1;9.8;26.7;47.4;12.8;3.3;9.8;15.8;10.8;24.2;17.4;5.8;12.8;3.3
4451;Totaal mannen en vrouwen;15 tot 75 jaar;Tholen;2020;19100.0;35.3;48.2;16.5;9.1;26.1;48.2;13.0;3.6;9.1;15.3;10.8;24.0;18.1;6.2;13.0;3.6
4452;Totaal mannen en vrouwen;15 tot 75 jaar;Tholen;2021;19200.0;35.5;47.6;16.9;9.1;26.4;47.6;13.3;3.7;9.1;14.1;12.2;23.3;18.1;6.1;13.3;3.7
4453;Totaal mannen en vrouwen;15 tot 75 jaar;Tholen;2022;19500.0;35.4;47.1;17.5;8.7;26.7;47.1;13.8;3.6;8.7;14.0;12.7;22.9;18.1;6.1;13.8;3.6
4454;Totaal mannen en vrouwen;15 tot 75 jaar;Tholen;2023;19400.0;32.4;48.3;19.3;9.3;23.1;48.3;15.4;3.9;9.3;13.9;9.2;24.2;18.2;5.9;15.4;3.9
4455;Totaal mannen en vrouwen;15 tot 75 jaar;Tiel;2013;31700.0;40.9;40.1;19.0;13.9;27.0;40.1;14.0;5.0;13.9;18.2;8.7;18.2;14.7;7.2;14.0;5.0
4456;Totaal mannen en vrouwen;15 tot 75 jaar;Tiel;2014;31600.0;39.1;41.2;19.7;14.0;25.1;41.2;14.3;5.4;14.0;16.2;8.9;18.4;15.4;7.3;14.3;5.4
4457;Totaal mannen en vrouwen;15 tot 75 jaar;Tiel;2015;31600.0;38.6;41.3;20.1;13.7;24.8;41.3;14.5;5.6;13.7;15.5;9.3;18.3;15.6;7.4;14.5;5.6
4458;Totaal mannen en vrouwen;15 tot 75 jaar;Tiel;2016;31700.0;38.3;41.7;19.9;13.5;24.8;41.7;14.4;5.5;13.5;15.3;9.6;18.5;15.7;7.5;14.4;5.5
4459;Totaal mannen en vrouwen;15 tot 75 jaar;Tiel;2017;31900.0;36.9;43.6;19.6;13.0;23.9;43.6;14.1;5.5;13.0;14.5;9.4;18.6;15.6;9.3;14.1;5.5
4460;Totaal mannen en vrouwen;15 tot 75 jaar;Tiel;2018;32400.0;37.0;43.1;19.9;13.1;23.9;43.1;14.3;5.6;13.1;14.5;9.4;19.0;16.1;7.9;14.3;5.6
4461;Totaal mannen en vrouwen;15 tot 75 jaar;Tiel;2019;32600.0;35.6;43.3;21.1;12.7;22.9;43.3;15.3;5.8;12.7;13.9;9.0;19.0;15.8;8.5;15.3;5.8
4462;Totaal mannen en vrouwen;15 tot 75 jaar;Tiel;2020;32400.0;34.3;43.7;22.0;11.9;22.4;43.7;16.2;5.8;11.9;13.4;9.0;19.1;15.8;8.7;16.2;5.8
4463;Totaal mannen en vrouwen;15 tot 75 jaar;Tiel;2021;32500.0;34.5;43.7;21.9;12.1;22.3;43.7;15.7;6.1;12.1;13.3;9.1;18.5;16.7;8.5;15.7;6.1
4464;Totaal mannen en vrouwen;15 tot 75 jaar;Tiel;2022;32500.0;32.8;43.7;23.5;11.6;21.2;43.7;17.3;6.2;11.6;12.7;8.6;18.4;16.6;8.6;17.3;6.2
4465;Totaal mannen en vrouwen;15 tot 75 jaar;Tiel;2023;32400.0;32.1;41.4;26.4;11.4;20.8;41.4;20.3;6.2;11.4;12.1;8.7;17.3;16.3;7.9;20.3;6.2
4466;Totaal mannen en vrouwen;15 tot 75 jaar;Tilburg;2013;163300.0;32.0;41.1;26.8;11.4;20.7;41.1;18.1;8.7;11.4;13.3;7.4;15.7;13.7;11.7;18.1;8.7
4467;Totaal mannen en vrouwen;15 tot 75 jaar;Tilburg;2014;164600.0;31.6;41.0;27.4;11.3;20.3;41.0;18.5;8.9;11.3;13.0;7.4;15.5;13.9;11.6;18.5;8.9
4468;Totaal mannen en vrouwen;15 tot 75 jaar;Tilburg;2015;165900.0;31.5;40.6;27.9;11.2;20.4;40.6;18.9;9.0;11.2;12.9;7.5;15.6;13.9;11.2;18.9;9.0
4469;Totaal mannen en vrouwen;15 tot 75 jaar;Tilburg;2016;166700.0;31.2;41.1;27.8;11.3;19.9;41.1;18.5;9.3;11.3;12.4;7.4;15.4;14.4;11.2;18.5;9.3
4470;Totaal mannen en vrouwen;15 tot 75 jaar;Tilburg;2017;168000.0;30.1;40.6;29.2;10.9;19.2;40.6;18.7;10.5;10.9;11.9;7.3;14.9;14.4;11.3;18.7;10.5
4471;Totaal mannen en vrouwen;15 tot 75 jaar;Tilburg;2018;169500.0;29.7;40.5;29.8;10.8;18.8;40.5;19.8;10.0;10.8;11.5;7.3;15.0;14.3;11.2;19.8;10.0
4472;Totaal mannen en vrouwen;15 tot 75 jaar;Tilburg;2019;171700.0;28.9;41.0;30.1;10.6;18.4;41.0;20.0;10.0;10.6;10.9;7.5;14.7;14.3;12.0;20.0;10.0
4473;Totaal mannen en vrouwen;15 tot 75 jaar;Tilburg;2020;172700.0;28.0;40.4;31.6;10.2;17.8;40.4;21.0;10.6;10.2;10.5;7.3;14.5;14.4;11.5;21.0;10.6
4474;Totaal mannen en vrouwen;15 tot 75 jaar;Tilburg;2021;175100.0;27.6;40.7;31.7;10.0;17.6;40.7;20.7;10.9;10.0;10.3;7.4;14.6;14.8;11.4;20.7;10.9
4475;Totaal mannen en vrouwen;15 tot 75 jaar;Tilburg;2022;177600.0;27.1;40.5;32.3;10.0;17.2;40.5;21.2;11.2;10.0;9.9;7.3;14.3;14.8;11.4;21.2;11.2
4476;Totaal mannen en vrouwen;15 tot 75 jaar;Tilburg;2023;179400.0;26.9;40.4;32.7;10.2;16.7;40.4;21.4;11.2;10.2;9.6;7.1;14.1;14.5;11.8;21.4;11.2
4477;Totaal mannen en vrouwen;15 tot 75 jaar;Tubbergen;2013;15500.0;31.2;49.5;19.3;6.2;25.0;49.5;15.3;4.0;6.2;17.2;7.7;21.7;19.9;7.8;15.3;4.0
4478;Totaal mannen en vrouwen;15 tot 75 jaar;Tubbergen;2014;15500.0;30.9;49.1;19.9;6.2;24.7;49.1;15.7;4.2;6.2;17.2;7.6;21.7;19.9;7.5;15.7;4.2
4479;Totaal mannen en vrouwen;15 tot 75 jaar;Tubbergen;2015;15600.0;30.3;48.1;21.6;6.0;24.3;48.1;17.1;4.5;6.0;16.5;7.8;21.2;19.6;7.3;17.1;4.5
4480;Totaal mannen en vrouwen;15 tot 75 jaar;Tubbergen;2016;15700.0;30.7;48.4;20.9;6.5;24.3;48.4;16.3;4.5;6.5;16.2;8.1;20.9;20.4;7.2;16.3;4.5
4481;Totaal mannen en vrouwen;15 tot 75 jaar;Tubbergen;2017;15800.0;30.2;48.0;21.9;6.2;24.0;48.0;17.2;4.6;6.2;16.2;7.7;20.3;20.6;7.1;17.2;4.6
4482;Totaal mannen en vrouwen;15 tot 75 jaar;Tubbergen;2018;16000.0;29.4;47.5;23.1;5.9;23.5;47.5;18.3;4.8;5.9;15.6;7.9;19.9;20.5;7.1;18.3;4.8
4483;Totaal mannen en vrouwen;15 tot 75 jaar;Tubbergen;2019;16100.0;28.8;47.7;23.5;5.9;22.8;47.7;18.4;5.1;5.9;14.9;7.9;19.7;20.8;7.2;18.4;5.1
4484;Totaal mannen en vrouwen;15 tot 75 jaar;Tubbergen;2020;16100.0;27.2;48.6;24.3;5.5;21.7;48.6;19.1;5.2;5.5;13.6;8.1;19.9;21.3;7.4;19.1;5.2
4485;Totaal mannen en vrouwen;15 tot 75 jaar;Tubbergen;2021;16200.0;26.6;48.3;25.1;5.5;21.0;48.3;19.4;5.7;5.5;13.1;7.9;19.0;22.1;7.3;19.4;5.7
4486;Totaal mannen en vrouwen;15 tot 75 jaar;Tubbergen;2022;16300.0;25.6;48.9;25.5;5.5;20.2;48.9;19.8;5.7;5.5;12.6;7.6;18.9;22.7;7.3;19.8;5.7
4487;Totaal mannen en vrouwen;15 tot 75 jaar;Tubbergen;2023;16200.0;25.6;48.1;26.4;5.4;20.1;48.1;20.3;6.1;5.4;13.0;7.1;18.5;22.9;6.6;20.3;6.1
4488;Totaal mannen en vrouwen;15 tot 75 jaar;Twenterand;2013;24900.0;39.3;46.4;14.3;10.9;28.5;46.4;11.1;3.2;10.9;21.1;7.3;24.4;17.3;4.7;11.1;3.2
4489;Totaal mannen en vrouwen;15 tot 75 jaar;Twenterand;2014;24900.0;38.9;46.7;14.3;11.3;27.6;46.7;11.0;3.3;11.3;20.3;7.3;24.4;17.7;4.6;11.0;3.3
4490;Totaal mannen en vrouwen;15 tot 75 jaar;Twenterand;2015;24900.0;39.5;46.3;14.3;12.9;26.6;46.3;11.0;3.3;12.9;19.1;7.6;23.9;17.9;4.4;11.0;3.3
4491;Totaal mannen en vrouwen;15 tot 75 jaar;Twenterand;2016;25000.0;38.9;46.3;14.8;12.3;26.5;46.3;11.4;3.4;12.3;18.8;7.7;24.0;17.8;4.6;11.4;3.4
4492;Totaal mannen en vrouwen;15 tot 75 jaar;Twenterand;2017;25000.0;37.4;47.5;15.1;11.5;25.9;47.5;11.5;3.5;11.5;18.4;7.5;24.0;18.4;5.1;11.5;3.5
4493;Totaal mannen en vrouwen;15 tot 75 jaar;Twenterand;2018;25000.0;37.4;46.9;15.7;11.7;25.7;46.9;12.1;3.6;11.7;17.9;7.8;23.4;18.5;5.0;12.1;3.6
4494;Totaal mannen en vrouwen;15 tot 75 jaar;Twenterand;2019;25000.0;37.0;46.9;16.1;11.9;25.2;46.9;12.2;3.9;11.9;17.4;7.7;23.2;18.5;5.2;12.2;3.9
4495;Totaal mannen en vrouwen;15 tot 75 jaar;Twenterand;2020;25000.0;36.1;47.3;16.7;11.0;25.0;47.3;13.0;3.7;11.0;17.1;7.9;23.7;18.4;5.1;13.0;3.7
4496;Totaal mannen en vrouwen;15 tot 75 jaar;Twenterand;2021;25000.0;34.5;48.2;17.3;10.4;24.0;48.2;13.6;3.8;10.4;16.0;8.1;24.0;19.2;5.0;13.6;3.8
4497;Totaal mannen en vrouwen;15 tot 75 jaar;Twenterand;2022;25000.0;33.5;48.7;17.8;10.5;23.1;48.7;13.7;4.0;10.5;15.2;7.9;23.9;19.8;5.0;13.7;4.0
4498;Totaal mannen en vrouwen;15 tot 75 jaar;Twenterand;2023;25100.0;33.9;48.4;17.7;11.3;22.6;48.4;13.6;4.1;11.3;15.0;7.6;23.8;19.9;4.7;13.6;4.1
4499;Totaal mannen en vrouwen;15 tot 75 jaar;Tynaarlo;2013;23600.0;23.2;41.1;35.8;5.8;17.4;41.1;23.8;12.0;5.8;9.9;7.5;16.9;16.2;7.9;23.8;12.0
4500;Totaal mannen en vrouwen;15 tot 75 jaar;Tynaarlo;2014;23600.0;24.1;39.2;36.6;6.1;18.1;39.2;24.0;12.6;6.1;9.8;8.2;15.7;16.0;7.6;24.0;12.6
