ID;Geslacht;RegioS;Perioden;TotaalBevolking15Tot65Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;WerklozeBeroepsbevolking_4;NietBeroepsbevolking_5;BrutoArbeidsparticipatie_6;NettoArbeidsparticipatie_7;GeregistreerdeWerklozen_8;Werkloosheidspercentage_9
1591;Vrouwen;Noord-Holland (PV);2007;890;564;535;29.0;327;63.3;60.1;12.0;5.1
1592;Vrouwen;Noord-Holland (PV);2008;896;582;560;22.0;314;64.9;62.5;8.0;3.8
1593;Vrouwen;Noord-Holland (PV);2009;901;593;563;30.0;309;65.7;62.5;12.0;5.0
1594;Vrouwen;Noord-Holland (PV);2010;902;601;568;33.0;301;66.6;62.9;16.0;5.5
1595;Vrouwen;Noord-Holland (PV);2011;904;605;571;33.0;299;66.9;63.2;14.0;5.5
1596;Vrouwen;Noord-Holland (PV);2012;908;613;575;37.0;296;67.5;63.3;16.0;6.1
1597;Vrouwen;Noord-Holland (PV);2013;912;617;567;50.0;295;67.6;62.2;20.0;8.1
1598;Vrouwen;Zuid-Holland (PV);1981;1016;398;368;29.0;618;39.2;36.2;16.0;7.4
1599;Vrouwen;Zuid-Holland (PV);1982;1024;403;365;38.0;621;39.3;35.6;23.0;9.5
1600;Vrouwen;Zuid-Holland (PV);1983;1033;416;372;43.0;618;40.2;36.0;29.0;10.5
1601;Vrouwen;Zuid-Holland (PV);1984;1042;417;373;43.0;625;40.0;35.8;30.0;10.4
1602;Vrouwen;Zuid-Holland (PV);1985;1052;429;386;42.0;623;40.8;36.7;28.0;9.9
1603;Vrouwen;Zuid-Holland (PV);1986;1060;452;407;45.0;608;42.6;38.4;32.0;10.0
1604;Vrouwen;Zuid-Holland (PV);1987;1073;451;398;53.0;622;42.0;37.1;36.0;11.7
1605;Vrouwen;Zuid-Holland (PV);1988;1081;458;411;47.0;623;42.4;38.0;34.0;10.3
1606;Vrouwen;Zuid-Holland (PV);1989;1076;471;422;48.0;606;43.7;39.2;31.0;10.3
1607;Vrouwen;Zuid-Holland (PV);1990;1082;482;434;47.0;600;44.5;40.2;29.0;9.8
1608;Vrouwen;Zuid-Holland (PV);1991;1088;495;455;40.0;593;45.5;41.8;26.0;8.1
1609;Vrouwen;Zuid-Holland (PV);1992;1094;509;465;44.0;585;46.5;42.5;27.0;8.6
1610;Vrouwen;Zuid-Holland (PV);1993;1099;530;478;52.0;569;48.2;43.5;36.0;9.8
1611;Vrouwen;Zuid-Holland (PV);1994;1104;539;480;59.0;565;48.8;43.5;46.0;10.9
1612;Vrouwen;Zuid-Holland (PV);1995;1104;558;502;56.0;546;50.6;45.5;46.0;10.1
1613;Vrouwen;Zuid-Holland (PV);1996;1103;555;501;54.0;547;50.4;45.4;43.0;9.8
1614;Vrouwen;Zuid-Holland (PV);1997;1106;585;534;51.0;521;52.9;48.3;39.0;8.7
1615;Vrouwen;Zuid-Holland (PV);1998;1113;603;563;40.0;510;54.2;50.6;32.0;6.6
1616;Vrouwen;Zuid-Holland (PV);1999;1119;627;594;33.0;492;56.0;53.1;22.0;5.3
1617;Vrouwen;Zuid-Holland (PV);2000;1127;642;611;32.0;485;57.0;54.2;20.0;4.9
1618;Vrouwen;Zuid-Holland (PV);2001 voor revisie;1136;633;606;28.0;502;55.8;53.3;10.0;4.3
1619;Vrouwen;Zuid-Holland (PV);2001 na revisie;1121;626;598;28.0;495;55.9;53.3;16.0;4.5
1620;Vrouwen;Zuid-Holland (PV);2002;1143;639;608;31.0;504;55.9;53.2;18.0;4.9
1621;Vrouwen;Zuid-Holland (PV);2003;1150;651;614;37.0;499;56.6;53.4;27.0;5.7
1622;Vrouwen;Zuid-Holland (PV);2004;1155;669;624;45.0;486;57.9;54.0;33.0;6.8
1623;Vrouwen;Zuid-Holland (PV);2005;1159;680;628;52.0;479;58.7;54.2;33.0;7.6
1624;Vrouwen;Zuid-Holland (PV);2006;1160;694;645;49.0;466;59.9;55.6;31.0;7.1
1625;Vrouwen;Zuid-Holland (PV);2007;1161;700;662;38.0;461;60.3;57.0;22.0;5.4
1626;Vrouwen;Zuid-Holland (PV);2008;1165;715;680;35.0;450;61.3;58.4;16.0;4.9
1627;Vrouwen;Zuid-Holland (PV);2009;1170;729;693;36.0;441;62.3;59.2;16.0;5.0
1628;Vrouwen;Zuid-Holland (PV);2010;1171;735;691;44.0;436;62.8;59.0;20.0;6.0
1629;Vrouwen;Zuid-Holland (PV);2011;1171;741;697;44.0;430;63.3;59.5;20.0;5.9
1630;Vrouwen;Zuid-Holland (PV);2012;1175;758;701;57.0;417;64.5;59.6;24.0;7.6
1631;Vrouwen;Zuid-Holland (PV);2013;1179;760;689;71.0;419;64.5;58.4;36.0;9.4
1632;Vrouwen;Zeeland (PV);1981;109;37;33;3.0;73;33.4;30.6;2.0;8.6
1633;Vrouwen;Zeeland (PV);1982;111;37;33;4.0;73;33.8;29.8;3.0;12.0
1634;Vrouwen;Zeeland (PV);1983;112;39;34;5.0;73;34.9;30.2;4.0;13.4
1635;Vrouwen;Zeeland (PV);1984;113;39;34;5.0;74;34.6;30.3;4.0;12.2
1636;Vrouwen;Zeeland (PV);1985;114;40;36;4.0;74;35.1;31.6;3.0;10.0
1637;Vrouwen;Zeeland (PV);1986;114;43;39;4.0;71;37.5;34.0;3.0;9.6
1638;Vrouwen;Zeeland (PV);1987;114;43;38;5.0;71;37.9;33.5;3.0;11.7
1639;Vrouwen;Zeeland (PV);1988;115;42;37;4.0;73;36.5;32.6;3.0;10.7
1640;Vrouwen;Zeeland (PV);1989;115;46;40;6.0;69;40.0;35.0;4.0;12.7
1641;Vrouwen;Zeeland (PV);1990;115;48;44;4.0;67;41.6;38.4;2.0;7.7
1642;Vrouwen;Zeeland (PV);1991;115;50;46;4.0;65;43.7;40.1;2.0;8.0
1643;Vrouwen;Zeeland (PV);1992;115;53;46;7.0;63;45.7;39.6;3.0;13.5
1644;Vrouwen;Zeeland (PV);1993;115;52;45;7.0;63;45.1;39.1;3.0;13.3
1645;Vrouwen;Zeeland (PV);1994;117;52;47;5.0;65;44.3;39.8;3.0;10.0
1646;Vrouwen;Zeeland (PV);1995;117;54;48;6.0;63;46.0;40.8;3.0;11.2
1647;Vrouwen;Zeeland (PV);1996;118;55;49;5.0;63;46.7;42.0;4.0;10.0
1648;Vrouwen;Zeeland (PV);1997;118;57;51;6.0;61;48.7;43.3;4.0;11.0
1649;Vrouwen;Zeeland (PV);1998;119;60;56;4.0;59;50.7;47.1;3.0;7.0
1650;Vrouwen;Zeeland (PV);1999;118;56;51;5.0;62;47.4;43.3;2.0;8.5
1651;Vrouwen;Zeeland (PV);2000;119;63;58;5.0;56;53.2;49.1;3.0;7.8
1652;Vrouwen;Zeeland (PV);2001 voor revisie;120;60;56;4.0;60;50.0;47.0;1.0;6.0
1653;Vrouwen;Zeeland (PV);2001 na revisie;121;59;56;3.0;62;48.8;46.2;1.0;5.3
1654;Vrouwen;Zeeland (PV);2002;121;64;61;3.0;57;53.1;50.6;2.0;4.7
1655;Vrouwen;Zeeland (PV);2003;121;64;61;3.0;57;52.6;50.3;2.0;4.4
1656;Vrouwen;Zeeland (PV);2004;121;65;60;5.0;56;53.6;49.8;3.0;7.0
1657;Vrouwen;Zeeland (PV);2005;121;65;61;4.0;56;53.7;50.3;2.0;6.2
1658;Vrouwen;Zeeland (PV);2006;121;67;63;4.0;54;55.3;51.8;2.0;6.4
1659;Vrouwen;Zeeland (PV);2007;121;70;67;3.0;52;57.5;54.9;2.0;4.5
1660;Vrouwen;Zeeland (PV);2008;121;70;68;3.0;51;58.1;55.7;1.0;4.0
1661;Vrouwen;Zeeland (PV);2009;121;72;69;4.0;49;59.7;56.8;2.0;4.9
1662;Vrouwen;Zeeland (PV);2010;121;72;68;4.0;49;59.5;56.5;;5.2
1663;Vrouwen;Zeeland (PV);2011;120;72;69;3.0;48;59.7;57.0;;4.6
1664;Vrouwen;Zeeland (PV);2012;119;75;71;4.0;45;62.6;59.3;2.0;5.1
1665;Vrouwen;Zeeland (PV);2013;119;71;67;4.0;48;59.9;56.2;2.0;6.2
1666;Vrouwen;Noord-Brabant (PV);1981;681;253;226;27.0;428;37.2;33.3;18.0;10.5
1667;Vrouwen;Noord-Brabant (PV);1982;695;253;219;34.0;442;36.4;31.6;24.0;13.4
1668;Vrouwen;Noord-Brabant (PV);1983;700;258;219;39.0;442;36.9;31.3;29.0;15.2
1669;Vrouwen;Noord-Brabant (PV);1984;710;261;223;38.0;449;36.7;31.3;28.0;14.7
1670;Vrouwen;Noord-Brabant (PV);1985;719;271;235;36.0;448;37.7;32.7;25.0;13.3
1671;Vrouwen;Noord-Brabant (PV);1986;724;281;249;33.0;442;38.9;34.3;23.0;11.6
1672;Vrouwen;Noord-Brabant (PV);1987;736;278;244;34.0;458;37.8;33.1;22.0;12.3
1673;Vrouwen;Noord-Brabant (PV);1988;743;299;258;40.0;445;40.2;34.7;27.0;13.6
1674;Vrouwen;Noord-Brabant (PV);1989;749;308;272;36.0;440;41.2;36.3;22.0;11.7
1675;Vrouwen;Noord-Brabant (PV);1990;753;317;284;33.0;436;42.1;37.7;19.0;10.5
1676;Vrouwen;Noord-Brabant (PV);1991;757;335;301;34.0;422;44.2;39.7;20.0;10.2
1677;Vrouwen;Noord-Brabant (PV);1992;759;337;304;33.0;422;44.4;40.0;20.0;9.9
1678;Vrouwen;Noord-Brabant (PV);1993;764;347;309;38.0;417;45.5;40.5;26.0;10.9
1679;Vrouwen;Noord-Brabant (PV);1994;769;361;319;42.0;409;46.9;41.4;29.0;11.6
1680;Vrouwen;Noord-Brabant (PV);1995;771;365;323;41.0;407;47.3;41.9;27.0;11.3
1681;Vrouwen;Noord-Brabant (PV);1996;775;380;341;39.0;395;49.0;44.0;28.0;10.3
1682;Vrouwen;Noord-Brabant (PV);1997;778;391;355;36.0;386;50.3;45.7;22.0;9.2
1683;Vrouwen;Noord-Brabant (PV);1998;780;402;376;26.0;377;51.6;48.3;17.0;6.5
1684;Vrouwen;Noord-Brabant (PV);1999;783;409;387;22.0;374;52.2;49.4;13.0;5.4
1685;Vrouwen;Noord-Brabant (PV);2000;787;421;401;19.0;366;53.5;51.0;9.0;4.6
1686;Vrouwen;Noord-Brabant (PV);2001 voor revisie;791;445;426;19.0;347;56.2;53.8;6.0;4.3
1687;Vrouwen;Noord-Brabant (PV);2001 na revisie;786;424;405;19.0;362;53.9;51.5;8.0;4.5
1688;Vrouwen;Noord-Brabant (PV);2002;796;449;426;22.0;347;56.4;53.6;10.0;5.0
1689;Vrouwen;Noord-Brabant (PV);2003;797;458;430;29.0;339;57.5;53.9;15.0;6.3
1690;Vrouwen;Noord-Brabant (PV);2004;797;455;422;33.0;342;57.0;52.9;20.0;7.2
1691;Vrouwen;Noord-Brabant (PV);2005;797;457;425;32.0;340;57.4;53.3;17.0;7.1
1692;Vrouwen;Noord-Brabant (PV);2006;798;470;441;29.0;328;58.9;55.2;16.0;6.2
1693;Vrouwen;Noord-Brabant (PV);2007;798;485;460;25.0;314;60.7;57.5;11.0;5.2
1694;Vrouwen;Noord-Brabant (PV);2008;800;503;480;23.0;297;62.9;60.0;9.0;4.5
1695;Vrouwen;Noord-Brabant (PV);2009;800;506;481;25.0;294;63.3;60.1;11.0;5.0
1696;Vrouwen;Noord-Brabant (PV);2010;802;513;482;31.0;289;64.0;60.1;14.0;6.1
1697;Vrouwen;Noord-Brabant (PV);2011;800;512;484;28.0;288;64.0;60.6;12.0;5.4
1698;Vrouwen;Noord-Brabant (PV);2012;796;519;487;32.0;278;65.1;61.1;14.0;6.2
1699;Vrouwen;Noord-Brabant (PV);2013;797;522;482;40.0;275;65.5;60.4;17.0;7.7
1700;Vrouwen;Limburg (PV);1981;359;122;109;13.0;236;34.1;30.4;11.0;10.8
1701;Vrouwen;Limburg (PV);1982;362;125;109;16.0;237;34.5;30.0;14.0;13.0
1702;Vrouwen;Limburg (PV);1983;367;130;111;19.0;237;35.4;30.3;16.0;14.7
1703;Vrouwen;Limburg (PV);1984;369;131;112;19.0;238;35.5;30.4;16.0;14.3
1704;Vrouwen;Limburg (PV);1985;374;135;117;18.0;238;36.2;31.4;15.0;13.3
1705;Vrouwen;Limburg (PV);1986;376;142;125;18.0;233;37.9;33.1;15.0;12.5
1706;Vrouwen;Limburg (PV);1987;380;143;123;20.0;237;37.6;32.3;15.0;14.0
1707;Vrouwen;Limburg (PV);1988;380;146;126;20.0;235;38.3;33.1;14.0;13.5
1708;Vrouwen;Limburg (PV);1989;381;149;133;16.0;231;39.2;35.0;13.0;10.8
1709;Vrouwen;Limburg (PV);1990;381;161;143;18.0;220;42.2;37.4;12.0;11.2
1710;Vrouwen;Limburg (PV);1991;381;162;145;16.0;219;42.4;38.1;12.0;10.2
1711;Vrouwen;Limburg (PV);1992;381;166;150;16.0;215;43.5;39.2;10.0;9.8
1712;Vrouwen;Limburg (PV);1993;380;177;159;18.0;203;46.6;41.8;12.0;10.3
1713;Vrouwen;Limburg (PV);1994;381;175;155;20.0;206;46.0;40.7;14.0;11.5
1714;Vrouwen;Limburg (PV);1995;382;179;156;22.0;203;46.8;41.0;15.0;12.4
1715;Vrouwen;Limburg (PV);1996;380;179;158;21.0;201;47.0;41.6;16.0;11.6
1716;Vrouwen;Limburg (PV);1997;380;192;171;21.0;188;50.4;44.9;15.0;10.9
1717;Vrouwen;Limburg (PV);1998;380;196;179;16.0;184;51.5;47.2;11.0;8.3
1718;Vrouwen;Limburg (PV);1999;378;193;179;14.0;186;50.9;47.2;9.0;7.2
1719;Vrouwen;Limburg (PV);2000;379;201;190;11.0;178;53.0;50.0;8.0;5.6
1720;Vrouwen;Limburg (PV);2001 voor revisie;379;205;193;12.0;174;54.0;50.9;4.0;5.8
1721;Vrouwen;Limburg (PV);2001 na revisie;386;193;183;11.0;192;50.1;47.4;6.0;5.5
1722;Vrouwen;Limburg (PV);2002;379;199;185;14.0;180;52.5;48.9;8.0;6.9
1723;Vrouwen;Limburg (PV);2003;378;198;184;14.0;180;52.4;48.7;10.0;7.0
1724;Vrouwen;Limburg (PV);2004;376;208;190;18.0;168;55.2;50.5;13.0;8.4
1725;Vrouwen;Limburg (PV);2005;375;209;190;20.0;165;55.9;50.6;14.0;9.5
1726;Vrouwen;Limburg (PV);2006;373;211;195;17.0;162;56.6;52.1;12.0;7.9
1727;Vrouwen;Limburg (PV);2007;372;216;201;16.0;156;58.1;53.9;8.0;7.2
1728;Vrouwen;Limburg (PV);2008;370;218;206;11.0;152;58.8;55.7;5.0;5.2
1729;Vrouwen;Limburg (PV);2009;369;222;209;13.0;147;60.2;56.6;7.0;6.0
1730;Vrouwen;Limburg (PV);2010;370;219;205;14.0;151;59.1;55.4;7.0;6.4
1731;Vrouwen;Limburg (PV);2011;367;222;210;12.0;145;60.5;57.1;6.0;5.6
1732;Vrouwen;Limburg (PV);2012;364;228;216;12.0;136;62.7;59.4;6.0;5.3
1733;Vrouwen;Limburg (PV);2013;363;226;208;18.0;137;62.3;57.2;7.0;8.1
