ID;Geslacht;Leeftijd;DiagnosenGGZHoofdgroepen;GestandaardiseerdInkomen;Verblijf;Perioden;PrimaireDiagnosen_1;PrimaireOfNevendiagnosen_2;PrimaireDiagnosen_3;PrimaireOfNevendiagnosen_4
4901;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Personen zonder verblijf;2016;;;8921;8921.0
4902;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Personen zonder verblijf;2017;;;8822;8822.0
4903;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Personen zonder verblijf;2018;;;9074;9074.0
4904;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Personen zonder verblijf;2019;;;8610;8610.0
4905;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Personen zonder verblijf;2020;;;8237;8237.0
4906;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Personen zonder verblijf;2021;;;8495;8495.0
4907;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Personen met verblijf;2015;;;929;929.0
4908;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Personen met verblijf;2016;;;917;917.0
4909;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Personen met verblijf;2017;;;851;851.0
4910;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Personen met verblijf;2018;;;893;893.0
4911;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Personen met verblijf;2019;;;853;853.0
4912;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Personen met verblijf;2020;;;752;752.0
4913;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Personen met verblijf;2021;;;846;846.0
4914;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Totaal met en zonder verblijf;2015;;;6245;6245.0
4915;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Totaal met en zonder verblijf;2016;;;6213;6213.0
4916;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Totaal met en zonder verblijf;2017;;;6095;6095.0
4917;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Totaal met en zonder verblijf;2018;;;6334;6334.0
4918;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Totaal met en zonder verblijf;2019;;;6146;6146.0
4919;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Totaal met en zonder verblijf;2020;;;5989;5989.0
4920;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Totaal met en zonder verblijf;2021;;;6199;6199.0
4921;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Personen zonder verblijf;2015;;;5756;5756.0
4922;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Personen zonder verblijf;2016;;;5749;5749.0
4923;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Personen zonder verblijf;2017;;;5658;5658.0
4924;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Personen zonder verblijf;2018;;;5890;5890.0
4925;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Personen zonder verblijf;2019;;;5710;5710.0
4926;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Personen zonder verblijf;2020;;;5590;5590.0
4927;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Personen zonder verblijf;2021;;;5775;5775.0
4928;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Personen met verblijf;2015;;;489;489.0
4929;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Personen met verblijf;2016;;;463;463.0
4930;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Personen met verblijf;2017;;;436;436.0
4931;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Personen met verblijf;2018;;;444;444.0
4932;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Personen met verblijf;2019;;;436;436.0
4933;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Personen met verblijf;2020;;;399;399.0
4934;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;3e 10%-groep (personen);Personen met verblijf;2021;;;424;424.0
4935;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Totaal met en zonder verblijf;2015;;;5074;5074.0
4936;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Totaal met en zonder verblijf;2016;;;5095;5095.0
4937;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Totaal met en zonder verblijf;2017;;;5112;5112.0
4938;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Totaal met en zonder verblijf;2018;;;5391;5391.0
4939;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Totaal met en zonder verblijf;2019;;;5165;5165.0
4940;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Totaal met en zonder verblijf;2020;;;5051;5051.0
4941;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Totaal met en zonder verblijf;2021;;;5291;5291.0
4942;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Personen zonder verblijf;2015;;;4702;4702.0
4943;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Personen zonder verblijf;2016;;;4743;4743.0
4944;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Personen zonder verblijf;2017;;;4783;4783.0
4945;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Personen zonder verblijf;2018;;;5040;5040.0
4946;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Personen zonder verblijf;2019;;;4834;4834.0
4947;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Personen zonder verblijf;2020;;;4768;4768.0
4948;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Personen zonder verblijf;2021;;;4968;4968.0
4949;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Personen met verblijf;2015;;;371;371.0
4950;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Personen met verblijf;2016;;;352;352.0
4951;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Personen met verblijf;2017;;;329;329.0
4952;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Personen met verblijf;2018;;;350;350.0
4953;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Personen met verblijf;2019;;;331;331.0
4954;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Personen met verblijf;2020;;;282;282.0
4955;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;4e 10%-groep (personen);Personen met verblijf;2021;;;323;323.0
4956;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Totaal met en zonder verblijf;2015;;;4480;4480.0
4957;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Totaal met en zonder verblijf;2016;;;4477;4477.0
4958;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Totaal met en zonder verblijf;2017;;;4488;4488.0
4959;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Totaal met en zonder verblijf;2018;;;4720;4720.0
4960;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Totaal met en zonder verblijf;2019;;;4543;4543.0
4961;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Totaal met en zonder verblijf;2020;;;4472;4472.0
4962;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Totaal met en zonder verblijf;2021;;;4667;4667.0
4963;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Personen zonder verblijf;2015;;;4176;4176.0
4964;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Personen zonder verblijf;2016;;;4178;4178.0
4965;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Personen zonder verblijf;2017;;;4219;4219.0
4966;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Personen zonder verblijf;2018;;;4440;4440.0
4967;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Personen zonder verblijf;2019;;;4274;4274.0
4968;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Personen zonder verblijf;2020;;;4230;4230.0
4969;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Personen zonder verblijf;2021;;;4396;4396.0
4970;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Personen met verblijf;2015;;;303;303.0
4971;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Personen met verblijf;2016;;;298;298.0
4972;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Personen met verblijf;2017;;;269;269.0
4973;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Personen met verblijf;2018;;;279;279.0
4974;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Personen met verblijf;2019;;;268;268.0
4975;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Personen met verblijf;2020;;;241;241.0
4976;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;5e 10%-groep (personen);Personen met verblijf;2021;;;271;271.0
4977;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Totaal met en zonder verblijf;2015;;;4122;4122.0
4978;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Totaal met en zonder verblijf;2016;;;4098;4098.0
4979;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Totaal met en zonder verblijf;2017;;;4110;4110.0
4980;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Totaal met en zonder verblijf;2018;;;4318;4318.0
4981;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Totaal met en zonder verblijf;2019;;;4137;4137.0
4982;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Totaal met en zonder verblijf;2020;;;4101;4101.0
4983;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Totaal met en zonder verblijf;2021;;;4298;4298.0
4984;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Personen zonder verblijf;2015;;;3847;3847.0
4985;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Personen zonder verblijf;2016;;;3854;3854.0
4986;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Personen zonder verblijf;2017;;;3880;3880.0
4987;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Personen zonder verblijf;2018;;;4080;4080.0
4988;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Personen zonder verblijf;2019;;;3898;3898.0
4989;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Personen zonder verblijf;2020;;;3890;3890.0
4990;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Personen zonder verblijf;2021;;;4080;4080.0
4991;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Personen met verblijf;2015;;;275;275.0
4992;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Personen met verblijf;2016;;;244;244.0
4993;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Personen met verblijf;2017;;;230;230.0
4994;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Personen met verblijf;2018;;;238;238.0
4995;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Personen met verblijf;2019;;;238;238.0
4996;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Personen met verblijf;2020;;;210;210.0
4997;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;6e 10%-groep (personen);Personen met verblijf;2021;;;218;218.0
4998;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Totaal met en zonder verblijf;2015;;;3776;3776.0
4999;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Totaal met en zonder verblijf;2016;;;3716;3716.0
5000;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Totaal met en zonder verblijf;2017;;;3802;3802.0
5001;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Totaal met en zonder verblijf;2018;;;4011;4011.0
5002;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Totaal met en zonder verblijf;2019;;;3877;3877.0
5003;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Totaal met en zonder verblijf;2020;;;3805;3805.0
5004;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Totaal met en zonder verblijf;2021;;;3978;3978.0
5005;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Personen zonder verblijf;2015;;;3548;3548.0
5006;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Personen zonder verblijf;2016;;;3500;3500.0
5007;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Personen zonder verblijf;2017;;;3596;3596.0
5008;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Personen zonder verblijf;2018;;;3798;3798.0
5009;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Personen zonder verblijf;2019;;;3681;3681.0
5010;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Personen zonder verblijf;2020;;;3624;3624.0
5011;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Personen zonder verblijf;2021;;;3770;3770.0
5012;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Personen met verblijf;2015;;;228;228.0
5013;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Personen met verblijf;2016;;;215;215.0
5014;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Personen met verblijf;2017;;;206;206.0
5015;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Personen met verblijf;2018;;;213;213.0
5016;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Personen met verblijf;2019;;;196;196.0
5017;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Personen met verblijf;2020;;;181;181.0
5018;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;7e 10%-groep (personen);Personen met verblijf;2021;;;207;207.0
5019;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;8e 10%-groep (personen);Totaal met en zonder verblijf;2015;;;3555;3555.0
5020;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;8e 10%-groep (personen);Totaal met en zonder verblijf;2016;;;3514;3514.0
5021;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;8e 10%-groep (personen);Totaal met en zonder verblijf;2017;;;3552;3552.0
5022;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;8e 10%-groep (personen);Totaal met en zonder verblijf;2018;;;3738;3738.0
5023;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;8e 10%-groep (personen);Totaal met en zonder verblijf;2019;;;3642;3642.0
