ID;Geslacht;LeeftijdOp31December;Onderwijsniveau;Marges;Perioden;Levensverwachting_1;Sterftekans_2;LevensverwInAlsGoedErvarenGezondh_3;LevensverwZonderLichBeperkingen_4;LevensverwZonderChronischeZiektes_5;LevensverwInGoedeGeestelijkeGezondh_6
1212;Vrouwen;35 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;52.0;;40.3;44.5;19.5;48.1
1213;Vrouwen;35 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;52.9;;41.7;45.8;21.5;48.7
1214;Vrouwen;35 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;53.6;;41.7;46.3;21.1;48.4
1215;Vrouwen;40 jaar;Laag onderwijsniveau;Waarde;2011/2014;43.1;0.0012;25.2;29.3;12.0;36.0
1216;Vrouwen;40 jaar;Laag onderwijsniveau;Waarde;2013/2016;43.0;0.0013;24.8;28.3;11.1;35.2
1217;Vrouwen;40 jaar;Laag onderwijsniveau;Waarde;2015/2018;42.6;0.0013;24.4;28.5;10.4;34.6
1218;Vrouwen;40 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;42.8;;24.7;28.7;11.3;35.5
1219;Vrouwen;40 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;42.8;;24.1;27.7;10.5;34.6
1220;Vrouwen;40 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;42.3;;23.7;27.9;9.7;34.0
1221;Vrouwen;40 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;43.3;;25.8;30.0;12.6;36.6
1222;Vrouwen;40 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;43.2;;25.5;29.0;11.8;35.8
1223;Vrouwen;40 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;42.8;;25.1;29.2;11.0;35.2
1224;Vrouwen;40 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;45.8;0.0009;31.5;35.3;13.0;40.5
1225;Vrouwen;40 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;45.6;0.0007;31.6;34.6;12.9;40.3
1226;Vrouwen;40 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;45.9;0.0007;31.4;34.8;12.8;40.6
1227;Vrouwen;40 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;45.4;;30.7;34.3;12.2;39.8
1228;Vrouwen;40 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;45.3;;30.7;33.7;12.2;39.7
1229;Vrouwen;40 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;45.5;;30.5;33.9;12.1;39.9
1230;Vrouwen;40 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;46.1;;32.4;36.2;13.8;41.2
1231;Vrouwen;40 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;45.9;;32.4;35.5;13.6;41.0
1232;Vrouwen;40 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;46.2;;32.3;35.6;13.4;41.2
1233;Vrouwen;40 jaar;Hoog onderwijsniveau;Waarde;2011/2014;46.6;0.0005;34.5;38.2;15.2;42.5
1234;Vrouwen;40 jaar;Hoog onderwijsniveau;Waarde;2013/2016;47.5;0.0004;36.0;39.6;17.0;43.4
1235;Vrouwen;40 jaar;Hoog onderwijsniveau;Waarde;2015/2018;48.1;0.0007;36.1;40.2;16.7;43.0
1236;Vrouwen;40 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;46.3;;33.2;36.6;14.1;41.4
1237;Vrouwen;40 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;47.3;;34.7;38.2;15.8;42.4
1238;Vrouwen;40 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;47.8;;34.8;38.9;15.6;42.0
1239;Vrouwen;40 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;47.1;;35.8;39.8;16.4;43.6
1240;Vrouwen;40 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;48.0;;37.4;41.0;18.2;44.3
1241;Vrouwen;40 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;48.6;;37.5;41.5;17.9;44.1
1242;Vrouwen;45 jaar;Laag onderwijsniveau;Waarde;2011/2014;38.3;0.0021;21.9;25.3;9.7;32.2
1243;Vrouwen;45 jaar;Laag onderwijsniveau;Waarde;2013/2016;38.3;0.0021;21.6;24.5;9.1;31.6
1244;Vrouwen;45 jaar;Laag onderwijsniveau;Waarde;2015/2018;37.8;0.0025;21.4;24.7;8.5;31.0
1245;Vrouwen;45 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;38.1;;21.4;24.7;9.1;31.6
1246;Vrouwen;45 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;38.1;;21.0;23.9;8.5;31.0
1247;Vrouwen;45 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;37.6;;20.7;24.1;8.0;30.4
1248;Vrouwen;45 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;38.5;;22.4;25.9;10.2;32.7
1249;Vrouwen;45 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;38.5;;22.2;25.1;9.7;32.1
1250;Vrouwen;45 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;38.0;;22.0;25.3;9.0;31.5
1251;Vrouwen;45 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;40.9;0.0014;27.6;30.9;10.4;36.2
1252;Vrouwen;45 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;40.8;0.0013;27.7;30.1;10.3;36.1
1253;Vrouwen;45 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;41.0;0.0011;27.6;30.2;10.5;36.2
1254;Vrouwen;45 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;40.6;;26.8;29.9;9.6;35.5
1255;Vrouwen;45 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;40.5;;26.9;29.2;9.7;35.5
1256;Vrouwen;45 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;40.7;;26.7;29.4;9.9;35.6
1257;Vrouwen;45 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;41.3;;28.5;31.8;11.1;36.9
1258;Vrouwen;45 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;41.0;;28.5;31.0;11.0;36.7
1259;Vrouwen;45 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;41.3;;28.5;31.1;11.2;36.8
1260;Vrouwen;45 jaar;Hoog onderwijsniveau;Waarde;2011/2014;41.7;0.0012;30.2;33.4;12.4;38.1
1261;Vrouwen;45 jaar;Hoog onderwijsniveau;Waarde;2013/2016;42.6;0.0009;31.9;34.8;14.2;38.9
1262;Vrouwen;45 jaar;Hoog onderwijsniveau;Waarde;2015/2018;43.2;0.0009;32.1;35.6;13.9;38.7
1263;Vrouwen;45 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;41.4;;28.9;31.9;11.3;37.1
1264;Vrouwen;45 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;42.4;;30.5;33.4;13.0;38.0
1265;Vrouwen;45 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;42.9;;30.7;34.2;12.8;37.7
1266;Vrouwen;45 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;42.3;;31.6;35.0;13.5;39.2
1267;Vrouwen;45 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;43.1;;33.2;36.3;15.4;39.9
1268;Vrouwen;45 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;43.8;;33.4;36.9;15.0;39.7
1269;Vrouwen;50 jaar;Laag onderwijsniveau;Waarde;2011/2014;33.7;0.0039;18.8;21.8;7.7;28.4
1270;Vrouwen;50 jaar;Laag onderwijsniveau;Waarde;2013/2016;33.7;0.0034;18.7;21.1;7.3;27.9
1271;Vrouwen;50 jaar;Laag onderwijsniveau;Waarde;2015/2018;33.3;0.0035;18.7;21.3;7.1;27.3
1272;Vrouwen;50 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;33.5;;18.3;21.2;7.2;27.9
1273;Vrouwen;50 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;33.5;;18.1;20.5;6.9;27.4
1274;Vrouwen;50 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;33.1;;18.1;20.7;6.6;26.9
1275;Vrouwen;50 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;33.9;;19.2;22.3;8.1;28.9
1276;Vrouwen;50 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;33.8;;19.2;21.6;7.8;28.4
1277;Vrouwen;50 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;33.5;;19.2;21.8;7.5;27.8
1278;Vrouwen;50 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;36.2;0.0021;23.8;26.8;8.5;32.2
1279;Vrouwen;50 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;36.0;0.0022;24.0;25.9;8.3;32.0
1280;Vrouwen;50 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;36.2;0.0022;23.9;25.9;8.3;32.1
1281;Vrouwen;50 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;35.9;;23.0;25.9;7.8;31.5
1282;Vrouwen;50 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;35.7;;23.2;25.1;7.6;31.4
1283;Vrouwen;50 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;35.9;;23.0;25.1;7.7;31.5
1284;Vrouwen;50 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;36.5;;24.6;27.8;9.2;32.8
1285;Vrouwen;50 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;36.3;;24.8;26.8;8.9;32.6
1286;Vrouwen;50 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;36.5;;24.8;26.8;9.0;32.7
1287;Vrouwen;50 jaar;Hoog onderwijsniveau;Waarde;2011/2014;37.0;0.0014;26.1;29.1;9.9;33.9
1288;Vrouwen;50 jaar;Hoog onderwijsniveau;Waarde;2013/2016;37.8;0.0017;27.7;30.3;11.5;34.6
1289;Vrouwen;50 jaar;Hoog onderwijsniveau;Waarde;2015/2018;38.4;0.0016;28.1;30.9;11.3;34.4
1290;Vrouwen;50 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;36.6;;24.8;27.5;8.8;32.8
1291;Vrouwen;50 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;37.5;;26.4;28.8;10.4;33.7
1292;Vrouwen;50 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;38.1;;26.8;29.6;10.2;33.4
1293;Vrouwen;50 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;37.5;;27.5;30.7;11.0;34.9
1294;Vrouwen;50 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;38.2;;29.1;31.7;12.7;35.5
1295;Vrouwen;50 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;39.0;;29.4;32.3;12.4;35.4
1296;Vrouwen;55 jaar;Laag onderwijsniveau;Waarde;2011/2014;29.3;0.005;15.9;18.6;6.1;24.8
1297;Vrouwen;55 jaar;Laag onderwijsniveau;Waarde;2013/2016;29.2;0.005;15.9;17.8;5.8;24.4
1298;Vrouwen;55 jaar;Laag onderwijsniveau;Waarde;2015/2018;28.8;0.0051;16.1;17.9;5.6;24.0
1299;Vrouwen;55 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;29.1;;15.5;18.1;5.7;24.4
1300;Vrouwen;55 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;29.0;;15.4;17.3;5.4;23.9
1301;Vrouwen;55 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;28.6;;15.5;17.4;5.2;23.6
1302;Vrouwen;55 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;29.5;;16.3;19.1;6.5;25.3
1303;Vrouwen;55 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;29.4;;16.4;18.3;6.2;24.8
1304;Vrouwen;55 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;29.0;;16.6;18.4;6.0;24.4
1305;Vrouwen;55 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;31.6;0.0039;20.5;23.0;6.7;28.2
1306;Vrouwen;55 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;31.4;0.0038;20.6;22.0;6.5;28.0
1307;Vrouwen;55 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;31.6;0.0041;20.5;21.9;6.5;28.1
1308;Vrouwen;55 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;31.2;;19.7;22.1;5.9;27.5
1309;Vrouwen;55 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;31.1;;19.8;21.2;5.9;27.4
1310;Vrouwen;55 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;31.3;;19.7;21.1;5.9;27.5
1311;Vrouwen;55 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;31.9;;21.3;23.9;7.4;28.9
1312;Vrouwen;55 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;31.7;;21.4;22.9;7.1;28.6
1313;Vrouwen;55 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;31.9;;21.4;22.8;7.1;28.7
1314;Vrouwen;55 jaar;Hoog onderwijsniveau;Waarde;2011/2014;32.2;0.0026;22.2;24.8;7.7;29.6
1315;Vrouwen;55 jaar;Hoog onderwijsniveau;Waarde;2013/2016;33.1;0.0025;23.7;25.9;9.3;30.3
1316;Vrouwen;55 jaar;Hoog onderwijsniveau;Waarde;2015/2018;33.7;0.0024;24.1;26.5;8.9;30.1
1317;Vrouwen;55 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;31.9;;20.9;23.2;6.6;28.6
1318;Vrouwen;55 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;32.8;;22.4;24.5;8.1;29.4
1319;Vrouwen;55 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;33.4;;22.8;25.2;7.8;29.1
1320;Vrouwen;55 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;32.7;;23.5;26.4;8.7;30.7
1321;Vrouwen;55 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;33.5;;25.1;27.4;10.4;31.3
1322;Vrouwen;55 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;34.3;;25.4;27.8;10.0;31.1
1323;Vrouwen;60 jaar;Laag onderwijsniveau;Waarde;2011/2014;25.0;0.0068;13.0;15.2;4.7;21.3
1324;Vrouwen;60 jaar;Laag onderwijsniveau;Waarde;2013/2016;24.9;0.0068;13.0;14.5;4.4;21.0
1325;Vrouwen;60 jaar;Laag onderwijsniveau;Waarde;2015/2018;24.5;0.0077;13.3;14.7;4.4;20.5
1326;Vrouwen;60 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;24.8;;12.6;14.7;4.3;20.9
1327;Vrouwen;60 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;24.7;;12.6;14.0;4.0;20.6
1328;Vrouwen;60 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;24.3;;12.9;14.2;4.1;20.1
1329;Vrouwen;60 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;25.2;;13.4;15.7;5.0;21.8
1330;Vrouwen;60 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;25.0;;13.5;15.0;4.7;21.4
1331;Vrouwen;60 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;24.7;;13.8;15.2;4.8;20.9
1332;Vrouwen;60 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;27.1;0.0056;17.3;19.2;5.2;24.3
1333;Vrouwen;60 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;26.9;0.0063;17.5;18.2;4.7;24.1
1334;Vrouwen;60 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;27.2;0.0056;17.4;18.1;4.6;24.3
1335;Vrouwen;60 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;26.8;;16.5;18.3;4.5;23.6
1336;Vrouwen;60 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;26.6;;16.7;17.4;4.2;23.6
1337;Vrouwen;60 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;26.9;;16.5;17.2;4.0;23.7
1338;Vrouwen;60 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;27.5;;18.1;20.1;5.9;24.9
1339;Vrouwen;60 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;27.2;;18.3;19.1;5.3;24.7
1340;Vrouwen;60 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;27.5;;18.3;18.9;5.2;24.9
1341;Vrouwen;60 jaar;Hoog onderwijsniveau;Waarde;2011/2014;27.6;0.0055;18.6;20.5;5.6;25.5
1342;Vrouwen;60 jaar;Hoog onderwijsniveau;Waarde;2013/2016;28.5;0.0044;20.1;21.6;7.1;26.3
1343;Vrouwen;60 jaar;Hoog onderwijsniveau;Waarde;2015/2018;29.1;0.0048;20.4;22.1;6.9;26.1
1344;Vrouwen;60 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;27.2;;17.2;18.9;4.6;24.5
1345;Vrouwen;60 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;28.2;;18.7;20.1;6.0;25.4
1346;Vrouwen;60 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;28.8;;19.1;20.8;5.8;25.1
1347;Vrouwen;60 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;28.1;;19.9;22.1;6.6;26.5
1348;Vrouwen;60 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;28.9;;21.4;23.0;8.2;27.2
1349;Vrouwen;60 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;29.7;;21.7;23.5;8.0;27.1
1350;Vrouwen;65 jaar;Laag onderwijsniveau;Waarde;2011/2014;20.7;0.0106;10.2;11.9;3.4;17.7
1351;Vrouwen;65 jaar;Laag onderwijsniveau;Waarde;2013/2016;20.6;0.0106;10.5;11.5;3.1;17.4
1352;Vrouwen;65 jaar;Laag onderwijsniveau;Waarde;2015/2018;20.4;0.0108;11.3;11.8;3.3;17.2
1353;Vrouwen;65 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;20.5;;9.9;11.4;3.0;17.3
1354;Vrouwen;65 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;20.5;;10.1;11.0;2.8;17.1
1355;Vrouwen;65 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;20.2;;10.9;11.4;3.0;16.8
1356;Vrouwen;65 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;20.9;;10.6;12.4;3.8;18.1
1357;Vrouwen;65 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;20.8;;10.9;11.9;3.4;17.8
1358;Vrouwen;65 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;20.6;;11.7;12.2;3.6;17.6
1359;Vrouwen;65 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;22.8;0.0089;14.4;15.4;3.8;20.4
1360;Vrouwen;65 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;22.7;0.0083;14.7;14.5;3.6;20.4
1361;Vrouwen;65 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;22.9;0.0089;14.6;14.4;3.4;20.5
1362;Vrouwen;65 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;22.5;;13.6;14.5;3.1;19.7
1363;Vrouwen;65 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;22.4;;13.9;13.6;3.0;19.8
1364;Vrouwen;65 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;22.6;;13.7;13.5;2.8;19.9
1365;Vrouwen;65 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;23.2;;15.2;16.4;4.5;21.1
1366;Vrouwen;65 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;23.0;;15.5;15.4;4.2;20.9
1367;Vrouwen;65 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;23.2;;15.4;15.2;4.0;21.1
1368;Vrouwen;65 jaar;Hoog onderwijsniveau;Waarde;2011/2014;23.3;0.0063;15.3;16.7;3.9;21.5
1369;Vrouwen;65 jaar;Hoog onderwijsniveau;Waarde;2013/2016;24.1;0.007;16.7;17.6;5.4;22.2
1370;Vrouwen;65 jaar;Hoog onderwijsniveau;Waarde;2015/2018;24.7;0.007;17.1;18.0;5.4;22.1
1371;Vrouwen;65 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;22.9;;14.0;15.1;2.9;20.4
1372;Vrouwen;65 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;23.8;;15.3;16.2;4.2;21.3
1373;Vrouwen;65 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;24.4;;15.8;16.7;4.3;21.1
1374;Vrouwen;65 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;23.8;;16.7;18.4;5.0;22.6
1375;Vrouwen;65 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;24.5;;18.1;19.1;6.5;23.1
1376;Vrouwen;65 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;25.3;;18.5;19.4;6.5;23.1
1377;Vrouwen;70 jaar;Laag onderwijsniveau;Waarde;2011/2014;16.7;0.0174;7.7;8.7;2.4;14.1
1378;Vrouwen;70 jaar;Laag onderwijsniveau;Waarde;2013/2016;16.6;0.0155;8.0;8.3;2.2;13.9
1379;Vrouwen;70 jaar;Laag onderwijsniveau;Waarde;2015/2018;16.3;0.0174;8.7;8.5;2.4;13.7
1380;Vrouwen;70 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;16.5;;7.3;8.2;2.0;13.7
1381;Vrouwen;70 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;16.5;;7.6;7.8;1.9;13.5
1382;Vrouwen;70 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;16.1;;8.3;8.1;2.1;13.3
1383;Vrouwen;70 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;16.9;;8.1;9.2;2.7;14.5
1384;Vrouwen;70 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;16.8;;8.4;8.7;2.5;14.3
1385;Vrouwen;70 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;16.5;;9.2;8.9;2.6;14.0
1386;Vrouwen;70 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;18.8;0.0116;11.3;11.9;2.9;16.8
1387;Vrouwen;70 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;18.6;0.0154;11.5;11.0;2.6;16.8
1388;Vrouwen;70 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;18.8;0.0127;11.6;10.9;2.4;16.9
1389;Vrouwen;70 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;18.5;;10.5;10.9;2.2;16.2
1390;Vrouwen;70 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;18.3;;10.7;10.1;2.1;16.2
1391;Vrouwen;70 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;18.5;;10.7;10.0;1.8;16.3
1392;Vrouwen;70 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;19.1;;12.1;12.8;3.6;17.5
1393;Vrouwen;70 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;18.9;;12.3;11.9;3.2;17.3
1394;Vrouwen;70 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;19.2;;12.5;11.7;3.0;17.5
1395;Vrouwen;70 jaar;Hoog onderwijsniveau;Waarde;2011/2014;18.9;0.0091;11.9;12.7;2.7;17.5
1396;Vrouwen;70 jaar;Hoog onderwijsniveau;Waarde;2013/2016;19.9;0.0102;13.1;13.7;4.0;18.3
1397;Vrouwen;70 jaar;Hoog onderwijsniveau;Waarde;2015/2018;20.5;0.0106;13.8;14.2;4.0;18.3
1398;Vrouwen;70 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;18.6;;10.6;11.1;1.7;16.5
1399;Vrouwen;70 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;19.6;;11.7;12.2;2.8;17.3
1400;Vrouwen;70 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;20.2;;12.5;12.8;2.9;17.2
1401;Vrouwen;70 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;19.5;;13.3;14.4;3.7;18.6
1402;Vrouwen;70 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;20.3;;14.5;15.2;5.1;19.2
1403;Vrouwen;70 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;21.1;;15.2;15.6;5.0;19.3
1404;Vrouwen;75 jaar;Laag onderwijsniveau;Waarde;2011/2014;13.0;0.0262;5.6;5.9;1.8;10.8
1405;Vrouwen;75 jaar;Laag onderwijsniveau;Waarde;2013/2016;12.8;0.0276;5.8;5.5;1.6;10.5
1406;Vrouwen;75 jaar;Laag onderwijsniveau;Waarde;2015/2018;12.6;0.0294;6.5;5.7;1.6;10.4
1407;Vrouwen;75 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;12.9;;5.3;5.5;1.4;10.4
1408;Vrouwen;75 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;12.6;;5.4;5.1;1.3;10.1
1409;Vrouwen;75 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;12.4;;6.0;5.3;1.3;10.0
1410;Vrouwen;75 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;13.2;;6.0;6.4;2.1;11.2
1411;Vrouwen;75 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;12.9;;6.2;6.0;1.8;10.8
1412;Vrouwen;75 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;12.8;;6.9;6.1;1.8;10.7
1413;Vrouwen;75 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;14.7;0.0235;8.4;8.5;1.9;13.1
1414;Vrouwen;75 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;14.9;0.022;8.7;7.9;1.6;13.4
1415;Vrouwen;75 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;14.9;0.019;8.9;7.7;1.6;13.2
