ID;Geslacht;Geboorteland;PlaatsInHetGezin;Perioden;Immigratie_1;EmigratieInclusiefAdministratieveC_2;EmigratieExclusiefAdministratieveC_3;MigratiesaldoInclusiefAdministratie_4;MigratiesaldoExclusiefAdministratie_5;AdministratieveOpnemingen_6;AdministratieveAfvoeringen_7;SaldoAdministratieveCorrecties_8
4307;Mannen en vrouwen;Caymaneilanden;Totaal personen;1997;2;0;0;2;2;0;0;0
4308;Mannen en vrouwen;Caymaneilanden;Totaal personen;1998;1;0;0;1;1;0;0;0
4309;Mannen en vrouwen;Caymaneilanden;Totaal personen;1999;0;2;0;-2;0;0;2;-2
4310;Mannen en vrouwen;Caymaneilanden;Totaal personen;2000;2;0;0;2;2;0;0;0
4311;Mannen en vrouwen;Caymaneilanden;Totaal personen;2001;1;1;1;0;0;0;0;0
4312;Mannen en vrouwen;Caymaneilanden;Totaal personen;2002;2;1;1;1;1;0;0;0
4313;Mannen en vrouwen;Caymaneilanden;Totaal personen;2003;0;0;0;0;0;0;0;0
4314;Mannen en vrouwen;Caymaneilanden;Totaal personen;2004;5;1;1;4;4;0;0;0
4315;Mannen en vrouwen;Caymaneilanden;Totaal personen;2005;0;2;1;-2;-1;0;1;-1
4316;Mannen en vrouwen;Caymaneilanden;Totaal personen;2006;3;2;3;1;0;3;2;1
4317;Mannen en vrouwen;Caymaneilanden;Totaal personen;2007;2;0;0;2;2;0;0;0
4318;Mannen en vrouwen;Caymaneilanden;Totaal personen;2008;0;2;1;-2;-1;0;1;-1
4319;Mannen en vrouwen;Caymaneilanden;Totaal personen;2009;2;1;1;1;1;1;1;0
4320;Mannen en vrouwen;Caymaneilanden;Totaal in gezinsverband;1995;0;0;0;0;0;0;0;0
4321;Mannen en vrouwen;Caymaneilanden;Totaal in gezinsverband;1996;0;0;0;0;0;0;0;0
4322;Mannen en vrouwen;Caymaneilanden;Totaal in gezinsverband;1997;0;0;0;0;0;0;0;0
4323;Mannen en vrouwen;Caymaneilanden;Totaal in gezinsverband;1998;0;0;0;0;0;0;0;0
4324;Mannen en vrouwen;Caymaneilanden;Totaal in gezinsverband;1999;0;2;0;-2;0;0;2;-2
4325;Mannen en vrouwen;Caymaneilanden;Totaal in gezinsverband;2000;0;0;0;0;0;0;0;0
4326;Mannen en vrouwen;Caymaneilanden;Totaal in gezinsverband;2001;0;0;0;0;0;0;0;0
4327;Mannen en vrouwen;Caymaneilanden;Totaal in gezinsverband;2002;1;0;0;1;1;0;0;0
4328;Mannen en vrouwen;Caymaneilanden;Totaal in gezinsverband;2003;0;0;0;0;0;0;0;0
4329;Mannen en vrouwen;Caymaneilanden;Totaal in gezinsverband;2004;1;0;0;1;1;0;0;0
4330;Mannen en vrouwen;Caymaneilanden;Totaal in gezinsverband;2005;0;1;1;-1;-1;0;0;0
4331;Mannen en vrouwen;Caymaneilanden;Totaal in gezinsverband;2006;3;3;3;0;0;1;1;0
4332;Mannen en vrouwen;Caymaneilanden;Totaal in gezinsverband;2007;1;0;0;1;1;0;0;0
4333;Mannen en vrouwen;Caymaneilanden;Totaal in gezinsverband;2008;0;0;0;0;0;0;0;0
4334;Mannen en vrouwen;Caymaneilanden;Totaal in gezinsverband;2009;1;1;1;0;0;0;0;0
4335;Mannen en vrouwen;Caymaneilanden;Personen in echtpaar;1995;0;0;0;0;0;0;0;0
4336;Mannen en vrouwen;Caymaneilanden;Personen in echtpaar;1996;0;0;0;0;0;0;0;0
4337;Mannen en vrouwen;Caymaneilanden;Personen in echtpaar;1997;0;0;0;0;0;0;0;0
4338;Mannen en vrouwen;Caymaneilanden;Personen in echtpaar;1998;0;0;0;0;0;0;0;0
4339;Mannen en vrouwen;Caymaneilanden;Personen in echtpaar;1999;0;0;0;0;0;0;0;0
4340;Mannen en vrouwen;Caymaneilanden;Personen in echtpaar;2000;0;0;0;0;0;0;0;0
4341;Mannen en vrouwen;Caymaneilanden;Personen in echtpaar;2001;0;0;0;0;0;0;0;0
4342;Mannen en vrouwen;Caymaneilanden;Personen in echtpaar;2002;0;0;0;0;0;0;0;0
4343;Mannen en vrouwen;Caymaneilanden;Personen in echtpaar;2003;0;0;0;0;0;0;0;0
4344;Mannen en vrouwen;Caymaneilanden;Personen in echtpaar;2004;1;0;0;1;1;0;0;0
4345;Mannen en vrouwen;Caymaneilanden;Personen in echtpaar;2005;0;1;1;-1;-1;0;0;0
4346;Mannen en vrouwen;Caymaneilanden;Personen in echtpaar;2006;0;3;3;-3;-3;1;1;0
4347;Mannen en vrouwen;Caymaneilanden;Personen in echtpaar;2007;0;0;0;0;0;0;0;0
4348;Mannen en vrouwen;Caymaneilanden;Personen in echtpaar;2008;0;0;0;0;0;0;0;0
4349;Mannen en vrouwen;Caymaneilanden;Personen in echtpaar;2009;1;1;1;0;0;0;0;0
4350;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met vader;1995;0;0;0;0;0;0;0;0
4351;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met vader;1996;0;0;0;0;0;0;0;0
4352;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met vader;1997;0;0;0;0;0;0;0;0
4353;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met vader;1998;0;0;0;0;0;0;0;0
4354;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met vader;1999;0;0;0;0;0;0;0;0
4355;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met vader;2000;0;0;0;0;0;0;0;0
4356;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met vader;2001;0;0;0;0;0;0;0;0
4357;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met vader;2002;0;0;0;0;0;0;0;0
4358;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met vader;2003;0;0;0;0;0;0;0;0
4359;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met vader;2004;0;0;0;0;0;0;0;0
4360;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met vader;2005;0;0;0;0;0;0;0;0
4361;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met vader;2006;0;0;0;0;0;0;0;0
4362;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met vader;2007;0;0;0;0;0;0;0;0
4363;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met vader;2008;0;0;0;0;0;0;0;0
4364;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met vader;2009;0;0;0;0;0;0;0;0
4365;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met moeder;1995;0;0;0;0;0;0;0;0
4366;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met moeder;1996;0;0;0;0;0;0;0;0
4367;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met moeder;1997;0;0;0;0;0;0;0;0
4368;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met moeder;1998;0;0;0;0;0;0;0;0
4369;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met moeder;1999;0;2;0;-2;0;0;2;-2
4370;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met moeder;2000;0;0;0;0;0;0;0;0
4371;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met moeder;2001;0;0;0;0;0;0;0;0
4372;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met moeder;2002;1;0;0;1;1;0;0;0
4373;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met moeder;2003;0;0;0;0;0;0;0;0
4374;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met moeder;2004;0;0;0;0;0;0;0;0
4375;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met moeder;2005;0;0;0;0;0;0;0;0
4376;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met moeder;2006;3;0;0;3;3;0;0;0
4377;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met moeder;2007;1;0;0;1;1;0;0;0
4378;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met moeder;2008;0;0;0;0;0;0;0;0
4379;Mannen en vrouwen;Caymaneilanden;Personen in eenoudergezin met moeder;2009;0;0;0;0;0;0;0;0
4380;Mannen en vrouwen;Caymaneilanden;Personen in samenwonend paar met kin...;1995;0;0;0;0;0;0;0;0
4381;Mannen en vrouwen;Caymaneilanden;Personen in samenwonend paar met kin...;1996;0;0;0;0;0;0;0;0
4382;Mannen en vrouwen;Caymaneilanden;Personen in samenwonend paar met kin...;1997;0;0;0;0;0;0;0;0
4383;Mannen en vrouwen;Caymaneilanden;Personen in samenwonend paar met kin...;1998;0;0;0;0;0;0;0;0
4384;Mannen en vrouwen;Caymaneilanden;Personen in samenwonend paar met kin...;1999;0;0;0;0;0;0;0;0
4385;Mannen en vrouwen;Caymaneilanden;Personen in samenwonend paar met kin...;2000;0;0;0;0;0;0;0;0
4386;Mannen en vrouwen;Caymaneilanden;Personen in samenwonend paar met kin...;2001;0;0;0;0;0;0;0;0
4387;Mannen en vrouwen;Caymaneilanden;Personen in samenwonend paar met kin...;2002;0;0;0;0;0;0;0;0
4388;Mannen en vrouwen;Caymaneilanden;Personen in samenwonend paar met kin...;2003;0;0;0;0;0;0;0;0
4389;Mannen en vrouwen;Caymaneilanden;Personen in samenwonend paar met kin...;2004;0;0;0;0;0;0;0;0
4390;Mannen en vrouwen;Caymaneilanden;Personen in samenwonend paar met kin...;2005;0;0;0;0;0;0;0;0
4391;Mannen en vrouwen;Caymaneilanden;Personen in samenwonend paar met kin...;2006;0;0;0;0;0;0;0;0
4392;Mannen en vrouwen;Caymaneilanden;Personen in samenwonend paar met kin...;2007;0;0;0;0;0;0;0;0
4393;Mannen en vrouwen;Caymaneilanden;Personen in samenwonend paar met kin...;2008;0;0;0;0;0;0;0;0
4394;Mannen en vrouwen;Caymaneilanden;Personen in samenwonend paar met kin...;2009;0;0;0;0;0;0;0;0
4395;Mannen en vrouwen;Caymaneilanden;Alleengaanden;1995;0;0;0;0;0;0;0;0
4396;Mannen en vrouwen;Caymaneilanden;Alleengaanden;1996;0;0;0;0;0;0;0;0
4397;Mannen en vrouwen;Caymaneilanden;Alleengaanden;1997;2;0;0;2;2;0;0;0
4398;Mannen en vrouwen;Caymaneilanden;Alleengaanden;1998;1;0;0;1;1;0;0;0
4399;Mannen en vrouwen;Caymaneilanden;Alleengaanden;1999;0;0;0;0;0;0;0;0
4400;Mannen en vrouwen;Caymaneilanden;Alleengaanden;2000;2;0;0;2;2;0;0;0
4401;Mannen en vrouwen;Caymaneilanden;Alleengaanden;2001;1;1;1;0;0;0;0;0
4402;Mannen en vrouwen;Caymaneilanden;Alleengaanden;2002;1;1;1;0;0;0;0;0
4403;Mannen en vrouwen;Caymaneilanden;Alleengaanden;2003;0;0;0;0;0;0;0;0
4404;Mannen en vrouwen;Caymaneilanden;Alleengaanden;2004;4;1;1;3;3;0;0;0
4405;Mannen en vrouwen;Caymaneilanden;Alleengaanden;2005;0;1;0;-1;0;0;1;-1
4406;Mannen en vrouwen;Caymaneilanden;Alleengaanden;2006;0;-1;0;1;0;2;1;1
4407;Mannen en vrouwen;Caymaneilanden;Alleengaanden;2007;1;0;0;1;1;0;0;0
4408;Mannen en vrouwen;Caymaneilanden;Alleengaanden;2008;0;2;1;-2;-1;0;1;-1
4409;Mannen en vrouwen;Caymaneilanden;Alleengaanden;2009;1;0;0;1;1;1;1;0
4410;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal personen;1995;2;0;0;2;2;0;0;0
4411;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal personen;1996;6;3;1;3;5;0;2;-2
4412;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal personen;1997;4;0;0;4;4;0;0;0
4413;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal personen;1998;4;0;0;4;4;0;0;0
4414;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal personen;1999;7;2;0;5;7;0;2;-2
4415;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal personen;2000;4;3;0;1;4;0;3;-3
4416;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal personen;2001;11;6;0;5;11;0;6;-6
4417;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal personen;2002;2;2;0;0;2;0;2;-2
4418;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal personen;2003;4;0;0;4;4;0;0;0
4419;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal personen;2004;3;2;0;1;3;0;2;-2
4420;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal personen;2005;5;1;0;4;5;1;2;-1
4421;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal personen;2006;7;4;5;3;2;1;0;1
4422;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal personen;2007;2;4;2;-2;0;1;3;-2
4423;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal personen;2008;1;1;0;0;1;1;2;-1
4424;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal personen;2009;7;1;1;6;6;1;1;0
4425;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal in gezinsverband;1995;0;0;0;0;0;0;0;0
4426;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal in gezinsverband;1996;0;1;1;-1;-1;0;0;0
4427;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal in gezinsverband;1997;2;0;0;2;2;0;0;0
4428;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal in gezinsverband;1998;0;0;0;0;0;0;0;0
4429;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal in gezinsverband;1999;0;0;0;0;0;0;0;0
4430;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal in gezinsverband;2000;0;0;0;0;0;0;0;0
4431;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal in gezinsverband;2001;0;0;0;0;0;0;0;0
4432;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal in gezinsverband;2002;2;0;0;2;2;0;0;0
4433;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal in gezinsverband;2003;0;0;0;0;0;0;0;0
4434;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal in gezinsverband;2004;0;0;0;0;0;0;0;0
4435;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal in gezinsverband;2005;0;0;0;0;0;0;0;0
4436;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal in gezinsverband;2006;0;1;1;-1;-1;0;0;0
4437;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal in gezinsverband;2007;0;0;0;0;0;0;0;0
4438;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal in gezinsverband;2008;0;0;0;0;0;0;0;0
4439;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Totaal in gezinsverband;2009;3;1;1;2;2;0;0;0
4440;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in echtpaar;1995;0;0;0;0;0;0;0;0
4441;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in echtpaar;1996;0;1;1;-1;-1;0;0;0
4442;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in echtpaar;1997;2;0;0;2;2;0;0;0
4443;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in echtpaar;1998;0;0;0;0;0;0;0;0
4444;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in echtpaar;1999;0;0;0;0;0;0;0;0
4445;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in echtpaar;2000;0;0;0;0;0;0;0;0
4446;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in echtpaar;2001;0;0;0;0;0;0;0;0
4447;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in echtpaar;2002;0;0;0;0;0;0;0;0
4448;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in echtpaar;2003;0;0;0;0;0;0;0;0
4449;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in echtpaar;2004;0;0;0;0;0;0;0;0
4450;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in echtpaar;2005;0;0;0;0;0;0;0;0
4451;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in echtpaar;2006;0;1;1;-1;-1;0;0;0
4452;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in echtpaar;2007;0;0;0;0;0;0;0;0
4453;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in echtpaar;2008;0;0;0;0;0;0;0;0
4454;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in echtpaar;2009;0;1;1;-1;-1;0;0;0
4455;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met vader;1995;0;0;0;0;0;0;0;0
4456;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met vader;1996;0;0;0;0;0;0;0;0
4457;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met vader;1997;0;0;0;0;0;0;0;0
4458;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met vader;1998;0;0;0;0;0;0;0;0
4459;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met vader;1999;0;0;0;0;0;0;0;0
4460;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met vader;2000;0;0;0;0;0;0;0;0
4461;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met vader;2001;0;0;0;0;0;0;0;0
4462;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met vader;2002;0;0;0;0;0;0;0;0
4463;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met vader;2003;0;0;0;0;0;0;0;0
4464;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met vader;2004;0;0;0;0;0;0;0;0
4465;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met vader;2005;0;0;0;0;0;0;0;0
4466;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met vader;2006;0;0;0;0;0;0;0;0
4467;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met vader;2007;0;0;0;0;0;0;0;0
4468;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met vader;2008;0;0;0;0;0;0;0;0
4469;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met vader;2009;0;0;0;0;0;0;0;0
4470;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met moeder;1995;0;0;0;0;0;0;0;0
4471;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met moeder;1996;0;0;0;0;0;0;0;0
4472;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met moeder;1997;0;0;0;0;0;0;0;0
4473;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met moeder;1998;0;0;0;0;0;0;0;0
4474;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met moeder;1999;0;0;0;0;0;0;0;0
4475;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met moeder;2000;0;0;0;0;0;0;0;0
4476;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met moeder;2001;0;0;0;0;0;0;0;0
4477;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met moeder;2002;2;0;0;2;2;0;0;0
4478;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met moeder;2003;0;0;0;0;0;0;0;0
4479;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met moeder;2004;0;0;0;0;0;0;0;0
4480;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met moeder;2005;0;0;0;0;0;0;0;0
4481;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met moeder;2006;0;0;0;0;0;0;0;0
4482;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met moeder;2007;0;0;0;0;0;0;0;0
4483;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met moeder;2008;0;0;0;0;0;0;0;0
4484;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in eenoudergezin met moeder;2009;3;0;0;3;3;0;0;0
4485;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in samenwonend paar met kin...;1995;0;0;0;0;0;0;0;0
4486;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in samenwonend paar met kin...;1996;0;0;0;0;0;0;0;0
4487;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in samenwonend paar met kin...;1997;0;0;0;0;0;0;0;0
4488;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in samenwonend paar met kin...;1998;0;0;0;0;0;0;0;0
4489;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in samenwonend paar met kin...;1999;0;0;0;0;0;0;0;0
4490;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in samenwonend paar met kin...;2000;0;0;0;0;0;0;0;0
4491;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in samenwonend paar met kin...;2001;0;0;0;0;0;0;0;0
4492;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in samenwonend paar met kin...;2002;0;0;0;0;0;0;0;0
4493;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in samenwonend paar met kin...;2003;0;0;0;0;0;0;0;0
4494;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in samenwonend paar met kin...;2004;0;0;0;0;0;0;0;0
4495;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in samenwonend paar met kin...;2005;0;0;0;0;0;0;0;0
4496;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in samenwonend paar met kin...;2006;0;0;0;0;0;0;0;0
4497;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in samenwonend paar met kin...;2007;0;0;0;0;0;0;0;0
4498;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in samenwonend paar met kin...;2008;0;0;0;0;0;0;0;0
4499;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Personen in samenwonend paar met kin...;2009;0;0;0;0;0;0;0;0
4500;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Alleengaanden;1995;2;0;0;2;2;0;0;0
4501;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Alleengaanden;1996;6;2;0;4;6;0;2;-2
4502;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Alleengaanden;1997;2;0;0;2;2;0;0;0
4503;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Alleengaanden;1998;4;0;0;4;4;0;0;0
4504;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Alleengaanden;1999;7;2;0;5;7;0;2;-2
4505;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Alleengaanden;2000;4;3;0;1;4;0;3;-3
4506;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Alleengaanden;2001;11;6;0;5;11;0;6;-6
4507;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Alleengaanden;2002;0;2;0;-2;0;0;2;-2
4508;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Alleengaanden;2003;4;0;0;4;4;0;0;0
4509;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Alleengaanden;2004;3;2;0;1;3;0;2;-2
4510;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Alleengaanden;2005;5;1;0;4;5;1;2;-1
4511;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Alleengaanden;2006;7;3;4;4;3;1;0;1
4512;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Alleengaanden;2007;2;4;2;-2;0;1;3;-2
4513;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Alleengaanden;2008;1;1;0;0;1;1;2;-1
4514;Mannen en vrouwen;Centraal-Afrikaanse Republiek;Alleengaanden;2009;4;0;0;4;4;1;1;0
4515;Mannen en vrouwen;Chili;Totaal personen;1995;84;105;75;-21;9;9;39;-30
4516;Mannen en vrouwen;Chili;Totaal personen;1996;79;110;66;-31;13;18;62;-44
4517;Mannen en vrouwen;Chili;Totaal personen;1997;109;93;60;16;49;14;47;-33
4518;Mannen en vrouwen;Chili;Totaal personen;1998;138;77;52;61;86;12;37;-25
4519;Mannen en vrouwen;Chili;Totaal personen;1999;152;77;50;75;102;11;38;-27
4520;Mannen en vrouwen;Chili;Totaal personen;2000;148;111;86;37;62;14;39;-25
4521;Mannen en vrouwen;Chili;Totaal personen;2001;130;69;48;61;82;8;29;-21
4522;Mannen en vrouwen;Chili;Totaal personen;2002;156;125;79;31;77;12;58;-46
4523;Mannen en vrouwen;Chili;Totaal personen;2003;144;93;67;51;77;17;43;-26
4524;Mannen en vrouwen;Chili;Totaal personen;2004;185;123;73;62;112;12;62;-50
4525;Mannen en vrouwen;Chili;Totaal personen;2005;329;188;161;141;168;23;50;-27
4526;Mannen en vrouwen;Chili;Totaal personen;2006;284;301;252;-17;32;25;74;-49
4527;Mannen en vrouwen;Chili;Totaal personen;2007;154;268;216;-114;-62;26;78;-52
4528;Mannen en vrouwen;Chili;Totaal personen;2008;140;143;100;-3;40;20;63;-43
4529;Mannen en vrouwen;Chili;Totaal personen;2009;184;162;112;22;72;19;69;-50
4530;Mannen en vrouwen;Chili;Totaal in gezinsverband;1995;28;42;34;-14;-6;0;8;-8
4531;Mannen en vrouwen;Chili;Totaal in gezinsverband;1996;11;57;37;-46;-26;0;20;-20
4532;Mannen en vrouwen;Chili;Totaal in gezinsverband;1997;14;32;20;-18;-6;0;12;-12
4533;Mannen en vrouwen;Chili;Totaal in gezinsverband;1998;30;24;21;6;9;0;3;-3
4534;Mannen en vrouwen;Chili;Totaal in gezinsverband;1999;46;24;20;22;26;1;5;-4
4535;Mannen en vrouwen;Chili;Totaal in gezinsverband;2000;27;60;47;-33;-20;0;13;-13
4536;Mannen en vrouwen;Chili;Totaal in gezinsverband;2001;27;28;21;-1;6;0;7;-7
4537;Mannen en vrouwen;Chili;Totaal in gezinsverband;2002;32;64;44;-32;-12;0;20;-20
4538;Mannen en vrouwen;Chili;Totaal in gezinsverband;2003;24;38;34;-14;-10;1;5;-4
4539;Mannen en vrouwen;Chili;Totaal in gezinsverband;2004;50;50;38;0;12;0;12;-12
4540;Mannen en vrouwen;Chili;Totaal in gezinsverband;2005;94;42;40;52;54;2;4;-2
4541;Mannen en vrouwen;Chili;Totaal in gezinsverband;2006;102;145;132;-43;-30;0;13;-13
4542;Mannen en vrouwen;Chili;Totaal in gezinsverband;2007;36;105;94;-69;-58;5;16;-11
4543;Mannen en vrouwen;Chili;Totaal in gezinsverband;2008;15;66;49;-51;-34;0;17;-17
4544;Mannen en vrouwen;Chili;Totaal in gezinsverband;2009;28;49;43;-21;-15;1;7;-6
4545;Mannen en vrouwen;Chili;Personen in echtpaar;1995;18;31;29;-13;-11;0;2;-2
4546;Mannen en vrouwen;Chili;Personen in echtpaar;1996;8;37;25;-29;-17;0;12;-12
4547;Mannen en vrouwen;Chili;Personen in echtpaar;1997;4;22;14;-18;-10;0;8;-8
4548;Mannen en vrouwen;Chili;Personen in echtpaar;1998;19;18;17;1;2;0;1;-1
