ID;TripCharacteristics;Population;TravelPurposes;Margins;RegionCharacteristics;Periods;AverageDistanceTravelledPerTrip_1;AverageTravelTimePerTrip_2
4540;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Overijssel (PV);2022;14.87;23.34
4541;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Overijssel (PV);2023;16.6;25.0
4542;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Flevoland (PV);2018;22.79;31.04
4543;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Flevoland (PV);2019;23.2;30.0
4544;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Flevoland (PV);2020;21.25;27.02
4545;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Flevoland (PV);2021;19.03;24.65
4546;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Flevoland (PV);2022;20.21;27.38
4547;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Flevoland (PV);2023;20.73;29.02
4548;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Gelderland (PV);2018;19.47;28.69
4549;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Gelderland (PV);2019;19.3;28.25
4550;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Gelderland (PV);2020;16.14;24.34
4551;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Gelderland (PV);2021;16.21;24.49
4552;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Gelderland (PV);2022;18.0;27.14
4553;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Gelderland (PV);2023;18.69;28.35
4554;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Utrecht (PV);2018;18.02;29.61
4555;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Utrecht (PV);2019;20.49;31.21
4556;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Utrecht (PV);2020;17.53;26.8
4557;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Utrecht (PV);2021;17.44;27.21
4558;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Utrecht (PV);2022;17.73;28.4
4559;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Utrecht (PV);2023;18.84;30.65
4560;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Noord-Holland (PV);2018;17.82;31.73
4561;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Noord-Holland (PV);2019;17.35;31.63
4562;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Noord-Holland (PV);2020;14.93;27.28
4563;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Noord-Holland (PV);2021;14.6;26.59
4564;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Noord-Holland (PV);2022;15.4;28.04
4565;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Noord-Holland (PV);2023;15.66;29.93
4566;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Zuid-Holland (PV);2018;17.59;30.71
4567;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Zuid-Holland (PV);2019;17.11;31.09
4568;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Zuid-Holland (PV);2020;15.15;26.92
4569;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Zuid-Holland (PV);2021;14.32;26.62
4570;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Zuid-Holland (PV);2022;15.48;29.2
4571;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Zuid-Holland (PV);2023;16.5;30.39
4572;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Zeeland (PV);2018;13.35;19.28
4573;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Zeeland (PV);2019;15.53;22.34
4574;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Zeeland (PV);2020;10.71;17.21
4575;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Zeeland (PV);2021;11.52;18.59
4576;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Zeeland (PV);2022;14.23;20.31
4577;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Zeeland (PV);2023;15.56;22.0
4578;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Noord-Brabant (PV);2018;17.99;26.71
4579;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Noord-Brabant (PV);2019;17.39;26.57
4580;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Noord-Brabant (PV);2020;14.64;22.58
4581;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Noord-Brabant (PV);2021;15.56;23.29
4582;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Noord-Brabant (PV);2022;16.53;25.39
4583;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Noord-Brabant (PV);2023;17.24;26.73
4584;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Limburg (PV);2018;15.39;23.15
4585;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Limburg (PV);2019;15.19;23.4
4586;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Limburg (PV);2020;13.68;21.27
4587;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Limburg (PV);2021;13.66;21.08
4588;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Limburg (PV);2022;15.23;23.79
4589;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Limburg (PV);2023;15.07;23.33
4590;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Extremely urbanised;2018;16.8;31.85
4591;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Extremely urbanised;2019;16.49;31.41
4592;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Extremely urbanised;2020;14.38;28.28
4593;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Extremely urbanised;2021;14.02;27.93
4594;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Extremely urbanised;2022;14.53;29.36
4595;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Extremely urbanised;2023;15.6;30.99
4596;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Strongly urbanised;2018;18.83;29.58
4597;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Strongly urbanised;2019;18.45;29.45
4598;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Strongly urbanised;2020;16.47;25.76
4599;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Strongly urbanised;2021;15.45;24.79
4600;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Strongly urbanised;2022;17.6;27.89
4601;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Strongly urbanised;2023;18.04;29.11
4602;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Moderately urbanised;2018;18.34;27.38
4603;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Moderately urbanised;2019;18.84;28.12
4604;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Moderately urbanised;2020;14.87;22.91
4605;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Moderately urbanised;2021;15.47;23.36
4606;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Moderately urbanised;2022;16.44;25.51
4607;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Moderately urbanised;2023;17.49;26.87
4608;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Hardly urbanised;2018;19.13;26.24
4609;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Hardly urbanised;2019;18.78;26.73
4610;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Hardly urbanised;2020;16.14;23.34
4611;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Hardly urbanised;2021;16.75;23.83
4612;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Hardly urbanised;2022;17.91;25.37
4613;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Hardly urbanised;2023;18.31;26.47
4614;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Not urbanised;2018;18.9;25.43
4615;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Not urbanised;2019;19.94;25.95
4616;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Not urbanised;2020;17.14;23.94
4617;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Not urbanised;2021;16.93;23.39
4618;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Not urbanised;2022;16.11;23.39
4619;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;Not urbanised;2023;17.41;24.22
4620;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;The Netherlands;2018;19.64;30.02
4621;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;The Netherlands;2019;19.72;30.42
4622;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;The Netherlands;2020;17.09;26.62
4623;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;The Netherlands;2021;16.96;26.33
4624;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;The Netherlands;2022;18.06;28.45
4625;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;The Netherlands;2023;18.77;29.73
4626;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;Noord-Nederland (LD);2018;22.56;28.17
4627;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;Noord-Nederland (LD);2019;23.05;27.95
4628;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;Noord-Nederland (LD);2020;18.95;26.13
4629;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;Noord-Nederland (LD);2021;20.03;26.89
4630;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;Noord-Nederland (LD);2022;20.49;27.3
4631;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;Noord-Nederland (LD);2023;20.96;27.52
4632;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;Oost-Nederland (LD);2018;21.62;30.56
4633;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;Oost-Nederland (LD);2019;21.76;30.14
4634;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;Oost-Nederland (LD);2020;19.04;26.7
4635;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;Oost-Nederland (LD);2021;18.34;26.01
4636;Total;Population: 12 years or older;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;Oost-Nederland (LD);2022;19.96;28.65
