ID;TravelMotives;Population;TravelModes;Margins;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3;Trips_4;DistanceTravelled_5;TimeTravelled_6
6189;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Moderately urbanised;2021;0.09;1.54;2.91;33.0;562.0;17.7
6190;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Moderately urbanised;2022;0.11;2.04;3.27;38.0;745.0;19.9
6191;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Moderately urbanised;2023;0.09;1.55;2.81;33.0;565.0;17.1
6192;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Hardly urbanised;2018;0.12;2.95;4.19;43.0;1077.0;25.5
6193;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Hardly urbanised;2019;0.12;2.6;3.59;42.0;950.0;21.8
6194;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Hardly urbanised;2020;0.09;1.74;2.93;34.0;638.0;17.9
6195;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Hardly urbanised;2021;0.1;2.28;3.54;36.0;834.0;21.5
6196;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Hardly urbanised;2022;0.11;2.21;3.39;41.0;808.0;20.6
6197;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Hardly urbanised;2023;0.09;1.74;2.72;34.0;636.0;16.5
6198;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Not urbanised;2018;0.11;2.69;3.41;41.0;981.0;20.7
6199;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Not urbanised;2019;0.11;2.67;3.65;41.0;974.0;22.2
6200;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Not urbanised;2020;0.11;2.13;3.19;39.0;780.0;19.5
6201;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Not urbanised;2021;0.13;2.08;3.51;47.0;760.0;21.3
6202;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Not urbanised;2022;0.11;1.9;2.94;39.0;694.0;17.9
6203;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Not urbanised;2023;0.1;2.06;3.08;36.0;750.0;18.8
6204;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;The Netherlands;2018;0.12;2.65;4.13;42.0;966.0;25.1
6205;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;The Netherlands;2019;0.12;2.61;4.08;44.0;954.0;24.8
6206;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;The Netherlands;2020;0.09;1.77;3.01;35.0;646.0;18.3
6207;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;The Netherlands;2021;0.11;2.04;3.69;39.0;745.0;22.4
6208;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;The Netherlands;2022;0.11;2.26;3.65;42.0;825.0;22.2
6209;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;The Netherlands;2023;0.1;1.87;3.21;37.0;684.0;19.5
6210;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Noord-Nederland (LD);2018;0.13;4.25;5.58;47.0;1553.0;34.0
6211;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Noord-Nederland (LD);2019;0.14;3.69;5.25;52.0;1346.0;31.9
6212;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Noord-Nederland (LD);2020;0.13;2.7;4.65;48.0;987.0;28.4
6213;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Noord-Nederland (LD);2021;0.13;2.9;4.63;46.0;1059.0;28.2
6214;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Noord-Nederland (LD);2022;0.15;3.68;4.84;54.0;1344.0;29.5
6215;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Noord-Nederland (LD);2023;0.13;2.78;4.37;49.0;1015.0;26.6
6216;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Oost-Nederland (LD);2018;0.12;3.13;4.38;43.0;1144.0;26.6
6217;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Oost-Nederland (LD);2019;0.14;3.52;4.68;50.0;1284.0;28.4
6218;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Oost-Nederland (LD);2020;0.11;2.33;3.47;39.0;853.0;21.2
6219;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Oost-Nederland (LD);2021;0.12;2.99;4.67;44.0;1091.0;28.4
6220;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Oost-Nederland (LD);2022;0.12;2.78;4.07;44.0;1013.0;24.8
6221;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Oost-Nederland (LD);2023;0.12;2.41;3.52;43.0;880.0;21.4
6222;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;West-Nederland (LD);2018;0.12;2.27;4.1;43.0;830.0;24.9
6223;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;West-Nederland (LD);2019;0.12;2.5;4.27;45.0;913.0;26.0
6224;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;West-Nederland (LD);2020;0.09;1.62;2.94;33.0;593.0;18.0
6225;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;West-Nederland (LD);2021;0.11;1.73;3.59;39.0;631.0;21.8
6226;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;West-Nederland (LD);2022;0.11;1.95;3.42;41.0;711.0;20.8
6227;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;West-Nederland (LD);2023;0.1;1.71;3.27;37.0;625.0;19.9
6228;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Zuid-Nederland (LD);2018;0.12;3.17;4.46;46.0;1158.0;27.1
6229;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Zuid-Nederland (LD);2019;0.12;2.36;3.71;44.0;860.0;22.6
6230;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Zuid-Nederland (LD);2020;0.1;1.74;2.88;37.0;636.0;17.5
6231;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Zuid-Nederland (LD);2021;0.11;2.08;3.6;40.0;759.0;21.9
6232;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Zuid-Nederland (LD);2022;0.12;2.67;4.28;44.0;973.0;26.1
6233;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Zuid-Nederland (LD);2023;0.1;1.9;3.08;35.0;695.0;18.7
6234;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Groningen (PV);2018;0.13;4.58;5.93;47.0;1670.0;36.1
6235;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Groningen (PV);2019;0.15;;4.94;53.0;;30.0
6236;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Groningen (PV);2020;;;;;;
6237;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Groningen (PV);2021;0.11;2.56;3.86;41.0;934.0;23.5
6238;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Groningen (PV);2022;0.16;3.33;4.92;59.0;1215.0;29.9
6239;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Groningen (PV);2023;0.12;;4.63;46.0;;28.2
6240;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Fryslân (PV);2018;0.15;5.75;7.31;55.0;2098.0;44.5
6241;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Fryslân (PV);2019;0.17;4.24;7.35;62.0;1548.0;44.7
6242;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Fryslân (PV);2020;0.17;3.59;6.91;62.0;1312.0;42.2
6243;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Fryslân (PV);2021;0.14;3.14;5.24;51.0;1147.0;31.9
6244;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Fryslân (PV);2022;0.18;3.79;5.1;66.0;1383.0;31.0
6245;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Fryslân (PV);2023;0.15;3.77;5.34;56.0;1376.0;32.5
6246;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Drenthe (PV);2018;0.15;3.9;5.29;53.0;1423.0;32.2
6247;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Drenthe (PV);2019;0.16;5.22;5.38;59.0;1906.0;32.7
6248;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Drenthe (PV);2020;;;;;;
6249;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Drenthe (PV);2021;0.17;4.33;6.78;64.0;1579.0;41.2
6250;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Drenthe (PV);2022;;;;;;
6251;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Drenthe (PV);2023;0.17;3.53;4.7;62.0;1287.0;28.6
6252;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Overijssel (PV);2018;0.13;4.21;5.63;48.0;1535.0;34.2
6253;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Overijssel (PV);2019;0.18;4.73;5.83;64.0;1727.0;35.5
6254;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Overijssel (PV);2020;0.12;2.82;4.4;45.0;1034.0;26.8
6255;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Overijssel (PV);2021;0.12;2.88;5.35;42.0;1052.0;32.6
6256;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Overijssel (PV);2022;0.15;2.92;4.64;56.0;1066.0;28.2
6257;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Overijssel (PV);2023;0.13;3.08;4.13;48.0;1126.0;25.1
6258;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Flevoland (PV);2018;0.16;3.99;5.3;57.0;1457.0;32.2
6259;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Flevoland (PV);2019;0.12;4.37;4.86;43.0;1597.0;29.6
6260;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Flevoland (PV);2020;;;;;;
6261;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Flevoland (PV);2021;0.19;4.21;7.14;68.0;1538.0;43.4
6262;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Flevoland (PV);2022;0.12;;;43.0;;
6263;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Flevoland (PV);2023;0.11;2.41;3.38;39.0;880.0;20.6
6264;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Gelderland (PV);2018;0.12;2.88;4.13;43.0;1049.0;25.1
6265;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Gelderland (PV);2019;0.14;3.25;4.63;49.0;1188.0;28.1
6266;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Gelderland (PV);2020;0.11;2.24;3.29;40.0;820.0;20.1
6267;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Gelderland (PV);2021;0.12;3.26;4.56;45.0;1191.0;27.8
6268;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Gelderland (PV);2022;0.12;2.72;3.94;43.0;994.0;24.0
6269;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Gelderland (PV);2023;0.12;2.38;3.63;45.0;868.0;22.1
6270;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Utrecht (PV);2018;0.12;2.54;3.96;43.0;926.0;24.1
6271;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Utrecht (PV);2019;0.12;2.48;3.3;43.0;904.0;20.1
6272;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Utrecht (PV);2020;0.09;2.18;3.32;34.0;798.0;20.3
6273;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Utrecht (PV);2021;0.09;1.63;2.94;35.0;595.0;17.9
6274;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Utrecht (PV);2022;0.1;2.09;3.3;35.0;761.0;20.1
6275;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Utrecht (PV);2023;0.1;1.93;3.42;37.0;705.0;20.8
6276;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Noord-Holland (PV);2018;0.13;2.44;4.3;47.0;891.0;26.2
6277;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Noord-Holland (PV);2019;0.14;3.03;5.25;49.0;1106.0;31.9
6278;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Noord-Holland (PV);2020;0.09;1.59;2.81;34.0;581.0;17.2
6279;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Noord-Holland (PV);2021;0.11;1.55;3.43;38.0;567.0;20.9
6280;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Noord-Holland (PV);2022;0.12;2.02;3.55;42.0;736.0;21.6
6281;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Noord-Holland (PV);2023;0.11;1.79;3.46;39.0;653.0;21.0
6282;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Zuid-Holland (PV);2018;0.12;2.42;4.62;43.0;882.0;28.1
6283;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Zuid-Holland (PV);2019;0.12;2.53;4.5;44.0;922.0;27.4
6284;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Zuid-Holland (PV);2020;0.09;1.65;3.17;34.0;605.0;19.4
6285;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Zuid-Holland (PV);2021;0.12;1.98;4.14;42.0;721.0;25.2
6286;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Zuid-Holland (PV);2022;0.12;2.06;3.63;43.0;752.0;22.1
6287;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Zuid-Holland (PV);2023;0.1;1.77;3.37;38.0;645.0;20.5
6288;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Zeeland (PV);2018;0.18;3.26;3.97;66.0;1189.0;24.2
6289;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Zeeland (PV);2019;0.23;3.42;4.86;83.0;1249.0;29.6
6290;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Zeeland (PV);2020;;;;;;
6291;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Zeeland (PV);2021;0.24;4.1;7.06;88.0;1497.0;43.0
6292;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Zeeland (PV);2022;0.25;3.85;5.88;93.0;1406.0;35.8
6293;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Zeeland (PV);2023;;;;;;
6294;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Noord-Brabant (PV);2018;0.14;3.63;5.0;49.0;1324.0;30.4
6295;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Noord-Brabant (PV);2019;0.12;2.46;3.81;42.0;897.0;23.2
6296;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Noord-Brabant (PV);2020;0.1;1.8;3.11;37.0;658.0;19.0
6297;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Noord-Brabant (PV);2021;0.11;2.25;3.81;41.0;822.0;23.2
6298;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Noord-Brabant (PV);2022;0.13;3.2;5.08;47.0;1168.0;30.9
6299;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Noord-Brabant (PV);2023;0.1;2.1;3.41;38.0;767.0;20.7
6300;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Limburg (PV);2018;0.12;2.69;3.86;43.0;981.0;23.5
6301;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Limburg (PV);2019;0.15;2.57;4.09;54.0;939.0;24.9
6302;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Limburg (PV);2020;0.11;1.98;2.81;41.0;726.0;17.1
6303;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Limburg (PV);2021;0.12;2.04;3.7;45.0;744.0;22.5
6304;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Limburg (PV);2022;0.11;1.83;2.98;40.0;670.0;18.1
6305;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Limburg (PV);2023;0.1;1.79;2.81;35.0;655.0;17.1
6306;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Extremely urbanised;2018;0.1;1.79;3.59;36.0;655.0;21.8
6307;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Extremely urbanised;2019;0.1;1.9;3.48;37.0;692.0;21.2
6308;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Extremely urbanised;2020;0.08;1.22;2.68;28.0;448.0;16.4
6309;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Extremely urbanised;2021;0.09;1.27;2.93;32.0;465.0;17.8
6310;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Extremely urbanised;2022;0.09;1.23;2.62;31.0;447.0;16.0
6311;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Extremely urbanised;2023;0.09;1.35;2.86;31.0;494.0;17.4
6312;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Strongly urbanised;2018;0.12;2.48;4.2;42.0;904.0;25.6
6313;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Strongly urbanised;2019;0.13;2.41;3.97;47.0;879.0;24.2
6314;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Strongly urbanised;2020;0.09;1.69;2.68;33.0;619.0;16.4
6315;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Strongly urbanised;2021;0.11;2.04;3.66;41.0;745.0;22.3
6316;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Strongly urbanised;2022;0.12;2.67;4.24;44.0;976.0;25.8
6317;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Strongly urbanised;2023;0.11;1.96;3.3;39.0;714.0;20.1
6318;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Moderately urbanised;2018;0.12;3.28;4.71;44.0;1196.0;28.6
6319;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Moderately urbanised;2019;0.13;3.35;5.14;49.0;1224.0;31.3
6320;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Moderately urbanised;2020;0.11;2.11;3.27;39.0;771.0;19.9
6321;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Moderately urbanised;2021;0.12;2.34;4.11;43.0;855.0;25.0
6322;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Moderately urbanised;2022;0.14;2.99;4.48;50.0;1092.0;27.2
6323;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Moderately urbanised;2023;0.12;2.26;3.85;43.0;824.0;23.4
6324;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Hardly urbanised;2018;0.14;3.92;5.35;53.0;1429.0;32.5
6325;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Hardly urbanised;2019;0.14;3.66;4.89;53.0;1337.0;29.8
6326;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Hardly urbanised;2020;0.12;2.45;4.08;44.0;895.0;24.9
6327;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Hardly urbanised;2021;0.12;3.16;5.02;45.0;1152.0;30.5
6328;Total;Population: 12 years or older;Other;Upper bound 95% confidence interval;Hardly urbanised;2022;0.14;3.09;4.43;51.0;1127.0;27.0
