ID;CharRegionalBusinessClassification;Periods;SicknessAbsenceRateTotal_1;SicknessAbsenceRate1stYear_2;SicknessAbsenceRate2ndYear_3;SicknessAbsenceRateTotal_4;SicknessAbsenceRate17Days_5;SicknessAbsenceRate842Days_6;SicknessAbsenceRate4391Days_7;SicknessAbsenceRate92182Days_8;SicknessAbsenceRate183365Days_9;SicknessAbsenceRate366730Days_10;SickLeaveFrequency_11;AverageDurationOfAbsenceTotal_12;AverageDurationOfAbsence1Year_13;AvgDurationOfAbsence1YrAnd2yr_14
1271;Degree of urbanisation: total;2004 2nd quarter*;4.0;4.0;;4.0;0.6;1.2;0.9;0.8;0.5;;0.95;16.8;16.8;
1272;Degree of urbanisation: total;2004 3rd quarter*;3.5;3.5;;3.5;0.5;1.0;0.7;0.7;0.5;;0.8;18.7;18.7;
1273;Degree of urbanisation: total;2004 4th quarter*;4.0;4.0;;4.0;0.9;1.3;0.9;0.6;0.4;;1.19;17.7;17.7;
1274;Degree of urbanisation: total;2004 annual figure*;4.0;4.0;;4.0;0.7;1.1;0.7;0.7;0.8;;1.05;17.3;17.3;
1275;Degree of urbanisation: total;2005 1st quarter*;4.9;4.8;0.1;4.9;1.0;1.5;0.9;0.8;0.6;0.2;1.38;12.6;12.6;0.0
1276;Degree of urbanisation: total;2005 2nd quarter*;3.9;3.9;0.1;3.9;0.6;1.1;0.8;0.7;0.6;0.3;0.87;16.5;16.3;0.2
1277;Degree of urbanisation: total;2005 3rd quarter*;3.4;3.4;0.1;3.4;0.5;0.9;0.6;0.6;0.5;0.3;0.73;19.2;18.7;0.6
1278;Degree of urbanisation: total;2005 4th quarter*;3.9;3.8;0.1;3.9;0.7;1.1;0.8;0.6;0.4;0.4;0.98;25.3;23.2;2.1
1279;Degree of urbanisation: total;2005 annual figure*;4.0;4.0;0.1;4.0;0.7;1.0;0.6;0.6;0.6;0.5;0.99;18.4;17.7;0.7
1280;Very high degree of urbanisation;2002 1st quarter*;6.6;6.6;;6.6;1.3;2.0;1.3;1.2;0.9;;1.75;16.8;16.8;
1281;Very high degree of urbanisation;2002 2nd quarter*;5.7;5.7;;5.7;1.0;1.7;1.1;1.1;0.9;;1.42;17.1;17.1;
1282;Very high degree of urbanisation;2002 3rd quarter*;5.1;5.1;;5.1;0.8;1.5;1.0;0.9;0.9;;1.23;18.1;18.1;
1283;Very high degree of urbanisation;2002 4th quarter*;5.6;5.6;;5.6;1.2;1.8;1.1;0.9;0.7;;1.65;14.4;14.4;
1284;Very high degree of urbanisation;2002 annual figure*;5.7;5.7;;5.7;1.0;1.5;0.8;0.9;1.5;;1.51;16.5;16.5;
1285;Very high degree of urbanisation;2003 1st quarter*;5.6;5.6;;5.6;1.3;1.8;1.0;0.8;0.6;;1.86;14.2;14.2;
1286;Very high degree of urbanisation;2003 2nd quarter*;5.0;5.0;;5.0;0.9;1.6;1.0;0.9;0.5;;1.38;15.0;15.0;
1287;Very high degree of urbanisation;2003 3rd quarter*;4.6;4.6;;4.6;0.8;1.3;0.8;0.9;0.6;;1.26;14.7;14.7;
1288;Very high degree of urbanisation;2003 4th quarter*;5.6;5.6;;5.6;1.2;1.7;1.0;1.0;0.7;;1.71;12.3;12.3;
1289;Very high degree of urbanisation;2003 annual figure*;5.2;5.2;;5.2;1.0;1.3;0.7;0.7;1.5;;1.55;14.0;14.0;
1290;Very high degree of urbanisation;2004 1st quarter*;4.7;4.7;;4.7;1.0;1.5;1.0;0.7;0.5;;1.42;14.6;14.6;
1291;Very high degree of urbanisation;2004 2nd quarter*;4.1;4.1;;4.1;0.7;1.3;0.9;0.7;0.5;;1.11;14.9;14.9;
1292;Very high degree of urbanisation;2004 3rd quarter*;3.7;3.7;;3.7;0.6;1.1;0.7;0.7;0.5;;0.97;16.1;16.1;
1293;Very high degree of urbanisation;2004 4th quarter*;4.1;4.1;;4.1;1.0;1.4;0.9;0.5;0.4;;1.35;15.9;15.9;
1294;Very high degree of urbanisation;2004 annual figure*;4.2;4.2;;4.2;0.8;1.2;0.7;0.7;0.8;;1.21;15.4;15.4;
1295;Very high degree of urbanisation;2005 1st quarter*;5.0;4.9;0.1;5.0;1.1;1.5;0.9;0.7;0.6;0.1;1.5;11.9;11.9;0.0
1296;Very high degree of urbanisation;2005 2nd quarter*;4.0;3.9;0.1;4.0;0.7;1.1;0.8;0.6;0.6;0.2;1.01;14.9;14.7;0.2
1297;Very high degree of urbanisation;2005 3rd quarter*;3.5;3.5;0.1;3.5;0.6;1.0;0.7;0.6;0.5;0.3;0.89;16.6;16.2;0.5
1298;Very high degree of urbanisation;2005 4th quarter*;4.0;3.9;0.1;4.0;0.8;1.2;0.7;0.5;0.4;0.3;1.14;22.1;20.4;1.7
1299;Very high degree of urbanisation;2005 annual figure*;4.1;4.1;0.1;4.1;0.8;1.1;0.6;0.6;0.6;0.4;1.14;16.4;15.8;0.6
1300;High degree of urbanisation;2002 1st quarter*;6.5;6.5;;6.5;1.2;1.9;1.3;1.2;0.9;;1.62;17.7;17.7;
1301;High degree of urbanisation;2002 2nd quarter*;5.6;5.6;;5.6;0.8;1.6;1.1;1.2;0.9;;1.25;18.6;18.6;
1302;High degree of urbanisation;2002 3rd quarter*;4.9;4.9;;4.9;0.7;1.4;0.9;1.0;0.9;;1.06;20.5;20.5;
1303;High degree of urbanisation;2002 4th quarter*;5.6;5.6;;5.6;1.1;1.7;1.1;0.9;0.8;;1.51;15.3;15.3;
1304;High degree of urbanisation;2002 annual figure*;5.6;5.6;;5.6;0.9;1.4;0.8;0.9;1.7;;1.36;17.8;17.8;
1305;High degree of urbanisation;2003 1st quarter*;5.3;5.3;;5.3;1.3;1.7;1.0;0.8;0.6;;1.74;14.3;14.3;
1306;High degree of urbanisation;2003 2nd quarter*;4.8;4.8;;4.8;0.9;1.5;1.0;0.9;0.5;;1.26;15.5;15.5;
1307;High degree of urbanisation;2003 3rd quarter*;4.4;4.4;;4.4;0.8;1.3;0.9;0.9;0.6;;1.13;16.0;16.0;
1308;High degree of urbanisation;2003 4th quarter*;5.5;5.5;;5.5;1.2;1.6;1.1;1.0;0.7;;1.62;12.7;12.7;
1309;High degree of urbanisation;2003 annual figure*;5.0;5.0;;5.0;1.0;1.2;0.7;0.7;1.5;;1.44;14.5;14.5;
1310;High degree of urbanisation;2004 1st quarter*;5.0;5.0;;5.0;1.0;1.5;1.1;0.8;0.6;;1.39;15.9;15.9;
1311;High degree of urbanisation;2004 2nd quarter*;4.3;4.3;;4.3;0.7;1.3;1.0;0.8;0.5;;1.04;16.3;16.3;
1312;High degree of urbanisation;2004 3rd quarter*;3.7;3.7;;3.7;0.6;1.1;0.8;0.7;0.5;;0.89;18.0;18.0;
1313;High degree of urbanisation;2004 4th quarter*;4.2;4.2;;4.2;0.9;1.4;0.9;0.6;0.4;;1.3;17.0;17.0;
1314;High degree of urbanisation;2004 annual figure*;4.3;4.3;;4.3;0.8;1.2;0.8;0.7;0.8;;1.15;16.7;16.7;
1315;High degree of urbanisation;2005 1st quarter*;5.0;4.9;0.1;5.0;1.1;1.5;0.8;0.8;0.6;0.1;1.45;12.2;12.2;0.0
1316;High degree of urbanisation;2005 2nd quarter*;4.0;3.9;0.1;4.0;0.6;1.1;0.8;0.7;0.6;0.3;0.92;16.0;15.8;0.2
1317;High degree of urbanisation;2005 3rd quarter*;3.5;3.4;0.1;3.5;0.5;0.9;0.7;0.6;0.5;0.3;0.79;18.5;18.0;0.5
1318;High degree of urbanisation;2005 4th quarter*;4.0;3.9;0.1;4.0;0.7;1.2;0.8;0.6;0.4;0.4;1.06;24.1;22.1;1.9
1319;High degree of urbanisation;2005 annual figure*;4.1;4.0;0.1;4.1;0.7;1.1;0.6;0.6;0.6;0.5;1.05;17.7;17.0;0.7
1320;Average degree of urbanisation;2002 1st quarter*;6.1;6.1;;6.1;1.1;1.8;1.2;1.1;0.8;;1.49;18.1;18.1;
1321;Average degree of urbanisation;2002 2nd quarter*;5.3;5.3;;5.3;0.8;1.5;1.1;1.1;0.8;;1.13;19.2;19.2;
1322;Average degree of urbanisation;2002 3rd quarter*;4.6;4.6;;4.6;0.6;1.3;0.9;1.0;0.9;;0.95;21.4;21.4;
1323;Average degree of urbanisation;2002 4th quarter*;5.2;5.2;;5.2;1.0;1.6;1.1;0.9;0.7;;1.37;15.9;15.9;
1324;Average degree of urbanisation;2002 annual figure*;5.3;5.3;;5.3;0.8;1.3;0.8;0.9;1.6;;1.23;18.4;18.4;
1325;Average degree of urbanisation;2003 1st quarter*;4.8;4.8;;4.8;1.1;1.5;0.9;0.7;0.5;;1.55;14.4;14.4;
1326;Average degree of urbanisation;2003 2nd quarter*;4.4;4.4;;4.4;0.8;1.4;1.0;0.9;0.5;;1.11;16.0;16.0;
1327;Average degree of urbanisation;2003 3rd quarter*;4.1;4.1;;4.1;0.7;1.2;0.8;0.9;0.6;;1.0;16.6;16.6;
1328;Average degree of urbanisation;2003 4th quarter*;5.1;5.1;;5.1;1.0;1.5;1.0;0.9;0.7;;1.45;13.0;13.0;
1329;Average degree of urbanisation;2003 annual figure*;4.6;4.6;;4.6;0.9;1.1;0.6;0.6;1.4;;1.28;14.7;14.7;
1330;Average degree of urbanisation;2004 1st quarter*;4.6;4.6;;4.6;0.9;1.4;1.0;0.8;0.6;;1.26;16.3;16.3;
1331;Average degree of urbanisation;2004 2nd quarter*;4.0;4.0;;4.0;0.6;1.2;0.9;0.8;0.5;;0.93;17.0;17.0;
1332;Average degree of urbanisation;2004 3rd quarter*;3.5;3.5;;3.5;0.5;1.0;0.7;0.7;0.5;;0.78;19.1;19.1;
1333;Average degree of urbanisation;2004 4th quarter*;4.0;4.0;;4.0;0.8;1.3;0.9;0.6;0.4;;1.17;17.9;17.9;
1334;Average degree of urbanisation;2004 annual figure*;4.0;4.0;;4.0;0.7;1.1;0.7;0.7;0.8;;1.03;17.5;17.5;
1335;Average degree of urbanisation;2005 1st quarter*;5.1;5.0;0.1;5.1;1.1;1.5;0.9;0.8;0.6;0.2;1.43;12.6;12.6;0.0
1336;Average degree of urbanisation;2005 2nd quarter*;4.1;4.0;0.1;4.1;0.6;1.1;0.8;0.7;0.6;0.3;0.88;16.8;16.5;0.2
1337;Average degree of urbanisation;2005 3rd quarter*;3.6;3.5;0.1;3.6;0.5;0.9;0.7;0.6;0.6;0.3;0.73;19.6;19.0;0.6
1338;Average degree of urbanisation;2005 4th quarter*;4.0;4.0;0.1;4.0;0.7;1.1;0.8;0.6;0.4;0.4;1.0;25.8;23.6;2.2
1339;Average degree of urbanisation;2005 annual figure*;4.2;4.1;0.1;4.2;0.7;1.1;0.7;0.6;0.7;0.5;1.01;18.7;17.9;0.8
1340;Low degree of urbanisation;2002 1st quarter*;5.6;5.6;;5.6;1.0;1.6;1.1;1.0;0.8;;1.34;18.3;18.3;
1341;Low degree of urbanisation;2002 2nd quarter*;4.8;4.8;;4.8;0.7;1.4;1.0;1.0;0.8;;0.99;20.2;20.2;
1342;Low degree of urbanisation;2002 3rd quarter*;4.2;4.2;;4.2;0.5;1.2;0.8;0.9;0.8;;0.82;22.7;22.7;
1343;Low degree of urbanisation;2002 4th quarter*;4.8;4.8;;4.8;0.9;1.4;1.0;0.8;0.7;;1.22;16.1;16.1;
1344;Low degree of urbanisation;2002 annual figure*;4.9;4.9;;4.9;0.7;1.2;0.7;0.8;1.4;;1.09;18.9;18.9;
1345;Low degree of urbanisation;2003 1st quarter*;4.5;4.5;;4.5;1.0;1.5;0.9;0.6;0.5;;1.41;14.4;14.4;
1346;Low degree of urbanisation;2003 2nd quarter*;4.2;4.2;;4.2;0.7;1.3;0.9;0.8;0.4;;1.01;16.6;16.6;
1347;Low degree of urbanisation;2003 3rd quarter*;3.8;3.8;;3.8;0.6;1.1;0.8;0.8;0.6;;0.89;17.5;17.5;
1348;Low degree of urbanisation;2003 4th quarter*;4.8;4.8;;4.8;0.9;1.4;1.0;0.9;0.6;;1.31;13.6;13.6;
1349;Low degree of urbanisation;2003 annual figure*;4.3;4.3;;4.3;0.8;1.1;0.6;0.6;1.3;;1.15;15.2;15.2;
1350;Low degree of urbanisation;2004 1st quarter*;4.5;4.5;;4.5;0.8;1.3;1.0;0.8;0.6;;1.13;17.3;17.3;
1351;Low degree of urbanisation;2004 2nd quarter*;3.9;3.9;;3.9;0.5;1.2;0.9;0.8;0.5;;0.84;18.4;18.4;
1352;Low degree of urbanisation;2004 3rd quarter*;3.3;3.3;;3.3;0.4;0.9;0.7;0.7;0.5;;0.69;20.9;20.9;
1353;Low degree of urbanisation;2004 4th quarter*;3.8;3.8;;3.8;0.7;1.2;0.9;0.6;0.4;;1.05;19.2;19.2;
1354;Low degree of urbanisation;2004 annual figure*;3.9;3.9;;3.9;0.6;1.0;0.7;0.7;0.8;;0.93;18.8;18.8;
1355;Low degree of urbanisation;2005 1st quarter*;4.6;4.6;0.1;4.6;0.9;1.4;0.8;0.7;0.6;0.2;1.2;13.3;13.3;0.0
1356;Low degree of urbanisation;2005 2nd quarter*;3.8;3.7;0.1;3.8;0.5;1.0;0.8;0.7;0.6;0.3;0.73;17.8;17.6;0.2
1357;Low degree of urbanisation;2005 3rd quarter*;3.3;3.2;0.1;3.3;0.4;0.8;0.6;0.6;0.5;0.3;0.6;21.3;20.7;0.6
1358;Low degree of urbanisation;2005 4th quarter*;3.7;3.7;0.1;3.7;0.6;1.0;0.8;0.5;0.4;0.4;0.83;28.1;25.6;2.4
1359;Low degree of urbanisation;2005 annual figure*;3.9;3.8;0.1;3.9;0.6;1.0;0.6;0.6;0.6;0.5;0.84;20.1;19.3;0.8
1360;Very low degree of urbanisation;2002 1st quarter*;5.4;5.4;;5.4;1.0;1.6;1.1;1.0;0.8;;1.3;18.7;18.7;
1361;Very low degree of urbanisation;2002 2nd quarter*;4.7;4.7;;4.7;0.6;1.3;1.0;1.0;0.7;;0.95;20.9;20.9;
1362;Very low degree of urbanisation;2002 3rd quarter*;4.1;4.1;;4.1;0.5;1.1;0.8;0.9;0.8;;0.77;23.2;23.2;
1363;Very low degree of urbanisation;2002 4th quarter*;4.6;4.6;;4.6;0.8;1.4;1.0;0.8;0.6;;1.15;16.5;16.5;
1364;Very low degree of urbanisation;2002 annual figure*;4.7;4.7;;4.7;0.7;1.1;0.7;0.8;1.4;;1.04;19.4;19.4;
1365;Very low degree of urbanisation;2003 1st quarter*;4.3;4.3;;4.3;1.0;1.4;0.9;0.6;0.4;;1.35;14.6;14.6;
1366;Very low degree of urbanisation;2003 2nd quarter*;4.0;4.0;;4.0;0.6;1.2;0.9;0.8;0.4;;0.95;16.9;16.9;
1367;Very low degree of urbanisation;2003 3rd quarter*;3.7;3.7;;3.7;0.5;1.0;0.8;0.8;0.5;;0.84;17.8;17.8;
1368;Very low degree of urbanisation;2003 4th quarter*;4.7;4.7;;4.7;0.9;1.4;1.0;0.8;0.6;;1.24;13.8;13.8;
1369;Very low degree of urbanisation;2003 annual figure*;4.2;4.2;;4.2;0.7;1.0;0.6;0.6;1.2;;1.09;15.5;15.5;
1370;Very low degree of urbanisation;2004 1st quarter*;4.3;4.3;;4.3;0.7;1.3;1.0;0.8;0.5;;1.06;17.6;17.6;
1371;Very low degree of urbanisation;2004 2nd quarter*;3.6;3.6;;3.6;0.5;1.1;0.9;0.8;0.5;;0.76;18.9;18.9;
1372;Very low degree of urbanisation;2004 3rd quarter*;3.1;3.1;;3.1;0.4;0.9;0.7;0.7;0.5;;0.63;21.6;21.6;
1373;Very low degree of urbanisation;2004 4th quarter*;3.6;3.6;;3.6;0.7;1.2;0.8;0.5;0.4;;0.97;19.6;19.6;
1374;Very low degree of urbanisation;2004 annual figure*;3.7;3.7;;3.7;0.6;1.0;0.7;0.7;0.8;;0.85;19.2;19.2;
1375;Very low degree of urbanisation;2005 1st quarter*;4.5;4.4;0.1;4.5;0.9;1.3;0.8;0.8;0.6;0.2;1.12;13.6;13.6;0.0
1376;Very low degree of urbanisation;2005 2nd quarter*;3.6;3.6;0.1;3.6;0.5;1.0;0.7;0.7;0.6;0.2;0.68;18.4;18.2;0.2
1377;Very low degree of urbanisation;2005 3rd quarter*;3.2;3.1;0.1;3.2;0.3;0.8;0.6;0.6;0.5;0.3;0.54;22.1;21.4;0.7
1378;Very low degree of urbanisation;2005 4th quarter*;3.6;3.5;0.1;3.6;0.5;1.0;0.7;0.6;0.4;0.4;0.76;28.5;26.1;2.4
1379;Very low degree of urbanisation;2005 annual figure*;3.7;3.7;0.1;3.7;0.5;0.9;0.6;0.6;0.6;0.5;0.77;20.7;19.8;0.8
1380;A-O total SIC'93;2002 1st quarter*;6.1;6.1;;6.1;1.1;1.8;1.2;1.1;0.8;;1.52;17.8;17.8;
1381;A-O total SIC'93;2002 2nd quarter*;5.3;5.3;;5.3;0.8;1.5;1.1;1.1;0.8;;1.16;18.9;18.9;
1382;A-O total SIC'93;2002 3rd quarter*;4.6;4.6;;4.6;0.6;1.3;0.9;0.9;0.9;;0.98;20.8;20.8;
1383;A-O total SIC'93;2002 4th quarter*;5.2;5.2;;5.2;1.0;1.6;1.1;0.9;0.7;;1.4;15.5;15.5;
1384;A-O total SIC'93;2002 annual figure*;5.3;5.3;;5.3;0.8;1.3;0.8;0.9;1.5;;1.26;18.0;18.0;
1385;A-O total SIC'93;2003 1st quarter*;5.0;5.0;;5.0;1.2;1.6;1.0;0.7;0.5;;1.6;14.3;14.3;
1386;A-O total SIC'93;2003 2nd quarter*;4.5;4.5;;4.5;0.8;1.4;1.0;0.9;0.5;;1.16;15.8;15.8;
1387;A-O total SIC'93;2003 3rd quarter*;4.2;4.2;;4.2;0.7;1.2;0.8;0.9;0.6;;1.04;16.3;16.3;
1388;A-O total SIC'93;2003 4th quarter*;5.2;5.2;;5.2;1.1;1.5;1.0;0.9;0.7;;1.49;13.0;13.0;
1389;A-O total SIC'93;2003 annual figure*;4.7;4.7;;4.7;0.9;1.2;0.6;0.6;1.4;;1.32;14.7;14.7;
1390;A-O total SIC'93;2004 1st quarter*;4.7;4.7;;4.7;0.9;1.4;1.0;0.8;0.6;;1.27;16.2;16.2;
1391;A-O total SIC'93;2004 2nd quarter*;4.0;4.0;;4.0;0.6;1.2;0.9;0.8;0.5;;0.95;16.8;16.8;
1392;A-O total SIC'93;2004 3rd quarter*;3.5;3.5;;3.5;0.5;1.0;0.7;0.7;0.5;;0.8;18.7;18.7;
1393;A-O total SIC'93;2004 4th quarter*;4.0;4.0;;4.0;0.9;1.3;0.9;0.6;0.4;;1.19;17.7;17.7;
1394;A-O total SIC'93;2004 annual figure*;4.0;4.0;;4.0;0.7;1.1;0.7;0.7;0.8;;1.05;17.3;17.3;
1395;A-O total SIC'93;2005 1st quarter*;4.9;4.8;0.1;4.9;1.0;1.5;0.9;0.8;0.6;0.2;1.38;12.6;12.6;0.0
1396;A-O total SIC'93;2005 2nd quarter*;3.9;3.9;0.1;3.9;0.6;1.1;0.8;0.7;0.6;0.3;0.87;16.5;16.3;0.2
1397;A-O total SIC'93;2005 3rd quarter*;3.4;3.4;0.1;3.4;0.5;0.9;0.6;0.6;0.5;0.3;0.73;19.2;18.7;0.6
1398;A-O total SIC'93;2005 4th quarter*;3.9;3.8;0.1;3.9;0.7;1.1;0.8;0.6;0.4;0.4;0.98;25.3;23.2;2.1
1399;A-O total SIC'93;2005 annual figure*;4.0;4.0;0.1;4.0;0.7;1.0;0.6;0.6;0.6;0.5;0.99;18.4;17.7;0.7
1400;A, B Agriculture/fishing;2002 1st quarter*;;;;;;;;;;;;;;
1401;A, B Agriculture/fishing;2002 2nd quarter*;;;;;;;;;;;;;;
1402;A, B Agriculture/fishing;2002 3rd quarter*;;;;;;;;;;;;;;
1403;A, B Agriculture/fishing;2002 4th quarter*;;;;;;;;;;;;;;
1404;A, B Agriculture/fishing;2002 annual figure*;;;;;;;;;;;;;;
1405;A, B Agriculture/fishing;2003 1st quarter*;;;;;;;;;;;;;;
1406;A, B Agriculture/fishing;2003 2nd quarter*;;;;;;;;;;;;;;
1407;A, B Agriculture/fishing;2003 3rd quarter*;;;;;;;;;;;;;;
1408;A, B Agriculture/fishing;2003 4th quarter*;;;;;;;;;;;;;;
1409;A, B Agriculture/fishing;2003 annual figure*;;;;;;;;;;;;;;
1410;A, B Agriculture/fishing;2004 1st quarter*;;;;;;;;;;;;;;
1411;A, B Agriculture/fishing;2004 2nd quarter*;;;;;;;;;;;;;;
1412;A, B Agriculture/fishing;2004 3rd quarter*;;;;;;;;;;;;;;
1413;A, B Agriculture/fishing;2004 4th quarter*;;;;;;;;;;;;;;
1414;A, B Agriculture/fishing;2004 annual figure*;;;;;;;;;;;;;;
1415;A, B Agriculture/fishing;2005 1st quarter*;;;;;;;;;;;;;;
1416;A, B Agriculture/fishing;2005 2nd quarter*;;;;;;;;;;;;;;
1417;A, B Agriculture/fishing;2005 3rd quarter*;;;;;;;;;;;;;;
1418;A, B Agriculture/fishing;2005 4th quarter*;;;;;;;;;;;;;;
1419;A, B Agriculture/fishing;2005 annual figure*;;;;;;;;;;;;;;
1420;C-F Manufacturing and construction;2002 1st quarter*;6.8;6.8;;6.8;1.2;2.2;1.4;1.2;1.0;;1.51;18.8;18.8;
1421;C-F Manufacturing and construction;2002 2nd quarter*;6.1;6.1;;6.1;0.8;1.9;1.2;1.2;1.0;;1.19;19.8;19.8;
1422;C-F Manufacturing and construction;2002 3rd quarter*;5.4;5.4;;5.4;0.7;1.6;1.0;1.0;1.0;;0.98;22.0;22.0;
1423;C-F Manufacturing and construction;2002 4th quarter*;6.2;6.2;;6.2;1.0;2.0;1.3;1.0;0.9;;1.36;16.5;16.5;
1424;C-F Manufacturing and construction;2002 annual figure*;6.1;6.1;;6.1;0.9;1.6;0.9;0.9;1.8;;1.26;19.0;19.0;
1425;C-F Manufacturing and construction;2003 1st quarter*;5.5;5.5;;5.5;1.2;1.9;1.1;0.7;0.6;;1.51;15.4;15.4;
1426;C-F Manufacturing and construction;2003 2nd quarter*;5.3;5.3;;5.3;0.8;1.8;1.1;1.0;0.5;;1.16;16.5;16.5;
1427;C-F Manufacturing and construction;2003 3rd quarter*;4.9;4.9;;4.9;0.7;1.5;0.9;1.0;0.7;;1.02;17.6;17.6;
1428;C-F Manufacturing and construction;2003 4th quarter*;6.0;6.0;;6.0;1.1;1.9;1.2;1.0;0.8;;1.42;14.0;14.0;
1429;C-F Manufacturing and construction;2003 annual figure*;5.4;5.4;;5.4;0.9;1.5;0.7;0.7;1.6;;1.28;15.7;15.7;
1430;C-F Manufacturing and construction;2004 1st quarter*;5.7;5.7;;5.7;1.0;1.9;1.2;0.9;0.7;;1.47;17.6;17.6;
1431;C-F Manufacturing and construction;2004 2nd quarter*;5.1;5.1;;5.1;0.7;1.6;1.2;1.0;0.6;;1.12;18.0;18.0;
1432;C-F Manufacturing and construction;2004 3rd quarter*;4.4;4.4;;4.4;0.6;1.4;0.9;0.9;0.6;;0.93;20.4;20.4;
1433;C-F Manufacturing and construction;2004 4th quarter*;5.1;5.1;;5.1;1.0;1.8;1.1;0.7;0.5;;1.37;19.3;19.3;
1434;C-F Manufacturing and construction;2004 annual figure*;5.1;5.1;;5.1;0.8;1.5;0.9;0.8;1.0;;1.22;18.7;18.7;
1435;C-F Manufacturing and construction;2005 1st quarter*;6.1;6.0;0.1;6.1;1.2;2.0;1.1;0.9;0.7;0.2;1.61;13.8;13.7;0.0
1436;C-F Manufacturing and construction;2005 2nd quarter*;5.0;5.0;0.1;5.0;0.7;1.5;0.9;0.9;0.7;0.4;1.02;17.5;17.3;0.2
1437;C-F Manufacturing and construction;2005 3rd quarter*;4.4;4.3;0.1;4.4;0.5;1.2;0.8;0.8;0.7;0.5;0.82;21.2;20.5;0.7
1438;C-F Manufacturing and construction;2005 4th quarter*;5.0;5.0;0.1;5.0;0.8;1.5;1.0;0.7;0.6;0.5;1.1;29.2;26.5;2.7
1439;C-F Manufacturing and construction;2005 annual figure*;5.2;5.1;0.1;5.2;0.8;1.4;0.8;0.7;0.8;0.7;1.14;20.4;19.5;0.9
1440;C Mining and quarrying;2002 1st quarter*;4.9;4.9;;4.9;1.1;1.6;0.9;0.8;0.6;;1.41;14.5;14.5;
1441;C Mining and quarrying;2002 2nd quarter*;3.9;3.9;;3.9;0.7;1.2;0.6;0.8;0.6;;0.9;15.3;15.3;
1442;C Mining and quarrying;2002 3rd quarter*;3.3;3.3;;3.3;0.6;1.0;0.6;0.5;0.7;;0.8;17.8;17.8;
1443;C Mining and quarrying;2002 4th quarter*;4.2;4.2;;4.2;1.0;1.4;0.8;0.6;0.5;;1.31;10.8;10.8;
1444;C Mining and quarrying;2002 annual figure*;4.1;4.1;;4.1;0.8;1.1;0.6;0.5;1.1;;1.11;14.2;14.2;
1445;C Mining and quarrying;2003 1st quarter*;3.6;3.6;;3.6;1.1;1.3;0.6;0.4;0.3;;1.36;9.5;9.5;
1446;C Mining and quarrying;2003 2nd quarter*;3.4;3.4;;3.4;0.7;1.2;0.7;0.6;0.3;;0.94;11.8;11.8;
1447;C Mining and quarrying;2003 3rd quarter*;3.4;3.4;;3.4;0.6;1.0;0.8;0.8;0.4;;0.82;14.1;14.1;
1448;C Mining and quarrying;2003 4th quarter*;4.2;4.2;;4.2;0.9;1.2;0.8;0.7;0.6;;1.21;10.6;10.6;
1449;C Mining and quarrying;2003 annual figure*;3.7;3.7;;3.7;0.8;1.0;0.5;0.4;1.0;;1.08;11.2;11.2;
1450;C Mining and quarrying;2004 1st quarter*;3.8;3.8;;3.8;0.9;1.2;0.7;0.5;0.5;;1.28;14.7;14.7;
1451;C Mining and quarrying;2004 2nd quarter*;2.9;2.9;;2.9;0.6;0.9;0.6;0.5;0.3;;0.86;14.2;14.2;
1452;C Mining and quarrying;2004 3rd quarter*;2.6;2.6;;2.6;0.5;0.8;0.4;0.5;0.4;;0.73;14.9;14.9;
1453;C Mining and quarrying;2004 4th quarter*;3.4;3.4;;3.4;0.9;1.0;0.6;0.5;0.3;;1.19;14.8;14.8;
1454;C Mining and quarrying;2004 annual figure*;3.2;3.2;;3.2;0.7;0.9;0.5;0.5;0.6;;1.02;14.7;14.7;
1455;C Mining and quarrying;2005 1st quarter*;4.1;4.0;0.0;4.1;1.1;1.2;0.6;0.5;0.5;0.1;1.39;10.3;10.3;0.0
1456;C Mining and quarrying;2005 2nd quarter*;3.3;3.3;0.0;3.3;0.6;0.9;0.7;0.6;0.4;0.2;0.87;15.3;15.1;0.1
1457;C Mining and quarrying;2005 3rd quarter*;2.9;2.8;0.1;2.9;0.5;0.7;0.5;0.5;0.4;0.2;0.73;15.4;15.0;0.4
1458;C Mining and quarrying;2005 4th quarter*;3.3;3.2;0.1;3.3;0.7;0.9;0.6;0.5;0.3;0.3;1.02;21.2;19.5;1.7
1459;C Mining and quarrying;2005 annual figure*;3.4;3.3;0.0;3.4;0.7;0.8;0.5;0.5;0.4;0.4;1.0;15.6;15.0;0.6
1460;D Manufacturing industry;2002 1st quarter*;7.1;7.1;;7.1;1.3;2.3;1.4;1.2;0.9;;1.65;18.1;18.1;
1461;D Manufacturing industry;2002 2nd quarter*;6.3;6.3;;6.3;0.9;2.0;1.2;1.2;0.9;;1.3;19.0;19.0;
1462;D Manufacturing industry;2002 3rd quarter*;5.6;5.6;;5.6;0.8;1.7;1.0;1.0;1.0;;1.09;20.8;20.8;
1463;D Manufacturing industry;2002 4th quarter*;6.4;6.4;;6.4;1.1;2.1;1.3;1.0;0.9;;1.49;16.0;16.0;
1464;D Manufacturing industry;2002 annual figure*;6.4;6.4;;6.4;1.0;1.8;0.9;0.9;1.8;;1.38;18.3;18.3;
1465;D Manufacturing industry;2003 1st quarter*;5.8;5.8;;5.8;1.3;2.1;1.1;0.7;0.6;;1.64;15.0;15.0;
