ID;SectorBranchesSIC2008;CompanySize;InternationalityOfCompany;CharacteristicsOfJobsAndEmployees;Periods;Jobs_1;LabourVolume_2;HourlyWage_3;PerJobPerWeekIncludingOvertime_4;PerJobPerWeekExcludingOvertime_5
5094;A-U All economic activities;50 to 249 employed persons;Domestic control;Belgian;2010;;;;;
5095;A-U All economic activities;50 to 249 employed persons;Domestic control;Belgian;2011;;;;;
5096;A-U All economic activities;50 to 249 employed persons;Domestic control;Belgian;2012;1.0;1.0;25.1;35.6;34.8
5097;A-U All economic activities;50 to 249 employed persons;Domestic control;Belgian;2013;1.0;1.0;;;
5098;A-U All economic activities;50 to 249 employed persons;Domestic control;Belgian;2014;1.0;1.0;;;
5099;A-U All economic activities;50 to 249 employed persons;Domestic control;Belgian;2015;1.0;1.0;;;
5100;A-U All economic activities;50 to 249 employed persons;Domestic control;Belgian;2016;1.0;1.0;;;
5101;A-U All economic activities;50 to 249 employed persons;Domestic control;Belgian;2017;1.0;1.0;26.6;36.2;35.4
5102;A-U All economic activities;50 to 249 employed persons;Domestic control;Belgian;2018;1.0;1.0;;;
5103;A-U All economic activities;50 to 249 employed persons;Domestic control;British;2010;;;;;
5104;A-U All economic activities;50 to 249 employed persons;Domestic control;British;2011;;;;;
5105;A-U All economic activities;50 to 249 employed persons;Domestic control;British;2012;1.0;1.0;;;
5106;A-U All economic activities;50 to 249 employed persons;Domestic control;British;2013;1.0;1.0;;;
5107;A-U All economic activities;50 to 249 employed persons;Domestic control;British;2014;1.0;1.0;;;
5108;A-U All economic activities;50 to 249 employed persons;Domestic control;British;2015;1.0;1.0;;;
5109;A-U All economic activities;50 to 249 employed persons;Domestic control;British;2016;1.0;1.0;;;
5110;A-U All economic activities;50 to 249 employed persons;Domestic control;British;2017;1.0;1.0;;;
5111;A-U All economic activities;50 to 249 employed persons;Domestic control;British;2018;1.0;1.0;32.1;36.3;35.8
5112;A-U All economic activities;50 to 249 employed persons;Domestic control;German;2010;;;;;
5113;A-U All economic activities;50 to 249 employed persons;Domestic control;German;2011;;;;;
5114;A-U All economic activities;50 to 249 employed persons;Domestic control;German;2012;2.0;2.0;19.6;37.5;35.9
5115;A-U All economic activities;50 to 249 employed persons;Domestic control;German;2013;2.0;1.0;20.6;37.4;35.8
5116;A-U All economic activities;50 to 249 employed persons;Domestic control;German;2014;2.0;2.0;20.5;37.1;35.7
5117;A-U All economic activities;50 to 249 employed persons;Domestic control;German;2015;2.0;2.0;20.8;37.1;35.5
5118;A-U All economic activities;50 to 249 employed persons;Domestic control;German;2016;2.0;2.0;21.4;37.4;35.8
5119;A-U All economic activities;50 to 249 employed persons;Domestic control;German;2017;3.0;2.0;21.0;36.4;35.1
5120;A-U All economic activities;50 to 249 employed persons;Domestic control;German;2018;2.0;2.0;23.1;35.0;34.2
5121;A-U All economic activities;50 to 249 employed persons;Domestic control;Indian;2010;;;;;
5122;A-U All economic activities;50 to 249 employed persons;Domestic control;Indian;2011;;;;;
5123;A-U All economic activities;50 to 249 employed persons;Domestic control;Indian;2012;0.0;0.0;;;
5124;A-U All economic activities;50 to 249 employed persons;Domestic control;Indian;2013;0.0;0.0;;;
5125;A-U All economic activities;50 to 249 employed persons;Domestic control;Indian;2014;0.0;0.0;;;
5126;A-U All economic activities;50 to 249 employed persons;Domestic control;Indian;2015;0.0;0.0;;;
5127;A-U All economic activities;50 to 249 employed persons;Domestic control;Indian;2016;0.0;0.0;;;
5128;A-U All economic activities;50 to 249 employed persons;Domestic control;Indian;2017;0.0;0.0;;;
5129;A-U All economic activities;50 to 249 employed persons;Domestic control;Indian;2018;0.0;0.0;;;
5130;A-U All economic activities;50 to 249 employed persons;Domestic control;Polish;2010;;;;;
5131;A-U All economic activities;50 to 249 employed persons;Domestic control;Polish;2011;;;;;
5132;A-U All economic activities;50 to 249 employed persons;Domestic control;Polish;2012;2.0;2.0;13.5;37.4;35.1
5133;A-U All economic activities;50 to 249 employed persons;Domestic control;Polish;2013;2.0;2.0;13.7;38.4;36.4
5134;A-U All economic activities;50 to 249 employed persons;Domestic control;Polish;2014;3.0;3.0;13.4;38.0;36.0
5135;A-U All economic activities;50 to 249 employed persons;Domestic control;Polish;2015;4.0;4.0;13.5;37.7;35.3
5136;A-U All economic activities;50 to 249 employed persons;Domestic control;Polish;2016;4.0;3.0;14.0;38.6;36.2
5137;A-U All economic activities;50 to 249 employed persons;Domestic control;Polish;2017;5.0;5.0;14.0;38.8;36.7
5138;A-U All economic activities;50 to 249 employed persons;Domestic control;Polish;2018;7.0;6.0;14.3;37.9;35.7
5139;A-U All economic activities;50 to 249 employed persons;Domestic control;Other;2010;;;;;
5140;A-U All economic activities;50 to 249 employed persons;Domestic control;Other;2011;;;;;
5141;A-U All economic activities;50 to 249 employed persons;Domestic control;Other;2012;6.0;6.0;20.7;36.8;35.9
5142;A-U All economic activities;50 to 249 employed persons;Domestic control;Other;2013;6.0;5.0;21.2;36.8;35.9
5143;A-U All economic activities;50 to 249 employed persons;Domestic control;Other;2014;6.0;6.0;21.2;36.6;35.7
5144;A-U All economic activities;50 to 249 employed persons;Domestic control;Other;2015;8.0;7.0;20.2;35.7;34.6
5145;A-U All economic activities;50 to 249 employed persons;Domestic control;Other;2016;8.0;7.0;20.3;36.1;35.3
5146;A-U All economic activities;50 to 249 employed persons;Domestic control;Other;2017;10.0;9.0;20.5;36.6;35.7
5147;A-U All economic activities;50 to 249 employed persons;Domestic control;Other;2018;14.0;13.0;20.3;36.8;35.6
5148;A-U All economic activities;50 to 249 employed persons;Foreign control;Total;2010;;;;;
5149;A-U All economic activities;50 to 249 employed persons;Foreign control;Total;2011;;;;;
5150;A-U All economic activities;50 to 249 employed persons;Foreign control;Total;2012;211.0;193.0;23.9;36.6;35.9
5151;A-U All economic activities;50 to 249 employed persons;Foreign control;Total;2013;212.0;195.0;24.3;37.0;36.3
5152;A-U All economic activities;50 to 249 employed persons;Foreign control;Total;2014;218.0;201.0;24.6;37.0;36.3
5153;A-U All economic activities;50 to 249 employed persons;Foreign control;Total;2015;227.0;209.0;25.5;36.9;36.3
5154;A-U All economic activities;50 to 249 employed persons;Foreign control;Total;2016;239.0;220.0;25.5;37.0;36.4
5155;A-U All economic activities;50 to 249 employed persons;Foreign control;Total;2017;249.0;227.0;25.7;36.7;36.1
5156;A-U All economic activities;50 to 249 employed persons;Foreign control;Total;2018;255.0;235.0;26.4;37.0;36.4
5157;A-U All economic activities;50 to 249 employed persons;Foreign control;Specified time;2010;;;;;
5158;A-U All economic activities;50 to 249 employed persons;Foreign control;Specified time;2011;;;;;
5159;A-U All economic activities;50 to 249 employed persons;Foreign control;Specified time;2012;48.0;40.0;18.5;34.2;33.5
5160;A-U All economic activities;50 to 249 employed persons;Foreign control;Specified time;2013;47.0;41.0;19.1;35.1;34.5
5161;A-U All economic activities;50 to 249 employed persons;Foreign control;Specified time;2014;50.0;43.0;19.1;34.7;34.0
5162;A-U All economic activities;50 to 249 employed persons;Foreign control;Specified time;2015;55.0;47.0;19.8;34.6;34.0
5163;A-U All economic activities;50 to 249 employed persons;Foreign control;Specified time;2016;60.0;52.0;19.8;35.1;34.6
5164;A-U All economic activities;50 to 249 employed persons;Foreign control;Specified time;2017;63.0;54.0;19.6;34.0;33.5
5165;A-U All economic activities;50 to 249 employed persons;Foreign control;Specified time;2018;65.0;57.0;20.0;35.0;34.5
5166;A-U All economic activities;50 to 249 employed persons;Foreign control;Unspecified time;2010;;;;;
5167;A-U All economic activities;50 to 249 employed persons;Foreign control;Unspecified time;2011;;;;;
5168;A-U All economic activities;50 to 249 employed persons;Foreign control;Unspecified time;2012;163.0;152.0;25.4;37.3;36.6
5169;A-U All economic activities;50 to 249 employed persons;Foreign control;Unspecified time;2013;165.0;153.0;25.7;37.5;36.8
5170;A-U All economic activities;50 to 249 employed persons;Foreign control;Unspecified time;2014;168.0;158.0;26.1;37.7;37.0
5171;A-U All economic activities;50 to 249 employed persons;Foreign control;Unspecified time;2015;173.0;162.0;27.2;37.7;37.0
5172;A-U All economic activities;50 to 249 employed persons;Foreign control;Unspecified time;2016;179.0;168.0;27.3;37.7;37.0
5173;A-U All economic activities;50 to 249 employed persons;Foreign control;Unspecified time;2017;185.0;174.0;27.6;37.6;36.9
5174;A-U All economic activities;50 to 249 employed persons;Foreign control;Unspecified time;2018;190.0;178.0;28.4;37.6;37.0
5175;A-U All economic activities;50 to 249 employed persons;Foreign control;Other;2010;;;;;
5176;A-U All economic activities;50 to 249 employed persons;Foreign control;Other;2011;;;;;
5177;A-U All economic activities;50 to 249 employed persons;Foreign control;Other;2012;0.0;0.0;;;
5178;A-U All economic activities;50 to 249 employed persons;Foreign control;Other;2013;0.0;0.0;;;
5179;A-U All economic activities;50 to 249 employed persons;Foreign control;Other;2014;0.0;0.0;;;
5180;A-U All economic activities;50 to 249 employed persons;Foreign control;Other;2015;0.0;0.0;;;
5181;A-U All economic activities;50 to 249 employed persons;Foreign control;Other;2016;0.0;0.0;;;
5182;A-U All economic activities;50 to 249 employed persons;Foreign control;Other;2017;0.0;0.0;;;
5183;A-U All economic activities;50 to 249 employed persons;Foreign control;Other;2018;0.0;0.0;;;
5184;A-U All economic activities;50 to 249 employed persons;Foreign control;Male;2010;;;;;
5185;A-U All economic activities;50 to 249 employed persons;Foreign control;Male;2011;;;;;
5186;A-U All economic activities;50 to 249 employed persons;Foreign control;Male;2012;154.0;147.0;25.1;38.3;37.5
5187;A-U All economic activities;50 to 249 employed persons;Foreign control;Male;2013;154.0;147.0;25.5;38.8;38.0
5188;A-U All economic activities;50 to 249 employed persons;Foreign control;Male;2014;159.0;152.0;25.9;38.8;38.0
5189;A-U All economic activities;50 to 249 employed persons;Foreign control;Male;2015;163.0;156.0;26.9;38.8;38.0
5190;A-U All economic activities;50 to 249 employed persons;Foreign control;Male;2016;170.0;163.0;26.8;38.8;38.0
5191;A-U All economic activities;50 to 249 employed persons;Foreign control;Male;2017;177.0;169.0;27.1;38.5;37.7
5192;A-U All economic activities;50 to 249 employed persons;Foreign control;Male;2018;181.0;173.0;27.8;38.7;38.0
5193;A-U All economic activities;50 to 249 employed persons;Foreign control;Female;2010;;;;;
5194;A-U All economic activities;50 to 249 employed persons;Foreign control;Female;2011;;;;;
5195;A-U All economic activities;50 to 249 employed persons;Foreign control;Female;2012;57.0;46.0;20.1;31.9;31.6
5196;A-U All economic activities;50 to 249 employed persons;Foreign control;Female;2013;58.0;47.0;20.4;32.1;31.8
5197;A-U All economic activities;50 to 249 employed persons;Foreign control;Female;2014;60.0;49.0;20.7;32.3;32.0
5198;A-U All economic activities;50 to 249 employed persons;Foreign control;Female;2015;65.0;53.0;21.4;32.3;32.0
5199;A-U All economic activities;50 to 249 employed persons;Foreign control;Female;2016;68.0;57.0;21.5;32.6;32.4
5200;A-U All economic activities;50 to 249 employed persons;Foreign control;Female;2017;72.0;59.0;21.6;32.3;32.0
5201;A-U All economic activities;50 to 249 employed persons;Foreign control;Female;2018;74.0;62.0;22.3;32.7;32.5
5202;A-U All economic activities;50 to 249 employed persons;Foreign control;15 to 34 years;2010;;;;;
5203;A-U All economic activities;50 to 249 employed persons;Foreign control;15 to 34 years;2011;;;;;
5204;A-U All economic activities;50 to 249 employed persons;Foreign control;15 to 34 years;2012;66.0;58.0;18.1;35.5;34.9
5205;A-U All economic activities;50 to 249 employed persons;Foreign control;15 to 34 years;2013;65.0;58.0;18.2;36.1;35.5
5206;A-U All economic activities;50 to 249 employed persons;Foreign control;15 to 34 years;2014;67.0;60.0;18.2;36.0;35.3
5207;A-U All economic activities;50 to 249 employed persons;Foreign control;15 to 34 years;2015;70.0;62.0;18.7;35.9;35.3
5208;A-U All economic activities;50 to 249 employed persons;Foreign control;15 to 34 years;2016;75.0;67.0;18.6;35.9;35.4
5209;A-U All economic activities;50 to 249 employed persons;Foreign control;15 to 34 years;2017;78.0;69.0;18.6;35.3;34.8
5210;A-U All economic activities;50 to 249 employed persons;Foreign control;15 to 34 years;2018;79.0;71.0;19.1;36.1;35.6
5211;A-U All economic activities;50 to 249 employed persons;Foreign control;35 to 54 years;2010;;;;;
5212;A-U All economic activities;50 to 249 employed persons;Foreign control;35 to 54 years;2011;;;;;
5213;A-U All economic activities;50 to 249 employed persons;Foreign control;35 to 54 years;2012;116.0;108.0;26.6;37.3;36.6
5214;A-U All economic activities;50 to 249 employed persons;Foreign control;35 to 54 years;2013;116.0;108.0;27.0;37.5;36.8
5215;A-U All economic activities;50 to 249 employed persons;Foreign control;35 to 54 years;2014;119.0;111.0;27.5;37.6;37.0
5216;A-U All economic activities;50 to 249 employed persons;Foreign control;35 to 54 years;2015;122.0;114.0;28.5;37.6;36.9
5217;A-U All economic activities;50 to 249 employed persons;Foreign control;35 to 54 years;2016;126.0;119.0;28.6;37.7;37.1
5218;A-U All economic activities;50 to 249 employed persons;Foreign control;35 to 54 years;2017;129.0;120.0;28.9;37.5;36.9
5219;A-U All economic activities;50 to 249 employed persons;Foreign control;35 to 54 years;2018;134.0;125.0;29.5;37.5;36.9
5220;A-U All economic activities;50 to 249 employed persons;Foreign control;55 years or older;2010;;;;;
5221;A-U All economic activities;50 to 249 employed persons;Foreign control;55 years or older;2011;;;;;
5222;A-U All economic activities;50 to 249 employed persons;Foreign control;55 years or older;2012;29.0;26.0;26.2;36.3;35.5
5223;A-U All economic activities;50 to 249 employed persons;Foreign control;55 years or older;2013;30.0;28.0;26.7;36.7;35.9
5224;A-U All economic activities;50 to 249 employed persons;Foreign control;55 years or older;2014;32.0;29.0;27.1;36.9;36.2
5225;A-U All economic activities;50 to 249 employed persons;Foreign control;55 years or older;2015;35.0;32.0;27.9;36.8;36.1
5226;A-U All economic activities;50 to 249 employed persons;Foreign control;55 years or older;2016;38.0;35.0;28.1;36.9;36.2
5227;A-U All economic activities;50 to 249 employed persons;Foreign control;55 years or older;2017;42.0;38.0;28.5;36.7;36.0
5228;A-U All economic activities;50 to 249 employed persons;Foreign control;55 years or older;2018;42.0;38.0;29.7;37.0;36.4
5229;A-U All economic activities;50 to 249 employed persons;Foreign control;1 Lower education;2010;;;;;
5230;A-U All economic activities;50 to 249 employed persons;Foreign control;1 Lower education;2011;;;;;
5231;A-U All economic activities;50 to 249 employed persons;Foreign control;1 Lower education;2012;;;;;
5232;A-U All economic activities;50 to 249 employed persons;Foreign control;1 Lower education;2013;42.0;38.0;17.2;35.9;34.9
5233;A-U All economic activities;50 to 249 employed persons;Foreign control;1 Lower education;2014;44.0;40.0;17.1;35.6;34.7
5234;A-U All economic activities;50 to 249 employed persons;Foreign control;1 Lower education;2015;44.0;40.0;17.7;35.6;34.6
5235;A-U All economic activities;50 to 249 employed persons;Foreign control;1 Lower education;2016;46.0;43.0;15.8;36.0;35.2
5236;A-U All economic activities;50 to 249 employed persons;Foreign control;1 Lower education;2017;45.0;40.0;16.9;34.7;33.9
5237;A-U All economic activities;50 to 249 employed persons;Foreign control;1 Lower education;2018;42.0;38.0;17.7;35.6;34.7
5238;A-U All economic activities;50 to 249 employed persons;Foreign control;2 Intermediate education;2010;;;;;
5239;A-U All economic activities;50 to 249 employed persons;Foreign control;2 Intermediate education;2011;;;;;
5240;A-U All economic activities;50 to 249 employed persons;Foreign control;2 Intermediate education;2012;;;;;
