ID;CaoSector;SectorBranchesSIC2008;Version;Periods;MonthlyCaoWagesExclSpecialPayments_1;MonthlyCaoWagesInclSpecialPayments_2;HourlyCaoWagesExclSpecialPayments_3;HourlyCaoWagesInclSpecialPayments_4;MonthlyContractualWageCosts_5;HourlyContractualWageCosts_6;ContractualWorkingHours_7;MonthlyCaoWagesExclSpecialPayments_8;MonthlyCaoWagesInclSpecialPayments_9;HourlyCaoWagesExclSpecialPayments_10;HourlyCaoWagesInclSpecialPayments_11;MonthlyContractualWageCosts_12;HourlyContractualWageCosts_13;ContractualWorkingHours_14;PercentageOfCaoSConcluded_15
6428;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);Current figures;2024 September;119.7;119.7;119.7;119.8;;;100.0;6.1;5.2;6.1;5.2;;;0.0;
6429;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);Current figures;2024 3rd quarter;119.6;119.7;119.7;119.8;;;100.0;6.8;5.8;6.8;5.9;;;0.0;
6430;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);Current figures;2024 October;119.9;119.7;119.9;119.8;;;100.0;6.3;5.4;6.3;5.5;;;0.0;
6431;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);Current figures;2024 November;119.9;119.7;119.9;119.8;;;100.0;6.1;5.3;6.1;5.4;;;0.0;
6432;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);Current figures;2024 December;120.1;119.7;120.1;119.8;;;100.0;6.3;5.3;6.3;5.4;;;0.0;
6433;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);Current figures;2024 4th quarter;119.9;119.7;120.0;119.8;;;100.0;6.2;5.3;6.2;5.4;;;0.0;
6434;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);Current figures;2024 year;118.6;118.7;118.6;118.8;;;100.0;6.8;5.7;6.8;5.7;;;0.0;
6435;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);Current figures;2025 January;123.1;122.7;123.1;122.8;;;100.0;5.3;4.4;5.2;4.5;;;0.0;
6436;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);Current figures;2025 February;123.1;122.7;123.1;122.8;;;100.0;5.3;4.4;5.2;4.5;;;0.0;
6437;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);Current figures;2025 March;123.1;122.7;123.1;122.8;;;100.0;5.3;4.4;5.2;4.5;;;0.0;
6438;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);Current figures;2025 1st quarter;123.1;122.7;123.1;122.8;;;100.0;5.3;4.4;5.2;4.5;;;0.0;
6439;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1972 year;;;;;;;;;;;;;;;
6440;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1973 year;;;;;;;;;;;;;;;
6441;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1974 year;;;;;;;;;;;;;;;
6442;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1975 year;;;;;;;;;;;;;;;
6443;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1976 year;;;;;;;;;;;;;;;
6444;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1977 year;;;;;;;;;;;;;;;
6445;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1978 year;;;;;;;;;;;;;;;
6446;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1979 year;;;;;;;;;;;;;;;
6447;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1980 year;;;;;;;;;;;;;;;
6448;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1981 year;;;;;;;;;;;;;;;
6449;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1982 year;;;;;;;;;;;;;;;
6450;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1983 year;;;;;;;;;;;;;;;
6451;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1984 year;;;;;;;;;;;;;;;
6452;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1985 year;;;;;;;;;;;;;;;
6453;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1986 year;;;;;;;;;;;;;;;
6454;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1987 year;;;;;;;;;;;;;;;
6455;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1988 year;;;;;;;;;;;;;;;
6456;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1989 year;;;;;;;;;;;;;;;
6457;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1990 year;;;;;;;;;;;;;;;
6458;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1991 year;;;;;;;;;;;;;;;
6459;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1992 year;;;;;;;;;;;;;;;
6460;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1993 year;;;;;;;;;;;;;;;
6461;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1994 year;;;;;;;;;;;;;;;
6462;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1995 year;;;;;;;;;;;;;;;
6463;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1996 year;;;;;;;;;;;;;;;
6464;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1997 year;;;;;;;;;;;;;;;
6465;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1998 year;;;;;;;;;;;;;;;
6466;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;1999 year;;;;;;;;;;;;;;;
6467;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2000 year;;;;;;;;;;;;;;;
6468;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2001 year;;;;;;;;;;;;;;;
6469;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2002 year;;;;;;;;;;;;;;;
6470;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2003 year;;;;;;;;;;;;;;;
6471;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2004 year;;;;;;;;;;;;;;;
6472;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2005 year;;;;;;;;;;;;;;;
6473;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2006 year;;;;;;;;;;;;;;;
6474;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2007 year;;;;;;;;;;;;;;;
6475;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2008 year;;;;;;;;;;;;;;;
6476;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2009 year;;;;;;;;;;;;;;;
6477;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2010 year;;;;;;;;;;;;;;;
6478;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2011 year;;;;;;;;;;;;;;;
6479;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2012 year;;;;;;;;;;;;;;;
6480;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2013 year;;;;;;;;;;;;;;;
6481;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2014 year;;;;;;;;;;;;;;;
6482;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2015 year;;;;;;;;;;;;;;;
6483;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2016 year;;;;;;;;;;;;;;;
6484;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2017 year;;;;;;;;;;;;;;;
6485;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2018 year;;;;;;;;;;;;;;;
6486;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2019 year;;;;;;;;;;;;;;;
6487;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2020 January;98.7;98.7;98.7;98.7;;;100.0;;;;;;;;
6488;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2020 February;99.0;98.9;99.0;98.9;;;100.0;;;;;;;;
6489;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2020 March;99.0;99.0;99.0;99.0;;;100.0;;;;;;;;
6490;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2020 1st quarter;98.9;98.9;98.9;98.9;;;100.0;;;;;;;;
6491;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2020 April;99.9;99.9;99.9;99.9;;;100.0;;;;;;;;
6492;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2020 May;100.1;100.1;100.1;100.1;;;100.0;;;;;;;;
6493;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2020 June;100.1;100.1;100.1;100.1;;;100.0;;;;;;;;
6494;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2020 2nd quarter;100.0;100.0;100.0;100.0;;;100.0;;;;;;;;
6495;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2020 July;100.2;100.2;100.2;100.2;;;100.0;;;;;;;;
6496;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2020 August;100.2;100.2;100.2;100.2;;;100.0;;;;;;;;
6497;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2020 September;100.2;100.2;100.2;100.2;;;100.0;;;;;;;;
6498;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2020 3rd quarter;100.2;100.2;100.2;100.2;;;100.0;;;;;;;;
6499;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2020 October;100.8;100.8;100.8;100.8;;;100.0;;;;;;;;
6500;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2020 November;100.8;100.8;100.8;100.8;;;100.0;;;;;;;;
6501;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2020 December;101.0;101.0;101.0;101.0;;;100.0;;;;;;;;
6502;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2020 4th quarter;100.9;100.9;100.9;100.9;;;100.0;;;;;;;;
6503;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2020 year;100.0;100.0;100.0;100.0;;;100.0;;;;;;;;
6504;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2021 January;101.3;101.1;101.3;101.1;;;100.0;;;;;;;;
6505;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2021 February;101.3;101.1;101.3;101.1;;;100.0;;;;;;;;
6506;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2021 March;101.3;101.2;101.3;101.2;;;100.0;;;;;;;;
6507;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2021 1st quarter;101.3;101.1;101.3;101.1;;;100.0;;;;;;;;
6508;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2021 April;101.7;101.6;101.7;101.6;;;100.0;;;;;;;;
6509;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2021 May;101.7;101.6;101.7;101.6;;;100.0;;;;;;;;
6510;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2021 June;101.9;101.8;101.9;101.8;;;100.0;;;;;;;;
6511;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2021 2nd quarter;101.8;101.7;101.8;101.7;;;100.0;;;;;;;;
6512;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2021 July;102.4;102.2;102.4;102.2;;;100.0;;;;;;;;
6513;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2021 August;102.4;102.2;102.4;102.2;;;100.0;;;;;;;;
6514;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2021 September;102.4;102.2;102.4;102.2;;;100.0;;;;;;;;
6515;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2021 3rd quarter;102.4;102.2;102.4;102.2;;;100.0;;;;;;;;
6516;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2021 October;102.8;102.7;102.8;102.7;;;100.0;;;;;;;;
6517;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2021 November;102.9;102.7;102.9;102.7;;;100.0;;;;;;;;
6518;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2021 December;103.2;103.1;103.2;103.1;;;100.0;;;;;;;;
6519;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2021 4th quarter;103.0;102.8;103.0;102.8;;;100.0;;;;;;;;
6520;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2021 year;102.1;102.0;102.1;102.0;;;100.0;;;;;;;;
6521;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2022 January;104.3;104.1;104.3;104.2;;;100.0;;;;;;;;
6522;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2022 February;104.3;104.1;104.3;104.2;;;100.0;;;;;;;;
6523;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2022 March;104.8;104.6;104.8;104.7;;;100.0;;;;;;;;
6524;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2022 1st quarter;104.5;104.3;104.5;104.3;;;100.0;;;;;;;;
6525;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2022 April;105.0;104.7;105.0;104.8;;;100.0;;;;;;;;
6526;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2022 May;105.2;105.0;105.2;105.0;;;100.0;;;;;;;;
6527;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2022 June;105.5;105.2;105.5;105.3;;;100.0;;;;;;;;
6528;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2022 2nd quarter;105.2;105.0;105.2;105.0;;;100.0;;;;;;;;
6529;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2022 July;106.1;106.0;106.1;106.1;;;100.0;;;;;;;;
6530;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2022 August;106.1;106.0;106.1;106.1;;;100.0;;;;;;;;
6531;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2022 September;106.1;106.0;106.1;106.1;;;100.0;;;;;;;;
6532;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2022 3rd quarter;106.1;106.0;106.1;106.1;;;100.0;;;;;;;;
6533;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2022 October;106.1;107.0;106.2;107.1;;;100.0;;;;;;;;
6534;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2022 November;106.1;107.0;106.2;107.1;;;100.0;;;;;;;;
6535;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2022 December;106.3;107.2;106.3;107.2;;;100.0;;;;;;;;
6536;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2022 4th quarter;106.2;107.1;106.2;107.1;;;100.0;;;;;;;;
6537;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2022 year;105.5;105.6;105.5;105.6;;;100.0;;;;;;;;
6538;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2023 January;108.6;110.1;108.7;110.2;;;100.0;;;;;;;;
6539;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2023 February;109.0;110.4;109.0;110.5;;;100.0;;;;;;;;
6540;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2023 March;109.1;110.6;109.1;110.6;;;100.0;;;;;;;;
6541;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2023 1st quarter;108.9;110.4;108.9;110.4;;;100.0;;;;;;;;
6542;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2023 April;110.4;112.0;110.4;112.1;;;100.0;;;;;;;;
6543;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2023 May;110.4;112.1;110.5;112.1;;;100.0;;;;;;;;
6544;Total collective labour agreement sector;46 Wholesale trade (no motor vehicles);First-published figures;2023 June;110.4;112.1;110.5;112.1;;;100.0;;;;;;;;
