ID;Geslacht;Leeftijd;Herkomstgroepering;InkomstenbronVoorInstroomNaUitstroom;Perioden;InstroomInArbeidAlsWerknemer_1;UitstroomUitArbeidAlsWerknemer_2
4931;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;24 september 2004 tot 30 september 2005;0.0;0.0
4932;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;30 september 2005 tot 29 september 2006;0.0;0.0
4933;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;29 september 2006 tot 28 september 2007;0.0;0.0
4934;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;28 september 2007 tot 26 september 2008;0.0;0.0
4935;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;26 september 2008 tot 25 september 2009;0.0;0.0
4936;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;25 september 2009 tot 24 september 2010;0.0;0.0
4937;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;24 september 2010 tot 30 september 2011;0.0;0.0
4938;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;30 september 2011 tot 28 september 2012;0.0;0.0
4939;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;28 september 2012 tot 27 september 2013;0.0;0.0
4940;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;27 september 2013 tot 26 september 2014;0.0;0.0
4941;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;26 september 2014 tot 25 september 2015;0.0;0.0
4942;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;28 september 2001 tot 27 september 2002;0.0;0.0
4943;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;27 september 2002 tot 26 september 2003;0.0;0.0
4944;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;26 september 2003 tot 24 september 2004;0.0;0.0
4945;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;24 september 2004 tot 30 september 2005;0.0;0.0
4946;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;30 september 2005 tot 29 september 2006;0.0;0.0
4947;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;29 september 2006 tot 28 september 2007;0.0;0.0
4948;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;28 september 2007 tot 26 september 2008;0.0;0.0
4949;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;26 september 2008 tot 25 september 2009;0.0;0.0
4950;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;25 september 2009 tot 24 september 2010;0.0;0.0
4951;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;24 september 2010 tot 30 september 2011;0.0;0.0
4952;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;30 september 2011 tot 28 september 2012;0.0;0.0
4953;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;28 september 2012 tot 27 september 2013;0.0;0.0
4954;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;27 september 2013 tot 26 september 2014;0.0;0.0
4955;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;26 september 2014 tot 25 september 2015;0.0;0.0
4956;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit pensioen;28 september 2001 tot 27 september 2002;;
4957;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit pensioen;27 september 2002 tot 26 september 2003;;
4958;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit pensioen;26 september 2003 tot 24 september 2004;;
4959;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit pensioen;24 september 2004 tot 30 september 2005;;
4960;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit pensioen;30 september 2005 tot 29 september 2006;;
4961;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit pensioen;29 september 2006 tot 28 september 2007;;
4962;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit pensioen;28 september 2007 tot 26 september 2008;;
4963;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit pensioen;26 september 2008 tot 25 september 2009;;
4964;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit pensioen;25 september 2009 tot 24 september 2010;;
4965;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit pensioen;24 september 2010 tot 30 september 2011;;
4966;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit pensioen;30 september 2011 tot 28 september 2012;;
4967;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit pensioen;28 september 2012 tot 27 september 2013;;
4968;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit pensioen;27 september 2013 tot 26 september 2014;;
4969;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit pensioen;26 september 2014 tot 25 september 2015;;
4970;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig totaal;28 september 2001 tot 27 september 2002;0.9;0.1
4971;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig totaal;27 september 2002 tot 26 september 2003;0.7;0.2
4972;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig totaal;26 september 2003 tot 24 september 2004;0.5;0.1
4973;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig totaal;24 september 2004 tot 30 september 2005;0.4;0.1
4974;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig totaal;30 september 2005 tot 29 september 2006;0.3;0.1
4975;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig totaal;29 september 2006 tot 28 september 2007;0.3;0.0
4976;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig totaal;28 september 2007 tot 26 september 2008;0.4;0.0
4977;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig totaal;26 september 2008 tot 25 september 2009;0.3;0.0
4978;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig totaal;25 september 2009 tot 24 september 2010;0.3;0.0
4979;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig totaal;24 september 2010 tot 30 september 2011;0.3;0.0
4980;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig totaal;30 september 2011 tot 28 september 2012;0.3;0.0
4981;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig totaal;28 september 2012 tot 27 september 2013;0.2;0.0
4982;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig totaal;27 september 2013 tot 26 september 2014;0.2;0.0
4983;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig totaal;26 september 2014 tot 25 september 2015;0.3;0.0
4984;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;28 september 2001 tot 27 september 2002;0.9;0.1
4985;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;27 september 2002 tot 26 september 2003;0.7;0.2
4986;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;26 september 2003 tot 24 september 2004;0.5;0.1
4987;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;24 september 2004 tot 30 september 2005;0.4;0.1
4988;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;30 september 2005 tot 29 september 2006;0.3;0.1
4989;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;29 september 2006 tot 28 september 2007;0.3;0.0
4990;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;28 september 2007 tot 26 september 2008;0.4;0.0
4991;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;26 september 2008 tot 25 september 2009;0.3;0.0
4992;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;25 september 2009 tot 24 september 2010;0.3;0.0
4993;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;24 september 2010 tot 30 september 2011;0.3;0.0
4994;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;30 september 2011 tot 28 september 2012;0.3;0.0
4995;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;28 september 2012 tot 27 september 2013;0.2;0.0
4996;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;27 september 2013 tot 26 september 2014;0.2;0.0
4997;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;26 september 2014 tot 25 september 2015;0.3;0.0
4998;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;28 september 2001 tot 27 september 2002;;
4999;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;27 september 2002 tot 26 september 2003;;
5000;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;26 september 2003 tot 24 september 2004;;
5001;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;24 september 2004 tot 30 september 2005;;
5002;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;30 september 2005 tot 29 september 2006;;
5003;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;29 september 2006 tot 28 september 2007;;
5004;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;28 september 2007 tot 26 september 2008;;
5005;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;26 september 2008 tot 25 september 2009;;
5006;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;25 september 2009 tot 24 september 2010;;
5007;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;24 september 2010 tot 30 september 2011;;
5008;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;30 september 2011 tot 28 september 2012;;
5009;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;28 september 2012 tot 27 september 2013;;
5010;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;27 september 2013 tot 26 september 2014;;
5011;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;26 september 2014 tot 25 september 2015;;
5012;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Instroom door Immigratie;28 september 2001 tot 27 september 2002;0.0;
5013;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Instroom door Immigratie;27 september 2002 tot 26 september 2003;0.0;
5014;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Instroom door Immigratie;26 september 2003 tot 24 september 2004;0.0;
5015;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Instroom door Immigratie;24 september 2004 tot 30 september 2005;0.0;
5016;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Instroom door Immigratie;30 september 2005 tot 29 september 2006;0.0;
5017;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Instroom door Immigratie;29 september 2006 tot 28 september 2007;0.0;
5018;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Instroom door Immigratie;28 september 2007 tot 26 september 2008;0.0;
5019;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Instroom door Immigratie;26 september 2008 tot 25 september 2009;0.0;
5020;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Instroom door Immigratie;25 september 2009 tot 24 september 2010;0.0;
5021;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Instroom door Immigratie;24 september 2010 tot 30 september 2011;0.0;
5022;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Instroom door Immigratie;30 september 2011 tot 28 september 2012;0.0;
5023;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Instroom door Immigratie;28 september 2012 tot 27 september 2013;0.0;
5024;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Instroom door Immigratie;27 september 2013 tot 26 september 2014;0.0;
5025;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Instroom door Immigratie;26 september 2014 tot 25 september 2015;0.0;
5026;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Uitstroom door emigratie / sterfte;28 september 2001 tot 27 september 2002;;0.0
5027;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Uitstroom door emigratie / sterfte;27 september 2002 tot 26 september 2003;;0.0
5028;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Uitstroom door emigratie / sterfte;26 september 2003 tot 24 september 2004;;0.0
5029;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Uitstroom door emigratie / sterfte;24 september 2004 tot 30 september 2005;;0.0
5030;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Uitstroom door emigratie / sterfte;30 september 2005 tot 29 september 2006;;0.0
5031;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Uitstroom door emigratie / sterfte;29 september 2006 tot 28 september 2007;;0.0
5032;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Uitstroom door emigratie / sterfte;28 september 2007 tot 26 september 2008;;0.0
5033;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Uitstroom door emigratie / sterfte;26 september 2008 tot 25 september 2009;;0.0
5034;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Uitstroom door emigratie / sterfte;25 september 2009 tot 24 september 2010;;0.0
5035;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Uitstroom door emigratie / sterfte;24 september 2010 tot 30 september 2011;;0.0
5036;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Uitstroom door emigratie / sterfte;30 september 2011 tot 28 september 2012;;0.0
5037;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Uitstroom door emigratie / sterfte;28 september 2012 tot 27 september 2013;;0.0
5038;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Uitstroom door emigratie / sterfte;27 september 2013 tot 26 september 2014;;0.0
5039;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Uitstroom door emigratie / sterfte;26 september 2014 tot 25 september 2015;;0.0
5040;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Inkomsten uit alle bronnen;28 september 2001 tot 27 september 2002;1.8;0.4
5041;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Inkomsten uit alle bronnen;27 september 2002 tot 26 september 2003;1.2;0.4
5042;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Inkomsten uit alle bronnen;26 september 2003 tot 24 september 2004;0.9;0.2
5043;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Inkomsten uit alle bronnen;24 september 2004 tot 30 september 2005;0.8;0.2
5044;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Inkomsten uit alle bronnen;30 september 2005 tot 29 september 2006;0.4;0.2
5045;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Inkomsten uit alle bronnen;29 september 2006 tot 28 september 2007;0.5;0.0
5046;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Inkomsten uit alle bronnen;28 september 2007 tot 26 september 2008;0.7;0.1
5047;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Inkomsten uit alle bronnen;26 september 2008 tot 25 september 2009;0.6;0.1
5048;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Inkomsten uit alle bronnen;25 september 2009 tot 24 september 2010;0.6;0.0
5049;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Inkomsten uit alle bronnen;24 september 2010 tot 30 september 2011;0.5;0.0
5050;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Inkomsten uit alle bronnen;30 september 2011 tot 28 september 2012;0.6;0.0
5051;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Inkomsten uit alle bronnen;28 september 2012 tot 27 september 2013;0.5;0.0
5052;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Inkomsten uit alle bronnen;27 september 2013 tot 26 september 2014;0.5;0.0
5053;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Inkomsten uit alle bronnen;26 september 2014 tot 25 september 2015;0.6;0.0
