ID;Sex;PersonalCharacteristics;RegisteredEmploymentUWV;Periods;LabourForceAndNotInTheLabourForce_1;EmployedLabourForce_2;WantToWorkMoreHoursAvailable_3;DoesnTWantMoreHoursOrNotAvailable_4;NotEmployedLabourForce_5;UnemployedLabourForce_6;PartTime_7;LessThan20HoursAWeek_8;LessThan12HoursAWeek_9;k_12To19HoursAWeek_10;k_20To34HoursAWeek_11;FullTime_12;Unknown_13;NotInTheLabourForce_14;AvailableToWorkButNotSeeking_15;BecauseOfDiscouragement_16;BecauseOfOtherReason_17;SeekingWorkButNotAvailable_18;NotSeekingWorkNotAvailable_19;WantToWork_20;DoesnTWantToOrCanTWork_21;BecauseOfFamilyHouseholdCare_22;BecauseOfEducation_23;BecauseOfRetirementOldAge_24;BecauseOfIllnessDisability_25;BecauseOfOtherReason_26
3499;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2016;;;;;;;;;;;;;;;;;;;;;;;;;;
3500;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2017 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3501;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2017 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3502;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2017 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3503;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2017 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3504;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2017;;;;;;;;;;;;;;;;;;;;;;;;;;
3505;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2018 1st quarter;158.0;76.0;13.0;63.0;82.0;27.0;14.0;3.0;0.0;3.0;11.0;12.0;1.0;55.0;5.0;2.0;3.0;10.0;41.0;11.0;30.0;2.0;5.0;1.0;19.0;3.0
3506;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2018 2nd quarter;168.0;79.0;18.0;61.0;89.0;26.0;13.0;2.0;0.0;2.0;11.0;12.0;1.0;63.0;9.0;5.0;3.0;13.0;41.0;6.0;35.0;3.0;4.0;2.0;23.0;2.0
3507;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2018 3rd quarter;158.0;75.0;10.0;65.0;83.0;23.0;11.0;1.0;1.0;0.0;10.0;12.0;1.0;59.0;7.0;4.0;3.0;11.0;41.0;9.0;32.0;3.0;5.0;1.0;20.0;3.0
3508;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2018 4th quarter;160.0;77.0;15.0;63.0;83.0;22.0;13.0;1.0;0.0;1.0;11.0;9.0;1.0;61.0;7.0;3.0;4.0;12.0;42.0;6.0;35.0;3.0;5.0;2.0;22.0;3.0
3509;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2018;161.0;77.0;14.0;63.0;84.0;25.0;13.0;2.0;0.0;2.0;11.0;11.0;1.0;60.0;7.0;4.0;3.0;11.0;41.0;8.0;33.0;3.0;5.0;2.0;21.0;3.0
3510;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2019 1st quarter;164.0;76.0;11.0;65.0;87.0;23.0;13.0;5.0;1.0;4.0;9.0;9.0;1.0;64.0;6.0;3.0;3.0;13.0;45.0;6.0;39.0;3.0;5.0;3.0;26.0;2.0
3511;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2019 2nd quarter;156.0;75.0;10.0;64.0;81.0;22.0;10.0;1.0;0.0;1.0;9.0;11.0;1.0;60.0;6.0;2.0;4.0;7.0;46.0;9.0;37.0;3.0;6.0;3.0;22.0;3.0
3512;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2019 3rd quarter;153.0;72.0;9.0;64.0;80.0;24.0;13.0;3.0;1.0;2.0;11.0;10.0;1.0;56.0;4.0;1.0;3.0;7.0;45.0;8.0;37.0;2.0;4.0;3.0;24.0;3.0
3513;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2019 4th quarter;147.0;62.0;9.0;53.0;85.0;20.0;10.0;2.0;0.0;2.0;8.0;7.0;3.0;65.0;8.0;3.0;5.0;8.0;49.0;11.0;38.0;0.0;5.0;3.0;26.0;3.0
3514;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2019;155.0;71.0;10.0;62.0;84.0;22.0;12.0;3.0;0.0;2.0;9.0;9.0;2.0;61.0;6.0;2.0;4.0;9.0;46.0;9.0;38.0;2.0;5.0;3.0;25.0;3.0
3515;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2020 1st quarter;146.0;58.0;12.0;46.0;88.0;24.0;11.0;3.0;0.0;3.0;9.0;12.0;1.0;64.0;7.0;3.0;4.0;11.0;46.0;8.0;38.0;1.0;6.0;2.0;24.0;5.0
3516;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2020 2nd quarter;164.0;70.0;11.0;59.0;94.0;27.0;14.0;2.0;1.0;2.0;11.0;12.0;1.0;68.0;5.0;2.0;3.0;6.0;56.0;11.0;45.0;1.0;7.0;3.0;28.0;6.0
3517;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2020 3rd quarter;156.0;69.0;14.0;55.0;88.0;24.0;15.0;3.0;0.0;3.0;12.0;9.0;1.0;64.0;14.0;8.0;6.0;4.0;45.0;9.0;36.0;1.0;5.0;4.0;23.0;3.0
3518;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2020 4th quarter;161.0;69.0;13.0;56.0;93.0;31.0;15.0;2.0;0.0;2.0;13.0;14.0;2.0;62.0;9.0;6.0;3.0;6.0;47.0;10.0;37.0;2.0;3.0;4.0;25.0;3.0
3519;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2020;157.0;66.0;12.0;54.0;91.0;27.0;14.0;3.0;0.0;2.0;11.0;12.0;1.0;64.0;9.0;5.0;4.0;7.0;49.0;10.0;39.0;1.0;5.0;3.0;25.0;4.0
3520;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2021 1st quarter;179.0;82.0;13.0;69.0;97.0;29.0;17.0;3.0;1.0;2.0;14.0;10.0;2.0;68.0;7.0;1.0;6.0;5.0;56.0;;;3.0;4.0;4.0;36.0;9.0
3521;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2021 2nd quarter;176.0;79.0;12.0;67.0;97.0;23.0;15.0;1.0;0.0;0.0;14.0;7.0;1.0;74.0;9.0;3.0;6.0;8.0;57.0;;;6.0;7.0;2.0;36.0;5.0
3522;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2021 3rd quarter;175.0;80.0;10.0;70.0;95.0;23.0;12.0;2.0;0.0;2.0;10.0;8.0;3.0;72.0;8.0;0.0;8.0;9.0;55.0;;;6.0;8.0;4.0;32.0;5.0
3523;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2021 4th quarter;184.0;83.0;8.0;75.0;101.0;21.0;12.0;1.0;1.0;0.0;11.0;8.0;1.0;81.0;9.0;2.0;7.0;11.0;61.0;;;4.0;8.0;2.0;42.0;5.0
3524;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2021;179.0;81.0;11.0;70.0;98.0;24.0;14.0;2.0;1.0;1.0;12.0;8.0;2.0;74.0;8.0;1.0;7.0;8.0;57.0;;;5.0;7.0;3.0;37.0;6.0
3525;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2022 1st quarter;185.0;83.0;10.0;73.0;102.0;18.0;11.0;2.0;0.0;2.0;9.0;6.0;1.0;84.0;7.0;1.0;5.0;9.0;68.0;;;6.0;9.0;3.0;45.0;5.0
3526;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2022 2nd quarter;173.0;73.0;6.0;66.0;100.0;21.0;13.0;2.0;0.0;2.0;11.0;6.0;3.0;78.0;6.0;1.0;5.0;11.0;61.0;;;3.0;8.0;4.0;38.0;8.0
3527;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2022 3rd quarter;171.0;74.0;6.0;68.0;97.0;15.0;9.0;3.0;1.0;2.0;7.0;5.0;1.0;81.0;7.0;1.0;5.0;7.0;68.0;;;5.0;8.0;4.0;46.0;5.0
3528;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2022 4th quarter;162.0;71.0;9.0;62.0;91.0;19.0;11.0;2.0;0.0;2.0;9.0;5.0;2.0;73.0;3.0;1.0;3.0;9.0;61.0;;;5.0;5.0;5.0;42.0;4.0
3529;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2022;173.0;75.0;8.0;67.0;97.0;18.0;11.0;2.0;0.0;2.0;9.0;5.0;2.0;79.0;6.0;1.0;5.0;9.0;64.0;;;5.0;8.0;4.0;42.0;5.0
3530;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2023 1st quarter;156.0;63.0;6.0;56.0;93.0;21.0;15.0;3.0;0.0;3.0;12.0;4.0;1.0;73.0;4.0;0.0;4.0;5.0;63.0;;;6.0;8.0;6.0;41.0;3.0
3531;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2023 2nd quarter;155.0;61.0;7.0;54.0;94.0;20.0;11.0;3.0;1.0;1.0;9.0;7.0;1.0;75.0;3.0;1.0;3.0;8.0;63.0;;;6.0;8.0;5.0;40.0;4.0
3532;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2023 3rd quarter;160.0;66.0;7.0;59.0;94.0;16.0;9.0;3.0;2.0;1.0;6.0;7.0;1.0;77.0;3.0;1.0;2.0;10.0;64.0;;;6.0;9.0;5.0;41.0;4.0
3533;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2023 4th quarter;161.0;69.0;9.0;60.0;93.0;15.0;8.0;2.0;1.0;2.0;6.0;6.0;1.0;77.0;5.0;0.0;4.0;7.0;66.0;;;7.0;7.0;4.0;46.0;3.0
3534;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2023;158.0;65.0;7.0;57.0;93.0;18.0;11.0;3.0;1.0;2.0;8.0;6.0;1.0;75.0;4.0;1.0;3.0;7.0;64.0;;;6.0;8.0;5.0;42.0;3.0
3535;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2024 1st quarter;161.0;66.0;5.0;60.0;95.0;25.0;12.0;2.0;1.0;2.0;10.0;11.0;2.0;70.0;4.0;0.0;4.0;8.0;58.0;;;7.0;7.0;3.0;39.0;3.0
3536;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2024 2nd quarter;154.0;65.0;6.0;59.0;90.0;17.0;10.0;2.0;1.0;1.0;8.0;6.0;1.0;73.0;6.0;1.0;5.0;8.0;59.0;;;5.0;8.0;3.0;38.0;3.0
3537;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2024 3rd quarter;162.0;68.0;7.0;62.0;93.0;20.0;12.0;2.0;0.0;1.0;11.0;6.0;1.0;74.0;5.0;0.0;4.0;8.0;61.0;;;5.0;8.0;4.0;42.0;3.0
3538;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2024 4th quarter;155.0;68.0;7.0;61.0;87.0;18.0;10.0;1.0;0.0;1.0;9.0;7.0;1.0;69.0;5.0;0.0;5.0;5.0;59.0;;;2.0;10.0;4.0;39.0;3.0
3539;Total male and female;3 Tertiary;Registered at UWV, no WW benefit;2024;158.0;67.0;6.0;61.0;91.0;20.0;11.0;2.0;0.0;1.0;9.0;7.0;1.0;72.0;5.0;1.0;4.0;7.0;59.0;;;5.0;8.0;4.0;39.0;3.0
3540;Total male and female;3 Tertiary;Not registered at an employment office;2013 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3541;Total male and female;3 Tertiary;Not registered at an employment office;2013 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3542;Total male and female;3 Tertiary;Not registered at an employment office;2013 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3543;Total male and female;3 Tertiary;Not registered at an employment office;2013 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3544;Total male and female;3 Tertiary;Not registered at an employment office;2013;;;;;;;;;;;;;;;;;;;;;;;;;;
3545;Total male and female;3 Tertiary;Not registered at an employment office;2014 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3546;Total male and female;3 Tertiary;Not registered at an employment office;2014 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3547;Total male and female;3 Tertiary;Not registered at an employment office;2014 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3548;Total male and female;3 Tertiary;Not registered at an employment office;2014 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3549;Total male and female;3 Tertiary;Not registered at an employment office;2014;;;;;;;;;;;;;;;;;;;;;;;;;;
3550;Total male and female;3 Tertiary;Not registered at an employment office;2015 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3551;Total male and female;3 Tertiary;Not registered at an employment office;2015 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3552;Total male and female;3 Tertiary;Not registered at an employment office;2015 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3553;Total male and female;3 Tertiary;Not registered at an employment office;2015 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3554;Total male and female;3 Tertiary;Not registered at an employment office;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
3555;Total male and female;3 Tertiary;Not registered at an employment office;2016 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3556;Total male and female;3 Tertiary;Not registered at an employment office;2016 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3557;Total male and female;3 Tertiary;Not registered at an employment office;2016 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3558;Total male and female;3 Tertiary;Not registered at an employment office;2016 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3559;Total male and female;3 Tertiary;Not registered at an employment office;2016;;;;;;;;;;;;;;;;;;;;;;;;;;
3560;Total male and female;3 Tertiary;Not registered at an employment office;2017 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3561;Total male and female;3 Tertiary;Not registered at an employment office;2017 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3562;Total male and female;3 Tertiary;Not registered at an employment office;2017 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3563;Total male and female;3 Tertiary;Not registered at an employment office;2017 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
3564;Total male and female;3 Tertiary;Not registered at an employment office;2017;;;;;;;;;;;;;;;;;;;;;;;;;;
3565;Total male and female;3 Tertiary;Not registered at an employment office;2018 1st quarter;3847.0;3118.0;174.0;2944.0;729.0;59.0;35.0;10.0;4.0;6.0;25.0;22.0;2.0;670.0;44.0;15.0;29.0;22.0;605.0;29.0;575.0;41.0;45.0;380.0;76.0;33.0
3566;Total male and female;3 Tertiary;Not registered at an employment office;2018 2nd quarter;3893.0;3171.0;165.0;3006.0;722.0;63.0;42.0;16.0;6.0;9.0;26.0;19.0;2.0;659.0;43.0;14.0;29.0;28.0;589.0;34.0;555.0;36.0;48.0;363.0;73.0;34.0
3567;Total male and female;3 Tertiary;Not registered at an employment office;2018 3rd quarter;3969.0;3233.0;161.0;3072.0;736.0;73.0;41.0;17.0;8.0;9.0;24.0;26.0;5.0;664.0;39.0;11.0;29.0;31.0;593.0;37.0;556.0;37.0;39.0;371.0;73.0;36.0
3568;Total male and female;3 Tertiary;Not registered at an employment office;2018 4th quarter;3975.0;3249.0;168.0;3082.0;726.0;65.0;38.0;17.0;8.0;8.0;22.0;23.0;3.0;661.0;41.0;11.0;29.0;28.0;592.0;35.0;557.0;38.0;41.0;371.0;70.0;37.0
3569;Total male and female;3 Tertiary;Not registered at an employment office;2018;3921.0;3193.0;167.0;3026.0;728.0;65.0;39.0;15.0;7.0;8.0;24.0;23.0;3.0;663.0;42.0;13.0;29.0;27.0;595.0;34.0;561.0;38.0;43.0;371.0;73.0;35.0
3570;Total male and female;3 Tertiary;Not registered at an employment office;2019 1st quarter;4009.0;3279.0;171.0;3108.0;730.0;70.0;36.0;13.0;6.0;7.0;23.0;31.0;3.0;660.0;38.0;13.0;25.0;24.0;599.0;26.0;573.0;35.0;40.0;392.0;75.0;32.0
3571;Total male and female;3 Tertiary;Not registered at an employment office;2019 2nd quarter;4040.0;3305.0;164.0;3142.0;734.0;57.0;32.0;10.0;4.0;6.0;22.0;21.0;4.0;677.0;35.0;11.0;24.0;31.0;610.0;29.0;581.0;36.0;36.0;396.0;81.0;32.0
3572;Total male and female;3 Tertiary;Not registered at an employment office;2019 3rd quarter;4112.0;3349.0;167.0;3181.0;763.0;61.0;35.0;13.0;7.0;6.0;22.0;25.0;1.0;702.0;46.0;16.0;29.0;36.0;621.0;33.0;589.0;41.0;35.0;401.0;78.0;34.0
3573;Total male and female;3 Tertiary;Not registered at an employment office;2019 4th quarter;4169.0;3411.0;174.0;3238.0;758.0;63.0;36.0;10.0;6.0;4.0;26.0;25.0;2.0;695.0;39.0;15.0;24.0;31.0;625.0;28.0;597.0;33.0;45.0;407.0;81.0;31.0
3574;Total male and female;3 Tertiary;Not registered at an employment office;2019;4082.0;3336.0;169.0;3167.0;746.0;63.0;34.0;11.0;6.0;6.0;23.0;26.0;3.0;684.0;40.0;14.0;26.0;30.0;614.0;29.0;585.0;36.0;39.0;399.0;79.0;33.0
3575;Total male and female;3 Tertiary;Not registered at an employment office;2020 1st quarter;4213.0;3453.0;169.0;3285.0;760.0;72.0;43.0;13.0;6.0;7.0;30.0;27.0;2.0;687.0;38.0;13.0;24.0;30.0;620.0;26.0;594.0;29.0;47.0;398.0;79.0;41.0
3576;Total male and female;3 Tertiary;Not registered at an employment office;2020 2nd quarter;4184.0;3449.0;205.0;3244.0;735.0;61.0;41.0;9.0;4.0;5.0;31.0;19.0;2.0;673.0;49.0;20.0;29.0;24.0;600.0;25.0;575.0;32.0;42.0;394.0;76.0;31.0
3577;Total male and female;3 Tertiary;Not registered at an employment office;2020 3rd quarter;4196.0;3436.0;204.0;3232.0;759.0;69.0;38.0;15.0;9.0;6.0;23.0;28.0;3.0;690.0;45.0;19.0;26.0;29.0;616.0;33.0;583.0;31.0;47.0;401.0;72.0;31.0
3578;Total male and female;3 Tertiary;Not registered at an employment office;2020 4th quarter;4271.0;3525.0;204.0;3321.0;745.0;71.0;40.0;17.0;12.0;5.0;23.0;26.0;4.0;675.0;51.0;24.0;27.0;25.0;598.0;28.0;571.0;29.0;41.0;402.0;70.0;28.0
3579;Total male and female;3 Tertiary;Not registered at an employment office;2020;4216.0;3466.0;195.0;3271.0;750.0;68.0;40.0;14.0;8.0;6.0;27.0;25.0;3.0;681.0;46.0;19.0;27.0;27.0;609.0;28.0;581.0;30.0;44.0;399.0;74.0;33.0
3580;Total male and female;3 Tertiary;Not registered at an employment office;2021 1st quarter;4301.0;3544.0;151.0;3393.0;757.0;57.0;21.0;8.0;4.0;4.0;12.0;35.0;1.0;700.0;47.0;7.0;41.0;11.0;642.0;;;56.0;48.0;446.0;77.0;15.0
3581;Total male and female;3 Tertiary;Not registered at an employment office;2021 2nd quarter;4363.0;3611.0;148.0;3463.0;752.0;59.0;29.0;8.0;4.0;4.0;21.0;25.0;4.0;693.0;48.0;11.0;37.0;22.0;623.0;;;67.0;57.0;396.0;87.0;15.0
3582;Total male and female;3 Tertiary;Not registered at an employment office;2021 3rd quarter;4461.0;3695.0;139.0;3556.0;766.0;74.0;38.0;12.0;7.0;5.0;26.0;33.0;3.0;692.0;51.0;9.0;42.0;18.0;623.0;;;58.0;60.0;396.0;88.0;20.0
3583;Total male and female;3 Tertiary;Not registered at an employment office;2021 4th quarter;4532.0;3774.0;138.0;3636.0;757.0;66.0;37.0;12.0;5.0;7.0;25.0;27.0;2.0;692.0;50.0;7.0;43.0;16.0;625.0;;;58.0;68.0;400.0;81.0;18.0
3584;Total male and female;3 Tertiary;Not registered at an employment office;2021;4414.0;3656.0;144.0;3512.0;758.0;64.0;31.0;10.0;5.0;5.0;21.0;30.0;3.0;694.0;49.0;8.0;41.0;17.0;628.0;;;60.0;58.0;410.0;83.0;17.0
3585;Total male and female;3 Tertiary;Not registered at an employment office;2022 1st quarter;4555.0;3810.0;137.0;3673.0;746.0;75.0;46.0;15.0;8.0;7.0;31.0;25.0;4.0;671.0;41.0;11.0;31.0;17.0;613.0;;;61.0;58.0;389.0;87.0;18.0
3586;Total male and female;3 Tertiary;Not registered at an employment office;2022 2nd quarter;4585.0;3868.0;136.0;3732.0;717.0;63.0;36.0;8.0;2.0;6.0;28.0;23.0;3.0;655.0;42.0;8.0;35.0;26.0;586.0;;;65.0;55.0;375.0;73.0;19.0
3587;Total male and female;3 Tertiary;Not registered at an employment office;2022 3rd quarter;4650.0;3897.0;143.0;3755.0;752.0;84.0;47.0;22.0;7.0;15.0;25.0;35.0;2.0;669.0;49.0;4.0;45.0;26.0;594.0;;;58.0;46.0;384.0;86.0;20.0
3588;Total male and female;3 Tertiary;Not registered at an employment office;2022 4th quarter;4673.0;3938.0;145.0;3793.0;736.0;73.0;46.0;15.0;4.0;11.0;31.0;25.0;2.0;662.0;40.0;7.0;33.0;21.0;602.0;;;63.0;54.0;384.0;85.0;16.0
3589;Total male and female;3 Tertiary;Not registered at an employment office;2022;4616.0;3878.0;140.0;3738.0;738.0;74.0;44.0;15.0;5.0;10.0;29.0;27.0;3.0;664.0;43.0;7.0;36.0;22.0;599.0;;;62.0;53.0;383.0;83.0;18.0
3590;Total male and female;3 Tertiary;Not registered at an employment office;2023 1st quarter;4602.0;3883.0;148.0;3735.0;719.0;83.0;56.0;18.0;8.0;10.0;37.0;24.0;3.0;636.0;48.0;15.0;33.0;19.0;570.0;;;56.0;60.0;352.0;86.0;17.0
3591;Total male and female;3 Tertiary;Not registered at an employment office;2023 2nd quarter;4605.0;3895.0;128.0;3767.0;710.0;70.0;41.0;10.0;3.0;7.0;31.0;26.0;3.0;640.0;42.0;9.0;33.0;25.0;573.0;;;58.0;42.0;365.0;94.0;14.0
3592;Total male and female;3 Tertiary;Not registered at an employment office;2023 3rd quarter;4651.0;3919.0;133.0;3786.0;732.0;86.0;48.0;14.0;4.0;9.0;34.0;35.0;3.0;645.0;48.0;9.0;39.0;26.0;571.0;;;55.0;39.0;369.0;90.0;19.0
3593;Total male and female;3 Tertiary;Not registered at an employment office;2023 4th quarter;4687.0;3966.0;140.0;3825.0;722.0;69.0;41.0;13.0;6.0;7.0;28.0;25.0;3.0;653.0;47.0;9.0;38.0;19.0;587.0;;;52.0;48.0;369.0;95.0;23.0
3594;Total male and female;3 Tertiary;Not registered at an employment office;2023;4636.0;3916.0;137.0;3778.0;721.0;77.0;46.0;14.0;5.0;8.0;33.0;27.0;3.0;644.0;46.0;11.0;36.0;22.0;576.0;;;55.0;47.0;364.0;91.0;18.0
3595;Total male and female;3 Tertiary;Not registered at an employment office;2024 1st quarter;4651.0;3927.0;140.0;3787.0;724.0;77.0;46.0;16.0;9.0;7.0;30.0;27.0;5.0;647.0;41.0;4.0;38.0;19.0;587.0;;;53.0;48.0;373.0;97.0;16.0
3596;Total male and female;3 Tertiary;Not registered at an employment office;2024 2nd quarter;4708.0;3993.0;135.0;3858.0;715.0;63.0;31.0;10.0;5.0;5.0;20.0;28.0;5.0;652.0;38.0;5.0;34.0;21.0;593.0;;;60.0;42.0;378.0;96.0;17.0
3597;Total male and female;3 Tertiary;Not registered at an employment office;2024 3rd quarter;4764.0;4020.0;130.0;3889.0;744.0;77.0;40.0;13.0;5.0;8.0;28.0;34.0;3.0;667.0;48.0;5.0;43.0;27.0;592.0;;;57.0;34.0;381.0;101.0;19.0
3598;Total male and female;3 Tertiary;Not registered at an employment office;2024 4th quarter;4804.0;4055.0;138.0;3917.0;748.0;74.0;40.0;13.0;6.0;7.0;27.0;32.0;1.0;675.0;40.0;7.0;33.0;22.0;613.0;;;56.0;39.0;398.0;103.0;16.0
3599;Total male and female;3 Tertiary;Not registered at an employment office;2024;4732.0;3999.0;136.0;3863.0;733.0;73.0;39.0;13.0;6.0;7.0;26.0;30.0;3.0;660.0;42.0;5.0;37.0;22.0;596.0;;;56.0;41.0;383.0;99.0;17.0
3600;Total male and female;Level of educ: unknown;Total;2013 1st quarter;247.0;148.0;16.0;132.0;99.0;20.0;10.0;3.0;2.0;2.0;7.0;10.0;0.0;79.0;6.0;1.0;5.0;2.0;72.0;5.0;67.0;6.0;7.0;19.0;21.0;13.0
3601;Total male and female;Level of educ: unknown;Total;2013 2nd quarter;265.0;166.0;15.0;151.0;99.0;20.0;8.0;3.0;1.0;2.0;4.0;11.0;1.0;79.0;9.0;2.0;8.0;3.0;66.0;5.0;62.0;4.0;7.0;20.0;19.0;11.0
3602;Total male and female;Level of educ: unknown;Total;2013 3rd quarter;262.0;161.0;13.0;148.0;100.0;22.0;10.0;3.0;2.0;1.0;7.0;11.0;0.0;79.0;8.0;2.0;6.0;2.0;69.0;5.0;64.0;7.0;7.0;21.0;21.0;8.0
3603;Total male and female;Level of educ: unknown;Total;2013 4th quarter;270.0;165.0;15.0;151.0;104.0;22.0;9.0;3.0;2.0;0.0;7.0;12.0;1.0;83.0;9.0;2.0;7.0;4.0;70.0;6.0;64.0;7.0;8.0;18.0;21.0;10.0
3604;Total male and female;Level of educ: unknown;Total;2013;261.0;160.0;15.0;145.0;101.0;21.0;9.0;3.0;2.0;1.0;6.0;11.0;1.0;80.0;8.0;2.0;6.0;3.0;69.0;5.0;64.0;6.0;7.0;20.0;20.0;11.0
3605;Total male and female;Level of educ: unknown;Total;2014 1st quarter;201.0;119.0;8.0;111.0;82.0;14.0;6.0;2.0;1.0;1.0;4.0;8.0;0.0;68.0;5.0;1.0;4.0;1.0;61.0;4.0;57.0;4.0;5.0;17.0;23.0;8.0
3606;Total male and female;Level of educ: unknown;Total;2014 2nd quarter;160.0;92.0;8.0;84.0;69.0;12.0;6.0;1.0;1.0;0.0;5.0;5.0;0.0;57.0;5.0;1.0;4.0;0.0;51.0;2.0;49.0;6.0;3.0;17.0;16.0;7.0
3607;Total male and female;Level of educ: unknown;Total;2014 3rd quarter;131.0;67.0;4.0;63.0;63.0;8.0;4.0;1.0;0.0;1.0;3.0;3.0;1.0;55.0;6.0;3.0;3.0;1.0;48.0;2.0;45.0;5.0;0.0;18.0;17.0;6.0
3608;Total male and female;Level of educ: unknown;Total;2014 4th quarter;128.0;64.0;5.0;59.0;64.0;8.0;4.0;0.0;0.0;0.0;4.0;4.0;1.0;55.0;3.0;1.0;2.0;1.0;51.0;2.0;48.0;5.0;0.0;18.0;19.0;6.0
3609;Total male and female;Level of educ: unknown;Total;2014;155.0;85.0;6.0;79.0;69.0;11.0;5.0;1.0;1.0;0.0;4.0;5.0;1.0;59.0;5.0;2.0;3.0;1.0;53.0;3.0;50.0;5.0;2.0;18.0;19.0;7.0
3610;Total male and female;Level of educ: unknown;Total;2015 1st quarter;136.0;68.0;5.0;63.0;68.0;7.0;3.0;0.0;0.0;0.0;3.0;4.0;0.0;61.0;3.0;1.0;2.0;3.0;55.0;4.0;51.0;7.0;0.0;21.0;17.0;6.0
3611;Total male and female;Level of educ: unknown;Total;2015 2nd quarter;137.0;70.0;6.0;64.0;67.0;7.0;2.0;1.0;1.0;0.0;1.0;5.0;0.0;60.0;5.0;2.0;3.0;1.0;54.0;3.0;51.0;8.0;0.0;18.0;18.0;7.0
3612;Total male and female;Level of educ: unknown;Total;2015 3rd quarter;132.0;68.0;7.0;60.0;64.0;7.0;4.0;1.0;0.0;0.0;3.0;3.0;0.0;57.0;4.0;2.0;2.0;3.0;51.0;3.0;48.0;9.0;0.0;16.0;16.0;7.0
