ID;Geslacht;PositieInDeWerkkring;Persoonskenmerken;Thuiswerken;Perioden;WerkzameBeroepsbevolking_1
5655;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Soms thuiswerken;2024;15
5656;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Niet thuiswerken;2021;252
5657;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Niet thuiswerken;2022;258
5658;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Niet thuiswerken;2023;260
5659;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Niet thuiswerken;2024;263
5660;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Totaal;2021;490
5661;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Totaal;2022;499
5662;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Totaal;2023;502
5663;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Totaal;2024;497
5664;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Meestal of soms thuiswerken;2021;80
5665;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Meestal of soms thuiswerken;2022;69
5666;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Meestal of soms thuiswerken;2023;61
5667;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Meestal of soms thuiswerken;2024;56
5668;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Meestal thuiswerken;2021;36
5669;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Meestal thuiswerken;2022;25
5670;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Meestal thuiswerken;2023;22
5671;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Meestal thuiswerken;2024;22
5672;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Soms thuiswerken;2021;45
5673;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Soms thuiswerken;2022;44
5674;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Soms thuiswerken;2023;39
5675;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Soms thuiswerken;2024;34
5676;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Niet thuiswerken;2021;409
5677;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Niet thuiswerken;2022;430
5678;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Niet thuiswerken;2023;441
5679;Mannen;Werknemer;Arbeidsduur: minder dan 20 uur per week;Niet thuiswerken;2024;440
5680;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Totaal;2021;193
5681;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Totaal;2022;205
5682;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Totaal;2023;209
5683;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Totaal;2024;207
5684;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Meestal of soms thuiswerken;2021;36
5685;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Meestal of soms thuiswerken;2022;33
5686;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Meestal of soms thuiswerken;2023;28
5687;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Meestal of soms thuiswerken;2024;30
5688;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Meestal thuiswerken;2021;14
5689;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Meestal thuiswerken;2022;10
5690;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Meestal thuiswerken;2023;10
5691;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Meestal thuiswerken;2024;11
5692;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Soms thuiswerken;2021;22
5693;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Soms thuiswerken;2022;23
5694;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Soms thuiswerken;2023;18
5695;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Soms thuiswerken;2024;19
5696;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Niet thuiswerken;2021;157
5697;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Niet thuiswerken;2022;172
5698;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Niet thuiswerken;2023;181
5699;Mannen;Werknemer;Arbeidsduur: 12 tot 20 uur per week;Niet thuiswerken;2024;177
5700;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Totaal;2021;658
5701;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Totaal;2022;701
5702;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Totaal;2023;723
5703;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Totaal;2024;744
5704;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Meestal of soms thuiswerken;2021;269
5705;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Meestal of soms thuiswerken;2022;291
5706;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Meestal of soms thuiswerken;2023;291
5707;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Meestal of soms thuiswerken;2024;301
5708;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Meestal thuiswerken;2021;106
5709;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Meestal thuiswerken;2022;83
5710;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Meestal thuiswerken;2023;69
5711;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Meestal thuiswerken;2024;65
5712;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Soms thuiswerken;2021;163
5713;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Soms thuiswerken;2022;209
5714;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Soms thuiswerken;2023;223
5715;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Soms thuiswerken;2024;236
5716;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Niet thuiswerken;2021;390
5717;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Niet thuiswerken;2022;410
5718;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Niet thuiswerken;2023;432
5719;Mannen;Werknemer;Arbeidsduur: 20 tot 35 uur per week;Niet thuiswerken;2024;443
5720;Mannen;Werknemer;Arbeidsduur: voltijd;Totaal;2021;2801
5721;Mannen;Werknemer;Arbeidsduur: voltijd;Totaal;2022;2866
5722;Mannen;Werknemer;Arbeidsduur: voltijd;Totaal;2023;2890
5723;Mannen;Werknemer;Arbeidsduur: voltijd;Totaal;2024;2884
5724;Mannen;Werknemer;Arbeidsduur: voltijd;Meestal of soms thuiswerken;2021;1634
5725;Mannen;Werknemer;Arbeidsduur: voltijd;Meestal of soms thuiswerken;2022;1637
5726;Mannen;Werknemer;Arbeidsduur: voltijd;Meestal of soms thuiswerken;2023;1599
5727;Mannen;Werknemer;Arbeidsduur: voltijd;Meestal of soms thuiswerken;2024;1623
5728;Mannen;Werknemer;Arbeidsduur: voltijd;Meestal thuiswerken;2021;596
5729;Mannen;Werknemer;Arbeidsduur: voltijd;Meestal thuiswerken;2022;442
5730;Mannen;Werknemer;Arbeidsduur: voltijd;Meestal thuiswerken;2023;355
5731;Mannen;Werknemer;Arbeidsduur: voltijd;Meestal thuiswerken;2024;334
5732;Mannen;Werknemer;Arbeidsduur: voltijd;Soms thuiswerken;2021;1038
5733;Mannen;Werknemer;Arbeidsduur: voltijd;Soms thuiswerken;2022;1195
5734;Mannen;Werknemer;Arbeidsduur: voltijd;Soms thuiswerken;2023;1244
5735;Mannen;Werknemer;Arbeidsduur: voltijd;Soms thuiswerken;2024;1289
5736;Mannen;Werknemer;Arbeidsduur: voltijd;Niet thuiswerken;2021;1167
5737;Mannen;Werknemer;Arbeidsduur: voltijd;Niet thuiswerken;2022;1229
5738;Mannen;Werknemer;Arbeidsduur: voltijd;Niet thuiswerken;2023;1292
5739;Mannen;Werknemer;Arbeidsduur: voltijd;Niet thuiswerken;2024;1261
5740;Mannen;Werknemer;01 Pedagogische beroepen;Totaal;2021;172
5741;Mannen;Werknemer;01 Pedagogische beroepen;Totaal;2022;189
5742;Mannen;Werknemer;01 Pedagogische beroepen;Totaal;2023;179
5743;Mannen;Werknemer;01 Pedagogische beroepen;Totaal;2024;179
5744;Mannen;Werknemer;01 Pedagogische beroepen;Meestal of soms thuiswerken;2021;134
5745;Mannen;Werknemer;01 Pedagogische beroepen;Meestal of soms thuiswerken;2022;136
5746;Mannen;Werknemer;01 Pedagogische beroepen;Meestal of soms thuiswerken;2023;122
5747;Mannen;Werknemer;01 Pedagogische beroepen;Meestal of soms thuiswerken;2024;125
5748;Mannen;Werknemer;01 Pedagogische beroepen;Meestal thuiswerken;2021;23
5749;Mannen;Werknemer;01 Pedagogische beroepen;Meestal thuiswerken;2022;11
5750;Mannen;Werknemer;01 Pedagogische beroepen;Meestal thuiswerken;2023;8
5751;Mannen;Werknemer;01 Pedagogische beroepen;Meestal thuiswerken;2024;6
5752;Mannen;Werknemer;01 Pedagogische beroepen;Soms thuiswerken;2021;110
5753;Mannen;Werknemer;01 Pedagogische beroepen;Soms thuiswerken;2022;124
5754;Mannen;Werknemer;01 Pedagogische beroepen;Soms thuiswerken;2023;114
5755;Mannen;Werknemer;01 Pedagogische beroepen;Soms thuiswerken;2024;119
5756;Mannen;Werknemer;01 Pedagogische beroepen;Niet thuiswerken;2021;39
5757;Mannen;Werknemer;01 Pedagogische beroepen;Niet thuiswerken;2022;53
5758;Mannen;Werknemer;01 Pedagogische beroepen;Niet thuiswerken;2023;57
5759;Mannen;Werknemer;01 Pedagogische beroepen;Niet thuiswerken;2024;54
5760;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Totaal;2021;54
5761;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Totaal;2022;56
5762;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Totaal;2023;48
5763;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Totaal;2024;50
5764;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Meestal of soms thuiswerken;2021;42
5765;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Meestal of soms thuiswerken;2022;45
5766;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Meestal of soms thuiswerken;2023;39
5767;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Meestal of soms thuiswerken;2024;38
5768;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Meestal thuiswerken;2021;17
5769;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Meestal thuiswerken;2022;12
5770;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Meestal thuiswerken;2023;10
5771;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Meestal thuiswerken;2024;6
5772;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Soms thuiswerken;2021;25
5773;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Soms thuiswerken;2022;33
5774;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Soms thuiswerken;2023;29
5775;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Soms thuiswerken;2024;32
5776;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Niet thuiswerken;2021;12
5777;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Niet thuiswerken;2022;11
5778;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Niet thuiswerken;2023;10
5779;Mannen;Werknemer;02 Creatieve en taalkundige beroepen;Niet thuiswerken;2024;12
5780;Mannen;Werknemer;03 Commerciële beroepen;Totaal;2021;402
5781;Mannen;Werknemer;03 Commerciële beroepen;Totaal;2022;407
5782;Mannen;Werknemer;03 Commerciële beroepen;Totaal;2023;415
5783;Mannen;Werknemer;03 Commerciële beroepen;Totaal;2024;409
5784;Mannen;Werknemer;03 Commerciële beroepen;Meestal of soms thuiswerken;2021;230
5785;Mannen;Werknemer;03 Commerciële beroepen;Meestal of soms thuiswerken;2022;219
5786;Mannen;Werknemer;03 Commerciële beroepen;Meestal of soms thuiswerken;2023;220
5787;Mannen;Werknemer;03 Commerciële beroepen;Meestal of soms thuiswerken;2024;223
5788;Mannen;Werknemer;03 Commerciële beroepen;Meestal thuiswerken;2021;91
5789;Mannen;Werknemer;03 Commerciële beroepen;Meestal thuiswerken;2022;63
5790;Mannen;Werknemer;03 Commerciële beroepen;Meestal thuiswerken;2023;48
5791;Mannen;Werknemer;03 Commerciële beroepen;Meestal thuiswerken;2024;45
5792;Mannen;Werknemer;03 Commerciële beroepen;Soms thuiswerken;2021;139
5793;Mannen;Werknemer;03 Commerciële beroepen;Soms thuiswerken;2022;156
5794;Mannen;Werknemer;03 Commerciële beroepen;Soms thuiswerken;2023;172
5795;Mannen;Werknemer;03 Commerciële beroepen;Soms thuiswerken;2024;178
5796;Mannen;Werknemer;03 Commerciële beroepen;Niet thuiswerken;2021;172
5797;Mannen;Werknemer;03 Commerciële beroepen;Niet thuiswerken;2022;188
5798;Mannen;Werknemer;03 Commerciële beroepen;Niet thuiswerken;2023;195
5799;Mannen;Werknemer;03 Commerciële beroepen;Niet thuiswerken;2024;186
5800;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Totaal;2021;683
5801;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Totaal;2022;700
5802;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Totaal;2023;700
5803;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Totaal;2024;686
5804;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Meestal of soms thuiswerken;2021;498
5805;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Meestal of soms thuiswerken;2022;489
5806;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Meestal of soms thuiswerken;2023;477
5807;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Meestal of soms thuiswerken;2024;457
5808;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Meestal thuiswerken;2021;222
5809;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Meestal thuiswerken;2022;160
5810;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Meestal thuiswerken;2023;133
5811;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Meestal thuiswerken;2024;108
5812;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Soms thuiswerken;2021;277
5813;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Soms thuiswerken;2022;329
5814;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Soms thuiswerken;2023;344
5815;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Soms thuiswerken;2024;349
5816;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Niet thuiswerken;2021;185
5817;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Niet thuiswerken;2022;211
5818;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Niet thuiswerken;2023;223
5819;Mannen;Werknemer;04 Bedrijfseconomische en administrat...;Niet thuiswerken;2024;229
5820;Mannen;Werknemer;05 Managers;Totaal;2021;241
5821;Mannen;Werknemer;05 Managers;Totaal;2022;261
5822;Mannen;Werknemer;05 Managers;Totaal;2023;276
5823;Mannen;Werknemer;05 Managers;Totaal;2024;301
5824;Mannen;Werknemer;05 Managers;Meestal of soms thuiswerken;2021;201
5825;Mannen;Werknemer;05 Managers;Meestal of soms thuiswerken;2022;214
5826;Mannen;Werknemer;05 Managers;Meestal of soms thuiswerken;2023;224
5827;Mannen;Werknemer;05 Managers;Meestal of soms thuiswerken;2024;234
5828;Mannen;Werknemer;05 Managers;Meestal thuiswerken;2021;47
5829;Mannen;Werknemer;05 Managers;Meestal thuiswerken;2022;33
5830;Mannen;Werknemer;05 Managers;Meestal thuiswerken;2023;26
5831;Mannen;Werknemer;05 Managers;Meestal thuiswerken;2024;29
5832;Mannen;Werknemer;05 Managers;Soms thuiswerken;2021;154
5833;Mannen;Werknemer;05 Managers;Soms thuiswerken;2022;181
5834;Mannen;Werknemer;05 Managers;Soms thuiswerken;2023;199
5835;Mannen;Werknemer;05 Managers;Soms thuiswerken;2024;205
5836;Mannen;Werknemer;05 Managers;Niet thuiswerken;2021;41
5837;Mannen;Werknemer;05 Managers;Niet thuiswerken;2022;47
5838;Mannen;Werknemer;05 Managers;Niet thuiswerken;2023;52
5839;Mannen;Werknemer;05 Managers;Niet thuiswerken;2024;67
5840;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Totaal;2021;173
5841;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Totaal;2022;170
5842;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Totaal;2023;170
5843;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Totaal;2024;170
5844;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Meestal of soms thuiswerken;2021;105
5845;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Meestal of soms thuiswerken;2022;103
5846;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Meestal of soms thuiswerken;2023;103
5847;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Meestal of soms thuiswerken;2024;104
5848;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Meestal thuiswerken;2021;34
5849;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Meestal thuiswerken;2022;28
5850;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Meestal thuiswerken;2023;19
5851;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Meestal thuiswerken;2024;22
5852;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Soms thuiswerken;2021;70
5853;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Soms thuiswerken;2022;75
5854;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Soms thuiswerken;2023;83
5855;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Soms thuiswerken;2024;83
5856;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Niet thuiswerken;2021;68
5857;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Niet thuiswerken;2022;67
5858;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Niet thuiswerken;2023;68
5859;Mannen;Werknemer;06 Openbaar bestuur, veiligheid en ju...;Niet thuiswerken;2024;66
5860;Mannen;Werknemer;07 Technische beroepen;Totaal;2021;844
5861;Mannen;Werknemer;07 Technische beroepen;Totaal;2022;861
5862;Mannen;Werknemer;07 Technische beroepen;Totaal;2023;882
5863;Mannen;Werknemer;07 Technische beroepen;Totaal;2024;901
5864;Mannen;Werknemer;07 Technische beroepen;Meestal of soms thuiswerken;2021;275
5865;Mannen;Werknemer;07 Technische beroepen;Meestal of soms thuiswerken;2022;290
5866;Mannen;Werknemer;07 Technische beroepen;Meestal of soms thuiswerken;2023;275
5867;Mannen;Werknemer;07 Technische beroepen;Meestal of soms thuiswerken;2024;295
5868;Mannen;Werknemer;07 Technische beroepen;Meestal thuiswerken;2021;78
5869;Mannen;Werknemer;07 Technische beroepen;Meestal thuiswerken;2022;54
5870;Mannen;Werknemer;07 Technische beroepen;Meestal thuiswerken;2023;38
5871;Mannen;Werknemer;07 Technische beroepen;Meestal thuiswerken;2024;40
5872;Mannen;Werknemer;07 Technische beroepen;Soms thuiswerken;2021;197
5873;Mannen;Werknemer;07 Technische beroepen;Soms thuiswerken;2022;237
5874;Mannen;Werknemer;07 Technische beroepen;Soms thuiswerken;2023;236
5875;Mannen;Werknemer;07 Technische beroepen;Soms thuiswerken;2024;255
5876;Mannen;Werknemer;07 Technische beroepen;Niet thuiswerken;2021;569
5877;Mannen;Werknemer;07 Technische beroepen;Niet thuiswerken;2022;571
5878;Mannen;Werknemer;07 Technische beroepen;Niet thuiswerken;2023;607
5879;Mannen;Werknemer;07 Technische beroepen;Niet thuiswerken;2024;606
5880;Mannen;Werknemer;08 ICT beroepen;Totaal;2021;366
5881;Mannen;Werknemer;08 ICT beroepen;Totaal;2022;371
5882;Mannen;Werknemer;08 ICT beroepen;Totaal;2023;361
5883;Mannen;Werknemer;08 ICT beroepen;Totaal;2024;379
5884;Mannen;Werknemer;08 ICT beroepen;Meestal of soms thuiswerken;2021;336
5885;Mannen;Werknemer;08 ICT beroepen;Meestal of soms thuiswerken;2022;340
5886;Mannen;Werknemer;08 ICT beroepen;Meestal of soms thuiswerken;2023;327
5887;Mannen;Werknemer;08 ICT beroepen;Meestal of soms thuiswerken;2024;345
5888;Mannen;Werknemer;08 ICT beroepen;Meestal thuiswerken;2021;185
5889;Mannen;Werknemer;08 ICT beroepen;Meestal thuiswerken;2022;161
5890;Mannen;Werknemer;08 ICT beroepen;Meestal thuiswerken;2023;135
5891;Mannen;Werknemer;08 ICT beroepen;Meestal thuiswerken;2024;142
5892;Mannen;Werknemer;08 ICT beroepen;Soms thuiswerken;2021;151
5893;Mannen;Werknemer;08 ICT beroepen;Soms thuiswerken;2022;179
5894;Mannen;Werknemer;08 ICT beroepen;Soms thuiswerken;2023;192
5895;Mannen;Werknemer;08 ICT beroepen;Soms thuiswerken;2024;203
5896;Mannen;Werknemer;08 ICT beroepen;Niet thuiswerken;2021;30
5897;Mannen;Werknemer;08 ICT beroepen;Niet thuiswerken;2022;31
5898;Mannen;Werknemer;08 ICT beroepen;Niet thuiswerken;2023;34
5899;Mannen;Werknemer;08 ICT beroepen;Niet thuiswerken;2024;34
5900;Mannen;Werknemer;09 Agrarische beroepen;Totaal;2021;73
5901;Mannen;Werknemer;09 Agrarische beroepen;Totaal;2022;69
5902;Mannen;Werknemer;09 Agrarische beroepen;Totaal;2023;69
5903;Mannen;Werknemer;09 Agrarische beroepen;Totaal;2024;66
5904;Mannen;Werknemer;09 Agrarische beroepen;Meestal of soms thuiswerken;2021;9
5905;Mannen;Werknemer;09 Agrarische beroepen;Meestal of soms thuiswerken;2022;9
5906;Mannen;Werknemer;09 Agrarische beroepen;Meestal of soms thuiswerken;2023;8
5907;Mannen;Werknemer;09 Agrarische beroepen;Meestal of soms thuiswerken;2024;10
5908;Mannen;Werknemer;09 Agrarische beroepen;Meestal thuiswerken;2021;2
5909;Mannen;Werknemer;09 Agrarische beroepen;Meestal thuiswerken;2022;4
5910;Mannen;Werknemer;09 Agrarische beroepen;Meestal thuiswerken;2023;2
5911;Mannen;Werknemer;09 Agrarische beroepen;Meestal thuiswerken;2024;2
5912;Mannen;Werknemer;09 Agrarische beroepen;Soms thuiswerken;2021;6
5913;Mannen;Werknemer;09 Agrarische beroepen;Soms thuiswerken;2022;5
5914;Mannen;Werknemer;09 Agrarische beroepen;Soms thuiswerken;2023;6
5915;Mannen;Werknemer;09 Agrarische beroepen;Soms thuiswerken;2024;8
5916;Mannen;Werknemer;09 Agrarische beroepen;Niet thuiswerken;2021;65
5917;Mannen;Werknemer;09 Agrarische beroepen;Niet thuiswerken;2022;60
5918;Mannen;Werknemer;09 Agrarische beroepen;Niet thuiswerken;2023;61
5919;Mannen;Werknemer;09 Agrarische beroepen;Niet thuiswerken;2024;57
5920;Mannen;Werknemer;10 Zorg en welzijn beroepen;Totaal;2021;210
5921;Mannen;Werknemer;10 Zorg en welzijn beroepen;Totaal;2022;214
5922;Mannen;Werknemer;10 Zorg en welzijn beroepen;Totaal;2023;238
5923;Mannen;Werknemer;10 Zorg en welzijn beroepen;Totaal;2024;229
5924;Mannen;Werknemer;10 Zorg en welzijn beroepen;Meestal of soms thuiswerken;2021;104
5925;Mannen;Werknemer;10 Zorg en welzijn beroepen;Meestal of soms thuiswerken;2022;103
5926;Mannen;Werknemer;10 Zorg en welzijn beroepen;Meestal of soms thuiswerken;2023;111
5927;Mannen;Werknemer;10 Zorg en welzijn beroepen;Meestal of soms thuiswerken;2024;107
5928;Mannen;Werknemer;10 Zorg en welzijn beroepen;Meestal thuiswerken;2021;25
5929;Mannen;Werknemer;10 Zorg en welzijn beroepen;Meestal thuiswerken;2022;12
5930;Mannen;Werknemer;10 Zorg en welzijn beroepen;Meestal thuiswerken;2023;15
5931;Mannen;Werknemer;10 Zorg en welzijn beroepen;Meestal thuiswerken;2024;13
5932;Mannen;Werknemer;10 Zorg en welzijn beroepen;Soms thuiswerken;2021;79
5933;Mannen;Werknemer;10 Zorg en welzijn beroepen;Soms thuiswerken;2022;92
5934;Mannen;Werknemer;10 Zorg en welzijn beroepen;Soms thuiswerken;2023;96
5935;Mannen;Werknemer;10 Zorg en welzijn beroepen;Soms thuiswerken;2024;94
5936;Mannen;Werknemer;10 Zorg en welzijn beroepen;Niet thuiswerken;2021;106
5937;Mannen;Werknemer;10 Zorg en welzijn beroepen;Niet thuiswerken;2022;111
5938;Mannen;Werknemer;10 Zorg en welzijn beroepen;Niet thuiswerken;2023;128
5939;Mannen;Werknemer;10 Zorg en welzijn beroepen;Niet thuiswerken;2024;121
5940;Mannen;Werknemer;11 Dienstverlenende beroepen;Totaal;2021;204
5941;Mannen;Werknemer;11 Dienstverlenende beroepen;Totaal;2022;238
5942;Mannen;Werknemer;11 Dienstverlenende beroepen;Totaal;2023;243
5943;Mannen;Werknemer;11 Dienstverlenende beroepen;Totaal;2024;264
5944;Mannen;Werknemer;11 Dienstverlenende beroepen;Meestal of soms thuiswerken;2021;22
5945;Mannen;Werknemer;11 Dienstverlenende beroepen;Meestal of soms thuiswerken;2022;20
5946;Mannen;Werknemer;11 Dienstverlenende beroepen;Meestal of soms thuiswerken;2023;21
