ID;Sex;PersonalCharacteristics;SIC2008;Periods;EmployedLabourForce_1
6968;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2014 2nd quarter;5
6969;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2014 3rd quarter;5
6970;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2014 4th quarter;3
6971;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2014;5
6972;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2015 1st quarter;4
6973;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2015 2nd quarter;4
6974;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2015 3rd quarter;5
6975;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2015 4th quarter;3
6976;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2015;4
6977;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2016 1st quarter;4
6978;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2016 2nd quarter;4
6979;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2016 3rd quarter;2
6980;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2016 4th quarter;3
6981;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2016;3
6982;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2017 1st quarter;3
6983;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2017 2nd quarter;3
6984;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2017 3rd quarter;2
6985;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2017 4th quarter;2
6986;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2017;2
6987;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2018 1st quarter;3
6988;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2018 2nd quarter;3
6989;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2018 3rd quarter;3
6990;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2018 4th quarter;5
6991;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2018;4
6992;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2019 1st quarter;4
6993;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2019 2nd quarter;3
6994;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2019 3rd quarter;3
6995;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2019 4th quarter;3
6996;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2019;3
6997;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2020 1st quarter;3
6998;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2020 2nd quarter;4
6999;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2020 3rd quarter;4
7000;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2020 4th quarter;4
7001;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2020;4
7002;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2021 1st quarter;4
7003;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2021 2nd quarter;5
7004;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2021 3rd quarter;3
7005;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2021 4th quarter;4
7006;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2021;4
7007;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2022 1st quarter;5
7008;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2003 1st quarter;0
7009;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2003 2nd quarter;1
7010;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2003 3rd quarter;1
7011;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2003 4th quarter;1
7012;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2003;1
7013;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2004 1st quarter;1
7014;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2004 2nd quarter;1
7015;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2004 3rd quarter;1
7016;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2004 4th quarter;0
7017;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2004;1
7018;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2005 1st quarter;0
7019;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2005 2nd quarter;1
7020;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2005 3rd quarter;1
7021;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2005 4th quarter;1
7022;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2005;1
7023;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2006 1st quarter;1
7024;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2006 2nd quarter;1
7025;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2006 3rd quarter;1
7026;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2006 4th quarter;1
7027;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2006;1
7028;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2007 1st quarter;1
7029;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2007 2nd quarter;1
7030;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2007 3rd quarter;2
7031;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2007 4th quarter;1
7032;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2007;1
7033;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2008 1st quarter;1
7034;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2008 2nd quarter;0
7035;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2008 3rd quarter;1
7036;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2008 4th quarter;0
7037;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2008;0
7038;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2009 1st quarter;0
7039;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2009 2nd quarter;0
7040;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2009 3rd quarter;0
7041;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2009 4th quarter;1
7042;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2009;0
7043;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2010 1st quarter;1
7044;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2010 2nd quarter;1
7045;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2010 3rd quarter;1
7046;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2010 4th quarter;0
7047;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2010;1
7048;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2011 1st quarter;0
7049;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2011 2nd quarter;1
7050;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2011 3rd quarter;1
7051;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2011 4th quarter;1
7052;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2011;1
7053;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2012 1st quarter;1
7054;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2012 2nd quarter;1
7055;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2012 3rd quarter;1
7056;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2012 4th quarter;1
7057;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2012;1
7058;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2013 1st quarter;1
7059;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2013 2nd quarter;1
7060;Total male and female;Working hours: less than 12 hours a week;26 Manufacture of electronic products;2013 3rd quarter;0
