ID;SIC93;Periods;Production_1;AverageDailyProduction_2;ProductionSeasonallyAdjusted_3;DevelopmentProduction_4;DevelopmentAverageDailyProduction_5;DevelopmentSeasonallyAdjusted_6;ShortTermDevelopmentAverageDaily_7;ShortTermDevelopmentSeasonallyAdj_8;TotalTurnover_9;DomesticSales_10;InternationalSales_11;TotalOrders_12;DomesticOrders_13;ForeignOrders_14
5139;DH: Manuf. of  rubber and plastic prod.;2003 May;101.0;99.8;;-8.5;-8.0;;;;107.7;98.7;116.4;;;
5140;DH: Manuf. of  rubber and plastic prod.;2003 June;101.2;104.9;;-6.5;-5.6;;;;106.9;99.2;114.4;;;
5141;DH: Manuf. of  rubber and plastic prod.;2003 2nd quarter;102.1;102.4;99.0;-5.1;-5.0;0.0;;;109.0;100.5;117.3;;;
5142;DH: Manuf. of  rubber and plastic prod.;2003 July;97.6;94.1;;-2.6;-3.3;;;;104.0;86.9;120.6;;;
5143;DH: Manuf. of  rubber and plastic prod.;2003 August;84.3;88.3;;-8.8;-4.3;;;;90.1;79.1;100.7;;;
5144;DH: Manuf. of  rubber and plastic prod.;2003 September;108.1;106.5;;1.6;-1.7;;;;115.4;102.5;128.0;;;
5145;DH: Manuf. of  rubber and plastic prod.;2003 3rd quarter;96.7;96.3;99.7;-3.0;-3.0;0.7;;;103.2;89.5;116.4;;;
5146;DH: Manuf. of  rubber and plastic prod.;2003 October;111.9;108.9;;-4.4;-4.6;;;;120.1;103.5;136.1;;;
5147;DH: Manuf. of  rubber and plastic prod.;2003 November;99.4;103.5;;-6.0;-2.4;;;;104.8;91.1;118.1;;;
5148;DH: Manuf. of  rubber and plastic prod.;2003 December;83.0;81.3;;5.2;-0.6;;;;89.2;77.3;100.7;;;
5149;DH: Manuf. of  rubber and plastic prod.;2003 4th quarter;98.1;97.9;98.9;-2.5;-2.7;-0.8;;;104.7;90.6;118.3;;;
5150;DH: Manuf. of  rubber and plastic prod.;2003;99.1;99.1;99.1;-3.6;-3.6;-3.6;;;106.2;93.3;118.7;;;
5151;DH: Manuf. of  rubber and plastic prod.;2004 January;97.3;98.8;;-1.3;2.6;;;;103.1;84.3;121.4;;;
5152;DH: Manuf. of  rubber and plastic prod.;2004 February;95.1;98.2;;-1.8;1.5;;;;102.1;86.8;117.0;;;
5153;DH: Manuf. of  rubber and plastic prod.;2004 March;110.3;106.8;;6.1;-0.2;;;;119.7;103.7;135.2;;;
5154;DH: Manuf. of  rubber and plastic prod.;2004 1st quarter;100.9;101.3;100.6;1.1;1.2;1.7;;;108.3;91.6;124.5;;;
5155;DH: Manuf. of  rubber and plastic prod.;2004 April;103.1;103.7;;-0.9;1.2;;;;111.8;95.8;127.3;;;
5156;DH: Manuf. of  rubber and plastic prod.;2004 May;99.2;104.4;;-1.7;4.6;;;;104.8;90.1;119.1;;;
5157;DH: Manuf. of  rubber and plastic prod.;2004 June;114.5;110.8;;13.1;5.7;;;;120.6;104.3;136.5;;;
5158;DH: Manuf. of  rubber and plastic prod.;2004 2nd quarter;105.6;106.3;102.8;3.5;3.8;2.2;;;112.4;96.7;127.6;;;
5159;DH: Manuf. of  rubber and plastic prod.;2004 July;100.1;99.0;;2.6;5.2;;;;107.5;84.4;130.0;;;
5160;DH: Manuf. of  rubber and plastic prod.;2004 August;87.0;89.8;;3.2;1.7;;;;93.4;75.1;111.1;;;
5161;DH: Manuf. of  rubber and plastic prod.;2004 September;111.0;110.1;;2.7;3.4;;;;119.9;103.6;135.8;;;
5162;DH: Manuf. of  rubber and plastic prod.;2004 3rd quarter;99.4;99.6;103.1;2.8;3.5;0.3;;;106.9;87.7;125.6;;;
5163;DH: Manuf. of  rubber and plastic prod.;2004 October;108.4;112.0;;-3.1;2.9;;;;119.3;103.6;134.6;;;
5164;DH: Manuf. of  rubber and plastic prod.;2004 November;110.4;109.4;;11.1;5.7;;;;120.7;105.0;136.0;;;
5165;DH: Manuf. of  rubber and plastic prod.;2004 December;89.4;82.9;;7.7;2.0;;;;99.1;87.5;110.3;;;
5166;DH: Manuf. of  rubber and plastic prod.;2004 4th quarter;102.7;101.4;102.2;4.7;3.6;-0.8;;;113.0;98.7;127.0;;;
5167;DH: Manuf. of  rubber and plastic prod.;2004;102.2;102.2;102.2;3.0;3.0;3.0;;;110.2;93.7;126.2;;;
5168;DH: Manuf. of  rubber and plastic prod.;2005 January;100.9;103.1;;3.7;4.4;;;;109.9;90.6;128.6;;;
5169;DH: Manuf. of  rubber and plastic prod.;2005 February;99.2;99.4;;4.3;1.3;;;;109.5;94.6;124.1;;;
5170;DH: Manuf. of  rubber and plastic prod.;2005 March;109.3;109.1;;-0.9;2.1;;;;121.9;105.3;138.0;;;
5171;DH: Manuf. of  rubber and plastic prod.;2005 1st quarter;103.1;103.9;103.7;2.2;2.6;1.4;;;113.8;96.8;130.2;;;
5172;DH: Manuf. of  rubber and plastic prod.;2005 April;110.5;107.2;;7.2;3.4;;;;124.0;107.9;139.7;;;
5173;DH: Manuf. of  rubber and plastic prod.;2005 May;106.1;109.2;;6.9;4.5;;;;116.0;100.6;131.0;;;
5174;DH: Manuf. of  rubber and plastic prod.;2005 June;117.0;114.1;;2.3;3.0;;;;127.5;112.8;141.8;;;
5175;DH: Manuf. of  rubber and plastic prod.;2005 2nd quarter;111.2;110.2;106.5;5.3;3.6;2.7;;;122.5;107.1;137.5;;;
5176;DH: Manuf. of  rubber and plastic prod.;2005 July;102.4;105.8;;2.2;6.8;;;;111.2;89.2;132.5;;;
5177;DH: Manuf. of  rubber and plastic prod.;2005 August;93.5;91.0;;7.4;1.4;;;;102.4;81.8;122.5;;;
5178;DH: Manuf. of  rubber and plastic prod.;2005 September;117.6;116.3;;5.9;5.6;;;;128.1;109.4;146.3;;;
5179;DH: Manuf. of  rubber and plastic prod.;2005 3rd quarter;104.5;104.4;107.4;5.1;4.7;0.9;;;113.9;93.5;133.8;;;
5180;DH: Manuf. of  rubber and plastic prod.;2005 October;112.1;116.3;;3.4;3.8;;;;124.0;106.1;141.3;;;
5181;DH: Manuf. of  rubber and plastic prod.;2005 November;117.6;115.6;;6.5;5.7;;;;130.1;112.5;147.2;;;
5182;DH: Manuf. of  rubber and plastic prod.;2005 December;92.4;91.5;;3.4;10.5;;;;102.6;91.1;113.9;;;
5183;DH: Manuf. of  rubber and plastic prod.;2005 4th quarter;107.4;107.8;108.6;4.5;6.3;1.1;;;118.9;103.2;134.1;;;
5184;DH: Manuf. of  rubber and plastic prod.;2005;106.6;106.6;106.6;4.3;4.3;4.3;;;117.3;100.2;133.9;;;
5185;DH: Manuf. of  rubber and plastic prod.;2006 January;107.2;106.8;;6.3;3.6;;;;117.9;97.0;138.1;;;
5186;DH: Manuf. of  rubber and plastic prod.;2006 February;104.4;104.3;;5.2;4.9;;;;115.3;98.5;131.6;;;
5187;DH: Manuf. of  rubber and plastic prod.;2006 March;118.9;115.1;;8.7;5.6;;;;134.1;115.8;151.8;;;
5188;DH: Manuf. of  rubber and plastic prod.;2006 1st quarter;110.2;108.8;108.6;6.8;4.7;0.0;;;122.4;103.8;140.5;;;
5189;DH: Manuf. of  rubber and plastic prod.;2006 April;105.9;108.8;;-4.2;1.5;;;;119.2;102.9;135.0;;;
5190;DH: Manuf. of  rubber and plastic prod.;2006 May;117.4;113.2;;10.7;3.7;;;;129.8;114.5;144.7;;;
5191;DH: Manuf. of  rubber and plastic prod.;2006 June;120.8;120.6;;3.2;5.7;;;;132.8;114.6;150.6;;;
5192;DH: Manuf. of  rubber and plastic prod.;2006 2nd quarter;114.7;114.2;110.7;3.1;3.7;1.9;;;127.3;110.7;143.4;;;
5193;DH: Manuf. of  rubber and plastic prod.;2006 July;102.5;106.3;;0.1;0.5;;;;114.1;90.6;136.9;;;
5194;DH: Manuf. of  rubber and plastic prod.;2006 August;100.3;97.5;;7.2;7.1;;;;110.3;87.7;132.3;;;
5195;DH: Manuf. of  rubber and plastic prod.;2006 September;118.3;118.7;;0.6;2.1;;;;129.7;109.3;149.5;;;
5196;DH: Manuf. of  rubber and plastic prod.;2006 3rd quarter;107.0;107.5;110.5;2.4;3.0;-0.2;;;118.0;95.9;139.6;;;
5197;DH: Manuf. of  rubber and plastic prod.;2006 October;120.8;122.3;;7.7;5.2;;;;135.7;115.9;155.0;;;
5198;DH: Manuf. of  rubber and plastic prod.;2006 November;123.9;121.9;;5.4;5.4;;;;138.4;120.1;156.2;;;
5199;DH: Manuf. of  rubber and plastic prod.;2006 December;93.5;98.1;;1.1;7.2;;;;102.5;89.3;115.3;;;
5200;DH: Manuf. of  rubber and plastic prod.;2006 4th quarter;112.7;114.1;114.8;5.0;5.8;3.9;;;125.5;108.4;142.2;;;
5201;DH: Manuf. of  rubber and plastic prod.;2006;111.1;111.1;111.1;4.3;4.3;4.3;;;123.3;104.7;141.4;;;
5202;DH: Manuf. of  rubber and plastic prod.;2007 January;115.4;113.2;;7.6;6.0;;;;127.0;105.6;147.7;;;
5203;DH: Manuf. of  rubber and plastic prod.;2007 February;108.0;107.8;;3.5;3.3;;;;122.6;105.3;139.5;;;
5204;DH: Manuf. of  rubber and plastic prod.;2007 March;120.5;119.8;;1.4;4.0;;;;138.1;118.7;156.8;;;
5205;DH: Manuf. of  rubber and plastic prod.;2007 1st quarter;114.6;113.6;112.8;4.1;4.4;-1.7;;;129.2;109.9;148.0;;;
5206;DH: Manuf. of  rubber and plastic prod.;2007 April;110.0;113.4;;3.9;4.2;;;;126.6;110.4;142.4;;;
5207;DH: Manuf. of  rubber and plastic prod.;2007 May;117.7;115.9;;0.2;2.4;;;;133.9;119.0;148.3;;;
5208;DH: Manuf. of  rubber and plastic prod.;2007 June;122.2;121.3;;1.2;0.5;;;;137.6;119.4;155.3;;;
5209;DH: Manuf. of  rubber and plastic prod.;2007 2nd quarter;116.6;116.9;113.1;1.7;2.3;0.2;;;132.7;116.3;148.7;;;
5210;DH: Manuf. of  rubber and plastic prod.;2007 July;110.5;111.8;;7.8;5.1;;;;124.4;99.6;148.4;;;
5211;DH: Manuf. of  rubber and plastic prod.;2007 August;104.2;100.8;;4.0;3.4;;;;119.5;100.7;137.8;;;
5212;DH: Manuf. of  rubber and plastic prod.;2007 September;115.0;119.1;;-2.8;0.3;;;;130.5;114.7;145.8;;;
5213;DH: Manuf. of  rubber and plastic prod.;2007 3rd quarter;109.9;110.6;114.5;2.7;2.8;1.3;;;124.8;105.0;144.0;;;
5214;DH: Manuf. of  rubber and plastic prod.;2007 October;123.9;120.9;;2.6;-1.1;;;;144.5;124.2;164.2;;;
5215;DH: Manuf. of  rubber and plastic prod.;2007 November;119.9;118.0;;-3.3;-3.1;;;;139.6;123.0;155.6;;;
5216;DH: Manuf. of  rubber and plastic prod.;2007 December;87.4;92.7;;-6.4;-5.5;;;;100.6;88.0;112.9;;;
5217;DH: Manuf. of  rubber and plastic prod.;2007 4th quarter;110.4;110.6;111.2;-2.0;-3.1;-2.9;;;128.2;111.7;144.2;;;
5218;DH: Manuf. of  rubber and plastic prod.;2007;112.9;112.9;112.9;1.6;1.6;1.6;;;128.7;110.7;146.2;;;
5219;DH: Manuf. of  rubber and plastic prod.;2008 January;116.4;114.4;;0.9;1.0;;;;126.4;108.7;143.6;;;
5220;DH: Manuf. of  rubber and plastic prod.;2008 February;112.6;111.3;;4.3;3.3;;;;129.6;112.3;146.4;;;
5221;DH: Manuf. of  rubber and plastic prod.;2008 March;111.2;117.2;;-7.7;-2.2;;;;129.4;112.3;146.0;;;
5222;DH: Manuf. of  rubber and plastic prod.;2008 1st quarter;113.4;114.3;113.0;-1.1;0.6;1.6;;;128.5;111.1;145.3;;;
5223;DH: Manuf. of  rubber and plastic prod.;2008 April;115.4;111.7;;4.9;-1.5;;;;134.6;117.5;151.2;;;
5224;DH: Manuf. of  rubber and plastic prod.;2008 May;111.9;113.0;;-4.9;-2.5;;;;127.6;111.8;143.0;;;
5225;DH: Manuf. of  rubber and plastic prod.;2008 June;116.6;117.6;;-4.6;-3.0;;;;132.8;117.2;148.0;;;
5226;DH: Manuf. of  rubber and plastic prod.;2008 2nd quarter;114.6;114.1;109.9;-1.7;-2.3;-2.7;;;131.7;115.5;147.4;;;
5227;DH: Manuf. of  rubber and plastic prod.;2008 July;102.7;99.9;;-7.0;-10.7;;;;120.3;96.8;143.2;;;
5228;DH: Manuf. of  rubber and plastic prod.;2008 August;93.7;96.7;;-10.1;-4.1;;;;110.9;93.0;128.3;;;
5229;DH: Manuf. of  rubber and plastic prod.;2008 September;116.9;115.7;;1.6;-2.9;;;;136.4;120.3;152.0;;;
5230;DH: Manuf. of  rubber and plastic prod.;2008 3rd quarter;104.4;104.1;107.2;-5.0;-5.9;-2.5;;;122.5;103.4;141.2;;;
5231;DH: Manuf. of  rubber and plastic prod.;2008 October;119.0;115.7;;-3.9;-4.3;;;;142.1;125.6;158.1;;;
5232;DH: Manuf. of  rubber and plastic prod.;2008 November;98.9;103.2;;-17.5;-12.6;;;;115.6;109.7;121.4;;;
5233;DH: Manuf. of  rubber and plastic prod.;2008 December;78.1;76.9;;-10.7;-17.1;;;;88.8;84.5;92.9;;;
5234;DH: Manuf. of  rubber and plastic prod.;2008 4th quarter;98.7;98.6;101.1;-10.6;-10.8;-5.7;;;115.5;106.6;124.1;;;
5235;DH: Manuf. of  rubber and plastic prod.;2008;107.8;107.8;107.8;-4.5;-4.5;-4.5;;;124.5;109.1;139.5;;;
5236;2700b Manufacture of metals (total);1995 January;73.9;73.5;78.4;;;;;;63.8;63.8;63.8;73.4;77.1;70.8
5237;2700b Manufacture of metals (total);1995 February;72.4;72.5;75.9;;;-3.1;;;63.6;65.5;62.2;62.6;64.1;61.5
5238;2700b Manufacture of metals (total);1995 March;80.5;78.5;74.0;;;-2.5;;;76.4;77.4;75.7;78.5;76.9;79.6
5239;2700b Manufacture of metals (total);1995 1st quarter;75.6;74.8;76.1;;;;;;67.9;68.9;67.2;71.5;72.7;70.6
5240;2700b Manufacture of metals (total);1995 April;71.9;73.4;74.3;;;0.4;;;64.2;65.6;63.2;67.9;65.3;69.7
5241;2700b Manufacture of metals (total);1995 May;80.2;77.6;76.6;;;3.1;;;73.2;72.8;73.6;63.9;69.4;60.1
5242;2700b Manufacture of metals (total);1995 June;80.0;79.9;76.3;;;-0.4;;;75.0;76.5;73.9;73.0;78.7;69.1
5243;2700b Manufacture of metals (total);1995 2nd quarter;77.3;77.0;75.7;;;-0.5;;;70.8;71.6;70.2;68.3;71.1;66.3
5244;2700b Manufacture of metals (total);1995 July;68.1;72.2;77.7;;;1.8;;;62.3;64.7;60.5;64.0;66.1;62.5
5245;2700b Manufacture of metals (total);1995 August;73.3;70.4;78.0;;;0.4;;;63.0;62.6;63.2;65.7;64.6;66.5
5246;2700b Manufacture of metals (total);1995 September;82.2;83.0;78.9;;;1.1;;;75.7;75.6;75.8;80.6;91.8;72.8
5247;2700b Manufacture of metals (total);1995 3rd quarter;74.6;75.2;78.2;;;3.2;;;67.0;67.6;66.5;70.1;74.2;67.3
5248;2700b Manufacture of metals (total);1995 October;86.4;87.1;80.0;;;1.4;;;76.5;78.7;74.9;70.4;73.1;68.6
5249;2700b Manufacture of metals (total);1995 November;86.2;84.7;79.8;;;-0.2;;;79.9;81.7;78.6;78.3;82.6;75.4
5250;2700b Manufacture of metals (total);1995 December;72.6;74.9;77.9;;;-2.4;;;81.6;76.5;85.2;77.6;81.5;75.0
5251;2700b Manufacture of metals (total);1995 4th quarter;81.7;82.2;79.2;;;1.3;;;79.3;79.0;79.6;75.4;79.1;73.0
5252;2700b Manufacture of metals (total);1995;77.3;77.3;77.3;;;;;;71.3;71.8;70.9;71.3;74.3;69.3
5253;2700b Manufacture of metals (total);1996 January;75.7;74.3;79.5;2.4;1.1;2.0;;;67.7;68.6;67.0;70.0;74.0;67.3
5254;2700b Manufacture of metals (total);1996 February;76.8;76.1;79.2;6.1;4.9;-0.3;;;66.9;66.7;67.1;63.3;66.1;61.3
5255;2700b Manufacture of metals (total);1996 March;81.0;82.7;77.7;0.6;5.4;-1.9;;;76.7;78.0;75.8;67.4;70.6;65.2
5256;2700b Manufacture of metals (total);1996 1st quarter;77.9;77.7;78.8;2.9;3.8;-0.5;;;70.4;71.1;70.0;66.9;70.2;64.6
5257;2700b Manufacture of metals (total);1996 April;76.2;77.2;78.1;6.0;5.1;0.5;;;70.7;74.8;67.7;62.8;69.0;58.5
5258;2700b Manufacture of metals (total);1996 May;81.0;79.5;78.4;1.1;2.4;0.4;;;75.4;78.0;73.4;74.8;76.6;73.5
5259;2700b Manufacture of metals (total);1996 June;80.8;82.3;78.7;1.0;3.0;0.4;;;76.9;78.9;75.4;70.8;73.8;68.7
5260;2700b Manufacture of metals (total);1996 2nd quarter;79.3;79.6;78.4;2.6;3.5;-0.5;;;74.3;77.2;72.2;69.5;73.1;66.9
5261;2700b Manufacture of metals (total);1996 July;72.7;73.5;79.1;6.8;1.8;0.5;;;68.0;72.1;65.1;65.9;71.1;62.3
5262;2700b Manufacture of metals (total);1996 August;72.6;70.9;78.7;-1.0;0.6;-0.4;;;62.7;63.5;62.1;58.8;61.5;56.9
5263;2700b Manufacture of metals (total);1996 September;84.0;84.7;80.3;2.2;2.0;2.0;;;79.5;82.5;77.3;68.9;80.8;60.7
5264;2700b Manufacture of metals (total);1996 3rd quarter;76.4;76.4;79.4;2.5;1.5;1.2;;;70.1;72.7;68.2;64.5;71.1;60.0
5265;2700b Manufacture of metals (total);1996 October;89.7;87.0;80.0;3.8;-0.1;-0.4;;;83.6;91.1;78.1;75.9;86.7;68.5
5266;2700b Manufacture of metals (total);1996 November;84.5;85.3;80.4;-2.0;0.7;0.5;;;80.8;85.1;77.7;76.5;92.1;65.7
5267;2700b Manufacture of metals (total);1996 December;72.1;73.9;77.1;-0.6;-1.3;-4.0;;;79.3;82.3;77.1;69.4;68.6;70.0
5268;2700b Manufacture of metals (total);1996 4th quarter;82.1;82.1;79.2;0.5;-0.2;-0.3;;;81.2;86.2;77.6;73.9;82.5;68.1
5269;2700b Manufacture of metals (total);1996;78.9;78.9;78.9;2.1;2.1;2.1;;;74.0;76.8;72.0;68.7;74.2;64.9
5270;2700b Manufacture of metals (total);1997 January;75.4;74.1;79.5;-0.4;-0.2;3.1;;;67.0;70.5;64.5;78.4;80.7;76.8
5271;2700b Manufacture of metals (total);1997 February;77.1;77.1;79.9;0.3;1.4;0.5;;;71.6;72.0;71.3;74.3;74.9;73.8
5272;2700b Manufacture of metals (total);1997 March;80.6;84.5;79.1;-0.5;2.1;-1.0;;;79.1;79.3;78.9;86.8;96.3;80.2
5273;2700b Manufacture of metals (total);1997 1st quarter;77.7;78.6;79.5;-0.2;1.1;0.4;;;72.6;73.9;71.6;79.8;84.0;76.9
5274;2700b Manufacture of metals (total);1997 April;80.0;77.5;78.4;5.0;0.4;-1.0;;;81.2;87.3;76.7;81.7;86.9;78.1
5275;2700b Manufacture of metals (total);1997 May;79.8;80.8;79.7;-1.5;1.7;1.7;;;78.6;81.3;76.7;78.2;80.0;76.9
5276;2700b Manufacture of metals (total);1997 June;84.3;84.8;81.2;4.4;3.0;1.9;;;90.1;90.4;89.9;90.1;90.7;89.7
5277;2700b Manufacture of metals (total);1997 2nd quarter;81.4;81.0;79.7;2.6;1.7;0.3;;;83.3;86.3;81.1;83.3;85.9;81.6
5278;2700b Manufacture of metals (total);1997 July;77.7;75.5;81.2;6.8;2.6;0.0;;;78.6;77.4;79.6;81.0;73.7;86.0
5279;2700b Manufacture of metals (total);1997 August;71.8;74.3;82.9;-1.1;4.8;2.1;;;66.5;62.6;69.3;74.5;67.6;79.2
5280;2700b Manufacture of metals (total);1997 September;90.2;89.1;84.5;7.3;5.1;1.9;;;92.0;92.3;91.8;92.7;98.8;88.5
5281;2700b Manufacture of metals (total);1997 3rd quarter;79.9;79.6;82.9;4.5;4.2;3.9;;;79.0;77.4;80.2;82.7;80.0;84.6
5282;2700b Manufacture of metals (total);1997 October;93.9;91.8;84.6;4.7;5.5;0.1;;;96.8;98.1;95.9;92.5;95.1;90.7
5283;2700b Manufacture of metals (total);1997 November;85.9;88.8;83.7;1.7;4.1;-1.1;;;90.9;89.1;92.2;89.4;83.0;93.8
5284;2700b Manufacture of metals (total);1997 December;78.0;76.5;80.2;8.1;3.5;-4.2;;;99.8;90.7;106.4;90.7;89.1;91.8
5285;2700b Manufacture of metals (total);1997 4th quarter;85.9;85.7;82.8;4.7;4.4;-0.1;;;95.8;92.6;98.2;90.9;89.1;92.1
5286;2700b Manufacture of metals (total);1997;81.2;81.2;81.2;2.9;2.9;2.9;;;82.7;82.6;82.8;84.2;84.7;83.8
5287;2700b Manufacture of metals (total);1998 January;82.5;83.4;89.5;9.4;12.5;11.7;;;77.6;83.7;73.1;82.0;90.1;76.4
5288;2700b Manufacture of metals (total);1998 February;83.1;83.1;85.7;7.8;7.8;-4.3;;;83.4;87.1;80.8;84.6;93.9;78.2
5289;2700b Manufacture of metals (total);1998 March;90.0;90.2;84.2;11.7;6.8;-1.7;;;94.0;96.4;92.2;95.1;96.3;94.2
5290;2700b Manufacture of metals (total);1998 1st quarter;85.2;85.6;86.5;9.7;8.9;4.4;;;85.0;89.1;82.0;87.2;93.4;82.9
5291;2700b Manufacture of metals (total);1998 April;85.2;84.2;85.0;6.5;8.7;0.9;;;90.3;92.6;88.7;85.4;93.5;79.8
5292;2700b Manufacture of metals (total);1998 May;85.2;88.2;86.7;6.7;9.1;2.0;;;84.7;89.5;81.2;80.4;92.8;71.8
5293;2700b Manufacture of metals (total);1998 June;88.2;88.2;84.4;4.6;4.0;-2.6;;;94.9;97.1;93.3;88.5;99.8;80.6
5294;2700b Manufacture of metals (total);1998 2nd quarter;86.2;86.8;85.4;5.9;7.2;-1.3;;;90.0;93.1;87.7;84.8;95.4;77.4
5295;2700b Manufacture of metals (total);1998 July;84.8;80.2;86.2;9.2;6.2;2.1;;;89.0;93.7;85.6;78.7;79.0;78.4
5296;2700b Manufacture of metals (total);1998 August;71.3;74.8;83.8;-0.7;0.7;-2.8;;;69.0;64.1;72.6;70.3;76.0;66.4
5297;2700b Manufacture of metals (total);1998 September;92.5;92.2;87.4;2.6;3.5;4.3;;;95.7;100.5;92.3;84.9;95.0;77.9
5298;2700b Manufacture of metals (total);1998 3rd quarter;82.9;82.4;85.8;3.7;3.5;0.5;;;84.6;86.1;83.5;78.0;83.3;74.2
5299;2700b Manufacture of metals (total);1998 October;93.0;93.5;86.3;-1.0;1.8;-1.2;;;97.1;98.8;95.9;87.4;91.9;84.3
5300;2700b Manufacture of metals (total);1998 November;87.8;89.1;84.0;2.2;0.4;-2.7;;;92.2;96.1;89.3;83.1;96.2;74.1
5301;2700b Manufacture of metals (total);1998 December;79.6;76.2;80.0;2.1;-0.5;-4.8;;;90.3;95.8;86.3;87.2;101.5;77.2
5302;2700b Manufacture of metals (total);1998 4th quarter;86.8;86.3;83.4;1.0;0.6;-2.8;;;93.2;96.9;90.5;85.9;96.5;78.5
5303;2700b Manufacture of metals (total);1998;85.3;85.3;85.3;5.0;5.0;5.0;;;88.2;91.3;85.9;84.0;92.2;78.3
5304;2700b Manufacture of metals (total);1999 January;82.1;85.2;91.5;-0.5;2.2;14.4;;;76.7;81.3;73.4;82.9;82.3;83.3
5305;2700b Manufacture of metals (total);1999 February;82.0;82.3;84.3;-1.3;-1.0;-7.8;;;76.6;80.2;74.0;79.6;86.6;74.8
5306;2700b Manufacture of metals (total);1999 March;95.9;93.9;87.3;6.6;4.1;3.5;;;99.2;105.3;94.7;87.7;97.5;81.0
5307;2700b Manufacture of metals (total);1999 1st quarter;86.7;87.1;87.7;1.7;1.8;5.1;;;84.2;88.9;80.7;83.4;88.8;79.7
5308;2700b Manufacture of metals (total);1999 April;84.2;84.1;84.7;-1.2;-0.1;-3.0;;;84.9;93.2;78.8;80.4;92.2;72.3
5309;2700b Manufacture of metals (total);1999 May;82.8;86.4;84.7;-2.8;-2.1;0.0;;;83.2;87.2;80.2;81.8;92.7;74.2
5310;2700b Manufacture of metals (total);1999 June;91.9;89.5;85.7;4.2;1.5;1.2;;;100.1;109.3;93.4;94.3;102.1;88.9
5311;2700b Manufacture of metals (total);1999 2nd quarter;86.3;86.7;85.1;0.1;-0.2;-3.0;;;89.4;96.6;84.1;85.5;95.7;78.5
5312;2700b Manufacture of metals (total);1999 July;81.8;80.7;86.9;-3.6;0.7;1.4;;;83.8;91.5;78.1;77.7;82.6;74.3
5313;2700b Manufacture of metals (total);1999 August;74.9;77.0;86.6;5.0;2.9;-0.3;;;70.5;70.3;70.6;74.0;83.6;67.4
5314;2700b Manufacture of metals (total);1999 September;94.1;93.1;88.4;1.7;1.1;2.1;;;97.4;105.5;91.6;93.7;97.4;91.2
5315;2700b Manufacture of metals (total);1999 3rd quarter;83.6;83.6;87.3;0.9;1.5;2.7;;;83.9;89.1;80.1;81.8;87.9;77.6
5316;2700b Manufacture of metals (total);1999 October;93.5;96.5;89.5;0.6;3.3;1.1;;;95.5;99.7;92.4;91.3;103.2;83.1
5317;2700b Manufacture of metals (total);1999 November;94.5;94.0;88.5;7.6;5.4;-1.0;;;99.8;103.0;97.4;102.0;98.0;104.7
5318;2700b Manufacture of metals (total);1999 December;90.4;85.6;90.0;13.6;12.4;1.7;;;115.3;114.0;116.3;121.1;105.2;132.1
5319;2700b Manufacture of metals (total);1999 4th quarter;92.8;92.0;89.3;6.9;6.7;2.3;;;103.5;105.6;102.0;104.8;102.1;106.6
5320;2700b Manufacture of metals (total);1999;87.4;87.4;87.4;2.4;2.4;2.4;;;90.3;95.0;86.7;88.9;93.6;85.6
5321;2700b Manufacture of metals (total);2000 January;91.4;93.1;99.9;11.2;9.2;10.9;;;80.4;82.9;78.5;90.6;93.9;88.4
5322;2700b Manufacture of metals (total);2000 February;98.6;97.8;99.7;20.2;18.8;-0.2;;;91.1;94.8;88.4;94.9;99.3;91.7
5323;2700b Manufacture of metals (total);2000 March;107.0;104.3;96.5;11.6;11.1;-3.2;;;105.2;108.4;102.9;101.8;107.4;98.0
5324;2700b Manufacture of metals (total);2000 1st quarter;99.0;98.4;98.7;14.2;12.9;10.5;;;92.2;95.4;89.9;95.8;100.2;92.7
5325;2700b Manufacture of metals (total);2000 April;95.3;97.2;97.6;13.1;15.6;1.1;;;90.7;95.1;87.5;88.3;92.7;85.2
5326;2700b Manufacture of metals (total);2000 May;107.9;100.5;98.4;30.3;16.4;0.8;;;106.2;107.7;105.2;104.4;111.8;99.2
5327;2700b Manufacture of metals (total);2000 June;98.9;102.5;98.3;7.5;14.6;0.0;;;101.4;97.2;104.5;106.2;91.0;116.8
5328;2700b Manufacture of metals (total);2000 2nd quarter;100.7;100.1;98.1;16.6;15.5;-0.6;;;99.4;100.0;99.1;99.6;98.5;100.4
5329;2700b Manufacture of metals (total);2000 July;88.3;92.3;99.5;8.0;14.3;1.2;;;83.7;87.9;80.7;86.7;89.0;85.1
5330;2700b Manufacture of metals (total);2000 August;93.1;89.7;101.3;24.4;16.6;1.8;;;88.7;86.1;90.5;94.7;95.0;94.6
5331;2700b Manufacture of metals (total);2000 September;104.7;105.9;100.8;11.2;13.7;-0.5;;;107.6;107.3;107.8;103.2;100.6;105.1
5332;2700b Manufacture of metals (total);2000 3rd quarter;95.4;96.0;100.5;14.1;14.8;2.5;;;93.3;93.8;93.0;94.9;94.9;94.9
5333;2700b Manufacture of metals (total);2000 October;108.8;109.6;102.0;16.4;13.5;1.2;;;107.2;106.0;108.1;103.6;104.3;103.0
5334;2700b Manufacture of metals (total);2000 November;110.8;108.8;102.7;17.2;15.8;0.7;;;117.5;114.2;120.0;111.4;108.5;113.4
5335;2700b Manufacture of metals (total);2000 December;95.2;98.3;103.5;5.3;14.8;0.8;;;120.2;112.4;125.9;114.2;106.5;119.4
