ID;EmployedPersons;SectorBranches;Periods;AllGrowers_1;NormalGrowers_2;FastGrowers_3;BusinessesWithAStableTurnover_4;AllDecliners_5;NormalDecliners_6;FastDecliners_7
4815;Total 1 or more employed persons;467 Other specialised wholesale;2013 1st quarter;33.0;14.0;19.0;2.0;65.0;28.0;36.0
4816;Total 1 or more employed persons;467 Other specialised wholesale;2013 2nd quarter;40.0;18.0;21.0;2.0;58.0;27.0;31.0
4817;Total 1 or more employed persons;467 Other specialised wholesale;2013 3rd quarter;42.0;19.0;23.0;2.0;55.0;26.0;30.0
4818;Total 1 or more employed persons;467 Other specialised wholesale;2013 4th quarter;49.0;21.0;29.0;2.0;48.0;23.0;25.0
4819;Total 1 or more employed persons;467 Other specialised wholesale;2013;38.0;21.0;18.0;2.0;60.0;33.0;27.0
4820;Total 1 or more employed persons;467 Other specialised wholesale;2014 1st quarter;56.0;24.0;32.0;2.0;42.0;20.0;22.0
4821;Total 1 or more employed persons;467 Other specialised wholesale;2014 2nd quarter;51.0;24.0;27.0;2.0;47.0;24.0;23.0
4822;Total 1 or more employed persons;467 Other specialised wholesale;2014 3rd quarter;51.0;24.0;27.0;2.0;47.0;24.0;23.0
4823;Total 1 or more employed persons;467 Other specialised wholesale;2014 4th quarter;49.0;23.0;26.0;2.0;49.0;24.0;24.0
4824;Total 1 or more employed persons;467 Other specialised wholesale;2014;52.0;30.0;22.0;2.0;46.0;26.0;20.0
4825;Total 1 or more employed persons;467 Other specialised wholesale;2015 1st quarter;51.0;23.0;28.0;3.0;46.0;23.0;23.0
4826;Total 1 or more employed persons;467 Other specialised wholesale;2015 2nd quarter;57.0;25.0;32.0;2.0;41.0;21.0;20.0
4827;Total 1 or more employed persons;467 Other specialised wholesale;2015 3rd quarter;51.0;23.0;28.0;2.0;47.0;21.0;26.0
4828;Total 1 or more employed persons;467 Other specialised wholesale;2015 4th quarter;51.0;22.0;29.0;2.0;47.0;21.0;26.0
4829;Total 1 or more employed persons;467 Other specialised wholesale;2015;52.0;29.0;24.0;2.0;45.0;26.0;20.0
4830;Total 1 or more employed persons;467 Other specialised wholesale;2016 1st quarter;50.0;23.0;27.0;2.0;48.0;22.0;27.0
4831;Total 1 or more employed persons;467 Other specialised wholesale;2016 2nd quarter;50.0;24.0;26.0;2.0;48.0;23.0;24.0
4832;Total 1 or more employed persons;467 Other specialised wholesale;2016 3rd quarter;57.0;26.0;31.0;2.0;42.0;21.0;21.0
4833;Total 1 or more employed persons;467 Other specialised wholesale;2016 4th quarter;60.0;25.0;34.0;2.0;38.0;19.0;19.0
4834;Total 1 or more employed persons;467 Other specialised wholesale;2016;55.0;32.0;23.0;2.0;43.0;25.0;18.0
4835;Total 1 or more employed persons;467 Other specialised wholesale;2017 1st quarter;63.0;26.0;38.0;2.0;35.0;16.0;19.0
4836;Total 1 or more employed persons;467 Other specialised wholesale;2017 2nd quarter;59.0;27.0;32.0;2.0;39.0;20.0;19.0
4837;Total 1 or more employed persons;467 Other specialised wholesale;2017 3rd quarter;59.0;26.0;33.0;2.0;38.0;19.0;19.0
4838;Total 1 or more employed persons;467 Other specialised wholesale;2017 4th quarter;58.0;26.0;32.0;2.0;40.0;20.0;20.0
4839;Total 1 or more employed persons;467 Other specialised wholesale;2017;63.0;33.0;30.0;2.0;35.0;20.0;15.0
4840;Total 1 or more employed persons;467 Other specialised wholesale;2018 1st quarter;56.0;26.0;31.0;2.0;41.0;22.0;20.0
4841;Total 1 or more employed persons;467 Other specialised wholesale;2018 2nd quarter;61.0;28.0;33.0;2.0;37.0;18.0;19.0
4842;Total 1 or more employed persons;467 Other specialised wholesale;2018 3rd quarter;56.0;26.0;30.0;2.0;42.0;20.0;22.0
4843;Total 1 or more employed persons;467 Other specialised wholesale;2018 4th quarter;56.0;25.0;31.0;2.0;42.0;21.0;21.0
4844;Total 1 or more employed persons;467 Other specialised wholesale;2018;60.0;33.0;27.0;3.0;38.0;22.0;16.0
4845;Total 1 or more employed persons;467 Other specialised wholesale;2019 1st quarter;54.0;26.0;29.0;2.0;43.0;21.0;22.0
4846;Total 1 or more employed persons;467 Other specialised wholesale;2019 2nd quarter;51.0;25.0;26.0;2.0;47.0;24.0;23.0
4847;Total 1 or more employed persons;467 Other specialised wholesale;2019 3rd quarter;52.0;25.0;28.0;2.0;45.0;22.0;23.0
4848;Total 1 or more employed persons;467 Other specialised wholesale;2019 4th quarter;44.0;20.0;24.0;2.0;53.0;27.0;26.0
4849;Total 1 or more employed persons;467 Other specialised wholesale;2019;50.0;29.0;21.0;2.0;48.0;27.0;20.0
4850;Total 1 or more employed persons;467 Other specialised wholesale;2020 1st quarter;54.0;26.0;28.0;2.0;44.0;23.0;22.0
4851;Total 1 or more employed persons;467 Other specialised wholesale;2020 2nd quarter;44.0;19.0;25.0;2.0;54.0;22.0;32.0
4852;Total 1 or more employed persons;467 Other specialised wholesale;2020 3rd quarter;55.0;23.0;31.0;2.0;43.0;20.0;24.0
4853;Total 1 or more employed persons;467 Other specialised wholesale;2020 4th quarter;60.0;24.0;37.0;2.0;38.0;17.0;21.0
4854;Total 1 or more employed persons;467 Other specialised wholesale;2020;53.0;29.0;25.0;2.0;45.0;24.0;21.0
4855;Total 1 or more employed persons;467 Other specialised wholesale;2021 1st quarter;63.0;23.0;40.0;2.0;35.0;16.0;19.0
4856;Total 1 or more employed persons;467 Other specialised wholesale;2021 2nd quarter;72.0;19.0;53.0;1.0;26.0;13.0;13.0
4857;Total 1 or more employed persons;467 Other specialised wholesale;2021 3rd quarter;66.0;22.0;44.0;2.0;32.0;15.0;17.0
4858;Total 1 or more employed persons;467 Other specialised wholesale;2021 4th quarter;67.0;22.0;45.0;2.0;31.0;15.0;16.0
4859;Total 1 or more employed persons;467 Other specialised wholesale;2021;72.0;29.0;43.0;2.0;27.0;14.0;12.0
4860;Total 1 or more employed persons;467 Other specialised wholesale;2022 1st quarter;67.0;24.0;44.0;2.0;31.0;15.0;17.0
4861;Total 1 or more employed persons;467 Other specialised wholesale;2022 2nd quarter;61.0;23.0;37.0;2.0;38.0;18.0;20.0
4862;Total 1 or more employed persons;467 Other specialised wholesale;2022 3rd quarter;56.0;22.0;33.0;2.0;43.0;19.0;24.0
4863;Total 1 or more employed persons;467 Other specialised wholesale;2022 4th quarter;52.0;22.0;30.0;2.0;46.0;20.0;25.0
4864;Total 1 or more employed persons;467 Other specialised wholesale;2022;60.0;30.0;31.0;2.0;37.0;20.0;17.0
4865;Total 1 or more employed persons;467 Other specialised wholesale;2023 1st quarter;47.0;21.0;26.0;2.0;51.0;23.0;28.0
4866;Total 1 or more employed persons;467 Other specialised wholesale;2023 2nd quarter;40.0;19.0;22.0;2.0;58.0;25.0;33.0
4867;Total 1 or more employed persons;467 Other specialised wholesale;2023 3rd quarter;42.0;19.0;23.0;2.0;56.0;26.0;29.0
4868;Total 1 or more employed persons;467 Other specialised wholesale;2023 4th quarter;40.0;19.0;22.0;2.0;57.0;28.0;30.0
4869;Total 1 or more employed persons;467 Other specialised wholesale;2023;40.0;22.0;18.0;2.0;58.0;31.0;27.0
4870;Total 1 or more employed persons;467 Other specialised wholesale;2024 1st quarter;38.0;18.0;20.0;2.0;59.0;34.0;25.0
4871;Total 1 or more employed persons;467 Other specialised wholesale;2024 2nd quarter;48.0;22.0;26.0;2.0;50.0;27.0;23.0
4872;Total 1 or more employed persons;467 Other specialised wholesale;2024 3rd quarter;52.0;24.0;27.0;2.0;46.0;24.0;22.0
4873;Total 1 or more employed persons;467 Other specialised wholesale;2024 4th quarter;52.0;25.0;27.0;3.0;45.0;24.0;21.0
4874;Total 1 or more employed persons;467 Other specialised wholesale;2024;;;;;;;
4875;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2012 1st quarter;45.0;27.0;19.0;3.0;52.0;32.0;20.0
4876;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2012 2nd quarter;37.0;21.0;16.0;2.0;60.0;37.0;24.0
4877;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2012 3rd quarter;40.0;22.0;18.0;2.0;58.0;35.0;23.0
4878;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2012 4th quarter;34.0;18.0;16.0;2.0;64.0;37.0;27.0
4879;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2012;35.0;21.0;14.0;3.0;63.0;42.0;21.0
4880;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2013 1st quarter;32.0;17.0;15.0;2.0;66.0;34.0;32.0
4881;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2013 2nd quarter;37.0;20.0;17.0;2.0;61.0;35.0;26.0
4882;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2013 3rd quarter;39.0;20.0;18.0;2.0;59.0;33.0;27.0
4883;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2013 4th quarter;43.0;22.0;21.0;2.0;55.0;31.0;24.0
4884;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2013;34.0;19.0;15.0;2.0;64.0;40.0;24.0
4885;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2014 1st quarter;51.0;26.0;25.0;2.0;47.0;27.0;19.0
4886;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2014 2nd quarter;48.0;25.0;23.0;2.0;50.0;29.0;21.0
4887;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2014 3rd quarter;45.0;23.0;22.0;2.0;53.0;31.0;22.0
4888;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2014 4th quarter;49.0;25.0;24.0;3.0;49.0;28.0;21.0
4889;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2014;47.0;26.0;21.0;3.0;50.0;30.0;20.0
4890;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2015 1st quarter;45.0;23.0;22.0;2.0;53.0;31.0;22.0
4891;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2015 2nd quarter;49.0;26.0;24.0;2.0;48.0;28.0;21.0
4892;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2015 3rd quarter;49.0;25.0;24.0;2.0;49.0;27.0;21.0
4893;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2015 4th quarter;51.0;26.0;25.0;2.0;47.0;26.0;21.0
4894;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2015;49.0;26.0;22.0;3.0;48.0;29.0;19.0
4895;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2016 1st quarter;51.0;27.0;25.0;3.0;46.0;26.0;20.0
4896;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2016 2nd quarter;49.0;25.0;23.0;3.0;49.0;28.0;20.0
4897;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2016 3rd quarter;50.0;25.0;25.0;2.0;47.0;26.0;21.0
4898;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2016 4th quarter;53.0;27.0;26.0;2.0;44.0;24.0;20.0
4899;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2016;51.0;28.0;23.0;3.0;46.0;27.0;19.0
4900;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2017 1st quarter;49.0;25.0;24.0;2.0;48.0;27.0;21.0
4901;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2017 2nd quarter;50.0;26.0;24.0;2.0;47.0;27.0;21.0
4902;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2017 3rd quarter;52.0;26.0;26.0;2.0;46.0;25.0;21.0
4903;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2017 4th quarter;45.0;22.0;23.0;2.0;53.0;29.0;23.0
4904;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2017;49.0;26.0;22.0;3.0;48.0;28.0;20.0
4905;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2018 1st quarter;49.0;26.0;23.0;2.0;48.0;27.0;21.0
4906;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2018 2nd quarter;49.0;25.0;24.0;3.0;48.0;27.0;21.0
4907;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2018 3rd quarter;46.0;23.0;24.0;2.0;51.0;29.0;23.0
4908;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2018 4th quarter;53.0;26.0;26.0;2.0;45.0;24.0;21.0
4909;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2018;49.0;27.0;22.0;3.0;48.0;28.0;20.0
4910;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2019 1st quarter;48.0;23.0;25.0;2.0;50.0;28.0;22.0
4911;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2019 2nd quarter;50.0;25.0;25.0;2.0;48.0;27.0;21.0
4912;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2019 3rd quarter;50.0;25.0;26.0;2.0;47.0;25.0;22.0
4913;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2019 4th quarter;50.0;25.0;25.0;2.0;48.0;25.0;23.0
4914;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2019;49.0;27.0;22.0;3.0;48.0;28.0;21.0
4915;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2020 1st quarter;50.0;27.0;24.0;2.0;48.0;24.0;24.0
4916;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2020 2nd quarter;49.0;17.0;33.0;1.0;50.0;17.0;33.0
4917;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2020 3rd quarter;62.0;24.0;38.0;1.0;36.0;16.0;20.0
4918;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2020 4th quarter;55.0;21.0;34.0;1.0;44.0;16.0;28.0
4919;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2020;54.0;23.0;31.0;1.0;45.0;18.0;26.0
4920;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2021 1st quarter;51.0;16.0;35.0;1.0;48.0;15.0;33.0
4921;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2021 2nd quarter;65.0;23.0;42.0;1.0;34.0;17.0;17.0
4922;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2021 3rd quarter;59.0;31.0;28.0;2.0;39.0;21.0;18.0
4923;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2021 4th quarter;63.0;28.0;35.0;2.0;35.0;18.0;18.0
4924;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2021;62.0;30.0;32.0;2.0;36.0;19.0;17.0
4925;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2022 1st quarter;63.0;20.0;43.0;1.0;35.0;17.0;18.0
4926;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2022 2nd quarter;57.0;26.0;31.0;2.0;42.0;21.0;20.0
4927;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2022 3rd quarter;53.0;27.0;26.0;2.0;45.0;23.0;21.0
4928;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2022 4th quarter;60.0;30.0;29.0;2.0;39.0;19.0;20.0
4929;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2022;61.0;28.0;33.0;2.0;37.0;19.0;18.0
4930;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2023 1st quarter;60.0;30.0;30.0;2.0;38.0;19.0;20.0
4931;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2023 2nd quarter;57.0;30.0;27.0;2.0;40.0;20.0;20.0
4932;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2023 3rd quarter;55.0;30.0;25.0;2.0;43.0;22.0;21.0
4933;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2023 4th quarter;50.0;26.0;24.0;3.0;47.0;24.0;22.0
4934;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2023;56.0;32.0;24.0;2.0;41.0;21.0;20.0
4935;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2024 1st quarter;53.0;31.0;22.0;3.0;44.0;26.0;18.0
4936;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2024 2nd quarter;47.0;25.0;22.0;2.0;51.0;29.0;22.0
4937;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2024 3rd quarter;51.0;28.0;23.0;2.0;47.0;25.0;22.0
4938;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2024 4th quarter;56.0;29.0;26.0;2.0;42.0;20.0;22.0
4939;Total 1 or more employed persons;47 Retail trade (not in motor vehicles);2024;;;;;;;
4940;Total 1 or more employed persons;4711 Supermarkets and similar stores;2012 1st quarter;50.0;32.0;18.0;4.0;46.0;31.0;15.0
4941;Total 1 or more employed persons;4711 Supermarkets and similar stores;2012 2nd quarter;39.0;24.0;15.0;2.0;59.0;41.0;18.0
4942;Total 1 or more employed persons;4711 Supermarkets and similar stores;2012 3rd quarter;46.0;27.0;19.0;3.0;52.0;35.0;17.0
4943;Total 1 or more employed persons;4711 Supermarkets and similar stores;2012 4th quarter;40.0;23.0;17.0;3.0;56.0;37.0;19.0
4944;Total 1 or more employed persons;4711 Supermarkets and similar stores;2012;42.0;26.0;16.0;4.0;54.0;38.0;17.0
4945;Total 1 or more employed persons;4711 Supermarkets and similar stores;2013 1st quarter;43.0;27.0;16.0;4.0;54.0;36.0;18.0
4946;Total 1 or more employed persons;4711 Supermarkets and similar stores;2013 2nd quarter;39.0;24.0;15.0;3.0;58.0;38.0;20.0
4947;Total 1 or more employed persons;4711 Supermarkets and similar stores;2013 3rd quarter;41.0;27.0;15.0;3.0;56.0;37.0;19.0
4948;Total 1 or more employed persons;4711 Supermarkets and similar stores;2013 4th quarter;40.0;24.0;17.0;2.0;58.0;38.0;19.0
4949;Total 1 or more employed persons;4711 Supermarkets and similar stores;2013;38.0;23.0;15.0;5.0;57.0;39.0;18.0
4950;Total 1 or more employed persons;4711 Supermarkets and similar stores;2014 1st quarter;39.0;25.0;14.0;3.0;58.0;40.0;18.0
4951;Total 1 or more employed persons;4711 Supermarkets and similar stores;2014 2nd quarter;43.0;26.0;17.0;5.0;52.0;36.0;15.0
4952;Total 1 or more employed persons;4711 Supermarkets and similar stores;2014 3rd quarter;42.0;26.0;16.0;4.0;54.0;38.0;16.0
4953;Total 1 or more employed persons;4711 Supermarkets and similar stores;2014 4th quarter;46.0;28.0;18.0;4.0;50.0;33.0;17.0
4954;Total 1 or more employed persons;4711 Supermarkets and similar stores;2014;40.0;25.0;15.0;4.0;56.0;39.0;17.0
4955;Total 1 or more employed persons;4711 Supermarkets and similar stores;2015 1st quarter;47.0;31.0;16.0;4.0;49.0;36.0;13.0
4956;Total 1 or more employed persons;4711 Supermarkets and similar stores;2015 2nd quarter;47.0;29.0;17.0;3.0;50.0;37.0;14.0
4957;Total 1 or more employed persons;4711 Supermarkets and similar stores;2015 3rd quarter;48.0;32.0;16.0;4.0;48.0;33.0;15.0
4958;Total 1 or more employed persons;4711 Supermarkets and similar stores;2015 4th quarter;54.0;37.0;17.0;3.0;43.0;28.0;15.0
4959;Total 1 or more employed persons;4711 Supermarkets and similar stores;2015;49.0;32.0;17.0;4.0;47.0;32.0;15.0
4960;Total 1 or more employed persons;4711 Supermarkets and similar stores;2016 1st quarter;53.0;33.0;20.0;3.0;44.0;34.0;10.0
4961;Total 1 or more employed persons;4711 Supermarkets and similar stores;2016 2nd quarter;46.0;30.0;16.0;3.0;51.0;37.0;15.0
4962;Total 1 or more employed persons;4711 Supermarkets and similar stores;2016 3rd quarter;50.0;32.0;18.0;3.0;47.0;33.0;13.0
4963;Total 1 or more employed persons;4711 Supermarkets and similar stores;2016 4th quarter;49.0;30.0;19.0;3.0;48.0;34.0;14.0
4964;Total 1 or more employed persons;4711 Supermarkets and similar stores;2016;48.0;30.0;18.0;4.0;48.0;34.0;14.0
4965;Total 1 or more employed persons;4711 Supermarkets and similar stores;2017 1st quarter;50.0;34.0;16.0;4.0;46.0;31.0;15.0
4966;Total 1 or more employed persons;4711 Supermarkets and similar stores;2017 2nd quarter;58.0;38.0;20.0;4.0;38.0;26.0;12.0
4967;Total 1 or more employed persons;4711 Supermarkets and similar stores;2017 3rd quarter;50.0;32.0;18.0;3.0;47.0;32.0;14.0
4968;Total 1 or more employed persons;4711 Supermarkets and similar stores;2017 4th quarter;48.0;30.0;19.0;4.0;47.0;32.0;16.0
4969;Total 1 or more employed persons;4711 Supermarkets and similar stores;2017;52.0;35.0;18.0;3.0;44.0;29.0;15.0
4970;Total 1 or more employed persons;4711 Supermarkets and similar stores;2018 1st quarter;54.0;34.0;20.0;4.0;42.0;31.0;11.0
4971;Total 1 or more employed persons;4711 Supermarkets and similar stores;2018 2nd quarter;55.0;37.0;18.0;4.0;41.0;29.0;12.0
4972;Total 1 or more employed persons;4711 Supermarkets and similar stores;2018 3rd quarter;56.0;39.0;18.0;3.0;41.0;27.0;14.0
4973;Total 1 or more employed persons;4711 Supermarkets and similar stores;2018 4th quarter;55.0;35.0;20.0;3.0;42.0;29.0;14.0
4974;Total 1 or more employed persons;4711 Supermarkets and similar stores;2018;56.0;38.0;18.0;4.0;40.0;27.0;13.0
4975;Total 1 or more employed persons;4711 Supermarkets and similar stores;2019 1st quarter;47.0;31.0;16.0;5.0;48.0;34.0;14.0
4976;Total 1 or more employed persons;4711 Supermarkets and similar stores;2019 2nd quarter;47.0;30.0;16.0;3.0;50.0;35.0;15.0
