ID;Sex;PersonalCharacteristics;Periods;TotalPopulationAged1564_1;LabourForce_2;EmployedLabourForce_3;ProfessionalPrestige_4;SocioEconomicStatus_5;I_6;II_7;III_8;IV_9;V_10;VI_11;VII_12;UnemployedLabourForce_13;PeopleNotIncludedInTheLabourForce_14;GrossLabourParticipation_15;NetLabourParticipation_16;RegisteredUnemployed_17;EmploymentRate_18
8640;Women;Background: non-western ;1840;;;;;;;;;;;;;;;;;;
8641;Women;Background: non-western ;1841;;;;;;;;;;;;;;;;;;
8642;Women;Background: non-western ;1842;;;;;;;;;;;;;;;;;;
8643;Women;Background: non-western ;1843;;;;;;;;;;;;;;;;;;
8644;Women;Background: non-western ;1844;;;;;;;;;;;;;;;;;;
8645;Women;Background: non-western ;1845;;;;;;;;;;;;;;;;;;
8646;Women;Background: non-western ;1846;;;;;;;;;;;;;;;;;;
8647;Women;Background: non-western ;1847;;;;;;;;;;;;;;;;;;
8648;Women;Background: non-western ;1848;;;;;;;;;;;;;;;;;;
8649;Women;Background: non-western ;1849;;;;;;;;;;;;;;;;;;
8650;Women;Background: non-western ;1850;;;;;;;;;;;;;;;;;;
8651;Women;Background: non-western ;1851;;;;;;;;;;;;;;;;;;
8652;Women;Background: non-western ;1852;;;;;;;;;;;;;;;;;;
8653;Women;Background: non-western ;1853;;;;;;;;;;;;;;;;;;
8654;Women;Background: non-western ;1854;;;;;;;;;;;;;;;;;;
8655;Women;Background: non-western ;1855;;;;;;;;;;;;;;;;;;
8656;Women;Background: non-western ;1856;;;;;;;;;;;;;;;;;;
8657;Women;Background: non-western ;1857;;;;;;;;;;;;;;;;;;
8658;Women;Background: non-western ;1858;;;;;;;;;;;;;;;;;;
8659;Women;Background: non-western ;1859;;;;;;;;;;;;;;;;;;
8660;Women;Background: non-western ;1860;;;;;;;;;;;;;;;;;;
8661;Women;Background: non-western ;1861;;;;;;;;;;;;;;;;;;
8662;Women;Background: non-western ;1862;;;;;;;;;;;;;;;;;;
8663;Women;Background: non-western ;1863;;;;;;;;;;;;;;;;;;
8664;Women;Background: non-western ;1864;;;;;;;;;;;;;;;;;;
8665;Women;Background: non-western ;1865;;;;;;;;;;;;;;;;;;
8666;Women;Background: non-western ;1866;;;;;;;;;;;;;;;;;;
8667;Women;Background: non-western ;1867;;;;;;;;;;;;;;;;;;
8668;Women;Background: non-western ;1868;;;;;;;;;;;;;;;;;;
8669;Women;Background: non-western ;1869;;;;;;;;;;;;;;;;;;
8670;Women;Background: non-western ;1870;;;;;;;;;;;;;;;;;;
8671;Women;Background: non-western ;1871;;;;;;;;;;;;;;;;;;
8672;Women;Background: non-western ;1872;;;;;;;;;;;;;;;;;;
8673;Women;Background: non-western ;1873;;;;;;;;;;;;;;;;;;
8674;Women;Background: non-western ;1874;;;;;;;;;;;;;;;;;;
8675;Women;Background: non-western ;1875;;;;;;;;;;;;;;;;;;
8676;Women;Background: non-western ;1876;;;;;;;;;;;;;;;;;;
8677;Women;Background: non-western ;1877;;;;;;;;;;;;;;;;;;
8678;Women;Background: non-western ;1878;;;;;;;;;;;;;;;;;;
8679;Women;Background: non-western ;1879;;;;;;;;;;;;;;;;;;
8680;Women;Background: non-western ;1880;;;;;;;;;;;;;;;;;;
8681;Women;Background: non-western ;1881;;;;;;;;;;;;;;;;;;
8682;Women;Background: non-western ;1882;;;;;;;;;;;;;;;;;;
8683;Women;Background: non-western ;1883;;;;;;;;;;;;;;;;;;
8684;Women;Background: non-western ;1884;;;;;;;;;;;;;;;;;;
8685;Women;Background: non-western ;1885;;;;;;;;;;;;;;;;;;
8686;Women;Background: non-western ;1886;;;;;;;;;;;;;;;;;;
8687;Women;Background: non-western ;1887;;;;;;;;;;;;;;;;;;
8688;Women;Background: non-western ;1888;;;;;;;;;;;;;;;;;;
8689;Women;Background: non-western ;1889;;;;;;;;;;;;;;;;;;
8690;Women;Background: non-western ;1890;;;;;;;;;;;;;;;;;;
8691;Women;Background: non-western ;1891;;;;;;;;;;;;;;;;;;
8692;Women;Background: non-western ;1892;;;;;;;;;;;;;;;;;;
8693;Women;Background: non-western ;1893;;;;;;;;;;;;;;;;;;
8694;Women;Background: non-western ;1894;;;;;;;;;;;;;;;;;;
8695;Women;Background: non-western ;1895;;;;;;;;;;;;;;;;;;
8696;Women;Background: non-western ;1896;;;;;;;;;;;;;;;;;;
8697;Women;Background: non-western ;1897;;;;;;;;;;;;;;;;;;
8698;Women;Background: non-western ;1898;;;;;;;;;;;;;;;;;;
8699;Women;Background: non-western ;1899;;;;;;;;;;;;;;;;;;
8700;Women;Background: non-western ;1900;;;;;;;;;;;;;;;;;;
8701;Women;Background: non-western ;1901;;;;;;;;;;;;;;;;;;
8702;Women;Background: non-western ;1902;;;;;;;;;;;;;;;;;;
8703;Women;Background: non-western ;1903;;;;;;;;;;;;;;;;;;
8704;Women;Background: non-western ;1904;;;;;;;;;;;;;;;;;;
8705;Women;Background: non-western ;1905;;;;;;;;;;;;;;;;;;
8706;Women;Background: non-western ;1906;;;;;;;;;;;;;;;;;;
8707;Women;Background: non-western ;1907;;;;;;;;;;;;;;;;;;
8708;Women;Background: non-western ;1908;;;;;;;;;;;;;;;;;;
8709;Women;Background: non-western ;1909;;;;;;;;;;;;;;;;;;
8710;Women;Background: non-western ;1910;;;;;;;;;;;;;;;;;;
8711;Women;Background: non-western ;1911;;;;;;;;;;;;;;;;;;
8712;Women;Background: non-western ;1912;;;;;;;;;;;;;;;;;;
8713;Women;Background: non-western ;1913;;;;;;;;;;;;;;;;;;
8714;Women;Background: non-western ;1914;;;;;;;;;;;;;;;;;;
8715;Women;Background: non-western ;1915;;;;;;;;;;;;;;;;;;
8716;Women;Background: non-western ;1916;;;;;;;;;;;;;;;;;;
8717;Women;Background: non-western ;1917;;;;;;;;;;;;;;;;;;
8718;Women;Background: non-western ;1918;;;;;;;;;;;;;;;;;;
8719;Women;Background: non-western ;1919;;;;;;;;;;;;;;;;;;
8720;Women;Background: non-western ;1920;;;;;;;;;;;;;;;;;;
8721;Women;Background: non-western ;1921;;;;;;;;;;;;;;;;;;
8722;Women;Background: non-western ;1922;;;;;;;;;;;;;;;;;;
8723;Women;Background: non-western ;1923;;;;;;;;;;;;;;;;;;
8724;Women;Background: non-western ;1924;;;;;;;;;;;;;;;;;;
8725;Women;Background: non-western ;1925;;;;;;;;;;;;;;;;;;
8726;Women;Background: non-western ;1926;;;;;;;;;;;;;;;;;;
8727;Women;Background: non-western ;1927;;;;;;;;;;;;;;;;;;
8728;Women;Background: non-western ;1928;;;;;;;;;;;;;;;;;;
8729;Women;Background: non-western ;1929;;;;;;;;;;;;;;;;;;
8730;Women;Background: non-western ;1930;;;;;;;;;;;;;;;;;;
8731;Women;Background: non-western ;1931;;;;;;;;;;;;;;;;;;
8732;Women;Background: non-western ;1932;;;;;;;;;;;;;;;;;;
8733;Women;Background: non-western ;1933;;;;;;;;;;;;;;;;;;
8734;Women;Background: non-western ;1934;;;;;;;;;;;;;;;;;;
8735;Women;Background: non-western ;1935;;;;;;;;;;;;;;;;;;
8736;Women;Background: non-western ;1936;;;;;;;;;;;;;;;;;;
8737;Women;Background: non-western ;1937;;;;;;;;;;;;;;;;;;
8738;Women;Background: non-western ;1938;;;;;;;;;;;;;;;;;;
8739;Women;Background: non-western ;1939;;;;;;;;;;;;;;;;;;
8740;Women;Background: non-western ;1940;;;;;;;;;;;;;;;;;;
8741;Women;Background: non-western ;1941;;;;;;;;;;;;;;;;;;
8742;Women;Background: non-western ;1942;;;;;;;;;;;;;;;;;;
8743;Women;Background: non-western ;1943;;;;;;;;;;;;;;;;;;
8744;Women;Background: non-western ;1944;;;;;;;;;;;;;;;;;;
8745;Women;Background: non-western ;1945;;;;;;;;;;;;;;;;;;
8746;Women;Background: non-western ;1946;;;;;;;;;;;;;;;;;;
8747;Women;Background: non-western ;1947;;;;;;;;;;;;;;;;;;
8748;Women;Background: non-western ;1948;;;;;;;;;;;;;;;;;;
8749;Women;Background: non-western ;1949;;;;;;;;;;;;;;;;;;
8750;Women;Background: non-western ;1950;;;;;;;;;;;;;;;;;;
8751;Women;Background: non-western ;1951;;;;;;;;;;;;;;;;;;
8752;Women;Background: non-western ;1952;;;;;;;;;;;;;;;;;;
8753;Women;Background: non-western ;1953;;;;;;;;;;;;;;;;;;
8754;Women;Background: non-western ;1954;;;;;;;;;;;;;;;;;;
8755;Women;Background: non-western ;1955;;;;;;;;;;;;;;;;;;
8756;Women;Background: non-western ;1956;;;;;;;;;;;;;;;;;;
8757;Women;Background: non-western ;1957;;;;;;;;;;;;;;;;;;
8758;Women;Background: non-western ;1958;;;;;;;;;;;;;;;;;;
8759;Women;Background: non-western ;1959;;;;;;;;;;;;;;;;;;
8760;Women;Background: non-western ;1960;;;;;;;;;;;;;;;;;;
8761;Women;Background: non-western ;1961;;;;;;;;;;;;;;;;;;
8762;Women;Background: non-western ;1962;;;;;;;;;;;;;;;;;;
8763;Women;Background: non-western ;1963;;;;;;;;;;;;;;;;;;
8764;Women;Background: non-western ;1964;;;;;;;;;;;;;;;;;;
8765;Women;Background: non-western ;1965;;;;;;;;;;;;;;;;;;
8766;Women;Background: non-western ;1966;;;;;;;;;;;;;;;;;;
8767;Women;Background: non-western ;1967;;;;;;;;;;;;;;;;;;
8768;Women;Background: non-western ;1968;;;;;;;;;;;;;;;;;;
8769;Women;Background: non-western ;1969;;;;;;;;;;;;;;;;;;
8770;Women;Background: non-western ;1970;;;;;;;;;;;;;;;;;;
8771;Women;Background: non-western ;1971;;;;;;;;;;;;;;;;;;
8772;Women;Background: non-western ;1972;;;;;;;;;;;;;;;;;;
8773;Women;Background: non-western ;1973;;;;;;;;;;;;;;;;;;
8774;Women;Background: non-western ;1974;;;;;;;;;;;;;;;;;;
8775;Women;Background: non-western ;1975;;;;;;;;;;;;;;;;;;
8776;Women;Background: non-western ;1976;;;;;;;;;;;;;;;;;;
8777;Women;Background: non-western ;1977;;;;;;;;;;;;;;;;;;
8778;Women;Background: non-western ;1978;;;;;;;;;;;;;;;;;;
8779;Women;Background: non-western ;1979;;;;;;;;;;;;;;;;;;
8780;Women;Background: non-western ;1980;;;;;;;;;;;;;;;;;;
8781;Women;Background: non-western ;1981;158.0;60.0;43.0;;;;;;;;;;18.0;98.0;38.0;26.9;;29.1
8782;Women;Background: non-western ;1982;168.0;57.0;39.0;;;;;;;;;;18.0;111.0;34.0;23.1;;31.9
8783;Women;Background: non-western ;1983;175.0;59.0;39.0;;;;;;;;;;20.0;116.0;33.7;22.2;;34.2
8784;Women;Background: non-western ;1984;181.0;59.0;38.0;;;;;;;;;;21.0;122.0;32.4;20.8;;35.9
8785;Women;Background: non-western ;1985;187.0;63.0;41.0;;;;;;;;;;22.0;124.0;33.7;22.0;;34.8
8786;Women;Background: non-western ;1986;195.0;65.0;43.0;;;;;;;;;;22.0;130.0;33.3;22.3;;33.1
8787;Women;Background: non-western ;1987;207.0;64.0;43.0;;;;;;;;;;21.0;143.0;30.9;20.6;;33.3
8788;Women;Background: non-western ;1988;221.0;71.0;48.0;;;;;;;;;;23.0;150.0;32.3;21.8;;32.7
8789;Women;Background: non-western ;1989;235.0;79.0;53.0;;;;;;;;;;26.0;156.0;33.6;22.7;;32.4
8790;Women;Background: non-western ;1990;250.0;88.0;61.0;;;;;;;;;;26.0;162.0;35.1;24.6;;30.0
8791;Women;Background: non-western ;1991;269.0;89.0;69.0;;;;;;;;;;20.0;179.0;33.3;25.7;;22.9
8792;Women;Background: non-western ;1992;288.0;101.0;78.0;;;;;;;;;;23.0;187.0;34.9;27.0;;22.6
8793;Women;Background: non-western ;1993;306.0;115.0;85.0;;;;;;;;;;31.0;191.0;37.6;27.6;;26.5
8794;Women;Background: non-western ;1994;325.0;124.0;94.0;;;;;;;;;;29.0;202.0;38.0;29.0;;23.7
8795;Women;Background: non-western ;1995;334.0;133.0;99.0;;;;;;;;;;34.0;201.0;39.7;29.6;;25.6
8796;Women;Background: non-western ;1996;348.0;139.0;108.0;;;;;;;;;;31.0;209.0;39.9;31.0;30.0;22.1
8797;Women;Background: non-western ;1997;363.0;152.0;123.0;;;;;;;;;;29.0;211.0;41.8;33.7;28.0;19.3
8798;Women;Background: non-western ;1998;383.0;161.0;136.0;;;;;;;;;;25.0;222.0;42.0;35.6;22.0;15.2
8799;Women;Background: non-western ;1999;424.0;175.0;150.0;;;;;;;;;;26.0;248.0;41.4;35.3;19.0;14.6
8800;Women;Background: non-western ;2000;452.0;187.0;164.0;;;;;;;;;;23.0;266.0;41.3;36.1;16.0;12.5
8801;Women;Background: non-western ;2001 before revision;480.0;210.0;191.0;;;;;;;;;;19.0;270.0;43.8;39.9;9.0;8.9
8802;Women;Background: non-western ;2001 after revision;480.0;224.0;203.0;;;;;;;;;;21.0;256.0;46.7;42.4;12.0;9.3
8803;Women;Background: non-western ;2002;507.0;238.0;212.0;;;;;;;;;;26.0;270.0;46.8;41.7;15.0;10.9
8804;Women;Background: non-western ;2003;533.0;246.0;214.0;;;;;;;;;;32.0;286.0;46.2;40.2;21.0;13.2
8805;Women;Background: non-western ;2004;554.0;261.0;220.0;;;;;;;;;;41.0;293.0;47.1;39.7;26.0;15.7
8806;Women;Background: non-western ;2005;570.0;275.0;226.0;;;;;;;;;;49.0;295.0;48.2;39.7;30.0;17.7
8807;Women;Background: non-western ;2006;584.0;280.0;235.0;;;;;;;;;;45.0;304.0;48.0;40.2;26.0;16.2
8808;Women;Background: non-western ;2007;596.0;301.0;266.0;;;;;;;;;;35.0;295.0;50.5;44.7;20.0;11.5
8809;Women;Background: non-western ;2008;610.0;324.0;292.0;;;;;;;;;;32.0;286.0;53.2;47.9;15.0;10.0
8810;Women;Background: non-western ;2009;627.0;331.0;296.0;;;;;;;;;;35.0;297.0;52.7;47.2;16.0;10.5
8811;Women;Background: non-western ;2010;626.0;326.0;284.0;;;;;;;;;;42.0;301.0;52.0;45.3;22.0;13.0
8812;Women;Background: non-western ;2011;644.0;341.0;298.0;;;;;;;;;;43.0;304.0;52.9;46.3;20.0;12.5
8813;Women;Background: non-western ;2012;662.0;362.0;305.0;;;;;;;;;;57.0;299.0;54.7;46.1;26.0;15.8
8814;Women;Background: non-western ;2013;681.0;365.0;298.0;;;;;;;;;;67.0;316.0;53.6;43.8;30.0;18.3
8815;Women;Background: unknown;1800;;;;;;;;;;;;;;;;;;
8816;Women;Background: unknown;1801;;;;;;;;;;;;;;;;;;
8817;Women;Background: unknown;1802;;;;;;;;;;;;;;;;;;
8818;Women;Background: unknown;1803;;;;;;;;;;;;;;;;;;
8819;Women;Background: unknown;1804;;;;;;;;;;;;;;;;;;
8820;Women;Background: unknown;1805;;;;;;;;;;;;;;;;;;
8821;Women;Background: unknown;1806;;;;;;;;;;;;;;;;;;
8822;Women;Background: unknown;1807;;;;;;;;;;;;;;;;;;
8823;Women;Background: unknown;1808;;;;;;;;;;;;;;;;;;
8824;Women;Background: unknown;1809;;;;;;;;;;;;;;;;;;
8825;Women;Background: unknown;1810;;;;;;;;;;;;;;;;;;
8826;Women;Background: unknown;1811;;;;;;;;;;;;;;;;;;
8827;Women;Background: unknown;1812;;;;;;;;;;;;;;;;;;
8828;Women;Background: unknown;1813;;;;;;;;;;;;;;;;;;
8829;Women;Background: unknown;1814;;;;;;;;;;;;;;;;;;
8830;Women;Background: unknown;1815;;;;;;;;;;;;;;;;;;
8831;Women;Background: unknown;1816;;;;;;;;;;;;;;;;;;
8832;Women;Background: unknown;1817;;;;;;;;;;;;;;;;;;
8833;Women;Background: unknown;1818;;;;;;;;;;;;;;;;;;
8834;Women;Background: unknown;1819;;;;;;;;;;;;;;;;;;
8835;Women;Background: unknown;1820;;;;;;;;;;;;;;;;;;
8836;Women;Background: unknown;1821;;;;;;;;;;;;;;;;;;
8837;Women;Background: unknown;1822;;;;;;;;;;;;;;;;;;
8838;Women;Background: unknown;1823;;;;;;;;;;;;;;;;;;
8839;Women;Background: unknown;1824;;;;;;;;;;;;;;;;;;
8840;Women;Background: unknown;1825;;;;;;;;;;;;;;;;;;
8841;Women;Background: unknown;1826;;;;;;;;;;;;;;;;;;
8842;Women;Background: unknown;1827;;;;;;;;;;;;;;;;;;
8843;Women;Background: unknown;1828;;;;;;;;;;;;;;;;;;
8844;Women;Background: unknown;1829;;;;;;;;;;;;;;;;;;
8845;Women;Background: unknown;1830;;;;;;;;;;;;;;;;;;
8846;Women;Background: unknown;1831;;;;;;;;;;;;;;;;;;
8847;Women;Background: unknown;1832;;;;;;;;;;;;;;;;;;
8848;Women;Background: unknown;1833;;;;;;;;;;;;;;;;;;
8849;Women;Background: unknown;1834;;;;;;;;;;;;;;;;;;
8850;Women;Background: unknown;1835;;;;;;;;;;;;;;;;;;
8851;Women;Background: unknown;1836;;;;;;;;;;;;;;;;;;
8852;Women;Background: unknown;1837;;;;;;;;;;;;;;;;;;
8853;Women;Background: unknown;1838;;;;;;;;;;;;;;;;;;
8854;Women;Background: unknown;1839;;;;;;;;;;;;;;;;;;
8855;Women;Background: unknown;1840;;;;;;;;;;;;;;;;;;
8856;Women;Background: unknown;1841;;;;;;;;;;;;;;;;;;
8857;Women;Background: unknown;1842;;;;;;;;;;;;;;;;;;
8858;Women;Background: unknown;1843;;;;;;;;;;;;;;;;;;
8859;Women;Background: unknown;1844;;;;;;;;;;;;;;;;;;
8860;Women;Background: unknown;1845;;;;;;;;;;;;;;;;;;
8861;Women;Background: unknown;1846;;;;;;;;;;;;;;;;;;
8862;Women;Background: unknown;1847;;;;;;;;;;;;;;;;;;
8863;Women;Background: unknown;1848;;;;;;;;;;;;;;;;;;
8864;Women;Background: unknown;1849;;;;;;;;;;;;;;;;;;
8865;Women;Background: unknown;1850;;;;;;;;;;;;;;;;;;
8866;Women;Background: unknown;1851;;;;;;;;;;;;;;;;;;
8867;Women;Background: unknown;1852;;;;;;;;;;;;;;;;;;
8868;Women;Background: unknown;1853;;;;;;;;;;;;;;;;;;
8869;Women;Background: unknown;1854;;;;;;;;;;;;;;;;;;
8870;Women;Background: unknown;1855;;;;;;;;;;;;;;;;;;
8871;Women;Background: unknown;1856;;;;;;;;;;;;;;;;;;
8872;Women;Background: unknown;1857;;;;;;;;;;;;;;;;;;
8873;Women;Background: unknown;1858;;;;;;;;;;;;;;;;;;
8874;Women;Background: unknown;1859;;;;;;;;;;;;;;;;;;
8875;Women;Background: unknown;1860;;;;;;;;;;;;;;;;;;
8876;Women;Background: unknown;1861;;;;;;;;;;;;;;;;;;
8877;Women;Background: unknown;1862;;;;;;;;;;;;;;;;;;
8878;Women;Background: unknown;1863;;;;;;;;;;;;;;;;;;
8879;Women;Background: unknown;1864;;;;;;;;;;;;;;;;;;
8880;Women;Background: unknown;1865;;;;;;;;;;;;;;;;;;
8881;Women;Background: unknown;1866;;;;;;;;;;;;;;;;;;
8882;Women;Background: unknown;1867;;;;;;;;;;;;;;;;;;
8883;Women;Background: unknown;1868;;;;;;;;;;;;;;;;;;
8884;Women;Background: unknown;1869;;;;;;;;;;;;;;;;;;
8885;Women;Background: unknown;1870;;;;;;;;;;;;;;;;;;
8886;Women;Background: unknown;1871;;;;;;;;;;;;;;;;;;
8887;Women;Background: unknown;1872;;;;;;;;;;;;;;;;;;
8888;Women;Background: unknown;1873;;;;;;;;;;;;;;;;;;
8889;Women;Background: unknown;1874;;;;;;;;;;;;;;;;;;
8890;Women;Background: unknown;1875;;;;;;;;;;;;;;;;;;
8891;Women;Background: unknown;1876;;;;;;;;;;;;;;;;;;
8892;Women;Background: unknown;1877;;;;;;;;;;;;;;;;;;
8893;Women;Background: unknown;1878;;;;;;;;;;;;;;;;;;
8894;Women;Background: unknown;1879;;;;;;;;;;;;;;;;;;
8895;Women;Background: unknown;1880;;;;;;;;;;;;;;;;;;
8896;Women;Background: unknown;1881;;;;;;;;;;;;;;;;;;
8897;Women;Background: unknown;1882;;;;;;;;;;;;;;;;;;
8898;Women;Background: unknown;1883;;;;;;;;;;;;;;;;;;
8899;Women;Background: unknown;1884;;;;;;;;;;;;;;;;;;
8900;Women;Background: unknown;1885;;;;;;;;;;;;;;;;;;
8901;Women;Background: unknown;1886;;;;;;;;;;;;;;;;;;
8902;Women;Background: unknown;1887;;;;;;;;;;;;;;;;;;
8903;Women;Background: unknown;1888;;;;;;;;;;;;;;;;;;
8904;Women;Background: unknown;1889;;;;;;;;;;;;;;;;;;
8905;Women;Background: unknown;1890;;;;;;;;;;;;;;;;;;
8906;Women;Background: unknown;1891;;;;;;;;;;;;;;;;;;
8907;Women;Background: unknown;1892;;;;;;;;;;;;;;;;;;
8908;Women;Background: unknown;1893;;;;;;;;;;;;;;;;;;
8909;Women;Background: unknown;1894;;;;;;;;;;;;;;;;;;
8910;Women;Background: unknown;1895;;;;;;;;;;;;;;;;;;
8911;Women;Background: unknown;1896;;;;;;;;;;;;;;;;;;
8912;Women;Background: unknown;1897;;;;;;;;;;;;;;;;;;
8913;Women;Background: unknown;1898;;;;;;;;;;;;;;;;;;
8914;Women;Background: unknown;1899;;;;;;;;;;;;;;;;;;
8915;Women;Background: unknown;1900;;;;;;;;;;;;;;;;;;
8916;Women;Background: unknown;1901;;;;;;;;;;;;;;;;;;
8917;Women;Background: unknown;1902;;;;;;;;;;;;;;;;;;
8918;Women;Background: unknown;1903;;;;;;;;;;;;;;;;;;
8919;Women;Background: unknown;1904;;;;;;;;;;;;;;;;;;
8920;Women;Background: unknown;1905;;;;;;;;;;;;;;;;;;
8921;Women;Background: unknown;1906;;;;;;;;;;;;;;;;;;
8922;Women;Background: unknown;1907;;;;;;;;;;;;;;;;;;
8923;Women;Background: unknown;1908;;;;;;;;;;;;;;;;;;
8924;Women;Background: unknown;1909;;;;;;;;;;;;;;;;;;
8925;Women;Background: unknown;1910;;;;;;;;;;;;;;;;;;
8926;Women;Background: unknown;1911;;;;;;;;;;;;;;;;;;
8927;Women;Background: unknown;1912;;;;;;;;;;;;;;;;;;
8928;Women;Background: unknown;1913;;;;;;;;;;;;;;;;;;
8929;Women;Background: unknown;1914;;;;;;;;;;;;;;;;;;
8930;Women;Background: unknown;1915;;;;;;;;;;;;;;;;;;
8931;Women;Background: unknown;1916;;;;;;;;;;;;;;;;;;
8932;Women;Background: unknown;1917;;;;;;;;;;;;;;;;;;
8933;Women;Background: unknown;1918;;;;;;;;;;;;;;;;;;
8934;Women;Background: unknown;1919;;;;;;;;;;;;;;;;;;
8935;Women;Background: unknown;1920;;;;;;;;;;;;;;;;;;
8936;Women;Background: unknown;1921;;;;;;;;;;;;;;;;;;
8937;Women;Background: unknown;1922;;;;;;;;;;;;;;;;;;
8938;Women;Background: unknown;1923;;;;;;;;;;;;;;;;;;
8939;Women;Background: unknown;1924;;;;;;;;;;;;;;;;;;
8940;Women;Background: unknown;1925;;;;;;;;;;;;;;;;;;
8941;Women;Background: unknown;1926;;;;;;;;;;;;;;;;;;
8942;Women;Background: unknown;1927;;;;;;;;;;;;;;;;;;
8943;Women;Background: unknown;1928;;;;;;;;;;;;;;;;;;
8944;Women;Background: unknown;1929;;;;;;;;;;;;;;;;;;
8945;Women;Background: unknown;1930;;;;;;;;;;;;;;;;;;
8946;Women;Background: unknown;1931;;;;;;;;;;;;;;;;;;
8947;Women;Background: unknown;1932;;;;;;;;;;;;;;;;;;
8948;Women;Background: unknown;1933;;;;;;;;;;;;;;;;;;
8949;Women;Background: unknown;1934;;;;;;;;;;;;;;;;;;
8950;Women;Background: unknown;1935;;;;;;;;;;;;;;;;;;
8951;Women;Background: unknown;1936;;;;;;;;;;;;;;;;;;
8952;Women;Background: unknown;1937;;;;;;;;;;;;;;;;;;
8953;Women;Background: unknown;1938;;;;;;;;;;;;;;;;;;
8954;Women;Background: unknown;1939;;;;;;;;;;;;;;;;;;
8955;Women;Background: unknown;1940;;;;;;;;;;;;;;;;;;
8956;Women;Background: unknown;1941;;;;;;;;;;;;;;;;;;
8957;Women;Background: unknown;1942;;;;;;;;;;;;;;;;;;
8958;Women;Background: unknown;1943;;;;;;;;;;;;;;;;;;
8959;Women;Background: unknown;1944;;;;;;;;;;;;;;;;;;
8960;Women;Background: unknown;1945;;;;;;;;;;;;;;;;;;
8961;Women;Background: unknown;1946;;;;;;;;;;;;;;;;;;
8962;Women;Background: unknown;1947;;;;;;;;;;;;;;;;;;
8963;Women;Background: unknown;1948;;;;;;;;;;;;;;;;;;
8964;Women;Background: unknown;1949;;;;;;;;;;;;;;;;;;
8965;Women;Background: unknown;1950;;;;;;;;;;;;;;;;;;
8966;Women;Background: unknown;1951;;;;;;;;;;;;;;;;;;
8967;Women;Background: unknown;1952;;;;;;;;;;;;;;;;;;
8968;Women;Background: unknown;1953;;;;;;;;;;;;;;;;;;
8969;Women;Background: unknown;1954;;;;;;;;;;;;;;;;;;
8970;Women;Background: unknown;1955;;;;;;;;;;;;;;;;;;
8971;Women;Background: unknown;1956;;;;;;;;;;;;;;;;;;
8972;Women;Background: unknown;1957;;;;;;;;;;;;;;;;;;
8973;Women;Background: unknown;1958;;;;;;;;;;;;;;;;;;
8974;Women;Background: unknown;1959;;;;;;;;;;;;;;;;;;
8975;Women;Background: unknown;1960;;;;;;;;;;;;;;;;;;
8976;Women;Background: unknown;1961;;;;;;;;;;;;;;;;;;
8977;Women;Background: unknown;1962;;;;;;;;;;;;;;;;;;
8978;Women;Background: unknown;1963;;;;;;;;;;;;;;;;;;
8979;Women;Background: unknown;1964;;;;;;;;;;;;;;;;;;
8980;Women;Background: unknown;1965;;;;;;;;;;;;;;;;;;
8981;Women;Background: unknown;1966;;;;;;;;;;;;;;;;;;
8982;Women;Background: unknown;1967;;;;;;;;;;;;;;;;;;
