ID;Zorgtype;Zorgaanbieders;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
2179;R&D;BZW: Gezinshuishoudingen;2022;0
2180;R&D;BZW: Gezinshuishoudingen;2023;0
2181;R&D;BZW: Buitenlandse aanb. zorg en welzijn;2021;0
2182;R&D;BZW: Buitenlandse aanb. zorg en welzijn;2022;0
2183;R&D;BZW: Buitenlandse aanb. zorg en welzijn;2023;0
2184;R&D;BZW: Beleids- en beheerorganisaties;2021;0
2185;R&D;BZW: Beleids- en beheerorganisaties;2022;0
2186;R&D;BZW: Beleids- en beheerorganisaties;2023;0
2187;Beleid en beheer;Totaal aanbieders zorg en welzijn;2021;3677
2188;Beleid en beheer;Totaal aanbieders zorg en welzijn;2022;3758
2189;Beleid en beheer;Totaal aanbieders zorg en welzijn;2023;3825
2190;Beleid en beheer;GLZ: Totaal aanb. gezondh., langd. zorg;2021;25
2191;Beleid en beheer;GLZ: Totaal aanb. gezondh., langd. zorg;2022;23
2192;Beleid en beheer;GLZ: Totaal aanb. gezondh., langd. zorg;2023;24
2193;Beleid en beheer;GLZ: Aanb. medisch specialistische zorg;2021;0
2194;Beleid en beheer;GLZ: Aanb. medisch specialistische zorg;2022;0
2195;Beleid en beheer;GLZ: Aanb. medisch specialistische zorg;2023;0
2196;Beleid en beheer;GLZMS: Algemene ziekenhuizen;2021;0
2197;Beleid en beheer;GLZMS: Algemene ziekenhuizen;2022;0
2198;Beleid en beheer;GLZMS: Algemene ziekenhuizen;2023;0
2199;Beleid en beheer;GLZMS: UMC's;2021;0
2200;Beleid en beheer;GLZMS: UMC's;2022;0
2201;Beleid en beheer;GLZMS: UMC's;2023;0
2202;Beleid en beheer;GLZMS: Overige aanb. med. spec. zorg;2021;0
2203;Beleid en beheer;GLZMS: Overige aanb. med. spec. zorg;2022;0
2204;Beleid en beheer;GLZMS: Overige aanb. med. spec. zorg;2023;0
2205;Beleid en beheer;GLZ: Aanb. geestelijke gezondheidszorg;2021;0
2206;Beleid en beheer;GLZ: Aanb. geestelijke gezondheidszorg;2022;0
2207;Beleid en beheer;GLZ: Aanb. geestelijke gezondheidszorg;2023;0
2208;Beleid en beheer;GLZ: Huisartsenpraktijken,gezondh.centra;2021;0
2209;Beleid en beheer;GLZ: Huisartsenpraktijken,gezondh.centra;2022;0
2210;Beleid en beheer;GLZ: Huisartsenpraktijken,gezondh.centra;2023;0
2211;Beleid en beheer;GLZ: Tandartsenpraktijken;2021;0
2212;Beleid en beheer;GLZ: Tandartsenpraktijken;2022;0
2213;Beleid en beheer;GLZ: Tandartsenpraktijken;2023;0
2214;Beleid en beheer;GLZ: Paramedische, verlosk. praktijken;2021;0
2215;Beleid en beheer;GLZ: Paramedische, verlosk. praktijken;2022;0
2216;Beleid en beheer;GLZ: Paramedische, verlosk. praktijken;2023;0
2217;Beleid en beheer;GLZ: Aanb. verpleging, verzorg., kraam;2021;0
2218;Beleid en beheer;GLZ: Aanb. verpleging, verzorg., kraam;2022;0
2219;Beleid en beheer;GLZ: Aanb. verpleging, verzorg., kraam;2023;0
2220;Beleid en beheer;GLZ: Aanbieders gehandicaptenzorg;2021;0
2221;Beleid en beheer;GLZ: Aanbieders gehandicaptenzorg;2022;0
2222;Beleid en beheer;GLZ: Aanbieders gehandicaptenzorg;2023;0
2223;Beleid en beheer;GLZ: Aanb. preventie,publieke gezondheid;2021;25
2224;Beleid en beheer;GLZ: Aanb. preventie,publieke gezondheid;2022;23
2225;Beleid en beheer;GLZ: Aanb. preventie,publieke gezondheid;2023;24
2226;Beleid en beheer;GLZ: Aanb. ondersteunende diensten;2021;0
2227;Beleid en beheer;GLZ: Aanb. ondersteunende diensten;2022;0
2228;Beleid en beheer;GLZ: Aanb. ondersteunende diensten;2023;0
2229;Beleid en beheer;GLZ: Aanb. overige diensten gezondheid;2021;0
2230;Beleid en beheer;GLZ: Aanb. overige diensten gezondheid;2022;0
2231;Beleid en beheer;GLZ: Aanb. overige diensten gezondheid;2023;0
2232;Beleid en beheer;WJK: Totaal aanbieders WJK;2021;0
2233;Beleid en beheer;WJK: Totaal aanbieders WJK;2022;0
2234;Beleid en beheer;WJK: Totaal aanbieders WJK;2023;0
2235;Beleid en beheer;WJK: Aanbieders kinderopvang;2021;0
2236;Beleid en beheer;WJK: Aanbieders kinderopvang;2022;0
2237;Beleid en beheer;WJK: Aanbieders kinderopvang;2023;0
2238;Beleid en beheer;WJK: Aanbieders jeugdzorg;2021;0
2239;Beleid en beheer;WJK: Aanbieders jeugdzorg;2022;0
2240;Beleid en beheer;WJK: Aanbieders jeugdzorg;2023;0
2241;Beleid en beheer;WJK: Aanbieders maatschappelijke opvang;2021;0
2242;Beleid en beheer;WJK: Aanbieders maatschappelijke opvang;2022;0
2243;Beleid en beheer;WJK: Aanbieders maatschappelijke opvang;2023;0
2244;Beleid en beheer;WJK: Aanb. sociaal werk, overig welzijn;2021;0
2245;Beleid en beheer;WJK: Aanb. sociaal werk, overig welzijn;2022;0
2246;Beleid en beheer;WJK: Aanb. sociaal werk, overig welzijn;2023;0
2247;Beleid en beheer;BZW: Aanb. buiten sector zorg en welzijn;2021;3653
2248;Beleid en beheer;BZW: Aanb. buiten sector zorg en welzijn;2022;3735
2249;Beleid en beheer;BZW: Aanb. buiten sector zorg en welzijn;2023;3801
2250;Beleid en beheer;BZW: Apotheken;2021;0
2251;Beleid en beheer;BZW: Apotheken;2022;0
2252;Beleid en beheer;BZW: Apotheken;2023;0
2253;Beleid en beheer;BZW: Aanbieders van hulpmiddelen;2021;0
2254;Beleid en beheer;BZW: Aanbieders van hulpmiddelen;2022;0
2255;Beleid en beheer;BZW: Aanbieders van hulpmiddelen;2023;0
2256;Beleid en beheer;BZW: Aanb. zorg als nevenactiviteit;2021;0
2257;Beleid en beheer;BZW: Aanb. zorg als nevenactiviteit;2022;0
2258;Beleid en beheer;BZW: Aanb. zorg als nevenactiviteit;2023;0
2259;Beleid en beheer;BZW: Gezinshuishoudingen;2021;0
2260;Beleid en beheer;BZW: Gezinshuishoudingen;2022;0
2261;Beleid en beheer;BZW: Gezinshuishoudingen;2023;0
2262;Beleid en beheer;BZW: Buitenlandse aanb. zorg en welzijn;2021;0
2263;Beleid en beheer;BZW: Buitenlandse aanb. zorg en welzijn;2022;0
2264;Beleid en beheer;BZW: Buitenlandse aanb. zorg en welzijn;2023;0
2265;Beleid en beheer;BZW: Beleids- en beheerorganisaties;2021;3653
2266;Beleid en beheer;BZW: Beleids- en beheerorganisaties;2022;3735
2267;Beleid en beheer;BZW: Beleids- en beheerorganisaties;2023;3801
