ID;Sex;Age;Origin;MedicineGroupATC;Periods;PersonsWithDispensedMedicines_1;PersonsWithMedicinesRelative_2;DefinedDailyDosesDDD_3;DefinedDailyDosesDDDRelative_4
5848;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01F Mydriatics and cycloplegics;2020;4660.0;0.23;0.0;0.0
5849;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01F Mydriatics and cycloplegics;2021;5775.0;0.28;0.0;0.0
5850;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01F Mydriatics and cycloplegics;2022;6855.0;0.33;0.0;0.0
5851;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01F Mydriatics and cycloplegics;2023;7535.0;0.36;0.0;0.0
5852;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01G Decongestants and antiallergics;2020;45775.0;2.27;0.0;0.0
5853;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01G Decongestants and antiallergics;2021;48715.0;2.38;0.0;0.0
5854;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01G Decongestants and antiallergics;2022;40250.0;1.93;0.0;0.0
5855;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01G Decongestants and antiallergics;2023;45500.0;2.15;0.0;0.0
5856;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01H Local anesthetics;2020;0.0;0.0;0.0;0.0
5857;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01H Local anesthetics;2021;0.0;0.0;0.0;0.0
5858;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01H Local anesthetics;2022;0.0;0.0;0.0;0.0
5859;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01H Local anesthetics;2023;0.0;0.0;0.0;0.0
5860;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01J Diagnostic agents;2020;0.0;0.0;0.0;0.0
5861;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01J Diagnostic agents;2021;0.0;0.0;0.0;0.0
5862;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01J Diagnostic agents;2022;0.0;0.0;0.0;0.0
5863;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01J Diagnostic agents;2023;0.0;0.0;0.0;0.0
5864;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01K Surgical aids;2020;0.0;0.0;0.0;0.0
5865;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01K Surgical aids;2021;0.0;0.0;0.0;0.0
5866;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01K Surgical aids;2022;10.0;0.0;0.0;0.0
5867;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01K Surgical aids;2023;10.0;0.0;0.0;0.0
5868;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01L Ocular vascular disorder agents;2020;0.0;0.0;0.0;0.0
5869;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01L Ocular vascular disorder agents;2021;0.0;0.0;0.0;0.0
5870;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01L Ocular vascular disorder agents;2022;0.0;0.0;0.0;0.0
5871;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01L Ocular vascular disorder agents;2023;0.0;0.0;0.0;0.0
5872;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01X Other ophthalmologicals;2020;53275.0;2.64;0.0;0.0
5873;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01X Other ophthalmologicals;2021;57550.0;2.81;0.0;0.0
5874;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01X Other ophthalmologicals;2022;60110.0;2.89;0.0;0.0
5875;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01X Other ophthalmologicals;2023;63335.0;3.0;0.0;0.0
5876;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02 Otologicals;2020;42370.0;2.1;0.0;0.0
5877;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02 Otologicals;2021;46575.0;2.27;0.0;0.0
5878;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02 Otologicals;2022;53290.0;2.56;0.0;0.0
5879;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02 Otologicals;2023;53970.0;2.56;0.0;0.0
5880;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02A Antiinfectives;2020;5855.0;0.29;0.0;0.0
5881;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02A Antiinfectives;2021;5445.0;0.27;0.0;0.0
5882;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02A Antiinfectives;2022;6005.0;0.29;0.0;0.0
5883;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02A Antiinfectives;2023;6875.0;0.33;0.0;0.0
5884;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02B Corticosteroids;2020;0.0;0.0;0.0;0.0
5885;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02B Corticosteroids;2021;0.0;0.0;0.0;0.0
5886;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02B Corticosteroids;2022;0.0;0.0;0.0;0.0
5887;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02B Corticosteroids;2023;0.0;0.0;0.0;0.0
5888;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02C Corticosteroids/antiinfectives comb;2020;38510.0;1.91;0.0;0.0
5889;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02C Corticosteroids/antiinfectives comb;2021;43105.0;2.1;0.0;0.0
5890;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02C Corticosteroids/antiinfectives comb;2022;49385.0;2.37;0.0;0.0
5891;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02C Corticosteroids/antiinfectives comb;2023;49700.0;2.35;0.0;0.0
5892;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02D Other otologicals;2020;0.0;0.0;0.0;0.0
5893;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02D Other otologicals;2021;0.0;0.0;0.0;0.0
5894;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02D Other otologicals;2022;0.0;0.0;0.0;0.0
5895;Total male and female;10000;Origin: born in NL, parent(s) abroad;S02D Other otologicals;2023;0.0;0.0;0.0;0.0
5896;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03 Ophthalmological/otological prepar.;2020;0.0;0.0;0.0;0.0
5897;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03 Ophthalmological/otological prepar.;2021;0.0;0.0;0.0;0.0
5898;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03 Ophthalmological/otological prepar.;2022;0.0;0.0;0.0;0.0
5899;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03 Ophthalmological/otological prepar.;2023;0.0;0.0;0.0;0.0
5900;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03A Antiinfectives;2020;0.0;0.0;0.0;0.0
5901;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03A Antiinfectives;2021;0.0;0.0;0.0;0.0
5902;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03A Antiinfectives;2022;0.0;0.0;0.0;0.0
5903;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03A Antiinfectives;2023;0.0;0.0;0.0;0.0
5904;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03B Corticosteroids;2020;0.0;0.0;0.0;0.0
5905;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03B Corticosteroids;2021;0.0;0.0;0.0;0.0
5906;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03B Corticosteroids;2022;0.0;0.0;0.0;0.0
5907;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03B Corticosteroids;2023;0.0;0.0;0.0;0.0
5908;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03C Corticosteroids/antiinfectives comb;2020;0.0;0.0;0.0;0.0
5909;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03C Corticosteroids/antiinfectives comb;2021;0.0;0.0;0.0;0.0
5910;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03C Corticosteroids/antiinfectives comb;2022;0.0;0.0;0.0;0.0
5911;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03C Corticosteroids/antiinfectives comb;2023;0.0;0.0;0.0;0.0
5912;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03D Oth.ophthalmological/otological pr.;2020;0.0;0.0;0.0;0.0
5913;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03D Oth.ophthalmological/otological pr.;2021;0.0;0.0;0.0;0.0
5914;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03D Oth.ophthalmological/otological pr.;2022;0.0;0.0;0.0;0.0
5915;Total male and female;10000;Origin: born in NL, parent(s) abroad;S03D Oth.ophthalmological/otological pr.;2023;0.0;0.0;0.0;0.0
5916;Total male and female;10000;Origin: born in NL, parent(s) abroad;V Various;2020;3925.0;0.19;157.0;78.0
5917;Total male and female;10000;Origin: born in NL, parent(s) abroad;V Various;2021;4315.0;0.21;162.0;79.0
5918;Total male and female;10000;Origin: born in NL, parent(s) abroad;V Various;2022;4600.0;0.22;168.0;81.0
5919;Total male and female;10000;Origin: born in NL, parent(s) abroad;V Various;2023;4705.0;0.22;172.0;82.0
5920;Total male and female;10000;Origin: born in NL, parent(s) abroad;V01 Allergens;2020;2250.0;0.11;0.0;0.0
5921;Total male and female;10000;Origin: born in NL, parent(s) abroad;V01 Allergens;2021;2630.0;0.13;0.0;0.0
5922;Total male and female;10000;Origin: born in NL, parent(s) abroad;V01 Allergens;2022;2630.0;0.13;0.0;0.0
5923;Total male and female;10000;Origin: born in NL, parent(s) abroad;V01 Allergens;2023;2820.0;0.13;0.0;0.0
5924;Total male and female;10000;Origin: born in NL, parent(s) abroad;V01A Allergens;2020;2250.0;0.11;0.0;0.0
5925;Total male and female;10000;Origin: born in NL, parent(s) abroad;V01A Allergens;2021;2630.0;0.13;0.0;0.0
5926;Total male and female;10000;Origin: born in NL, parent(s) abroad;V01A Allergens;2022;2630.0;0.13;0.0;0.0
5927;Total male and female;10000;Origin: born in NL, parent(s) abroad;V01A Allergens;2023;2820.0;0.13;0.0;0.0
5928;Total male and female;10000;Origin: born in NL, parent(s) abroad;V03 All other therapeutic products;2020;1150.0;0.06;157.0;78.0
5929;Total male and female;10000;Origin: born in NL, parent(s) abroad;V03 All other therapeutic products;2021;1195.0;0.06;162.0;79.0
5930;Total male and female;10000;Origin: born in NL, parent(s) abroad;V03 All other therapeutic products;2022;1215.0;0.06;168.0;81.0
5931;Total male and female;10000;Origin: born in NL, parent(s) abroad;V03 All other therapeutic products;2023;1230.0;0.06;172.0;82.0
5932;Total male and female;10000;Origin: born in NL, parent(s) abroad;V03A All other therapeutic products;2020;1150.0;0.06;157.0;78.0
5933;Total male and female;10000;Origin: born in NL, parent(s) abroad;V03A All other therapeutic products;2021;1195.0;0.06;162.0;79.0
5934;Total male and female;10000;Origin: born in NL, parent(s) abroad;V03A All other therapeutic products;2022;1215.0;0.06;168.0;81.0
5935;Total male and female;10000;Origin: born in NL, parent(s) abroad;V03A All other therapeutic products;2023;1230.0;0.06;172.0;82.0
5936;Total male and female;10000;Origin: born in NL, parent(s) abroad;V04 Diagnostic agents;2020;50.0;0.0;0.0;0.0
5937;Total male and female;10000;Origin: born in NL, parent(s) abroad;V04 Diagnostic agents;2021;65.0;0.0;0.0;0.0
5938;Total male and female;10000;Origin: born in NL, parent(s) abroad;V04 Diagnostic agents;2022;60.0;0.0;0.0;0.0
5939;Total male and female;10000;Origin: born in NL, parent(s) abroad;V04 Diagnostic agents;2023;45.0;0.0;0.0;0.0
5940;Total male and female;10000;Origin: born in NL, parent(s) abroad;V04B Urine tests;2020;0.0;0.0;0.0;0.0
5941;Total male and female;10000;Origin: born in NL, parent(s) abroad;V04B Urine tests;2021;0.0;0.0;0.0;0.0
5942;Total male and female;10000;Origin: born in NL, parent(s) abroad;V04B Urine tests;2022;0.0;0.0;0.0;0.0
5943;Total male and female;10000;Origin: born in NL, parent(s) abroad;V04B Urine tests;2023;0.0;0.0;0.0;0.0
5944;Total male and female;10000;Origin: born in NL, parent(s) abroad;V04C Other diagnostic agents;2020;50.0;0.0;0.0;0.0
5945;Total male and female;10000;Origin: born in NL, parent(s) abroad;V04C Other diagnostic agents;2021;65.0;0.0;0.0;0.0
5946;Total male and female;10000;Origin: born in NL, parent(s) abroad;V04C Other diagnostic agents;2022;60.0;0.0;0.0;0.0
5947;Total male and female;10000;Origin: born in NL, parent(s) abroad;V04C Other diagnostic agents;2023;45.0;0.0;0.0;0.0
5948;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06 General nutrients;2020;0.0;0.0;0.0;0.0
5949;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06 General nutrients;2021;0.0;0.0;0.0;0.0
5950;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06 General nutrients;2022;0.0;0.0;0.0;0.0
5951;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06 General nutrients;2023;5.0;0.0;0.0;0.0
5952;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06A Obesity treatment diet formulations;2020;0.0;0.0;0.0;0.0
5953;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06A Obesity treatment diet formulations;2021;0.0;0.0;0.0;0.0
5954;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06A Obesity treatment diet formulations;2022;0.0;0.0;0.0;0.0
5955;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06A Obesity treatment diet formulations;2023;0.0;0.0;0.0;0.0
5956;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06B Protein supplements;2020;0.0;0.0;0.0;0.0
5957;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06B Protein supplements;2021;0.0;0.0;0.0;0.0
5958;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06B Protein supplements;2022;0.0;0.0;0.0;0.0
5959;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06B Protein supplements;2023;0.0;0.0;0.0;0.0
5960;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06C Infant formulas;2020;0.0;0.0;0.0;0.0
5961;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06C Infant formulas;2021;0.0;0.0;0.0;0.0
5962;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06C Infant formulas;2022;0.0;0.0;0.0;0.0
5963;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06C Infant formulas;2023;0.0;0.0;0.0;0.0
5964;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06D Other nutrients;2020;0.0;0.0;0.0;0.0
5965;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06D Other nutrients;2021;0.0;0.0;0.0;0.0
5966;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06D Other nutrients;2022;0.0;0.0;0.0;0.0
5967;Total male and female;10000;Origin: born in NL, parent(s) abroad;V06D Other nutrients;2023;5.0;0.0;0.0;0.0
5968;Total male and female;10000;Origin: born in NL, parent(s) abroad;V07 All other non-therapeutic products;2020;525.0;0.03;0.0;0.0
5969;Total male and female;10000;Origin: born in NL, parent(s) abroad;V07 All other non-therapeutic products;2021;485.0;0.02;0.0;0.0
5970;Total male and female;10000;Origin: born in NL, parent(s) abroad;V07 All other non-therapeutic products;2022;760.0;0.04;0.0;0.0
5971;Total male and female;10000;Origin: born in NL, parent(s) abroad;V07 All other non-therapeutic products;2023;665.0;0.03;0.0;0.0
5972;Total male and female;10000;Origin: born in NL, parent(s) abroad;V07A All other non-therapeutic products;2020;525.0;0.03;0.0;0.0
5973;Total male and female;10000;Origin: born in NL, parent(s) abroad;V07A All other non-therapeutic products;2021;485.0;0.02;0.0;0.0
5974;Total male and female;10000;Origin: born in NL, parent(s) abroad;V07A All other non-therapeutic products;2022;760.0;0.04;0.0;0.0
5975;Total male and female;10000;Origin: born in NL, parent(s) abroad;V07A All other non-therapeutic products;2023;665.0;0.03;0.0;0.0
5976;Total male and female;10000;Origin: born in NL, parent(s) abroad;V08 Contrast media;2020;0.0;0.0;0.0;0.0
5977;Total male and female;10000;Origin: born in NL, parent(s) abroad;V08 Contrast media;2021;0.0;0.0;0.0;0.0
5978;Total male and female;10000;Origin: born in NL, parent(s) abroad;V08 Contrast media;2022;0.0;0.0;0.0;0.0
5979;Total male and female;10000;Origin: born in NL, parent(s) abroad;V08 Contrast media;2023;0.0;0.0;0.0;0.0
5980;Total male and female;10000;Origin: born in NL, parent(s) abroad;V08A X-ray contrast media, iodinated;2020;0.0;0.0;0.0;0.0
5981;Total male and female;10000;Origin: born in NL, parent(s) abroad;V08A X-ray contrast media, iodinated;2021;0.0;0.0;0.0;0.0
5982;Total male and female;10000;Origin: born in NL, parent(s) abroad;V08A X-ray contrast media, iodinated;2022;0.0;0.0;0.0;0.0
5983;Total male and female;10000;Origin: born in NL, parent(s) abroad;V08A X-ray contrast media, iodinated;2023;0.0;0.0;0.0;0.0
5984;Total male and female;10000;Origin: born in NL, parent(s) abroad;V08B X-ray contrast media, non-iodinated;2020;0.0;0.0;0.0;0.0
5985;Total male and female;10000;Origin: born in NL, parent(s) abroad;V08B X-ray contrast media, non-iodinated;2021;0.0;0.0;0.0;0.0
5986;Total male and female;10000;Origin: born in NL, parent(s) abroad;V08B X-ray contrast media, non-iodinated;2022;0.0;0.0;0.0;0.0
5987;Total male and female;10000;Origin: born in NL, parent(s) abroad;V08B X-ray contrast media, non-iodinated;2023;0.0;0.0;0.0;0.0
5988;Total male and female;10000;Origin: born in NL, parent(s) abroad;V08C Contrats media magnetic reson.imag.;2020;0.0;0.0;0.0;0.0
5989;Total male and female;10000;Origin: born in NL, parent(s) abroad;V08C Contrats media magnetic reson.imag.;2021;0.0;0.0;0.0;0.0
5990;Total male and female;10000;Origin: born in NL, parent(s) abroad;V08C Contrats media magnetic reson.imag.;2022;0.0;0.0;0.0;0.0
5991;Total male and female;10000;Origin: born in NL, parent(s) abroad;V08C Contrats media magnetic reson.imag.;2023;0.0;0.0;0.0;0.0
5992;Total male and female;10000;Origin: born in NL, parent(s) abroad;V08D Ultrasound contrast media;2020;0.0;0.0;0.0;0.0
