ID;Sex;Age;FormalEduation;Periods;LabourForceAndNotInTheLabourForce_1;LabourForce_2;EmployedLabourForce_3;Employee_4;PermanentEmployee_5;FlexibleEmployee_6;SelfEmployedPerson_7;SelfEmployedWithoutEmployees_8;SelfEmployedWithEmployees_9;ContributingFamilyWorker_10;ProfessionalStatusIsUnknown_11;PartTime_12;LessThan20WorkingHoursAWeek_13;LessThan12WorkingHoursAWeek_14;k_12To19WorkingHoursAWeek_15;k_20To34WorkingHoursAWeek_16;k_20To27WorkingHoursAWeek_17;k_28To34WorkingHoursAWeek_18;FullTime_19;UnemployedLabourForce_20;UnemploymentRate_21;NotInTheLabourForce_22;GrossLabourParticipationRate_23;NetLabourParticipationRate_24
2918;Male;15 years;Total;2020 4th quarter;99;53;40;39;3;36;1;1;0;0;0;39;39;37;1;1;1;0;0;13;24.9;46;53.4;40.1
2919;Male;15 years;Total;2020;100;53;40;40;3;37;1;1;0;0;0;40;38;36;2;2;1;1;0;13;24.0;47;53.3;40.5
2920;Male;15 years;Total;2021 1st quarter;98;45;38;37;1;36;1;0;0;0;0;37;37;33;3;0;0;0;1;7;15.9;53;45.7;38.4
2921;Male;15 years;Total;2021 2nd quarter;98;53;37;37;2;35;1;0;0;0;0;37;34;31;3;3;2;1;1;15;29.1;45;54.1;38.4
2922;Male;15 years;Total;2021 3rd quarter;98;56;46;45;2;43;1;0;0;0;0;45;43;37;6;2;2;0;1;10;17.5;42;56.9;46.9
2923;Male;15 years;Total;2021 4th quarter;98;62;48;48;3;45;0;0;0;0;0;48;48;42;5;0;0;0;1;14;22.4;36;63.5;49.3
2924;Male;15 years;Total;2021;98;54;42;42;2;40;1;0;0;0;0;42;40;36;4;1;1;0;1;12;21.4;44;55.0;43.2
2925;Male;15 years;Total;2022 1st quarter;98;64;49;49;4;44;1;0;0;1;0;49;49;45;3;0;0;0;0;15;23.4;34;65.4;50.1
2926;Male;15 years;Total;2022 2nd quarter;99;68;61;59;4;54;2;1;0;1;0;59;58;50;8;1;1;0;1;8;11.4;30;69.3;61.4
2927;Male;15 years;Total;2022 3rd quarter;98;74;62;60;5;56;1;0;0;1;0;60;57;48;8;3;2;1;2;12;16.8;24;75.8;63.1
2928;Male;15 years;Total;2022 4th quarter;98;66;59;58;7;51;1;0;0;1;0;58;58;52;5;1;1;0;1;6;9.9;32;66.9;60.3
2929;Male;15 years;Total;2022;98;68;58;56;5;51;1;0;0;1;0;57;55;49;6;1;1;0;1;10;15.4;30;69.4;58.7
2930;Male;15 years;Total;2023 1st quarter;98;64;53;53;6;46;1;0;0;0;0;53;52;46;6;2;1;0;0;10;16.4;34;65.4;54.7
2931;Male;15 years;Total;2023 2nd quarter;98;67;55;55;6;49;1;0;0;0;0;54;52;43;9;2;1;1;1;11;17.0;31;68.0;56.5
2932;Male;15 years;Total;2023 3rd quarter;99;74;65;64;4;60;1;0;0;0;0;63;58;50;8;5;4;1;1;9;12.2;26;73.9;64.9
2933;Male;15 years;Total;2023 4th quarter;100;65;56;55;2;53;0;0;0;0;0;55;54;49;5;1;0;0;1;10;14.5;35;65.2;55.8
2934;Male;15 years;Total;2023;99;67;57;57;5;52;1;0;0;0;0;56;54;47;7;2;2;1;1;10;14.9;31;68.2;58.0
2935;Male;15 years;Total;2024 1st quarter;101;71;62;60;3;57;1;1;0;1;0;61;61;55;5;1;1;0;0;9;13.2;29;70.8;61.4
2936;Male;15 years;Total;2024 2nd quarter;101;72;60;57;6;51;2;2;0;0;0;59;57;53;5;1;1;0;1;12;17.0;29;71.2;59.1
2937;Male;15 years;Total;2024 3rd quarter;101;72;59;58;4;54;1;1;0;0;0;59;57;51;6;2;1;1;1;13;17.7;29;71.4;58.8
2938;Male;15 years;Total;2024 4th quarter;101;69;59;58;5;53;1;1;0;1;0;59;57;52;5;1;1;0;0;10;14.0;32;68.3;58.7
2939;Male;15 years;Total;2024;101;71;60;58;5;54;2;1;0;1;0;59;58;53;5;1;1;0;1;11;15.5;30;70.4;59.5
2940;Male;15 years;In formal education;2013 1st quarter;97;44;30;28;3;26;1;1;0;0;0;30;29;28;1;0;0;0;0;15;33.2;53;45.7;30.5
2941;Male;15 years;In formal education;2013 2nd quarter;99;49;34;32;3;29;2;1;0;0;0;34;33;32;2;0;0;0;0;15;30.6;50;49.1;34.1
2942;Male;15 years;In formal education;2013 3rd quarter;100;54;34;33;3;29;1;1;0;0;0;33;31;28;3;3;2;1;1;20;36.4;46;53.7;34.1
2943;Male;15 years;In formal education;2013 4th quarter;101;51;31;30;2;28;1;1;0;0;0;31;31;30;1;0;0;0;0;20;39.1;50;50.6;30.8
2944;Male;15 years;In formal education;2013;99;49;32;31;2;28;1;1;0;0;0;32;31;30;1;1;1;0;0;17;35.0;50;49.8;32.4
2945;Male;15 years;In formal education;2014 1st quarter;101;50;35;34;2;32;1;1;0;0;0;35;34;33;1;0;0;0;0;15;30.3;51;49.2;34.3
2946;Male;15 years;In formal education;2014 2nd quarter;101;52;36;34;2;32;1;1;0;0;0;36;35;34;2;0;0;0;0;16;31.3;49;51.4;35.3
2947;Male;15 years;In formal education;2014 3rd quarter;102;52;36;35;3;33;1;1;0;1;0;35;34;31;2;1;1;0;1;16;30.5;50;51.3;35.6
2948;Male;15 years;In formal education;2014 4th quarter;102;51;32;31;3;29;1;1;0;0;0;32;32;31;1;0;0;0;0;19;37.0;51;50.3;31.7
2949;Male;15 years;In formal education;2014;102;51;35;34;2;31;1;1;0;0;0;34;34;32;2;1;0;0;0;17;32.3;50;50.6;34.2
2950;Male;15 years;In formal education;2015 1st quarter;102;47;32;30;3;28;1;1;0;0;0;32;31;31;1;0;0;0;0;16;33.2;55;46.1;30.8
2951;Male;15 years;In formal education;2015 2nd quarter;103;56;38;36;3;33;2;1;0;0;0;38;36;33;2;2;1;1;0;18;31.9;48;53.7;36.6
2952;Male;15 years;In formal education;2015 3rd quarter;104;56;40;39;2;37;2;1;0;0;0;39;36;33;3;3;2;1;1;16;28.8;47;54.4;38.7
2953;Male;15 years;In formal education;2015 4th quarter;104;55;40;39;2;37;1;1;0;0;0;40;40;38;2;0;0;0;0;15;27.9;49;53.2;38.4
2954;Male;15 years;In formal education;2015;103;54;37;36;2;34;1;1;0;0;0;37;36;34;2;1;1;1;0;16;30.3;50;51.9;36.1
2955;Male;15 years;In formal education;2016 1st quarter;104;52;34;32;2;30;2;1;0;0;0;34;34;32;2;0;0;0;0;18;34.2;52;49.7;32.7
2956;Male;15 years;In formal education;2016 2nd quarter;104;51;34;32;2;30;2;1;0;0;0;34;33;30;3;1;0;1;0;17;33.9;52;49.5;32.7
2957;Male;15 years;In formal education;2016 3rd quarter;103;53;36;35;2;33;1;1;0;0;0;35;34;32;2;2;2;0;1;17;31.7;50;51.7;35.3
2958;Male;15 years;In formal education;2016 4th quarter;104;53;37;35;3;32;2;2;0;0;0;37;37;35;1;0;0;0;0;16;30.6;50;51.5;35.7
2959;Male;15 years;In formal education;2016;103;52;35;34;2;31;2;1;0;0;0;35;34;32;2;1;0;0;0;17;32.6;51;50.6;34.1
2960;Male;15 years;In formal education;2017 1st quarter;103;52;38;36;3;33;2;2;0;0;0;38;38;36;2;0;0;0;0;14;26.5;51;50.1;36.8
2961;Male;15 years;In formal education;2017 2nd quarter;102;51;37;35;2;34;2;1;0;0;0;37;36;34;2;0;0;0;0;14;27.0;52;49.4;36.0
2962;Male;15 years;In formal education;2017 3rd quarter;103;57;44;44;2;42;1;0;0;0;0;44;43;39;4;1;1;0;1;13;22.3;46;55.6;43.2
2963;Male;15 years;In formal education;2017 4th quarter;102;54;40;39;3;36;1;1;0;0;0;40;40;37;2;1;1;0;0;14;25.6;48;52.8;39.3
2964;Male;15 years;In formal education;2017;103;53;40;39;2;36;1;1;0;0;0;40;39;36;3;1;0;0;0;13;25.3;49;52.0;38.8
2965;Male;15 years;In formal education;2018 1st quarter;102;54;42;41;3;38;1;1;0;0;0;42;41;38;3;1;1;0;0;12;22.3;48;52.8;41.0
2966;Male;15 years;In formal education;2018 2nd quarter;103;53;41;40;3;37;1;1;0;0;0;41;40;37;3;1;0;0;0;12;22.5;50;51.1;39.6
2967;Male;15 years;In formal education;2018 3rd quarter;102;58;45;45;2;42;0;0;0;0;0;44;43;39;4;1;0;1;1;12;21.7;44;56.5;44.3
2968;Male;15 years;In formal education;2018 4th quarter;103;56;46;46;2;43;1;1;0;0;0;46;46;42;4;1;0;0;0;10;17.6;46;54.9;45.3
2969;Male;15 years;In formal education;2018;102;55;44;43;3;40;1;1;0;0;0;43;42;39;3;1;0;0;0;12;21.0;47;53.8;42.5
2970;Male;15 years;In formal education;2019 1st quarter;103;57;44;42;2;40;1;1;0;0;0;44;43;41;2;0;0;0;0;13;23.1;46;55.2;42.4
2971;Male;15 years;In formal education;2019 2nd quarter;101;55;41;40;2;38;1;1;0;0;0;41;40;37;3;1;1;0;0;13;24.3;46;54.2;41.0
2972;Male;15 years;In formal education;2019 3rd quarter;101;57;46;45;3;42;1;1;0;0;0;46;43;38;4;3;3;0;1;10;18.4;44;56.4;46.0
2973;Male;15 years;In formal education;2019 4th quarter;100;58;43;42;3;39;1;1;0;0;0;43;42;41;1;1;1;0;0;15;26.0;42;58.1;43.0
2974;Male;15 years;In formal education;2019;101;57;44;42;3;40;1;1;0;0;0;43;42;39;3;1;1;0;0;13;23.0;45;55.9;43.1
2975;Male;15 years;In formal education;2020 1st quarter;99;55;44;44;3;41;1;1;0;0;0;44;44;43;1;0;0;0;0;11;19.6;44;55.5;44.6
2976;Male;15 years;In formal education;2020 2nd quarter;98;50;36;35;3;33;0;0;0;0;0;36;35;31;3;1;1;0;0;14;28.6;48;51.2;36.6
2977;Male;15 years;In formal education;2020 3rd quarter;98;53;41;40;2;38;1;1;0;0;0;40;36;32;4;5;3;2;1;12;23.3;45;54.4;41.7
2978;Male;15 years;In formal education;2020 4th quarter;98;52;39;38;3;36;1;1;0;0;0;39;39;37;1;0;0;0;0;13;25.1;45;53.7;40.2
2979;Male;15 years;In formal education;2020;98;53;40;39;3;37;1;1;0;0;0;40;38;36;2;2;1;1;0;13;24.0;46;53.7;40.8
2980;Male;15 years;In formal education;2021 1st quarter;98;45;38;37;1;36;1;0;0;0;0;37;37;33;3;0;0;0;1;7;15.6;53;45.8;38.6
2981;Male;15 years;In formal education;2021 2nd quarter;95;51;36;36;2;34;1;0;0;0;0;36;33;30;3;3;2;1;1;15;29.5;44;54.1;38.1
2982;Male;15 years;In formal education;2021 3rd quarter;96;54;44;43;2;42;1;0;0;0;0;43;41;36;5;2;2;0;1;10;18.0;42;56.5;46.3
2983;Male;15 years;In formal education;2021 4th quarter;97;62;48;48;3;45;0;0;0;0;0;47;47;42;5;0;0;0;1;14;22.5;35;63.6;49.3
2984;Male;15 years;In formal education;2021;96;53;42;41;2;39;1;0;0;0;0;41;39;35;4;1;1;0;1;11;21.6;43;55.0;43.1
2985;Male;15 years;In formal education;2022 1st quarter;97;64;49;48;4;44;1;0;0;1;0;49;48;45;3;0;0;0;0;15;23.2;34;65.5;50.3
2986;Male;15 years;In formal education;2022 2nd quarter;98;68;60;58;4;54;2;1;0;1;0;59;58;50;8;1;1;0;1;8;11.5;30;69.2;61.3
2987;Male;15 years;In formal education;2022 3rd quarter;96;72;60;58;5;53;1;0;0;1;0;58;55;46;8;3;2;1;2;12;17.3;23;75.4;62.4
2988;Male;15 years;In formal education;2022 4th quarter;94;63;57;56;7;49;1;0;0;1;0;56;55;50;5;1;1;0;1;6;10.3;31;67.3;60.4
2989;Male;15 years;In formal education;2022;96;67;56;55;5;50;1;0;0;1;0;55;54;48;6;1;1;0;1;10;15.6;29;69.4;58.6
2990;Male;15 years;In formal education;2023 1st quarter;96;63;53;52;6;46;1;0;0;0;0;53;51;46;6;2;1;0;0;10;16.5;33;65.7;54.9
2991;Male;15 years;In formal education;2023 2nd quarter;95;66;54;54;6;48;1;0;0;0;0;53;51;42;9;2;1;1;1;11;17.2;29;69.0;57.1
2992;Male;15 years;In formal education;2023 3rd quarter;99;73;64;63;4;59;1;0;0;0;0;63;58;50;8;5;4;1;1;9;12.2;26;73.8;64.8
2993;Male;15 years;In formal education;2023 4th quarter;99;64;55;54;2;52;0;0;0;0;0;54;53;48;5;1;0;0;1;10;14.8;35;65.1;55.5
2994;Male;15 years;In formal education;2023;97;67;57;56;5;51;1;0;0;0;0;56;53;47;7;2;2;1;1;10;15.1;31;68.4;58.1
2995;Male;15 years;In formal education;2024 1st quarter;99;70;61;59;3;56;1;1;0;1;0;60;59;54;5;1;1;0;0;9;13.5;29;70.8;61.3
2996;Male;15 years;In formal education;2024 2nd quarter;101;72;60;57;6;51;2;2;0;0;0;59;57;53;5;1;1;0;1;12;16.9;29;71.2;59.1
2997;Male;15 years;In formal education;2024 3rd quarter;100;71;58;57;4;53;1;1;0;0;0;58;56;50;6;2;1;1;1;13;17.8;29;71.4;58.7
2998;Male;15 years;In formal education;2024 4th quarter;99;67;58;57;5;52;1;1;0;1;0;58;56;51;5;1;1;0;0;10;14.1;31;68.2;58.6
2999;Male;15 years;In formal education;2024;100;70;59;58;5;53;2;1;0;1;0;59;57;52;5;1;1;0;1;11;15.6;29;70.4;59.4
3000;Male;15 years;Not in formal education;2013 1st quarter;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1;;
3001;Male;15 years;Not in formal education;2013 2nd quarter;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1;;
3002;Male;15 years;Not in formal education;2013 3rd quarter;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3003;Male;15 years;Not in formal education;2013 4th quarter;2;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;1;;
3004;Male;15 years;Not in formal education;2013;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3005;Male;15 years;Not in formal education;2014 1st quarter;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3006;Male;15 years;Not in formal education;2014 2nd quarter;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3007;Male;15 years;Not in formal education;2014 3rd quarter;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3008;Male;15 years;Not in formal education;2014 4th quarter;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3009;Male;15 years;Not in formal education;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3010;Male;15 years;Not in formal education;2015 1st quarter;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3011;Male;15 years;Not in formal education;2015 2nd quarter;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3012;Male;15 years;Not in formal education;2015 3rd quarter;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3013;Male;15 years;Not in formal education;2015 4th quarter;1;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;0;;
3014;Male;15 years;Not in formal education;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3015;Male;15 years;Not in formal education;2016 1st quarter;1;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;1;;
3016;Male;15 years;Not in formal education;2016 2nd quarter;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3017;Male;15 years;Not in formal education;2016 3rd quarter;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1;;
3018;Male;15 years;Not in formal education;2016 4th quarter;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3019;Male;15 years;Not in formal education;2016;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3020;Male;15 years;Not in formal education;2017 1st quarter;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3021;Male;15 years;Not in formal education;2017 2nd quarter;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3022;Male;15 years;Not in formal education;2017 3rd quarter;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3023;Male;15 years;Not in formal education;2017 4th quarter;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;;
3024;Male;15 years;Not in formal education;2017;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3025;Male;15 years;Not in formal education;2018 1st quarter;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;;
3026;Male;15 years;Not in formal education;2018 2nd quarter;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3027;Male;15 years;Not in formal education;2018 3rd quarter;2;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;1;;
3028;Male;15 years;Not in formal education;2018 4th quarter;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;;1;;
3029;Male;15 years;Not in formal education;2018;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3030;Male;15 years;Not in formal education;2019 1st quarter;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3031;Male;15 years;Not in formal education;2019 2nd quarter;2;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;1;;
3032;Male;15 years;Not in formal education;2019 3rd quarter;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3033;Male;15 years;Not in formal education;2019 4th quarter;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3034;Male;15 years;Not in formal education;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3035;Male;15 years;Not in formal education;2020 1st quarter;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3036;Male;15 years;Not in formal education;2020 2nd quarter;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3037;Male;15 years;Not in formal education;2020 3rd quarter;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3038;Male;15 years;Not in formal education;2020 4th quarter;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3039;Male;15 years;Not in formal education;2020;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3040;Male;15 years;Not in formal education;2021 1st quarter;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3041;Male;15 years;Not in formal education;2021 2nd quarter;3;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;1;;
3042;Male;15 years;Not in formal education;2021 3rd quarter;2;2;2;2;0;2;0;0;0;0;0;2;2;0;1;0;0;0;0;0;;1;;
3043;Male;15 years;Not in formal education;2021 4th quarter;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3044;Male;15 years;Not in formal education;2021;1;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;;1;;
3045;Male;15 years;Not in formal education;2022 1st quarter;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3046;Male;15 years;Not in formal education;2022 2nd quarter;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;;0;;
3047;Male;15 years;Not in formal education;2022 3rd quarter;2;2;2;2;0;2;0;0;0;0;0;2;2;2;0;0;0;0;0;0;;0;;
3048;Male;15 years;Not in formal education;2022 4th quarter;4;2;2;2;0;2;0;0;0;0;0;2;2;2;0;0;0;0;0;0;;2;;
3049;Male;15 years;Not in formal education;2022;2;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;1;;
3050;Male;15 years;Not in formal education;2023 1st quarter;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;
3051;Male;15 years;Not in formal education;2023 2nd quarter;3;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;2;;
3052;Male;15 years;Not in formal education;2023 3rd quarter;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3053;Male;15 years;Not in formal education;2023 4th quarter;1;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;0;;
3054;Male;15 years;Not in formal education;2023;1;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;1;;
3055;Male;15 years;Not in formal education;2024 1st quarter;2;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;1;;
3056;Male;15 years;Not in formal education;2024 2nd quarter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3057;Male;15 years;Not in formal education;2024 3rd quarter;1;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;0;;
3058;Male;15 years;Not in formal education;2024 4th quarter;2;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;1;;
3059;Male;15 years;Not in formal education;2024;1;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;0;;
3060;Male;16 years;Total;2013 1st quarter;99;64;51;50;6;44;1;1;0;0;0;51;49;44;5;2;1;1;1;13;19.8;35;64.3;51.6
3061;Male;16 years;Total;2013 2nd quarter;99;66;50;50;7;43;1;1;0;0;0;49;47;42;5;2;1;1;1;15;23.1;34;66.0;50.7
3062;Male;16 years;Total;2013 3rd quarter;99;65;52;51;5;46;1;1;0;0;0;48;42;35;7;5;4;2;4;13;19.8;35;64.9;52.1
3063;Male;16 years;Total;2013 4th quarter;99;67;54;52;6;46;1;1;0;0;0;52;50;46;4;2;1;1;1;14;20.6;32;67.9;53.9
3064;Male;16 years;Total;2013;99;65;52;51;6;45;1;1;0;0;0;50;47;42;5;3;2;1;2;14;20.9;34;65.8;52.1
3065;Male;16 years;Total;2014 1st quarter;100;62;47;46;6;40;1;1;0;0;0;47;46;42;3;1;0;0;0;15;24.8;37;62.5;47.0
3066;Male;16 years;Total;2014 2nd quarter;101;65;52;50;7;44;1;1;0;0;0;51;48;43;5;2;1;1;1;13;20.6;36;64.6;51.3
3067;Male;16 years;Total;2014 3rd quarter;101;70;55;53;7;46;1;1;0;0;0;52;49;44;5;2;1;1;3;15;21.9;31;69.1;54.0
3068;Male;16 years;Total;2014 4th quarter;102;63;52;49;8;42;2;1;0;1;0;51;49;43;5;2;1;1;1;11;18.0;39;61.6;50.5
3069;Male;16 years;Total;2014;101;65;51;50;7;43;1;1;0;0;0;50;48;43;5;2;1;1;1;14;21.3;36;64.4;50.7
3070;Male;16 years;Total;2015 1st quarter;103;67;55;53;7;46;2;1;0;0;0;55;53;50;3;2;1;1;0;12;17.4;36;65.0;53.7
3071;Male;16 years;Total;2015 2nd quarter;103;70;57;56;6;50;1;1;0;0;0;55;53;47;6;2;1;1;2;13;18.3;33;67.6;55.2
3072;Male;16 years;Total;2015 3rd quarter;103;73;60;59;6;53;1;1;0;0;0;57;52;45;7;5;3;2;3;13;17.9;30;71.1;58.4
3073;Male;16 years;Total;2015 4th quarter;103;69;57;56;6;50;1;1;0;0;0;56;53;47;6;4;2;2;1;12;17.6;34;67.2;55.4
3074;Male;16 years;Total;2015;103;70;57;56;6;50;1;1;0;0;0;56;53;47;6;3;2;1;1;12;17.8;33;67.7;55.7
3075;Male;16 years;Total;2016 1st quarter;104;72;60;59;5;54;1;1;0;0;0;60;58;52;6;1;1;0;1;12;16.2;32;69.5;58.3
3076;Male;16 years;Total;2016 2nd quarter;104;75;59;57;5;53;2;1;0;0;0;58;54;47;7;3;2;1;1;16;21.8;29;72.0;56.3
3077;Male;16 years;Total;2016 3rd quarter;105;72;61;60;4;56;1;1;0;0;0;57;51;44;7;6;3;3;5;10;14.5;33;68.2;58.4
3078;Male;16 years;Total;2016 4th quarter;106;71;62;60;5;55;2;1;0;1;0;61;58;53;5;3;1;2;1;9;13.1;34;67.5;58.7
3079;Male;16 years;Total;2016;105;73;61;59;5;54;2;1;0;0;0;59;55;49;6;3;2;2;2;12;16.5;32;69.3;57.9
3080;Male;16 years;Total;2017 1st quarter;106;67;57;56;4;51;2;2;0;0;0;56;53;48;5;3;1;2;1;10;14.9;39;63.6;54.1
3081;Male;16 years;Total;2017 2nd quarter;106;71;60;58;4;54;1;1;0;0;0;58;55;46;9;3;2;1;1;12;16.7;34;67.5;56.3
3082;Male;16 years;Total;2017 3rd quarter;105;72;61;60;3;57;1;1;0;0;0;58;52;42;10;5;3;2;3;11;15.4;33;68.7;58.1
3083;Male;16 years;Total;2017 4th quarter;105;70;59;58;4;54;1;1;0;0;0;58;56;47;9;2;1;1;0;12;16.5;35;66.7;55.8
3084;Male;16 years;Total;2017;106;70;59;58;4;54;1;1;0;0;0;58;54;46;8;4;2;2;2;11;15.9;35;66.6;56.1
3085;Male;16 years;Total;2018 1st quarter;105;71;62;61;5;56;1;1;0;0;0;62;60;52;8;2;1;1;0;9;12.7;34;67.8;59.2
3086;Male;16 years;Total;2018 2nd quarter;105;73;65;64;4;59;1;1;0;0;0;62;59;49;10;4;1;2;3;8;11.4;31;70.0;62.0
3087;Male;16 years;Total;2018 3rd quarter;105;74;64;64;4;59;0;0;0;0;0;60;57;45;12;4;3;1;4;10;14.1;30;71.0;61.0
3088;Male;16 years;Total;2018 4th quarter;105;73;65;64;6;58;1;1;0;0;0;64;61;52;9;3;2;1;1;7;10.3;32;69.5;62.3
3089;Male;16 years;Total;2018;105;73;64;63;5;58;1;1;0;0;0;62;59;50;10;3;2;1;2;9;12.1;32;69.6;61.1
3090;Male;16 years;Total;2019 1st quarter;105;69;64;63;6;57;1;1;0;0;0;64;60;51;9;4;2;2;1;5;7.6;35;66.3;61.2
3091;Male;16 years;Total;2019 2nd quarter;105;77;69;68;7;62;1;1;0;0;0;67;61;53;9;6;3;3;2;8;10.0;28;73.4;66.0
3092;Male;16 years;Total;2019 3rd quarter;105;81;70;69;7;63;1;1;0;0;0;65;58;46;12;7;3;4;6;11;13.0;24;77.3;67.3
3093;Male;16 years;Total;2019 4th quarter;105;77;67;66;6;60;2;2;0;0;0;65;59;50;9;6;3;3;3;10;12.6;28;73.7;64.4
3094;Male;16 years;Total;2019;105;76;68;67;6;60;1;1;0;0;0;65;59;50;10;6;3;3;3;8;10.9;29;72.7;64.7
3095;Male;16 years;Total;2020 1st quarter;104;75;64;63;5;57;2;1;0;0;0;63;60;54;6;3;2;2;1;10;14.0;30;71.5;61.5
3096;Male;16 years;Total;2020 2nd quarter;104;71;59;57;2;54;2;2;0;0;0;57;53;47;6;4;3;1;2;12;17.4;32;68.6;56.7
3097;Male;16 years;Total;2020 3rd quarter;103;74;63;63;7;56;1;0;0;0;0;62;55;46;9;7;5;2;2;11;14.3;29;71.9;61.6
3098;Male;16 years;Total;2020 4th quarter;102;68;63;62;5;57;1;1;0;0;0;62;56;48;8;6;2;4;1;5;7.9;34;66.8;61.6
3099;Male;16 years;Total;2020;103;72;62;61;5;56;1;1;0;0;0;61;56;48;7;5;3;2;1;10;13.5;31;69.7;60.4
3100;Male;16 years;Total;2021 1st quarter;101;68;57;56;3;53;0;0;0;0;0;55;45;35;10;10;6;4;2;11;16.6;33;67.6;56.4
