ID;EnergySourcesTechniques;EnergyApplication;Periods;FinalConsumption_1;FinalConsumptionRelative_2;AvoidedEnergy_3;AvoidedEnergyRelative_4;AvoidedEmission_5;AvoidedEmissionRelative_6
3999;Biogas from sewage water purification;Electricity;1999;393.0;0.02;931.0;0.03;65.0;0.04
4000;Biogas from sewage water purification;Electricity;2000;398.0;0.02;950.0;0.03;68.0;0.04
4001;Biogas from sewage water purification;Electricity;2001;465.0;0.02;1128.0;0.04;80.0;0.05
4002;Biogas from sewage water purification;Electricity;2002;468.0;0.02;1138.0;0.04;80.0;0.05
4003;Biogas from sewage water purification;Electricity;2003;463.0;0.02;1121.0;0.03;79.0;0.04
4004;Biogas from sewage water purification;Electricity;2004;477.0;0.02;1138.0;0.03;79.0;0.04
4005;Biogas from sewage water purification;Electricity;2005;444.0;0.02;1055.0;0.03;73.0;0.04
4006;Biogas from sewage water purification;Electricity;2006;475.0;0.02;1105.0;0.03;77.0;0.04
4007;Biogas from sewage water purification;Electricity;2007;515.0;0.02;1196.0;0.04;83.0;0.05
4008;Biogas from sewage water purification;Electricity;2008;540.0;0.02;1265.0;0.04;87.0;0.05
4009;Biogas from sewage water purification;Electricity;2009;542.0;0.02;1249.0;0.04;85.0;0.05
4010;Biogas from sewage water purification;Electricity;2010;590.0;0.02;1314.0;0.04;89.0;0.05
4011;Biogas from sewage water purification;Electricity;2011;623.0;0.03;1365.0;0.04;92.0;0.05
4012;Biogas from sewage water purification;Electricity;2012;664.0;0.03;1510.0;0.05;107.0;0.06
4013;Biogas from sewage water purification;Electricity;2013;699.0;0.03;1571.0;0.05;116.0;0.07
4014;Biogas from sewage water purification;Electricity;2014;725.0;0.04;1666.0;0.05;122.0;0.08
4015;Biogas from sewage water purification;Electricity;2015;743.0;0.04;1712.0;0.05;133.0;0.08
4016;Biogas from sewage water purification;Electricity;2016;749.0;0.04;1655.0;0.05;123.0;0.07
4017;Biogas from sewage water purification;Electricity;2017;706.0;0.03;1510.0;0.05;110.0;0.07
4018;Biogas from sewage water purification;Electricity;2018;714.0;0.03;1489.0;0.05;105.0;0.07
4019;Biogas from sewage water purification;Electricity;2019;753.0;0.04;1566.0;0.05;111.0;0.07
4020;Biogas from sewage water purification;Heat;1990;1142.0;0.06;388.0;0.01;22.0;0.01
4021;Biogas from sewage water purification;Heat;1991;1260.0;0.06;529.0;0.02;30.0;0.02
4022;Biogas from sewage water purification;Heat;1992;1141.0;0.06;326.0;0.01;19.0;0.01
4023;Biogas from sewage water purification;Heat;1993;1327.0;0.07;538.0;0.02;31.0;0.02
4024;Biogas from sewage water purification;Heat;1994;1314.0;0.07;393.0;0.01;22.0;0.01
4025;Biogas from sewage water purification;Heat;1995;1278.0;0.06;249.0;0.01;14.0;0.01
4026;Biogas from sewage water purification;Heat;1996;1300.0;0.06;248.0;0.01;14.0;0.01
4027;Biogas from sewage water purification;Heat;1997;1353.0;0.06;416.0;0.01;24.0;0.01
4028;Biogas from sewage water purification;Heat;1998;1276.0;0.06;418.0;0.01;24.0;0.01
4029;Biogas from sewage water purification;Heat;1999;1332.0;0.06;469.0;0.02;27.0;0.02
4030;Biogas from sewage water purification;Heat;2000;1361.0;0.06;517.0;0.02;29.0;0.02
4031;Biogas from sewage water purification;Heat;2001;1424.0;0.07;451.0;0.01;26.0;0.01
4032;Biogas from sewage water purification;Heat;2002;1372.0;0.06;430.0;0.01;24.0;0.01
4033;Biogas from sewage water purification;Heat;2003;1353.0;0.06;469.0;0.01;27.0;0.01
4034;Biogas from sewage water purification;Heat;2004;1395.0;0.06;563.0;0.02;32.0;0.02
4035;Biogas from sewage water purification;Heat;2005;1306.0;0.06;406.0;0.01;23.0;0.01
4036;Biogas from sewage water purification;Heat;2006;1262.0;0.06;225.0;0.01;13.0;0.01
4037;Biogas from sewage water purification;Heat;2007;1218.0;0.05;256.0;0.01;15.0;0.01
4038;Biogas from sewage water purification;Heat;2008;1262.0;0.06;239.0;0.01;14.0;0.01
4039;Biogas from sewage water purification;Heat;2009;1279.0;0.06;233.0;0.01;13.0;0.01
4040;Biogas from sewage water purification;Heat;2010;1258.0;0.05;193.0;0.01;11.0;0.01
4041;Biogas from sewage water purification;Heat;2011;1297.0;0.06;315.0;0.01;18.0;0.01
4042;Biogas from sewage water purification;Heat;2012;1284.0;0.06;238.0;0.01;13.0;0.01
4043;Biogas from sewage water purification;Heat;2013;1341.0;0.06;287.0;0.01;16.0;0.01
4044;Biogas from sewage water purification;Heat;2014;1288.0;0.06;304.0;0.01;17.0;0.01
4045;Biogas from sewage water purification;Heat;2015;1205.0;0.06;229.0;0.01;13.0;0.01
4046;Biogas from sewage water purification;Heat;2016;1311.0;0.06;361.0;0.01;20.0;0.01
4047;Biogas from sewage water purification;Heat;2017;1285.0;0.06;259.0;0.01;15.0;0.01
4048;Biogas from sewage water purification;Heat;2018;1353.0;0.06;467.0;0.01;26.0;0.02
4049;Biogas from sewage water purification;Heat;2019;1432.0;0.07;525.0;0.02;30.0;0.02
4050;Biogas from sewage water purification;Transport;1990;;;;;;
4051;Biogas from sewage water purification;Transport;1991;;;;;;
4052;Biogas from sewage water purification;Transport;1992;;;;;;
4053;Biogas from sewage water purification;Transport;1993;;;;;;
4054;Biogas from sewage water purification;Transport;1994;;;;;;
4055;Biogas from sewage water purification;Transport;1995;;;;;;
4056;Biogas from sewage water purification;Transport;1996;;;;;;
4057;Biogas from sewage water purification;Transport;1997;;;;;;
4058;Biogas from sewage water purification;Transport;1998;;;;;;
4059;Biogas from sewage water purification;Transport;1999;;;;;;
4060;Biogas from sewage water purification;Transport;2000;;;;;;
4061;Biogas from sewage water purification;Transport;2001;;;;;;
4062;Biogas from sewage water purification;Transport;2002;;;;;;
4063;Biogas from sewage water purification;Transport;2003;;;;;;
4064;Biogas from sewage water purification;Transport;2004;;;;;;
4065;Biogas from sewage water purification;Transport;2005;;;;;;
4066;Biogas from sewage water purification;Transport;2006;;;;;;
4067;Biogas from sewage water purification;Transport;2007;;;;;;
4068;Biogas from sewage water purification;Transport;2008;;;;;;
4069;Biogas from sewage water purification;Transport;2009;;;;;;
4070;Biogas from sewage water purification;Transport;2010;;;;;;
4071;Biogas from sewage water purification;Transport;2011;;;;;;
4072;Biogas from sewage water purification;Transport;2012;;;;;;
4073;Biogas from sewage water purification;Transport;2013;;;;;;
4074;Biogas from sewage water purification;Transport;2014;;;;;;
4075;Biogas from sewage water purification;Transport;2015;;;;;;
4076;Biogas from sewage water purification;Transport;2016;;;;;;
4077;Biogas from sewage water purification;Transport;2017;;;;;;
4078;Biogas from sewage water purification;Transport;2018;7.0;0.0;7.0;0.0;1.0;0.0
4079;Biogas from sewage water purification;Transport;2019;22.0;0.0;23.0;0.0;2.0;0.0
4080;Biogas, co-digestion of manure;Total energy applications;1990;;;;;;
4081;Biogas, co-digestion of manure;Total energy applications;1991;;;;;;
4082;Biogas, co-digestion of manure;Total energy applications;1992;;;;;;
4083;Biogas, co-digestion of manure;Total energy applications;1993;;;;;;
4084;Biogas, co-digestion of manure;Total energy applications;1994;;;;;;
4085;Biogas, co-digestion of manure;Total energy applications;1995;;;;;;
4086;Biogas, co-digestion of manure;Total energy applications;1996;;;;;;
4087;Biogas, co-digestion of manure;Total energy applications;1997;;;;;;
4088;Biogas, co-digestion of manure;Total energy applications;1998;;;;;;
4089;Biogas, co-digestion of manure;Total energy applications;1999;;;;;;
4090;Biogas, co-digestion of manure;Total energy applications;2000;;;;;;
4091;Biogas, co-digestion of manure;Total energy applications;2001;;;;;;
4092;Biogas, co-digestion of manure;Total energy applications;2002;;;;;;
4093;Biogas, co-digestion of manure;Total energy applications;2003;;;;;;
4094;Biogas, co-digestion of manure;Total energy applications;2004;;;;;;
4095;Biogas, co-digestion of manure;Total energy applications;2005;50.0;0.0;80.0;0.0;5.0;0.0
4096;Biogas, co-digestion of manure;Total energy applications;2006;275.0;0.01;484.0;0.01;34.0;0.02
4097;Biogas, co-digestion of manure;Total energy applications;2007;884.0;0.04;1525.0;0.05;105.0;0.06
4098;Biogas, co-digestion of manure;Total energy applications;2008;1879.0;0.08;3135.0;0.1;215.0;0.12
4099;Biogas, co-digestion of manure;Total energy applications;2009;2870.0;0.13;4508.0;0.14;305.0;0.18
4100;Biogas, co-digestion of manure;Total energy applications;2010;3402.0;0.14;4990.0;0.14;331.0;0.18
4101;Biogas, co-digestion of manure;Total energy applications;2011;3334.0;0.15;4775.0;0.15;316.0;0.19
4102;Biogas, co-digestion of manure;Total energy applications;2012;3663.0;0.17;5154.0;0.16;355.0;0.21
4103;Biogas, co-digestion of manure;Total energy applications;2013;3689.0;0.17;5059.0;0.16;356.0;0.21
4104;Biogas, co-digestion of manure;Total energy applications;2014;3903.0;0.19;5385.0;0.18;375.0;0.24
4105;Biogas, co-digestion of manure;Total energy applications;2015;4291.0;0.21;5910.0;0.19;428.0;0.26
4106;Biogas, co-digestion of manure;Total energy applications;2016;4194.0;0.2;5642.0;0.18;392.0;0.23
4107;Biogas, co-digestion of manure;Total energy applications;2017;4084.0;0.19;5338.0;0.17;364.0;0.22
4108;Biogas, co-digestion of manure;Total energy applications;2018;4474.0;0.21;5604.0;0.18;371.0;0.23
4109;Biogas, co-digestion of manure;Total energy applications;2019;4998.0;0.24;6028.0;0.2;397.0;0.26
4110;Biogas, co-digestion of manure;Electricity;1990;;;;;;
4111;Biogas, co-digestion of manure;Electricity;1991;;;;;;
4112;Biogas, co-digestion of manure;Electricity;1992;;;;;;
4113;Biogas, co-digestion of manure;Electricity;1993;;;;;;
4114;Biogas, co-digestion of manure;Electricity;1994;;;;;;
4115;Biogas, co-digestion of manure;Electricity;1995;;;;;;
4116;Biogas, co-digestion of manure;Electricity;1996;;;;;;
4117;Biogas, co-digestion of manure;Electricity;1997;;;;;;
4118;Biogas, co-digestion of manure;Electricity;1998;;;;;;
4119;Biogas, co-digestion of manure;Electricity;1999;;;;;;
4120;Biogas, co-digestion of manure;Electricity;2000;;;;;;
4121;Biogas, co-digestion of manure;Electricity;2001;;;;;;
4122;Biogas, co-digestion of manure;Electricity;2002;;;;;;
4123;Biogas, co-digestion of manure;Electricity;2003;;;;;;
4124;Biogas, co-digestion of manure;Electricity;2004;;;;;;
4125;Biogas, co-digestion of manure;Electricity;2005;32.0;0.0;74.0;0.0;5.0;0.0
4126;Biogas, co-digestion of manure;Electricity;2006;213.0;0.01;479.0;0.01;34.0;0.02
4127;Biogas, co-digestion of manure;Electricity;2007;673.0;0.03;1503.0;0.05;104.0;0.06
4128;Biogas, co-digestion of manure;Electricity;2008;1332.0;0.06;3017.0;0.09;208.0;0.12
4129;Biogas, co-digestion of manure;Electricity;2009;1901.0;0.09;4222.0;0.13;288.0;0.17
4130;Biogas, co-digestion of manure;Electricity;2010;2069.0;0.09;4487.0;0.13;302.0;0.17
4131;Biogas, co-digestion of manure;Electricity;2011;2024.0;0.09;4278.0;0.13;288.0;0.17
4132;Biogas, co-digestion of manure;Electricity;2012;1981.0;0.09;4338.0;0.13;308.0;0.19
4133;Biogas, co-digestion of manure;Electricity;2013;1891.0;0.09;4092.0;0.13;301.0;0.18
4134;Biogas, co-digestion of manure;Electricity;2014;1890.0;0.09;4177.0;0.14;307.0;0.19
4135;Biogas, co-digestion of manure;Electricity;2015;1992.0;0.1;4413.0;0.14;344.0;0.21
4136;Biogas, co-digestion of manure;Electricity;2016;1887.0;0.09;4045.0;0.13;302.0;0.18
4137;Biogas, co-digestion of manure;Electricity;2017;1832.0;0.09;3768.0;0.12;275.0;0.17
4138;Biogas, co-digestion of manure;Electricity;2018;1871.0;0.09;3704.0;0.12;262.0;0.16
4139;Biogas, co-digestion of manure;Electricity;2019;1880.0;0.09;3599.0;0.12;254.0;0.16
4140;Biogas, co-digestion of manure;Heat;1990;;;;;;
4141;Biogas, co-digestion of manure;Heat;1991;;;;;;
4142;Biogas, co-digestion of manure;Heat;1992;;;;;;
4143;Biogas, co-digestion of manure;Heat;1993;;;;;;
4144;Biogas, co-digestion of manure;Heat;1994;;;;;;
4145;Biogas, co-digestion of manure;Heat;1995;;;;;;
4146;Biogas, co-digestion of manure;Heat;1996;;;;;;
4147;Biogas, co-digestion of manure;Heat;1997;;;;;;
4148;Biogas, co-digestion of manure;Heat;1998;;;;;;
4149;Biogas, co-digestion of manure;Heat;1999;;;;;;
4150;Biogas, co-digestion of manure;Heat;2000;;;;;;
4151;Biogas, co-digestion of manure;Heat;2001;;;;;;
4152;Biogas, co-digestion of manure;Heat;2002;;;;;;
4153;Biogas, co-digestion of manure;Heat;2003;;;;;;
4154;Biogas, co-digestion of manure;Heat;2004;;;;;;
4155;Biogas, co-digestion of manure;Heat;2005;18.0;0.0;6.0;0.0;0.0;0.0
4156;Biogas, co-digestion of manure;Heat;2006;62.0;0.0;4.0;0.0;0.0;0.0
4157;Biogas, co-digestion of manure;Heat;2007;211.0;0.01;22.0;0.0;1.0;0.0
4158;Biogas, co-digestion of manure;Heat;2008;547.0;0.02;118.0;0.0;7.0;0.0
4159;Biogas, co-digestion of manure;Heat;2009;970.0;0.04;286.0;0.01;16.0;0.01
4160;Biogas, co-digestion of manure;Heat;2010;1333.0;0.06;503.0;0.01;28.0;0.02
4161;Biogas, co-digestion of manure;Heat;2011;1310.0;0.06;497.0;0.02;28.0;0.02
4162;Biogas, co-digestion of manure;Heat;2012;1682.0;0.08;816.0;0.03;46.0;0.03
4163;Biogas, co-digestion of manure;Heat;2013;1798.0;0.08;967.0;0.03;55.0;0.03
4164;Biogas, co-digestion of manure;Heat;2014;2014.0;0.1;1208.0;0.04;68.0;0.04
4165;Biogas, co-digestion of manure;Heat;2015;2300.0;0.11;1497.0;0.05;85.0;0.05
4166;Biogas, co-digestion of manure;Heat;2016;2306.0;0.11;1597.0;0.05;90.0;0.05
4167;Biogas, co-digestion of manure;Heat;2017;2252.0;0.11;1570.0;0.05;89.0;0.05
4168;Biogas, co-digestion of manure;Heat;2018;2544.0;0.12;1838.0;0.06;104.0;0.06
4169;Biogas, co-digestion of manure;Heat;2019;2838.0;0.14;2136.0;0.07;121.0;0.08
4170;Biogas, co-digestion of manure;Transport;1990;;;;;;
4171;Biogas, co-digestion of manure;Transport;1991;;;;;;
4172;Biogas, co-digestion of manure;Transport;1992;;;;;;
4173;Biogas, co-digestion of manure;Transport;1993;;;;;;
4174;Biogas, co-digestion of manure;Transport;1994;;;;;;
4175;Biogas, co-digestion of manure;Transport;1995;;;;;;
4176;Biogas, co-digestion of manure;Transport;1996;;;;;;
4177;Biogas, co-digestion of manure;Transport;1997;;;;;;
4178;Biogas, co-digestion of manure;Transport;1998;;;;;;
4179;Biogas, co-digestion of manure;Transport;1999;;;;;;
4180;Biogas, co-digestion of manure;Transport;2000;;;;;;
4181;Biogas, co-digestion of manure;Transport;2001;;;;;;
4182;Biogas, co-digestion of manure;Transport;2002;;;;;;
4183;Biogas, co-digestion of manure;Transport;2003;;;;;;
4184;Biogas, co-digestion of manure;Transport;2004;;;;;;
4185;Biogas, co-digestion of manure;Transport;2005;;;;;;
4186;Biogas, co-digestion of manure;Transport;2006;;;;;;
4187;Biogas, co-digestion of manure;Transport;2007;;;;;;
4188;Biogas, co-digestion of manure;Transport;2008;;;;;;
4189;Biogas, co-digestion of manure;Transport;2009;;;;;;
4190;Biogas, co-digestion of manure;Transport;2010;;;;;;
4191;Biogas, co-digestion of manure;Transport;2011;;;;;;
4192;Biogas, co-digestion of manure;Transport;2012;;;;;;
4193;Biogas, co-digestion of manure;Transport;2013;;;;;;
4194;Biogas, co-digestion of manure;Transport;2014;;;;;;
4195;Biogas, co-digestion of manure;Transport;2015;;;;;;
4196;Biogas, co-digestion of manure;Transport;2016;;;;;;
4197;Biogas, co-digestion of manure;Transport;2017;;;;;;
4198;Biogas, co-digestion of manure;Transport;2018;58.0;0.0;62.0;0.0;5.0;0.0
4199;Biogas, co-digestion of manure;Transport;2019;281.0;0.01;293.0;0.01;22.0;0.01
4200;Other biogas;Total energy applications;1990;461.0;0.03;432.0;0.02;25.0;0.02
4201;Other biogas;Total energy applications;1991;554.0;0.03;512.0;0.02;29.0;0.02
4202;Other biogas;Total energy applications;1992;609.0;0.03;569.0;0.02;33.0;0.02
4203;Other biogas;Total energy applications;1993;629.0;0.03;593.0;0.02;34.0;0.02
4204;Other biogas;Total energy applications;1994;741.0;0.04;670.0;0.02;38.0;0.02
4205;Other biogas;Total energy applications;1995;816.0;0.04;756.0;0.02;43.0;0.02
4206;Other biogas;Total energy applications;1996;885.0;0.04;825.0;0.03;47.0;0.03
4207;Other biogas;Total energy applications;1997;947.0;0.04;885.0;0.03;51.0;0.03
4208;Other biogas;Total energy applications;1998;891.0;0.04;845.0;0.03;49.0;0.03
4209;Other biogas;Total energy applications;1999;926.0;0.04;891.0;0.03;52.0;0.03
4210;Other biogas;Total energy applications;2000;957.0;0.04;928.0;0.03;54.0;0.03
4211;Other biogas;Total energy applications;2001;972.0;0.04;939.0;0.03;55.0;0.03
4212;Other biogas;Total energy applications;2002;971.0;0.04;956.0;0.03;56.0;0.03
4213;Other biogas;Total energy applications;2003;1076.0;0.05;1047.0;0.03;62.0;0.03
4214;Other biogas;Total energy applications;2004;1162.0;0.05;1100.0;0.03;64.0;0.04
4215;Other biogas;Total energy applications;2005;1068.0;0.05;1046.0;0.03;62.0;0.03
4216;Other biogas;Total energy applications;2006;1264.0;0.06;1243.0;0.04;75.0;0.04
4217;Other biogas;Total energy applications;2007;1237.0;0.06;1286.0;0.04;79.0;0.05
4218;Other biogas;Total energy applications;2008;1372.0;0.06;1517.0;0.05;96.0;0.05
4219;Other biogas;Total energy applications;2009;1629.0;0.07;1976.0;0.06;124.0;0.07
4220;Other biogas;Total energy applications;2010;2131.0;0.09;2593.0;0.07;163.0;0.09
4221;Other biogas;Total energy applications;2011;2279.0;0.1;2709.0;0.08;173.0;0.1
4222;Other biogas;Total energy applications;2012;2610.0;0.12;3033.0;0.09;199.0;0.12
4223;Other biogas;Total energy applications;2013;3410.0;0.15;3693.0;0.12;243.0;0.15
4224;Other biogas;Total energy applications;2014;3880.0;0.19;4227.0;0.14;278.0;0.18
4225;Other biogas;Total energy applications;2015;4277.0;0.21;4615.0;0.15;310.0;0.19
4226;Other biogas;Total energy applications;2016;4016.0;0.19;4526.0;0.14;298.0;0.18
4227;Other biogas;Total energy applications;2017;4130.0;0.2;4526.0;0.14;292.0;0.18
4228;Other biogas;Total energy applications;2018;4469.0;0.21;4710.0;0.15;295.0;0.18
4229;Other biogas;Total energy applications;2019;4926.0;0.24;5229.0;0.17;332.0;0.21
4230;Other biogas;Electricity;1990;15.0;0.0;13.0;0.0;1.0;0.0
4231;Other biogas;Electricity;1991;15.0;0.0;8.0;0.0;1.0;0.0
4232;Other biogas;Electricity;1992;19.0;0.0;15.0;0.0;1.0;0.0
4233;Other biogas;Electricity;1993;26.0;0.0;34.0;0.0;2.0;0.0
4234;Other biogas;Electricity;1994;11.0;0.0;-11.0;0.0;-1.0;0.0
4235;Other biogas;Electricity;1995;25.0;0.0;19.0;0.0;1.0;0.0
4236;Other biogas;Electricity;1996;35.0;0.0;42.0;0.0;3.0;0.0
4237;Other biogas;Electricity;1997;31.0;0.0;26.0;0.0;2.0;0.0
4238;Other biogas;Electricity;1998;35.0;0.0;41.0;0.0;3.0;0.0
4239;Other biogas;Electricity;1999;50.0;0.0;74.0;0.0;5.0;0.0
4240;Other biogas;Electricity;2000;61.0;0.0;99.0;0.0;7.0;0.0
4241;Other biogas;Electricity;2001;60.0;0.0;97.0;0.0;7.0;0.0
4242;Other biogas;Electricity;2002;78.0;0.0;142.0;0.0;10.0;0.01
4243;Other biogas;Electricity;2003;99.0;0.0;188.0;0.01;13.0;0.01
4244;Other biogas;Electricity;2004;80.0;0.0;133.0;0.0;9.0;0.01
4245;Other biogas;Electricity;2005;114.0;0.0;219.0;0.01;15.0;0.01
4246;Other biogas;Electricity;2006;158.0;0.01;307.0;0.01;21.0;0.01
4247;Other biogas;Electricity;2007;240.0;0.01;495.0;0.02;34.0;0.02
4248;Other biogas;Electricity;2008;375.0;0.02;807.0;0.02;56.0;0.03
4249;Other biogas;Electricity;2009;495.0;0.02;1053.0;0.03;72.0;0.04
4250;Other biogas;Electricity;2010;707.0;0.03;1483.0;0.04;100.0;0.05
4251;Other biogas;Electricity;2011;802.0;0.04;1625.0;0.05;110.0;0.06
4252;Other biogas;Electricity;2012;797.0;0.04;1611.0;0.05;115.0;0.07
4253;Other biogas;Electricity;2013;894.0;0.04;1698.0;0.05;125.0;0.08
4254;Other biogas;Electricity;2014;1064.0;0.05;2065.0;0.07;152.0;0.1
4255;Other biogas;Electricity;2015;1153.0;0.06;2183.0;0.07;170.0;0.1
4256;Other biogas;Electricity;2016;1174.0;0.06;2138.0;0.07;159.0;0.1
4257;Other biogas;Electricity;2017;1123.0;0.05;1914.0;0.06;140.0;0.08
4258;Other biogas;Electricity;2018;1005.0;0.05;1681.0;0.05;119.0;0.07
4259;Other biogas;Electricity;2019;1151.0;0.05;1945.0;0.06;138.0;0.09
4260;Other biogas;Heat;1990;446.0;0.02;419.0;0.01;24.0;0.01
4261;Other biogas;Heat;1991;539.0;0.03;504.0;0.02;29.0;0.02
4262;Other biogas;Heat;1992;591.0;0.03;554.0;0.02;31.0;0.02
4263;Other biogas;Heat;1993;603.0;0.03;560.0;0.02;32.0;0.02
4264;Other biogas;Heat;1994;730.0;0.04;681.0;0.02;39.0;0.02
4265;Other biogas;Heat;1995;792.0;0.04;737.0;0.02;42.0;0.02
4266;Other biogas;Heat;1996;850.0;0.04;783.0;0.02;44.0;0.02
4267;Other biogas;Heat;1997;916.0;0.04;859.0;0.03;49.0;0.03
4268;Other biogas;Heat;1998;856.0;0.04;804.0;0.03;46.0;0.03
4269;Other biogas;Heat;1999;876.0;0.04;817.0;0.03;46.0;0.03
4270;Other biogas;Heat;2000;897.0;0.04;829.0;0.03;47.0;0.03
4271;Other biogas;Heat;2001;913.0;0.04;842.0;0.03;48.0;0.03
4272;Other biogas;Heat;2002;893.0;0.04;814.0;0.03;46.0;0.03
4273;Other biogas;Heat;2003;976.0;0.04;860.0;0.03;49.0;0.03
4274;Other biogas;Heat;2004;1082.0;0.05;967.0;0.03;55.0;0.03
4275;Other biogas;Heat;2005;954.0;0.04;827.0;0.02;47.0;0.03
4276;Other biogas;Heat;2006;1106.0;0.05;936.0;0.03;53.0;0.03
4277;Other biogas;Heat;2007;997.0;0.04;791.0;0.02;45.0;0.03
4278;Other biogas;Heat;2008;997.0;0.04;710.0;0.02;40.0;0.02
4279;Other biogas;Heat;2009;1134.0;0.05;923.0;0.03;52.0;0.03
4280;Other biogas;Heat;2010;1424.0;0.06;1110.0;0.03;63.0;0.03
