ID;Geslacht;Leeftijd;BurgerlijkeStaat;KerkelijkeGezindte;Regio;Bewoners_1
4352;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Roosendaal en Nispen;0
4353;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Vlissingen;0
4354;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Bergen op Zoom;0
4355;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Nederland;10
4356;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Groningen (provincie);0
4357;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Friesland;0
4358;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Drenthe;0
4359;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Overijssel;0
4360;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Gelderland;0
4361;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Utrecht (provincie);0
4362;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Noord-Holland;3
4363;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Zuid-Holland;1
4364;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Zeeland;0
4365;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Noord-Brabant;6
4366;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Limburg;0
4367;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Gemeenten met meer dan 100000 inwoners;1
4368;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Gemeenten met 50001 - 100000 inwoners;5
4369;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Gemeenten met 20001 - 50000 inwoners;0
4370;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Gemeenten met 10001 - 20000 inwoners;0
4371;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Gemeenten met 5001 - 10000 inwoners;0
4372;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Gemeenten met 2001 - 5000 inwoners;4
4373;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Gemeenten met 1001 - 2000 inwoners;0
4374;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Gemeenten met 501 - 1000 inwoners;0
4375;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Gemeenten met 500 of minder inwoners;0
4376;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Amsterdam;0
4377;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Rotterdam;0
4378;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;'s-Gravenhage;1
4379;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Utrecht;0
4380;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Haarlem;0
4381;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Groningen;0
4382;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Eindhoven;5
4383;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Nijmegen;0
4384;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Tilburg;0
4385;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Arnhem;0
4386;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Leiden;0
4387;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Maastricht;0
4388;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Apeldoorn;0
4389;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Hilversum;0
4390;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Dordrecht;0
4391;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Schiedam;0
4392;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Enschede;0
4393;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Delft;0
4394;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Leeuwarden;0
4395;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Heerlen;0
4396;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Breda;0
4397;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;'s-Hertogenbosch;0
4398;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Velsen;0
4399;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Emmen;0
4400;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Zwolle;0
4401;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Amersfoort;0
4402;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Kerkrade;0
4403;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Deventer;0
4404;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Hengelo (O.);0
4405;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Zaandam;0
4406;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Almelo;0
4407;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Lonneker;0
4408;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Ede;0
4409;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Helder (Den);0
4410;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Gouda;0
4411;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Alkmaar;0
4412;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Vlaardingen;0
4413;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Haarlemmermeer;0
4414;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Helmond;0
4415;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Bussum;0
4416;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Zeist;0
4417;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Rheden;0
4418;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Venlo;0
4419;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Roosendaal en Nispen;0
4420;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Vlissingen;0
4421;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Nederduitsch Hervormd;Bergen op Zoom;0
4422;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Nederland;0
4423;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Groningen (provincie);0
4424;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Friesland;0
4425;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Drenthe;0
4426;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Overijssel;0
4427;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Gelderland;0
4428;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Utrecht (provincie);0
4429;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Noord-Holland;0
4430;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Zuid-Holland;0
4431;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Zeeland;0
4432;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Noord-Brabant;0
4433;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Limburg;0
4434;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Gemeenten met meer dan 100000 inwoners;0
4435;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Gemeenten met 50001 - 100000 inwoners;0
4436;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Gemeenten met 20001 - 50000 inwoners;0
4437;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Gemeenten met 10001 - 20000 inwoners;0
4438;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Gemeenten met 5001 - 10000 inwoners;0
4439;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Gemeenten met 2001 - 5000 inwoners;0
4440;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Gemeenten met 1001 - 2000 inwoners;0
4441;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Gemeenten met 501 - 1000 inwoners;0
4442;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Gemeenten met 500 of minder inwoners;0
4443;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Amsterdam;0
4444;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Rotterdam;0
4445;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;'s-Gravenhage;0
4446;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Utrecht;0
4447;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Haarlem;0
4448;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Groningen;0
4449;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Eindhoven;0
4450;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Nijmegen;0
4451;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Tilburg;0
4452;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Arnhem;0
4453;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Leiden;0
4454;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Maastricht;0
4455;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Apeldoorn;0
4456;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Hilversum;0
4457;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Dordrecht;0
4458;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Schiedam;0
4459;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Enschede;0
4460;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Delft;0
4461;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Leeuwarden;0
4462;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Heerlen;0
4463;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Breda;0
4464;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;'s-Hertogenbosch;0
4465;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Velsen;0
4466;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Emmen;0
4467;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Zwolle;0
4468;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Amersfoort;0
4469;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Kerkrade;0
4470;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Deventer;0
4471;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Hengelo (O.);0
4472;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Zaandam;0
4473;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Almelo;0
4474;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Lonneker;0
4475;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Ede;0
4476;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Helder (Den);0
4477;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Gouda;0
4478;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Alkmaar;0
4479;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Vlaardingen;0
4480;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Haarlemmermeer;0
4481;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Helmond;0
4482;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Bussum;0
4483;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Zeist;0
4484;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Rheden;0
4485;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Venlo;0
4486;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Roosendaal en Nispen;0
4487;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Vlissingen;0
4488;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Waalsch Hervormd;Bergen op Zoom;0
4489;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Nederland;0
4490;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Groningen (provincie);0
4491;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Friesland;0
4492;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Drenthe;0
4493;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Overijssel;0
4494;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Gelderland;0
4495;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Utrecht (provincie);0
4496;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Noord-Holland;0
4497;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Zuid-Holland;0
4498;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Zeeland;0
4499;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Noord-Brabant;0
4500;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Limburg;0
4501;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Gemeenten met meer dan 100000 inwoners;0
4502;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Gemeenten met 50001 - 100000 inwoners;0
4503;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Gemeenten met 20001 - 50000 inwoners;0
4504;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Gemeenten met 10001 - 20000 inwoners;0
4505;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Gemeenten met 5001 - 10000 inwoners;0
4506;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Gemeenten met 2001 - 5000 inwoners;0
4507;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Gemeenten met 1001 - 2000 inwoners;0
4508;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Gemeenten met 501 - 1000 inwoners;0
4509;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Gemeenten met 500 of minder inwoners;0
4510;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Amsterdam;0
4511;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Rotterdam;0
4512;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;'s-Gravenhage;0
4513;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Utrecht;0
4514;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Haarlem;0
4515;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Groningen;0
4516;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Eindhoven;0
4517;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Nijmegen;0
4518;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Tilburg;0
4519;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Arnhem;0
4520;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Leiden;0
4521;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Maastricht;0
4522;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Apeldoorn;0
4523;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Remonstrant;Hilversum;0
