ID;SectorsAssets;CounterpartSectorsLiabilities;BalanceSheetsAndTransactions;Periods;SavingsTransferableAndOtherDeposits_1;ShortTermSecurities_2;LongTermSecurities_3;ShortTermLoans_4;LongTermLoans_5;ListedShares_6;InvestmentFundSharesOrUnits_7
4464;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4465;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;1999 1st quarter;0.0;;;13189.0;17324.0;;
4466;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;1999 2nd quarter;0.0;;;13984.0;17820.0;;
4467;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;1999 3rd quarter;0.0;;;14780.0;18318.0;;
4468;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;1999 4th quarter;0.0;;;15568.0;18822.0;;
4469;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;1999;0.0;;;15568.0;18822.0;;
4470;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2000 1st quarter;0.0;;;15603.0;19371.0;;
4471;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2000 2nd quarter;0.0;;;15630.0;19927.0;;
4472;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2000 3rd quarter;0.0;;;15656.0;20482.0;;
4473;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2000 4th quarter;0.0;;;15735.0;21023.0;;
4474;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2000;0.0;;;15735.0;21023.0;;
4475;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2001 1st quarter;0.0;;;14746.0;21279.0;;
4476;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2001 2nd quarter;0.0;;;13669.0;21551.0;;
4477;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2001 3rd quarter;0.0;;;12663.0;21664.0;;
4478;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2001 4th quarter;0.0;;;11668.0;23414.0;;
4479;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2001;0.0;;;11668.0;23414.0;;
4480;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2002 1st quarter;0.0;;;11449.0;22542.0;;
4481;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2002 2nd quarter;0.0;;;11249.0;21605.0;;
4482;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2002 3rd quarter;0.0;;;11036.0;20678.0;;
4483;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2002 4th quarter;0.0;;;10829.0;19796.0;;
4484;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2002;0.0;;;10829.0;19796.0;;
4485;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2003 1st quarter;0.0;;;11117.0;20129.0;;
4486;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2003 2nd quarter;0.0;;;11405.0;20432.0;;
4487;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2003 3rd quarter;0.0;;;11708.0;20723.0;;
4488;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2003 4th quarter;0.0;;;11975.0;21015.0;;
4489;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2003;0.0;;;11975.0;21015.0;;
4490;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2004 1st quarter;0.0;;;10807.0;19863.0;;
4491;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2004 2nd quarter;0.0;;;11205.0;18706.0;;
4492;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2004 3rd quarter;0.0;;;11504.0;17555.0;;
4493;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2004 4th quarter;0.0;;;10153.0;16402.0;;
4494;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2004;0.0;;;10153.0;16402.0;;
4495;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2005 1st quarter;0.0;;;12093.0;15498.0;;
4496;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2005 2nd quarter;0.0;;;13637.0;17209.0;;
4497;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2005 3rd quarter;0.0;;;13578.0;18251.0;;
4498;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2005 4th quarter;0.0;;;15037.0;23146.0;;
4499;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2005;0.0;;;15037.0;23146.0;;
4500;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2006 1st quarter;0.0;;;14739.0;22684.0;;
4501;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2006 2nd quarter;0.0;;;13194.0;22464.0;;
4502;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2006 3rd quarter;0.0;;;14282.0;22108.0;;
4503;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2006 4th quarter;0.0;;;17285.0;24769.0;;
4504;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2006;0.0;;;17285.0;24769.0;;
4505;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2007 1st quarter;0.0;;;18520.0;22931.0;;
4506;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2007 2nd quarter;0.0;;;19246.0;20746.0;;
4507;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2007 3rd quarter;0.0;;;19800.0;19084.0;;
4508;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2007 4th quarter;0.0;;;18898.0;16908.0;;
4509;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2007;0.0;;;18898.0;16908.0;;
4510;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2008 1st quarter;0.0;;;17103.0;17375.0;;
4511;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2008 2nd quarter;0.0;;;15760.0;16203.0;;
4512;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2008 3rd quarter;0.0;;;16588.0;15852.0;;
4513;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2008 4th quarter;0.0;;;18445.0;15991.0;;
4514;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2008;0.0;;;18445.0;15991.0;;
4515;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2009 1st quarter;0.0;;;16829.0;15275.0;;
4516;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2009 2nd quarter;0.0;;;32732.0;14368.0;;
4517;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2009 3rd quarter;0.0;;;44254.0;12594.0;;
4518;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2009 4th quarter;0.0;;;42505.0;9247.0;;
4519;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2009;0.0;;;42505.0;9247.0;;
4520;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2010 1st quarter;0.0;0.0;0.0;39818.0;8858.0;0.0;0.0
4521;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2010 2nd quarter;0.0;0.0;0.0;35717.0;8486.0;0.0;0.0
4522;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2010 3rd quarter;0.0;0.0;0.0;38489.0;8654.0;0.0;0.0
4523;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2010 4th quarter;0.0;0.0;0.0;20417.0;8913.0;0.0;0.0
4524;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2010;0.0;0.0;0.0;20417.0;8913.0;0.0;0.0
4525;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2011 1st quarter;0.0;0.0;21.0;20682.0;8729.0;0.0;0.0
4526;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2011 2nd quarter;0.0;0.0;42.0;15264.0;8662.0;0.0;0.0
4527;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2011 3rd quarter;0.0;0.0;63.0;19408.0;7810.0;0.0;0.0
4528;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2011 4th quarter;0.0;0.0;84.0;24781.0;6664.0;0.0;0.0
4529;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2011;0.0;0.0;84.0;24781.0;6664.0;0.0;0.0
4530;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2012 1st quarter;0.0;0.0;90.0;29186.0;6680.0;0.0;0.0
4531;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2012 2nd quarter;0.0;0.0;86.0;35579.0;6715.0;0.0;0.0
4532;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2012 3rd quarter;0.0;0.0;99.0;41214.0;6836.0;0.0;0.0
4533;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2012 4th quarter;0.0;0.0;116.0;20132.0;6862.0;0.0;0.0
4534;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2012;0.0;0.0;116.0;20132.0;6862.0;0.0;0.0
4535;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2013 1st quarter;0.0;0.0;120.0;23237.0;7837.0;0.0;0.0
4536;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2013 2nd quarter;0.0;0.0;118.0;20461.0;7827.0;0.0;0.0
4537;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2013 3rd quarter;0.0;0.0;124.0;17484.0;6310.0;0.0;0.0
4538;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2013 4th quarter;0.0;0.0;137.0;15130.0;4686.0;0.0;0.0
4539;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2013;0.0;0.0;137.0;15130.0;4686.0;0.0;0.0
4540;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2014 1st quarter;0.0;0.0;144.0;17711.0;4773.0;0.0;0.0
4541;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2014 2nd quarter;0.0;0.0;145.0;22086.0;4773.0;0.0;0.0
4542;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2014 3rd quarter;0.0;0.0;135.0;29107.0;4750.0;0.0;0.0
4543;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2014 4th quarter;0.0;0.0;137.0;25813.0;5245.0;0.0;0.0
4544;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2014;0.0;0.0;137.0;25813.0;5245.0;0.0;0.0
4545;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2015 1st quarter;0.0;0.0;134.0;32473.0;6239.0;0.0;0.0
4546;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2015 2nd quarter;0.0;0.0;132.0;27684.0;4814.0;0.0;0.0
4547;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2015 3rd quarter;0.0;0.0;127.0;20813.0;4365.0;0.0;0.0
4548;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2015 4th quarter;0.0;0.0;120.0;22644.0;4085.0;0.0;0.0
4549;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2015;0.0;0.0;120.0;22644.0;4085.0;0.0;0.0
4550;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2016 1st quarter;0.0;0.0;129.0;25560.0;3895.0;0.0;0.0
4551;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2016 2nd quarter;0.0;0.0;128.0;27771.0;4159.0;0.0;0.0
4552;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2016 3rd quarter;0.0;0.0;133.0;28859.0;4716.0;0.0;0.0
4553;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2016 4th quarter;0.0;0.0;136.0;28191.0;3970.0;0.0;0.0
4554;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2016;0.0;0.0;136.0;28191.0;3970.0;0.0;0.0
4555;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2017 1st quarter;0.0;0.0;138.0;25189.0;3822.0;0.0;0.0
4556;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2017 2nd quarter;0.0;0.0;127.0;22245.0;3561.0;0.0;0.0
4557;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2017 3rd quarter;0.0;0.0;120.0;21672.0;3350.0;0.0;0.0
4558;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2017 4th quarter;0.0;0.0;114.0;38830.0;3669.0;0.0;0.0
4559;Total domestic sectors;Insurance corporations and pension funds;Closing balance sheet;2017;0.0;0.0;114.0;38830.0;3669.0;0.0;0.0
4560;Total domestic sectors;Insurance corporations;Opening balance sheet;1999 1st quarter;0.0;;;9374.0;14574.0;;
4561;Total domestic sectors;Insurance corporations;Opening balance sheet;1999 2nd quarter;0.0;;;9769.0;15024.0;;
4562;Total domestic sectors;Insurance corporations;Opening balance sheet;1999 3rd quarter;0.0;;;10051.0;15480.0;;
4563;Total domestic sectors;Insurance corporations;Opening balance sheet;1999 4th quarter;0.0;;;10193.0;15941.0;;
4564;Total domestic sectors;Insurance corporations;Opening balance sheet;1999;0.0;;;9374.0;14574.0;;
4565;Total domestic sectors;Insurance corporations;Opening balance sheet;2000 1st quarter;0.0;;;10635.0;16438.0;;
4566;Total domestic sectors;Insurance corporations;Opening balance sheet;2000 2nd quarter;0.0;;;12609.0;17423.0;;
4567;Total domestic sectors;Insurance corporations;Opening balance sheet;2000 3rd quarter;0.0;;;11953.0;18122.0;;
4568;Total domestic sectors;Insurance corporations;Opening balance sheet;2000 4th quarter;0.0;;;12211.0;18735.0;;
4569;Total domestic sectors;Insurance corporations;Opening balance sheet;2000;0.0;;;10635.0;16438.0;;
4570;Total domestic sectors;Insurance corporations;Opening balance sheet;2001 1st quarter;0.0;;;12155.0;19291.0;;
4571;Total domestic sectors;Insurance corporations;Opening balance sheet;2001 2nd quarter;0.0;;;11036.0;19630.0;;
4572;Total domestic sectors;Insurance corporations;Opening balance sheet;2001 3rd quarter;0.0;;;11166.0;19784.0;;
4573;Total domestic sectors;Insurance corporations;Opening balance sheet;2001 4th quarter;0.0;;;10074.0;19967.0;;
4574;Total domestic sectors;Insurance corporations;Opening balance sheet;2001;0.0;;;12155.0;19291.0;;
4575;Total domestic sectors;Insurance corporations;Opening balance sheet;2002 1st quarter;0.0;;;9070.0;21562.0;;
4576;Total domestic sectors;Insurance corporations;Opening balance sheet;2002 2nd quarter;0.0;;;8774.0;20594.0;;
4577;Total domestic sectors;Insurance corporations;Opening balance sheet;2002 3rd quarter;0.0;;;8826.0;19538.0;;
