ID;CompanySize;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
6934;10 or more employed persons;422 Construction of utility projects;2013 4th quarter;133.1;-4.8
6935;10 or more employed persons;422 Construction of utility projects;2013;108.8;2.0
6936;10 or more employed persons;422 Construction of utility projects;2014 January;78.8;13.8
6937;10 or more employed persons;422 Construction of utility projects;2014 February;94.1;22.6
6938;10 or more employed persons;422 Construction of utility projects;2014 March;113.1;19.5
6939;10 or more employed persons;422 Construction of utility projects;2014 1st quarter;95.4;18.8
6940;10 or more employed persons;422 Construction of utility projects;2014 April;113.4;14.6
6941;10 or more employed persons;422 Construction of utility projects;2014 May;110.9;-6.3
6942;10 or more employed persons;422 Construction of utility projects;2014 June;122.3;-2.4
6943;10 or more employed persons;422 Construction of utility projects;2014 2nd quarter;115.5;1.1
6944;10 or more employed persons;422 Construction of utility projects;2014 July;112.1;-3.0
6945;10 or more employed persons;422 Construction of utility projects;2014 August;73.0;-21.5
6946;10 or more employed persons;422 Construction of utility projects;2014 September;116.5;2.3
6947;10 or more employed persons;422 Construction of utility projects;2014 3rd quarter;100.6;-6.4
6948;10 or more employed persons;422 Construction of utility projects;2014 October;119.9;-4.2
6949;10 or more employed persons;422 Construction of utility projects;2014 November;116.5;-11.3
6950;10 or more employed persons;422 Construction of utility projects;2014 December;137.4;-3.8
6951;10 or more employed persons;422 Construction of utility projects;2014 4th quarter;124.6;-6.4
6952;10 or more employed persons;422 Construction of utility projects;2014;109.0;0.2
6953;10 or more employed persons;422 Construction of utility projects;2015 January;60.5;-23.2
6954;10 or more employed persons;422 Construction of utility projects;2015 February;73.1;-22.3
6955;10 or more employed persons;422 Construction of utility projects;2015 March;101.0;-10.8
6956;10 or more employed persons;422 Construction of utility projects;2015 1st quarter;78.2;-18.0
6957;10 or more employed persons;422 Construction of utility projects;2015 April;96.9;-14.5
6958;10 or more employed persons;422 Construction of utility projects;2015 May;95.0;-14.3
6959;10 or more employed persons;422 Construction of utility projects;2015 June;110.0;-10.1
6960;10 or more employed persons;422 Construction of utility projects;2015 2nd quarter;100.7;-12.9
6961;10 or more employed persons;422 Construction of utility projects;2015 July;105.2;-6.2
6962;10 or more employed persons;422 Construction of utility projects;2015 August;72.8;-0.3
6963;10 or more employed persons;422 Construction of utility projects;2015 September;110.3;-5.3
6964;10 or more employed persons;422 Construction of utility projects;2015 3rd quarter;96.1;-4.4
6965;10 or more employed persons;422 Construction of utility projects;2015 October;113.5;-5.3
6966;10 or more employed persons;422 Construction of utility projects;2015 November;118.5;1.7
6967;10 or more employed persons;422 Construction of utility projects;2015 December;143.1;4.1
6968;10 or more employed persons;422 Construction of utility projects;2015 4th quarter;125.0;0.3
6969;10 or more employed persons;422 Construction of utility projects;2015;100.0;-8.3
6970;10 or more employed persons;422 Construction of utility projects;2016 January;73.8;21.9
6971;10 or more employed persons;422 Construction of utility projects;2016 February;95.8;31.0
6972;10 or more employed persons;422 Construction of utility projects;2016 March;109.8;8.8
6973;10 or more employed persons;422 Construction of utility projects;2016 1st quarter;93.1;19.1
6974;10 or more employed persons;422 Construction of utility projects;2016 April;111.6;15.1
6975;10 or more employed persons;422 Construction of utility projects;2016 May;104.0;9.4
6976;10 or more employed persons;422 Construction of utility projects;2016 June;127.0;15.4
6977;10 or more employed persons;422 Construction of utility projects;2016 2nd quarter;114.2;13.4
6978;10 or more employed persons;422 Construction of utility projects;2016 July;113.2;7.7
6979;10 or more employed persons;422 Construction of utility projects;2016 August;78.8;8.3
6980;10 or more employed persons;422 Construction of utility projects;2016 September;120.8;9.4
6981;10 or more employed persons;422 Construction of utility projects;2016 3rd quarter;104.3;8.5
6982;10 or more employed persons;422 Construction of utility projects;2016 October;120.0;5.7
6983;10 or more employed persons;422 Construction of utility projects;2016 November;125.7;6.0
6984;10 or more employed persons;422 Construction of utility projects;2016 December;163.0;13.9
6985;10 or more employed persons;422 Construction of utility projects;2016 4th quarter;136.2;8.9
6986;10 or more employed persons;422 Construction of utility projects;2016;112.0;12.0
6987;10 or more employed persons;422 Construction of utility projects;2017 January;64.1;-13.2
6988;10 or more employed persons;422 Construction of utility projects;2017 February;94.5;-1.4
6989;10 or more employed persons;422 Construction of utility projects;2017 March;111.1;1.2
6990;10 or more employed persons;422 Construction of utility projects;2017 1st quarter;89.9;-3.5
6991;10 or more employed persons;422 Construction of utility projects;2017 April;95.9;-14.1
6992;10 or more employed persons;422 Construction of utility projects;2017 May;109.1;4.9
6993;10 or more employed persons;422 Construction of utility projects;2017 June;124.8;-1.7
6994;10 or more employed persons;422 Construction of utility projects;2017 2nd quarter;109.9;-3.7
6995;10 or more employed persons;422 Construction of utility projects;2017 July;110.5;-2.4
6996;10 or more employed persons;422 Construction of utility projects;2017 August;79.0;0.2
6997;10 or more employed persons;422 Construction of utility projects;2017 September;116.3;-3.7
6998;10 or more employed persons;422 Construction of utility projects;2017 3rd quarter;101.9;-2.3
6999;10 or more employed persons;422 Construction of utility projects;2017 October;130.6;8.8
7000;10 or more employed persons;422 Construction of utility projects;2017 November;132.7;5.6
7001;10 or more employed persons;422 Construction of utility projects;2017 December;159.6;-2.1
7002;10 or more employed persons;422 Construction of utility projects;2017 4th quarter;140.9;3.5
7003;10 or more employed persons;422 Construction of utility projects;2017;110.7;-1.1
7004;10 or more employed persons;422 Construction of utility projects;2018 January;67.8;5.9
7005;10 or more employed persons;422 Construction of utility projects;2018 February;83.6;-11.6
7006;10 or more employed persons;422 Construction of utility projects;2018 March;110.6;-0.5
7007;10 or more employed persons;422 Construction of utility projects;2018 1st quarter;87.3;-2.9
7008;10 or more employed persons;422 Construction of utility projects;2018 April;101.9;6.3
7009;10 or more employed persons;422 Construction of utility projects;2018 May;113.6;4.1
7010;10 or more employed persons;422 Construction of utility projects;2018 June;134.2;7.5
7011;10 or more employed persons;422 Construction of utility projects;2018 2nd quarter;116.6;6.0
7012;10 or more employed persons;422 Construction of utility projects;2018 July;122.7;11.0
7013;10 or more employed persons;422 Construction of utility projects;2018 August;88.1;11.5
7014;10 or more employed persons;422 Construction of utility projects;2018 September;109.0;-6.3
7015;10 or more employed persons;422 Construction of utility projects;2018 3rd quarter;106.6;4.6
7016;10 or more employed persons;422 Construction of utility projects;2018 October;143.0;9.5
7017;10 or more employed persons;422 Construction of utility projects;2018 November;146.8;10.7
7018;10 or more employed persons;422 Construction of utility projects;2018 December;147.0;-7.9
7019;10 or more employed persons;422 Construction of utility projects;2018 4th quarter;145.6;3.3
7020;10 or more employed persons;422 Construction of utility projects;2018;114.0;3.0
7021;10 or more employed persons;422 Construction of utility projects;2019 January;75.4;11.1
7022;10 or more employed persons;422 Construction of utility projects;2019 February;97.0;16.0
7023;10 or more employed persons;422 Construction of utility projects;2019 March;111.6;0.9
7024;10 or more employed persons;422 Construction of utility projects;2019 1st quarter;94.6;8.4
7025;10 or more employed persons;422 Construction of utility projects;2019 April;120.5;18.2
7026;10 or more employed persons;422 Construction of utility projects;2019 May;124.4;9.5
7027;10 or more employed persons;422 Construction of utility projects;2019 June;118.3;-11.9
7028;10 or more employed persons;422 Construction of utility projects;2019 2nd quarter;121.1;3.9
7029;10 or more employed persons;422 Construction of utility projects;2019 July;143.8;17.2
7030;10 or more employed persons;422 Construction of utility projects;2019 August;98.8;12.2
7031;10 or more employed persons;422 Construction of utility projects;2019 September;123.8;13.6
7032;10 or more employed persons;422 Construction of utility projects;2019 3rd quarter;122.2;14.6
7033;10 or more employed persons;422 Construction of utility projects;2019 October;150.3;5.1
7034;10 or more employed persons;422 Construction of utility projects;2019 November;139.6;-4.9
7035;10 or more employed persons;422 Construction of utility projects;2019 December;160.0;8.9
7036;10 or more employed persons;422 Construction of utility projects;2019 4th quarter;150.0;3.0
7037;10 or more employed persons;422 Construction of utility projects;2019;122.0;7.0
7038;10 or more employed persons;422 Construction of utility projects;2020 January;94.9;25.9
7039;10 or more employed persons;422 Construction of utility projects;2020 February;113.3;16.9
7040;10 or more employed persons;422 Construction of utility projects;2020 March;154.8;38.7
7041;10 or more employed persons;422 Construction of utility projects;2020 1st quarter;121.0;27.8
7042;10 or more employed persons;422 Construction of utility projects;2020 April;127.5;5.8
7043;10 or more employed persons;422 Construction of utility projects;2020 May;132.6;6.6
7044;10 or more employed persons;422 Construction of utility projects;2020 June;147.1;24.4
