ID;Sex;Age;CountryOfBirth;DutchCaribbean;Periods;PopulationOnJanuary1st_1
7709;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;St. Eustatius;2020;87
7710;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;St. Eustatius;2021;90
7711;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;St. Eustatius;2022;104
7712;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;St. Eustatius;2023;96
7713;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;St. Eustatius;2024;83
7714;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Saba;2011;32
7715;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Saba;2012;38
7716;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Saba;2013;42
7717;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Saba;2014;47
7718;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Saba;2015;52
7719;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Saba;2016;59
7720;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Saba;2017;58
7721;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Saba;2018;53
7722;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Saba;2019;56
7723;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Saba;2020;55
7724;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Saba;2021;50
7725;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Saba;2022;46
7726;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Saba;2023;54
7727;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Saba;2024;56
7728;Total male and female;10 to 14 years;Central and South America (excl CN...);Caribbean Netherlands;2011;158
7729;Total male and female;10 to 14 years;Central and South America (excl CN...);Caribbean Netherlands;2012;156
7730;Total male and female;10 to 14 years;Central and South America (excl CN...);Caribbean Netherlands;2013;167
7731;Total male and female;10 to 14 years;Central and South America (excl CN...);Caribbean Netherlands;2014;156
7732;Total male and female;10 to 14 years;Central and South America (excl CN...);Caribbean Netherlands;2015;151
7733;Total male and female;10 to 14 years;Central and South America (excl CN...);Caribbean Netherlands;2016;147
7734;Total male and female;10 to 14 years;Central and South America (excl CN...);Caribbean Netherlands;2017;145
7735;Total male and female;10 to 14 years;Central and South America (excl CN...);Caribbean Netherlands;2018;130
7736;Total male and female;10 to 14 years;Central and South America (excl CN...);Caribbean Netherlands;2019;142
7737;Total male and female;10 to 14 years;Central and South America (excl CN...);Caribbean Netherlands;2020;167
7738;Total male and female;10 to 14 years;Central and South America (excl CN...);Caribbean Netherlands;2021;187
7739;Total male and female;10 to 14 years;Central and South America (excl CN...);Caribbean Netherlands;2022;215
7740;Total male and female;10 to 14 years;Central and South America (excl CN...);Caribbean Netherlands;2023;237
7741;Total male and female;10 to 14 years;Central and South America (excl CN...);Caribbean Netherlands;2024;281
7742;Total male and female;10 to 14 years;Central and South America (excl CN...);Bonaire;2011;84
7743;Total male and female;10 to 14 years;Central and South America (excl CN...);Bonaire;2012;92
7744;Total male and female;10 to 14 years;Central and South America (excl CN...);Bonaire;2013;100
7745;Total male and female;10 to 14 years;Central and South America (excl CN...);Bonaire;2014;100
7746;Total male and female;10 to 14 years;Central and South America (excl CN...);Bonaire;2015;102
7747;Total male and female;10 to 14 years;Central and South America (excl CN...);Bonaire;2016;100
7748;Total male and female;10 to 14 years;Central and South America (excl CN...);Bonaire;2017;100
7749;Total male and female;10 to 14 years;Central and South America (excl CN...);Bonaire;2018;99
7750;Total male and female;10 to 14 years;Central and South America (excl CN...);Bonaire;2019;114
7751;Total male and female;10 to 14 years;Central and South America (excl CN...);Bonaire;2020;134
7752;Total male and female;10 to 14 years;Central and South America (excl CN...);Bonaire;2021;148
7753;Total male and female;10 to 14 years;Central and South America (excl CN...);Bonaire;2022;165
7754;Total male and female;10 to 14 years;Central and South America (excl CN...);Bonaire;2023;190
7755;Total male and female;10 to 14 years;Central and South America (excl CN...);Bonaire;2024;233
7756;Total male and female;10 to 14 years;Central and South America (excl CN...);St. Eustatius;2011;55
7757;Total male and female;10 to 14 years;Central and South America (excl CN...);St. Eustatius;2012;49
7758;Total male and female;10 to 14 years;Central and South America (excl CN...);St. Eustatius;2013;52
7759;Total male and female;10 to 14 years;Central and South America (excl CN...);St. Eustatius;2014;43
7760;Total male and female;10 to 14 years;Central and South America (excl CN...);St. Eustatius;2015;36
7761;Total male and female;10 to 14 years;Central and South America (excl CN...);St. Eustatius;2016;33
7762;Total male and female;10 to 14 years;Central and South America (excl CN...);St. Eustatius;2017;34
7763;Total male and female;10 to 14 years;Central and South America (excl CN...);St. Eustatius;2018;24
7764;Total male and female;10 to 14 years;Central and South America (excl CN...);St. Eustatius;2019;18
7765;Total male and female;10 to 14 years;Central and South America (excl CN...);St. Eustatius;2020;24
7766;Total male and female;10 to 14 years;Central and South America (excl CN...);St. Eustatius;2021;25
7767;Total male and female;10 to 14 years;Central and South America (excl CN...);St. Eustatius;2022;28
7768;Total male and female;10 to 14 years;Central and South America (excl CN...);St. Eustatius;2023;26
7769;Total male and female;10 to 14 years;Central and South America (excl CN...);St. Eustatius;2024;26
7770;Total male and female;10 to 14 years;Central and South America (excl CN...);Saba;2011;19
7771;Total male and female;10 to 14 years;Central and South America (excl CN...);Saba;2012;15
7772;Total male and female;10 to 14 years;Central and South America (excl CN...);Saba;2013;15
7773;Total male and female;10 to 14 years;Central and South America (excl CN...);Saba;2014;13
7774;Total male and female;10 to 14 years;Central and South America (excl CN...);Saba;2015;13
7775;Total male and female;10 to 14 years;Central and South America (excl CN...);Saba;2016;14
7776;Total male and female;10 to 14 years;Central and South America (excl CN...);Saba;2017;11
7777;Total male and female;10 to 14 years;Central and South America (excl CN...);Saba;2018;7
7778;Total male and female;10 to 14 years;Central and South America (excl CN...);Saba;2019;10
7779;Total male and female;10 to 14 years;Central and South America (excl CN...);Saba;2020;9
7780;Total male and female;10 to 14 years;Central and South America (excl CN...);Saba;2021;14
7781;Total male and female;10 to 14 years;Central and South America (excl CN...);Saba;2022;22
7782;Total male and female;10 to 14 years;Central and South America (excl CN...);Saba;2023;21
7783;Total male and female;10 to 14 years;Central and South America (excl CN...);Saba;2024;22
7784;Total male and female;10 to 14 years;Dutch Caribbean;Caribbean Netherlands;2011;546
7785;Total male and female;10 to 14 years;Dutch Caribbean;Caribbean Netherlands;2012;539
7786;Total male and female;10 to 14 years;Dutch Caribbean;Caribbean Netherlands;2013;515
7787;Total male and female;10 to 14 years;Dutch Caribbean;Caribbean Netherlands;2014;500
7788;Total male and female;10 to 14 years;Dutch Caribbean;Caribbean Netherlands;2015;528
7789;Total male and female;10 to 14 years;Dutch Caribbean;Caribbean Netherlands;2016;552
7790;Total male and female;10 to 14 years;Dutch Caribbean;Caribbean Netherlands;2017;567
7791;Total male and female;10 to 14 years;Dutch Caribbean;Caribbean Netherlands;2018;581
7792;Total male and female;10 to 14 years;Dutch Caribbean;Caribbean Netherlands;2019;607
7793;Total male and female;10 to 14 years;Dutch Caribbean;Caribbean Netherlands;2020;669
7794;Total male and female;10 to 14 years;Dutch Caribbean;Caribbean Netherlands;2021;705
7795;Total male and female;10 to 14 years;Dutch Caribbean;Caribbean Netherlands;2022;719
7796;Total male and female;10 to 14 years;Dutch Caribbean;Caribbean Netherlands;2023;754
7797;Total male and female;10 to 14 years;Dutch Caribbean;Caribbean Netherlands;2024;781
7798;Total male and female;10 to 14 years;Dutch Caribbean;Bonaire;2011;413
7799;Total male and female;10 to 14 years;Dutch Caribbean;Bonaire;2012;406
7800;Total male and female;10 to 14 years;Dutch Caribbean;Bonaire;2013;384
7801;Total male and female;10 to 14 years;Dutch Caribbean;Bonaire;2014;379
7802;Total male and female;10 to 14 years;Dutch Caribbean;Bonaire;2015;403
7803;Total male and female;10 to 14 years;Dutch Caribbean;Bonaire;2016;427
7804;Total male and female;10 to 14 years;Dutch Caribbean;Bonaire;2017;448
7805;Total male and female;10 to 14 years;Dutch Caribbean;Bonaire;2018;474
7806;Total male and female;10 to 14 years;Dutch Caribbean;Bonaire;2019;515
7807;Total male and female;10 to 14 years;Dutch Caribbean;Bonaire;2020;577
7808;Total male and female;10 to 14 years;Dutch Caribbean;Bonaire;2021;606
7809;Total male and female;10 to 14 years;Dutch Caribbean;Bonaire;2022;624
7810;Total male and female;10 to 14 years;Dutch Caribbean;Bonaire;2023;664
7811;Total male and female;10 to 14 years;Dutch Caribbean;Bonaire;2024;685
7812;Total male and female;10 to 14 years;Dutch Caribbean;St. Eustatius;2011;97
7813;Total male and female;10 to 14 years;Dutch Caribbean;St. Eustatius;2012;107
7814;Total male and female;10 to 14 years;Dutch Caribbean;St. Eustatius;2013;111
7815;Total male and female;10 to 14 years;Dutch Caribbean;St. Eustatius;2014;105
7816;Total male and female;10 to 14 years;Dutch Caribbean;St. Eustatius;2015;108
7817;Total male and female;10 to 14 years;Dutch Caribbean;St. Eustatius;2016;104
7818;Total male and female;10 to 14 years;Dutch Caribbean;St. Eustatius;2017;93
7819;Total male and female;10 to 14 years;Dutch Caribbean;St. Eustatius;2018;81
7820;Total male and female;10 to 14 years;Dutch Caribbean;St. Eustatius;2019;67
7821;Total male and female;10 to 14 years;Dutch Caribbean;St. Eustatius;2020;69
7822;Total male and female;10 to 14 years;Dutch Caribbean;St. Eustatius;2021;78
7823;Total male and female;10 to 14 years;Dutch Caribbean;St. Eustatius;2022;80
7824;Total male and female;10 to 14 years;Dutch Caribbean;St. Eustatius;2023;78
7825;Total male and female;10 to 14 years;Dutch Caribbean;St. Eustatius;2024;88
7826;Total male and female;10 to 14 years;Dutch Caribbean;Saba;2011;36
7827;Total male and female;10 to 14 years;Dutch Caribbean;Saba;2012;26
7828;Total male and female;10 to 14 years;Dutch Caribbean;Saba;2013;20
7829;Total male and female;10 to 14 years;Dutch Caribbean;Saba;2014;16
7830;Total male and female;10 to 14 years;Dutch Caribbean;Saba;2015;17
7831;Total male and female;10 to 14 years;Dutch Caribbean;Saba;2016;21
7832;Total male and female;10 to 14 years;Dutch Caribbean;Saba;2017;26
7833;Total male and female;10 to 14 years;Dutch Caribbean;Saba;2018;26
7834;Total male and female;10 to 14 years;Dutch Caribbean;Saba;2019;25
7835;Total male and female;10 to 14 years;Dutch Caribbean;Saba;2020;23
7836;Total male and female;10 to 14 years;Dutch Caribbean;Saba;2021;21
7837;Total male and female;10 to 14 years;Dutch Caribbean;Saba;2022;15
7838;Total male and female;10 to 14 years;Dutch Caribbean;Saba;2023;12
7839;Total male and female;10 to 14 years;Dutch Caribbean;Saba;2024;8
7840;Total male and female;10 to 14 years;Aruba;Caribbean Netherlands;2011;12
7841;Total male and female;10 to 14 years;Aruba;Caribbean Netherlands;2012;16
7842;Total male and female;10 to 14 years;Aruba;Caribbean Netherlands;2013;14
7843;Total male and female;10 to 14 years;Aruba;Caribbean Netherlands;2014;19
7844;Total male and female;10 to 14 years;Aruba;Caribbean Netherlands;2015;23
7845;Total male and female;10 to 14 years;Aruba;Caribbean Netherlands;2016;23
7846;Total male and female;10 to 14 years;Aruba;Caribbean Netherlands;2017;26
7847;Total male and female;10 to 14 years;Aruba;Caribbean Netherlands;2018;28
7848;Total male and female;10 to 14 years;Aruba;Caribbean Netherlands;2019;32
7849;Total male and female;10 to 14 years;Aruba;Caribbean Netherlands;2020;39
7850;Total male and female;10 to 14 years;Aruba;Caribbean Netherlands;2021;36
7851;Total male and female;10 to 14 years;Aruba;Caribbean Netherlands;2022;37
7852;Total male and female;10 to 14 years;Aruba;Caribbean Netherlands;2023;36
7853;Total male and female;10 to 14 years;Aruba;Caribbean Netherlands;2024;31
7854;Total male and female;10 to 14 years;Aruba;Bonaire;2011;11
7855;Total male and female;10 to 14 years;Aruba;Bonaire;2012;15
7856;Total male and female;10 to 14 years;Aruba;Bonaire;2013;13
