ID;Population;Sex;PersonalCharacteristics;TravelMotives;Margins;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3;Trips_4;DistanceTravelled_5;TimeTravelled_6
6043;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Extremely urbanised;2019;1.18;2.41;14.18;432.0;879.0;86.3
6044;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Extremely urbanised;2020;0.87;1.93;10.45;320.0;707.0;63.7
6045;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Extremely urbanised;2021;0.86;1.79;11.37;313.0;654.0;69.1
6046;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Extremely urbanised;2022;1.02;2.42;14.42;373.0;884.0;87.7
6047;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Extremely urbanised;2023;0.96;1.91;12.96;352.0;699.0;78.8
6048;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Strongly urbanised;2018;1.29;2.56;13.85;470.0;936.0;84.3
6049;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Strongly urbanised;2019;1.25;2.39;12.43;456.0;874.0;75.6
6050;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Strongly urbanised;2020;0.91;1.78;10.28;331.0;653.0;62.7
6051;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Strongly urbanised;2021;0.96;2.2;10.56;349.0;803.0;64.2
6052;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Strongly urbanised;2022;1.02;1.95;11.85;373.0;711.0;72.1
6053;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Strongly urbanised;2023;1.14;2.2;14.0;417.0;802.0;85.2
6054;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Moderately urbanised;2018;1.23;2.44;11.47;448.0;891.0;69.8
6055;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Moderately urbanised;2019;1.29;2.64;13.43;471.0;964.0;81.7
6056;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Moderately urbanised;2020;0.85;1.94;9.25;313.0;710.0;56.4
6057;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Moderately urbanised;2021;0.93;2.24;9.97;341.0;819.0;60.6
6058;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Moderately urbanised;2022;1.04;2.35;11.61;381.0;859.0;70.6
6059;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Moderately urbanised;2023;1.07;2.01;11.67;390.0;734.0;71.0
6060;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Hardly urbanised;2018;1.36;2.79;12.73;498.0;1017.0;77.4
6061;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Hardly urbanised;2019;1.33;3.12;13.0;484.0;1138.0;79.1
6062;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Hardly urbanised;2020;0.96;2.55;9.65;350.0;934.0;58.9
6063;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Hardly urbanised;2021;0.87;2.07;9.17;318.0;757.0;55.8
6064;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Hardly urbanised;2022;1.09;2.76;11.93;399.0;1008.0;72.6
6065;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Hardly urbanised;2023;1.08;2.49;10.77;395.0;909.0;65.5
6066;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Not urbanised;2018;1.31;3.34;12.85;478.0;1218.0;78.2
6067;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Not urbanised;2019;1.04;2.77;10.95;378.0;1011.0;66.6
6068;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Not urbanised;2020;0.88;2.81;9.59;321.0;1029.0;58.5
6069;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Not urbanised;2021;0.91;2.16;9.18;332.0;787.0;55.8
6070;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Not urbanised;2022;1.2;2.94;13.13;439.0;1073.0;79.8
6071;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Value;Not urbanised;2023;0.98;;13.13;357.0;;79.9
6072;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;The Netherlands;2018;1.21;2.43;12.5;440.0;888.0;76.1
6073;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;The Netherlands;2019;1.19;2.39;12.26;435.0;872.0;74.6
6074;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;The Netherlands;2020;0.86;1.82;9.2;314.0;666.0;56.1
6075;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;The Netherlands;2021;0.87;1.84;9.56;317.0;671.0;58.2
6076;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;The Netherlands;2022;1.01;2.12;11.64;368.0;774.0;70.8
6077;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;The Netherlands;2023;1.02;2.06;11.61;372.0;751.0;70.6
6078;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Noord-Nederland (LD);2018;1.2;2.42;11.88;436.0;882.0;72.3
6079;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Noord-Nederland (LD);2019;1.05;1.94;9.59;383.0;707.0;58.3
6080;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Noord-Nederland (LD);2020;0.72;1.43;6.84;265.0;524.0;41.7
6081;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Noord-Nederland (LD);2021;0.79;1.52;8.38;289.0;555.0;51.0
6082;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Noord-Nederland (LD);2022;0.99;2.02;10.87;360.0;737.0;66.1
6083;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Noord-Nederland (LD);2023;0.84;1.73;9.28;308.0;632.0;56.4
6084;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Oost-Nederland (LD);2018;1.22;2.53;12.3;445.0;925.0;74.8
6085;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Oost-Nederland (LD);2019;1.12;2.12;10.65;410.0;776.0;64.8
6086;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Oost-Nederland (LD);2020;0.82;1.49;8.46;301.0;547.0;51.6
6087;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Oost-Nederland (LD);2021;0.82;1.9;8.84;300.0;693.0;53.8
6088;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Oost-Nederland (LD);2022;0.93;1.87;9.53;338.0;683.0;57.9
6089;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Oost-Nederland (LD);2023;1.03;2.02;10.69;378.0;736.0;65.0
6090;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;West-Nederland (LD);2018;1.13;2.2;12.11;412.0;804.0;73.7
6091;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;West-Nederland (LD);2019;1.21;2.33;13.21;441.0;850.0;80.4
6092;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;West-Nederland (LD);2020;0.85;1.62;9.17;310.0;592.0;56.0
6093;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;West-Nederland (LD);2021;0.86;1.7;9.69;314.0;621.0;58.9
6094;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;West-Nederland (LD);2022;1.01;1.96;12.13;368.0;717.0;73.8
6095;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;West-Nederland (LD);2023;1.0;1.77;11.12;364.0;646.0;67.6
6096;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Zuid-Nederland (LD);2018;1.19;1.92;11.08;435.0;699.0;67.4
6097;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Zuid-Nederland (LD);2019;1.08;1.93;9.82;393.0;705.0;59.7
6098;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Zuid-Nederland (LD);2020;0.8;1.67;7.89;291.0;613.0;48.1
6099;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Zuid-Nederland (LD);2021;0.81;1.27;7.33;294.0;462.0;44.6
6100;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Zuid-Nederland (LD);2022;0.91;1.65;9.25;332.0;601.0;56.3
6101;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Zuid-Nederland (LD);2023;0.93;1.82;10.46;341.0;663.0;63.6
6102;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Groningen (PV);2018;1.17;2.14;11.07;428.0;782.0;67.3
6103;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Groningen (PV);2019;0.97;;8.22;353.0;;50.0
6104;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Groningen (PV);2020;;;;;;
6105;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Groningen (PV);2021;;;;;;
6106;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Groningen (PV);2022;;;;;;
6107;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Groningen (PV);2023;;;;;;
6108;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Fryslân (PV);2018;1.02;1.55;8.83;371.0;566.0;53.7
6109;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Fryslân (PV);2019;0.81;;7.49;295.0;;45.6
6110;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Fryslân (PV);2020;;;;;;
6111;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Fryslân (PV);2021;0.71;1.25;6.89;259.0;457.0;41.9
6112;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Fryslân (PV);2022;;;;;;
6113;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Fryslân (PV);2023;0.83;;6.91;303.0;;42.0
6114;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Drenthe (PV);2018;1.13;2.34;12.22;411.0;854.0;74.4
6115;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Drenthe (PV);2019;1.07;;8.38;392.0;;51.0
6116;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Drenthe (PV);2020;;;;;;
6117;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Drenthe (PV);2021;;;;;;
6118;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Drenthe (PV);2022;;;;;;
6119;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Drenthe (PV);2023;;;;;;
6120;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Overijssel (PV);2018;1.07;2.0;10.93;392.0;731.0;66.5
6121;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Overijssel (PV);2019;1.02;1.79;9.53;374.0;652.0;58.0
6122;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Overijssel (PV);2020;0.64;1.09;5.69;234.0;400.0;34.7
6123;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Overijssel (PV);2021;0.74;;7.03;269.0;;42.8
6124;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Overijssel (PV);2022;0.86;1.27;8.01;312.0;465.0;48.8
6125;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Overijssel (PV);2023;0.99;1.45;8.77;362.0;529.0;53.4
6126;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Flevoland (PV);2018;1.2;;13.32;439.0;;81.0
6127;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Flevoland (PV);2019;0.9;1.74;9.06;329.0;635.0;55.1
6128;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Flevoland (PV);2020;0.59;0.87;;217.0;318.0;
6129;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Flevoland (PV);2021;;;;;;
6130;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Flevoland (PV);2022;0.93;;10.12;340.0;;61.5
6131;Population 6 years or older;Total male and female;Age: 6 to 11 years;Attending education/courses;Lower bound 95% confidence interval;Flevoland (PV);2023;0.98;1.95;10.23;357.0;711.0;62.2
