ID;Providers;Financing;Periods;ExpenditureOnHealthAndSocialCare_1
2381;HP39.9: Other non-residential care;HF21: Private social insurance;2010;
2382;HP39.9: Other non-residential care;HF21: Private social insurance;2011;
2383;HP39.9: Other non-residential care;HF21: Private social insurance;2012;
2384;HP39.9: Other non-residential care;HF21: Private social insurance;2013;
2385;HP39.9: Other non-residential care;HF22: Private insurance;2005;3.0
2386;HP39.9: Other non-residential care;HF22: Private insurance;2006;0.0
2387;HP39.9: Other non-residential care;HF22: Private insurance;2007;0.0
2388;HP39.9: Other non-residential care;HF22: Private insurance;2008;0.0
2389;HP39.9: Other non-residential care;HF22: Private insurance;2009;0.0
2390;HP39.9: Other non-residential care;HF22: Private insurance;2010;0.0
2391;HP39.9: Other non-residential care;HF22: Private insurance;2011;0.0
2392;HP39.9: Other non-residential care;HF22: Private insurance;2012;0.0
2393;HP39.9: Other non-residential care;HF22: Private insurance;2013;0.0
2394;HP39.9: Other non-residential care;HF23: Out-of-pocket expenditure;2005;0.0
2395;HP39.9: Other non-residential care;HF23: Out-of-pocket expenditure;2006;0.0
2396;HP39.9: Other non-residential care;HF23: Out-of-pocket expenditure;2007;0.0
2397;HP39.9: Other non-residential care;HF23: Out-of-pocket expenditure;2008;0.0
2398;HP39.9: Other non-residential care;HF23: Out-of-pocket expenditure;2009;0.0
2399;HP39.9: Other non-residential care;HF23: Out-of-pocket expenditure;2010;0.0
2400;HP39.9: Other non-residential care;HF23: Out-of-pocket expenditure;2011;0.0
2401;HP39.9: Other non-residential care;HF23: Out-of-pocket expenditure;2012;0.0
2402;HP39.9: Other non-residential care;HF23: Out-of-pocket expenditure;2013;0.0
2403;HP39.9: Other non-residential care;HF24: Non-profit institutions;2005;0.0
2404;HP39.9: Other non-residential care;HF24: Non-profit institutions;2006;0.0
2405;HP39.9: Other non-residential care;HF24: Non-profit institutions;2007;0.0
2406;HP39.9: Other non-residential care;HF24: Non-profit institutions;2008;0.0
2407;HP39.9: Other non-residential care;HF24: Non-profit institutions;2009;0.0
2408;HP39.9: Other non-residential care;HF24: Non-profit institutions;2010;0.0
2409;HP39.9: Other non-residential care;HF24: Non-profit institutions;2011;0.0
2410;HP39.9: Other non-residential care;HF24: Non-profit institutions;2012;0.0
2411;HP39.9: Other non-residential care;HF24: Non-profit institutions;2013;0.0
2412;HP39.9: Other non-residential care;HF25: Enterprises;2005;0.0
2413;HP39.9: Other non-residential care;HF25: Enterprises;2006;0.0
2414;HP39.9: Other non-residential care;HF25: Enterprises;2007;0.0
2415;HP39.9: Other non-residential care;HF25: Enterprises;2008;0.0
2416;HP39.9: Other non-residential care;HF25: Enterprises;2009;0.0
2417;HP39.9: Other non-residential care;HF25: Enterprises;2010;0.0
2418;HP39.9: Other non-residential care;HF25: Enterprises;2011;0.0
2419;HP39.9: Other non-residential care;HF25: Enterprises;2012;0.0
2420;HP39.9: Other non-residential care;HF25: Enterprises;2013;0.0
2421;HP39.9: Other non-residential care;"Rest of the world; exports";2005;0.0
2422;HP39.9: Other non-residential care;"Rest of the world; exports";2006;0.0
2423;HP39.9: Other non-residential care;"Rest of the world; exports";2007;0.0
2424;HP39.9: Other non-residential care;"Rest of the world; exports";2008;0.0
2425;HP39.9: Other non-residential care;"Rest of the world; exports";2009;0.0
2426;HP39.9: Other non-residential care;"Rest of the world; exports";2010;0.0
2427;HP39.9: Other non-residential care;"Rest of the world; exports";2011;0.0
2428;HP39.9: Other non-residential care;"Rest of the world; exports";2012;0.0
2429;HP39.9: Other non-residential care;"Rest of the world; exports";2013;0.0
2430;HP4: Retailers of medical goods;Total financing of health & social care;2005;7963.0
2431;HP4: Retailers of medical goods;Total financing of health & social care;2006;8166.0
2432;HP4: Retailers of medical goods;Total financing of health & social care;2007;8646.0
2433;HP4: Retailers of medical goods;Total financing of health & social care;2008;9032.0
2434;HP4: Retailers of medical goods;Total financing of health & social care;2009;8889.0
2435;HP4: Retailers of medical goods;Total financing of health & social care;2010;9166.0
2436;HP4: Retailers of medical goods;Total financing of health & social care;2011;9399.0
2437;HP4: Retailers of medical goods;Total financing of health & social care;2012;8996.0
2438;HP4: Retailers of medical goods;Total financing of health & social care;2013;8620.0
2439;HP4: Retailers of medical goods;Total financing of residents;2005;7942.0
2440;HP4: Retailers of medical goods;Total financing of residents;2006;8145.0
2441;HP4: Retailers of medical goods;Total financing of residents;2007;8625.0
2442;HP4: Retailers of medical goods;Total financing of residents;2008;9011.0
2443;HP4: Retailers of medical goods;Total financing of residents;2009;8869.0
2444;HP4: Retailers of medical goods;Total financing of residents;2010;9140.0
2445;HP4: Retailers of medical goods;Total financing of residents;2011;9375.0
2446;HP4: Retailers of medical goods;Total financing of residents;2012;8972.0
2447;HP4: Retailers of medical goods;Total financing of residents;2013;8596.0
2448;HP4: Retailers of medical goods;HF1: General government;2005;3900.0
2449;HP4: Retailers of medical goods;HF1: General government;2006;5576.0
2450;HP4: Retailers of medical goods;HF1: General government;2007;6000.0
2451;HP4: Retailers of medical goods;HF1: General government;2008;6125.0
2452;HP4: Retailers of medical goods;HF1: General government;2009;6238.0
2453;HP4: Retailers of medical goods;HF1: General government;2010;6370.0
2454;HP4: Retailers of medical goods;HF1: General government;2011;6369.0
2455;HP4: Retailers of medical goods;HF1: General government;2012;5814.0
2456;HP4: Retailers of medical goods;HF1: General government;2013;5521.0
2457;HP4: Retailers of medical goods;HF11: Government excl. social security;2005;153.0
2458;HP4: Retailers of medical goods;HF11: Government excl. social security;2006;147.0
2459;HP4: Retailers of medical goods;HF11: Government excl. social security;2007;136.0
2460;HP4: Retailers of medical goods;HF11: Government excl. social security;2008;142.0
2461;HP4: Retailers of medical goods;HF11: Government excl. social security;2009;158.0
2462;HP4: Retailers of medical goods;HF11: Government excl. social security;2010;148.0
2463;HP4: Retailers of medical goods;HF11: Government excl. social security;2011;145.0
2464;HP4: Retailers of medical goods;HF11: Government excl. social security;2012;135.0
2465;HP4: Retailers of medical goods;HF11: Government excl. social security;2013;119.0
2466;HP4: Retailers of medical goods;HF12: Social security funds;2005;3747.0
2467;HP4: Retailers of medical goods;HF12: Social security funds;2006;5429.0
2468;HP4: Retailers of medical goods;HF12: Social security funds;2007;5865.0
2469;HP4: Retailers of medical goods;HF12: Social security funds;2008;5983.0
2470;HP4: Retailers of medical goods;HF12: Social security funds;2009;6080.0
2471;HP4: Retailers of medical goods;HF12: Social security funds;2010;6222.0
2472;HP4: Retailers of medical goods;HF12: Social security funds;2011;6224.0
2473;HP4: Retailers of medical goods;HF12: Social security funds;2012;5679.0
2474;HP4: Retailers of medical goods;HF12: Social security funds;2013;5402.0
2475;HP4: Retailers of medical goods;HF121a: Exceptional Medical Expenses Act;2005;0.0
2476;HP4: Retailers of medical goods;HF121a: Exceptional Medical Expenses Act;2006;0.0
2477;HP4: Retailers of medical goods;HF121a: Exceptional Medical Expenses Act;2007;0.0
2478;HP4: Retailers of medical goods;HF121a: Exceptional Medical Expenses Act;2008;0.0
2479;HP4: Retailers of medical goods;HF121a: Exceptional Medical Expenses Act;2009;0.0
2480;HP4: Retailers of medical goods;HF121a: Exceptional Medical Expenses Act;2010;0.0
2481;HP4: Retailers of medical goods;HF121a: Exceptional Medical Expenses Act;2011;0.0
2482;HP4: Retailers of medical goods;HF121a: Exceptional Medical Expenses Act;2012;0.0
2483;HP4: Retailers of medical goods;HF121a: Exceptional Medical Expenses Act;2013;0.0
2484;HP4: Retailers of medical goods;HF121b: Health Insurance Fund;2005;3747.0
2485;HP4: Retailers of medical goods;HF121b: Health Insurance Fund;2006;
2486;HP4: Retailers of medical goods;HF121b: Health Insurance Fund;2007;
2487;HP4: Retailers of medical goods;HF121b: Health Insurance Fund;2008;
2488;HP4: Retailers of medical goods;HF121b: Health Insurance Fund;2009;
2489;HP4: Retailers of medical goods;HF121b: Health Insurance Fund;2010;
2490;HP4: Retailers of medical goods;HF121b: Health Insurance Fund;2011;
2491;HP4: Retailers of medical goods;HF121b: Health Insurance Fund;2012;
2492;HP4: Retailers of medical goods;HF121b: Health Insurance Fund;2013;
2493;HP4: Retailers of medical goods;HF122: Health care insurance act;2005;
2494;HP4: Retailers of medical goods;HF122: Health care insurance act;2006;5429.0
2495;HP4: Retailers of medical goods;HF122: Health care insurance act;2007;5865.0
2496;HP4: Retailers of medical goods;HF122: Health care insurance act;2008;5983.0
2497;HP4: Retailers of medical goods;HF122: Health care insurance act;2009;6080.0
2498;HP4: Retailers of medical goods;HF122: Health care insurance act;2010;6222.0
2499;HP4: Retailers of medical goods;HF122: Health care insurance act;2011;6224.0
2500;HP4: Retailers of medical goods;HF122: Health care insurance act;2012;5679.0
2501;HP4: Retailers of medical goods;HF122: Health care insurance act;2013;5402.0
2502;HP4: Retailers of medical goods;HF2: Private sector;2005;4042.0
2503;HP4: Retailers of medical goods;HF2: Private sector;2006;2570.0
2504;HP4: Retailers of medical goods;HF2: Private sector;2007;2625.0
2505;HP4: Retailers of medical goods;HF2: Private sector;2008;2886.0
2506;HP4: Retailers of medical goods;HF2: Private sector;2009;2631.0
2507;HP4: Retailers of medical goods;HF2: Private sector;2010;2770.0
2508;HP4: Retailers of medical goods;HF2: Private sector;2011;3007.0
2509;HP4: Retailers of medical goods;HF2: Private sector;2012;3158.0
2510;HP4: Retailers of medical goods;HF2: Private sector;2013;3075.0
2511;HP4: Retailers of medical goods;HF21: Private social insurance;2005;688.0
2512;HP4: Retailers of medical goods;HF21: Private social insurance;2006;
2513;HP4: Retailers of medical goods;HF21: Private social insurance;2007;
2514;HP4: Retailers of medical goods;HF21: Private social insurance;2008;
2515;HP4: Retailers of medical goods;HF21: Private social insurance;2009;
2516;HP4: Retailers of medical goods;HF21: Private social insurance;2010;
2517;HP4: Retailers of medical goods;HF21: Private social insurance;2011;
2518;HP4: Retailers of medical goods;HF21: Private social insurance;2012;
2519;HP4: Retailers of medical goods;HF21: Private social insurance;2013;
2520;HP4: Retailers of medical goods;HF22: Private insurance;2005;999.0
2521;HP4: Retailers of medical goods;HF22: Private insurance;2006;252.0
2522;HP4: Retailers of medical goods;HF22: Private insurance;2007;275.0
2523;HP4: Retailers of medical goods;HF22: Private insurance;2008;286.0
2524;HP4: Retailers of medical goods;HF22: Private insurance;2009;312.0
2525;HP4: Retailers of medical goods;HF22: Private insurance;2010;295.0
2526;HP4: Retailers of medical goods;HF22: Private insurance;2011;379.0
2527;HP4: Retailers of medical goods;HF22: Private insurance;2012;389.0
2528;HP4: Retailers of medical goods;HF22: Private insurance;2013;378.0
2529;HP4: Retailers of medical goods;HF23: Out-of-pocket expenditure;2005;2277.0
2530;HP4: Retailers of medical goods;HF23: Out-of-pocket expenditure;2006;2237.0
2531;HP4: Retailers of medical goods;HF23: Out-of-pocket expenditure;2007;2270.0
2532;HP4: Retailers of medical goods;HF23: Out-of-pocket expenditure;2008;2511.0
2533;HP4: Retailers of medical goods;HF23: Out-of-pocket expenditure;2009;2225.0
2534;HP4: Retailers of medical goods;HF23: Out-of-pocket expenditure;2010;2378.0
2535;HP4: Retailers of medical goods;HF23: Out-of-pocket expenditure;2011;2526.0
2536;HP4: Retailers of medical goods;HF23: Out-of-pocket expenditure;2012;2662.0
2537;HP4: Retailers of medical goods;HF23: Out-of-pocket expenditure;2013;2590.0
2538;HP4: Retailers of medical goods;HF24: Non-profit institutions;2005;0.0
2539;HP4: Retailers of medical goods;HF24: Non-profit institutions;2006;81.0
2540;HP4: Retailers of medical goods;HF24: Non-profit institutions;2007;80.0
2541;HP4: Retailers of medical goods;HF24: Non-profit institutions;2008;89.0
2542;HP4: Retailers of medical goods;HF24: Non-profit institutions;2009;94.0
2543;HP4: Retailers of medical goods;HF24: Non-profit institutions;2010;97.0
2544;HP4: Retailers of medical goods;HF24: Non-profit institutions;2011;102.0
2545;HP4: Retailers of medical goods;HF24: Non-profit institutions;2012;107.0
2546;HP4: Retailers of medical goods;HF24: Non-profit institutions;2013;107.0
2547;HP4: Retailers of medical goods;HF25: Enterprises;2005;77.0
2548;HP4: Retailers of medical goods;HF25: Enterprises;2006;0.0
2549;HP4: Retailers of medical goods;HF25: Enterprises;2007;0.0
2550;HP4: Retailers of medical goods;HF25: Enterprises;2008;0.0
2551;HP4: Retailers of medical goods;HF25: Enterprises;2009;0.0
2552;HP4: Retailers of medical goods;HF25: Enterprises;2010;0.0
2553;HP4: Retailers of medical goods;HF25: Enterprises;2011;0.0
2554;HP4: Retailers of medical goods;HF25: Enterprises;2012;0.0
2555;HP4: Retailers of medical goods;HF25: Enterprises;2013;0.0
2556;HP4: Retailers of medical goods;"Rest of the world; exports";2005;21.0
2557;HP4: Retailers of medical goods;"Rest of the world; exports";2006;21.0
2558;HP4: Retailers of medical goods;"Rest of the world; exports";2007;21.0
2559;HP4: Retailers of medical goods;"Rest of the world; exports";2008;21.0
2560;HP4: Retailers of medical goods;"Rest of the world; exports";2009;20.0
2561;HP4: Retailers of medical goods;"Rest of the world; exports";2010;26.0
2562;HP4: Retailers of medical goods;"Rest of the world; exports";2011;24.0
2563;HP4: Retailers of medical goods;"Rest of the world; exports";2012;24.0
2564;HP4: Retailers of medical goods;"Rest of the world; exports";2013;24.0
2565;HP41: Dispensing chemists;Total financing of health & social care;2005;5482.0
2566;HP41: Dispensing chemists;Total financing of health & social care;2006;5602.0
2567;HP41: Dispensing chemists;Total financing of health & social care;2007;6020.0
