ID;ProvinciaalGefinancierdeZorg;ZvwGefinancierdeGGZ;IndicatieAWBZGefinancierdeZorg;RegioS;Perioden;JongerenInJeugdzorg_1
3342;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lingewaard;2013;170.0
3343;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lingewaard;2014;160.0
3344;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lisse;2011;70.0
3345;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lisse;2012;70.0
3346;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lisse;2013;60.0
3347;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lisse;2014;60.0
3348;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Littenseradiel;2011;65.0
3349;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Littenseradiel;2012;65.0
3350;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Littenseradiel;2013;60.0
3351;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Littenseradiel;2014;55.0
3352;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lochem;2011;145.0
3353;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lochem;2012;140.0
3354;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lochem;2013;135.0
3355;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lochem;2014;120.0
3356;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Loon op Zand;2011;130.0
3357;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Loon op Zand;2012;145.0
3358;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Loon op Zand;2013;140.0
3359;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Loon op Zand;2014;125.0
3360;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lopik;2011;75.0
3361;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lopik;2012;75.0
3362;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lopik;2013;65.0
3363;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lopik;2014;55.0
3364;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Loppersum;2011;65.0
3365;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Loppersum;2012;60.0
3366;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Loppersum;2013;65.0
3367;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Loppersum;2014;65.0
3368;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Losser;2011;115.0
3369;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Losser;2012;115.0
3370;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Losser;2013;120.0
3371;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Losser;2014;105.0
3372;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maasdonk;2011;70.0
3373;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maasdonk;2012;65.0
3374;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maasdonk;2013;60.0
3375;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maasdonk;2014;55.0
3376;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maasdriel;2011;145.0
3377;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maasdriel;2012;140.0
3378;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maasdriel;2013;120.0
3379;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maasdriel;2014;100.0
3380;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maasgouw;2011;125.0
3381;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maasgouw;2012;120.0
3382;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maasgouw;2013;135.0
3383;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maasgouw;2014;145.0
3384;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maassluis;2011;110.0
3385;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maassluis;2012;100.0
3386;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maassluis;2013;90.0
3387;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maassluis;2014;90.0
3388;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maastricht;2011;830.0
3389;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maastricht;2012;760.0
3390;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maastricht;2013;715.0
3391;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maastricht;2014;640.0
3392;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;De Marne;2011;100.0
3393;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;De Marne;2012;90.0
3394;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;De Marne;2013;75.0
3395;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;De Marne;2014;60.0
3396;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Marum;2011;95.0
3397;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Marum;2012;80.0
3398;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Marum;2013;65.0
3399;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Marum;2014;75.0
3400;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Medemblik;2011;175.0
3401;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Medemblik;2012;165.0
3402;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Medemblik;2013;170.0
3403;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Medemblik;2014;175.0
3404;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Meerssen;2011;135.0
3405;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Meerssen;2012;125.0
3406;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Meerssen;2013;120.0
3407;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Meerssen;2014;110.0
3408;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Menameradiel;2011;100.0
3409;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Menameradiel;2012;95.0
3410;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Menameradiel;2013;85.0
3411;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Menameradiel;2014;85.0
3412;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Menterwolde;2011;120.0
3413;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Menterwolde;2012;110.0
3414;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Menterwolde;2013;100.0
3415;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Menterwolde;2014;90.0
3416;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Meppel;2011;225.0
3417;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Meppel;2012;210.0
3418;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Meppel;2013;225.0
3419;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Meppel;2014;220.0
3420;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Middelburg (Z.);2011;265.0
3421;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Middelburg (Z.);2012;260.0
3422;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Middelburg (Z.);2013;230.0
3423;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Middelburg (Z.);2014;215.0
3424;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Middelharnis;2011;65.0
3425;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Middelharnis;2012;60.0
3426;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Middelharnis;2013;
3427;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Middelharnis;2014;
3428;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Midden-Delfland;2011;45.0
3429;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Midden-Delfland;2012;45.0
3430;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Midden-Delfland;2013;40.0
3431;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Midden-Delfland;2014;35.0
3432;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Midden-Drenthe;2011;185.0
3433;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Midden-Drenthe;2012;175.0
3434;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Midden-Drenthe;2013;160.0
3435;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Midden-Drenthe;2014;140.0
3436;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Mill en Sint Hubert;2011;70.0
3437;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Mill en Sint Hubert;2012;65.0
3438;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Mill en Sint Hubert;2013;60.0
3439;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Mill en Sint Hubert;2014;40.0
3440;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Millingen aan de Rijn;2011;15.0
3441;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Millingen aan de Rijn;2012;20.0
3442;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Millingen aan de Rijn;2013;20.0
3443;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Millingen aan de Rijn;2014;15.0
3444;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Moerdijk;2011;180.0
3445;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Moerdijk;2012;160.0
3446;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Moerdijk;2013;145.0
3447;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Moerdijk;2014;150.0
3448;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Molenwaard;2011;
3449;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Molenwaard;2012;
3450;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Molenwaard;2013;175.0
3451;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Molenwaard;2014;165.0
3452;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Montferland;2011;245.0
3453;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Montferland;2012;220.0
3454;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Montferland;2013;225.0
3455;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Montferland;2014;255.0
3456;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Montfoort;2011;60.0
3457;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Montfoort;2012;65.0
3458;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Montfoort;2013;60.0
3459;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Montfoort;2014;55.0
3460;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Mook en Middelaar;2011;30.0
3461;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Mook en Middelaar;2012;25.0
3462;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Mook en Middelaar;2013;25.0
3463;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Mook en Middelaar;2014;20.0
3464;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Muiden;2011;15.0
3465;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Muiden;2012;15.0
3466;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Muiden;2013;20.0
3467;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Muiden;2014;20.0
3468;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Naarden;2011;55.0
3469;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Naarden;2012;60.0
3470;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Naarden;2013;55.0
3471;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Naarden;2014;55.0
3472;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Neder-Betuwe;2011;140.0
3473;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Neder-Betuwe;2012;130.0
3474;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Neder-Betuwe;2013;135.0
3475;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Neder-Betuwe;2014;145.0
3476;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nederlek;2011;75.0
3477;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nederlek;2012;75.0
3478;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nederlek;2013;60.0
3479;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nederlek;2014;60.0
3480;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nederweert;2011;120.0
3481;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nederweert;2012;115.0
3482;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nederweert;2013;100.0
3483;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nederweert;2014;100.0
3484;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Neerijnen;2011;60.0
3485;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Neerijnen;2012;65.0
3486;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Neerijnen;2013;55.0
3487;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Neerijnen;2014;55.0
3488;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Niedorp;2011;45.0
3489;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Niedorp;2012;
3490;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Niedorp;2013;
3491;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Niedorp;2014;
3492;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nieuwegein;2011;270.0
3493;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nieuwegein;2012;265.0
3494;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nieuwegein;2013;245.0
3495;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nieuwegein;2014;230.0
3496;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nieuwkoop;2011;105.0
3497;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nieuwkoop;2012;95.0
3498;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nieuwkoop;2013;85.0
3499;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nieuwkoop;2014;75.0
3500;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nieuw-Lekkerland;2011;85.0
3501;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nieuw-Lekkerland;2012;85.0
3502;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nieuw-Lekkerland;2013;
3503;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nieuw-Lekkerland;2014;
3504;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nijkerk;2011;240.0
3505;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nijkerk;2012;220.0
3506;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nijkerk;2013;205.0
3507;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nijkerk;2014;200.0
3508;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nijmegen;2011;790.0
3509;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nijmegen;2012;800.0
3510;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nijmegen;2013;785.0
3511;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nijmegen;2014;780.0
3512;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Beveland;2011;40.0
3513;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Beveland;2012;35.0
3514;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Beveland;2013;30.0
3515;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Beveland;2014;25.0
3516;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordenveld;2011;180.0
3517;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordenveld;2012;160.0
3518;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordenveld;2013;140.0
3519;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordenveld;2014;145.0
3520;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordoostpolder;2011;460.0
3521;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordoostpolder;2012;465.0
3522;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordoostpolder;2013;455.0
3523;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordoostpolder;2014;440.0
3524;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordwijk;2011;95.0
3525;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordwijk;2012;85.0
3526;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordwijk;2013;80.0
3527;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordwijk;2014;85.0
3528;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordwijkerhout;2011;50.0
3529;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordwijkerhout;2012;50.0
3530;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordwijkerhout;2013;50.0
3531;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordwijkerhout;2014;45.0
3532;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nuenen, Gerwen en Nederwetten;2011;115.0
3533;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nuenen, Gerwen en Nederwetten;2012;100.0
3534;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nuenen, Gerwen en Nederwetten;2013;85.0
3535;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nuenen, Gerwen en Nederwetten;2014;80.0
3536;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nunspeet;2011;160.0
3537;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nunspeet;2012;170.0
3538;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nunspeet;2013;165.0
3539;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nunspeet;2014;160.0
3540;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nuth;2011;80.0
3541;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nuth;2012;80.0
3542;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nuth;2013;80.0
3543;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nuth;2014;80.0
3544;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oegstgeest;2011;85.0
3545;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oegstgeest;2012;80.0
3546;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oegstgeest;2013;70.0
3547;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oegstgeest;2014;60.0
3548;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oirschot;2011;85.0
3549;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oirschot;2012;80.0
3550;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oirschot;2013;70.0
3551;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oirschot;2014;55.0
3552;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oisterwijk;2011;170.0
3553;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oisterwijk;2012;170.0
3554;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oisterwijk;2013;180.0
3555;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oisterwijk;2014;170.0
3556;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oldambt;2011;365.0
3557;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oldambt;2012;330.0
3558;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oldambt;2013;295.0
3559;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oldambt;2014;295.0
3560;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oldebroek;2011;140.0
3561;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oldebroek;2012;150.0
