ID;EarningGroups;CharacteristicsEmployee;CaribbeanNetherlands;Periods;JobsOfEmployees_1;AverageAnnualWage_2
7270;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Caribbean Netherlands;2021;;
7271;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Caribbean Netherlands;2022;;
7272;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Bonaire;2011;;
7273;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Bonaire;2012;;
7274;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Bonaire;2013;;
7275;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Bonaire;2014;;
7276;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Bonaire;2015;;
7277;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Bonaire;2016;;
7278;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Bonaire;2017;;
7279;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Bonaire;2018;;
7280;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Bonaire;2019;;
7281;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Bonaire;2020;;
7282;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Bonaire;2021;;
7283;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Bonaire;2022;;
7284;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;St. Eustatius;2011;;
7285;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;St. Eustatius;2012;;
7286;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;St. Eustatius;2013;;
7287;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;St. Eustatius;2014;;
7288;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;St. Eustatius;2015;;
7289;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;St. Eustatius;2016;;
7290;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;St. Eustatius;2017;;
7291;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;St. Eustatius;2018;;
7292;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;St. Eustatius;2019;;
7293;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;St. Eustatius;2020;;
7294;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;St. Eustatius;2021;;
7295;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;St. Eustatius;2022;;
7296;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Saba;2011;;
7297;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Saba;2012;;
7298;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Saba;2013;;
7299;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Saba;2014;;
7300;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Saba;2015;;
7301;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Saba;2016;;
7302;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Saba;2017;;
7303;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Saba;2018;;
7304;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Saba;2019;;
7305;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Saba;2020;;
7306;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Saba;2021;;
7307;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Saba;2022;;
7308;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Unclassificable;2011;;
7309;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Unclassificable;2012;;
7310;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Unclassificable;2013;;
7311;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Unclassificable;2014;;
7312;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Unclassificable;2015;;
7313;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Unclassificable;2016;;
7314;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Unclassificable;2017;;
7315;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Unclassificable;2018;;
7316;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Unclassificable;2019;;
7317;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Unclassificable;2020;;
7318;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Unclassificable;2021;;
7319;Gross annual wage: 40,000 to 49,999 d...;Age: younger than 16 years;Unclassificable;2022;;
7320;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Caribbean Netherlands;2011;;
7321;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Caribbean Netherlands;2012;;
7322;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Caribbean Netherlands;2013;;
7323;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Caribbean Netherlands;2014;;
7324;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Caribbean Netherlands;2015;;
7325;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Caribbean Netherlands;2016;;
7326;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Caribbean Netherlands;2017;;
7327;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Caribbean Netherlands;2018;;
7328;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Caribbean Netherlands;2019;;
7329;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Caribbean Netherlands;2020;;
7330;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Caribbean Netherlands;2021;;
7331;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Caribbean Netherlands;2022;;
7332;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Bonaire;2011;;
7333;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Bonaire;2012;;
7334;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Bonaire;2013;;
7335;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Bonaire;2014;;
7336;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Bonaire;2015;;
7337;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Bonaire;2016;;
7338;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Bonaire;2017;;
7339;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Bonaire;2018;;
7340;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Bonaire;2019;;
7341;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Bonaire;2020;;
7342;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Bonaire;2021;;
7343;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Bonaire;2022;;
7344;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;St. Eustatius;2011;;
7345;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;St. Eustatius;2012;;
7346;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;St. Eustatius;2013;;
7347;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;St. Eustatius;2014;;
7348;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;St. Eustatius;2015;;
7349;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;St. Eustatius;2016;;
7350;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;St. Eustatius;2017;;
7351;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;St. Eustatius;2018;;
7352;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;St. Eustatius;2019;;
7353;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;St. Eustatius;2020;;
7354;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;St. Eustatius;2021;;
7355;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;St. Eustatius;2022;;
7356;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Saba;2011;;
7357;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Saba;2012;;
7358;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Saba;2013;;
7359;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Saba;2014;;
7360;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Saba;2015;;
7361;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Saba;2016;;
7362;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Saba;2017;;
7363;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Saba;2018;;
7364;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Saba;2019;;
7365;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Saba;2020;;
7366;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Saba;2021;;
7367;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Saba;2022;;
7368;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Unclassificable;2011;;
7369;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Unclassificable;2012;;
7370;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Unclassificable;2013;;
7371;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Unclassificable;2014;;
7372;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Unclassificable;2015;;
7373;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Unclassificable;2016;;
7374;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Unclassificable;2017;;
7375;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Unclassificable;2018;;
7376;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Unclassificable;2019;;
7377;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Unclassificable;2020;;
7378;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Unclassificable;2021;;
7379;Gross annual wage: 40,000 to 49,999 d...;Age: 16-18 years;Unclassificable;2022;;
7380;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Caribbean Netherlands;2011;;
7381;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Caribbean Netherlands;2012;;
7382;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Caribbean Netherlands;2013;;
7383;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Caribbean Netherlands;2014;;
7384;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Caribbean Netherlands;2015;;
7385;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Caribbean Netherlands;2016;;
7386;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Caribbean Netherlands;2017;;
7387;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Caribbean Netherlands;2018;;
7388;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Caribbean Netherlands;2019;;
7389;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Caribbean Netherlands;2020;;
7390;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Caribbean Netherlands;2021;;
7391;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Caribbean Netherlands;2022;;
7392;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Bonaire;2011;;
7393;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Bonaire;2012;;
7394;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Bonaire;2013;;
7395;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Bonaire;2014;;
7396;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Bonaire;2015;;
7397;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Bonaire;2016;;
7398;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Bonaire;2017;;
7399;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Bonaire;2018;;
7400;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Bonaire;2019;;
7401;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Bonaire;2020;;
7402;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Bonaire;2021;;
7403;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Bonaire;2022;;
7404;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;St. Eustatius;2011;;
7405;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;St. Eustatius;2012;;
7406;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;St. Eustatius;2013;;
7407;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;St. Eustatius;2014;;
7408;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;St. Eustatius;2015;;
7409;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;St. Eustatius;2016;;
7410;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;St. Eustatius;2017;;
7411;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;St. Eustatius;2018;;
7412;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;St. Eustatius;2019;;
7413;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;St. Eustatius;2020;;
7414;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;St. Eustatius;2021;;
7415;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;St. Eustatius;2022;;
7416;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Saba;2011;;
7417;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Saba;2012;;
7418;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Saba;2013;;
7419;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Saba;2014;;
7420;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Saba;2015;;
7421;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Saba;2016;;
7422;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Saba;2017;;
7423;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Saba;2018;;
7424;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Saba;2019;;
7425;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Saba;2020;;
7426;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Saba;2021;;
7427;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Saba;2022;;
7428;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Unclassificable;2011;;
7429;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Unclassificable;2012;;
7430;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Unclassificable;2013;;
7431;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Unclassificable;2014;;
7432;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Unclassificable;2015;;
7433;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Unclassificable;2016;;
7434;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Unclassificable;2017;;
7435;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Unclassificable;2018;;
7436;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Unclassificable;2019;;
7437;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Unclassificable;2020;;
7438;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Unclassificable;2021;;
7439;Gross annual wage: 40,000 to 49,999 d...;Age: 19 years;Unclassificable;2022;;
7440;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Caribbean Netherlands;2011;;
7441;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Caribbean Netherlands;2012;;
7442;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Caribbean Netherlands;2013;;
7443;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Caribbean Netherlands;2014;;
7444;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Caribbean Netherlands;2015;;
7445;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Caribbean Netherlands;2016;;
7446;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Caribbean Netherlands;2017;;
7447;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Caribbean Netherlands;2018;;
7448;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Caribbean Netherlands;2019;;
7449;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Caribbean Netherlands;2020;;
7450;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Caribbean Netherlands;2021;;
7451;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Caribbean Netherlands;2022;;
7452;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Bonaire;2011;;
7453;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Bonaire;2012;;
7454;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Bonaire;2013;;
7455;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Bonaire;2014;;
7456;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Bonaire;2015;;
7457;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Bonaire;2016;;
7458;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Bonaire;2017;;
7459;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Bonaire;2018;;
7460;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Bonaire;2019;;
7461;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Bonaire;2020;;
7462;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Bonaire;2021;;
7463;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Bonaire;2022;;
7464;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;St. Eustatius;2011;;
7465;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;St. Eustatius;2012;;
7466;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;St. Eustatius;2013;;
7467;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;St. Eustatius;2014;;
7468;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;St. Eustatius;2015;;
7469;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;St. Eustatius;2016;;
7470;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;St. Eustatius;2017;;
7471;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;St. Eustatius;2018;;
7472;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;St. Eustatius;2019;;
7473;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;St. Eustatius;2020;;
7474;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;St. Eustatius;2021;;
7475;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;St. Eustatius;2022;;
7476;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Saba;2011;;
7477;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Saba;2012;;
7478;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Saba;2013;;
7479;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Saba;2014;;
7480;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Saba;2015;;
7481;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Saba;2016;;
7482;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Saba;2017;;
7483;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Saba;2018;;
7484;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Saba;2019;;
7485;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Saba;2020;;
7486;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Saba;2021;;
7487;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Saba;2022;;
7488;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Unclassificable;2011;;
7489;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Unclassificable;2012;;
7490;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Unclassificable;2013;;
7491;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Unclassificable;2014;;
7492;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Unclassificable;2015;;
7493;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Unclassificable;2016;;
7494;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Unclassificable;2017;;
7495;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Unclassificable;2018;;
7496;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Unclassificable;2019;;
7497;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Unclassificable;2020;;
7498;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Unclassificable;2021;;
7499;Gross annual wage: 40,000 to 49,999 d...;Age: 20 years;Unclassificable;2022;;
7500;Gross annual wage: 40,000 to 49,999 d...;Age: 21 years or older;Caribbean Netherlands;2011;560.0;44440.0
7501;Gross annual wage: 40,000 to 49,999 d...;Age: 21 years or older;Caribbean Netherlands;2012;590.0;44590.0
7502;Gross annual wage: 40,000 to 49,999 d...;Age: 21 years or older;Caribbean Netherlands;2013;650.0;44590.0
7503;Gross annual wage: 40,000 to 49,999 d...;Age: 21 years or older;Caribbean Netherlands;2014;780.0;44570.0
7504;Gross annual wage: 40,000 to 49,999 d...;Age: 21 years or older;Caribbean Netherlands;2015;860.0;44680.0
7505;Gross annual wage: 40,000 to 49,999 d...;Age: 21 years or older;Caribbean Netherlands;2016;860.0;44790.0
7506;Gross annual wage: 40,000 to 49,999 d...;Age: 21 years or older;Caribbean Netherlands;2017;900.0;44610.0
7507;Gross annual wage: 40,000 to 49,999 d...;Age: 21 years or older;Caribbean Netherlands;2018;960.0;44490.0
7508;Gross annual wage: 40,000 to 49,999 d...;Age: 21 years or older;Caribbean Netherlands;2019;1000.0;44620.0
