ID;SectorsAssets;CounterpartSectorsLiabilities;BalanceSheetsAndTransactions;Periods;SavingsTransferableAndOtherDeposits_1;ShortTermSecurities_2;LongTermSecurities_3;ShortTermLoans_4;LongTermLoans_5;HomeMortgages_6;ListedShares_7;InvestmentFundSharesOrUnits_8
5759;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2000;;;;;;;;
5760;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2001 1st quarter;;;;;;;;
5761;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2001 2nd quarter;;;;;;;;
5762;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2001 3rd quarter;;;;;;;;
5763;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2001 4th quarter;;;;;;;;
5764;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2001;;;;;;;;
5765;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2002 1st quarter;;;;;;;;
5766;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2002 2nd quarter;;;;;;;;
5767;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2002 3rd quarter;;;;;;;;
5768;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2002 4th quarter;;;;;;;;
5769;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2002;;;;;;;;
5770;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2003 1st quarter;;;;;;;;
5771;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2003 2nd quarter;;;;;;;;
5772;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2003 3rd quarter;;;;;;;;
5773;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2003 4th quarter;;;;;;;;
5774;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2003;;;;;;;;
5775;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2004 1st quarter;;;;;;;;
5776;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2004 2nd quarter;;;;;;;;
5777;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2004 3rd quarter;;;;;;;;
5778;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2004 4th quarter;;;;;;;;
5779;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2004;;;;;;;;
5780;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2005 1st quarter;;;;;;;;
5781;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2005 2nd quarter;;;;;;;;
5782;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2005 3rd quarter;;;;;;;;
5783;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2005 4th quarter;;;;;;;;
5784;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2005;;;;;;;;
5785;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2006 1st quarter;;;;;;;;
5786;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2006 2nd quarter;;;;;;;;
5787;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2006 3rd quarter;;;;;;;;
5788;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2006 4th quarter;;;;;;;;
5789;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2006;;;;;;;;
5790;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2007 1st quarter;;;;;;;;
5791;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2007 2nd quarter;;;;;;;;
5792;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2007 3rd quarter;;;;;;;;
5793;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2007 4th quarter;;;;;;;;
5794;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2007;;;;;;;;
5795;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2008 1st quarter;;;;;;;;
5796;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2008 2nd quarter;;;;;;;;
5797;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2008 3rd quarter;;;;;;;;
5798;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2008 4th quarter;;;;;;;;
5799;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2008;;;;;;;;
5800;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2009 1st quarter;;;;;;;;
5801;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2009 2nd quarter;;;;;;;;
5802;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2009 3rd quarter;;;;;;;;
5803;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2009 4th quarter;;;;;;;;
5804;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2009;;;;;;;;
5805;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2010 1st quarter;;;;;;;;
5806;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2010 2nd quarter;;;;;;;;
5807;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2010 3rd quarter;;;;;;;;
5808;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2010 4th quarter;;;;;;;;
5809;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2010;;;;;;;;
5810;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2011 1st quarter;;;;;;;;
5811;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2011 2nd quarter;;;;;;;;
5812;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2011 3rd quarter;;;;;;;;
5813;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2011 4th quarter;;;;;;;;
5814;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2011;;;;;;;;
5815;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2012 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5816;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2012 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5817;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2012 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5818;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2012 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5819;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5820;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2013 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5821;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2013 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5822;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2013 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5823;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2013 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5824;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5825;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2014 1st quarter;0.0;0.0;0.0;0.0;50.0;0.0;0.0;8314.0
5826;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2014 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5827;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2014 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5828;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2014 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5829;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2014;0.0;0.0;0.0;0.0;50.0;0.0;0.0;8314.0
5830;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2015 1st quarter;0.0;0.0;0.0;-35.0;-196.0;0.0;0.0;0.0
5831;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2015 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5832;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2015 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5833;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2015 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5834;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2015;0.0;0.0;0.0;-35.0;-196.0;0.0;0.0;0.0
5835;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2016 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5836;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2016 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5837;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2016 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5838;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2016 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5839;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5840;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2017 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5841;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2017 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5842;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2017 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5843;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2017 4th quarter;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0
5844;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2017;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0
5845;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2018 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5846;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2018 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5847;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2018 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5848;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2018 4th quarter;0.0;0.0;-1.0;291.0;-691.0;0.0;0.0;-1047.0
5849;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2018;0.0;0.0;-1.0;291.0;-691.0;0.0;0.0;-1047.0
5850;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2019 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1755.0
5851;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2019 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5852;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2019 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5853;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2019 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5854;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1755.0
5855;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2020 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5856;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2020 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5857;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2020 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5858;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2020 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5859;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5860;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2021 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5861;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2021 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5862;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2021 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5863;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2021 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5864;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5865;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2022 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5866;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2022 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5867;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2022 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5868;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2022 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5869;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5870;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2023 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5871;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2023 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5872;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2023 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5873;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2023 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5874;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5875;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;1999 1st quarter;0.0;;;2305.0;4203.0;;;
5876;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;1999 2nd quarter;0.0;;;1514.0;4945.0;;;
5877;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;1999 3rd quarter;0.0;;;791.0;5202.0;;;
5878;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;1999 4th quarter;0.0;;;1368.0;4195.0;;;
5879;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;1999;0.0;;;1368.0;4195.0;;;
5880;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2000 1st quarter;0.0;;;4168.0;4480.0;;;
5881;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2000 2nd quarter;0.0;;;4134.0;6238.0;;;
5882;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2000 3rd quarter;0.0;;;3184.0;6188.0;;;
5883;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2000 4th quarter;0.0;;;1389.0;10299.0;;;
5884;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2000;0.0;;;1389.0;10299.0;;;
5885;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2001 1st quarter;0.0;;;3395.0;10030.0;;;
5886;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2001 2nd quarter;0.0;;;2725.0;10723.0;;;
5887;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2001 3rd quarter;0.0;;;2678.0;11085.0;;;
5888;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2001 4th quarter;0.0;;;1928.0;11452.0;;;
5889;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2001;0.0;;;1928.0;11452.0;;;
5890;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2002 1st quarter;0.0;;;2649.0;11903.0;;;
5891;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2002 2nd quarter;0.0;;;2511.0;11673.0;;;
5892;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2002 3rd quarter;0.0;;;1740.0;8734.0;;;
5893;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2002 4th quarter;0.0;;;675.0;7914.0;;;
5894;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2002;0.0;;;675.0;7914.0;;;
5895;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2003 1st quarter;0.0;;;597.0;7712.0;;;
5896;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2003 2nd quarter;0.0;;;507.0;8640.0;;;
5897;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2003 3rd quarter;0.0;;;453.0;6723.0;;;
5898;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2003 4th quarter;0.0;;;434.0;7627.0;;;
5899;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2003;0.0;;;434.0;7627.0;;;
5900;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2004 1st quarter;0.0;;;542.0;9682.0;;;
5901;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2004 2nd quarter;0.0;;;591.0;10442.0;;;
5902;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2004 3rd quarter;0.0;;;548.0;10731.0;;;
5903;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2004 4th quarter;0.0;;;427.0;6407.0;;;
5904;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2004;0.0;;;427.0;6407.0;;;
5905;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2005 1st quarter;0.0;;;435.0;6078.0;;;
5906;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2005 2nd quarter;0.0;;;497.0;5721.0;;;
5907;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2005 3rd quarter;0.0;;;669.0;5231.0;;;
5908;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2005 4th quarter;0.0;;;599.0;5393.0;;;
5909;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2005;0.0;;;599.0;5393.0;;;
5910;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2006 1st quarter;0.0;;;783.0;5628.0;;;
5911;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2006 2nd quarter;0.0;;;1421.0;5540.0;;;
5912;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2006 3rd quarter;0.0;;;1312.0;5750.0;;;
5913;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2006 4th quarter;0.0;;;1295.0;6166.0;;;
5914;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2006;0.0;;;1295.0;6166.0;;;
5915;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2007 1st quarter;0.0;;;1221.0;6541.0;;;
5916;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2007 2nd quarter;0.0;;;1624.0;6261.0;;;
5917;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2007 3rd quarter;0.0;;;1563.0;6413.0;;;
5918;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2007 4th quarter;0.0;;;1334.0;6640.0;;;
5919;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2007;0.0;;;1334.0;6640.0;;;
5920;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2008 1st quarter;0.0;;;1321.0;7165.0;;;
5921;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2008 2nd quarter;0.0;;;1348.0;7566.0;;;
5922;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2008 3rd quarter;0.0;;;1392.0;7352.0;;;
5923;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2008 4th quarter;0.0;;;711.0;6675.0;;;
5924;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2008;0.0;;;711.0;6675.0;;;
5925;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2009 1st quarter;0.0;;;976.0;7953.0;;;
5926;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2009 2nd quarter;0.0;;;5360.0;7751.0;;;
5927;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2009 3rd quarter;0.0;;;5351.0;8198.0;;;
5928;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2009 4th quarter;0.0;;;11183.0;7677.0;;;
5929;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2009;0.0;;;11183.0;7677.0;;;
5930;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2010 1st quarter;0.0;0.0;1.0;3618.0;7487.0;0.0;0.0;443155.0
5931;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2010 2nd quarter;0.0;0.0;1.0;6759.0;7616.0;0.0;0.0;428293.0
5932;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2010 3rd quarter;0.0;0.0;1.0;9403.0;7628.0;0.0;0.0;435355.0
