ID;ConsumptionByHouseholds;Periods;Indices_1;VolumeChanges_2;VolumeChangesShoppingdayAdjusted_3;Indices_4;ValueChanges_5;PriceChanges_6
2661;Home furnishing and home decoration;2009 October;104.2;-7.1;;99.7;-6.9;0.3
2662;Home furnishing and home decoration;2009 November;96.8;-8.3;;92.7;-8.0;0.3
2663;Home furnishing and home decoration;2009 December;109.8;-4.1;;105.3;-3.8;0.3
2664;Home furnishing and home decoration;2009 4th quarter;103.6;-6.5;;99.3;-6.2;0.3
2665;Home furnishing and home decoration;2010 January;92.5;-7.1;;90.7;-5.8;1.3
2666;Home furnishing and home decoration;2010 February;87.8;-7.6;;86.5;-6.5;1.2
2667;Home furnishing and home decoration;2010 March;103.5;1.3;;102.2;2.3;0.9
2668;Home furnishing and home decoration;2010 1st quarter;94.6;-4.3;;93.1;-3.2;1.1
2669;Home furnishing and home decoration;2010 April;102.9;-2.2;;98.2;-0.6;1.5
2670;Home furnishing and home decoration;2010 May;102.5;-0.1;;97.6;0.0;0.1
2671;Home furnishing and home decoration;2010 June;98.1;-0.7;;93.9;0.4;1.1
2672;Home furnishing and home decoration;2010 2nd quarter;101.2;-1.0;;96.6;-0.1;0.9
2673;Home furnishing and home decoration;2010 July;107.0;-1.2;;102.6;-0.9;0.3
2674;Home furnishing and home decoration;2010 August;97.4;3.7;;93.4;4.7;0.9
2675;Home furnishing and home decoration;2010 September;102.3;1.6;;98.4;2.4;0.8
2676;Home furnishing and home decoration;2010 3rd quarter;102.2;1.3;;98.1;1.9;0.7
2677;Home furnishing and home decoration;2010 October;100.6;-3.5;;97.4;-2.4;1.1
2678;Home furnishing and home decoration;2010 November;100.0;3.3;;96.4;4.0;0.6
2679;Home furnishing and home decoration;2010 December;108.7;-1.0;;104.7;-0.6;0.4
2680;Home furnishing and home decoration;2010 4th quarter;103.1;-0.5;;99.5;0.2;0.7
2681;Home furnishing and home decoration;2011 January;96.4;4.2;;94.5;4.2;0.0
2682;Home furnishing and home decoration;2011 February;92.7;5.5;;91.2;5.4;-0.1
2683;Home furnishing and home decoration;2011 March;106.8;3.1;;105.5;3.3;0.2
2684;Home furnishing and home decoration;2011 1st quarter;98.6;4.2;;97.1;4.2;0.0
2685;Home furnishing and home decoration;2011 April;103.9;0.9;;100.9;2.8;1.8
2686;Home furnishing and home decoration;2011 May;101.4;-1.1;;98.6;1.0;2.1
2687;Home furnishing and home decoration;2011 June;98.6;0.5;;96.0;2.2;1.7
2688;Home furnishing and home decoration;2011 2nd quarter;101.3;0.1;;98.5;2.0;1.9
2689;Home furnishing and home decoration;2011 July;104.6;-2.3;;101.8;-0.7;1.6
2690;Home furnishing and home decoration;2011 August;96.9;-0.5;;94.2;0.8;1.3
2691;Home furnishing and home decoration;2011 September;97.4;-4.8;;95.3;-3.1;1.8
2692;Home furnishing and home decoration;2011 3rd quarter;99.6;-2.5;;97.1;-1.0;1.6
2693;Home furnishing and home decoration;2011 October;98.6;-2.0;;97.6;0.2;2.2
2694;Home furnishing and home decoration;2011 November;99.1;-0.9;;98.2;1.8;2.7
2695;Home furnishing and home decoration;2011 December;111.7;2.8;;110.8;5.8;2.9
2696;Home furnishing and home decoration;2011 4th quarter;103.2;0.1;;102.2;2.7;2.6
2697;Home furnishing and home decoration;2012 January;97.5;1.1;;96.9;2.5;1.4
2698;Home furnishing and home decoration;2012 February;89.8;-3.0;;89.4;-2.0;1.1
2699;Home furnishing and home decoration;2012 March;106.0;-0.8;;105.8;0.2;1.0
2700;Home furnishing and home decoration;2012 1st quarter;97.8;-0.9;;97.4;0.3;1.2
2701;Home furnishing and home decoration;2012 April;93.0;-10.4;;91.7;-9.2;1.4
2702;Home furnishing and home decoration;2012 May;99.1;-2.2;;98.2;-0.5;1.8
2703;Home furnishing and home decoration;2012 June;96.2;-2.5;;95.5;-0.5;2.0
2704;Home furnishing and home decoration;2012 2nd quarter;96.1;-5.1;;95.1;-3.5;1.7
2705;Home furnishing and home decoration;2012 July;100.1;-4.3;;97.9;-3.9;0.5
2706;Home furnishing and home decoration;2012 August;92.0;-5.1;;90.3;-4.1;1.0
2707;Home furnishing and home decoration;2012 September;96.4;-1.0;;95.2;-0.1;0.9
2708;Home furnishing and home decoration;2012 3rd quarter;96.2;-3.5;;94.5;-2.7;0.8
2709;Home furnishing and home decoration;2012 October;95.2;-3.5;;96.5;-1.1;2.5
2710;Home furnishing and home decoration;2012 November;93.0;-6.1;;94.4;-3.9;2.4
2711;Home furnishing and home decoration;2012 December;102.2;-8.5;;103.2;-6.8;1.9
2712;Home furnishing and home decoration;2012 4th quarter;96.8;-6.2;;98.0;-4.0;2.3
2713;Home furnishing and home decoration;2013 January;92.2;-5.4;;93.8;-3.2;2.3
2714;Home furnishing and home decoration;2013 February;83.9;-6.6;;85.3;-4.6;2.2
2715;Home furnishing and home decoration;2013 March;94.3;-11.0;;96.0;-9.3;2.0
2716;Home furnishing and home decoration;2013 1st quarter;90.1;-7.8;;91.7;-5.8;2.2
2717;Home furnishing and home decoration;2013 April;91.1;-2.1;;91.8;0.1;2.2
2718;Home furnishing and home decoration;2013 May;96.0;-3.2;;96.6;-1.6;1.7
2719;Home furnishing and home decoration;2013 June;90.8;-5.6;;91.5;-4.1;1.5
2720;Home furnishing and home decoration;2013 2nd quarter;92.6;-3.6;;93.3;-1.9;1.8
2721;Home furnishing and home decoration;2013 July;97.0;-3.0;;96.7;-1.3;1.8
2722;Home furnishing and home decoration;2013 August;91.3;-0.8;;90.8;0.6;1.3
2723;Home furnishing and home decoration;2013 September;89.5;-7.2;;89.2;-6.3;1.0
2724;Home furnishing and home decoration;2013 3rd quarter;92.6;-3.7;;92.2;-2.4;1.4
2725;Home furnishing and home decoration;2013 October;94.9;-0.4;;94.9;-1.7;-1.3
2726;Home furnishing and home decoration;2013 November;94.1;1.1;;94.7;0.3;-0.8
2727;Home furnishing and home decoration;2013 December;102.2;0.0;;102.5;-0.7;-0.7
2728;Home furnishing and home decoration;2013 4th quarter;97.0;0.2;;97.4;-0.7;-0.9
2729;Home furnishing and home decoration;2014 January;94.0;2.0;;95.8;2.2;0.2
2730;Home furnishing and home decoration;2014 February;85.9;2.4;;87.5;2.5;0.1
2731;Home furnishing and home decoration;2014 March;96.7;2.6;;99.2;3.4;0.7
2732;Home furnishing and home decoration;2014 1st quarter;92.2;2.3;;94.2;2.7;0.4
2733;Home furnishing and home decoration;2014 April;93.2;2.3;;93.6;2.0;-0.2
2734;Home furnishing and home decoration;2014 May;96.7;0.7;;97.2;0.6;-0.1
2735;Home furnishing and home decoration;2014 June;88.5;-2.5;;88.7;-3.2;-0.6
2736;Home furnishing and home decoration;2014 2nd quarter;92.8;0.2;;93.2;-0.2;-0.3
2737;Home furnishing and home decoration;2014 July;97.5;0.5;;96.9;0.3;-0.2
2738;Home furnishing and home decoration;2014 August;94.5;3.5;;93.1;2.5;-0.9
2739;Home furnishing and home decoration;2014 September;91.9;2.8;;90.9;1.8;-0.9
2740;Home furnishing and home decoration;2014 3rd quarter;94.7;2.2;;93.6;1.5;-0.7
2741;Home furnishing and home decoration;2014 October;98.7;4.0;;98.2;3.5;-0.5
2742;Home furnishing and home decoration;2014 November;97.0;3.1;;96.6;2.0;-1.0
2743;Home furnishing and home decoration;2014 December;107.6;5.3;;107.1;4.5;-0.8
2744;Home furnishing and home decoration;2014 4th quarter;101.1;4.2;;100.6;3.4;-0.8
2745;Home furnishing and home decoration;2015 January;98.8;5.1;;99.2;3.6;-1.4
2746;Home furnishing and home decoration;2015 February;90.1;4.9;;90.8;3.7;-1.1
2747;Home furnishing and home decoration;2015 March;102.2;5.7;;103.8;4.6;-1.0
2748;Home furnishing and home decoration;2015 1st quarter;97.0;5.2;;97.9;4.0;-1.2
2749;Home furnishing and home decoration;2015 April;96.6;3.7;;96.7;3.3;-0.4
2750;Home furnishing and home decoration;2015 May;99.2;2.6;;99.3;2.1;-0.5
2751;Home furnishing and home decoration;2015 June;98.0;10.7;;98.3;10.9;0.2
2752;Home furnishing and home decoration;2015 2nd quarter;98.0;5.6;;98.1;5.3;-0.2
2753;Home furnishing and home decoration;2015 July;104.4;7.0;;103.6;6.9;-0.1
2754;Home furnishing and home decoration;2015 August;92.7;-1.9;;92.0;-1.2;0.7
2755;Home furnishing and home decoration;2015 September;98.0;6.6;;97.5;7.4;0.7
2756;Home furnishing and home decoration;2015 3rd quarter;98.4;3.9;;97.7;4.4;0.4
2757;Home furnishing and home decoration;2015 October;105.4;6.8;;105.1;7.0;0.2
2758;Home furnishing and home decoration;2015 November;99.9;3.1;;99.2;2.7;-0.3
2759;Home furnishing and home decoration;2015 December;114.5;6.4;;114.4;6.8;0.3
2760;Home furnishing and home decoration;2015 4th quarter;106.6;5.5;;106.2;5.6;0.1
2761;Home furnishing and home decoration;2016 January;100.1;1.3;;100.0;0.8;-0.5
2762;Home furnishing and home decoration;2016 February;96.8;7.5;;97.2;7.1;-0.4
2763;Home furnishing and home decoration;2016 March;109.4;7.0;;110.0;6.1;-0.8
2764;Home furnishing and home decoration;2016 1st quarter;102.1;5.2;;102.4;4.6;-0.6
2765;Home furnishing and home decoration;2016 April;100.3;3.8;;102.0;5.5;1.6
2766;Home furnishing and home decoration;2016 May;100.8;1.6;;102.6;3.4;1.8
2767;Home furnishing and home decoration;2016 June;102.0;4.1;;103.5;5.2;1.1
2768;Home furnishing and home decoration;2016 2nd quarter;101.0;3.1;;102.7;4.7;1.6
2769;Home furnishing and home decoration;2016 July;106.0;1.5;;106.5;2.8;1.3
2770;Home furnishing and home decoration;2016 August;96.8;4.4;;97.6;6.1;1.6
2771;Home furnishing and home decoration;2016 September;100.0;2.0;;100.7;3.2;1.2
2772;Home furnishing and home decoration;2016 3rd quarter;100.9;2.6;;101.6;4.0;1.4
2773;Home furnishing and home decoration;2016 October;107.6;2.1;;108.3;3.0;0.9
2774;Home furnishing and home decoration;2016 November;107.8;7.9;;108.7;9.6;1.6
2775;Home furnishing and home decoration;2016 December;120.1;4.9;;121.4;6.1;1.1
2776;Home furnishing and home decoration;2016 4th quarter;111.9;4.9;;112.8;6.2;1.2
2777;Home furnishing and home decoration;2017 January;107.0;6.8;;109.1;9.1;2.1
2778;Home furnishing and home decoration;2017 February;100.3;3.6;;103.0;6.0;2.3
2779;Home furnishing and home decoration;2017 March;117.3;7.2;;121.2;10.2;2.8
2780;Home furnishing and home decoration;2017 1st quarter;108.2;5.9;;111.1;8.5;2.4
2781;Home furnishing and home decoration;2017 April;103.8;3.5;;106.1;4.0;0.4
2782;Home furnishing and home decoration;2017 May;107.9;7.0;;110.3;7.5;0.5
2783;Home furnishing and home decoration;2017 June;106.9;4.8;;109.0;5.3;0.5
2784;Home furnishing and home decoration;2017 2nd quarter;106.2;5.1;;108.5;5.6;0.5
2785;Home furnishing and home decoration;2017 July;115.5;9.0;;116.3;9.2;0.1
2786;Home furnishing and home decoration;2017 August;107.0;10.5;;107.3;9.9;-0.6
2787;Home furnishing and home decoration;2017 September;111.8;11.8;;112.2;11.4;-0.4
2788;Home furnishing and home decoration;2017 3rd quarter;111.5;10.4;;111.9;10.2;-0.3
2789;Home furnishing and home decoration;2017 October;112.8;4.8;;112.9;4.3;-0.5
2790;Home furnishing and home decoration;2017 November;117.0;8.5;;117.9;8.4;-0.1
2791;Home furnishing and home decoration;2017 December;122.5;2.0;;123.3;1.6;-0.4
2792;Home furnishing and home decoration;2017 4th quarter;117.4;5.0;;118.0;4.6;-0.3
2793;Home furnishing and home decoration;2018 January;117.6;10.0;;120.0;10.0;0.0
2794;Home furnishing and home decoration;2018 February;105.7;5.4;;108.7;5.5;0.2
2795;Home furnishing and home decoration;2018 March;124.7;6.4;;128.9;6.3;-0.1
2796;Home furnishing and home decoration;2018 1st quarter;116.0;7.3;;119.2;7.3;0.0
2797;Home furnishing and home decoration;2018 April;109.9;5.9;;113.2;6.7;0.8
2798;Home furnishing and home decoration;2018 May;115.7;7.3;;117.7;6.7;-0.5
2799;Home furnishing and home decoration;2018 June;111.4;4.3;;114.9;5.4;1.0
2800;Home furnishing and home decoration;2018 2nd quarter;112.4;5.8;;115.2;6.3;0.4
2801;Home furnishing and home decoration;2018 July;117.0;1.2;;118.2;1.6;0.4
2802;Home furnishing and home decoration;2018 August;110.8;3.5;;111.5;3.9;0.4
2803;Home furnishing and home decoration;2018 September;112.8;0.9;;113.9;1.6;0.7
2804;Home furnishing and home decoration;2018 3rd quarter;113.5;1.9;;114.6;2.3;0.5
2805;Home furnishing and home decoration;2018 October;119.0;5.6;;120.9;7.0;1.4
2806;Home furnishing and home decoration;2018 November;123.1;5.2;;125.2;6.3;1.0
2807;Home furnishing and home decoration;2018 December;125.2;2.1;;127.6;3.5;1.3
2808;Home furnishing and home decoration;2018 4th quarter;122.4;4.2;;124.6;5.5;1.2
2809;Home furnishing and home decoration;2019 January;118.8;1.0;;123.1;2.5;1.5
2810;Home furnishing and home decoration;2019 February;110.0;4.1;;115.5;6.2;2.1
2811;Home furnishing and home decoration;2019 March;124.6;-0.1;;131.3;1.9;2.0
2812;Home furnishing and home decoration;2019 1st quarter;117.8;1.5;;123.3;3.4;1.9
2813;Home furnishing and home decoration;2019 April;113.7;3.5;;118.9;5.0;1.5
2814;Home furnishing and home decoration;2019 May;120.1;3.7;;125.4;6.6;2.7
2815;Home furnishing and home decoration;2019 June;112.7;1.2;;116.5;1.5;0.3
2816;Home furnishing and home decoration;2019 2nd quarter;115.5;2.8;;120.3;4.4;1.5
2817;Home furnishing and home decoration;2019 July;122.0;4.3;;125.2;5.9;1.6
2818;Home furnishing and home decoration;2019 August;112.7;1.7;;115.7;3.7;2.0
2819;Home furnishing and home decoration;2019 September;114.2;1.2;;116.2;2.0;0.8
2820;Home furnishing and home decoration;2019 3rd quarter;116.3;2.4;;119.0;3.9;1.4
2821;Home furnishing and home decoration;2019 October;125.0;5.0;;128.6;6.4;1.3
2822;Home furnishing and home decoration;2019 November;125.6;2.0;;129.8;3.6;1.6
2823;Home furnishing and home decoration;2019 December;130.2;4.0;;135.0;5.9;1.8
2824;Home furnishing and home decoration;2019 4th quarter;126.9;3.7;;131.1;5.3;1.6
2825;Home furnishing and home decoration;2020 January;127.1;7.0;;131.9;7.2;0.2
2826;Home furnishing and home decoration;2020 February;122.4;11.3;;128.4;11.2;-0.1
2827;Home furnishing and home decoration;2020 March;130.3;4.6;;136.8;4.1;-0.4
2828;Home furnishing and home decoration;2020 1st quarter;126.6;7.5;;132.4;7.4;-0.1
2829;Home furnishing and home decoration;2020 April;122.1;7.4;;128.6;8.2;0.7
2830;Home furnishing and home decoration;2020 May;133.2;10.9;;142.0;13.2;2.0
2831;Home furnishing and home decoration;2020 June;133.4;18.4;;142.5;22.3;3.3
2832;Home furnishing and home decoration;2020 2nd quarter;129.6;12.2;;137.7;14.5;2.0
2833;Home furnishing and home decoration;2020 July;148.1;21.4;;154.4;23.3;1.6
2834;Home furnishing and home decoration;2020 August;126.4;12.2;;131.4;13.6;1.3
2835;Home furnishing and home decoration;2020 September;138.5;21.2;;142.8;22.9;1.4
2836;Home furnishing and home decoration;2020 3rd quarter;137.7;18.4;;142.9;20.0;1.4
2837;Home furnishing and home decoration;2020 October;149.4;19.6;;156.2;21.5;1.6
2838;Home furnishing and home decoration;2020 November;148.6;18.4;;156.2;20.3;1.7
2839;Home furnishing and home decoration;2020 December;130.2;0.0;;137.5;1.8;1.8
2840;Home furnishing and home decoration;2020 4th quarter;142.8;12.5;;150.0;14.4;1.7
2841;Home furnishing and home decoration;2021 January;98.6;-22.4;;107.2;-18.8;4.7
2842;Home furnishing and home decoration;2021 February;103.9;-15.1;;112.9;-12.1;3.5
2843;Home furnishing and home decoration;2021 March;140.8;8.1;;152.9;11.8;3.5
2844;Home furnishing and home decoration;2021 1st quarter;114.4;-9.6;;124.3;-6.1;3.9
2845;Home furnishing and home decoration;2021 April;130.3;6.7;;141.2;9.8;3.0
2846;Home furnishing and home decoration;2021 May;149.7;12.4;;163.2;14.9;2.3
2847;Home furnishing and home decoration;2021 June;146.4;9.7;;159.7;12.0;2.1
2848;Home furnishing and home decoration;2021 2nd quarter;142.1;9.7;;154.7;12.4;2.4
2849;Home furnishing and home decoration;2021 July;156.4;5.6;;167.9;8.7;2.9
2850;Home furnishing and home decoration;2021 August;133.9;5.9;;144.9;10.3;4.2
2851;Home furnishing and home decoration;2021 September;142.7;3.0;;153.9;7.8;4.6
2852;Home furnishing and home decoration;2021 3rd quarter;144.3;4.8;;155.6;8.9;3.9
2853;Home furnishing and home decoration;2021 October;151.1;1.1;;166.6;6.6;5.4
2854;Home furnishing and home decoration;2021 November;156.1;5.0;;172.3;10.3;5.1
2855;Home furnishing and home decoration;2021 December;143.8;10.4;;160.1;16.4;5.5
2856;Home furnishing and home decoration;2021 4th quarter;150.3;5.3;;166.3;10.9;5.3
2857;Home furnishing and home decoration;2021;137.8;2.7;;150.2;6.7;3.9
2858;Home furnishing and home decoration;2022 January;127.6;29.4;;145.4;35.6;4.8
2859;Home furnishing and home decoration;2022 February;130.7;25.7;;152.9;35.5;7.8
2860;Home furnishing and home decoration;2022 March;151.3;7.5;;178.3;16.6;8.5
2861;Home furnishing and home decoration;2022 1st quarter;136.5;19.3;;158.9;27.8;7.1
2862;Home furnishing and home decoration;2022 April;129.2;-0.8;;150.5;6.6;7.5
2863;Home furnishing and home decoration;2022 May;130.4;-12.9;;154.4;-5.4;8.6
2864;Home furnishing and home decoration;2022 June;124.3;-15.1;;151.1;-5.4;11.4
2865;Home furnishing and home decoration;2022 2nd quarter;128.0;-10.0;;152.0;-1.7;9.1
2866;Home furnishing and home decoration;2022 July;137.4;-12.1;;160.6;-4.4;8.8
2867;Home furnishing and home decoration;2022 August;119.6;-10.6;;141.8;-2.2;9.5
2868;Home furnishing and home decoration;2022 September;132.7;-7.0;;157.8;2.6;10.3
2869;Home furnishing and home decoration;2022 3rd quarter;129.9;-10.0;;153.4;-1.4;9.5
2870;Home furnishing and home decoration;2022 October;136.1;-9.9;;166.2;-0.2;10.8
2871;Home furnishing and home decoration;2022 November;143.9;-7.8;;176.1;2.2;10.8
2872;Home furnishing and home decoration;2022 December;140.5;-2.3;;177.0;10.5;13.1
2873;Home furnishing and home decoration;2022 4th quarter;140.2;-6.8;;173.1;4.1;11.6
2874;Home furnishing and home decoration;2022;133.6;-3.0;;159.3;6.1;9.4
2875;Home furnishing and home decoration;2023 January;129.7;1.6;;167.0;14.9;13.1
2876;Home furnishing and home decoration;2023 February;119.9;-8.2;;156.7;2.5;11.7
2877;Home furnishing and home decoration;2023 March;137.8;-8.9;;180.0;0.9;10.8
2878;Home furnishing and home decoration;2023 1st quarter;129.1;-5.4;;167.9;5.7;11.8
2879;Home furnishing and home decoration;2023 April;115.1;-11.0;;149.8;-0.4;11.8
2880;Home furnishing and home decoration;2023 May;120.9;-7.3;;158.9;2.9;11.0
2881;Home furnishing and home decoration;2023 June;118.3;-4.8;;156.1;3.3;8.5
2882;Home furnishing and home decoration;2023 2nd quarter;118.1;-7.7;;154.9;1.9;10.5
2883;Home furnishing and home decoration;2023 July;126.3;-8.1;;161.4;0.5;9.3
2884;Home furnishing and home decoration;2023 August;116.6;-2.5;;147.2;3.9;6.5
2885;Home furnishing and home decoration;2023 September;123.0;-7.3;;154.7;-2.0;5.8
2886;Home furnishing and home decoration;2023 3rd quarter;122.0;-6.1;;154.4;0.7;7.2
2887;Home furnishing and home decoration;2023 October;128.2;-5.8;;168.6;1.5;7.7
2888;Home furnishing and home decoration;2023 November;138.6;-3.7;;177.9;1.0;4.9
2889;Home furnishing and home decoration;2023 December;135.5;-3.5;;174.8;-1.2;2.4
2890;Home furnishing and home decoration;2023 4th quarter;134.1;-4.3;;173.8;0.4;4.9
2891;Home furnishing and home decoration;2023;125.8;-5.8;;162.8;2.2;8.5
2892;Home furnishing and home decoration;2024 January;127.4;-1.8;;169.4;1.4;3.2
2893;Home furnishing and home decoration;2024 February;126.2;5.3;;165.6;5.6;0.4
2894;Home furnishing and home decoration;2024 March;139.5;1.2;;182.4;1.3;0.1
2895;Home furnishing and home decoration;2024 1st quarter;131.0;1.5;;172.5;2.7;1.2
2896;Home furnishing and home decoration;2024 April;119.5;3.8;;150.7;0.5;-3.2
2897;Home furnishing and home decoration;2024 May;125.5;3.8;;158.2;-0.4;-4.1
2898;Electrical equipment;2000;39.1;18.3;;80.3;11.6;-5.7
2899;Electrical equipment;2001;42.8;9.6;;88.7;10.5;0.8
2900;Electrical equipment;2002;46.2;8.0;;91.6;3.3;-4.4
2901;Electrical equipment;2003;49.8;7.8;;91.8;0.2;-7.0
2902;Electrical equipment;2004;54.0;8.3;;91.1;-0.7;-8.3
2903;Electrical equipment;2005;59.1;9.5;;93.4;2.5;-6.4
2904;Electrical equipment;2006;68.0;15.2;;101.6;8.7;-5.6
2905;Electrical equipment;2007;80.9;19.0;;111.3;9.6;-7.9
2906;Electrical equipment;2008;86.1;6.4;;111.3;0.1;-6.0
2907;Electrical equipment;2009;83.8;-2.7;;102.4;-8.1;-5.5
2908;Electrical equipment;2010;87.5;4.5;;105.5;3.1;-1.3
2909;Electrical equipment;2011;89.0;1.6;;101.3;-4.1;-5.6
2910;Electrical equipment;2012;91.9;3.3;;102.6;1.3;-1.9
2911;Electrical equipment;2013;89.7;-2.4;;98.6;-4.0;-1.6
2912;Electrical equipment;2014;97.1;8.2;;100.8;2.3;-5.5
2913;Electrical equipment;2015;100.0;3.0;;100.0;-0.8;-3.7
2914;Electrical equipment;2016;100.7;0.7;;97.5;-2.5;-3.2
2915;Electrical equipment;2017;106.6;5.9;;99.1;1.7;-4.0
2916;Electrical equipment;2018;113.6;6.5;;101.7;2.6;-3.7
2917;Electrical equipment;2019;120.3;5.9;;104.9;3.2;-2.6
2918;Electrical equipment;2020;130.5;8.4;;115.4;10.0;1.5
2919;Electrical equipment;2000 January;35.1;20.2;;71.5;10.5;-8.1
2920;Electrical equipment;2000 February;34.2;24.5;;71.8;17.7;-5.4
