ID;Sources;Emissions;Periods;EmissionsDutchTerritory_1
4516;Railways total;Sulphur dioxide (SO2);1994;0.1
4517;Railways total;Sulphur dioxide (SO2);1995;0.101
4518;Railways total;Sulphur dioxide (SO2);1996;0.105
4519;Railways total;Sulphur dioxide (SO2);1997;0.114
4520;Railways total;Sulphur dioxide (SO2);1998;0.11
4521;Railways total;Sulphur dioxide (SO2);1999;0.101
4522;Railways total;Sulphur dioxide (SO2);2000;0.123
4523;Railways total;Sulphur dioxide (SO2);2001;0.118
4524;Railways total;Sulphur dioxide (SO2);2002;0.114
4525;Railways total;Sulphur dioxide (SO2);2003;0.111
4526;Railways total;Sulphur dioxide (SO2);2004;0.118
4527;Railways total;Sulphur dioxide (SO2);2005;0.114
4528;Railways total;Sulphur dioxide (SO2);2006;0.114
4529;Railways total;Sulphur dioxide (SO2);2007;0.101
4530;Railways total;Sulphur dioxide (SO2);2008;0.063
4531;Railways total;Sulphur dioxide (SO2);2009;0.028
4532;Railways total;Sulphur dioxide (SO2);2010;0.016
4533;Railways total;Sulphur dioxide (SO2);2011;0.001
4534;Railways total;Sulphur dioxide (SO2);2012;0.001
4535;Railways total;Sulphur dioxide (SO2);2013;0.001
4536;Railways total;Sulphur dioxide (SO2);2014;0.001
4537;Railways total;Sulphur dioxide (SO2);2015;0.001
4538;Railways total;Sulphur dioxide (SO2);2016;0.001
4539;Railways total;Sulphur dioxide (SO2);2017;0.001
4540;Railways total;Sulphur dioxide (SO2);2018;0.0
4541;Railways total;Sulphur dioxide (SO2);2019;0.0
4542;Railways total;Sulphur dioxide (SO2);2020;0.0
4543;Railways total;Sulphur dioxide (SO2);2021;0.0
4544;Railways total;PM10;1990;0.058
4545;Railways total;PM10;1991;0.058
4546;Railways total;PM10;1992;0.059
4547;Railways total;PM10;1993;0.059
4548;Railways total;PM10;1994;0.059
4549;Railways total;PM10;1995;0.06
4550;Railways total;PM10;1996;0.063
4551;Railways total;PM10;1997;0.067
4552;Railways total;PM10;1998;0.066
4553;Railways total;PM10;1999;0.06
4554;Railways total;PM10;2000;0.071
4555;Railways total;PM10;2001;0.067
4556;Railways total;PM10;2002;0.065
4557;Railways total;PM10;2003;0.063
4558;Railways total;PM10;2004;0.066
4559;Railways total;PM10;2005;0.064
4560;Railways total;PM10;2006;0.064
4561;Railways total;PM10;2007;0.064
4562;Railways total;PM10;2008;0.064
4563;Railways total;PM10;2009;0.061
4564;Railways total;PM10;2010;0.065
4565;Railways total;PM10;2011;0.064
4566;Railways total;PM10;2012;0.056
4567;Railways total;PM10;2013;0.056
4568;Railways total;PM10;2014;0.058
4569;Railways total;PM10;2015;0.061
4570;Railways total;PM10;2016;0.063
4571;Railways total;PM10;2017;0.06
4572;Railways total;PM10;2018;0.054
4573;Railways total;PM10;2019;0.052
4574;Railways total;PM10;2020;0.053
4575;Railways total;PM10;2021;0.053
4576;Railways total;PM2.5 (Particulate matter);1990;0.055
4577;Railways total;PM2.5 (Particulate matter);1991;0.055
4578;Railways total;PM2.5 (Particulate matter);1992;0.056
4579;Railways total;PM2.5 (Particulate matter);1993;0.056
4580;Railways total;PM2.5 (Particulate matter);1994;0.057
4581;Railways total;PM2.5 (Particulate matter);1995;0.058
4582;Railways total;PM2.5 (Particulate matter);1996;0.06
4583;Railways total;PM2.5 (Particulate matter);1997;0.064
4584;Railways total;PM2.5 (Particulate matter);1998;0.063
4585;Railways total;PM2.5 (Particulate matter);1999;0.058
4586;Railways total;PM2.5 (Particulate matter);2000;0.067
4587;Railways total;PM2.5 (Particulate matter);2001;0.064
4588;Railways total;PM2.5 (Particulate matter);2002;0.062
4589;Railways total;PM2.5 (Particulate matter);2003;0.06
4590;Railways total;PM2.5 (Particulate matter);2004;0.063
4591;Railways total;PM2.5 (Particulate matter);2005;0.061
4592;Railways total;PM2.5 (Particulate matter);2006;0.061
4593;Railways total;PM2.5 (Particulate matter);2007;0.061
4594;Railways total;PM2.5 (Particulate matter);2008;0.061
4595;Railways total;PM2.5 (Particulate matter);2009;0.058
4596;Railways total;PM2.5 (Particulate matter);2010;0.062
4597;Railways total;PM2.5 (Particulate matter);2011;0.061
4598;Railways total;PM2.5 (Particulate matter);2012;0.054
4599;Railways total;PM2.5 (Particulate matter);2013;0.054
4600;Railways total;PM2.5 (Particulate matter);2014;0.055
4601;Railways total;PM2.5 (Particulate matter);2015;0.059
4602;Railways total;PM2.5 (Particulate matter);2016;0.06
4603;Railways total;PM2.5 (Particulate matter);2017;0.058
4604;Railways total;PM2.5 (Particulate matter);2018;0.051
4605;Railways total;PM2.5 (Particulate matter);2019;0.05
4606;Railways total;PM2.5 (Particulate matter);2020;0.05
4607;Railways total;PM2.5 (Particulate matter);2021;0.05
4608;Railways, passenger transport;Carbon dioxide (CO2);1990;0.0
4609;Railways, passenger transport;Carbon dioxide (CO2);1991;0.0
4610;Railways, passenger transport;Carbon dioxide (CO2);1992;0.0
4611;Railways, passenger transport;Carbon dioxide (CO2);1993;0.0
4612;Railways, passenger transport;Carbon dioxide (CO2);1994;0.0
4613;Railways, passenger transport;Carbon dioxide (CO2);1995;0.0
4614;Railways, passenger transport;Carbon dioxide (CO2);1996;0.0
4615;Railways, passenger transport;Carbon dioxide (CO2);1997;0.0
4616;Railways, passenger transport;Carbon dioxide (CO2);1998;0.0
4617;Railways, passenger transport;Carbon dioxide (CO2);1999;0.0
4618;Railways, passenger transport;Carbon dioxide (CO2);2000;0.0
4619;Railways, passenger transport;Carbon dioxide (CO2);2001;0.0
4620;Railways, passenger transport;Carbon dioxide (CO2);2002;0.0
4621;Railways, passenger transport;Carbon dioxide (CO2);2003;0.0
4622;Railways, passenger transport;Carbon dioxide (CO2);2004;0.0
4623;Railways, passenger transport;Carbon dioxide (CO2);2005;0.0
4624;Railways, passenger transport;Carbon dioxide (CO2);2006;0.0
4625;Railways, passenger transport;Carbon dioxide (CO2);2007;0.0
4626;Railways, passenger transport;Carbon dioxide (CO2);2008;0.0
4627;Railways, passenger transport;Carbon dioxide (CO2);2009;0.0
4628;Railways, passenger transport;Carbon dioxide (CO2);2010;0.0
4629;Railways, passenger transport;Carbon dioxide (CO2);2011;0.0
4630;Railways, passenger transport;Carbon dioxide (CO2);2012;0.0
4631;Railways, passenger transport;Carbon dioxide (CO2);2013;0.0
4632;Railways, passenger transport;Carbon dioxide (CO2);2014;0.0
4633;Railways, passenger transport;Carbon dioxide (CO2);2015;0.0
4634;Railways, passenger transport;Carbon dioxide (CO2);2016;0.0
4635;Railways, passenger transport;Carbon dioxide (CO2);2017;0.0
4636;Railways, passenger transport;Carbon dioxide (CO2);2018;0.0
4637;Railways, passenger transport;Carbon dioxide (CO2);2019;0.0
4638;Railways, passenger transport;Carbon dioxide (CO2);2020;0.0
4639;Railways, passenger transport;Carbon dioxide (CO2);2021;0.0
4640;Railways, passenger transport;Carbon monoxide (CO);1990;0.15
4641;Railways, passenger transport;Carbon monoxide (CO);1991;0.151
4642;Railways, passenger transport;Carbon monoxide (CO);1992;0.151
4643;Railways, passenger transport;Carbon monoxide (CO);1993;0.152
4644;Railways, passenger transport;Carbon monoxide (CO);1994;0.153
4645;Railways, passenger transport;Carbon monoxide (CO);1995;0.155
4646;Railways, passenger transport;Carbon monoxide (CO);1996;0.161
4647;Railways, passenger transport;Carbon monoxide (CO);1997;0.175
4648;Railways, passenger transport;Carbon monoxide (CO);1998;0.17
4649;Railways, passenger transport;Carbon monoxide (CO);1999;0.151
4650;Railways, passenger transport;Carbon monoxide (CO);2000;0.179
4651;Railways, passenger transport;Carbon monoxide (CO);2001;0.166
4652;Railways, passenger transport;Carbon monoxide (CO);2002;0.156
4653;Railways, passenger transport;Carbon monoxide (CO);2003;0.147
4654;Railways, passenger transport;Carbon monoxide (CO);2004;0.155
4655;Railways, passenger transport;Carbon monoxide (CO);2005;0.15
4656;Railways, passenger transport;Carbon monoxide (CO);2006;0.15
4657;Railways, passenger transport;Carbon monoxide (CO);2007;0.15
4658;Railways, passenger transport;Carbon monoxide (CO);2008;0.15
4659;Railways, passenger transport;Carbon monoxide (CO);2009;0.152
4660;Railways, passenger transport;Carbon monoxide (CO);2010;0.151
4661;Railways, passenger transport;Carbon monoxide (CO);2011;0.156
4662;Railways, passenger transport;Carbon monoxide (CO);2012;0.138
4663;Railways, passenger transport;Carbon monoxide (CO);2013;0.144
4664;Railways, passenger transport;Carbon monoxide (CO);2014;0.156
4665;Railways, passenger transport;Carbon monoxide (CO);2015;0.174
4666;Railways, passenger transport;Carbon monoxide (CO);2016;0.185
4667;Railways, passenger transport;Carbon monoxide (CO);2017;0.18
4668;Railways, passenger transport;Carbon monoxide (CO);2018;0.159
4669;Railways, passenger transport;Carbon monoxide (CO);2019;0.158
4670;Railways, passenger transport;Carbon monoxide (CO);2020;0.165
4671;Railways, passenger transport;Carbon monoxide (CO);2021;0.165
4672;Railways, passenger transport;VOC emission by combustion;1990;0.05
4673;Railways, passenger transport;VOC emission by combustion;1991;0.05
4674;Railways, passenger transport;VOC emission by combustion;1992;0.05
4675;Railways, passenger transport;VOC emission by combustion;1993;0.051
4676;Railways, passenger transport;VOC emission by combustion;1994;0.051
4677;Railways, passenger transport;VOC emission by combustion;1995;0.052
4678;Railways, passenger transport;VOC emission by combustion;1996;0.054
4679;Railways, passenger transport;VOC emission by combustion;1997;0.058
4680;Railways, passenger transport;VOC emission by combustion;1998;0.057
4681;Railways, passenger transport;VOC emission by combustion;1999;0.05
4682;Railways, passenger transport;VOC emission by combustion;2000;0.06
4683;Railways, passenger transport;VOC emission by combustion;2001;0.055
4684;Railways, passenger transport;VOC emission by combustion;2002;0.052
4685;Railways, passenger transport;VOC emission by combustion;2003;0.049
4686;Railways, passenger transport;VOC emission by combustion;2004;0.052
4687;Railways, passenger transport;VOC emission by combustion;2005;0.05
4688;Railways, passenger transport;VOC emission by combustion;2006;0.05
4689;Railways, passenger transport;VOC emission by combustion;2007;0.05
4690;Railways, passenger transport;VOC emission by combustion;2008;0.05
4691;Railways, passenger transport;VOC emission by combustion;2009;0.051
4692;Railways, passenger transport;VOC emission by combustion;2010;0.05
4693;Railways, passenger transport;VOC emission by combustion;2011;0.052
4694;Railways, passenger transport;VOC emission by combustion;2012;0.046
4695;Railways, passenger transport;VOC emission by combustion;2013;0.048
4696;Railways, passenger transport;VOC emission by combustion;2014;0.052
4697;Railways, passenger transport;VOC emission by combustion;2015;0.058
4698;Railways, passenger transport;VOC emission by combustion;2016;0.062
4699;Railways, passenger transport;VOC emission by combustion;2017;0.06
4700;Railways, passenger transport;VOC emission by combustion;2018;0.053
4701;Railways, passenger transport;VOC emission by combustion;2019;0.053
4702;Railways, passenger transport;VOC emission by combustion;2020;0.055
4703;Railways, passenger transport;VOC emission by combustion;2021;0.055
4704;Railways, passenger transport;VOC emission by evaporation;1990;0.0
4705;Railways, passenger transport;VOC emission by evaporation;1991;0.0
4706;Railways, passenger transport;VOC emission by evaporation;1992;0.0
4707;Railways, passenger transport;VOC emission by evaporation;1993;0.0
4708;Railways, passenger transport;VOC emission by evaporation;1994;0.0
4709;Railways, passenger transport;VOC emission by evaporation;1995;0.0
4710;Railways, passenger transport;VOC emission by evaporation;1996;0.0
4711;Railways, passenger transport;VOC emission by evaporation;1997;0.0
4712;Railways, passenger transport;VOC emission by evaporation;1998;0.0
4713;Railways, passenger transport;VOC emission by evaporation;1999;0.0
4714;Railways, passenger transport;VOC emission by evaporation;2000;0.0
4715;Railways, passenger transport;VOC emission by evaporation;2001;0.0
4716;Railways, passenger transport;VOC emission by evaporation;2002;0.0
4717;Railways, passenger transport;VOC emission by evaporation;2003;0.0
4718;Railways, passenger transport;VOC emission by evaporation;2004;0.0
4719;Railways, passenger transport;VOC emission by evaporation;2005;0.0
4720;Railways, passenger transport;VOC emission by evaporation;2006;0.0
4721;Railways, passenger transport;VOC emission by evaporation;2007;0.0
4722;Railways, passenger transport;VOC emission by evaporation;2008;0.0
4723;Railways, passenger transport;VOC emission by evaporation;2009;0.0
4724;Railways, passenger transport;VOC emission by evaporation;2010;0.0
4725;Railways, passenger transport;VOC emission by evaporation;2011;0.0
4726;Railways, passenger transport;VOC emission by evaporation;2012;0.0
4727;Railways, passenger transport;VOC emission by evaporation;2013;0.0
4728;Railways, passenger transport;VOC emission by evaporation;2014;0.0
4729;Railways, passenger transport;VOC emission by evaporation;2015;0.0
4730;Railways, passenger transport;VOC emission by evaporation;2016;0.0
4731;Railways, passenger transport;VOC emission by evaporation;2017;0.0
4732;Railways, passenger transport;VOC emission by evaporation;2018;0.0
4733;Railways, passenger transport;VOC emission by evaporation;2019;0.0
4734;Railways, passenger transport;VOC emission by evaporation;2020;0.0
4735;Railways, passenger transport;VOC emission by evaporation;2021;0.0
4736;Railways, passenger transport;Volatile organic compounds (VOC);1990;0.05
4737;Railways, passenger transport;Volatile organic compounds (VOC);1991;0.05
4738;Railways, passenger transport;Volatile organic compounds (VOC);1992;0.05
4739;Railways, passenger transport;Volatile organic compounds (VOC);1993;0.051
4740;Railways, passenger transport;Volatile organic compounds (VOC);1994;0.051
4741;Railways, passenger transport;Volatile organic compounds (VOC);1995;0.052
4742;Railways, passenger transport;Volatile organic compounds (VOC);1996;0.054
4743;Railways, passenger transport;Volatile organic compounds (VOC);1997;0.058
4744;Railways, passenger transport;Volatile organic compounds (VOC);1998;0.057
4745;Railways, passenger transport;Volatile organic compounds (VOC);1999;0.05
4746;Railways, passenger transport;Volatile organic compounds (VOC);2000;0.06
4747;Railways, passenger transport;Volatile organic compounds (VOC);2001;0.055
4748;Railways, passenger transport;Volatile organic compounds (VOC);2002;0.052
4749;Railways, passenger transport;Volatile organic compounds (VOC);2003;0.049
4750;Railways, passenger transport;Volatile organic compounds (VOC);2004;0.052
4751;Railways, passenger transport;Volatile organic compounds (VOC);2005;0.05
4752;Railways, passenger transport;Volatile organic compounds (VOC);2006;0.05
4753;Railways, passenger transport;Volatile organic compounds (VOC);2007;0.05
4754;Railways, passenger transport;Volatile organic compounds (VOC);2008;0.05
4755;Railways, passenger transport;Volatile organic compounds (VOC);2009;0.051
4756;Railways, passenger transport;Volatile organic compounds (VOC);2010;0.05
4757;Railways, passenger transport;Volatile organic compounds (VOC);2011;0.052
4758;Railways, passenger transport;Volatile organic compounds (VOC);2012;0.046
4759;Railways, passenger transport;Volatile organic compounds (VOC);2013;0.048
4760;Railways, passenger transport;Volatile organic compounds (VOC);2014;0.052
4761;Railways, passenger transport;Volatile organic compounds (VOC);2015;0.058
4762;Railways, passenger transport;Volatile organic compounds (VOC);2016;0.062
4763;Railways, passenger transport;Volatile organic compounds (VOC);2017;0.06
4764;Railways, passenger transport;Volatile organic compounds (VOC);2018;0.053
4765;Railways, passenger transport;Volatile organic compounds (VOC);2019;0.053
4766;Railways, passenger transport;Volatile organic compounds (VOC);2020;0.055
4767;Railways, passenger transport;Volatile organic compounds (VOC);2021;0.055
4768;Railways, passenger transport;Methane (CH4);1990;0.002
4769;Railways, passenger transport;Methane (CH4);1991;0.002
4770;Railways, passenger transport;Methane (CH4);1992;0.002
4771;Railways, passenger transport;Methane (CH4);1993;0.002
4772;Railways, passenger transport;Methane (CH4);1994;0.002
4773;Railways, passenger transport;Methane (CH4);1995;0.002
4774;Railways, passenger transport;Methane (CH4);1996;0.002
4775;Railways, passenger transport;Methane (CH4);1997;0.002
4776;Railways, passenger transport;Methane (CH4);1998;0.002
4777;Railways, passenger transport;Methane (CH4);1999;0.002
4778;Railways, passenger transport;Methane (CH4);2000;0.002
4779;Railways, passenger transport;Methane (CH4);2001;0.002
4780;Railways, passenger transport;Methane (CH4);2002;0.002
4781;Railways, passenger transport;Methane (CH4);2003;0.002
4782;Railways, passenger transport;Methane (CH4);2004;0.002
4783;Railways, passenger transport;Methane (CH4);2005;0.002
4784;Railways, passenger transport;Methane (CH4);2006;0.002
4785;Railways, passenger transport;Methane (CH4);2007;0.002
4786;Railways, passenger transport;Methane (CH4);2008;0.002
4787;Railways, passenger transport;Methane (CH4);2009;0.002
4788;Railways, passenger transport;Methane (CH4);2010;0.002
4789;Railways, passenger transport;Methane (CH4);2011;0.002
4790;Railways, passenger transport;Methane (CH4);2012;0.002
4791;Railways, passenger transport;Methane (CH4);2013;0.002
4792;Railways, passenger transport;Methane (CH4);2014;0.002
4793;Railways, passenger transport;Methane (CH4);2015;0.002
4794;Railways, passenger transport;Methane (CH4);2016;0.002
4795;Railways, passenger transport;Methane (CH4);2017;0.002
4796;Railways, passenger transport;Methane (CH4);2018;0.002
4797;Railways, passenger transport;Methane (CH4);2019;0.002
4798;Railways, passenger transport;Methane (CH4);2020;0.002
4799;Railways, passenger transport;Methane (CH4);2021;0.002
4800;Railways, passenger transport;NMVOS;1990;0.048
4801;Railways, passenger transport;NMVOS;1991;0.048
4802;Railways, passenger transport;NMVOS;1992;0.048
4803;Railways, passenger transport;NMVOS;1993;0.049
4804;Railways, passenger transport;NMVOS;1994;0.049
4805;Railways, passenger transport;NMVOS;1995;0.05
4806;Railways, passenger transport;NMVOS;1996;0.052
4807;Railways, passenger transport;NMVOS;1997;0.056
4808;Railways, passenger transport;NMVOS;1998;0.054
4809;Railways, passenger transport;NMVOS;1999;0.048
4810;Railways, passenger transport;NMVOS;2000;0.057
4811;Railways, passenger transport;NMVOS;2001;0.053
4812;Railways, passenger transport;NMVOS;2002;0.05
4813;Railways, passenger transport;NMVOS;2003;0.047
4814;Railways, passenger transport;NMVOS;2004;0.05
4815;Railways, passenger transport;NMVOS;2005;0.048
4816;Railways, passenger transport;NMVOS;2006;0.048
4817;Railways, passenger transport;NMVOS;2007;0.048
4818;Railways, passenger transport;NMVOS;2008;0.048
4819;Railways, passenger transport;NMVOS;2009;0.049
4820;Railways, passenger transport;NMVOS;2010;0.048
4821;Railways, passenger transport;NMVOS;2011;0.05
4822;Railways, passenger transport;NMVOS;2012;0.044
4823;Railways, passenger transport;NMVOS;2013;0.046
4824;Railways, passenger transport;NMVOS;2014;0.05
4825;Railways, passenger transport;NMVOS;2015;0.056
4826;Railways, passenger transport;NMVOS;2016;0.059
4827;Railways, passenger transport;NMVOS;2017;0.058
4828;Railways, passenger transport;NMVOS;2018;0.051
4829;Railways, passenger transport;NMVOS;2019;0.051
4830;Railways, passenger transport;NMVOS;2020;0.053
4831;Railways, passenger transport;NMVOS;2021;0.053
4832;Railways, passenger transport;Nitrogen oxides (NOx);1990;0.781
4833;Railways, passenger transport;Nitrogen oxides (NOx);1991;0.784
4834;Railways, passenger transport;Nitrogen oxides (NOx);1992;0.788
4835;Railways, passenger transport;Nitrogen oxides (NOx);1993;0.791
