ID;Geslacht;LeeftijdOp31December;InkomenEnWelvaart;Marges;Perioden;Levensverwachting_1;InAlsGoedErvarenGezondheid_2;ZonderLichamelijkeBeperkingen_3;ZonderPsychischeKlachten_4;ZonderGALIBeperkingen_5
1902;Mannen;60 jaar;2021790;Waarde;2017/2020;23.4;15.3;18.2;21.6;12.3
1903;Mannen;60 jaar;2021790;Waarde;2019/2022;23.3;15.1;18.6;21.4;11.6
1904;Mannen;60 jaar;2021790;Ondergrens 95%-interval;2017/2020;23.3;14.6;17.5;21.1;11.6
1905;Mannen;60 jaar;2021790;Ondergrens 95%-interval;2019/2022;23.3;14.4;18.0;21.0;10.9
1906;Mannen;60 jaar;2021790;Bovengrens 95%-interval;2017/2020;23.4;16.1;18.8;22.0;13.0
1907;Mannen;60 jaar;2021790;Bovengrens 95%-interval;2019/2022;23.3;15.8;19.2;21.8;12.3
1908;Mannen;60 jaar;2021800;Waarde;2017/2020;24.2;16.1;19.6;22.3;13.2
1909;Mannen;60 jaar;2021800;Waarde;2019/2022;24.4;16.7;20.6;22.4;13.6
1910;Mannen;60 jaar;2021800;Ondergrens 95%-interval;2017/2020;24.2;15.5;19.1;21.8;12.5
1911;Mannen;60 jaar;2021800;Ondergrens 95%-interval;2019/2022;24.3;16.0;20.0;21.9;12.9
1912;Mannen;60 jaar;2021800;Bovengrens 95%-interval;2017/2020;24.2;16.8;20.2;22.7;13.9
1913;Mannen;60 jaar;2021800;Bovengrens 95%-interval;2019/2022;24.4;17.4;21.2;22.8;14.3
1914;Mannen;60 jaar;2021810;Waarde;2017/2020;25.2;19.4;22.4;24.1;16.2
1915;Mannen;60 jaar;2021810;Waarde;2019/2022;25.3;19.7;22.5;24.0;15.3
1916;Mannen;60 jaar;2021810;Ondergrens 95%-interval;2017/2020;25.2;18.8;21.9;23.8;15.5
1917;Mannen;60 jaar;2021810;Ondergrens 95%-interval;2019/2022;25.3;19.1;22.1;23.6;14.5
1918;Mannen;60 jaar;2021810;Bovengrens 95%-interval;2017/2020;25.2;19.9;22.8;24.5;16.8
1919;Mannen;60 jaar;2021810;Bovengrens 95%-interval;2019/2022;25.3;20.2;23.0;24.3;16.2
1920;Mannen;65 jaar;1014752;Waarde;2017/2020;16.5;8.1;10.2;14.3;7.2
1921;Mannen;65 jaar;1014752;Waarde;2019/2022;16.4;9.1;10.5;14.3;7.7
1922;Mannen;65 jaar;1014752;Ondergrens 95%-interval;2017/2020;16.5;7.3;9.4;13.7;6.3
1923;Mannen;65 jaar;1014752;Ondergrens 95%-interval;2019/2022;16.3;8.3;9.8;13.7;6.9
1924;Mannen;65 jaar;1014752;Bovengrens 95%-interval;2017/2020;16.5;9.0;11.0;14.9;8.0
1925;Mannen;65 jaar;1014752;Bovengrens 95%-interval;2019/2022;16.4;9.9;11.2;14.8;8.5
1926;Mannen;65 jaar;1014753;Waarde;2017/2020;18.2;10.6;12.9;16.3;8.6
1927;Mannen;65 jaar;1014753;Waarde;2019/2022;18.0;10.6;13.0;16.4;7.8
1928;Mannen;65 jaar;1014753;Ondergrens 95%-interval;2017/2020;18.2;10.1;12.5;16.0;8.0
1929;Mannen;65 jaar;1014753;Ondergrens 95%-interval;2019/2022;18.0;10.0;12.5;16.1;7.2
1930;Mannen;65 jaar;1014753;Bovengrens 95%-interval;2017/2020;18.2;11.1;13.4;16.7;9.1
1931;Mannen;65 jaar;1014753;Bovengrens 95%-interval;2019/2022;18.1;11.1;13.4;16.7;8.3
1932;Mannen;65 jaar;1014754;Waarde;2017/2020;19.3;12.7;14.5;17.9;9.9
1933;Mannen;65 jaar;1014754;Waarde;2019/2022;19.4;12.3;14.9;17.8;9.4
1934;Mannen;65 jaar;1014754;Ondergrens 95%-interval;2017/2020;19.3;12.0;13.9;17.6;9.3
1935;Mannen;65 jaar;1014754;Ondergrens 95%-interval;2019/2022;19.3;11.7;14.3;17.4;8.8
1936;Mannen;65 jaar;1014754;Bovengrens 95%-interval;2017/2020;19.4;13.3;15.1;18.3;10.6
1937;Mannen;65 jaar;1014754;Bovengrens 95%-interval;2019/2022;19.4;13.0;15.4;18.2;10.1
1938;Mannen;65 jaar;1014755;Waarde;2017/2020;20.1;14.3;17.1;19.0;11.4
1939;Mannen;65 jaar;1014755;Waarde;2019/2022;20.1;14.4;17.6;18.9;10.8
1940;Mannen;65 jaar;1014755;Ondergrens 95%-interval;2017/2020;20.1;13.6;16.5;18.6;10.7
1941;Mannen;65 jaar;1014755;Ondergrens 95%-interval;2019/2022;20.1;13.7;17.0;18.5;10.1
1942;Mannen;65 jaar;1014755;Bovengrens 95%-interval;2017/2020;20.1;15.0;17.7;19.4;12.2
1943;Mannen;65 jaar;1014755;Bovengrens 95%-interval;2019/2022;20.1;15.0;18.1;19.3;11.5
1944;Mannen;65 jaar;1014756;Waarde;2017/2020;20.5;15.8;17.8;19.5;12.9
1945;Mannen;65 jaar;1014756;Waarde;2019/2022;20.5;15.9;17.9;19.3;12.1
1946;Mannen;65 jaar;1014756;Ondergrens 95%-interval;2017/2020;20.5;15.0;17.2;19.1;12.1
1947;Mannen;65 jaar;1014756;Ondergrens 95%-interval;2019/2022;20.5;15.1;17.3;18.8;11.2
1948;Mannen;65 jaar;1014756;Bovengrens 95%-interval;2017/2020;20.5;16.5;18.4;20.0;13.7
1949;Mannen;65 jaar;1014756;Bovengrens 95%-interval;2019/2022;20.5;16.6;18.5;19.7;12.9
1950;Mannen;65 jaar;2021770;Waarde;2017/2020;16.3;8.0;9.7;14.1;7.1
1951;Mannen;65 jaar;2021770;Waarde;2019/2022;16.1;8.2;9.7;13.7;7.6
1952;Mannen;65 jaar;2021770;Ondergrens 95%-interval;2017/2020;16.3;7.2;8.9;13.5;6.2
1953;Mannen;65 jaar;2021770;Ondergrens 95%-interval;2019/2022;16.1;7.4;8.9;13.2;6.8
1954;Mannen;65 jaar;2021770;Bovengrens 95%-interval;2017/2020;16.3;8.9;10.5;14.7;7.9
1955;Mannen;65 jaar;2021770;Bovengrens 95%-interval;2019/2022;16.1;9.0;10.5;14.3;8.4
1956;Mannen;65 jaar;2021780;Waarde;2017/2020;17.7;10.0;12.3;15.9;7.8
1957;Mannen;65 jaar;2021780;Waarde;2019/2022;17.4;10.0;12.2;15.9;7.5
1958;Mannen;65 jaar;2021780;Ondergrens 95%-interval;2017/2020;17.7;9.4;11.8;15.5;7.3
1959;Mannen;65 jaar;2021780;Ondergrens 95%-interval;2019/2022;17.4;9.4;11.7;15.6;7.0
1960;Mannen;65 jaar;2021780;Bovengrens 95%-interval;2017/2020;17.7;10.5;12.8;16.2;8.4
1961;Mannen;65 jaar;2021780;Bovengrens 95%-interval;2019/2022;17.4;10.5;12.7;16.2;8.0
1962;Mannen;65 jaar;2021790;Waarde;2017/2020;19.2;12.7;14.5;17.8;9.8
1963;Mannen;65 jaar;2021790;Waarde;2019/2022;19.1;12.3;14.9;17.8;9.3
1964;Mannen;65 jaar;2021790;Ondergrens 95%-interval;2017/2020;19.2;12.0;13.9;17.4;9.2
1965;Mannen;65 jaar;2021790;Ondergrens 95%-interval;2019/2022;19.1;11.7;14.3;17.4;8.7
1966;Mannen;65 jaar;2021790;Bovengrens 95%-interval;2017/2020;19.2;13.3;15.1;18.2;10.5
1967;Mannen;65 jaar;2021790;Bovengrens 95%-interval;2019/2022;19.1;13.0;15.5;18.1;9.9
1968;Mannen;65 jaar;2021800;Waarde;2017/2020;19.9;12.9;15.7;18.3;10.5
1969;Mannen;65 jaar;2021800;Waarde;2019/2022;20.0;13.6;16.7;18.4;10.7
1970;Mannen;65 jaar;2021800;Ondergrens 95%-interval;2017/2020;19.9;12.3;15.1;17.9;9.8
1971;Mannen;65 jaar;2021800;Ondergrens 95%-interval;2019/2022;20.0;12.9;16.1;18.0;10.0
1972;Mannen;65 jaar;2021800;Bovengrens 95%-interval;2017/2020;19.9;13.6;16.3;18.7;11.2
1973;Mannen;65 jaar;2021800;Bovengrens 95%-interval;2019/2022;20.0;14.2;17.2;18.8;11.5
1974;Mannen;65 jaar;2021810;Waarde;2017/2020;20.7;15.9;18.1;19.9;13.1
1975;Mannen;65 jaar;2021810;Waarde;2019/2022;20.8;16.0;18.2;19.6;12.2
1976;Mannen;65 jaar;2021810;Ondergrens 95%-interval;2017/2020;20.7;15.3;17.6;19.6;12.4
1977;Mannen;65 jaar;2021810;Ondergrens 95%-interval;2019/2022;20.8;15.4;17.7;19.3;11.4
1978;Mannen;65 jaar;2021810;Bovengrens 95%-interval;2017/2020;20.7;16.5;18.6;20.2;13.7
1979;Mannen;65 jaar;2021810;Bovengrens 95%-interval;2019/2022;20.8;16.5;18.6;20.0;13.0
1980;Mannen;70 jaar;1014752;Waarde;2017/2020;13.4;6.3;7.5;11.5;5.7
1981;Mannen;70 jaar;1014752;Waarde;2019/2022;13.2;7.4;8.0;11.7;6.3
1982;Mannen;70 jaar;1014752;Ondergrens 95%-interval;2017/2020;13.3;5.5;6.6;10.9;4.9
1983;Mannen;70 jaar;1014752;Ondergrens 95%-interval;2019/2022;13.2;6.7;7.3;11.3;5.5
1984;Mannen;70 jaar;1014752;Bovengrens 95%-interval;2017/2020;13.4;7.1;8.3;12.0;6.6
1985;Mannen;70 jaar;1014752;Bovengrens 95%-interval;2019/2022;13.2;8.2;8.8;12.2;7.0
1986;Mannen;70 jaar;1014753;Waarde;2017/2020;14.6;8.1;9.6;13.1;6.5
1987;Mannen;70 jaar;1014753;Waarde;2019/2022;14.4;8.2;9.7;13.1;5.8
1988;Mannen;70 jaar;1014753;Ondergrens 95%-interval;2017/2020;14.5;7.6;9.1;12.8;6.0
1989;Mannen;70 jaar;1014753;Ondergrens 95%-interval;2019/2022;14.4;7.8;9.3;12.8;5.3
1990;Mannen;70 jaar;1014753;Bovengrens 95%-interval;2017/2020;14.6;8.6;10.0;13.4;7.0
1991;Mannen;70 jaar;1014753;Bovengrens 95%-interval;2019/2022;14.4;8.7;10.1;13.4;6.2
1992;Mannen;70 jaar;1014754;Waarde;2017/2020;15.4;9.6;10.9;14.1;7.4
1993;Mannen;70 jaar;1014754;Waarde;2019/2022;15.4;9.5;11.3;13.9;7.2
1994;Mannen;70 jaar;1014754;Ondergrens 95%-interval;2017/2020;15.4;9.0;10.3;13.8;6.8
1995;Mannen;70 jaar;1014754;Ondergrens 95%-interval;2019/2022;15.4;8.9;10.8;13.5;6.6
1996;Mannen;70 jaar;1014754;Bovengrens 95%-interval;2017/2020;15.4;10.2;11.5;14.5;8.0
1997;Mannen;70 jaar;1014754;Bovengrens 95%-interval;2019/2022;15.4;10.2;11.9;14.3;7.8
1998;Mannen;70 jaar;1014755;Waarde;2017/2020;16.0;11.3;13.2;15.1;8.6
1999;Mannen;70 jaar;1014755;Waarde;2019/2022;16.0;11.3;13.7;15.0;8.2
2000;Mannen;70 jaar;1014755;Ondergrens 95%-interval;2017/2020;16.0;10.5;12.5;14.7;7.9
2001;Mannen;70 jaar;1014755;Ondergrens 95%-interval;2019/2022;16.0;10.6;13.2;14.6;7.5
2002;Mannen;70 jaar;1014755;Bovengrens 95%-interval;2017/2020;16.0;12.0;13.8;15.5;9.4
2003;Mannen;70 jaar;1014755;Bovengrens 95%-interval;2019/2022;16.0;12.0;14.3;15.4;8.9
2004;Mannen;70 jaar;1014756;Waarde;2017/2020;16.3;12.1;13.8;15.4;9.8
2005;Mannen;70 jaar;1014756;Waarde;2019/2022;16.3;12.4;13.9;15.2;9.2
2006;Mannen;70 jaar;1014756;Ondergrens 95%-interval;2017/2020;16.2;11.4;13.1;15.0;9.0
2007;Mannen;70 jaar;1014756;Ondergrens 95%-interval;2019/2022;16.3;11.6;13.2;14.8;8.4
2008;Mannen;70 jaar;1014756;Bovengrens 95%-interval;2017/2020;16.3;12.9;14.4;15.9;10.6
2009;Mannen;70 jaar;1014756;Bovengrens 95%-interval;2019/2022;16.3;13.1;14.5;15.7;10.0
2010;Mannen;70 jaar;2021770;Waarde;2017/2020;13.2;6.5;7.0;11.5;5.7
2011;Mannen;70 jaar;2021770;Waarde;2019/2022;13.1;6.8;7.3;11.5;6.2
2012;Mannen;70 jaar;2021770;Ondergrens 95%-interval;2017/2020;13.2;5.7;6.2;10.9;4.9
2013;Mannen;70 jaar;2021770;Ondergrens 95%-interval;2019/2022;13.1;6.1;6.6;11.0;5.5
2014;Mannen;70 jaar;2021770;Bovengrens 95%-interval;2017/2020;13.2;7.3;7.8;12.1;6.5
2015;Mannen;70 jaar;2021770;Bovengrens 95%-interval;2019/2022;13.1;7.6;8.0;12.0;6.9
2016;Mannen;70 jaar;2021780;Waarde;2017/2020;14.1;7.7;9.0;12.6;5.9
2017;Mannen;70 jaar;2021780;Waarde;2019/2022;13.9;7.8;9.1;12.5;5.6
2018;Mannen;70 jaar;2021780;Ondergrens 95%-interval;2017/2020;14.1;7.1;8.5;12.2;5.4
2019;Mannen;70 jaar;2021780;Ondergrens 95%-interval;2019/2022;13.9;7.3;8.6;12.2;5.2
2020;Mannen;70 jaar;2021780;Bovengrens 95%-interval;2017/2020;14.1;8.2;9.5;12.9;6.4
2021;Mannen;70 jaar;2021780;Bovengrens 95%-interval;2019/2022;13.9;8.3;9.5;12.8;6.0
2022;Mannen;70 jaar;2021790;Waarde;2017/2020;15.3;9.8;11.0;14.2;7.5
2023;Mannen;70 jaar;2021790;Waarde;2019/2022;15.2;9.6;11.5;14.0;7.2
2024;Mannen;70 jaar;2021790;Ondergrens 95%-interval;2017/2020;15.3;9.2;10.4;13.8;6.8
2025;Mannen;70 jaar;2021790;Ondergrens 95%-interval;2019/2022;15.2;9.0;10.9;13.6;6.6
2026;Mannen;70 jaar;2021790;Bovengrens 95%-interval;2017/2020;15.3;10.5;11.6;14.6;8.2
2027;Mannen;70 jaar;2021790;Bovengrens 95%-interval;2019/2022;15.2;10.3;12.0;14.4;7.8
2028;Mannen;70 jaar;2021800;Waarde;2017/2020;15.8;9.7;11.8;14.4;7.7
2029;Mannen;70 jaar;2021800;Waarde;2019/2022;15.9;10.4;12.9;14.6;8.2
2030;Mannen;70 jaar;2021800;Ondergrens 95%-interval;2017/2020;15.8;9.0;11.2;13.9;7.0
2031;Mannen;70 jaar;2021800;Ondergrens 95%-interval;2019/2022;15.9;9.8;12.3;14.1;7.5
2032;Mannen;70 jaar;2021800;Bovengrens 95%-interval;2017/2020;15.9;10.4;12.4;14.8;8.4
2033;Mannen;70 jaar;2021800;Bovengrens 95%-interval;2019/2022;15.9;11.1;13.4;15.0;8.9
2034;Mannen;70 jaar;2021810;Waarde;2017/2020;16.5;12.3;14.0;15.7;9.9
2035;Mannen;70 jaar;2021810;Waarde;2019/2022;16.5;12.5;14.1;15.5;9.3
2036;Mannen;70 jaar;2021810;Ondergrens 95%-interval;2017/2020;16.5;11.7;13.5;15.4;9.3
2037;Mannen;70 jaar;2021810;Ondergrens 95%-interval;2019/2022;16.5;11.9;13.6;15.1;8.5
2038;Mannen;70 jaar;2021810;Bovengrens 95%-interval;2017/2020;16.5;12.9;14.5;16.0;10.6
2039;Mannen;70 jaar;2021810;Bovengrens 95%-interval;2019/2022;16.5;13.1;14.6;15.8;10.2
2040;Mannen;75 jaar;1014752;Waarde;2017/2020;10.3;5.5;5.2;8.9;4.6
2041;Mannen;75 jaar;1014752;Waarde;2019/2022;10.3;5.8;6.0;9.3;4.6
2042;Mannen;75 jaar;1014752;Ondergrens 95%-interval;2017/2020;10.3;4.7;4.4;8.3;3.8
2043;Mannen;75 jaar;1014752;Ondergrens 95%-interval;2019/2022;10.3;5.1;5.3;8.9;3.9
2044;Mannen;75 jaar;1014752;Bovengrens 95%-interval;2017/2020;10.3;6.3;6.0;9.4;5.4
2045;Mannen;75 jaar;1014752;Bovengrens 95%-interval;2019/2022;10.3;6.5;6.7;9.7;5.3
2046;Mannen;75 jaar;1014753;Waarde;2017/2020;11.2;6.0;6.8;10.1;4.8
2047;Mannen;75 jaar;1014753;Waarde;2019/2022;11.1;6.1;7.1;10.2;4.3
2048;Mannen;75 jaar;1014753;Ondergrens 95%-interval;2017/2020;11.2;5.5;6.3;9.8;4.3
2049;Mannen;75 jaar;1014753;Ondergrens 95%-interval;2019/2022;11.1;5.7;6.7;9.9;3.8
2050;Mannen;75 jaar;1014753;Bovengrens 95%-interval;2017/2020;11.2;6.5;7.2;10.4;5.2
2051;Mannen;75 jaar;1014753;Bovengrens 95%-interval;2019/2022;11.1;6.6;7.5;10.4;4.7
2052;Mannen;75 jaar;1014754;Waarde;2017/2020;11.7;7.0;7.6;10.8;5.2
2053;Mannen;75 jaar;1014754;Waarde;2019/2022;11.7;7.1;8.1;10.5;5.3
2054;Mannen;75 jaar;1014754;Ondergrens 95%-interval;2017/2020;11.7;6.4;7.0;10.4;4.5
2055;Mannen;75 jaar;1014754;Ondergrens 95%-interval;2019/2022;11.7;6.4;7.5;10.1;4.6
2056;Mannen;75 jaar;1014754;Bovengrens 95%-interval;2017/2020;11.7;7.7;8.2;11.1;5.8
2057;Mannen;75 jaar;1014754;Bovengrens 95%-interval;2019/2022;11.7;7.7;8.7;10.9;5.9
2058;Mannen;75 jaar;1014755;Waarde;2017/2020;12.2;8.5;9.6;11.3;6.1
2059;Mannen;75 jaar;1014755;Waarde;2019/2022;12.2;8.4;10.2;11.3;5.8
2060;Mannen;75 jaar;1014755;Ondergrens 95%-interval;2017/2020;12.2;7.8;8.9;10.9;5.3
2061;Mannen;75 jaar;1014755;Ondergrens 95%-interval;2019/2022;12.2;7.7;9.6;10.8;5.1
2062;Mannen;75 jaar;1014755;Bovengrens 95%-interval;2017/2020;12.3;9.2;10.2;11.8;6.9
2063;Mannen;75 jaar;1014755;Bovengrens 95%-interval;2019/2022;12.2;9.1;10.8;11.7;6.5
2064;Mannen;75 jaar;1014756;Waarde;2017/2020;12.4;9.0;10.1;11.6;7.0
2065;Mannen;75 jaar;1014756;Waarde;2019/2022;12.3;9.0;10.1;11.4;6.3
2066;Mannen;75 jaar;1014756;Ondergrens 95%-interval;2017/2020;12.3;8.2;9.4;11.2;6.1
2067;Mannen;75 jaar;1014756;Ondergrens 95%-interval;2019/2022;12.3;8.3;9.5;10.9;5.5
2068;Mannen;75 jaar;1014756;Bovengrens 95%-interval;2017/2020;12.4;9.8;10.8;12.1;7.8
2069;Mannen;75 jaar;1014756;Bovengrens 95%-interval;2019/2022;12.4;9.8;10.8;11.9;7.1
2070;Mannen;75 jaar;2021770;Waarde;2017/2020;10.2;5.4;4.7;8.8;4.4
2071;Mannen;75 jaar;2021770;Waarde;2019/2022;10.2;5.3;5.4;9.1;4.6
2072;Mannen;75 jaar;2021770;Ondergrens 95%-interval;2017/2020;10.2;4.5;3.9;8.3;3.5
2073;Mannen;75 jaar;2021770;Ondergrens 95%-interval;2019/2022;10.2;4.6;4.7;8.7;3.9
2074;Mannen;75 jaar;2021770;Bovengrens 95%-interval;2017/2020;10.3;6.2;5.5;9.4;5.2
2075;Mannen;75 jaar;2021770;Bovengrens 95%-interval;2019/2022;10.2;6.0;6.1;9.6;5.3
2076;Mannen;75 jaar;2021780;Waarde;2017/2020;10.8;5.6;6.3;9.8;4.4
2077;Mannen;75 jaar;2021780;Waarde;2019/2022;10.6;5.8;6.5;9.8;4.1
2078;Mannen;75 jaar;2021780;Ondergrens 95%-interval;2017/2020;10.8;5.1;5.8;9.5;3.9
2079;Mannen;75 jaar;2021780;Ondergrens 95%-interval;2019/2022;10.6;5.3;6.0;9.6;3.7
2080;Mannen;75 jaar;2021780;Bovengrens 95%-interval;2017/2020;10.8;6.2;6.8;10.1;4.9
2081;Mannen;75 jaar;2021780;Bovengrens 95%-interval;2019/2022;10.6;6.3;7.0;10.1;4.5
2082;Mannen;75 jaar;2021790;Waarde;2017/2020;11.7;7.3;7.7;10.7;5.1
2083;Mannen;75 jaar;2021790;Waarde;2019/2022;11.6;7.0;8.3;10.6;5.2
2084;Mannen;75 jaar;2021790;Ondergrens 95%-interval;2017/2020;11.7;6.6;7.1;10.3;4.5
2085;Mannen;75 jaar;2021790;Ondergrens 95%-interval;2019/2022;11.5;6.4;7.7;10.2;4.6
2086;Mannen;75 jaar;2021790;Bovengrens 95%-interval;2017/2020;11.7;7.9;8.4;11.2;5.8
2087;Mannen;75 jaar;2021790;Bovengrens 95%-interval;2019/2022;11.6;7.6;8.9;10.9;5.8
2088;Mannen;75 jaar;2021800;Waarde;2017/2020;12.1;7.2;8.3;10.8;5.4
2089;Mannen;75 jaar;2021800;Waarde;2019/2022;12.2;7.8;9.4;11.0;5.8
2090;Mannen;75 jaar;2021800;Ondergrens 95%-interval;2017/2020;12.1;6.5;7.7;10.4;4.7
2091;Mannen;75 jaar;2021800;Ondergrens 95%-interval;2019/2022;12.2;7.1;8.8;10.5;5.1
2092;Mannen;75 jaar;2021800;Bovengrens 95%-interval;2017/2020;12.1;7.8;9.0;11.3;6.0
2093;Mannen;75 jaar;2021800;Bovengrens 95%-interval;2019/2022;12.2;8.5;10.0;11.4;6.5
2094;Mannen;75 jaar;2021810;Waarde;2017/2020;12.5;9.1;10.3;11.8;7.1
2095;Mannen;75 jaar;2021810;Waarde;2019/2022;12.6;9.3;10.4;11.6;6.4
2096;Mannen;75 jaar;2021810;Ondergrens 95%-interval;2017/2020;12.5;8.5;9.7;11.5;6.4
2097;Mannen;75 jaar;2021810;Ondergrens 95%-interval;2019/2022;12.5;8.7;9.9;11.3;5.5
2098;Mannen;75 jaar;2021810;Bovengrens 95%-interval;2017/2020;12.5;9.7;10.8;12.2;7.8
2099;Mannen;75 jaar;2021810;Bovengrens 95%-interval;2019/2022;12.6;9.8;10.9;12.0;7.3
2100;Mannen;80 jaar;1014752;Waarde;2017/2020;7.5;4.0;3.3;6.4;2.9
2101;Mannen;80 jaar;1014752;Waarde;2019/2022;7.5;4.5;4.0;6.7;2.8
2102;Mannen;80 jaar;1014752;Ondergrens 95%-interval;2017/2020;7.5;3.2;2.5;5.9;2.1
2103;Mannen;80 jaar;1014752;Ondergrens 95%-interval;2019/2022;7.5;3.8;3.3;6.2;2.1
2104;Mannen;80 jaar;1014752;Bovengrens 95%-interval;2017/2020;7.5;4.7;4.0;6.9;3.6
2105;Mannen;80 jaar;1014752;Bovengrens 95%-interval;2019/2022;7.5;5.2;4.7;7.1;3.4
2106;Mannen;80 jaar;1014753;Waarde;2017/2020;8.2;4.2;4.2;7.3;3.1
2107;Mannen;80 jaar;1014753;Waarde;2019/2022;8.1;4.2;4.5;7.5;2.7
2108;Mannen;80 jaar;1014753;Ondergrens 95%-interval;2017/2020;8.1;3.7;3.7;7.0;2.6
2109;Mannen;80 jaar;1014753;Ondergrens 95%-interval;2019/2022;8.1;3.7;4.0;7.2;2.3
2110;Mannen;80 jaar;1014753;Bovengrens 95%-interval;2017/2020;8.2;4.7;4.6;7.6;3.6
2111;Mannen;80 jaar;1014753;Bovengrens 95%-interval;2019/2022;8.1;4.6;4.9;7.7;3.2
2112;Mannen;80 jaar;1014754;Waarde;2017/2020;8.5;4.5;4.3;7.7;3.1
2113;Mannen;80 jaar;1014754;Waarde;2019/2022;8.5;4.5;4.9;7.4;3.0
2114;Mannen;80 jaar;1014754;Ondergrens 95%-interval;2017/2020;8.5;3.9;3.6;7.3;2.5
2115;Mannen;80 jaar;1014754;Ondergrens 95%-interval;2019/2022;8.5;3.8;4.2;6.9;2.4
2116;Mannen;80 jaar;1014754;Bovengrens 95%-interval;2017/2020;8.5;5.2;4.9;8.1;3.8
2117;Mannen;80 jaar;1014754;Bovengrens 95%-interval;2019/2022;8.5;5.2;5.6;7.9;3.7
2118;Mannen;80 jaar;1014755;Waarde;2017/2020;8.9;5.7;6.5;7.9;3.7
2119;Mannen;80 jaar;1014755;Waarde;2019/2022;8.8;5.8;6.9;8.0;4.0
2120;Mannen;80 jaar;1014755;Ondergrens 95%-interval;2017/2020;8.8;4.9;5.8;7.4;2.9
2121;Mannen;80 jaar;1014755;Ondergrens 95%-interval;2019/2022;8.8;5.0;6.3;7.5;3.3
2122;Mannen;80 jaar;1014755;Bovengrens 95%-interval;2017/2020;8.9;6.5;7.2;8.5;4.5
2123;Mannen;80 jaar;1014755;Bovengrens 95%-interval;2019/2022;8.8;6.5;7.6;8.5;4.8
2124;Mannen;80 jaar;1014756;Waarde;2017/2020;8.9;6.0;6.6;8.1;4.2
2125;Mannen;80 jaar;1014756;Waarde;2019/2022;8.9;6.3;6.7;8.0;3.9
2126;Mannen;80 jaar;1014756;Ondergrens 95%-interval;2017/2020;8.9;5.1;5.8;7.6;3.3
2127;Mannen;80 jaar;1014756;Ondergrens 95%-interval;2019/2022;8.9;5.5;6.0;7.5;3.1
2128;Mannen;80 jaar;1014756;Bovengrens 95%-interval;2017/2020;8.9;6.8;7.4;8.6;5.1
2129;Mannen;80 jaar;1014756;Bovengrens 95%-interval;2019/2022;8.9;7.1;7.5;8.6;4.8
2130;Mannen;80 jaar;2021770;Waarde;2017/2020;7.5;3.8;2.5;6.3;2.7
2131;Mannen;80 jaar;2021770;Waarde;2019/2022;7.5;4.1;3.4;6.7;2.7
2132;Mannen;80 jaar;2021770;Ondergrens 95%-interval;2017/2020;7.5;3.0;1.8;5.7;1.9
2133;Mannen;80 jaar;2021770;Ondergrens 95%-interval;2019/2022;7.5;3.4;2.7;6.3;2.1
2134;Mannen;80 jaar;2021770;Bovengrens 95%-interval;2017/2020;7.5;4.6;3.3;6.9;3.5
2135;Mannen;80 jaar;2021770;Bovengrens 95%-interval;2019/2022;7.5;4.8;4.1;7.1;3.4
2136;Mannen;80 jaar;2021780;Waarde;2017/2020;7.9;3.7;3.8;7.1;2.8
2137;Mannen;80 jaar;2021780;Waarde;2019/2022;7.8;3.9;4.2;7.2;2.6
2138;Mannen;80 jaar;2021780;Ondergrens 95%-interval;2017/2020;7.9;3.2;3.3;6.8;2.3
2139;Mannen;80 jaar;2021780;Ondergrens 95%-interval;2019/2022;7.8;3.4;3.7;6.9;2.2
2140;Mannen;80 jaar;2021780;Bovengrens 95%-interval;2017/2020;7.9;4.3;4.3;7.4;3.3
2141;Mannen;80 jaar;2021780;Bovengrens 95%-interval;2019/2022;7.8;4.4;4.7;7.4;3.0
2142;Mannen;80 jaar;2021790;Waarde;2017/2020;8.4;5.2;4.7;7.6;3.4
2143;Mannen;80 jaar;2021790;Waarde;2019/2022;8.4;4.6;5.3;7.5;3.0
2144;Mannen;80 jaar;2021790;Ondergrens 95%-interval;2017/2020;8.4;4.5;4.0;7.1;2.7
2145;Mannen;80 jaar;2021790;Ondergrens 95%-interval;2019/2022;8.3;3.9;4.6;7.1;2.3
2146;Mannen;80 jaar;2021790;Bovengrens 95%-interval;2017/2020;8.4;5.9;5.4;8.1;4.0
2147;Mannen;80 jaar;2021790;Bovengrens 95%-interval;2019/2022;8.4;5.3;5.9;7.9;3.6
2148;Mannen;80 jaar;2021800;Waarde;2017/2020;8.8;4.6;5.0;7.6;3.3
2149;Mannen;80 jaar;2021800;Waarde;2019/2022;8.8;5.4;6.1;7.8;4.0
2150;Mannen;80 jaar;2021800;Ondergrens 95%-interval;2017/2020;8.8;3.9;4.3;7.1;2.6
2151;Mannen;80 jaar;2021800;Ondergrens 95%-interval;2019/2022;8.8;4.7;5.4;7.3;3.3
2152;Mannen;80 jaar;2021800;Bovengrens 95%-interval;2017/2020;8.8;5.3;5.8;8.1;4.0
2153;Mannen;80 jaar;2021800;Bovengrens 95%-interval;2019/2022;8.8;6.1;6.8;8.3;4.8
2154;Mannen;80 jaar;2021810;Waarde;2017/2020;9.0;6.2;6.9;8.4;4.3
2155;Mannen;80 jaar;2021810;Waarde;2019/2022;9.1;6.3;6.9;8.2;4.0
2156;Mannen;80 jaar;2021810;Ondergrens 95%-interval;2017/2020;9.0;5.5;6.4;8.0;3.6
