ID;Providers;Financing;Periods;ExpenditureOnHealthAndSocialCare_1
4594;HP31: Medical practices;HF3: Household out-of-pocket payments;2017;234.0
4595;HP31: Medical practices;HF3: Household out-of-pocket payments;2018;231.0
4596;HP31: Medical practices;HF3: Household out-of-pocket payments;2019;253.0
4597;HP31: Medical practices;HF3: Household out-of-pocket payments;2020;236.0
4598;HP31: Medical practices;HF3: Household out-of-pocket payments;2021;242.0
4599;HP31: Medical practices;HF3: Household out-of-pocket payments;2022;246.0
4600;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;1998;59.0
4601;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;1999;67.0
4602;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2000;73.0
4603;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2001;88.0
4604;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2002;97.0
4605;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2003;122.0
4606;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2004;131.0
4607;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2005;137.0
4608;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2006;20.0
4609;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2007;25.0
4610;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2008;30.0
4611;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2009;30.0
4612;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2010;30.0
4613;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2011;30.0
4614;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2012;30.0
4615;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2013;30.0
4616;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2014;30.0
4617;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2015;30.0
4618;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2016;30.0
4619;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2017;30.0
4620;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2018;30.0
4621;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2019;31.0
4622;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2020;29.0
4623;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2021;32.0
4624;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2022;33.0
4625;HP31: Medical practices;HF32: Cost sharing;1998;0.0
4626;HP31: Medical practices;HF32: Cost sharing;1999;0.0
4627;HP31: Medical practices;HF32: Cost sharing;2000;0.0
4628;HP31: Medical practices;HF32: Cost sharing;2001;0.0
4629;HP31: Medical practices;HF32: Cost sharing;2002;0.0
4630;HP31: Medical practices;HF32: Cost sharing;2003;0.0
4631;HP31: Medical practices;HF32: Cost sharing;2004;0.0
4632;HP31: Medical practices;HF32: Cost sharing;2005;0.0
4633;HP31: Medical practices;HF32: Cost sharing;2006;0.0
4634;HP31: Medical practices;HF32: Cost sharing;2007;0.0
4635;HP31: Medical practices;HF32: Cost sharing;2008;85.0
4636;HP31: Medical practices;HF32: Cost sharing;2009;90.0
4637;HP31: Medical practices;HF32: Cost sharing;2010;93.0
4638;HP31: Medical practices;HF32: Cost sharing;2011;100.0
4639;HP31: Medical practices;HF32: Cost sharing;2012;125.0
4640;HP31: Medical practices;HF32: Cost sharing;2013;166.0
4641;HP31: Medical practices;HF32: Cost sharing;2014;174.0
4642;HP31: Medical practices;HF32: Cost sharing;2015;189.0
4643;HP31: Medical practices;HF32: Cost sharing;2016;218.0
4644;HP31: Medical practices;HF32: Cost sharing;2017;204.0
4645;HP31: Medical practices;HF32: Cost sharing;2018;201.0
4646;HP31: Medical practices;HF32: Cost sharing;2019;222.0
4647;HP31: Medical practices;HF32: Cost sharing;2020;207.0
4648;HP31: Medical practices;HF32: Cost sharing;2021;210.0
4649;HP31: Medical practices;HF32: Cost sharing;2022;213.0
4650;HP31: Medical practices;"Rest of the world; exports";1998;3.0
4651;HP31: Medical practices;"Rest of the world; exports";1999;3.0
4652;HP31: Medical practices;"Rest of the world; exports";2000;3.0
4653;HP31: Medical practices;"Rest of the world; exports";2001;4.0
4654;HP31: Medical practices;"Rest of the world; exports";2002;4.0
4655;HP31: Medical practices;"Rest of the world; exports";2003;4.0
4656;HP31: Medical practices;"Rest of the world; exports";2004;4.0
4657;HP31: Medical practices;"Rest of the world; exports";2005;5.0
4658;HP31: Medical practices;"Rest of the world; exports";2006;5.0
4659;HP31: Medical practices;"Rest of the world; exports";2007;6.0
4660;HP31: Medical practices;"Rest of the world; exports";2008;5.0
4661;HP31: Medical practices;"Rest of the world; exports";2009;6.0
4662;HP31: Medical practices;"Rest of the world; exports";2010;6.0
4663;HP31: Medical practices;"Rest of the world; exports";2011;6.0
4664;HP31: Medical practices;"Rest of the world; exports";2012;6.0
4665;HP31: Medical practices;"Rest of the world; exports";2013;5.0
4666;HP31: Medical practices;"Rest of the world; exports";2014;6.0
4667;HP31: Medical practices;"Rest of the world; exports";2015;6.0
4668;HP31: Medical practices;"Rest of the world; exports";2016;6.0
4669;HP31: Medical practices;"Rest of the world; exports";2017;6.0
4670;HP31: Medical practices;"Rest of the world; exports";2018;6.0
4671;HP31: Medical practices;"Rest of the world; exports";2019;7.0
4672;HP31: Medical practices;"Rest of the world; exports";2020;5.0
4673;HP31: Medical practices;"Rest of the world; exports";2021;5.0
4674;HP31: Medical practices;"Rest of the world; exports";2022;9.0
4675;HP32: Dental practices;Total financ schemes health,social care;1998;1334.0
4676;HP32: Dental practices;Total financ schemes health,social care;1999;1402.0
4677;HP32: Dental practices;Total financ schemes health,social care;2000;1527.0
4678;HP32: Dental practices;Total financ schemes health,social care;2001;1694.0
4679;HP32: Dental practices;Total financ schemes health,social care;2002;1944.0
4680;HP32: Dental practices;Total financ schemes health,social care;2003;2131.0
4681;HP32: Dental practices;Total financ schemes health,social care;2004;2197.0
4682;HP32: Dental practices;Total financ schemes health,social care;2005;2183.0
4683;HP32: Dental practices;Total financ schemes health,social care;2006;2284.0
4684;HP32: Dental practices;Total financ schemes health,social care;2007;2475.0
4685;HP32: Dental practices;Total financ schemes health,social care;2008;2671.0
4686;HP32: Dental practices;Total financ schemes health,social care;2009;2820.0
4687;HP32: Dental practices;Total financ schemes health,social care;2010;2952.0
4688;HP32: Dental practices;Total financ schemes health,social care;2011;3021.0
4689;HP32: Dental practices;Total financ schemes health,social care;2012;3122.0
4690;HP32: Dental practices;Total financ schemes health,social care;2013;2969.0
4691;HP32: Dental practices;Total financ schemes health,social care;2014;3056.0
4692;HP32: Dental practices;Total financ schemes health,social care;2015;3032.0
4693;HP32: Dental practices;Total financ schemes health,social care;2016;3158.0
4694;HP32: Dental practices;Total financ schemes health,social care;2017;3142.0
4695;HP32: Dental practices;Total financ schemes health,social care;2018;3218.0
4696;HP32: Dental practices;Total financ schemes health,social care;2019;3287.0
4697;HP32: Dental practices;Total financ schemes health,social care;2020;2933.0
4698;HP32: Dental practices;Total financ schemes health,social care;2021;3271.0
4699;HP32: Dental practices;Total financ schemes health,social care;2022;3360.0
4700;HP32: Dental practices;Total financing of residents;1998;1332.0
4701;HP32: Dental practices;Total financing of residents;1999;1400.0
4702;HP32: Dental practices;Total financing of residents;2000;1524.0
4703;HP32: Dental practices;Total financing of residents;2001;1691.0
4704;HP32: Dental practices;Total financing of residents;2002;1941.0
4705;HP32: Dental practices;Total financing of residents;2003;2128.0
4706;HP32: Dental practices;Total financing of residents;2004;2193.0
4707;HP32: Dental practices;Total financing of residents;2005;2180.0
4708;HP32: Dental practices;Total financing of residents;2006;2280.0
4709;HP32: Dental practices;Total financing of residents;2007;2471.0
4710;HP32: Dental practices;Total financing of residents;2008;2667.0
4711;HP32: Dental practices;Total financing of residents;2009;2815.0
4712;HP32: Dental practices;Total financing of residents;2010;2947.0
4713;HP32: Dental practices;Total financing of residents;2011;3016.0
4714;HP32: Dental practices;Total financing of residents;2012;3117.0
4715;HP32: Dental practices;Total financing of residents;2013;2964.0
4716;HP32: Dental practices;Total financing of residents;2014;3052.0
4717;HP32: Dental practices;Total financing of residents;2015;3027.0
4718;HP32: Dental practices;Total financing of residents;2016;3153.0
4719;HP32: Dental practices;Total financing of residents;2017;3137.0
4720;HP32: Dental practices;Total financing of residents;2018;3214.0
4721;HP32: Dental practices;Total financing of residents;2019;3283.0
4722;HP32: Dental practices;Total financing of residents;2020;2929.0
4723;HP32: Dental practices;Total financing of residents;2021;3269.0
4724;HP32: Dental practices;Total financing of residents;2022;3355.0
4725;HP32: Dental practices;HF1: Government, comp. contr. schemes;1998;365.0
4726;HP32: Dental practices;HF1: Government, comp. contr. schemes;1999;377.0
4727;HP32: Dental practices;HF1: Government, comp. contr. schemes;2000;408.0
4728;HP32: Dental practices;HF1: Government, comp. contr. schemes;2001;433.0
4729;HP32: Dental practices;HF1: Government, comp. contr. schemes;2002;499.0
4730;HP32: Dental practices;HF1: Government, comp. contr. schemes;2003;523.0
4731;HP32: Dental practices;HF1: Government, comp. contr. schemes;2004;394.0
4732;HP32: Dental practices;HF1: Government, comp. contr. schemes;2005;405.0
4733;HP32: Dental practices;HF1: Government, comp. contr. schemes;2006;606.0
4734;HP32: Dental practices;HF1: Government, comp. contr. schemes;2007;653.0
4735;HP32: Dental practices;HF1: Government, comp. contr. schemes;2008;725.0
4736;HP32: Dental practices;HF1: Government, comp. contr. schemes;2009;782.0
4737;HP32: Dental practices;HF1: Government, comp. contr. schemes;2010;819.0
4738;HP32: Dental practices;HF1: Government, comp. contr. schemes;2011;795.0
4739;HP32: Dental practices;HF1: Government, comp. contr. schemes;2012;810.0
4740;HP32: Dental practices;HF1: Government, comp. contr. schemes;2013;768.0
4741;HP32: Dental practices;HF1: Government, comp. contr. schemes;2014;794.0
4742;HP32: Dental practices;HF1: Government, comp. contr. schemes;2015;805.0
4743;HP32: Dental practices;HF1: Government, comp. contr. schemes;2016;826.0
4744;HP32: Dental practices;HF1: Government, comp. contr. schemes;2017;831.0
4745;HP32: Dental practices;HF1: Government, comp. contr. schemes;2018;862.0
4746;HP32: Dental practices;HF1: Government, comp. contr. schemes;2019;916.0
4747;HP32: Dental practices;HF1: Government, comp. contr. schemes;2020;870.0
4748;HP32: Dental practices;HF1: Government, comp. contr. schemes;2021;974.0
4749;HP32: Dental practices;HF1: Government, comp. contr. schemes;2022;1003.0
4750;HP32: Dental practices;HF11: Government schemes;1998;0.0
4751;HP32: Dental practices;HF11: Government schemes;1999;0.0
4752;HP32: Dental practices;HF11: Government schemes;2000;0.0
4753;HP32: Dental practices;HF11: Government schemes;2001;0.0
4754;HP32: Dental practices;HF11: Government schemes;2002;0.0
4755;HP32: Dental practices;HF11: Government schemes;2003;0.0
4756;HP32: Dental practices;HF11: Government schemes;2004;0.0
4757;HP32: Dental practices;HF11: Government schemes;2005;0.0
4758;HP32: Dental practices;HF11: Government schemes;2006;0.0
4759;HP32: Dental practices;HF11: Government schemes;2007;0.0
4760;HP32: Dental practices;HF11: Government schemes;2008;0.0
4761;HP32: Dental practices;HF11: Government schemes;2009;0.0
4762;HP32: Dental practices;HF11: Government schemes;2010;0.0
4763;HP32: Dental practices;HF11: Government schemes;2011;0.0
4764;HP32: Dental practices;HF11: Government schemes;2012;0.0
4765;HP32: Dental practices;HF11: Government schemes;2013;0.0
4766;HP32: Dental practices;HF11: Government schemes;2014;0.0
4767;HP32: Dental practices;HF11: Government schemes;2015;0.0
4768;HP32: Dental practices;HF11: Government schemes;2016;0.0
4769;HP32: Dental practices;HF11: Government schemes;2017;0.0
4770;HP32: Dental practices;HF11: Government schemes;2018;0.0
4771;HP32: Dental practices;HF11: Government schemes;2019;0.0
4772;HP32: Dental practices;HF11: Government schemes;2020;3.0
4773;HP32: Dental practices;HF11: Government schemes;2021;5.0
4774;HP32: Dental practices;HF11: Government schemes;2022;0.0
4775;HP32: Dental practices;HF12: Compulsory contributory schemes;1998;365.0
4776;HP32: Dental practices;HF12: Compulsory contributory schemes;1999;377.0
4777;HP32: Dental practices;HF12: Compulsory contributory schemes;2000;408.0
4778;HP32: Dental practices;HF12: Compulsory contributory schemes;2001;433.0
4779;HP32: Dental practices;HF12: Compulsory contributory schemes;2002;499.0
4780;HP32: Dental practices;HF12: Compulsory contributory schemes;2003;523.0
4781;HP32: Dental practices;HF12: Compulsory contributory schemes;2004;394.0
4782;HP32: Dental practices;HF12: Compulsory contributory schemes;2005;405.0
4783;HP32: Dental practices;HF12: Compulsory contributory schemes;2006;606.0
4784;HP32: Dental practices;HF12: Compulsory contributory schemes;2007;653.0
4785;HP32: Dental practices;HF12: Compulsory contributory schemes;2008;725.0
4786;HP32: Dental practices;HF12: Compulsory contributory schemes;2009;782.0
4787;HP32: Dental practices;HF12: Compulsory contributory schemes;2010;819.0
4788;HP32: Dental practices;HF12: Compulsory contributory schemes;2011;795.0
4789;HP32: Dental practices;HF12: Compulsory contributory schemes;2012;810.0
4790;HP32: Dental practices;HF12: Compulsory contributory schemes;2013;768.0
4791;HP32: Dental practices;HF12: Compulsory contributory schemes;2014;794.0
4792;HP32: Dental practices;HF12: Compulsory contributory schemes;2015;805.0
4793;HP32: Dental practices;HF12: Compulsory contributory schemes;2016;826.0
4794;HP32: Dental practices;HF12: Compulsory contributory schemes;2017;831.0
4795;HP32: Dental practices;HF12: Compulsory contributory schemes;2018;862.0
4796;HP32: Dental practices;HF12: Compulsory contributory schemes;2019;916.0
4797;HP32: Dental practices;HF12: Compulsory contributory schemes;2020;867.0
4798;HP32: Dental practices;HF12: Compulsory contributory schemes;2021;969.0
4799;HP32: Dental practices;HF12: Compulsory contributory schemes;2022;1003.0
4800;HP32: Dental practices;HF121a: Long-term care insurance;1998;8.0
4801;HP32: Dental practices;HF121a: Long-term care insurance;1999;8.0
4802;HP32: Dental practices;HF121a: Long-term care insurance;2000;9.0
4803;HP32: Dental practices;HF121a: Long-term care insurance;2001;9.0
4804;HP32: Dental practices;HF121a: Long-term care insurance;2002;10.0
4805;HP32: Dental practices;HF121a: Long-term care insurance;2003;11.0
4806;HP32: Dental practices;HF121a: Long-term care insurance;2004;12.0
4807;HP32: Dental practices;HF121a: Long-term care insurance;2005;12.0
4808;HP32: Dental practices;HF121a: Long-term care insurance;2006;13.0
4809;HP32: Dental practices;HF121a: Long-term care insurance;2007;15.0
4810;HP32: Dental practices;HF121a: Long-term care insurance;2008;14.0
4811;HP32: Dental practices;HF121a: Long-term care insurance;2009;17.0
