ID;Geslacht;GeboortelandOuders;Herkomstland;VoortijdigSchoolverlater;Perioden;Jongeren18Tot25Jaar_1
2677;Mannen;Geboorteland onbekend;Totaal;Onbekend;2014;0.0
2678;Mannen;Geboorteland onbekend;Totaal;Onbekend;2015;0.0
2679;Mannen;Geboorteland onbekend;Totaal;Onbekend;2016;0.0
2680;Mannen;Geboorteland onbekend;Totaal;Onbekend;2017;0.0
2681;Mannen;Geboorteland onbekend;Totaal;Onbekend;2018;0.0
2682;Mannen;Geboorteland onbekend;Totaal;Onbekend;2019;0.0
2683;Mannen;Geboorteland onbekend;Totaal;Onbekend;2020;0.0
2684;Mannen;Geboorteland onbekend;Totaal;Onbekend;2021;0.0
2685;Mannen;Geboorteland onbekend;Totaal;Onbekend;2022;0.0
2686;Mannen;Geboorteland onbekend;Totaal;Onbekend;2023;0.0
2687;Mannen;Geboorteland onbekend;Totaal;Onbekend;2024;0.0
2688;Mannen;Geboorteland onbekend;Nederland;Totaal;2013;
2689;Mannen;Geboorteland onbekend;Nederland;Totaal;2014;
2690;Mannen;Geboorteland onbekend;Nederland;Totaal;2015;
2691;Mannen;Geboorteland onbekend;Nederland;Totaal;2016;
2692;Mannen;Geboorteland onbekend;Nederland;Totaal;2017;
2693;Mannen;Geboorteland onbekend;Nederland;Totaal;2018;
2694;Mannen;Geboorteland onbekend;Nederland;Totaal;2019;
2695;Mannen;Geboorteland onbekend;Nederland;Totaal;2020;
2696;Mannen;Geboorteland onbekend;Nederland;Totaal;2021;
2697;Mannen;Geboorteland onbekend;Nederland;Totaal;2022;
2698;Mannen;Geboorteland onbekend;Nederland;Totaal;2023;
2699;Mannen;Geboorteland onbekend;Nederland;Totaal;2024;
2700;Mannen;Geboorteland onbekend;Nederland;Voortijdig schoolverlaters;2013;
2701;Mannen;Geboorteland onbekend;Nederland;Voortijdig schoolverlaters;2014;
2702;Mannen;Geboorteland onbekend;Nederland;Voortijdig schoolverlaters;2015;
2703;Mannen;Geboorteland onbekend;Nederland;Voortijdig schoolverlaters;2016;
2704;Mannen;Geboorteland onbekend;Nederland;Voortijdig schoolverlaters;2017;
2705;Mannen;Geboorteland onbekend;Nederland;Voortijdig schoolverlaters;2018;
2706;Mannen;Geboorteland onbekend;Nederland;Voortijdig schoolverlaters;2019;
2707;Mannen;Geboorteland onbekend;Nederland;Voortijdig schoolverlaters;2020;
2708;Mannen;Geboorteland onbekend;Nederland;Voortijdig schoolverlaters;2021;
2709;Mannen;Geboorteland onbekend;Nederland;Voortijdig schoolverlaters;2022;
2710;Mannen;Geboorteland onbekend;Nederland;Voortijdig schoolverlaters;2023;
2711;Mannen;Geboorteland onbekend;Nederland;Voortijdig schoolverlaters;2024;
2712;Mannen;Geboorteland onbekend;Nederland;Geen voortijdig schoolverlaters;2013;
2713;Mannen;Geboorteland onbekend;Nederland;Geen voortijdig schoolverlaters;2014;
2714;Mannen;Geboorteland onbekend;Nederland;Geen voortijdig schoolverlaters;2015;
2715;Mannen;Geboorteland onbekend;Nederland;Geen voortijdig schoolverlaters;2016;
2716;Mannen;Geboorteland onbekend;Nederland;Geen voortijdig schoolverlaters;2017;
2717;Mannen;Geboorteland onbekend;Nederland;Geen voortijdig schoolverlaters;2018;
2718;Mannen;Geboorteland onbekend;Nederland;Geen voortijdig schoolverlaters;2019;
2719;Mannen;Geboorteland onbekend;Nederland;Geen voortijdig schoolverlaters;2020;
2720;Mannen;Geboorteland onbekend;Nederland;Geen voortijdig schoolverlaters;2021;
2721;Mannen;Geboorteland onbekend;Nederland;Geen voortijdig schoolverlaters;2022;
2722;Mannen;Geboorteland onbekend;Nederland;Geen voortijdig schoolverlaters;2023;
2723;Mannen;Geboorteland onbekend;Nederland;Geen voortijdig schoolverlaters;2024;
2724;Mannen;Geboorteland onbekend;Nederland;Onbekend;2013;
2725;Mannen;Geboorteland onbekend;Nederland;Onbekend;2014;
2726;Mannen;Geboorteland onbekend;Nederland;Onbekend;2015;
2727;Mannen;Geboorteland onbekend;Nederland;Onbekend;2016;
2728;Mannen;Geboorteland onbekend;Nederland;Onbekend;2017;
2729;Mannen;Geboorteland onbekend;Nederland;Onbekend;2018;
2730;Mannen;Geboorteland onbekend;Nederland;Onbekend;2019;
2731;Mannen;Geboorteland onbekend;Nederland;Onbekend;2020;
2732;Mannen;Geboorteland onbekend;Nederland;Onbekend;2021;
2733;Mannen;Geboorteland onbekend;Nederland;Onbekend;2022;
2734;Mannen;Geboorteland onbekend;Nederland;Onbekend;2023;
2735;Mannen;Geboorteland onbekend;Nederland;Onbekend;2024;
2736;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Totaal;2013;
2737;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Totaal;2014;
2738;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Totaal;2015;
2739;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Totaal;2016;
2740;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Totaal;2017;
2741;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Totaal;2018;
2742;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Totaal;2019;
2743;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Totaal;2020;
2744;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Totaal;2021;
2745;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Totaal;2022;
2746;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Totaal;2023;
2747;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Totaal;2024;
2748;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Voortijdig schoolverlaters;2013;
2749;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Voortijdig schoolverlaters;2014;
2750;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Voortijdig schoolverlaters;2015;
2751;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Voortijdig schoolverlaters;2016;
2752;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Voortijdig schoolverlaters;2017;
2753;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Voortijdig schoolverlaters;2018;
2754;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Voortijdig schoolverlaters;2019;
2755;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Voortijdig schoolverlaters;2020;
2756;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Voortijdig schoolverlaters;2021;
2757;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Voortijdig schoolverlaters;2022;
2758;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Voortijdig schoolverlaters;2023;
2759;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Voortijdig schoolverlaters;2024;
2760;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2013;
2761;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2014;
2762;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2015;
2763;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2016;
2764;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2017;
2765;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2018;
2766;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2019;
2767;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2020;
2768;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2021;
2769;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2022;
2770;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2023;
2771;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2024;
2772;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Onbekend;2013;
2773;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Onbekend;2014;
2774;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Onbekend;2015;
2775;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Onbekend;2016;
2776;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Onbekend;2017;
2777;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Onbekend;2018;
2778;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Onbekend;2019;
2779;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Onbekend;2020;
2780;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Onbekend;2021;
2781;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Onbekend;2022;
2782;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Onbekend;2023;
2783;Mannen;Geboorteland onbekend;Europa (exclusief Nederland);Onbekend;2024;
2784;Mannen;Geboorteland onbekend;Buiten Europa;Totaal;2013;
2785;Mannen;Geboorteland onbekend;Buiten Europa;Totaal;2014;
2786;Mannen;Geboorteland onbekend;Buiten Europa;Totaal;2015;
2787;Mannen;Geboorteland onbekend;Buiten Europa;Totaal;2016;
2788;Mannen;Geboorteland onbekend;Buiten Europa;Totaal;2017;
2789;Mannen;Geboorteland onbekend;Buiten Europa;Totaal;2018;
2790;Mannen;Geboorteland onbekend;Buiten Europa;Totaal;2019;
2791;Mannen;Geboorteland onbekend;Buiten Europa;Totaal;2020;
2792;Mannen;Geboorteland onbekend;Buiten Europa;Totaal;2021;
2793;Mannen;Geboorteland onbekend;Buiten Europa;Totaal;2022;
2794;Mannen;Geboorteland onbekend;Buiten Europa;Totaal;2023;
2795;Mannen;Geboorteland onbekend;Buiten Europa;Totaal;2024;
2796;Mannen;Geboorteland onbekend;Buiten Europa;Voortijdig schoolverlaters;2013;
2797;Mannen;Geboorteland onbekend;Buiten Europa;Voortijdig schoolverlaters;2014;
2798;Mannen;Geboorteland onbekend;Buiten Europa;Voortijdig schoolverlaters;2015;
2799;Mannen;Geboorteland onbekend;Buiten Europa;Voortijdig schoolverlaters;2016;
2800;Mannen;Geboorteland onbekend;Buiten Europa;Voortijdig schoolverlaters;2017;
2801;Mannen;Geboorteland onbekend;Buiten Europa;Voortijdig schoolverlaters;2018;
2802;Mannen;Geboorteland onbekend;Buiten Europa;Voortijdig schoolverlaters;2019;
2803;Mannen;Geboorteland onbekend;Buiten Europa;Voortijdig schoolverlaters;2020;
2804;Mannen;Geboorteland onbekend;Buiten Europa;Voortijdig schoolverlaters;2021;
2805;Mannen;Geboorteland onbekend;Buiten Europa;Voortijdig schoolverlaters;2022;
2806;Mannen;Geboorteland onbekend;Buiten Europa;Voortijdig schoolverlaters;2023;
2807;Mannen;Geboorteland onbekend;Buiten Europa;Voortijdig schoolverlaters;2024;
2808;Mannen;Geboorteland onbekend;Buiten Europa;Geen voortijdig schoolverlaters;2013;
2809;Mannen;Geboorteland onbekend;Buiten Europa;Geen voortijdig schoolverlaters;2014;
2810;Mannen;Geboorteland onbekend;Buiten Europa;Geen voortijdig schoolverlaters;2015;
2811;Mannen;Geboorteland onbekend;Buiten Europa;Geen voortijdig schoolverlaters;2016;
2812;Mannen;Geboorteland onbekend;Buiten Europa;Geen voortijdig schoolverlaters;2017;
2813;Mannen;Geboorteland onbekend;Buiten Europa;Geen voortijdig schoolverlaters;2018;
2814;Mannen;Geboorteland onbekend;Buiten Europa;Geen voortijdig schoolverlaters;2019;
2815;Mannen;Geboorteland onbekend;Buiten Europa;Geen voortijdig schoolverlaters;2020;
2816;Mannen;Geboorteland onbekend;Buiten Europa;Geen voortijdig schoolverlaters;2021;
2817;Mannen;Geboorteland onbekend;Buiten Europa;Geen voortijdig schoolverlaters;2022;
2818;Mannen;Geboorteland onbekend;Buiten Europa;Geen voortijdig schoolverlaters;2023;
2819;Mannen;Geboorteland onbekend;Buiten Europa;Geen voortijdig schoolverlaters;2024;
2820;Mannen;Geboorteland onbekend;Buiten Europa;Onbekend;2013;
2821;Mannen;Geboorteland onbekend;Buiten Europa;Onbekend;2014;
2822;Mannen;Geboorteland onbekend;Buiten Europa;Onbekend;2015;
2823;Mannen;Geboorteland onbekend;Buiten Europa;Onbekend;2016;
2824;Mannen;Geboorteland onbekend;Buiten Europa;Onbekend;2017;
2825;Mannen;Geboorteland onbekend;Buiten Europa;Onbekend;2018;
2826;Mannen;Geboorteland onbekend;Buiten Europa;Onbekend;2019;
2827;Mannen;Geboorteland onbekend;Buiten Europa;Onbekend;2020;
2828;Mannen;Geboorteland onbekend;Buiten Europa;Onbekend;2021;
2829;Mannen;Geboorteland onbekend;Buiten Europa;Onbekend;2022;
2830;Mannen;Geboorteland onbekend;Buiten Europa;Onbekend;2023;
2831;Mannen;Geboorteland onbekend;Buiten Europa;Onbekend;2024;
2832;Mannen;Geboorteland onbekend;Onbekend herkomstland;Totaal;2013;3.0
2833;Mannen;Geboorteland onbekend;Onbekend herkomstland;Totaal;2014;2.0
2834;Mannen;Geboorteland onbekend;Onbekend herkomstland;Totaal;2015;2.0
2835;Mannen;Geboorteland onbekend;Onbekend herkomstland;Totaal;2016;3.0
2836;Mannen;Geboorteland onbekend;Onbekend herkomstland;Totaal;2017;4.0
2837;Mannen;Geboorteland onbekend;Onbekend herkomstland;Totaal;2018;2.0
2838;Mannen;Geboorteland onbekend;Onbekend herkomstland;Totaal;2019;2.0
2839;Mannen;Geboorteland onbekend;Onbekend herkomstland;Totaal;2020;2.0
2840;Mannen;Geboorteland onbekend;Onbekend herkomstland;Totaal;2021;0.0
2841;Mannen;Geboorteland onbekend;Onbekend herkomstland;Totaal;2022;0.0
2842;Mannen;Geboorteland onbekend;Onbekend herkomstland;Totaal;2023;0.0
2843;Mannen;Geboorteland onbekend;Onbekend herkomstland;Totaal;2024;0.0
2844;Mannen;Geboorteland onbekend;Onbekend herkomstland;Voortijdig schoolverlaters;2013;0.0
2845;Mannen;Geboorteland onbekend;Onbekend herkomstland;Voortijdig schoolverlaters;2014;0.0
2846;Mannen;Geboorteland onbekend;Onbekend herkomstland;Voortijdig schoolverlaters;2015;0.0
2847;Mannen;Geboorteland onbekend;Onbekend herkomstland;Voortijdig schoolverlaters;2016;1.0
2848;Mannen;Geboorteland onbekend;Onbekend herkomstland;Voortijdig schoolverlaters;2017;1.0
2849;Mannen;Geboorteland onbekend;Onbekend herkomstland;Voortijdig schoolverlaters;2018;0.0
2850;Mannen;Geboorteland onbekend;Onbekend herkomstland;Voortijdig schoolverlaters;2019;0.0
2851;Mannen;Geboorteland onbekend;Onbekend herkomstland;Voortijdig schoolverlaters;2020;0.0
2852;Mannen;Geboorteland onbekend;Onbekend herkomstland;Voortijdig schoolverlaters;2021;0.0
2853;Mannen;Geboorteland onbekend;Onbekend herkomstland;Voortijdig schoolverlaters;2022;0.0
2854;Mannen;Geboorteland onbekend;Onbekend herkomstland;Voortijdig schoolverlaters;2023;0.0
2855;Mannen;Geboorteland onbekend;Onbekend herkomstland;Voortijdig schoolverlaters;2024;0.0
2856;Mannen;Geboorteland onbekend;Onbekend herkomstland;Geen voortijdig schoolverlaters;2013;0.0
2857;Mannen;Geboorteland onbekend;Onbekend herkomstland;Geen voortijdig schoolverlaters;2014;1.0
2858;Mannen;Geboorteland onbekend;Onbekend herkomstland;Geen voortijdig schoolverlaters;2015;2.0
2859;Mannen;Geboorteland onbekend;Onbekend herkomstland;Geen voortijdig schoolverlaters;2016;2.0
2860;Mannen;Geboorteland onbekend;Onbekend herkomstland;Geen voortijdig schoolverlaters;2017;3.0
2861;Mannen;Geboorteland onbekend;Onbekend herkomstland;Geen voortijdig schoolverlaters;2018;2.0
2862;Mannen;Geboorteland onbekend;Onbekend herkomstland;Geen voortijdig schoolverlaters;2019;2.0
2863;Mannen;Geboorteland onbekend;Onbekend herkomstland;Geen voortijdig schoolverlaters;2020;2.0
2864;Mannen;Geboorteland onbekend;Onbekend herkomstland;Geen voortijdig schoolverlaters;2021;0.0
2865;Mannen;Geboorteland onbekend;Onbekend herkomstland;Geen voortijdig schoolverlaters;2022;0.0
2866;Mannen;Geboorteland onbekend;Onbekend herkomstland;Geen voortijdig schoolverlaters;2023;0.0
2867;Mannen;Geboorteland onbekend;Onbekend herkomstland;Geen voortijdig schoolverlaters;2024;0.0
2868;Mannen;Geboorteland onbekend;Onbekend herkomstland;Onbekend;2013;3.0
2869;Mannen;Geboorteland onbekend;Onbekend herkomstland;Onbekend;2014;0.0
2870;Mannen;Geboorteland onbekend;Onbekend herkomstland;Onbekend;2015;0.0
2871;Mannen;Geboorteland onbekend;Onbekend herkomstland;Onbekend;2016;0.0
2872;Mannen;Geboorteland onbekend;Onbekend herkomstland;Onbekend;2017;0.0
2873;Mannen;Geboorteland onbekend;Onbekend herkomstland;Onbekend;2018;0.0
2874;Mannen;Geboorteland onbekend;Onbekend herkomstland;Onbekend;2019;0.0
2875;Mannen;Geboorteland onbekend;Onbekend herkomstland;Onbekend;2020;0.0
2876;Mannen;Geboorteland onbekend;Onbekend herkomstland;Onbekend;2021;0.0
2877;Mannen;Geboorteland onbekend;Onbekend herkomstland;Onbekend;2022;0.0
2878;Mannen;Geboorteland onbekend;Onbekend herkomstland;Onbekend;2023;0.0
2879;Mannen;Geboorteland onbekend;Onbekend herkomstland;Onbekend;2024;0.0
2880;Vrouwen;Totaal;Totaal;Totaal;2013;717.0
2881;Vrouwen;Totaal;Totaal;Totaal;2014;716.0
2882;Vrouwen;Totaal;Totaal;Totaal;2015;712.0
2883;Vrouwen;Totaal;Totaal;Totaal;2016;717.0
2884;Vrouwen;Totaal;Totaal;Totaal;2017;726.0
2885;Vrouwen;Totaal;Totaal;Totaal;2018;733.0
2886;Vrouwen;Totaal;Totaal;Totaal;2019;741.0
2887;Vrouwen;Totaal;Totaal;Totaal;2020;749.0
2888;Vrouwen;Totaal;Totaal;Totaal;2021;753.0
2889;Vrouwen;Totaal;Totaal;Totaal;2022;772.0
2890;Vrouwen;Totaal;Totaal;Totaal;2023;784.0
2891;Vrouwen;Totaal;Totaal;Totaal;2024;784.0
2892;Vrouwen;Totaal;Totaal;Voortijdig schoolverlaters;2013;49.0
2893;Vrouwen;Totaal;Totaal;Voortijdig schoolverlaters;2014;46.0
2894;Vrouwen;Totaal;Totaal;Voortijdig schoolverlaters;2015;43.0
2895;Vrouwen;Totaal;Totaal;Voortijdig schoolverlaters;2016;39.0
2896;Vrouwen;Totaal;Totaal;Voortijdig schoolverlaters;2017;30.0
2897;Vrouwen;Totaal;Totaal;Voortijdig schoolverlaters;2018;35.0
2898;Vrouwen;Totaal;Totaal;Voortijdig schoolverlaters;2019;37.0
2899;Vrouwen;Totaal;Totaal;Voortijdig schoolverlaters;2020;37.0
2900;Vrouwen;Totaal;Totaal;Voortijdig schoolverlaters;2021;28.0
2901;Vrouwen;Totaal;Totaal;Voortijdig schoolverlaters;2022;33.0
2902;Vrouwen;Totaal;Totaal;Voortijdig schoolverlaters;2023;41.0
2903;Vrouwen;Totaal;Totaal;Voortijdig schoolverlaters;2024;40.0
2904;Vrouwen;Totaal;Totaal;Geen voortijdig schoolverlaters;2013;643.0
2905;Vrouwen;Totaal;Totaal;Geen voortijdig schoolverlaters;2014;664.0
2906;Vrouwen;Totaal;Totaal;Geen voortijdig schoolverlaters;2015;669.0
2907;Vrouwen;Totaal;Totaal;Geen voortijdig schoolverlaters;2016;676.0
2908;Vrouwen;Totaal;Totaal;Geen voortijdig schoolverlaters;2017;692.0
2909;Vrouwen;Totaal;Totaal;Geen voortijdig schoolverlaters;2018;694.0
2910;Vrouwen;Totaal;Totaal;Geen voortijdig schoolverlaters;2019;702.0
2911;Vrouwen;Totaal;Totaal;Geen voortijdig schoolverlaters;2020;709.0
2912;Vrouwen;Totaal;Totaal;Geen voortijdig schoolverlaters;2021;724.0
2913;Vrouwen;Totaal;Totaal;Geen voortijdig schoolverlaters;2022;738.0
2914;Vrouwen;Totaal;Totaal;Geen voortijdig schoolverlaters;2023;742.0
2915;Vrouwen;Totaal;Totaal;Geen voortijdig schoolverlaters;2024;743.0
2916;Vrouwen;Totaal;Totaal;Onbekend;2013;25.0
2917;Vrouwen;Totaal;Totaal;Onbekend;2014;6.0
2918;Vrouwen;Totaal;Totaal;Onbekend;2015;1.0
2919;Vrouwen;Totaal;Totaal;Onbekend;2016;2.0
2920;Vrouwen;Totaal;Totaal;Onbekend;2017;3.0
2921;Vrouwen;Totaal;Totaal;Onbekend;2018;3.0
2922;Vrouwen;Totaal;Totaal;Onbekend;2019;2.0
2923;Vrouwen;Totaal;Totaal;Onbekend;2020;2.0
2924;Vrouwen;Totaal;Totaal;Onbekend;2021;1.0
2925;Vrouwen;Totaal;Totaal;Onbekend;2022;1.0
2926;Vrouwen;Totaal;Totaal;Onbekend;2023;1.0
2927;Vrouwen;Totaal;Totaal;Onbekend;2024;1.0
2928;Vrouwen;Totaal;Nederland;Totaal;2013;554.0
2929;Vrouwen;Totaal;Nederland;Totaal;2014;540.0
2930;Vrouwen;Totaal;Nederland;Totaal;2015;546.0
2931;Vrouwen;Totaal;Nederland;Totaal;2016;557.0
2932;Vrouwen;Totaal;Nederland;Totaal;2017;556.0
2933;Vrouwen;Totaal;Nederland;Totaal;2018;553.0
2934;Vrouwen;Totaal;Nederland;Totaal;2019;558.0
2935;Vrouwen;Totaal;Nederland;Totaal;2020;557.0
2936;Vrouwen;Totaal;Nederland;Totaal;2021;548.0
2937;Vrouwen;Totaal;Nederland;Totaal;2022;546.0
2938;Vrouwen;Totaal;Nederland;Totaal;2023;533.0
2939;Vrouwen;Totaal;Nederland;Totaal;2024;537.0
2940;Vrouwen;Totaal;Nederland;Voortijdig schoolverlaters;2013;36.0
2941;Vrouwen;Totaal;Nederland;Voortijdig schoolverlaters;2014;31.0
2942;Vrouwen;Totaal;Nederland;Voortijdig schoolverlaters;2015;30.0
2943;Vrouwen;Totaal;Nederland;Voortijdig schoolverlaters;2016;30.0
2944;Vrouwen;Totaal;Nederland;Voortijdig schoolverlaters;2017;22.0
2945;Vrouwen;Totaal;Nederland;Voortijdig schoolverlaters;2018;24.0
2946;Vrouwen;Totaal;Nederland;Voortijdig schoolverlaters;2019;26.0
2947;Vrouwen;Totaal;Nederland;Voortijdig schoolverlaters;2020;25.0
2948;Vrouwen;Totaal;Nederland;Voortijdig schoolverlaters;2021;17.0
2949;Vrouwen;Totaal;Nederland;Voortijdig schoolverlaters;2022;20.0
2950;Vrouwen;Totaal;Nederland;Voortijdig schoolverlaters;2023;21.0
2951;Vrouwen;Totaal;Nederland;Voortijdig schoolverlaters;2024;23.0
2952;Vrouwen;Totaal;Nederland;Geen voortijdig schoolverlaters;2013;502.0
2953;Vrouwen;Totaal;Nederland;Geen voortijdig schoolverlaters;2014;506.0
2954;Vrouwen;Totaal;Nederland;Geen voortijdig schoolverlaters;2015;514.0
2955;Vrouwen;Totaal;Nederland;Geen voortijdig schoolverlaters;2016;526.0
2956;Vrouwen;Totaal;Nederland;Geen voortijdig schoolverlaters;2017;532.0
2957;Vrouwen;Totaal;Nederland;Geen voortijdig schoolverlaters;2018;527.0
