ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalBudgetsIn1000Euros_1;MunicipalBudgetsEuroInhabitant_2
5972;Total property tax;Moerdijk;2013;13545.0;370.0
5973;Total property tax;Moerdijk;2014;14034.0;382.0
5974;Total property tax;Moerdijk;2015;14280.0;388.0
5975;Total property tax;Moerdijk;2016;14398.0;392.0
5976;Total property tax;Moerdijk;2017;14831.0;401.0
5977;Total property tax;Moerdijk;2018;16054.0;434.0
5978;Total property tax;Moerdijk;2019;16743.0;453.0
5979;Total property tax;Moerdijk;2020;17538.0;472.0
5980;Total property tax;Moerdijk;2021;18476.0;497.0
5981;Total property tax;Moerdijk;2022;18780.0;503.0
5982;Total property tax;Moerdijk;2023;19395.0;514.0
5983;Total property tax;Moerdijk;2024;23080.0;606.0
5984;Total property tax;Moerdijk;2025;24535.0;642.0
5985;Total property tax;Molenlanden;2005;;
5986;Total property tax;Molenlanden;2006;;
5987;Total property tax;Molenlanden;2007;;
5988;Total property tax;Molenlanden;2008;;
5989;Total property tax;Molenlanden;2009;;
5990;Total property tax;Molenlanden;2010;;
5991;Total property tax;Molenlanden;2011;;
5992;Total property tax;Molenlanden;2012;;
5993;Total property tax;Molenlanden;2013;;
5994;Total property tax;Molenlanden;2014;;
5995;Total property tax;Molenlanden;2015;;
5996;Total property tax;Molenlanden;2016;;
5997;Total property tax;Molenlanden;2017;;
5998;Total property tax;Molenlanden;2018;;
5999;Total property tax;Molenlanden;2019;7801.0;178.0
6000;Total property tax;Molenlanden;2020;7606.0;173.0
6001;Total property tax;Molenlanden;2021;7988.0;181.0
6002;Total property tax;Molenlanden;2022;8280.0;185.0
6003;Total property tax;Molenlanden;2023;8510.0;188.0
6004;Total property tax;Molenlanden;2024;9122.0;201.0
6005;Total property tax;Molenlanden;2025;9383.0;207.0
6006;Total property tax;Molenwaard;2005;;
6007;Total property tax;Molenwaard;2006;;
6008;Total property tax;Molenwaard;2007;;
6009;Total property tax;Molenwaard;2008;;
6010;Total property tax;Molenwaard;2009;;
6011;Total property tax;Molenwaard;2010;;
6012;Total property tax;Molenwaard;2011;;
6013;Total property tax;Molenwaard;2012;;
6014;Total property tax;Molenwaard;2013;;
6015;Total property tax;Molenwaard;2014;4725.0;163.0
6016;Total property tax;Molenwaard;2015;4816.0;166.0
6017;Total property tax;Molenwaard;2016;4855.0;167.0
6018;Total property tax;Molenwaard;2017;4899.0;168.0
6019;Total property tax;Molenwaard;2018;4898.0;167.0
6020;Total property tax;Molenwaard;2019;;
6021;Total property tax;Molenwaard;2020;;
6022;Total property tax;Molenwaard;2021;;
6023;Total property tax;Molenwaard;2022;;
6024;Total property tax;Molenwaard;2023;;
6025;Total property tax;Molenwaard;2024;;
6026;Total property tax;Molenwaard;2025;;
6027;Total property tax;Montferland;2005;;
6028;Total property tax;Montferland;2006;;
6029;Total property tax;Montferland;2007;3715.0;106.0
6030;Total property tax;Montferland;2008;4191.0;120.0
6031;Total property tax;Montferland;2009;4649.0;132.0
6032;Total property tax;Montferland;2010;5390.0;153.0
6033;Total property tax;Montferland;2011;5787.0;166.0
6034;Total property tax;Montferland;2012;5827.0;166.0
6035;Total property tax;Montferland;2013;5969.0;171.0
6036;Total property tax;Montferland;2014;6188.0;177.0
6037;Total property tax;Montferland;2015;6528.0;186.0
6038;Total property tax;Montferland;2016;6401.0;182.0
6039;Total property tax;Montferland;2017;6432.0;182.0
6040;Total property tax;Montferland;2018;6523.0;183.0
6041;Total property tax;Montferland;2019;6844.0;190.0
6042;Total property tax;Montferland;2020;6988.0;194.0
6043;Total property tax;Montferland;2021;7272.0;202.0
6044;Total property tax;Montferland;2022;7675.0;211.0
6045;Total property tax;Montferland;2023;8172.0;222.0
6046;Total property tax;Montferland;2024;8822.0;239.0
6047;Total property tax;Montferland;2025;9058.0;245.0
6048;Total property tax;Montfoort;2005;3002.0;224.0
6049;Total property tax;Montfoort;2006;2064.0;153.0
6050;Total property tax;Montfoort;2007;2036.0;152.0
6051;Total property tax;Montfoort;2008;;
6052;Total property tax;Montfoort;2009;2210.0;164.0
6053;Total property tax;Montfoort;2010;2210.0;164.0
6054;Total property tax;Montfoort;2011;2315.0;172.0
6055;Total property tax;Montfoort;2012;2535.0;186.0
6056;Total property tax;Montfoort;2013;2610.0;192.0
6057;Total property tax;Montfoort;2014;2687.0;197.0
6058;Total property tax;Montfoort;2015;2766.0;202.0
6059;Total property tax;Montfoort;2016;2918.0;212.0
6060;Total property tax;Montfoort;2017;3267.0;236.0
6061;Total property tax;Montfoort;2018;3299.0;238.0
6062;Total property tax;Montfoort;2019;3596.0;257.0
6063;Total property tax;Montfoort;2020;3646.0;262.0
6064;Total property tax;Montfoort;2021;3712.0;267.0
6065;Total property tax;Montfoort;2022;4056.0;294.0
6066;Total property tax;Montfoort;2023;4315.0;310.0
6067;Total property tax;Montfoort;2024;4629.0;334.0
6068;Total property tax;Montfoort;2025;4763.0;345.0
6069;Total property tax;Mook en Middelaar;2005;;
6070;Total property tax;Mook en Middelaar;2006;;
6071;Total property tax;Mook en Middelaar;2007;1239.0;154.0
6072;Total property tax;Mook en Middelaar;2008;1264.0;156.0
6073;Total property tax;Mook en Middelaar;2009;1309.0;162.0
6074;Total property tax;Mook en Middelaar;2010;1306.0;162.0
6075;Total property tax;Mook en Middelaar;2011;1338.0;168.0
6076;Total property tax;Mook en Middelaar;2012;1374.0;175.0
6077;Total property tax;Mook en Middelaar;2013;1435.0;183.0
6078;Total property tax;Mook en Middelaar;2014;1477.0;189.0
6079;Total property tax;Mook en Middelaar;2015;1533.0;198.0
6080;Total property tax;Mook en Middelaar;2016;1569.0;202.0
6081;Total property tax;Mook en Middelaar;2017;1572.0;202.0
6082;Total property tax;Mook en Middelaar;2018;1572.0;202.0
6083;Total property tax;Mook en Middelaar;2019;1572.0;201.0
6084;Total property tax;Mook en Middelaar;2020;1895.0;241.0
6085;Total property tax;Mook en Middelaar;2021;2149.0;272.0
6086;Total property tax;Mook en Middelaar;2022;2127.0;266.0
6087;Total property tax;Mook en Middelaar;2023;2199.0;273.0
6088;Total property tax;Mook en Middelaar;2024;2235.0;274.0
6089;Total property tax;Mook en Middelaar;2025;2344.0;289.0
6090;Total property tax;Moordrecht;2005;1652.0;204.0
6091;Total property tax;Moordrecht;2006;1216.0;151.0
6092;Total property tax;Moordrecht;2007;1513.0;186.0
6093;Total property tax;Moordrecht;2008;1640.0;201.0
6094;Total property tax;Moordrecht;2009;1890.0;232.0
6095;Total property tax;Moordrecht;2010;;
6096;Total property tax;Moordrecht;2011;;
6097;Total property tax;Moordrecht;2012;;
6098;Total property tax;Moordrecht;2013;;
6099;Total property tax;Moordrecht;2014;;
6100;Total property tax;Moordrecht;2015;;
6101;Total property tax;Moordrecht;2016;;
6102;Total property tax;Moordrecht;2017;;
6103;Total property tax;Moordrecht;2018;;
6104;Total property tax;Moordrecht;2019;;
6105;Total property tax;Moordrecht;2020;;
6106;Total property tax;Moordrecht;2021;;
6107;Total property tax;Moordrecht;2022;;
6108;Total property tax;Moordrecht;2023;;
6109;Total property tax;Moordrecht;2024;;
6110;Total property tax;Moordrecht;2025;;
6111;Total property tax;Muiden;2005;1257.0;189.0
6112;Total property tax;Muiden;2006;949.0;143.0
6113;Total property tax;Muiden;2007;963.0;145.0
6114;Total property tax;Muiden;2008;990.0;150.0
6115;Total property tax;Muiden;2009;1070.0;163.0
6116;Total property tax;Muiden;2010;1127.0;173.0
6117;Total property tax;Muiden;2011;1450.0;223.0
6118;Total property tax;Muiden;2012;1459.0;226.0
6119;Total property tax;Muiden;2013;1530.0;240.0
6120;Total property tax;Muiden;2014;1479.0;235.0
6121;Total property tax;Muiden;2015;1679.0;269.0
6122;Total property tax;Muiden;2016;;
6123;Total property tax;Muiden;2017;;
6124;Total property tax;Muiden;2018;;
6125;Total property tax;Muiden;2019;;
6126;Total property tax;Muiden;2020;;
6127;Total property tax;Muiden;2021;;
6128;Total property tax;Muiden;2022;;
6129;Total property tax;Muiden;2023;;
6130;Total property tax;Muiden;2024;;
6131;Total property tax;Muiden;2025;;
6132;Total property tax;Naarden;2005;4313.0;252.0
6133;Total property tax;Naarden;2006;2924.0;171.0
6134;Total property tax;Naarden;2007;3078.0;179.0
6135;Total property tax;Naarden;2008;3265.0;191.0
6136;Total property tax;Naarden;2009;3553.0;208.0
6137;Total property tax;Naarden;2010;3680.0;216.0
6138;Total property tax;Naarden;2011;3917.0;228.0
6139;Total property tax;Naarden;2012;3982.0;232.0
6140;Total property tax;Naarden;2013;3964.0;230.0
6141;Total property tax;Naarden;2014;4034.0;234.0
6142;Total property tax;Naarden;2015;4222.0;246.0
6143;Total property tax;Naarden;2016;;
6144;Total property tax;Naarden;2017;;
6145;Total property tax;Naarden;2018;;
6146;Total property tax;Naarden;2019;;
6147;Total property tax;Naarden;2020;;
6148;Total property tax;Naarden;2021;;
6149;Total property tax;Naarden;2022;;
6150;Total property tax;Naarden;2023;;
6151;Total property tax;Naarden;2024;;
6152;Total property tax;Naarden;2025;;
6153;Total property tax;Neder-Betuwe;2005;4746.0;213.0
6154;Total property tax;Neder-Betuwe;2006;3575.0;160.0
6155;Total property tax;Neder-Betuwe;2007;3606.0;162.0
6156;Total property tax;Neder-Betuwe;2008;3670.0;164.0
6157;Total property tax;Neder-Betuwe;2009;3562.0;158.0
6158;Total property tax;Neder-Betuwe;2010;3776.0;167.0
6159;Total property tax;Neder-Betuwe;2011;4045.0;179.0
6160;Total property tax;Neder-Betuwe;2012;4389.0;194.0
6161;Total property tax;Neder-Betuwe;2013;4820.0;214.0
6162;Total property tax;Neder-Betuwe;2014;4951.0;219.0
6163;Total property tax;Neder-Betuwe;2015;5060.0;223.0
6164;Total property tax;Neder-Betuwe;2016;5201.0;226.0
6165;Total property tax;Neder-Betuwe;2017;5128.0;220.0
6166;Total property tax;Neder-Betuwe;2018;5070.0;215.0
6167;Total property tax;Neder-Betuwe;2019;4863.0;202.0
6168;Total property tax;Neder-Betuwe;2020;4814.0;198.0
6169;Total property tax;Neder-Betuwe;2021;4944.0;201.0
6170;Total property tax;Neder-Betuwe;2022;5151.0;206.0
6171;Total property tax;Neder-Betuwe;2023;5653.0;222.0
6172;Total property tax;Neder-Betuwe;2024;5879.0;229.0
6173;Total property tax;Neder-Betuwe;2025;6174.0;239.0
6174;Total property tax;Nederlek;2005;2873.0;195.0
6175;Total property tax;Nederlek;2006;1919.0;130.0
6176;Total property tax;Nederlek;2007;2003.0;138.0
6177;Total property tax;Nederlek;2008;2142.0;149.0
6178;Total property tax;Nederlek;2009;2184.0;154.0
6179;Total property tax;Nederlek;2010;2266.0;160.0
6180;Total property tax;Nederlek;2011;2393.0;171.0
6181;Total property tax;Nederlek;2012;2473.0;176.0
6182;Total property tax;Nederlek;2013;2595.0;184.0
6183;Total property tax;Nederlek;2014;2683.0;191.0
6184;Total property tax;Nederlek;2015;;
6185;Total property tax;Nederlek;2016;;
6186;Total property tax;Nederlek;2017;;
6187;Total property tax;Nederlek;2018;;
6188;Total property tax;Nederlek;2019;;
6189;Total property tax;Nederlek;2020;;
6190;Total property tax;Nederlek;2021;;
6191;Total property tax;Nederlek;2022;;
6192;Total property tax;Nederlek;2023;;
6193;Total property tax;Nederlek;2024;;
6194;Total property tax;Nederlek;2025;;
6195;Total property tax;Nederweert;2005;3591.0;221.0
6196;Total property tax;Nederweert;2006;2490.0;151.0
6197;Total property tax;Nederweert;2007;2478.0;150.0
6198;Total property tax;Nederweert;2008;2606.0;157.0
6199;Total property tax;Nederweert;2009;2791.0;167.0
6200;Total property tax;Nederweert;2010;2832.0;171.0
6201;Total property tax;Nederweert;2011;2944.0;177.0
6202;Total property tax;Nederweert;2012;3184.0;190.0
6203;Total property tax;Nederweert;2013;3253.0;194.0
6204;Total property tax;Nederweert;2014;3349.0;200.0
6205;Total property tax;Nederweert;2015;3487.0;208.0
6206;Total property tax;Nederweert;2016;3702.0;220.0
6207;Total property tax;Nederweert;2017;3787.0;225.0
6208;Total property tax;Nederweert;2018;3907.0;229.0
6209;Total property tax;Nederweert;2019;4070.0;239.0
6210;Total property tax;Nederweert;2020;4341.0;255.0
6211;Total property tax;Nederweert;2021;4358.0;254.0
6212;Total property tax;Nederweert;2022;4619.0;267.0
6213;Total property tax;Nederweert;2023;4837.0;276.0
6214;Total property tax;Nederweert;2024;5314.0;304.0
6215;Total property tax;Nederweert;2025;5506.0;314.0
6216;Total property tax;Neerijnen;2005;2171.0;187.0
6217;Total property tax;Neerijnen;2006;1519.0;129.0
6218;Total property tax;Neerijnen;2007;1510.0;128.0
6219;Total property tax;Neerijnen;2008;1558.0;132.0
6220;Total property tax;Neerijnen;2009;1705.0;144.0
6221;Total property tax;Neerijnen;2010;1805.0;152.0
6222;Total property tax;Neerijnen;2011;1825.0;154.0
6223;Total property tax;Neerijnen;2012;1843.0;154.0
6224;Total property tax;Neerijnen;2013;1871.0;156.0
6225;Total property tax;Neerijnen;2014;1890.0;157.0
6226;Total property tax;Neerijnen;2015;2011.0;167.0
6227;Total property tax;Neerijnen;2016;2035.0;168.0
6228;Total property tax;Neerijnen;2017;2140.0;173.0
6229;Total property tax;Neerijnen;2018;2130.0;172.0
6230;Total property tax;Neerijnen;2019;;
6231;Total property tax;Neerijnen;2020;;
6232;Total property tax;Neerijnen;2021;;
6233;Total property tax;Neerijnen;2022;;
6234;Total property tax;Neerijnen;2023;;
6235;Total property tax;Neerijnen;2024;;
6236;Total property tax;Neerijnen;2025;;
6237;Total property tax;Niedorp;2005;1866.0;160.0
6238;Total property tax;Niedorp;2006;1228.0;104.0
6239;Total property tax;Niedorp;2007;1205.0;100.0
6240;Total property tax;Niedorp;2008;1299.0;108.0
6241;Total property tax;Niedorp;2009;1367.0;112.0
6242;Total property tax;Niedorp;2010;1482.0;122.0
6243;Total property tax;Niedorp;2011;1541.0;126.0
6244;Total property tax;Niedorp;2012;;
6245;Total property tax;Niedorp;2013;;
6246;Total property tax;Niedorp;2014;;
6247;Total property tax;Niedorp;2015;;
6248;Total property tax;Niedorp;2016;;
6249;Total property tax;Niedorp;2017;;
6250;Total property tax;Niedorp;2018;;
6251;Total property tax;Niedorp;2019;;
6252;Total property tax;Niedorp;2020;;
6253;Total property tax;Niedorp;2021;;
6254;Total property tax;Niedorp;2022;;
6255;Total property tax;Niedorp;2023;;
6256;Total property tax;Niedorp;2024;;
6257;Total property tax;Niedorp;2025;;
6258;Total property tax;Nieuwegein;2005;13235.0;215.0
6259;Total property tax;Nieuwegein;2006;10353.0;168.0
6260;Total property tax;Nieuwegein;2007;10478.0;171.0
6261;Total property tax;Nieuwegein;2008;10688.0;175.0
6262;Total property tax;Nieuwegein;2009;11401.0;187.0
6263;Total property tax;Nieuwegein;2010;11579.0;190.0
6264;Total property tax;Nieuwegein;2011;12728.0;209.0
6265;Total property tax;Nieuwegein;2012;12728.0;210.0
6266;Total property tax;Nieuwegein;2013;12728.0;209.0
6267;Total property tax;Nieuwegein;2014;13586.0;223.0
6268;Total property tax;Nieuwegein;2015;14206.0;232.0
6269;Total property tax;Nieuwegein;2016;14619.0;237.0
6270;Total property tax;Nieuwegein;2017;15032.0;243.0
6271;Total property tax;Nieuwegein;2018;15384.0;246.0
6272;Total property tax;Nieuwegein;2019;15833.0;251.0
6273;Total property tax;Nieuwegein;2020;16565.0;261.0
6274;Total property tax;Nieuwegein;2021;16979.0;266.0
6275;Total property tax;Nieuwegein;2022;18073.0;280.0
6276;Total property tax;Nieuwegein;2023;19675.0;301.0
6277;Total property tax;Nieuwegein;2024;21246.0;322.0
6278;Total property tax;Nieuwegein;2025;23837.0;358.0
6279;Total property tax;Nieuwerkerk aan den IJssel;2005;3858.0;173.0
6280;Total property tax;Nieuwerkerk aan den IJssel;2006;2610.0;117.0
6281;Total property tax;Nieuwerkerk aan den IJssel;2007;2682.0;122.0
6282;Total property tax;Nieuwerkerk aan den IJssel;2008;2797.0;128.0
6283;Total property tax;Nieuwerkerk aan den IJssel;2009;2859.0;132.0
6284;Total property tax;Nieuwerkerk aan den IJssel;2010;;
6285;Total property tax;Nieuwerkerk aan den IJssel;2011;;
6286;Total property tax;Nieuwerkerk aan den IJssel;2012;;
6287;Total property tax;Nieuwerkerk aan den IJssel;2013;;
6288;Total property tax;Nieuwerkerk aan den IJssel;2014;;
6289;Total property tax;Nieuwerkerk aan den IJssel;2015;;
6290;Total property tax;Nieuwerkerk aan den IJssel;2016;;
6291;Total property tax;Nieuwerkerk aan den IJssel;2017;;
6292;Total property tax;Nieuwerkerk aan den IJssel;2018;;
6293;Total property tax;Nieuwerkerk aan den IJssel;2019;;
6294;Total property tax;Nieuwerkerk aan den IJssel;2020;;
6295;Total property tax;Nieuwerkerk aan den IJssel;2021;;
6296;Total property tax;Nieuwerkerk aan den IJssel;2022;;
6297;Total property tax;Nieuwerkerk aan den IJssel;2023;;
6298;Total property tax;Nieuwerkerk aan den IJssel;2024;;
6299;Total property tax;Nieuwerkerk aan den IJssel;2025;;
6300;Total property tax;Nieuwkoop;2005;3033.0;273.0
6301;Total property tax;Nieuwkoop;2006;1993.0;179.0
6302;Total property tax;Nieuwkoop;2007;4337.0;161.0
6303;Total property tax;Nieuwkoop;2008;4787.0;179.0
6304;Total property tax;Nieuwkoop;2009;5488.0;205.0
6305;Total property tax;Nieuwkoop;2010;5785.0;215.0
6306;Total property tax;Nieuwkoop;2011;6217.0;231.0
6307;Total property tax;Nieuwkoop;2012;6528.0;243.0
6308;Total property tax;Nieuwkoop;2013;6760.0;250.0
6309;Total property tax;Nieuwkoop;2014;7033.0;260.0
6310;Total property tax;Nieuwkoop;2015;7088.0;261.0
6311;Total property tax;Nieuwkoop;2016;7093.0;259.0
6312;Total property tax;Nieuwkoop;2017;7075.0;253.0
6313;Total property tax;Nieuwkoop;2018;7023.0;248.0
6314;Total property tax;Nieuwkoop;2019;7369.0;257.0
6315;Total property tax;Nieuwkoop;2020;7603.0;264.0
6316;Total property tax;Nieuwkoop;2021;8097.0;278.0
6317;Total property tax;Nieuwkoop;2022;8363.0;285.0
6318;Total property tax;Nieuwkoop;2023;8679.0;295.0
6319;Total property tax;Nieuwkoop;2024;8613.0;292.0
6320;Total property tax;Nieuwkoop;2025;10906.0;369.0
6321;Total property tax;Nieuw-Lekkerland;2005;1566.0;164.0
6322;Total property tax;Nieuw-Lekkerland;2006;1080.0;114.0
6323;Total property tax;Nieuw-Lekkerland;2007;1110.0;117.0
6324;Total property tax;Nieuw-Lekkerland;2008;1190.0;125.0
6325;Total property tax;Nieuw-Lekkerland;2009;1226.0;128.0
6326;Total property tax;Nieuw-Lekkerland;2010;1259.0;132.0
6327;Total property tax;Nieuw-Lekkerland;2011;1313.0;138.0
6328;Total property tax;Nieuw-Lekkerland;2012;1339.0;141.0
6329;Total property tax;Nieuw-Lekkerland;2013;;
6330;Total property tax;Nieuw-Lekkerland;2014;;
