ID;Logiesvormen;WoonlandVanGasten;RegioS;Perioden;Gasten_1;Overnachtingen_2
5000;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2017 augustus;1485;2989
5001;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2017 september;1356;2523
5002;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2017 3e kwartaal;4376;8505
5003;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2017 oktober;1385;2524
5004;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2017 november;1208;2121
5005;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2017 december;1217;2105
5006;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2017 4e kwartaal;3810;6749
5007;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2017;15879;29077
5008;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2018 januari;1149;2002
5009;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2018 februari;1109;1968
5010;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2018 maart;1329;2391
5011;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2018 1e kwartaal;3587;6360
5012;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2018 april;1421;2664
5013;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2018 mei;1497;2815
5014;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2018 juni;1483;2793
5015;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2018 2e kwartaal;4401;8271
5016;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2018 juli;1544;3065
5017;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2018 augustus;1578;3246
5018;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2018 september;1422;2680
5019;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2018 3e kwartaal;4544;8991
5020;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2018 oktober;1466;2687
5021;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2018 november;1255;2219
5022;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2018 december;1150;2105
5023;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2018 4e kwartaal;3872;7011
5024;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2018;16404;30633
5025;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2019 januari;1161;2110
5026;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2019 februari;1186;2141
5027;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2019 maart;1455;2651
5028;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2019 1e kwartaal;3802;6903
5029;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2019 april;1585;3082
5030;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2019 mei;1573;2990
5031;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2019 juni;1617;3100
5032;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2019 2e kwartaal;4774;9172
5033;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2019 juli;1639;3338
5034;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2019 augustus;1637;3541
5035;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2019 september;1487;2862
5036;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2019 3e kwartaal;4762;9742
5037;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2019 oktober;1547;2922
5038;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2019 november;1369;2477
5039;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2019 december;1275;2354
5040;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2019 4e kwartaal;4191;7754
5041;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2019;17530;33570
5042;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2020 januari;1169;2170
5043;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2020 februari;1210;2248
5044;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2020 maart;552;1061
5045;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2020 1e kwartaal;2931;5480
5046;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2020 april;117;243
5047;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2020 mei;172;347
5048;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2020 juni;430;847
5049;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2020 2e kwartaal;719;1437
5050;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2020 juli;932;2031
5051;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2020 augustus;1037;2341
5052;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2020 september;641;1283
5053;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2020 3e kwartaal;2610;5655
5054;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2020 oktober;368;701
5055;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2020 november;320;533
5056;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2020 december;313;552
5057;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2020 4e kwartaal;1001;1786
5058;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2020;7261;14357
5059;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2021 januari;209;367
5060;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2021 februari;253;432
5061;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2021 maart;259;465
5062;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2021 1e kwartaal;721;1264
5063;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2021 april;305;562
5064;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2021 mei;530;1014
5065;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2021 juni;583;1165
5066;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2021 2e kwartaal;1419;2741
5067;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2021 juli;885;1902
5068;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2021 augustus;1044;2340
5069;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2021 september;907;1886
5070;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2021 3e kwartaal;2837;6127
5071;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2021 oktober;1098;2172
5072;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2021 november;829;1652
5073;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2021 december;416;795
5074;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2021 4e kwartaal;2343;4618
5075;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2021;7320;14752
5076;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2022 januari;347;632
5077;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2022 februari;671;1245
5078;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2022 maart;1021;2003
5079;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2022 1e kwartaal;2039;3881
5080;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2022 april;1423;3097
5081;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2022 mei;1530;3152
5082;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2022 juni;1534;3263
5083;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2022 2e kwartaal;4486;9512
5084;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2022 juli;1683;3753
5085;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2022 augustus;1658;3908
5086;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2022 september;1435;3156
5087;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2022 3e kwartaal;4777;10817
5088;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2022 oktober;1542;3298
5089;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2022 november;1335;2685
5090;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2022 december;1240;2513
5091;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2022 4e kwartaal;4117;8495
5092;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2022;15419;32705
5093;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2023 januari;1165;2336
5094;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2023 februari;1144;2354
5095;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2023 maart;1378;2805
5096;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2023 1e kwartaal;3687;7495
5097;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2023 april;1641;3571
5098;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2023 mei;1689;3653
5099;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2023 juni;1672;3573
5100;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2023 2e kwartaal;5002;10796
5101;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2023 juli;1940;4229
5102;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2023 augustus;1689;4009
5103;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2023 september;1507;3235
5104;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2023 3e kwartaal;5136;11473
5105;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2023 oktober;1612;3416
5106;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2023 november;1375;2760
5107;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2023 december;1341;2649
5108;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2023 4e kwartaal;4328;8825
5109;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2023;18154;38590
5110;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2024 januari;1254;2551
5111;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2024 februari;1239;2541
5112;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2024 maart;1493;3099
5113;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2024 1e kwartaal;3986;8191
5114;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2024 april;1625;3529
5115;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2024 mei;1736;3754
5116;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2024 juni;1682;3559
5117;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2024 2e kwartaal;5043;10842
5118;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2024 juli;1842;4051
5119;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2024 augustus;1822;4246
5120;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2024 september;1624;3520
5121;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2024 3e kwartaal;5305;11834
5122;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2024 oktober;1639;3478
5123;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2024 november;1470;2982
5124;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2024 december;1432;2824
5125;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2024 4e kwartaal;4541;9283
5126;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2024;18864;40083
5127;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2025 januari;1311;2640
5128;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2025 februari;1238;2580
5129;Totaal logiesaccommodaties;Nederland;Nederland;2012 januari;1117;2555
5130;Totaal logiesaccommodaties;Nederland;Nederland;2012 februari;1133;2622
5131;Totaal logiesaccommodaties;Nederland;Nederland;2012 maart;1364;3093
5132;Totaal logiesaccommodaties;Nederland;Nederland;2012 1e kwartaal;3614;8270
5133;Totaal logiesaccommodaties;Nederland;Nederland;2012 april;1826;4722
5134;Totaal logiesaccommodaties;Nederland;Nederland;2012 mei;2421;7481
5135;Totaal logiesaccommodaties;Nederland;Nederland;2012 juni;2143;6680
5136;Totaal logiesaccommodaties;Nederland;Nederland;2012 2e kwartaal;6390;18884
5137;Totaal logiesaccommodaties;Nederland;Nederland;2012 juli;2225;8874
5138;Totaal logiesaccommodaties;Nederland;Nederland;2012 augustus;2555;10865
5139;Totaal logiesaccommodaties;Nederland;Nederland;2012 september;1984;5728
5140;Totaal logiesaccommodaties;Nederland;Nederland;2012 3e kwartaal;6764;25467
5141;Totaal logiesaccommodaties;Nederland;Nederland;2012 oktober;1827;4792
5142;Totaal logiesaccommodaties;Nederland;Nederland;2012 november;1311;2914
5143;Totaal logiesaccommodaties;Nederland;Nederland;2012 december;1241;3014
5144;Totaal logiesaccommodaties;Nederland;Nederland;2012 4e kwartaal;4379;10721
5145;Totaal logiesaccommodaties;Nederland;Nederland;2012;21147;63341
5146;Totaal logiesaccommodaties;Nederland;Nederland;2013 januari;1036;2445
5147;Totaal logiesaccommodaties;Nederland;Nederland;2013 februari;1146;2696
5148;Totaal logiesaccommodaties;Nederland;Nederland;2013 maart;1311;2994
5149;Totaal logiesaccommodaties;Nederland;Nederland;2013 1e kwartaal;3493;8135
5150;Totaal logiesaccommodaties;Nederland;Nederland;2013 april;1707;4320
5151;Totaal logiesaccommodaties;Nederland;Nederland;2013 mei;2463;7695
5152;Totaal logiesaccommodaties;Nederland;Nederland;2013 juni;2157;6646
5153;Totaal logiesaccommodaties;Nederland;Nederland;2013 2e kwartaal;6327;18662
5154;Totaal logiesaccommodaties;Nederland;Nederland;2013 juli;2376;9372
5155;Totaal logiesaccommodaties;Nederland;Nederland;2013 augustus;2638;11334
5156;Totaal logiesaccommodaties;Nederland;Nederland;2013 september;2005;5944
5157;Totaal logiesaccommodaties;Nederland;Nederland;2013 3e kwartaal;7019;26650
5158;Totaal logiesaccommodaties;Nederland;Nederland;2013 oktober;1791;4770
5159;Totaal logiesaccommodaties;Nederland;Nederland;2013 november;1334;2946
5160;Totaal logiesaccommodaties;Nederland;Nederland;2013 december;1304;3142
5161;Totaal logiesaccommodaties;Nederland;Nederland;2013 4e kwartaal;4429;10857
5162;Totaal logiesaccommodaties;Nederland;Nederland;2013;21267;64304
5163;Totaal logiesaccommodaties;Nederland;Nederland;2014 januari;1111;2507
5164;Totaal logiesaccommodaties;Nederland;Nederland;2014 februari;1157;2661
5165;Totaal logiesaccommodaties;Nederland;Nederland;2014 maart;1440;3194
5166;Totaal logiesaccommodaties;Nederland;Nederland;2014 1e kwartaal;3708;8363
5167;Totaal logiesaccommodaties;Nederland;Nederland;2014 april;1714;4364
5168;Totaal logiesaccommodaties;Nederland;Nederland;2014 mei;2343;6846
5169;Totaal logiesaccommodaties;Nederland;Nederland;2014 juni;2454;7904
5170;Totaal logiesaccommodaties;Nederland;Nederland;2014 2e kwartaal;6511;19114
5171;Totaal logiesaccommodaties;Nederland;Nederland;2014 juli;2246;8798
5172;Totaal logiesaccommodaties;Nederland;Nederland;2014 augustus;2627;11467
5173;Totaal logiesaccommodaties;Nederland;Nederland;2014 september;2114;6217
5174;Totaal logiesaccommodaties;Nederland;Nederland;2014 3e kwartaal;6986;26482
5175;Totaal logiesaccommodaties;Nederland;Nederland;2014 oktober;1976;5090
5176;Totaal logiesaccommodaties;Nederland;Nederland;2014 november;1400;3061
5177;Totaal logiesaccommodaties;Nederland;Nederland;2014 december;1350;3218
5178;Totaal logiesaccommodaties;Nederland;Nederland;2014 4e kwartaal;4726;11369
5179;Totaal logiesaccommodaties;Nederland;Nederland;2014;21931;65328
5180;Totaal logiesaccommodaties;Nederland;Nederland;2015 januari;1126;2511
5181;Totaal logiesaccommodaties;Nederland;Nederland;2015 februari;1276;2998
5182;Totaal logiesaccommodaties;Nederland;Nederland;2015 maart;1377;3044
5183;Totaal logiesaccommodaties;Nederland;Nederland;2015 1e kwartaal;3779;8553
5184;Totaal logiesaccommodaties;Nederland;Nederland;2015 april;1724;4317
5185;Totaal logiesaccommodaties;Nederland;Nederland;2015 mei;2541;7897
5186;Totaal logiesaccommodaties;Nederland;Nederland;2015 juni;2230;6765
5187;Totaal logiesaccommodaties;Nederland;Nederland;2015 2e kwartaal;6495;18978
5188;Totaal logiesaccommodaties;Nederland;Nederland;2015 juli;2395;9726
5189;Totaal logiesaccommodaties;Nederland;Nederland;2015 augustus;2700;11179
5190;Totaal logiesaccommodaties;Nederland;Nederland;2015 september;2006;5849
5191;Totaal logiesaccommodaties;Nederland;Nederland;2015 3e kwartaal;7101;26754
5192;Totaal logiesaccommodaties;Nederland;Nederland;2015 oktober;2047;5319
5193;Totaal logiesaccommodaties;Nederland;Nederland;2015 november;1481;3233
5194;Totaal logiesaccommodaties;Nederland;Nederland;2015 december;1409;3399
5195;Totaal logiesaccommodaties;Nederland;Nederland;2015 4e kwartaal;4937;11951
5196;Totaal logiesaccommodaties;Nederland;Nederland;2015;22311;66237
5197;Totaal logiesaccommodaties;Nederland;Nederland;2016 januari;1183;2645
5198;Totaal logiesaccommodaties;Nederland;Nederland;2016 februari;1375;3122
5199;Totaal logiesaccommodaties;Nederland;Nederland;2016 maart;1484;3395
5200;Totaal logiesaccommodaties;Nederland;Nederland;2016 1e kwartaal;4042;9162
5201;Totaal logiesaccommodaties;Nederland;Nederland;2016 april;1839;4610
5202;Totaal logiesaccommodaties;Nederland;Nederland;2016 mei;2527;7255
5203;Totaal logiesaccommodaties;Nederland;Nederland;2016 juni;2178;6368
5204;Totaal logiesaccommodaties;Nederland;Nederland;2016 2e kwartaal;6544;18233
5205;Totaal logiesaccommodaties;Nederland;Nederland;2016 juli;2355;8783
5206;Totaal logiesaccommodaties;Nederland;Nederland;2016 augustus;2780;11738
5207;Totaal logiesaccommodaties;Nederland;Nederland;2016 september;2269;6645
5208;Totaal logiesaccommodaties;Nederland;Nederland;2016 3e kwartaal;7404;27166
5209;Totaal logiesaccommodaties;Nederland;Nederland;2016 oktober;2133;5543
5210;Totaal logiesaccommodaties;Nederland;Nederland;2016 november;1498;3189
5211;Totaal logiesaccommodaties;Nederland;Nederland;2016 december;1433;3295
5212;Totaal logiesaccommodaties;Nederland;Nederland;2016 4e kwartaal;5064;12028
5213;Totaal logiesaccommodaties;Nederland;Nederland;2016;23054;66589
5214;Totaal logiesaccommodaties;Nederland;Nederland;2017 januari;1399;3070
5215;Totaal logiesaccommodaties;Nederland;Nederland;2017 februari;1339;2926
5216;Totaal logiesaccommodaties;Nederland;Nederland;2017 maart;1623;3546
5217;Totaal logiesaccommodaties;Nederland;Nederland;2017 1e kwartaal;4361;9541
5218;Totaal logiesaccommodaties;Nederland;Nederland;2017 april;2032;5095
5219;Totaal logiesaccommodaties;Nederland;Nederland;2017 mei;2537;6976
5220;Totaal logiesaccommodaties;Nederland;Nederland;2017 juni;2499;7180
5221;Totaal logiesaccommodaties;Nederland;Nederland;2017 2e kwartaal;7068;19251
5222;Totaal logiesaccommodaties;Nederland;Nederland;2017 juli;2448;8510
5223;Totaal logiesaccommodaties;Nederland;Nederland;2017 augustus;2751;11061
5224;Totaal logiesaccommodaties;Nederland;Nederland;2017 september;2294;6636
5225;Totaal logiesaccommodaties;Nederland;Nederland;2017 3e kwartaal;7494;26207
5226;Totaal logiesaccommodaties;Nederland;Nederland;2017 oktober;2177;5497
5227;Totaal logiesaccommodaties;Nederland;Nederland;2017 november;1582;3374
5228;Totaal logiesaccommodaties;Nederland;Nederland;2017 december;1630;3659
5229;Totaal logiesaccommodaties;Nederland;Nederland;2017 4e kwartaal;5389;12530
5230;Totaal logiesaccommodaties;Nederland;Nederland;2017;24311;67529
5231;Totaal logiesaccommodaties;Nederland;Nederland;2018 januari;1452;3183
