ID;Geslacht;Leeftijd;Herkomstgroepering;MateVanArbeidsongeschiktheid;DiagnoseArbeidsongeschiktheid;Perioden;TotaalArbeidsongeschiktheidsuitkeringen_1;WAOUitkeringen_2;WAZUitkeringen_3;WajongUitkeringen_4;IVAUitkeringen_5;WGAUitkeringen_6
5202;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2011 juli;3180;2160;60;150;360;460
5203;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2011 augustus;3200;2150;60;150;370;470
5204;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2011 september;3200;2140;50;150;380;490
5205;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2011 oktober;3210;2120;50;150;380;510
5206;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2011 november;3190;2100;50;150;380;520
5207;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2011 december;3250;2080;50;150;400;560
5208;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2012 januari;3260;2080;50;150;410;580
5209;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2012 februari;3250;2060;50;150;400;590
5210;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2012 maart;3240;2040;50;150;410;590
5211;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2012 april;3230;2020;50;150;410;600
5212;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2012 mei;3240;2010;50;150;420;610
5213;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2012 juni;3240;2010;50;150;420;610
5214;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2012 juli;3210;1980;50;150;420;610
5215;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2012 augustus;3210;1960;50;150;430;620
5216;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2012 september;3210;1950;40;150;430;640
5217;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2012 oktober;3220;1940;40;150;430;650
5218;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2012 november;3200;1930;40;150;430;660
5219;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2012 december;3210;1910;40;150;440;660
5220;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2013 januari;3220;1910;40;150;450;680
5221;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2013 februari;3210;1890;40;150;450;690
5222;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2013 maart;3210;1880;40;150;450;690
5223;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2013 april;3190;1850;40;150;450;700
5224;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2013 mei;3190;1840;40;150;460;710
5225;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2013 juni;3180;1820;40;150;460;710
5226;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2013 juli;3180;1810;40;150;470;720
5227;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2013 augustus;3160;1780;40;150;470;720
5228;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2013 september;3160;1760;40;150;480;730
5229;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2013 oktober;3180;1750;40;150;490;740
5230;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2013 november;3180;1740;40;150;510;740
5231;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2013 december;3180;1730;40;150;510;750
5232;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2014 januari;3190;1730;40;160;520;750
5233;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2014 februari;3180;1710;40;160;530;760
5234;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2014 maart;3170;1690;40;160;530;770
5235;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2014 april;3180;1680;40;160;550;760
5236;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2014 mei;3160;1660;40;160;540;760
5237;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2014 juni;3160;1650;40;160;550;760
5238;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2014 juli;3160;1640;30;160;560;770
5239;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2014 augustus;3160;1630;30;160;560;780
5240;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2014 september;3140;1600;30;160;570;780
5241;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2014 oktober;3150;1590;30;160;580;790
5242;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2014 november;3160;1590;30;160;590;790
5243;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2014 december;3160;1580;30;160;590;800
5244;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2015 januari;3180;1580;30;160;600;810
5245;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2015 februari;3180;1560;30;160;610;820
5246;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2015 maart;3180;1550;30;160;620;820
5247;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2015 april;3160;1530;30;160;620;820
5248;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2015 mei;3160;1510;30;160;630;830
5249;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2015 juni;3150;1500;30;160;630;830
5250;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2015 juli;3160;1490;30;160;640;840
5251;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2015 augustus;3140;1470;30;160;640;830
5252;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2015 september;3140;1460;30;160;650;840
5253;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2015 oktober;3130;1440;30;160;650;850
5254;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2015 november;3130;1430;30;160;660;850
5255;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2015 december;3100;1410;30;160;670;850
5256;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2010 januari;3400;2520;80;180;130;480
5257;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2010 februari;3400;2510;80;180;140;490
5258;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2010 maart;3390;2480;80;180;140;510
5259;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2010 april;3400;2470;80;180;150;530
5260;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2010 mei;3400;2450;80;180;150;540
5261;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2010 juni;3390;2420;80;180;150;560
5262;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2010 juli;3530;2480;80;250;160;570
5263;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2010 augustus;3540;2470;80;260;160;580
5264;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2010 september;3560;2460;80;260;160;610
5265;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2010 oktober;3560;2440;80;260;160;620
5266;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2010 november;3550;2410;70;270;170;630
5267;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2010 december;3560;2390;70;270;180;650
5268;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2011 januari;3560;2380;70;270;180;660
5269;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2011 februari;3540;2360;70;270;180;660
5270;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2011 maart;3550;2340;70;270;180;680
5271;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2011 april;3570;2340;70;270;190;690
5272;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2011 mei;3570;2320;70;280;200;700
5273;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2011 juni;3540;2280;70;280;200;710
5274;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2011 juli;3540;2260;70;290;210;710
5275;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2011 augustus;3550;2250;70;290;210;720
5276;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2011 september;3550;2240;70;300;210;740
5277;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2011 oktober;3560;2230;60;300;210;750
5278;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2011 november;3580;2230;60;300;210;770
5279;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2011 december;3620;2210;60;310;220;820
5280;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2012 januari;3630;2200;60;310;220;840
5281;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2012 februari;3630;2180;60;310;220;850
5282;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2012 maart;3630;2160;60;310;230;870
5283;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2012 april;3640;2150;60;310;230;880
5284;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2012 mei;3650;2150;60;320;240;890
5285;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2012 juni;3650;2140;60;320;240;890
5286;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2012 juli;3650;2120;60;320;240;910
5287;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2012 augustus;3650;2100;60;320;250;920
5288;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2012 september;3650;2090;60;320;250;930
5289;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2012 oktober;3660;2070;60;330;260;940
5290;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2012 november;3670;2060;60;340;260;950
5291;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2012 december;3670;2050;60;340;270;960
5292;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2013 januari;3690;2040;50;350;270;970
5293;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2013 februari;3690;2030;50;360;270;980
5294;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2013 maart;3690;2020;50;360;270;990
5295;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2013 april;3690;2000;50;360;270;1000
5296;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2013 mei;3700;1990;50;370;280;1020
5297;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2013 juni;3710;1970;50;370;280;1030
5298;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2013 juli;3740;1960;50;380;290;1060
5299;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2013 augustus;3730;1940;50;380;290;1070
5300;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2013 september;3760;1930;50;390;300;1090
5301;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2013 oktober;3750;1920;50;390;300;1090
5302;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2013 november;3740;1910;50;390;300;1100
5303;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2013 december;3750;1900;50;390;300;1110
5304;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2014 januari;3770;1900;50;400;300;1130
5305;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2014 februari;3780;1890;50;400;310;1140
5306;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2014 maart;3780;1880;50;410;310;1140
5307;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2014 april;3800;1860;50;410;320;1160
5308;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2014 mei;3810;1850;50;420;310;1180
5309;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2014 juni;3790;1840;40;420;320;1180
5310;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2014 juli;3780;1820;40;420;320;1180
5311;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2014 augustus;3800;1810;50;430;320;1190
5312;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2014 september;3800;1800;50;430;330;1210
5313;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2014 oktober;3820;1780;40;430;340;1220
5314;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2014 november;3820;1770;40;430;350;1240
5315;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2014 december;3830;1760;40;430;350;1250
5316;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2015 januari;3860;1760;40;430;360;1270
5317;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2015 februari;3860;1750;40;430;370;1280
5318;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2015 maart;3880;1740;40;430;380;1290
5319;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2015 april;3880;1720;40;430;380;1310
5320;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2015 mei;3880;1700;40;430;380;1320
5321;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2015 juni;3860;1690;40;430;380;1320
5322;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2015 juli;3860;1680;40;430;390;1330
5323;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2015 augustus;3860;1670;40;430;390;1340
5324;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2015 september;3860;1660;40;420;400;1340
5325;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2015 oktober;3860;1640;40;430;400;1350
5326;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2015 november;3870;1630;40;420;410;1360
5327;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;7;2015 december;3840;1610;40;420;410;1360
5328;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2010 januari;890;690;20;70;20;90
5329;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2010 februari;890;690;20;70;20;90
5330;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2010 maart;890;680;20;70;20;100
5331;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2010 april;890;680;20;70;20;100
5332;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2010 mei;890;680;20;70;20;100
5333;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2010 juni;880;670;20;70;20;100
5334;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2010 juli;860;630;20;80;20;110
5335;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2010 augustus;860;630;20;80;20;110
5336;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2010 september;860;630;20;80;20;110
5337;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2010 oktober;870;630;20;80;20;110
5338;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2010 november;870;630;20;80;20;120
5339;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2010 december;880;620;20;80;30;120
5340;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2011 januari;870;620;20;80;30;120
5341;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2011 februari;880;620;20;80;30;130
5342;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2011 maart;880;620;20;80;30;130
5343;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2011 april;870;610;20;80;30;130
5344;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2011 mei;870;610;20;80;30;140
5345;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2011 juni;880;610;20;80;30;140
5346;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2011 juli;880;600;20;80;30;140
5347;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2011 augustus;870;600;20;80;30;140
5348;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2011 september;870;590;20;80;40;140
5349;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2011 oktober;880;590;20;80;40;150
5350;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2011 november;880;590;20;80;40;150
5351;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2011 december;870;590;20;80;30;140
5352;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2012 januari;870;590;20;90;30;150
5353;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2012 februari;870;580;20;90;30;150
5354;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2012 maart;870;580;20;90;30;150
5355;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;8;2012 april;870;580;20;90;40;150
