ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;RegelmatigVeelKrachtZetten_1;RegelmatigHardPraten_2;RegelmatigTeMakenMetTrillingen_3;GevaarlijkWerkTot2018_4;GevaarlijkWerkVanaf2018_5;Vallen_6;Struikelen_7;Bekneld_8;Snijden_9;Botsen_10;GevaarlijkeStoffen_11;Geweld_12;Verbranden_13;Verstikking_14;Anders_15;WaterigeOplossingen_16;StoffenOpHuid_17;AdemtStoffenIn_18;BesmettePersonen_19;WerktMetOfDichtbijOngezondeStoffen_20;Besmettingskans_21;BesmettingskansViaPatienten_22;BesmettingskansViaAndereMensen_23;BesmettingskansViaDieren_24;BesmettingskansViaWater_25;BesmettingskansViaOnderzoeksmateriaal_26;BesmettingskansViaAnderMateriaal_27;InOngemakkelijkeWerkhoudingWerken_28;TijdensWerkRepeterendeBewegingMaken_29;UurPerDagAanBeeldschermVoorWerk_30
1419;P Onderwijs;Waarde;2014;3.4;4.7;1.1;0.9;;;;;;;;;;;;5.6;3.0;2.4;4.0;;;;;;;;;3.7;13.2;4.0
1420;P Onderwijs;Waarde;2015;4.2;4.7;1.8;0.9;;;;;;;;;;;;4.1;2.3;2.3;4.2;;;;;;;;;4.0;12.6;4.1
1421;P Onderwijs;Waarde;2016;3.5;4.7;1.7;0.6;;;;;;;;;;;;5.7;4.2;3.1;5.0;;;;;;;;;3.6;11.6;4.1
1422;P Onderwijs;Waarde;2017;4.6;5.5;2.2;1.1;;;;;;;;;;;;5.5;4.0;3.2;6.1;;;;;;;;;3.7;13.1;4.1
1423;P Onderwijs;Waarde;2018;4.0;5.6;1.6;;4.1;0.2;0.9;0.1;0.7;0.7;0.7;1.2;0.5;0.2;0.9;5.8;3.8;3.2;6.7;;;;;;;;;3.8;11.9;4.2
1424;P Onderwijs;Waarde;2019;4.5;5.9;1.5;;3.9;0.2;1.1;0.2;1.0;0.5;0.6;1.0;0.6;0.1;0.9;6.1;4.5;3.3;6.5;;;;;;;;;4.0;11.1;4.1
1425;P Onderwijs;Waarde;2020;3.2;4.7;1.5;;3.8;0.1;0.7;0.1;0.9;0.4;0.7;0.7;0.5;0.0;1.2;6.3;4.2;3.4;11.8;;;;;;;;;3.2;10.6;4.7
1426;P Onderwijs;Waarde;2021;2.9;4.8;1.2;;3.2;0.1;0.7;0.1;0.5;0.4;0.5;0.7;0.2;0.1;0.9;5.8;4.2;3.2;13.2;;;;;;;;;3.1;10.4;4.6
1427;P Onderwijs;Waarde;2022;3.8;5.5;1.2;;3.2;0.2;0.8;0.1;0.6;0.3;0.6;0.7;0.5;0.1;0.8;;;;;1.8;72.8;2.2;69.5;0.9;0.6;1.2;0.7;3.1;8.9;4.5
1428;P Onderwijs;Waarde;2023;4.5;6.2;1.4;;3.4;0.3;0.7;0.1;0.6;0.4;1.0;0.8;0.3;0.1;0.7;;;;;2.1;67.9;1.9;65.7;0.7;0.5;0.8;0.6;3.9;9.8;4.4
1429;P Onderwijs;Waarde;2024;4.6;7.0;1.5;;3.4;0.2;0.8;0.2;0.5;0.6;0.7;1.0;0.3;0.1;0.7;;;;;2.0;65.8;2.1;63.0;0.8;0.6;1.1;0.7;3.9;10.3;4.4
1430;P Onderwijs;Ondergrens 95%-interval;2014;2.7;3.9;0.8;0.6;;;;;;;;;;;;4.7;2.4;1.8;3.3;;;;;;;;;3.0;11.8;3.9
1431;P Onderwijs;Ondergrens 95%-interval;2015;3.5;3.9;1.3;0.6;;;;;;;;;;;;3.4;1.8;1.8;3.5;;;;;;;;;3.3;11.4;4.0
1432;P Onderwijs;Ondergrens 95%-interval;2016;2.8;3.9;1.2;0.4;;;;;;;;;;;;4.8;3.5;2.5;4.3;;;;;;;;;3.0;10.4;4.0
1433;P Onderwijs;Ondergrens 95%-interval;2017;3.9;4.6;1.7;0.7;;;;;;;;;;;;4.7;3.3;2.6;5.2;;;;;;;;;3.0;11.8;4.0
1434;P Onderwijs;Ondergrens 95%-interval;2018;3.6;5.1;1.2;;3.5;0.1;0.6;0.0;0.5;0.5;0.5;0.9;0.3;0.1;0.6;5.2;3.3;2.7;6.1;;;;;;;;;3.3;11.0;4.1
1435;P Onderwijs;Ondergrens 95%-interval;2019;4.0;5.5;1.2;;3.4;0.1;0.8;0.1;0.7;0.3;0.4;0.8;0.4;0.1;0.7;5.5;4.0;2.8;5.9;;;;;;;;;3.6;10.3;4.1
1436;P Onderwijs;Ondergrens 95%-interval;2020;2.7;4.2;1.2;;3.3;0.0;0.5;0.0;0.6;0.2;0.4;0.5;0.3;0.0;1.0;5.6;3.7;2.9;11.0;;;;;;;;;2.7;9.7;4.7
1437;P Onderwijs;Ondergrens 95%-interval;2021;2.5;4.3;0.9;;2.7;0.0;0.5;0.0;0.3;0.2;0.3;0.5;0.1;0.0;0.7;5.1;3.6;2.7;12.4;;;;;;;;;2.7;9.4;4.5
1438;P Onderwijs;Ondergrens 95%-interval;2022;3.3;5.0;0.9;;2.7;0.1;0.5;0.0;0.4;0.2;0.4;0.5;0.3;0.1;0.6;;;;;1.4;71.5;1.9;68.1;0.7;0.4;0.9;0.5;2.7;8.1;4.4
1439;P Onderwijs;Ondergrens 95%-interval;2023;4.0;5.7;1.0;;2.9;0.1;0.5;0.0;0.4;0.3;0.7;0.7;0.2;0.0;0.5;;;;;1.7;66.6;1.6;64.5;0.5;0.3;0.6;0.4;3.5;9.0;4.3
1440;P Onderwijs;Ondergrens 95%-interval;2024;4.1;6.5;1.2;;3.0;0.1;0.6;0.1;0.4;0.4;0.5;0.8;0.2;0.0;0.5;;;;;1.6;64.5;1.8;61.8;0.6;0.4;0.8;0.5;3.5;9.5;4.4
1441;P Onderwijs;Bovengrens 95%-interval;2014;4.3;5.7;1.7;1.4;;;;;;;;;;;;6.7;3.8;3.2;4.9;;;;;;;;;4.6;14.7;4.1
1442;P Onderwijs;Bovengrens 95%-interval;2015;5.1;5.6;2.5;1.4;;;;;;;;;;;;5.0;3.0;3.0;5.0;;;;;;;;;4.9;14.0;4.1
1443;P Onderwijs;Bovengrens 95%-interval;2016;4.3;5.6;2.4;1.0;;;;;;;;;;;;6.7;5.0;3.9;5.9;;;;;;;;;4.4;12.9;4.2
1444;P Onderwijs;Bovengrens 95%-interval;2017;5.5;6.4;3.0;1.6;;;;;;;;;;;;6.4;4.8;4.0;7.1;;;;;;;;;4.5;14.4;4.2
1445;P Onderwijs;Bovengrens 95%-interval;2018;4.6;6.2;2.1;;4.7;0.4;1.2;0.3;1.1;1.1;1.1;1.4;0.8;0.5;1.3;6.6;4.4;3.8;7.4;;;;;;;;;4.3;12.8;4.3
1446;P Onderwijs;Bovengrens 95%-interval;2019;5.1;6.5;2.0;;4.5;0.4;1.4;0.4;1.3;0.8;1.0;1.3;1.0;0.3;1.3;6.9;5.2;3.8;7.1;;;;;;;;;4.5;12.0;4.2
1447;P Onderwijs;Bovengrens 95%-interval;2020;3.8;5.2;2.0;;4.5;0.3;1.1;0.3;1.2;0.7;1.1;1.0;0.8;0.1;1.5;7.1;4.8;4.0;12.5;;;;;;;;;3.7;11.5;4.8
1448;P Onderwijs;Bovengrens 95%-interval;2021;3.4;5.2;1.7;;3.8;0.6;1.0;0.3;0.8;0.7;0.8;0.9;0.4;0.3;1.3;6.6;4.8;3.8;14.1;;;;;;;;;3.6;11.3;4.6
1449;P Onderwijs;Bovengrens 95%-interval;2022;4.3;6.0;1.7;;3.8;0.4;1.1;0.3;0.9;0.6;1.0;0.9;0.8;0.4;1.1;;;;;2.3;74.1;2.7;70.8;1.3;1.0;1.6;1.1;3.5;9.7;4.6
1450;P Onderwijs;Bovengrens 95%-interval;2023;5.1;6.8;1.8;;4.0;0.5;1.0;0.3;0.9;0.7;1.4;1.0;0.5;0.3;1.0;;;;;2.7;69.1;2.2;67.0;0.9;0.7;1.2;1.0;4.4;10.7;4.5
1451;P Onderwijs;Bovengrens 95%-interval;2024;5.2;7.5;1.9;;4.0;0.4;1.1;0.4;0.8;0.9;1.1;1.2;0.4;0.3;1.0;;;;;2.6;67.1;2.4;64.3;1.1;0.9;1.5;1.0;4.5;11.2;4.5
1452;Q Gezondheids- en welzijnszorg;Waarde;2014;29.0;2.1;3.6;3.7;;;;;;;;;;;;32.0;14.0;4.5;15.4;;;;;;;;;16.2;31.6;3.1
1453;Q Gezondheids- en welzijnszorg;Waarde;2015;29.1;2.5;3.7;3.8;;;;;;;;;;;;30.8;13.3;4.4;15.8;;;;;;;;;16.3;32.6;3.2
1454;Q Gezondheids- en welzijnszorg;Waarde;2016;27.6;2.2;4.0;4.0;;;;;;;;;;;;29.9;12.7;4.4;16.2;;;;;;;;;15.6;31.0;3.3
1455;Q Gezondheids- en welzijnszorg;Waarde;2017;29.9;2.6;3.7;3.6;;;;;;;;;;;;29.1;12.7;4.8;16.2;;;;;;;;;17.5;31.8;3.4
1456;Q Gezondheids- en welzijnszorg;Waarde;2018;28.0;2.5;3.2;;14.6;0.2;2.7;0.2;4.0;0.9;1.6;6.0;0.6;0.2;4.1;28.6;12.2;4.4;17.6;;;;;;;;;17.8;32.5;3.5
1457;Q Gezondheids- en welzijnszorg;Waarde;2019;28.1;3.0;3.5;;14.5;0.2;2.5;0.1;3.4;0.9;1.8;6.6;0.4;0.3;3.8;27.7;12.5;4.2;17.9;;;;;;;;;18.2;31.0;3.4
1458;Q Gezondheids- en welzijnszorg;Waarde;2020;24.0;2.5;3.1;;12.0;0.2;1.9;0.1;2.7;0.5;1.3;4.5;0.5;0.2;4.3;24.2;11.1;3.6;21.2;;;;;;;;;15.6;29.0;3.6
1459;Q Gezondheids- en welzijnszorg;Waarde;2021;25.2;2.8;3.4;;12.2;0.1;2.1;0.2;3.2;0.7;1.6;4.3;0.6;0.2;3.8;24.6;10.6;3.8;22.2;;;;;;;;;17.4;29.6;3.5
1460;Q Gezondheids- en welzijnszorg;Waarde;2022;28.4;2.8;3.4;;11.5;0.2;2.2;0.2;2.9;0.6;1.5;5.0;0.6;0.3;3.1;;;;;6.7;87.4;65.3;47.4;1.0;2.8;2.2;3.0;17.7;30.1;3.5
1461;Q Gezondheids- en welzijnszorg;Waarde;2023;26.7;3.2;3.0;;11.2;0.2;2.1;0.3;2.8;0.6;1.5;5.1;0.4;0.3;2.6;;;;;6.8;85.1;63.2;42.0;1.2;2.0;2.0;2.6;16.9;28.4;3.5
1462;Q Gezondheids- en welzijnszorg;Waarde;2024;26.6;3.4;2.9;;11.7;0.2;2.3;0.1;3.2;0.9;1.8;5.0;0.4;0.3;2.6;;;;;7.2;84.0;62.7;40.5;1.1;2.4;2.0;2.6;16.9;29.1;3.6
1463;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2014;27.7;1.7;3.0;3.2;;;;;;;;;;;;30.7;13.0;3.9;14.4;;;;;;;;;15.2;30.3;3.1
1464;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2015;28.1;2.1;3.2;3.3;;;;;;;;;;;;29.7;12.5;3.9;14.9;;;;;;;;;15.4;31.4;3.2
1465;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2016;26.5;1.9;3.5;3.6;;;;;;;;;;;;28.8;11.9;3.9;15.4;;;;;;;;;14.7;29.9;3.2
1466;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2017;28.8;2.3;3.3;3.1;;;;;;;;;;;;28.0;11.9;4.3;15.3;;;;;;;;;16.6;30.6;3.3
1467;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2018;27.1;2.1;2.9;;13.8;0.1;2.3;0.1;3.6;0.8;1.4;5.5;0.5;0.1;3.7;27.7;11.5;4.0;16.8;;;;;;;;;17.0;31.5;3.4
1468;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2019;27.1;2.7;3.1;;13.7;0.1;2.2;0.1;3.0;0.7;1.5;6.1;0.3;0.2;3.4;26.7;11.7;3.7;17.1;;;;;;;;;17.4;30.0;3.4
1469;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2020;23.1;2.1;2.7;;11.3;0.1;1.6;0.1;2.4;0.3;1.0;4.1;0.3;0.1;3.9;23.2;10.4;3.2;20.3;;;;;;;;;14.8;28.0;3.6
1470;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2021;24.2;2.4;3.0;;11.5;0.1;1.8;0.1;2.8;0.5;1.3;3.9;0.4;0.1;3.4;23.6;9.9;3.3;21.2;;;;;;;;;16.5;28.6;3.5
1471;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2022;27.5;2.5;3.0;;10.8;0.1;1.9;0.2;2.5;0.5;1.2;4.6;0.4;0.2;2.7;;;;;6.1;86.6;64.3;46.3;0.8;2.5;1.9;2.6;16.9;29.1;3.5
1472;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2023;25.7;2.8;2.7;;10.5;0.1;1.8;0.2;2.5;0.5;1.2;4.6;0.3;0.2;2.3;;;;;6.3;84.4;62.2;41.0;1.0;1.7;1.8;2.3;16.1;27.4;3.4
1473;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2024;25.7;3.0;2.5;;11.1;0.1;2.0;0.1;2.9;0.7;1.5;4.5;0.3;0.2;2.3;;;;;6.6;83.3;61.7;39.5;0.9;2.1;1.7;2.3;16.1;28.1;3.6
1474;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2014;30.3;2.5;4.2;4.3;;;;;;;;;;;;33.3;15.0;5.1;16.5;;;;;;;;;17.3;33.0;3.2
1475;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2015;30.3;2.9;4.2;4.3;;;;;;;;;;;;31.9;14.2;4.9;16.7;;;;;;;;;17.2;33.8;3.3
1476;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2016;28.7;2.6;4.5;4.5;;;;;;;;;;;;31.0;13.6;5.0;17.1;;;;;;;;;16.5;32.1;3.4
1477;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2017;31.1;3.1;4.2;4.0;;;;;;;;;;;;30.2;13.5;5.4;17.1;;;;;;;;;18.5;32.9;3.4
1478;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2018;29.0;2.8;3.6;;15.4;0.4;3.0;0.4;4.5;1.2;1.9;6.5;0.8;0.3;4.5;29.6;12.9;4.9;18.4;;;;;;;;;18.7;33.5;3.5
1479;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2019;29.0;3.4;4.0;;15.3;0.3;2.9;0.3;3.8;1.1;2.1;7.2;0.6;0.4;4.2;28.7;13.2;4.6;18.8;;;;;;;;;19.1;32.0;3.5
1480;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2020;25.0;2.9;3.5;;12.8;0.3;2.3;0.2;3.1;0.6;1.6;5.0;0.7;0.3;4.8;25.1;11.8;4.0;22.1;;;;;;;;;16.5;30.0;3.7
1481;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2021;26.2;3.2;3.9;;13.0;0.2;2.5;0.3;3.6;0.9;1.9;4.8;0.8;0.4;4.3;25.6;11.4;4.2;23.1;;;;;;;;;18.3;30.7;3.6
1482;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2022;29.4;3.2;3.8;;12.2;0.3;2.6;0.4;3.3;0.8;1.8;5.5;0.7;0.4;3.5;;;;;7.2;88.1;66.3;48.5;1.2;3.2;2.5;3.4;18.5;31.1;3.6
1483;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2023;27.6;3.6;3.4;;11.9;0.4;2.5;0.4;3.2;0.8;1.8;5.6;0.6;0.4;3.0;;;;;7.4;85.9;64.2;43.1;1.4;2.3;2.4;2.9;17.7;29.3;3.6
1484;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2024;27.5;3.8;3.2;;12.4;0.4;2.6;0.3;3.6;1.1;2.1;5.4;0.6;0.5;3.0;;;;;7.8;84.8;63.6;41.5;1.3;2.7;2.3;3.0;17.7;30.0;3.7
1485;86 Gezondheidszorg;Waarde;2014;21.0;2.3;3.7;4.9;;;;;;;;;;;;25.4;12.2;6.4;21.6;;;;;;;;;15.6;30.5;4.2
1486;86 Gezondheidszorg;Waarde;2015;20.9;2.3;4.3;5.0;;;;;;;;;;;;26.4;10.7;6.1;22.7;;;;;;;;;15.4;31.1;4.2
1487;86 Gezondheidszorg;Waarde;2016;20.1;2.8;4.1;5.2;;;;;;;;;;;;25.2;11.4;5.8;23.4;;;;;;;;;14.3;30.1;4.3
1488;86 Gezondheidszorg;Waarde;2017;20.2;2.9;3.6;4.4;;;;;;;;;;;;24.8;11.5;6.6;22.9;;;;;;;;;15.4;29.9;4.4
1489;86 Gezondheidszorg;Waarde;2018;18.7;2.1;3.3;;17.6;0.2;2.0;0.1;7.6;1.1;3.3;5.0;0.5;0.1;5.7;23.4;10.9;6.8;23.8;;;;;;;;;16.5;30.3;4.6
1490;86 Gezondheidszorg;Waarde;2019;20.3;2.7;3.4;;17.1;0.1;2.0;0.2;6.1;0.9;3.8;5.6;0.4;0.1;5.5;22.7;11.2;5.8;24.0;;;;;;;;;17.0;29.2;4.5
1491;86 Gezondheidszorg;Waarde;2020;16.8;2.7;3.1;;16.3;0.0;1.2;0.1;5.0;0.8;2.7;4.4;0.3;0.1;6.9;19.7;9.4;5.0;28.3;;;;;;;;;14.3;27.1;4.8
1492;86 Gezondheidszorg;Waarde;2021;18.0;2.4;3.3;;15.4;0.1;1.2;0.1;6.5;0.7;3.4;3.7;0.3;0.1;5.8;20.5;9.1;4.8;29.7;;;;;;;;;16.3;27.6;4.7
1493;86 Gezondheidszorg;Waarde;2022;19.1;2.6;3.8;;13.7;0.0;1.6;0.3;5.3;0.7;3.3;4.2;0.7;0.1;4.4;;;;;11.0;86.4;72.5;39.0;0.5;1.8;4.5;2.9;15.6;26.6;4.7
1494;86 Gezondheidszorg;Waarde;2023;17.6;2.9;3.0;;13.8;0.2;1.3;0.4;5.3;0.8;3.1;4.7;0.4;0.3;3.8;;;;;11.2;85.0;71.4;34.4;0.3;1.1;4.0;2.7;15.4;25.7;4.7
1495;86 Gezondheidszorg;Waarde;2024;17.1;2.4;3.0;;14.4;0.1;1.2;0.1;6.2;1.0;3.6;4.3;0.3;0.2;3.9;;;;;12.2;83.2;70.9;31.8;0.3;2.0;4.1;2.9;15.6;26.4;4.9
1496;86 Gezondheidszorg;Ondergrens 95%-interval;2014;19.3;1.7;2.9;4.1;;;;;;;;;;;;23.5;10.8;5.4;19.9;;;;;;;;;14.0;28.6;4.1
1497;86 Gezondheidszorg;Ondergrens 95%-interval;2015;19.4;1.8;3.6;4.2;;;;;;;;;;;;24.7;9.6;5.2;21.2;;;;;;;;;14.1;29.4;4.2
1498;86 Gezondheidszorg;Ondergrens 95%-interval;2016;18.6;2.2;3.4;4.4;;;;;;;;;;;;23.6;10.3;5.0;21.8;;;;;;;;;13.0;28.4;4.2
1499;86 Gezondheidszorg;Ondergrens 95%-interval;2017;18.7;2.3;2.9;3.7;;;;;;;;;;;;23.2;10.3;5.7;21.3;;;;;;;;;14.1;28.2;4.4
1500;86 Gezondheidszorg;Ondergrens 95%-interval;2018;17.5;1.7;2.7;;16.4;0.1;1.6;0.0;6.7;0.8;2.8;4.3;0.3;0.0;5.0;22.0;9.9;6.0;22.4;;;;;;;;;15.3;28.8;4.5
1501;86 Gezondheidszorg;Ondergrens 95%-interval;2019;18.9;2.2;2.9;;15.9;0.1;1.5;0.1;5.4;0.7;3.2;4.8;0.2;0.0;4.8;21.3;10.1;5.0;22.5;;;;;;;;;15.8;27.6;4.5
1502;86 Gezondheidszorg;Ondergrens 95%-interval;2020;15.6;2.2;2.5;;15.0;0.0;0.9;0.1;4.3;0.6;2.2;3.7;0.2;0.0;6.1;18.3;8.4;4.3;26.8;;;;;;;;;13.1;25.6;4.7
1503;86 Gezondheidszorg;Ondergrens 95%-interval;2021;16.7;1.9;2.7;;14.2;0.0;0.9;0.1;5.6;0.4;2.8;3.1;0.2;0.0;5.0;19.0;8.1;4.1;28.0;;;;;;;;;15.0;26.1;4.6
1504;86 Gezondheidszorg;Ondergrens 95%-interval;2022;17.8;2.1;3.2;;12.6;0.0;1.2;0.1;4.6;0.5;2.7;3.6;0.4;0.0;3.8;;;;;9.9;85.2;70.9;37.3;0.3;1.4;3.8;2.4;14.4;25.2;4.6
1505;86 Gezondheidszorg;Ondergrens 95%-interval;2023;16.4;2.4;2.5;;12.7;0.1;1.0;0.2;4.6;0.6;2.5;4.0;0.2;0.1;3.2;;;;;10.2;83.7;69.9;32.9;0.1;0.8;3.4;2.2;14.3;24.2;4.6
1506;86 Gezondheidszorg;Ondergrens 95%-interval;2024;15.9;1.9;2.4;;13.2;0.0;0.9;0.0;5.5;0.7;3.0;3.7;0.2;0.1;3.3;;;;;11.2;81.9;69.4;30.3;0.2;1.6;3.5;2.4;14.4;25.0;4.8
1507;86 Gezondheidszorg;Bovengrens 95%-interval;2014;22.9;3.0;4.6;6.0;;;;;;;;;;;;27.4;13.7;7.6;23.4;;;;;;;;;17.2;32.6;4.3
1508;86 Gezondheidszorg;Bovengrens 95%-interval;2015;22.5;3.0;5.2;5.9;;;;;;;;;;;;28.1;12.0;7.1;24.4;;;;;;;;;16.8;32.9;4.3
1509;86 Gezondheidszorg;Bovengrens 95%-interval;2016;21.7;3.5;5.0;6.1;;;;;;;;;;;;26.9;12.7;6.8;25.0;;;;;;;;;15.7;31.8;4.4
1510;86 Gezondheidszorg;Bovengrens 95%-interval;2017;21.8;3.7;4.4;5.3;;;;;;;;;;;;26.6;12.8;7.7;24.5;;;;;;;;;16.8;31.6;4.5
1511;86 Gezondheidszorg;Bovengrens 95%-interval;2018;20.1;2.7;3.9;;18.9;0.3;2.5;0.3;8.5;1.5;4.0;5.8;0.8;0.2;6.5;24.9;12.0;7.7;25.2;;;;;;;;;17.8;31.9;4.6
1512;86 Gezondheidszorg;Bovengrens 95%-interval;2019;21.7;3.3;4.1;;18.5;0.3;2.5;0.4;7.0;1.3;4.5;6.4;0.7;0.4;6.4;24.2;12.3;6.6;25.5;;;;;;;;;18.4;30.7;4.6
1513;86 Gezondheidszorg;Bovengrens 95%-interval;2020;18.2;3.3;3.7;;17.6;;1.6;0.3;5.8;1.2;3.4;5.2;0.6;0.3;7.9;21.1;10.4;5.8;29.9;;;;;;;;;15.5;28.6;4.9
1514;86 Gezondheidszorg;Bovengrens 95%-interval;2021;19.5;3.0;4.0;;16.8;0.3;1.7;0.4;7.4;1.0;4.1;4.5;0.6;0.3;6.8;22.0;10.2;5.7;31.3;;;;;;;;;17.6;29.3;4.8
1515;86 Gezondheidszorg;Bovengrens 95%-interval;2022;20.5;3.1;4.5;;15.0;0.1;2.1;0.6;6.1;1.0;4.0;5.0;1.0;0.4;5.2;;;;;12.2;87.5;73.9;40.6;0.8;2.4;5.3;3.6;16.9;28.2;4.7
1516;86 Gezondheidszorg;Bovengrens 95%-interval;2023;18.9;3.5;3.6;;15.0;0.5;1.7;0.7;6.1;1.2;3.7;5.4;0.7;0.5;4.5;;;;;12.4;86.1;72.9;36.0;0.5;1.5;4.7;3.3;16.7;27.2;4.8
1517;86 Gezondheidszorg;Bovengrens 95%-interval;2024;18.3;2.9;3.6;;15.6;0.2;1.6;0.4;7.1;1.4;4.2;5.0;0.6;0.5;4.6;;;;;13.4;84.4;72.3;33.3;0.6;2.6;4.9;3.5;16.8;27.8;5.0
1518;87-88 Verzorging en welzijn;Waarde;2014;34.4;2.0;3.5;2.9;;;;;;;;;;;;36.5;15.2;3.1;11.2;;;;;;;;;16.6;32.4;2.3
1519;87-88 Verzorging en welzijn;Waarde;2015;35.0;2.6;3.2;2.9;;;;;;;;;;;;33.9;15.1;3.1;10.9;;;;;;;;;16.9;33.7;2.5
1520;87-88 Verzorging en welzijn;Waarde;2016;33.1;1.8;3.9;3.2;;;;;;;;;;;;33.4;13.7;3.4;10.9;;;;;;;;;16.6;31.7;2.5
1521;87-88 Verzorging en welzijn;Waarde;2017;36.9;2.5;3.8;2.9;;;;;;;;;;;;32.1;13.5;3.5;11.4;;;;;;;;;19.1;33.1;2.6
1522;87-88 Verzorging en welzijn;Waarde;2018;34.9;2.7;3.2;;12.3;0.3;3.2;0.3;1.4;0.8;0.4;6.8;0.7;0.2;2.9;32.5;13.2;2.7;13.0;;;;;;;;;18.8;34.2;2.6
1523;87-88 Verzorging en welzijn;Waarde;2019;33.6;3.3;3.6;;12.6;0.2;2.9;0.1;1.5;0.9;0.3;7.3;0.5;0.4;2.6;31.3;13.4;3.0;13.6;;;;;;;;;19.0;32.2;2.6
1524;87-88 Verzorging en welzijn;Waarde;2020;29.0;2.3;3.1;;9.1;0.3;2.4;0.1;1.1;0.2;0.3;4.6;0.6;0.3;2.5;27.3;12.3;2.6;16.2;;;;;;;;;16.6;30.3;2.8
1525;87-88 Verzorging en welzijn;Waarde;2021;30.2;3.0;3.5;;10.0;0.2;2.7;0.2;0.9;0.7;0.4;4.7;0.7;0.3;2.5;27.5;11.7;3.0;17.0;;;;;;;;;18.2;31.0;2.7
1526;87-88 Verzorging en welzijn;Waarde;2022;34.8;3.0;3.1;;10.0;0.3;2.7;0.2;1.2;0.6;0.2;5.5;0.5;0.4;2.1;;;;;3.6;88.0;60.4;53.3;1.3;3.5;0.6;3.0;19.1;32.4;2.7
1527;87-88 Verzorging en welzijn;Waarde;2023;32.8;3.4;3.1;;9.4;0.2;2.7;0.2;1.2;0.5;0.4;5.4;0.4;0.3;1.8;;;;;3.8;85.3;57.5;47.2;1.8;2.6;0.7;2.5;17.9;30.2;2.7
1528;87-88 Verzorging en welzijn;Waarde;2024;32.9;4.0;2.8;;10.0;0.3;3.0;0.2;1.2;0.8;0.6;5.4;0.5;0.4;1.8;;;;;3.7;84.6;57.2;46.4;1.5;2.7;0.5;2.5;17.7;30.9;2.7
1529;87-88 Verzorging en welzijn;Ondergrens 95%-interval;2014;32.7;1.5;2.8;2.3;;;;;;;;;;;;34.8;13.9;2.5;10.0;;;;;;;;;15.3;30.7;2.3
1530;87-88 Verzorging en welzijn;Ondergrens 95%-interval;2015;33.5;2.1;2.7;2.4;;;;;;;;;;;;32.4;14.0;2.6;9.9;;;;;;;;;15.7;32.2;2.4
1531;87-88 Verzorging en welzijn;Ondergrens 95%-interval;2016;31.6;1.4;3.3;2.7;;;;;;;;;;;;31.9;12.6;2.8;10.0;;;;;;;;;15.5;30.2;2.5
1532;87-88 Verzorging en welzijn;Ondergrens 95%-interval;2017;35.4;2.0;3.2;2.4;;;;;;;;;;;;30.6;12.4;2.9;10.4;;;;;;;;;17.8;31.6;2.5
1533;87-88 Verzorging en welzijn;Ondergrens 95%-interval;2018;33.6;2.3;2.7;;11.4;0.2;2.7;0.2;1.1;0.6;0.2;6.1;0.5;0.1;2.4;31.2;12.3;2.3;12.1;;;;;;;;;17.7;32.9;2.6
1534;87-88 Verzorging en welzijn;Ondergrens 95%-interval;2019;32.2;2.8;3.1;;11.6;0.1;2.4;0.0;1.2;0.7;0.2;6.6;0.3;0.3;2.1;29.9;12.4;2.5;12.6;;;;;;;;;17.9;30.9;2.6
1535;87-88 Verzorging en welzijn;Ondergrens 95%-interval;2020;27.7;1.9;2.6;;8.3;0.1;2.0;0.1;0.8;0.1;0.1;4.0;0.4;0.1;2.1;26.0;11.3;2.2;15.2;;;;;;;;;15.5;29.0;2.7
1536;87-88 Verzorging en welzijn;Ondergrens 95%-interval;2021;28.8;2.5;2.9;;9.1;0.1;2.3;0.1;0.7;0.5;0.2;4.1;0.5;0.2;2.0;26.1;10.8;2.5;15.9;;;;;;;;;17.0;29.6;2.6
