ID;Sex;Age;MaritalStatus;CaribbeanNetherlands;Periods;Death_1
5658;Total male and female;95 to 99 years;Widowed;Saba;2014;0.0
5659;Total male and female;95 to 99 years;Widowed;Saba;2015;1.0
5660;Total male and female;95 to 99 years;Widowed;Saba;2016;0.0
5661;Total male and female;95 to 99 years;Widowed;Saba;2017;0.0
5662;Total male and female;95 to 99 years;Widowed;Saba;2018;1.0
5663;Total male and female;95 to 99 years;Widowed;Saba;2019;0.0
5664;Total male and female;95 to 99 years;Widowed;Saba;2020;0.0
5665;Total male and female;95 to 99 years;Widowed;Saba;2021;1.0
5666;Total male and female;95 to 99 years;Widowed;Saba;2022;1.0
5667;Total male and female;95 to 99 years;Widowed;Saba;2023;0.0
5668;Total male and female;95 to 99 years;Divorced;Caribbean Netherlands;2011;0.0
5669;Total male and female;95 to 99 years;Divorced;Caribbean Netherlands;2012;0.0
5670;Total male and female;95 to 99 years;Divorced;Caribbean Netherlands;2013;0.0
5671;Total male and female;95 to 99 years;Divorced;Caribbean Netherlands;2014;0.0
5672;Total male and female;95 to 99 years;Divorced;Caribbean Netherlands;2015;1.0
5673;Total male and female;95 to 99 years;Divorced;Caribbean Netherlands;2016;0.0
5674;Total male and female;95 to 99 years;Divorced;Caribbean Netherlands;2017;0.0
5675;Total male and female;95 to 99 years;Divorced;Caribbean Netherlands;2018;0.0
5676;Total male and female;95 to 99 years;Divorced;Caribbean Netherlands;2019;0.0
5677;Total male and female;95 to 99 years;Divorced;Caribbean Netherlands;2020;1.0
5678;Total male and female;95 to 99 years;Divorced;Caribbean Netherlands;2021;2.0
5679;Total male and female;95 to 99 years;Divorced;Caribbean Netherlands;2022;1.0
5680;Total male and female;95 to 99 years;Divorced;Caribbean Netherlands;2023;0.0
5681;Total male and female;95 to 99 years;Divorced;Bonaire;2011;0.0
5682;Total male and female;95 to 99 years;Divorced;Bonaire;2012;0.0
5683;Total male and female;95 to 99 years;Divorced;Bonaire;2013;0.0
5684;Total male and female;95 to 99 years;Divorced;Bonaire;2014;0.0
5685;Total male and female;95 to 99 years;Divorced;Bonaire;2015;1.0
5686;Total male and female;95 to 99 years;Divorced;Bonaire;2016;0.0
5687;Total male and female;95 to 99 years;Divorced;Bonaire;2017;0.0
5688;Total male and female;95 to 99 years;Divorced;Bonaire;2018;0.0
5689;Total male and female;95 to 99 years;Divorced;Bonaire;2019;0.0
5690;Total male and female;95 to 99 years;Divorced;Bonaire;2020;1.0
5691;Total male and female;95 to 99 years;Divorced;Bonaire;2021;2.0
5692;Total male and female;95 to 99 years;Divorced;Bonaire;2022;0.0
5693;Total male and female;95 to 99 years;Divorced;Bonaire;2023;0.0
5694;Total male and female;95 to 99 years;Divorced;St Eustatius;2011;0.0
5695;Total male and female;95 to 99 years;Divorced;St Eustatius;2012;0.0
5696;Total male and female;95 to 99 years;Divorced;St Eustatius;2013;0.0
5697;Total male and female;95 to 99 years;Divorced;St Eustatius;2014;0.0
5698;Total male and female;95 to 99 years;Divorced;St Eustatius;2015;0.0
5699;Total male and female;95 to 99 years;Divorced;St Eustatius;2016;0.0
5700;Total male and female;95 to 99 years;Divorced;St Eustatius;2017;0.0
5701;Total male and female;95 to 99 years;Divorced;St Eustatius;2018;0.0
5702;Total male and female;95 to 99 years;Divorced;St Eustatius;2019;0.0
5703;Total male and female;95 to 99 years;Divorced;St Eustatius;2020;0.0
5704;Total male and female;95 to 99 years;Divorced;St Eustatius;2021;0.0
5705;Total male and female;95 to 99 years;Divorced;St Eustatius;2022;1.0
5706;Total male and female;95 to 99 years;Divorced;St Eustatius;2023;0.0
5707;Total male and female;95 to 99 years;Divorced;Saba;2011;0.0
5708;Total male and female;95 to 99 years;Divorced;Saba;2012;0.0
5709;Total male and female;95 to 99 years;Divorced;Saba;2013;0.0
5710;Total male and female;95 to 99 years;Divorced;Saba;2014;0.0
5711;Total male and female;95 to 99 years;Divorced;Saba;2015;0.0
5712;Total male and female;95 to 99 years;Divorced;Saba;2016;0.0
5713;Total male and female;95 to 99 years;Divorced;Saba;2017;0.0
5714;Total male and female;95 to 99 years;Divorced;Saba;2018;0.0
5715;Total male and female;95 to 99 years;Divorced;Saba;2019;0.0
5716;Total male and female;95 to 99 years;Divorced;Saba;2020;0.0
5717;Total male and female;95 to 99 years;Divorced;Saba;2021;0.0
5718;Total male and female;95 to 99 years;Divorced;Saba;2022;0.0
5719;Total male and female;95 to 99 years;Divorced;Saba;2023;0.0
5720;Total male and female;100 years or older;Total marital status;Caribbean Netherlands;2011;0.0
5721;Total male and female;100 years or older;Total marital status;Caribbean Netherlands;2012;1.0
5722;Total male and female;100 years or older;Total marital status;Caribbean Netherlands;2013;1.0
5723;Total male and female;100 years or older;Total marital status;Caribbean Netherlands;2014;2.0
5724;Total male and female;100 years or older;Total marital status;Caribbean Netherlands;2015;1.0
5725;Total male and female;100 years or older;Total marital status;Caribbean Netherlands;2016;1.0
5726;Total male and female;100 years or older;Total marital status;Caribbean Netherlands;2017;2.0
5727;Total male and female;100 years or older;Total marital status;Caribbean Netherlands;2018;2.0
5728;Total male and female;100 years or older;Total marital status;Caribbean Netherlands;2019;4.0
5729;Total male and female;100 years or older;Total marital status;Caribbean Netherlands;2020;1.0
5730;Total male and female;100 years or older;Total marital status;Caribbean Netherlands;2021;0.0
5731;Total male and female;100 years or older;Total marital status;Caribbean Netherlands;2022;0.0
5732;Total male and female;100 years or older;Total marital status;Caribbean Netherlands;2023;0.0
5733;Total male and female;100 years or older;Total marital status;Bonaire;2011;0.0
5734;Total male and female;100 years or older;Total marital status;Bonaire;2012;1.0
5735;Total male and female;100 years or older;Total marital status;Bonaire;2013;1.0
5736;Total male and female;100 years or older;Total marital status;Bonaire;2014;1.0
5737;Total male and female;100 years or older;Total marital status;Bonaire;2015;1.0
5738;Total male and female;100 years or older;Total marital status;Bonaire;2016;0.0
5739;Total male and female;100 years or older;Total marital status;Bonaire;2017;1.0
5740;Total male and female;100 years or older;Total marital status;Bonaire;2018;1.0
5741;Total male and female;100 years or older;Total marital status;Bonaire;2019;3.0
5742;Total male and female;100 years or older;Total marital status;Bonaire;2020;1.0
5743;Total male and female;100 years or older;Total marital status;Bonaire;2021;0.0
5744;Total male and female;100 years or older;Total marital status;Bonaire;2022;0.0
5745;Total male and female;100 years or older;Total marital status;Bonaire;2023;0.0
5746;Total male and female;100 years or older;Total marital status;St Eustatius;2011;0.0
5747;Total male and female;100 years or older;Total marital status;St Eustatius;2012;0.0
5748;Total male and female;100 years or older;Total marital status;St Eustatius;2013;0.0
5749;Total male and female;100 years or older;Total marital status;St Eustatius;2014;0.0
5750;Total male and female;100 years or older;Total marital status;St Eustatius;2015;0.0
5751;Total male and female;100 years or older;Total marital status;St Eustatius;2016;1.0
5752;Total male and female;100 years or older;Total marital status;St Eustatius;2017;0.0
5753;Total male and female;100 years or older;Total marital status;St Eustatius;2018;1.0
5754;Total male and female;100 years or older;Total marital status;St Eustatius;2019;1.0
5755;Total male and female;100 years or older;Total marital status;St Eustatius;2020;0.0
5756;Total male and female;100 years or older;Total marital status;St Eustatius;2021;0.0
5757;Total male and female;100 years or older;Total marital status;St Eustatius;2022;0.0
5758;Total male and female;100 years or older;Total marital status;St Eustatius;2023;0.0
5759;Total male and female;100 years or older;Total marital status;Saba;2011;0.0
5760;Total male and female;100 years or older;Total marital status;Saba;2012;0.0
5761;Total male and female;100 years or older;Total marital status;Saba;2013;0.0
5762;Total male and female;100 years or older;Total marital status;Saba;2014;1.0
5763;Total male and female;100 years or older;Total marital status;Saba;2015;0.0
5764;Total male and female;100 years or older;Total marital status;Saba;2016;0.0
5765;Total male and female;100 years or older;Total marital status;Saba;2017;1.0
5766;Total male and female;100 years or older;Total marital status;Saba;2018;0.0
5767;Total male and female;100 years or older;Total marital status;Saba;2019;0.0
5768;Total male and female;100 years or older;Total marital status;Saba;2020;0.0
5769;Total male and female;100 years or older;Total marital status;Saba;2021;0.0
5770;Total male and female;100 years or older;Total marital status;Saba;2022;0.0
5771;Total male and female;100 years or older;Total marital status;Saba;2023;0.0
5772;Total male and female;100 years or older;Never married;Caribbean Netherlands;2011;0.0
5773;Total male and female;100 years or older;Never married;Caribbean Netherlands;2012;0.0
5774;Total male and female;100 years or older;Never married;Caribbean Netherlands;2013;0.0
5775;Total male and female;100 years or older;Never married;Caribbean Netherlands;2014;0.0
5776;Total male and female;100 years or older;Never married;Caribbean Netherlands;2015;0.0
5777;Total male and female;100 years or older;Never married;Caribbean Netherlands;2016;0.0
5778;Total male and female;100 years or older;Never married;Caribbean Netherlands;2017;0.0
5779;Total male and female;100 years or older;Never married;Caribbean Netherlands;2018;0.0
5780;Total male and female;100 years or older;Never married;Caribbean Netherlands;2019;1.0
5781;Total male and female;100 years or older;Never married;Caribbean Netherlands;2020;0.0
5782;Total male and female;100 years or older;Never married;Caribbean Netherlands;2021;0.0
5783;Total male and female;100 years or older;Never married;Caribbean Netherlands;2022;0.0
5784;Total male and female;100 years or older;Never married;Caribbean Netherlands;2023;0.0
5785;Total male and female;100 years or older;Never married;Bonaire;2011;0.0
5786;Total male and female;100 years or older;Never married;Bonaire;2012;0.0
5787;Total male and female;100 years or older;Never married;Bonaire;2013;0.0
5788;Total male and female;100 years or older;Never married;Bonaire;2014;0.0
5789;Total male and female;100 years or older;Never married;Bonaire;2015;0.0
5790;Total male and female;100 years or older;Never married;Bonaire;2016;0.0
5791;Total male and female;100 years or older;Never married;Bonaire;2017;0.0
5792;Total male and female;100 years or older;Never married;Bonaire;2018;0.0
5793;Total male and female;100 years or older;Never married;Bonaire;2019;1.0
5794;Total male and female;100 years or older;Never married;Bonaire;2020;0.0
5795;Total male and female;100 years or older;Never married;Bonaire;2021;0.0
5796;Total male and female;100 years or older;Never married;Bonaire;2022;0.0
5797;Total male and female;100 years or older;Never married;Bonaire;2023;0.0
5798;Total male and female;100 years or older;Never married;St Eustatius;2011;0.0
5799;Total male and female;100 years or older;Never married;St Eustatius;2012;0.0
5800;Total male and female;100 years or older;Never married;St Eustatius;2013;0.0
5801;Total male and female;100 years or older;Never married;St Eustatius;2014;0.0
5802;Total male and female;100 years or older;Never married;St Eustatius;2015;0.0
5803;Total male and female;100 years or older;Never married;St Eustatius;2016;0.0
5804;Total male and female;100 years or older;Never married;St Eustatius;2017;0.0
5805;Total male and female;100 years or older;Never married;St Eustatius;2018;0.0
5806;Total male and female;100 years or older;Never married;St Eustatius;2019;0.0
5807;Total male and female;100 years or older;Never married;St Eustatius;2020;0.0
5808;Total male and female;100 years or older;Never married;St Eustatius;2021;0.0
5809;Total male and female;100 years or older;Never married;St Eustatius;2022;0.0
5810;Total male and female;100 years or older;Never married;St Eustatius;2023;0.0
5811;Total male and female;100 years or older;Never married;Saba;2011;0.0
5812;Total male and female;100 years or older;Never married;Saba;2012;0.0
5813;Total male and female;100 years or older;Never married;Saba;2013;0.0
5814;Total male and female;100 years or older;Never married;Saba;2014;0.0
5815;Total male and female;100 years or older;Never married;Saba;2015;0.0
5816;Total male and female;100 years or older;Never married;Saba;2016;0.0
5817;Total male and female;100 years or older;Never married;Saba;2017;0.0
5818;Total male and female;100 years or older;Never married;Saba;2018;0.0
5819;Total male and female;100 years or older;Never married;Saba;2019;0.0
5820;Total male and female;100 years or older;Never married;Saba;2020;0.0
5821;Total male and female;100 years or older;Never married;Saba;2021;0.0
5822;Total male and female;100 years or older;Never married;Saba;2022;0.0
5823;Total male and female;100 years or older;Never married;Saba;2023;0.0
5824;Total male and female;100 years or older;Married;Caribbean Netherlands;2011;0.0
5825;Total male and female;100 years or older;Married;Caribbean Netherlands;2012;0.0
5826;Total male and female;100 years or older;Married;Caribbean Netherlands;2013;0.0
5827;Total male and female;100 years or older;Married;Caribbean Netherlands;2014;0.0
5828;Total male and female;100 years or older;Married;Caribbean Netherlands;2015;0.0
5829;Total male and female;100 years or older;Married;Caribbean Netherlands;2016;0.0
5830;Total male and female;100 years or older;Married;Caribbean Netherlands;2017;0.0
5831;Total male and female;100 years or older;Married;Caribbean Netherlands;2018;0.0
5832;Total male and female;100 years or older;Married;Caribbean Netherlands;2019;1.0
5833;Total male and female;100 years or older;Married;Caribbean Netherlands;2020;0.0
5834;Total male and female;100 years or older;Married;Caribbean Netherlands;2021;0.0
5835;Total male and female;100 years or older;Married;Caribbean Netherlands;2022;0.0
5836;Total male and female;100 years or older;Married;Caribbean Netherlands;2023;0.0
5837;Total male and female;100 years or older;Married;Bonaire;2011;0.0
5838;Total male and female;100 years or older;Married;Bonaire;2012;0.0
5839;Total male and female;100 years or older;Married;Bonaire;2013;0.0
5840;Total male and female;100 years or older;Married;Bonaire;2014;0.0
5841;Total male and female;100 years or older;Married;Bonaire;2015;0.0
5842;Total male and female;100 years or older;Married;Bonaire;2016;0.0
5843;Total male and female;100 years or older;Married;Bonaire;2017;0.0
5844;Total male and female;100 years or older;Married;Bonaire;2018;0.0
5845;Total male and female;100 years or older;Married;Bonaire;2019;0.0
5846;Total male and female;100 years or older;Married;Bonaire;2020;0.0
5847;Total male and female;100 years or older;Married;Bonaire;2021;0.0
5848;Total male and female;100 years or older;Married;Bonaire;2022;0.0
5849;Total male and female;100 years or older;Married;Bonaire;2023;0.0
5850;Total male and female;100 years or older;Married;St Eustatius;2011;0.0
5851;Total male and female;100 years or older;Married;St Eustatius;2012;0.0
5852;Total male and female;100 years or older;Married;St Eustatius;2013;0.0
5853;Total male and female;100 years or older;Married;St Eustatius;2014;0.0
5854;Total male and female;100 years or older;Married;St Eustatius;2015;0.0
5855;Total male and female;100 years or older;Married;St Eustatius;2016;0.0
5856;Total male and female;100 years or older;Married;St Eustatius;2017;0.0
