ID;Geslacht;Niveau;Leerweg;Migratieachtergrond;Perioden;GediplomeerdenMbo_1
4023;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2012/'13;1684
4024;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2013/'14;1788
4025;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2014/'15;1794
4026;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2015/'16;1866
4027;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2016/'17;1841
4028;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2017/'18;1715
4029;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2018/'19;1630
4030;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2019/'20;1751
4031;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2020/'21;1943
4032;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2005/'06;67
4033;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2006/'07;50
4034;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2007/'08;92
4035;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2008/'09;62
4036;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2009/'10;81
4037;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2010/'11;89
4038;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2011/'12;93
4039;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2012/'13;75
4040;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2013/'14;86
4041;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2014/'15;43
4042;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2015/'16;35
4043;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2016/'17;47
4044;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2017/'18;28
4045;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2018/'19;13
4046;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2019/'20;9
4047;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2020/'21;3
4048;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Totaal;2005/'06;16742
4049;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Totaal;2006/'07;17799
4050;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Totaal;2007/'08;18096
4051;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Totaal;2008/'09;17632
4052;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Totaal;2009/'10;18605
4053;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Totaal;2010/'11;18489
4054;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Totaal;2011/'12;20017
4055;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Totaal;2012/'13;21658
4056;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Totaal;2013/'14;21934
4057;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Totaal;2014/'15;22544
4058;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Totaal;2015/'16;22603
4059;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Totaal;2016/'17;21748
4060;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Totaal;2017/'18;19932
4061;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Totaal;2018/'19;18697
4062;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Totaal;2019/'20;16707
4063;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Totaal;2020/'21;15832
4064;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Nederlandse achtergrond;2005/'06;13002
4065;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Nederlandse achtergrond;2006/'07;13637
4066;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Nederlandse achtergrond;2007/'08;13467
4067;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Nederlandse achtergrond;2008/'09;12939
4068;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Nederlandse achtergrond;2009/'10;13611
4069;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Nederlandse achtergrond;2010/'11;13375
4070;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Nederlandse achtergrond;2011/'12;14335
4071;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Nederlandse achtergrond;2012/'13;15714
4072;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Nederlandse achtergrond;2013/'14;15783
4073;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Nederlandse achtergrond;2014/'15;16361
4074;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Nederlandse achtergrond;2015/'16;16085
4075;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Nederlandse achtergrond;2016/'17;15513
4076;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Nederlandse achtergrond;2017/'18;14321
4077;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Nederlandse achtergrond;2018/'19;13669
4078;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Nederlandse achtergrond;2019/'20;12348
4079;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Nederlandse achtergrond;2020/'21;11589
4080;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Met migratieachtergrond;2005/'06;3722
4081;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Met migratieachtergrond;2006/'07;4157
4082;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Met migratieachtergrond;2007/'08;4618
4083;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Met migratieachtergrond;2008/'09;4683
4084;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Met migratieachtergrond;2009/'10;4979
4085;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Met migratieachtergrond;2010/'11;5104
4086;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Met migratieachtergrond;2011/'12;5676
4087;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Met migratieachtergrond;2012/'13;5930
4088;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Met migratieachtergrond;2013/'14;6141
4089;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Met migratieachtergrond;2014/'15;6174
4090;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Met migratieachtergrond;2015/'16;6511
4091;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Met migratieachtergrond;2016/'17;6223
4092;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Met migratieachtergrond;2017/'18;5601
4093;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Met migratieachtergrond;2018/'19;5026
4094;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Met migratieachtergrond;2019/'20;4358
4095;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Met migratieachtergrond;2020/'21;4243
4096;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Westerse migratieachtergrond;2005/'06;962
4097;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Westerse migratieachtergrond;2006/'07;968
4098;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Westerse migratieachtergrond;2007/'08;1046
4099;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Westerse migratieachtergrond;2008/'09;1044
4100;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Westerse migratieachtergrond;2009/'10;1109
4101;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Westerse migratieachtergrond;2010/'11;1077
4102;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Westerse migratieachtergrond;2011/'12;1174
4103;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Westerse migratieachtergrond;2012/'13;1244
4104;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Westerse migratieachtergrond;2013/'14;1272
4105;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Westerse migratieachtergrond;2014/'15;1251
4106;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Westerse migratieachtergrond;2015/'16;1254
4107;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Westerse migratieachtergrond;2016/'17;1131
4108;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Westerse migratieachtergrond;2017/'18;1089
4109;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Westerse migratieachtergrond;2018/'19;916
4110;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Westerse migratieachtergrond;2019/'20;905
4111;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Westerse migratieachtergrond;2020/'21;845
4112;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Niet-westerse migratieachtergrond;2005/'06;2760
4113;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Niet-westerse migratieachtergrond;2006/'07;3189
4114;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Niet-westerse migratieachtergrond;2007/'08;3572
4115;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Niet-westerse migratieachtergrond;2008/'09;3639
4116;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Niet-westerse migratieachtergrond;2009/'10;3870
4117;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Niet-westerse migratieachtergrond;2010/'11;4027
4118;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Niet-westerse migratieachtergrond;2011/'12;4502
4119;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Niet-westerse migratieachtergrond;2012/'13;4686
4120;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Niet-westerse migratieachtergrond;2013/'14;4869
4121;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Niet-westerse migratieachtergrond;2014/'15;4923
4122;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Niet-westerse migratieachtergrond;2015/'16;5257
4123;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Niet-westerse migratieachtergrond;2016/'17;5092
4124;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Niet-westerse migratieachtergrond;2017/'18;4512
4125;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Niet-westerse migratieachtergrond;2018/'19;4110
4126;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Niet-westerse migratieachtergrond;2019/'20;3453
4127;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Niet-westerse migratieachtergrond;2020/'21;3398
4128;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Turkije;2005/'06;584
4129;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Turkije;2006/'07;721
4130;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Turkije;2007/'08;857
4131;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Turkije;2008/'09;925
4132;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Turkije;2009/'10;1023
4133;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Turkije;2010/'11;1108
4134;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Turkije;2011/'12;1200
4135;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Turkije;2012/'13;1238
4136;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Turkije;2013/'14;1186
4137;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Turkije;2014/'15;1153
4138;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Turkije;2015/'16;1221
4139;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Turkije;2016/'17;1118
4140;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Turkije;2017/'18;1002
4141;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Turkije;2018/'19;937
4142;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Turkije;2019/'20;791
4143;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Turkije;2020/'21;673
4144;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Marokko;2005/'06;533
4145;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Marokko;2006/'07;643
4146;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Marokko;2007/'08;733
4147;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Marokko;2008/'09;744
4148;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Marokko;2009/'10;722
4149;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Marokko;2010/'11;787
4150;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Marokko;2011/'12;871
4151;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Marokko;2012/'13;886
4152;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Marokko;2013/'14;970
4153;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Marokko;2014/'15;968
4154;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Marokko;2015/'16;1018
4155;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Marokko;2016/'17;968
4156;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Marokko;2017/'18;863
4157;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Marokko;2018/'19;823
4158;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Marokko;2019/'20;609
4159;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Marokko;2020/'21;566
4160;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Suriname;2005/'06;609
4161;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Suriname;2006/'07;655
4162;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Suriname;2007/'08;669
4163;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Suriname;2008/'09;677
4164;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Suriname;2009/'10;742
4165;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Suriname;2010/'11;701
4166;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Suriname;2011/'12;783
4167;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Suriname;2012/'13;867
4168;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Suriname;2013/'14;868
4169;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Suriname;2014/'15;880
4170;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Suriname;2015/'16;914
4171;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Suriname;2016/'17;895
4172;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Suriname;2017/'18;796
4173;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Suriname;2018/'19;677
4174;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Suriname;2019/'20;497
4175;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Suriname;2020/'21;501
4176;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2005/'06;277
4177;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2006/'07;302
4178;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2007/'08;333
4179;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2008/'09;311
4180;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2009/'10;296
4181;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2010/'11;348
4182;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2011/'12;379
4183;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2012/'13;447
4184;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2013/'14;486
4185;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2014/'15;514
4186;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2015/'16;586
4187;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2016/'17;588
4188;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2017/'18;473
4189;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2018/'19;457
4190;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2019/'20;383
4191;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2020/'21;389
4192;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Overige niet-westerse migratieachterg...;2005/'06;757
4193;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Overige niet-westerse migratieachterg...;2006/'07;868
4194;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Overige niet-westerse migratieachterg...;2007/'08;980
4195;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Overige niet-westerse migratieachterg...;2008/'09;982
4196;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Overige niet-westerse migratieachterg...;2009/'10;1087
4197;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Overige niet-westerse migratieachterg...;2010/'11;1083
4198;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Overige niet-westerse migratieachterg...;2011/'12;1269
4199;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Overige niet-westerse migratieachterg...;2012/'13;1248
4200;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Overige niet-westerse migratieachterg...;2013/'14;1359
4201;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Overige niet-westerse migratieachterg...;2014/'15;1408
4202;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Overige niet-westerse migratieachterg...;2015/'16;1518
4203;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Overige niet-westerse migratieachterg...;2016/'17;1523
4204;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Overige niet-westerse migratieachterg...;2017/'18;1378
4205;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Overige niet-westerse migratieachterg...;2018/'19;1216
4206;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Overige niet-westerse migratieachterg...;2019/'20;1173
4207;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Overige niet-westerse migratieachterg...;2020/'21;1269
4208;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Onbekende migratieachtergrond;2005/'06;18
4209;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Onbekende migratieachtergrond;2006/'07;5
4210;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Onbekende migratieachtergrond;2007/'08;11
4211;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Onbekende migratieachtergrond;2008/'09;10
4212;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Onbekende migratieachtergrond;2009/'10;15
4213;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Onbekende migratieachtergrond;2010/'11;10
4214;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Onbekende migratieachtergrond;2011/'12;6
4215;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Onbekende migratieachtergrond;2012/'13;14
4216;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Onbekende migratieachtergrond;2013/'14;10
4217;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Onbekende migratieachtergrond;2014/'15;9
4218;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Onbekende migratieachtergrond;2015/'16;7
4219;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Onbekende migratieachtergrond;2016/'17;12
4220;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Onbekende migratieachtergrond;2017/'18;10
4221;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Onbekende migratieachtergrond;2018/'19;2
4222;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Onbekende migratieachtergrond;2019/'20;1
4223;Totaal mannen en vrouwen;Mbo niveau 3;Bol totaal;Onbekende migratieachtergrond;2020/'21;0
4224;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Totaal;2005/'06;15912
4225;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Totaal;2006/'07;16958
4226;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Totaal;2007/'08;17107
4227;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Totaal;2008/'09;16792
4228;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Totaal;2009/'10;17805
4229;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Totaal;2010/'11;17730
4230;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Totaal;2011/'12;19217
4231;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Totaal;2012/'13;20915
4232;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Totaal;2013/'14;21636
4233;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Totaal;2014/'15;22354
4234;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Totaal;2015/'16;22578
4235;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Totaal;2016/'17;21744
4236;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Totaal;2017/'18;19932
4237;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Totaal;2018/'19;18697
4238;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Totaal;2019/'20;16707
4239;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Totaal;2020/'21;15832
4240;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Nederlandse achtergrond;2005/'06;12403
4241;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Nederlandse achtergrond;2006/'07;13049
4242;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Nederlandse achtergrond;2007/'08;12817
4243;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Nederlandse achtergrond;2008/'09;12373
4244;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Nederlandse achtergrond;2009/'10;13014
4245;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Nederlandse achtergrond;2010/'11;12842
4246;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Nederlandse achtergrond;2011/'12;13797
4247;Totaal mannen en vrouwen;Mbo niveau 3;Bol voltijd;Nederlandse achtergrond;2012/'13;15190
