ID;Perioden;TypeEffectEmissie_1;Emittent_2;TypeUitgifte_3;Inschrijvingsdatum_4;Stortingsdatum_5;GemiddeldeLooptijdObligaties_6;RentevergoedingObligaties_7;KoersVanUitgifteObligaties_8;KoersVanUitgifteAandelen_9;NominaalBedragEmissie_10;ValutaEmissie_11;EmissieRendementObligaties_12;EmissieBedrag_13
1976;2007 augustus 08-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;6 aug.              ;8 aug               ;0.5;0.0;;;1240.0;EUR  ;4.19;1240
1977;2007 augustus 08-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;6 aug.              ;8 aug               ;0.25;0.0;;;1180.0;EUR  ;4.11;1180
1978;2007 augustus 08-03;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;23 juli             ;8 aug.              ;2.0;12.0;102.0;;20.0;EUR  ;;20
1979;2007 augustus 10-01;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;16 juli             ;10 aug.             ;4.0;0.0;100.5;;50.0;EUR  ;;50
1980;2007 augustus 13-01;"Obligatie; Euro Obligaties                             ";Rabobank Nederland                      ;emissie             ;9 juli              ;13 aug.             ;12.0;5.0;100.0;;75.0;EUR  ;5.0;75
1981;2007 augustus 20-01;"Obligatie; Euro Obligaties                             ";BNG                                     ;emissie             ;16 aug.             ;20 aug.             ;2.0;4.53;100.0;;25.0;EUR  ;4.53;25
1982;2007 augustus 22-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;20 aug.             ;22 aug.             ;0.25;0.0;;;1150.0;EUR  ;4.01;1150
1983;2007 augustus 22-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;20 aug.             ;22 aug.             ;0.83;0.0;;;1360.0;EUR  ;4.04;1360
1984;2007 augustus 22-03;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;1 aug.              ;22 aug.             ;1.0;12.0;101.0;;25.0;EUR  ;;25
1985;2007 augustus 22-04;"Obligatie; Floating Rate Notes                         ";Rabobank Nederland                      ;emissie             ;21 aug.             ;22 aug.             ;8.0;;100.0;;50.0;EUR  ;;50
1986;2007 augustus 22-05;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;30 juli             ;22 aug.             ;6.0;0.0;100.0;;25.0;EUR  ;;25
1987;2007 augustus 23-01;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;23 juli             ;23 aug.             ;5.0;0.0;101.0;;50.0;EUR  ;;51
1988;2007 augustus 28-01;"Obligatie; Asset Backed Securities                     ";Beluga Master Issuer                    ;emissie             ;27 aug.             ;28 aug.             ;91.9;6.79;100.0;;7.0;EUR  ;;7
1989;2007 augustus 28-02;"Obligatie; Asset Backed Securities                     ";Beluga Master Issuer                    ;emissie             ;27 aug.             ;28 aug.             ;91.9;6.29;100.0;;18.0;EUR  ;;18
1990;2007 augustus 28-03;"Obligatie; Asset Backed Securities                     ";Beluga Master Issuer                    ;emissie             ;27 aug.             ;28 aug.             ;91.9;5.59;100.0;;29.0;EUR  ;;29
1991;2007 augustus 28-04;"Obligatie; Asset Backed Securities                     ";Beluga Master Issuer                    ;emissie             ;27 aug.             ;28 aug.             ;91.9;5.19;100.0;;32.0;EUR  ;;32
1992;2007 augustus 28-05;"Obligatie; Asset Backed Securities                     ";Beluga Master Issuer                    ;emissie             ;27 aug.             ;28 aug.             ;91.9;4.84;100.0;;722.0;EUR  ;;722
1993;2007 augustus 30-01;"Obligatie; Asset Backed Securities                     ";European Mortgage Securities VII        ;emissie             ;28 aug.             ;30 aug.             ;34.0;4.97;100.0;;18.0;EUR  ;;18
1994;2007 augustus 30-02;"Obligatie; Asset Backed Securities                     ";European Mortgage Securities VII        ;emissie             ;28 aug.             ;30 aug.             ;34.0;4.97;100.0;;25.0;EUR  ;;25
1995;2007 augustus 30-03;"Obligatie; Asset Backed Securities                     ";European Mortgage Securities VII        ;emissie             ;28 aug.             ;30 aug.             ;34.0;4.92;100.0;;28.0;EUR  ;;28
1996;2007 augustus 30-04;"Obligatie; Asset Backed Securities                     ";European Mortgage Securities VII        ;emissie             ;28 aug.             ;30 aug.             ;34.0;5.52;100.0;;39.0;EUR  ;;39
1997;2007 augustus 30-05;"Obligatie; Asset Backed Securities                     ";European Mortgage Securities VII        ;emissie             ;28 aug.             ;30 aug.             ;34.0;4.86;100.0;;53.0;EUR  ;;53
1998;2007 augustus 30-06;"Obligatie; Asset Backed Securities                     ";European Mortgage Securities VII        ;emissie             ;28 aug.             ;30 aug.             ;34.0;4.79;100.0;;410.0;EUR  ;;410
1999;2007 augustus 30-07;"Obligatie; Asset Backed Securities                     ";European Mortgage Securities VII        ;emissie             ;28 aug.             ;30 aug.             ;34.0;4.79;100.0;;2930.0;EUR  ;;2930
2000;2007 augustus 31-01;"Obligatie; Floating Rate Notes                         ";ING Bank                                ;emissie             ;30 juli             ;31 aug.             ;5.0;5.5;100.0;;22.0;EUR  ;;22
2001;2007 september 04-01;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;4 sept.             ;4 sept.             ;0.45;9.0;100.0;;10.0;EUR  ;;10
2002;2007 september 05-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;3 sept.             ;5 sept.             ;0.48;0.0;;;950.0;EUR  ;4.035;950
2003;2007 september 05-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;3 sept.             ;5 sept.             ;0.25;0.0;;;1000.0;EUR  ;3.975;1000
2004;2007 september 05-03;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;13 aug.             ;5 sept.             ;4.0;0.0;100.0;;30.0;EUR  ;;30
2005;2007 september 06-01;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;30 juli             ;6 sept.             ;6.0;5.75;100.0;;50.0;EUR  ;;50
2006;2007 september 10-01;"Obligatie; Euro Obligaties                             ";Nederlandse Waterschapsbank             ;emissie             ;6 sept.             ;10 sept.            ;12.5;3.88;91.96;;100.0;EUR  ;4.743;92
2007;2007 september 12-01;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;27 aug.             ;12 sept.            ;1.0;13.5;101.0;;20.0;EUR  ;;20
2008;2007 september 12-02;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;27 aug.             ;12 sept.            ;1.0;16.0;101.0;;20.0;EUR  ;;20
2009;2007 september 12-03;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;27 aug.             ;12 sept.            ;1.0;13.5;101.0;;20.0;EUR  ;;20
2010;2007 september 12-04;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;27 aug.             ;12 sept.            ;1.0;12.5;101.0;;25.0;EUR  ;;25
2011;2007 september 12-05;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;11 sept.            ;12 sept.            ;3.1;0.0;100.0;;15.0;EUR  ;;15
2012;2007 september 14-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;11 sept             ;14 sept.            ;9.7;4.5;102.05;;3525.0;EUR  ;4.239;3597
2013;2007 september 17-01;"Obligatie; Floating Rate Notes                         ";ING Bank                                ;emissie             ;12 sept.            ;17 sept.            ;1.5;4.81;100.0;;100.0;EUR  ;;100
2014;2007 september 18-01;"Obligatie; Overige Obligaties                          ";Robeco Direct                           ;emissie             ;18 sept.            ;18 sept.            ;15.1;0.0;100.0;;7.0;EUR  ;;7
2015;2007 september 19-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;17 sept.            ;19 sept.            ;0.5;0.0;;;1100.0;EUR  ;4.005;1100
2016;2007 september 19-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;17 sept.            ;19 sept.            ;0.25;0.0;;;1360.0;EUR  ;3.97;1360
2017;2007 september 20-01;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;20 sept.            ;20 sept.            ;5.9;3.0;101.0;;25.0;EUR  ;;25
2018;2007 september 21-01;Aandelen                                               ;ACCSYS Technologies                     ;emissie             ;4 sept.             ;21 sept.            ;;;;4.1;;     ;;21
2019;2007 september 24-01;"Obligatie; Overige Obligaties                          ";ING Bank                                ;emissie             ;27 aug.             ;24 sept.            ;4.0;0.0;100.0;;15.0;EUR  ;;15
2020;2007 september 26-01;"Obligatie; Asset Backed Securities                     ";Sound I                                 ;emissie             ;24 sept.            ;26 sept.            ;37.4;5.19;100.0;;12.0;EUR  ;;12
2021;2007 september 26-02;"Obligatie; Asset Backed Securities                     ";Sound I                                 ;emissie             ;24 sept.            ;26 sept.            ;37.4;4.79;100.0;;732.0;EUR  ;;732
2022;2007 september 26-03;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;3 sept.             ;26 sept.            ;4.0;0.0;100.0;;25.0;EUR  ;;25
2023;2007 september 27-01;"Obligatie; Overige Obligaties                          ";ING Bank                                ;emissie             ;20 aug.             ;27 sept.            ;5.0;0.0;100.0;;30.0;EUR  ;;30
2024;2007 september 28-01;"Obligatie; Asset Backed Securities                     ";Dolphin Master Issuer                   ;emissie             ;26 sept.            ;28 sept.            ;92.0;6.93;100.0;;36.0;EUR  ;;36
2025;2007 september 28-02;"Obligatie; Asset Backed Securities                     ";Dolphin Master Issuer                   ;emissie             ;26 sept.            ;28 sept.            ;92.0;5.33;100.0;;88.0;EUR  ;;88
2026;2007 september 28-03;"Obligatie; Asset Backed Securities                     ";Dolphin Master Issuer                   ;emissie             ;26 sept.            ;28 sept.            ;92.0;6.43;100.0;;88.0;EUR  ;;88
2027;2007 september 28-04;"Obligatie; Asset Backed Securities                     ";Dolphin Master Issuer                   ;emissie             ;26 sept.            ;28 sept.            ;92.0;5.73;100.0;;104.0;EUR  ;;104
2028;2007 september 28-05;"Obligatie; Asset Backed Securities                     ";Dolphin Master Issuer                   ;emissie             ;26 sept.            ;28 sept.            ;92.0;4.98;100.0;;3720.0;EUR  ;;3720
2029;2007 september 28-06;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XIV     ;emissie             ;26 sept.            ;28 sept.            ;32.1;6.31;100.0;;14.0;EUR  ;;14
2030;2007 september 28-07;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XIV     ;emissie             ;26 sept.            ;28 sept.            ;32.1;5.11;100.0;;16.0;EUR  ;;16
2031;2007 september 28-08;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XIV     ;emissie             ;26 sept.            ;28 sept.            ;32.1;7.76;100.0;;18.0;EUR  ;;18
2032;2007 september 28-09;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XIV     ;emissie             ;26 sept.            ;28 sept.            ;32.1;5.61;100.0;;54.0;EUR  ;;54
2033;2007 september 28-10;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XIV     ;emissie             ;26 sept.            ;28 sept.            ;32.1;4.84;100.0;;500.0;EUR  ;;500
2034;2007 september 28-11;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XIV     ;emissie             ;26 sept.            ;28 sept.            ;32.1;4.89;100.0;;1398.0;EUR  ;;1398
