ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;PersonenautoSTotaal_5;PersonenautoSJongerDan6Jaar_6;PersonenautoS6JaarEnOuder_7;PersonenautoSBrandstofBenzine_8;PersonenautoSOverigeBrandstof_9;PersonenautoSPerHuishouden_10;PersonenautoSNaarOppervlakte_11;MotorfietsenVanParticulieren_12;VoertuigMetBromfietskentekenVanPart_13
5127;Wijk 06 Eindewege;Goes                                    ;Wijk      ;WK066406  ;1;155;30;125;125;35;1.7;275.0;40;25
5128;Eindewege;Goes                                    ;Buurt     ;BU06640660;2;155;30;125;125;35;1.7;275.0;40;25
5129;Wijk 07 's-Heer-Hendrikskinderen;Goes                                    ;Wijk      ;WK066407  ;1;695;185;510;580;115;1.3;73.0;75;105
5130;'s-Heer-Hendrikskinderen;Goes                                    ;Buurt     ;BU06640770;2;615;175;445;525;95;1.3;508.0;60;75
5131;Verspr.h. ten N. v. 's-Heer-Hendrikskind;Goes                                    ;Buurt     ;BU06640778;2;55;5;50;40;15;;;5;25
5132;Verspr.h. ten Z. v. 's-Heer-Hendrikskind;Goes                                    ;Buurt     ;BU06640779;2;25;5;20;20;5;;;5;5
5133;Wijk 08 Wolphaartsdijk;Goes                                    ;Wijk      ;WK066408  ;1;1050;240;810;870;180;1.2;30.0;100;175
5134;Wolphaartsdijk;Goes                                    ;Buurt     ;BU06640880;2;850;195;650;715;135;1.2;1100.0;80;150
5135;Verspreide huizen Wolphaartsdijk;Goes                                    ;Buurt     ;BU06640889;2;205;45;155;155;50;1.3;6.0;20;25
5136;Wijk 09 Oud-Sabbinge;Goes                                    ;Wijk      ;WK066409  ;1;190;40;150;150;40;1.6;824.0;30;15
5137;Oud-Sabbinge;Goes                                    ;Buurt     ;BU06640990;2;190;40;150;150;40;1.6;824.0;30;15
5138;Goirle;Goirle                                  ;Gemeente  ;GM0785    ;.;11015;3250;7765;9475;1540;1.1;262.0;995;1265
5139;Niet nader toe te delen;Goirle                                  ;          ;          ; ;0;0;0;0;0;;;0;0
5140;Wel nader toe te delen;Goirle                                  ;          ;          ; ;11015;3250;7765;9475;1540;;;995;1265
5141;Wijk 01 Goirle-Centrum;Goirle                                  ;Wijk      ;WK078501  ;1;635;175;455;560;75;1.0;2756.0;70;70
5142;Goirle-Centrum;Goirle                                  ;Buurt     ;BU07850101;1;635;175;455;560;75;1.0;2756.0;70;70
5143;Wijk 02 Grobbendonck;Goirle                                  ;Wijk      ;WK078502  ;1;975;280;695;850;125;1.2;2343.0;70;105
5144;Grobbendonck;Goirle                                  ;Buurt     ;BU07850202;1;975;280;695;850;125;1.2;2343.0;70;105
5145;Wijk 03 De Groote Akkers;Goirle                                  ;Wijk      ;WK078503  ;1;1060;365;690;945;115;1.2;2592.0;75;95
5146;De Groote Akkers;Goirle                                  ;Buurt     ;BU07850303;1;1005;345;665;900;105;1.2;2832.0;70;90
5147;De Leijzoom;Goirle                                  ;Buurt     ;BU07850304;1;50;25;30;45;10;;;5;0
5148;Wijk 04 De Hoge Wal;Goirle                                  ;Wijk      ;WK078504  ;1;450;135;310;380;70;1.2;1849.0;25;35
5149;De Hoogte;Goirle                                  ;Buurt     ;BU07850405;1;355;100;255;300;55;1.4;3418.0;20;25
5150;De Vallei;Goirle                                  ;Buurt     ;BU07850406;1;90;35;55;80;15;0.8;666.0;5;5
5151;Wijk 05 Abcoven;Goirle                                  ;Wijk      ;WK078505  ;1;670;170;500;580;85;1.0;1890.0;50;70
5152;Abcoven;Goirle                                  ;Buurt     ;BU07850507;1;670;170;500;580;85;1.0;1890.0;50;70
5153;Wijk 06 Wildackers;Goirle                                  ;Wijk      ;WK078506  ;1;930;220;710;825;110;0.9;1878.0;115;170
5154;Wildackers;Goirle                                  ;Buurt     ;BU07850608;1;930;220;710;825;110;0.9;1878.0;115;170
5155;Wijk 07 't Ven;Goirle                                  ;Wijk      ;WK078507  ;1;805;255;550;675;130;1.3;1810.0;80;100
5156;'t Ven;Goirle                                  ;Buurt     ;BU07850709;1;455;170;285;380;75;1.3;1761.0;40;45
5157;Burgemeesters;Goirle                                  ;Buurt     ;BU07850710;1;350;85;260;295;55;1.2;1878.0;40;55
5158;Wijk 08 De Boschkens;Goirle                                  ;Wijk      ;WK078508  ;1;580;235;345;485;95;1.0;447.0;30;55
5159;Tilburgseweg;Goirle                                  ;Buurt     ;BU07850811;1;130;50;80;105;25;0.8;249.0;10;15
5160;De Boschkens-West;Goirle                                  ;Buurt     ;BU07850812;1;40;15;30;35;5;;;5;5
5161;De Boschkens-Oost;Goirle                                  ;Buurt     ;BU07850813;1;410;175;235;345;65;1.1;1115.0;20;40
5162;Wijk 09 De Hellen;Goirle                                  ;Wijk      ;WK078509  ;1;2065;620;1445;1765;305;1.2;2489.0;160;205
5163;Vennen;Goirle                                  ;Buurt     ;BU07850914;1;465;150;315;405;60;1.2;2335.0;40;50
5164;Bomen;Goirle                                  ;Buurt     ;BU07850915;1;530;170;360;445;90;1.2;3324.0;45;40
5165;De Villa;Goirle                                  ;Buurt     ;BU07850916;1;95;40;50;80;15;1.1;795.0;5;0
5166;Rivieren;Goirle                                  ;Buurt     ;BU07850917;1;475;130;345;405;70;1.3;3187.0;25;45
5167;Kruiden;Goirle                                  ;Buurt     ;BU07850918;1;500;130;370;425;75;1.2;2446.0;45;70
5168;Wijk 10 De Nieuwe Erven;Goirle                                  ;Wijk      ;WK078510  ;1;370;135;235;310;60;1.3;2914.0;30;25
5169;De Nieuwe Erven;Goirle                                  ;Buurt     ;BU07851019;1;370;135;235;310;60;1.3;2914.0;30;25
5170;Wijk 11 Hoogeind;Goirle                                  ;Wijk      ;WK078511  ;1;885;215;670;785;100;0.9;2402.0;80;110
5171;Hoogeind;Goirle                                  ;Buurt     ;BU07851120;1;80;30;50;75;5;1.0;1329.0;5;0
5172;Geestelijken;Goirle                                  ;Buurt     ;BU07851121;1;385;100;285;340;45;1.1;2935.0;40;55
5173;Herstallen;Goirle                                  ;Buurt     ;BU07851122;1;420;90;330;370;45;0.7;2381.0;35;55
5174;Wijk 12 Sportpark Van den Wildenberg;Goirle                                  ;Wijk      ;WK078512  ;1;0;0;0;0;0;;;0;0
5175;Sportpark Van den Wildenberg;Goirle                                  ;Buurt     ;BU07851223;1;0;0;0;0;0;;;0;0
5176;Wijk 13 Bedrijventerrein Tijvoort;Goirle                                  ;Wijk      ;WK078513  ;1;130;25;105;105;25;1.4;167.0;30;25
5177;Tijlvoort-Noort;Goirle                                  ;Buurt     ;BU07851324;1;65;10;55;55;10;1.2;157.0;20;20
5178;Tijlvoort-Zuid;Goirle                                  ;Buurt     ;BU07851325;1;65;15;50;50;15;;;10;10
5179;Wijk 14 Verspreide huizen Goirle;Goirle                                  ;Wijk      ;WK078514  ;1;100;20;80;75;25;1.2;5.0;20;30
5180;Verspreide huizen Goirle;Goirle                                  ;Buurt     ;BU07851426;1;100;20;80;75;25;1.2;5.0;20;30
5181;Wijk 20 Riel;Goirle                                  ;Wijk      ;WK078520  ;1;1215;360;855;1030;185;1.3;705.0;130;115
5182;Riel-Dorp;Goirle                                  ;Buurt     ;BU07852027;1;1125;345;780;950;170;1.3;1387.0;120;105
5183;Spaansehoek;Goirle                                  ;Buurt     ;BU07852028;1;95;15;75;80;15;1.1;102.0;10;10
5184;Wijk 21 Bedrijventerrein Riel;Goirle                                  ;Wijk      ;WK078521  ;1;30;5;25;25;5;;;5;5
5185;Bedrijventerrein Riel;Goirle                                  ;Buurt     ;BU07852129;1;30;5;25;25;5;;;5;5
5186;Wijk 22 Sportpark De Krim;Goirle                                  ;Wijk      ;WK078522  ;1;0;0;0;0;0;;;0;0
5187;Sportpark De Krim;Goirle                                  ;Buurt     ;BU07852230;1;0;0;0;0;0;;;0;0
5188;Wijk 23 Verspriede huizen Riel;Goirle                                  ;Wijk      ;WK078523  ;1;115;20;95;85;30;1.6;8.0;15;45
5189;Verspreide huizen Riel;Goirle                                  ;Buurt     ;BU07852331;1;115;20;95;85;30;1.6;8.0;15;45
5190;Gorinchem;Gorinchem                               ;Gemeente  ;GM0512    ;.;13830;4175;9655;11500;2330;0.9;733.0;1050;2285
5191;Niet nader toe te delen;Gorinchem                               ;          ;          ; ;5;0;5;5;0;;;0;0
5192;Wel nader toe te delen;Gorinchem                               ;          ;          ; ;13830;4175;9655;11500;2330;;;1050;2285
5193;Wijk 01 Gorinchem binnenstad;Gorinchem                               ;Wijk      ;WK051201  ;1;2220;680;1545;1820;400;0.7;2537.0;175;295
5194;Bovenstad;Gorinchem                               ;Buurt     ;BU05120101;1;855;255;600;700;155;0.8;2608.0;80;105
5195;Benedenstad;Gorinchem                               ;Buurt     ;BU05120102;1;1365;425;945;1120;245;0.7;2495.0;95;190
5196;Wijk 02 Wijdschild;Gorinchem                               ;Wijk      ;WK051202  ;1;865;290;575;735;130;1.1;2304.0;80;100
5197;Wijdschild;Gorinchem                               ;Buurt     ;BU05120200;1;865;290;575;735;130;1.1;2304.0;80;100
5198;Wijk 03 Lingewijk;Gorinchem                               ;Wijk      ;WK051203  ;1;880;215;665;750;130;0.8;1617.0;70;230
5199;Lingewijk;Gorinchem                               ;Buurt     ;BU05120300;1;880;215;665;750;130;0.8;1617.0;70;230
5200;Wijk 04 haarwijk;Gorinchem                               ;Wijk      ;WK051204  ;1;2450;600;1850;1985;465;0.9;2202.0;175;475
5201;Haarwijk West;Gorinchem                               ;Buurt     ;BU05120403;1;1450;345;1105;1170;280;0.9;2375.0;80;265
5202;Haarwijk Oost;Gorinchem                               ;Buurt     ;BU05120404;1;1000;255;745;815;185;0.9;1992.0;95;210
5203;Wijk 05 Stalkaarsen;Gorinchem                               ;Wijk      ;WK051205  ;1;1115;295;820;925;190;0.9;1557.0;90;145
5204;Stalkaarsen;Gorinchem                               ;Buurt     ;BU05120500;1;1115;295;820;925;190;0.9;1557.0;90;145
5205;Wijk 06 Gildenwijk;Gorinchem                               ;Wijk      ;WK051206  ;1;1845;460;1385;1590;255;0.7;2489.0;80;285
5206;Gildenwijk;Gorinchem                               ;Buurt     ;BU05120600;1;1845;460;1385;1590;255;0.7;2489.0;80;285
5207;Wijk 07 Schelluinsestraat;Gorinchem                               ;Wijk      ;WK051207  ;1;75;15;55;65;5;0.9;169.0;5;20
5208;Schelluinsestraat;Gorinchem                               ;Buurt     ;BU05120700;1;75;15;55;65;5;0.9;169.0;5;20
5209;Wijk 08 Avelingen Oost;Gorinchem                               ;Wijk      ;WK051208  ;1;30;10;20;25;5;;;5;10
5210;Avelingen Oost;Gorinchem                               ;Buurt     ;BU05120800;1;30;10;20;25;5;;;5;10
5211;Wijk 09 Avelingen West;Gorinchem                               ;Wijk      ;WK051209  ;1;15;5;10;10;5;;;15;20
5212;Avelingen West;Gorinchem                               ;Buurt     ;BU05120900;1;15;5;10;10;5;;;15;20
5213;Wijk 10 Molenvliet;Gorinchem                               ;Wijk      ;WK051210  ;1;25;5;20;15;5;;;5;20
5214;Molenvliet;Gorinchem                               ;Buurt     ;BU05121000;1;25;5;20;15;5;;;5;20
5215;Wijk 11 laag Dalem;Gorinchem                               ;Wijk      ;WK051211  ;1;3485;1335;2145;2910;575;1.1;2178.0;275;515
5216;Laag Dalem I;Gorinchem                               ;Buurt     ;BU05121105;1;950;330;620;810;140;1.0;2703.0;75;180
5217;Laag Dalem II;Gorinchem                               ;Buurt     ;BU05121106;1;1145;425;720;960;185;1.1;3015.0;90;175
5218;Laag Dalem Oost;Gorinchem                               ;Buurt     ;BU05121107;1;1085;445;645;910;175;1.2;3174.0;85;140
5219;Laag Dalem Zuid;Gorinchem                               ;Buurt     ;BU05121108;1;305;140;160;225;75;1.2;576.0;25;20
5220;Wijk 12 Dalem;Gorinchem                               ;Wijk      ;WK051212  ;1;475;135;340;395;75;1.4;461.0;45;115
5221;Dalem;Gorinchem                               ;Buurt     ;BU05121200;1;475;135;340;395;75;1.4;461.0;45;115
5222;Wijk 13 Hoog Dalem;Gorinchem                               ;Wijk      ;WK051213  ;1;255;95;160;195;60;1.3;270.0;10;30
5223;Hoog Dalem;Gorinchem                               ;Buurt     ;BU05121300;1;255;95;160;195;60;1.3;270.0;10;30
5224;Wijk 14 Bedrijventerrein Oost;Gorinchem                               ;Wijk      ;WK051214  ;1;15;0;10;5;5;;;5;0
5225;Linge;Gorinchem                               ;Buurt     ;BU05121409;1;15;0;10;5;5;;;5;0
5226;Oost I;Gorinchem                               ;Buurt     ;BU05121410;1;0;0;0;0;0;;;0;0
5227;Oost II;Gorinchem                               ;Buurt     ;BU05121411;1;0;0;0;0;0;;;0;0
5228;Wijk 15 Papland;Gorinchem                               ;Wijk      ;WK051215  ;1;10;5;5;10;0;;;0;5
5229;Papland;Gorinchem                               ;Buurt     ;BU05121500;1;10;5;5;10;0;;;0;5
5230;Wijk 16 schotdeuren;Gorinchem                               ;Wijk      ;WK051216  ;1;20;5;10;15;5;;;5;5
5231;Schotdeuren;Gorinchem                               ;Buurt     ;BU05121600;1;20;5;10;15;5;;;5;5
5232;Wijk 17 Bedrijventerrein Noord;Gorinchem                               ;Wijk      ;WK051217  ;1;5;0;5;0;0;;;0;0
5233;Bedrijventerrein Noord;Gorinchem                               ;Buurt     ;BU05121700;1;5;0;5;0;0;;;0;0
5234;Wijk 18 Landelijk gebied West;Gorinchem                               ;Wijk      ;WK051218  ;1;50;15;30;35;10;;;10;15
5235;Landelijk gebied West;Gorinchem                               ;Buurt     ;BU05121800;1;50;15;30;35;10;;;10;15
5236;Wijk 19 Landelijk gebied Noord;Gorinchem                               ;Wijk      ;WK051219  ;1;5;0;5;5;0;;;0;0
5237;Landelijk gebied Noord;Gorinchem                               ;Buurt     ;BU05121900;1;5;0;5;5;0;;;0;0
5238;Wijk 20 Landelijk gebied Oost;Gorinchem                               ;Wijk      ;WK051220  ;1;0;0;0;0;0;;;0;0
5239;Landelijk gebied Oost;Gorinchem                               ;Buurt     ;BU05122000;1;0;0;0;0;0;;;0;0
5240;Wijk 21 Landelijk gebied Zuid;Gorinchem                               ;Wijk      ;WK051221  ;1;0;0;0;0;0;;;0;0
5241;Landelijk gebied Zuid;Gorinchem                               ;Buurt     ;BU05122100;1;0;0;0;0;0;;;0;0
5242;Gouda;Gouda                                   ;Gemeente  ;GM0513    ;.;24720;7125;17600;21550;3170;0.8;1468.0;2220;3400
5243;Niet nader toe te delen;Gouda                                   ;          ;          ; ;5;0;5;5;0;;;0;0
5244;Wel nader toe te delen;Gouda                                   ;          ;          ; ;24715;7120;17595;21545;3170;;;2220;3400
5245;Wijk 01 Binnenstad;Gouda                                   ;Wijk      ;WK051301  ;1;2275;635;1640;1925;350;0.6;1756.0;280;290
5246;Nieuwe Markt en omgeving;Gouda                                   ;Buurt     ;BU05130100;1;350;105;250;310;45;0.4;2181.0;55;65
5247;De Baan en omgeving;Gouda                                   ;Buurt     ;BU05130101;1;345;85;260;295;50;0.5;2379.0;30;40
5248;Turfmarkt en omgeving;Gouda                                   ;Buurt     ;BU05130102;1;465;115;350;385;75;0.7;3853.0;50;45
5249;Raam en omgeving;Gouda                                   ;Buurt     ;BU05130103;1;555;140;420;455;100;0.6;3575.0;90;85
5250;Nieuwe Park-Oost;Gouda                                   ;Buurt     ;BU05130104;1;555;195;360;475;80;0.6;1162.0;55;55
5251;Nieuwe Park-West;Gouda                                   ;Buurt     ;BU05130105;1;0;0;0;0;0;;;0;0
5252;Wijk 02 De Korte Akkeren;Gouda                                   ;Wijk      ;WK051302  ;1;3210;650;2560;2860;350;0.7;1885.0;435;760
5253;De Korte Akkeren-Oud;Gouda                                   ;Buurt     ;BU05130200;1;2150;430;1720;1920;230;0.7;3821.0;295;470
5254;De Korte Akkeren-Nieuw;Gouda                                   ;Buurt     ;BU05130201;1;730;165;565;650;80;0.8;2226.0;100;185
5255;Industrieterrein Kromme Gouwe Oost West;Gouda                                   ;Buurt     ;BU05130202;1;120;20;100;110;15;0.8;303.0;15;25
5256;Industrieterrein de Hollandsche IJssel;Gouda                                   ;Buurt     ;BU05130203;1;20;5;15;20;5;;;0;5
5257;Weidebloemkwartier;Gouda                                   ;Buurt     ;BU05130204;1;190;25;160;165;20;0.8;1118.0;25;80
5258;Wijk 03 Bloemendaal;Gouda                                   ;Wijk      ;WK051303  ;1;3870;1355;2510;3455;415;0.8;1307.0;260;405
5259;Boerhaavekwartier;Gouda                                   ;Buurt     ;BU05130300;1;1040;400;645;935;105;0.7;2093.0;60;90
5260;Windrooskwartier en Heesterbuurt;Gouda                                   ;Buurt     ;BU05130301;1;1045;315;735;940;105;0.9;2516.0;85;145
5261;Groenhovenkwartier;Gouda                                   ;Buurt     ;BU05130302;1;685;200;485;605;80;0.9;2960.0;50;85
5262;Bloemendaalseweg;Gouda                                   ;Buurt     ;BU05130303;1;540;185;355;480;60;0.8;1433.0;35;55
5263;De Goudse Poort;Gouda                                   ;Buurt     ;BU05130304;1;280;115;165;250;25;0.8;210.0;20;20
5264;De Gaardenbuurt;Gouda                                   ;Buurt     ;BU05130305;1;280;150;130;245;35;1.2;2431.0;15;10
5265;Wijk 04 Plaswijck;Gouda                                   ;Wijk      ;WK051304  ;1;4660;1525;3135;4090;570;0.9;2479.0;330;540
5266;Hoef- en Veldbuurt;Gouda                                   ;Buurt     ;BU05130400;1;875;265;610;785;90;0.7;2555.0;50;105
5267;Zomenbuurt;Gouda                                   ;Buurt     ;BU05130401;1;680;215;465;610;75;0.8;2172.0;55;90
5268;Hoevenbuurt;Gouda                                   ;Buurt     ;BU05130402;1;1170;325;845;1005;165;0.9;2494.0;90;180
5269;Lusten-, Burgen- en Steinenbuurt;Gouda                                   ;Buurt     ;BU05130403;1;685;240;445;610;75;1.0;2639.0;45;60
5270;Grassen- en Waterbuurt;Gouda                                   ;Buurt     ;BU05130404;1;505;225;280;440;65;1.2;3078.0;35;40
5271;Bodegraafsestraatweg;Gouda                                   ;Buurt     ;BU05130405;1;145;70;75;115;30;1.2;1684.0;5;15
5272;Mammoet;Gouda                                   ;Buurt     ;BU05130406;1;300;90;210;255;45;0.9;1648.0;20;30
5273;Wervenbuurt;Gouda                                   ;Buurt     ;BU05130407;1;300;90;210;275;25;1.0;4692.0;35;20
5274;Wijk 05 Noord;Gouda                                   ;Wijk      ;WK051305  ;1;3305;905;2405;2870;435;0.8;1423.0;310;410
5275;Ouwe Gouwe;Gouda                                   ;Buurt     ;BU05130500;1;1555;355;1200;1370;185;0.7;2283.0;150;205
5276;Statensingel;Gouda                                   ;Buurt     ;BU05130501;1;220;75;150;200;20;0.6;3114.0;10;25
5277;Wethouder Venteweg;Gouda                                   ;Buurt     ;BU05130502;1;555;165;390;470;85;0.9;2755.0;50;75
5278;Achterwillenseweg;Gouda                                   ;Buurt     ;BU05130503;1;355;65;290;295;60;0.7;2121.0;40;45
5279;Slagenbuurt;Gouda                                   ;Buurt     ;BU05130504;1;590;235;355;505;85;1.1;1756.0;55;55
5280;De Goudse Hout;Gouda                                   ;Buurt     ;BU05130509;1;35;10;20;30;5;;;0;0
5281;Wijk 06 Kort Haarlem;Gouda                                   ;Wijk      ;WK051306  ;1;3045;660;2390;2595;455;0.7;2363.0;300;490
