ID;HouseholdCharacteristics;ComponentsOfWealth;Periods;NumberOfPrivateHouseholds_1;TotalWealth_2;MeanWealth_3;MedianWealth_4
5158;Main earner: 75 to 84 years;2.3 Other loans;2016;119.9;7.2;60.1;1.4
5159;Main earner: 75 to 84 years;2.3 Other loans;2017;111.7;7.6;68.3;1.6
5160;Main earner: 75 to 84 years;2.3 Other loans;2018;151.0;8.2;54.2;0.6
5161;Main earner: 75 to 84 years;2.3 Other loans;2019;110.0;8.8;80.2;2.3
5162;Main earner: 75 to 84 years;2.3 Other loans;2020;109.3;9.6;87.8;3.7
5163;Main earner: 75 to 84 years;2.3 Other loans;2021;131.0;10.2;77.9;0.9
5164;Main earner: 75 to 84 years;2.3 Other loans;2022;189.3;13.6;72.0;0.7
5165;Main earner: 75 to 84 years;2.3 Other loans;2023;236.5;15.0;63.4;0.6
5166;Main earner: 75 to 84 years;Wealth excluding principal residence;2006;571.0;62.7;109.9;22.9
5167;Main earner: 75 to 84 years;Wealth excluding principal residence;2007;577.2;66.0;114.4;23.1
5168;Main earner: 75 to 84 years;Wealth excluding principal residence;2008;585.3;67.3;114.9;23.4
5169;Main earner: 75 to 84 years;Wealth excluding principal residence;2009;590.2;62.7;106.2;23.7
5170;Main earner: 75 to 84 years;Wealth excluding principal residence;2010;599.0;68.0;113.6;24.3
5171;Main earner: 75 to 84 years;Wealth excluding principal residence;2011;605.2;69.2;114.4;26.2
5172;Main earner: 75 to 84 years;Wealth excluding principal residence;2012;614.1;70.0;113.9;25.5
5173;Main earner: 75 to 84 years;Wealth excluding principal residence;2013;623.2;76.1;122.1;24.4
5174;Main earner: 75 to 84 years;Wealth excluding principal residence;2014;631.2;77.2;122.4;23.6
5175;Main earner: 75 to 84 years;Wealth excluding principal residence;2015;647.3;82.0;126.7;25.1
5176;Main earner: 75 to 84 years;Wealth excluding principal residence;2016;660.6;84.1;127.3;23.9
5177;Main earner: 75 to 84 years;Wealth excluding principal residence;2017;674.0;91.3;135.4;24.5
5178;Main earner: 75 to 84 years;Wealth excluding principal residence;2018;686.3;98.1;143.0;25.4
5179;Main earner: 75 to 84 years;Wealth excluding principal residence;2019;707.6;102.8;145.3;26.7
5180;Main earner: 75 to 84 years;Wealth excluding principal residence;2020;730.4;116.7;159.7;28.3
5181;Main earner: 75 to 84 years;Wealth excluding principal residence;2021;745.4;117.7;157.9;32.0
5182;Main earner: 75 to 84 years;Wealth excluding principal residence;2022;794.5;137.5;173.1;34.0
5183;Main earner: 75 to 84 years;Wealth excluding principal residence;2023;837.9;146.4;174.7;36.5
5184;Main earner: 85 years or older;Wealth;2006;157.9;28.3;179.2;22.9
5185;Main earner: 85 years or older;Wealth;2007;168.8;31.9;189.1;27.3
5186;Main earner: 85 years or older;Wealth;2008;179.3;37.4;208.3;33.6
5187;Main earner: 85 years or older;Wealth;2009;188.8;37.7;199.7;36.1
5188;Main earner: 85 years or older;Wealth;2010;197.6;40.7;205.8;40.2
5189;Main earner: 85 years or older;Wealth;2011;203.5;41.1;201.9;40.2
5190;Main earner: 85 years or older;Wealth;2012;212.7;42.0;197.7;41.2
5191;Main earner: 85 years or older;Wealth;2013;220.1;42.9;195.0;43.2
5192;Main earner: 85 years or older;Wealth;2014;219.0;43.9;200.6;46.8
5193;Main earner: 85 years or older;Wealth;2015;231.3;47.1;203.7;46.6
5194;Main earner: 85 years or older;Wealth;2016;240.5;50.1;208.3;47.5
5195;Main earner: 85 years or older;Wealth;2017;250.9;53.7;214.1;48.9
5196;Main earner: 85 years or older;Wealth;2018;256.1;58.2;227.3;53.6
5197;Main earner: 85 years or older;Wealth;2019;261.3;63.3;242.4;59.4
5198;Main earner: 85 years or older;Wealth;2020;266.5;69.5;260.9;66.9
5199;Main earner: 85 years or older;Wealth;2021;271.0;75.0;276.8;79.9
5200;Main earner: 85 years or older;Wealth;2022;274.8;88.0;320.1;94.7
5201;Main earner: 85 years or older;Wealth;2023;277.5;90.2;324.9;110.1
5202;Main earner: 85 years or older;1 Assets;2006;157.9;29.5;186.8;22.9
5203;Main earner: 85 years or older;1 Assets;2007;168.8;33.3;197.5;27.8
5204;Main earner: 85 years or older;1 Assets;2008;179.3;39.1;218.0;34.2
5205;Main earner: 85 years or older;1 Assets;2009;188.8;39.7;210.5;36.9
5206;Main earner: 85 years or older;1 Assets;2010;197.6;43.1;218.1;41.2
5207;Main earner: 85 years or older;1 Assets;2011;203.5;43.6;214.1;41.1
5208;Main earner: 85 years or older;1 Assets;2012;212.7;44.7;210.4;42.3
5209;Main earner: 85 years or older;1 Assets;2013;220.1;45.8;208.2;44.9
5210;Main earner: 85 years or older;1 Assets;2014;219.0;47.1;214.9;49.3
5211;Main earner: 85 years or older;1 Assets;2015;231.3;50.5;218.3;49.0
5212;Main earner: 85 years or older;1 Assets;2016;240.5;54.0;224.4;50.2
5213;Main earner: 85 years or older;1 Assets;2017;250.9;58.0;231.4;51.5
5214;Main earner: 85 years or older;1 Assets;2018;256.1;62.9;245.6;56.6
5215;Main earner: 85 years or older;1 Assets;2019;261.3;68.5;262.2;62.5
5216;Main earner: 85 years or older;1 Assets;2020;266.5;75.0;281.6;70.5
5217;Main earner: 85 years or older;1 Assets;2021;271.0;80.8;298.4;84.0
5218;Main earner: 85 years or older;1 Assets;2022;274.8;94.8;345.0;98.4
5219;Main earner: 85 years or older;1 Assets;2023;277.5;97.7;352.1;116.1
5220;Main earner: 85 years or older;1.1 Financial assets;2006;149.8;15.1;100.6;22.9
5221;Main earner: 85 years or older;1.1 Financial assets;2007;158.9;16.7;105.3;23.1
5222;Main earner: 85 years or older;1.1 Financial assets;2008;170.4;18.3;107.5;23.4
5223;Main earner: 85 years or older;1.1 Financial assets;2009;179.1;17.2;96.1;24.5
5224;Main earner: 85 years or older;1.1 Financial assets;2010;188.7;19.4;102.6;26.0
5225;Main earner: 85 years or older;1.1 Financial assets;2011;195.1;20.0;102.6;29.9
5226;Main earner: 85 years or older;1.1 Financial assets;2012;210.3;20.7;98.5;28.0
5227;Main earner: 85 years or older;1.1 Financial assets;2013;216.6;22.1;102.0;27.3
5228;Main earner: 85 years or older;1.1 Financial assets;2014;215.8;22.3;103.3;26.6
5229;Main earner: 85 years or older;1.1 Financial assets;2015;229.4;23.5;102.6;27.0
5230;Main earner: 85 years or older;1.1 Financial assets;2016;238.6;23.9;100.2;25.6
5231;Main earner: 85 years or older;1.1 Financial assets;2017;248.4;25.3;101.8;25.4
5232;Main earner: 85 years or older;1.1 Financial assets;2018;254.3;26.1;102.6;25.6
5233;Main earner: 85 years or older;1.1 Financial assets;2019;259.6;25.5;98.4;26.4
5234;Main earner: 85 years or older;1.1 Financial assets;2020;264.8;26.8;101.4;27.5
5235;Main earner: 85 years or older;1.1 Financial assets;2021;269.7;27.7;102.6;29.9
5236;Main earner: 85 years or older;1.1 Financial assets;2022;273.6;29.9;109.2;31.8
5237;Main earner: 85 years or older;1.1 Financial assets;2023;276.4;29.6;107.1;33.7
5238;Main earner: 85 years or older;1.1.1 Bank and savings credits;2006;149.6;8.0;53.5;22.9
5239;Main earner: 85 years or older;1.1.1 Bank and savings credits;2007;158.7;8.9;56.3;23.1
5240;Main earner: 85 years or older;1.1.1 Bank and savings credits;2008;170.3;10.4;61.2;23.4
5241;Main earner: 85 years or older;1.1.1 Bank and savings credits;2009;179.0;11.4;63.8;23.7
5242;Main earner: 85 years or older;1.1.1 Bank and savings credits;2010;188.6;12.5;66.1;24.2
5243;Main earner: 85 years or older;1.1.1 Bank and savings credits;2011;195.0;12.7;65.1;27.2
5244;Main earner: 85 years or older;1.1.1 Bank and savings credits;2012;210.3;13.8;65.7;25.7
5245;Main earner: 85 years or older;1.1.1 Bank and savings credits;2013;216.5;14.5;67.0;25.0
5246;Main earner: 85 years or older;1.1.1 Bank and savings credits;2014;215.7;14.3;66.1;24.8
5247;Main earner: 85 years or older;1.1.1 Bank and savings credits;2015;229.4;14.9;64.9;25.1
5248;Main earner: 85 years or older;1.1.1 Bank and savings credits;2016;238.5;15.2;63.6;23.3
5249;Main earner: 85 years or older;1.1.1 Bank and savings credits;2017;248.4;15.8;63.4;23.5
5250;Main earner: 85 years or older;1.1.1 Bank and savings credits;2018;254.3;16.2;63.7;23.7
5251;Main earner: 85 years or older;1.1.1 Bank and savings credits;2019;259.6;16.4;63.1;24.4
5252;Main earner: 85 years or older;1.1.1 Bank and savings credits;2020;264.8;16.8;63.3;25.5
5253;Main earner: 85 years or older;1.1.1 Bank and savings credits;2021;269.7;17.6;65.1;27.9
5254;Main earner: 85 years or older;1.1.1 Bank and savings credits;2022;273.6;18.0;65.9;29.7
5255;Main earner: 85 years or older;1.1.1 Bank and savings credits;2023;276.4;18.8;67.9;31.2
5256;Main earner: 85 years or older;1.1.2 Securities;2006;31.2;7.1;226.2;59.9
5257;Main earner: 85 years or older;1.1.2 Securities;2007;32.4;7.8;241.0;67.9
5258;Main earner: 85 years or older;1.1.2 Securities;2008;33.2;7.9;238.1;68.8
5259;Main earner: 85 years or older;1.1.2 Securities;2009;33.9;5.8;171.2;49.9
5260;Main earner: 85 years or older;1.1.2 Securities;2010;35.7;6.9;193.5;52.8
5261;Main earner: 85 years or older;1.1.2 Securities;2011;35.8;7.3;204.6;51.6
5262;Main earner: 85 years or older;1.1.2 Securities;2012;36.1;6.9;191.6;50.0
5263;Main earner: 85 years or older;1.1.2 Securities;2013;35.6;7.6;213.0;51.4
5264;Main earner: 85 years or older;1.1.2 Securities;2014;33.6;8.0;238.5;54.2
5265;Main earner: 85 years or older;1.1.2 Securities;2015;34.0;8.7;254.9;56.4
5266;Main earner: 85 years or older;1.1.2 Securities;2016;34.4;8.7;253.9;56.4
5267;Main earner: 85 years or older;1.1.2 Securities;2017;35.2;9.5;270.5;57.4
5268;Main earner: 85 years or older;1.1.2 Securities;2018;35.5;9.9;278.7;61.5
5269;Main earner: 85 years or older;1.1.2 Securities;2019;36.3;9.2;252.8;56.4
5270;Main earner: 85 years or older;1.1.2 Securities;2020;36.7;10.1;274.7;61.8
5271;Main earner: 85 years or older;1.1.2 Securities;2021;37.4;10.1;270.6;61.7
5272;Main earner: 85 years or older;1.1.2 Securities;2022;38.3;11.8;309.6;66.0
5273;Main earner: 85 years or older;1.1.2 Securities;2023;39.1;10.8;276.3;59.9
5274;Main earner: 85 years or older;1.2 Real estate;2006;40.3;12.8;318.4;249.3
5275;Main earner: 85 years or older;1.2 Real estate;2007;44.2;14.7;333.4;265.3
5276;Main earner: 85 years or older;1.2 Real estate;2008;53.1;18.5;349.1;279.5
5277;Main earner: 85 years or older;1.2 Real estate;2009;57.2;20.0;350.3;278.9
5278;Main earner: 85 years or older;1.2 Real estate;2010;62.0;20.7;334.5;263.4
5279;Main earner: 85 years or older;1.2 Real estate;2011;62.3;20.3;326.6;263.8
5280;Main earner: 85 years or older;1.2 Real estate;2012;66.4;20.7;312.2;250.5
5281;Main earner: 85 years or older;1.2 Real estate;2013;70.8;19.9;280.8;225.3
5282;Main earner: 85 years or older;1.2 Real estate;2014;75.6;20.9;276.4;223.5
5283;Main earner: 85 years or older;1.2 Real estate;2015;80.4;22.6;280.8;226.8
5284;Main earner: 85 years or older;1.2 Real estate;2016;86.1;24.9;289.1;234.6
5285;Main earner: 85 years or older;1.2 Real estate;2017;91.2;27.8;305.2;247.8
5286;Main earner: 85 years or older;1.2 Real estate;2018;96.3;31.3;325.3;266.2
5287;Main earner: 85 years or older;1.2 Real estate;2019;102.3;35.8;350.2;289.6
5288;Main earner: 85 years or older;1.2 Real estate;2020;107.7;39.9;371.0;308.2
5289;Main earner: 85 years or older;1.2 Real estate;2021;113.2;45.6;403.4;339.0
5290;Main earner: 85 years or older;1.2 Real estate;2022;118.1;56.9;481.7;411.0
5291;Main earner: 85 years or older;1.2 Real estate;2023;122.8;59.5;484.4;411.6
5292;Main earner: 85 years or older;1.2.1 Principal residence;2006;37.8;11.5;305.3;249.3
5293;Main earner: 85 years or older;1.2.1 Principal residence;2007;41.6;13.4;321.1;265.9
5294;Main earner: 85 years or older;1.2.1 Principal residence;2008;51.4;17.0;330.0;275.3
5295;Main earner: 85 years or older;1.2.1 Principal residence;2009;55.5;18.3;330.1;273.6
5296;Main earner: 85 years or older;1.2.1 Principal residence;2010;60.2;18.8;312.1;258.6
5297;Main earner: 85 years or older;1.2.1 Principal residence;2011;60.4;18.4;304.1;259.8
5298;Main earner: 85 years or older;1.2.1 Principal residence;2012;64.4;18.6;288.7;246.7
5299;Main earner: 85 years or older;1.2.1 Principal residence;2013;68.6;17.7;258.2;221.7
5300;Main earner: 85 years or older;1.2.1 Principal residence;2014;73.3;18.7;255.7;220.7
5301;Main earner: 85 years or older;1.2.1 Principal residence;2015;78.0;20.3;260.7;223.8
5302;Main earner: 85 years or older;1.2.1 Principal residence;2016;83.7;22.5;269.4;231.5
5303;Main earner: 85 years or older;1.2.1 Principal residence;2017;88.9;25.4;285.5;245.7
5304;Main earner: 85 years or older;1.2.1 Principal residence;2018;94.1;28.8;306.3;264.0
5305;Main earner: 85 years or older;1.2.1 Principal residence;2019;100.2;33.2;331.0;286.3
5306;Main earner: 85 years or older;1.2.1 Principal residence;2020;105.6;37.0;350.5;305.1
5307;Main earner: 85 years or older;1.2.1 Principal residence;2021;111.0;42.5;383.1;334.6
5308;Main earner: 85 years or older;1.2.1 Principal residence;2022;116.0;53.6;461.9;407.3
5309;Main earner: 85 years or older;1.2.1 Principal residence;2023;120.6;55.6;461.0;408.4
5310;Main earner: 85 years or older;1.2.2 Other real estate;2006;6.9;1.3;188.2;83.3
5311;Main earner: 85 years or older;1.2.2 Other real estate;2007;7.2;1.4;191.2;86.7
5312;Main earner: 85 years or older;1.2.2 Other real estate;2008;7.5;1.6;207.8;92.4
5313;Main earner: 85 years or older;1.2.2 Other real estate;2009;8.0;1.7;214.8;100.0
5314;Main earner: 85 years or older;1.2.2 Other real estate;2010;8.5;1.9;227.6;108.0
5315;Main earner: 85 years or older;1.2.2 Other real estate;2011;8.3;2.0;239.9;115.8
5316;Main earner: 85 years or older;1.2.2 Other real estate;2012;8.6;2.2;249.0;121.0
5317;Main earner: 85 years or older;1.2.2 Other real estate;2013;9.1;2.2;236.2;117.0
5318;Main earner: 85 years or older;1.2.2 Other real estate;2014;9.9;2.1;215.0;102.0
5319;Main earner: 85 years or older;1.2.2 Other real estate;2015;10.6;2.3;213.2;97.0
5320;Main earner: 85 years or older;1.2.2 Other real estate;2016;11.0;2.3;212.0;93.5
5321;Main earner: 85 years or older;1.2.2 Other real estate;2017;11.2;2.5;221.0;94.0
5322;Main earner: 85 years or older;1.2.2 Other real estate;2018;11.2;2.5;220.5;95.0
5323;Main earner: 85 years or older;1.2.2 Other real estate;2019;11.8;2.7;225.9;97.4
5324;Main earner: 85 years or older;1.2.2 Other real estate;2020;12.1;2.9;242.7;101.7
5325;Main earner: 85 years or older;1.2.2 Other real estate;2021;12.5;3.1;247.1;102.0
5326;Main earner: 85 years or older;1.2.2 Other real estate;2022;12.6;3.3;261.8;110.0
5327;Main earner: 85 years or older;1.2.2 Other real estate;2023;13.0;3.9;297.0;120.0
5328;Main earner: 85 years or older;1.3 Enterprise capital;2006;1.2;0.2;180.4;60.2
5329;Main earner: 85 years or older;1.3 Enterprise capital;2007;1.2;0.3;217.3;71.6
5330;Main earner: 85 years or older;1.3 Enterprise capital;2008;1.2;0.3;224.5;83.1
5331;Main earner: 85 years or older;1.3 Enterprise capital;2009;1.3;0.3;227.0;86.5
5332;Main earner: 85 years or older;1.3 Enterprise capital;2010;1.5;0.4;238.7;74.2
5333;Main earner: 85 years or older;1.3 Enterprise capital;2011;1.6;0.4;230.5;72.5
5334;Main earner: 85 years or older;1.3 Enterprise capital;2012;1.6;0.4;245.4;73.6
5335;Main earner: 85 years or older;1.3 Enterprise capital;2013;1.6;0.4;254.0;70.8
5336;Main earner: 85 years or older;1.3 Enterprise capital;2014;1.6;0.4;269.4;81.2
5337;Main earner: 85 years or older;1.3 Enterprise capital;2015;1.6;0.4;261.3;74.0
5338;Main earner: 85 years or older;1.3 Enterprise capital;2016;1.7;0.5;276.8;65.0
5339;Main earner: 85 years or older;1.3 Enterprise capital;2017;1.9;0.5;266.1;59.1
5340;Main earner: 85 years or older;1.3 Enterprise capital;2018;1.9;0.6;288.4;65.0
5341;Main earner: 85 years or older;1.3 Enterprise capital;2019;2.0;0.6;289.4;61.6
5342;Main earner: 85 years or older;1.3 Enterprise capital;2020;2.1;0.6;304.4;67.9
5343;Main earner: 85 years or older;1.3 Enterprise capital;2021;2.2;0.7;310.9;67.6
5344;Main earner: 85 years or older;1.3 Enterprise capital;2022;2.2;0.7;305.9;61.8
5345;Main earner: 85 years or older;1.3 Enterprise capital;2023;2.2;0.7;318.9;62.4
5346;Main earner: 85 years or older;1.4 Substantial interest;2006;0.7;0.5;711.8;93.1
5347;Main earner: 85 years or older;1.4 Substantial interest;2007;0.8;0.6;691.2;86.3
5348;Main earner: 85 years or older;1.4 Substantial interest;2008;1.0;0.8;778.6;87.6
5349;Main earner: 85 years or older;1.4 Substantial interest;2009;1.1;0.9;798.0;86.5
5350;Main earner: 85 years or older;1.4 Substantial interest;2010;1.3;1.2;916.7;93.3
5351;Main earner: 85 years or older;1.4 Substantial interest;2011;1.4;1.5;1057.7;113.1
5352;Main earner: 85 years or older;1.4 Substantial interest;2012;1.5;1.3;865.9;115.7
5353;Main earner: 85 years or older;1.4 Substantial interest;2013;1.7;1.9;1128.4;124.1
5354;Main earner: 85 years or older;1.4 Substantial interest;2014;1.8;1.9;1021.4;128.8
5355;Main earner: 85 years or older;1.4 Substantial interest;2015;2.0;2.4;1187.6;135.2
5356;Main earner: 85 years or older;1.4 Substantial interest;2016;2.2;3.0;1360.1;136.9
5357;Main earner: 85 years or older;1.4 Substantial interest;2017;2.4;2.6;1052.3;139.4
5358;Main earner: 85 years or older;1.4 Substantial interest;2018;2.7;2.9;1107.1;152.8
5359;Main earner: 85 years or older;1.4 Substantial interest;2019;2.9;4.5;1562.9;188.4
5360;Main earner: 85 years or older;1.4 Substantial interest;2020;3.1;5.4;1738.4;222.1
5361;Main earner: 85 years or older;1.4 Substantial interest;2021;3.4;4.6;1369.6;212.0
5362;Main earner: 85 years or older;1.4 Substantial interest;2022;3.7;5.1;1387.8;232.5
5363;Main earner: 85 years or older;1.4 Substantial interest;2023;4.3;5.6;1298.6;217.1
5364;Main earner: 85 years or older;1.5 Other assets;2006;14.4;0.9;62.5;18.4
5365;Main earner: 85 years or older;1.5 Other assets;2007;15.4;1.0;65.9;19.2
5366;Main earner: 85 years or older;1.5 Other assets;2008;16.4;1.2;72.7;20.8
5367;Main earner: 85 years or older;1.5 Other assets;2009;17.4;1.3;73.6;22.7
5368;Main earner: 85 years or older;1.5 Other assets;2010;18.4;1.4;77.2;24.6
5369;Main earner: 85 years or older;1.5 Other assets;2011;15.7;1.4;89.3;32.0
5370;Main earner: 85 years or older;1.5 Other assets;2012;15.7;1.6;100.1;33.4
5371;Main earner: 85 years or older;1.5 Other assets;2013;16.0;1.6;98.6;34.3
5372;Main earner: 85 years or older;1.5 Other assets;2014;16.7;1.6;94.8;32.7
5373;Main earner: 85 years or older;1.5 Other assets;2015;17.1;1.6;92.6;32.3
5374;Main earner: 85 years or older;1.5 Other assets;2016;17.3;1.7;98.9;33.6
5375;Main earner: 85 years or older;1.5 Other assets;2017;18.1;1.9;102.2;35.0
5376;Main earner: 85 years or older;1.5 Other assets;2018;18.3;2.0;108.9;36.9
5377;Main earner: 85 years or older;1.5 Other assets;2019;18.7;2.1;112.5;37.6
5378;Main earner: 85 years or older;1.5 Other assets;2020;19.6;2.2;112.5;35.0
5379;Main earner: 85 years or older;1.5 Other assets;2021;19.9;2.2;112.8;36.4
5380;Main earner: 85 years or older;1.5 Other assets;2022;19.1;2.3;117.9;39.2
5381;Main earner: 85 years or older;1.5 Other assets;2023;17.3;2.3;135.2;51.4
5382;Main earner: 85 years or older;2 Liabilities;2006;14.8;1.2;81.1;36.3
5383;Main earner: 85 years or older;2 Liabilities;2007;16.4;1.4;86.1;40.0
5384;Main earner: 85 years or older;2 Liabilities;2008;18.2;1.7;95.1;43.1
5385;Main earner: 85 years or older;2 Liabilities;2009;20.1;2.0;101.0;45.4
5386;Main earner: 85 years or older;2 Liabilities;2010;22.3;2.4;109.0;49.9
5387;Main earner: 85 years or older;2 Liabilities;2011;35.4;2.5;69.8;22.2
5388;Main earner: 85 years or older;2 Liabilities;2012;36.7;2.7;73.8;25.0
5389;Main earner: 85 years or older;2 Liabilities;2013;54.4;2.9;53.4;2.9
5390;Main earner: 85 years or older;2 Liabilities;2014;40.7;3.1;76.7;30.9
5391;Main earner: 85 years or older;2 Liabilities;2015;41.8;3.4;81.1;34.0
5392;Main earner: 85 years or older;2 Liabilities;2016;49.2;3.9;78.8;31.3
5393;Main earner: 85 years or older;2 Liabilities;2017;50.0;4.3;86.7;39.2
5394;Main earner: 85 years or older;2 Liabilities;2018;64.3;4.7;73.0;25.0
5395;Main earner: 85 years or older;2 Liabilities;2019;53.9;5.2;96.1;47.7
5396;Main earner: 85 years or older;2 Liabilities;2020;56.2;5.5;98.1;50.9
5397;Main earner: 85 years or older;2 Liabilities;2021;66.8;5.9;87.6;45.0
5398;Main earner: 85 years or older;2 Liabilities;2022;79.5;6.8;86.0;40.0
5399;Main earner: 85 years or older;2 Liabilities;2023;85.3;7.6;88.8;40.8
5400;Main earner: 85 years or older;2.1 Principal residence loans;2006;9.1;0.5;54.7;34.0
5401;Main earner: 85 years or older;2.1 Principal residence loans;2007;10.1;0.6;56.5;36.3
5402;Main earner: 85 years or older;2.1 Principal residence loans;2008;11.2;0.7;60.4;38.6
5403;Main earner: 85 years or older;2.1 Principal residence loans;2009;12.2;0.8;63.7;42.4
5404;Main earner: 85 years or older;2.1 Principal residence loans;2010;13.8;0.9;67.1;45.4
5405;Main earner: 85 years or older;2.1 Principal residence loans;2011;15.9;1.1;66.6;45.4
5406;Main earner: 85 years or older;2.1 Principal residence loans;2012;17.6;1.2;68.3;45.4
5407;Main earner: 85 years or older;2.1 Principal residence loans;2013;19.4;1.3;69.4;47.5
5408;Main earner: 85 years or older;2.1 Principal residence loans;2014;21.0;1.5;71.1;49.9
5409;Main earner: 85 years or older;2.1 Principal residence loans;2015;22.1;1.6;73.4;50.4
5410;Main earner: 85 years or older;2.1 Principal residence loans;2016;25.2;1.9;75.1;53.0
5411;Main earner: 85 years or older;2.1 Principal residence loans;2017;28.1;2.1;75.9;54.9
