ID;Geslacht;Herkomstland;Perioden;Immigratie_1;EmigratieInclusiefCorrecties_2;MigratiesaldoInclusiefCorrecties_3
2514;Vrouwen;Aziatisch Midden-Oosten;2041;13398;5718;7680
2515;Vrouwen;Aziatisch Midden-Oosten;2042;13398;5741;7657
2516;Vrouwen;Aziatisch Midden-Oosten;2043;13398;5757;7641
2517;Vrouwen;Aziatisch Midden-Oosten;2044;13398;5771;7627
2518;Vrouwen;Aziatisch Midden-Oosten;2045;13398;5783;7615
2519;Vrouwen;Aziatisch Midden-Oosten;2046;13398;5789;7609
2520;Vrouwen;Aziatisch Midden-Oosten;2047;13398;5792;7606
2521;Vrouwen;Aziatisch Midden-Oosten;2048;13398;5796;7602
2522;Vrouwen;Aziatisch Midden-Oosten;2049;13398;5806;7592
2523;Vrouwen;Aziatisch Midden-Oosten;2050;13398;5815;7583
2524;Vrouwen;Aziatisch Midden-Oosten;2051;13398;5825;7573
2525;Vrouwen;Aziatisch Midden-Oosten;2052;13398;5828;7570
2526;Vrouwen;Aziatisch Midden-Oosten;2053;13398;5828;7570
2527;Vrouwen;Aziatisch Midden-Oosten;2054;13398;5829;7569
2528;Vrouwen;Aziatisch Midden-Oosten;2055;13398;5830;7568
2529;Vrouwen;Aziatisch Midden-Oosten;2056;13398;5832;7566
2530;Vrouwen;Aziatisch Midden-Oosten;2057;13398;5834;7564
2531;Vrouwen;Aziatisch Midden-Oosten;2058;13398;5837;7561
2532;Vrouwen;Aziatisch Midden-Oosten;2059;13398;5840;7558
2533;Vrouwen;Aziatisch Midden-Oosten;2060;13398;5842;7556
2534;Vrouwen;Aziatisch Midden-Oosten;2061;13398;5845;7553
2535;Vrouwen;Aziatisch Midden-Oosten;2062;13398;5847;7551
2536;Vrouwen;Aziatisch Midden-Oosten;2063;13398;5849;7549
2537;Vrouwen;Aziatisch Midden-Oosten;2064;13398;5851;7547
2538;Vrouwen;Aziatisch Midden-Oosten;2065;13398;5853;7545
2539;Vrouwen;Aziatisch Midden-Oosten;2066;13398;5855;7543
2540;Vrouwen;Aziatisch Midden-Oosten;2067;13398;5857;7541
2541;Vrouwen;Aziatisch Midden-Oosten;2068;13398;5859;7539
2542;Vrouwen;Aziatisch Midden-Oosten;2069;13398;5861;7537
2543;Vrouwen;Aziatisch Midden-Oosten;2070;13398;5862;7536
2544;Vrouwen;Oostelijk Azië;2023;18472;7993;10479
2545;Vrouwen;Oostelijk Azië;2024;18674;9152;9522
2546;Vrouwen;Oostelijk Azië;2025;19068;10246;8822
2547;Vrouwen;Oostelijk Azië;2026;19428;11316;8112
2548;Vrouwen;Oostelijk Azië;2027;19756;12400;7356
2549;Vrouwen;Oostelijk Azië;2028;19948;13505;6443
2550;Vrouwen;Oostelijk Azië;2029;20286;13800;6486
2551;Vrouwen;Oostelijk Azië;2030;20588;14096;6492
2552;Vrouwen;Oostelijk Azië;2031;20832;14375;6457
2553;Vrouwen;Oostelijk Azië;2032;21004;14614;6390
2554;Vrouwen;Oostelijk Azië;2033;21004;14805;6199
2555;Vrouwen;Oostelijk Azië;2034;21004;14937;6067
2556;Vrouwen;Oostelijk Azië;2035;21004;15044;5960
2557;Vrouwen;Oostelijk Azië;2036;21004;15132;5872
2558;Vrouwen;Oostelijk Azië;2037;21004;15203;5801
2559;Vrouwen;Oostelijk Azië;2038;21004;15263;5741
2560;Vrouwen;Oostelijk Azië;2039;21004;15314;5690
2561;Vrouwen;Oostelijk Azië;2040;21004;15359;5645
2562;Vrouwen;Oostelijk Azië;2041;21004;15398;5606
2563;Vrouwen;Oostelijk Azië;2042;21004;15435;5569
2564;Vrouwen;Oostelijk Azië;2043;21004;15468;5536
2565;Vrouwen;Oostelijk Azië;2044;21004;15498;5506
2566;Vrouwen;Oostelijk Azië;2045;21004;15525;5479
2567;Vrouwen;Oostelijk Azië;2046;21004;15548;5456
2568;Vrouwen;Oostelijk Azië;2047;21004;15568;5436
2569;Vrouwen;Oostelijk Azië;2048;21004;15586;5418
2570;Vrouwen;Oostelijk Azië;2049;21004;15600;5404
2571;Vrouwen;Oostelijk Azië;2050;21004;15613;5391
2572;Vrouwen;Oostelijk Azië;2051;21004;15631;5373
2573;Vrouwen;Oostelijk Azië;2052;21004;15643;5361
2574;Vrouwen;Oostelijk Azië;2053;21004;15652;5352
2575;Vrouwen;Oostelijk Azië;2054;21004;15660;5344
2576;Vrouwen;Oostelijk Azië;2055;21004;15668;5336
2577;Vrouwen;Oostelijk Azië;2056;21004;15675;5329
2578;Vrouwen;Oostelijk Azië;2057;21004;15682;5322
2579;Vrouwen;Oostelijk Azië;2058;21004;15688;5316
2580;Vrouwen;Oostelijk Azië;2059;21004;15694;5310
2581;Vrouwen;Oostelijk Azië;2060;21004;15700;5304
2582;Vrouwen;Oostelijk Azië;2061;21004;15706;5298
2583;Vrouwen;Oostelijk Azië;2062;21004;15712;5292
2584;Vrouwen;Oostelijk Azië;2063;21004;15717;5287
2585;Vrouwen;Oostelijk Azië;2064;21004;15722;5282
2586;Vrouwen;Oostelijk Azië;2065;21004;15728;5276
2587;Vrouwen;Oostelijk Azië;2066;21004;15734;5270
2588;Vrouwen;Oostelijk Azië;2067;21004;15740;5264
2589;Vrouwen;Oostelijk Azië;2068;21004;15746;5258
2590;Vrouwen;Oostelijk Azië;2069;21004;15752;5252
2591;Vrouwen;Oostelijk Azië;2070;21004;15758;5246
