ID;Feedstocks;Destination;Periods;TotalSupply_1;IndigenousProduction_2;ProductionFromOtherSources_3;Imports_4;Exports_5;StockChange_6;TotalConsumption_7;Processing_8;FinalConsumption_9;OpeningStock_10;ClosingStock_11;StockChange_12
2869;Bioadditives;Destined for processing the Netherlands;2016 January;12.0;;63.0;;;-51.0;12.0;12.0;;215.0;265.0;-51.0
2870;Bioadditives;Destined for processing the Netherlands;2016 February;20.0;;18.0;;;2.0;20.0;20.0;;265.0;263.0;2.0
2871;Bioadditives;Destined for processing the Netherlands;2016 March;20.0;;47.0;;;-27.0;20.0;20.0;;263.0;290.0;-27.0
2872;Bioadditives;Destined for processing the Netherlands;2016 1st quarter;52.0;;128.0;;;-75.0;52.0;52.0;;215.0;290.0;-75.0
2873;Bioadditives;Destined for processing the Netherlands;2016 April;23.0;;6.0;;;19.0;23.0;23.0;;290.0;272.0;19.0
2874;Bioadditives;Destined for processing the Netherlands;2016 May;22.0;;12.0;;;10.0;22.0;22.0;;272.0;261.0;10.0
2875;Bioadditives;Destined for processing the Netherlands;2016 June;22.0;;15.0;;;8.0;22.0;22.0;;261.0;254.0;8.0
2876;Bioadditives;Destined for processing the Netherlands;2016 2nd quarter;67.0;;32.0;;;36.0;67.0;67.0;;290.0;254.0;36.0
2877;Bioadditives;Destined for processing the Netherlands;2016 July;32.0;;-17.0;;;49.0;32.0;32.0;;254.0;205.0;49.0
2878;Bioadditives;Destined for processing the Netherlands;2016 August;26.0;;41.0;;;-15.0;26.0;26.0;;205.0;220.0;-15.0
2879;Bioadditives;Destined for processing the Netherlands;2016 September;29.0;;3.0;;;26.0;29.0;29.0;;220.0;194.0;26.0
2880;Bioadditives;Destined for processing the Netherlands;2016 3rd quarter;87.0;;27.0;;;60.0;87.0;87.0;;254.0;194.0;60.0
2881;Bioadditives;Destined for processing the Netherlands;2016 October;37.0;;45.0;;;-7.0;37.0;37.0;;194.0;201.0;-7.0
2882;Bioadditives;Destined for processing the Netherlands;2016 November;38.0;;40.0;;;-2.0;38.0;38.0;;201.0;203.0;-2.0
2883;Bioadditives;Destined for processing the Netherlands;2016 December;105.0;;66.0;;;39.0;105.0;105.0;;203.0;165.0;39.0
2884;Bioadditives;Destined for processing the Netherlands;2016 4th quarter;179.0;;150.0;;;29.0;179.0;179.0;;194.0;165.0;29.0
2885;Bioadditives;Destined for processing the Netherlands;2017 January;25.0;;108.0;;;-83.0;25.0;25.0;;165.0;247.0;-83.0
2886;Bioadditives;Destined for processing the Netherlands;2017 February;20.0;;111.0;;;-91.0;20.0;20.0;;247.0;338.0;-91.0
2887;Bioadditives;Destined for processing the Netherlands;2017 March;40.0;;-2.0;;;41.0;40.0;40.0;;338.0;296.0;41.0
2888;Bioadditives;Destined for processing the Netherlands;2017 1st quarter;85.0;;217.0;;;-132.0;85.0;85.0;;165.0;296.0;-132.0
2889;Bioadditives;Destined for processing the Netherlands;2017 April;41.0;;-8.0;;;49.0;41.0;41.0;;296.0;247.0;49.0
2890;Bioadditives;Destined for processing the Netherlands;2017 May;45.0;;54.0;;;-9.0;45.0;45.0;;247.0;256.0;-9.0
2891;Bioadditives;Destined for processing the Netherlands;2017 June;41.0;;0.0;;;41.0;41.0;41.0;;256.0;215.0;41.0
2892;Bioadditives;Destined for processing the Netherlands;2017 2nd quarter;128.0;;47.0;;;81.0;128.0;128.0;;296.0;215.0;81.0
2893;Bioadditives;Destined for processing the Netherlands;2017 July;37.0;;43.0;;;-6.0;37.0;37.0;;215.0;221.0;-6.0
2894;Bioadditives;Destined for processing the Netherlands;2017 August;32.0;;59.0;;;-27.0;32.0;32.0;;221.0;248.0;-27.0
2895;Bioadditives;Destined for processing the Netherlands;2017 September;41.0;;52.0;;;-10.0;41.0;41.0;;248.0;258.0;-10.0
2896;Bioadditives;Destined for processing the Netherlands;2017 3rd quarter;110.0;;153.0;;;-43.0;110.0;110.0;;215.0;258.0;-43.0
2897;Bioadditives;Destined for processing the Netherlands;2017 October;51.0;;24.0;;;26.0;51.0;51.0;;258.0;231.0;26.0
2898;Bioadditives;Destined for processing the Netherlands;2017 November;40.0;;121.0;;;-81.0;40.0;40.0;;231.0;313.0;-81.0
2899;Bioadditives;Destined for processing the Netherlands;2017 December;101.0;;119.0;;;-18.0;101.0;101.0;;313.0;331.0;-18.0
2900;Bioadditives;Destined for processing the Netherlands;2017 4th quarter;191.0;;264.0;;;-73.0;191.0;191.0;;258.0;331.0;-73.0
2901;Bioadditives;Destined for processing the Netherlands;2018 January;48.0;;81.0;;;-34.0;48.0;48.0;;331.0;364.0;-34.0
2902;Bioadditives;Destined for processing the Netherlands;2018 February;43.0;;88.0;;;-45.0;43.0;43.0;;364.0;409.0;-45.0
2903;Bioadditives;Destined for processing the Netherlands;2018 March;63.0;;63.0;;;0.0;63.0;63.0;;409.0;409.0;0.0
2904;Bioadditives;Destined for processing the Netherlands;2018 1st quarter;154.0;;233.0;;;-79.0;154.0;154.0;;331.0;409.0;-79.0
2905;Bioadditives;Destined for processing the Netherlands;2018 April;69.0;;1.0;;;68.0;69.0;69.0;;409.0;341.0;68.0
2906;Bioadditives;Destined for processing the Netherlands;2018 May;66.0;;42.0;;;24.0;66.0;66.0;;341.0;317.0;24.0
2907;Bioadditives;Destined for processing the Netherlands;2018 June;72.0;;13.0;;;58.0;72.0;72.0;;317.0;259.0;58.0
2908;Bioadditives;Destined for processing the Netherlands;2018 2nd quarter;206.0;;56.0;;;150.0;206.0;206.0;;409.0;259.0;150.0
2909;Bioadditives;Destined for processing the Netherlands;2018 July;67.0;;209.0;;;-142.0;67.0;67.0;;259.0;400.0;-142.0
2910;Bioadditives;Destined for processing the Netherlands;2018 August;63.0;;55.0;;;8.0;63.0;63.0;;400.0;392.0;8.0
2911;Bioadditives;Destined for processing the Netherlands;2018 September;64.0;;71.0;;;-7.0;64.0;64.0;;392.0;399.0;-7.0
2912;Bioadditives;Destined for processing the Netherlands;2018 3rd quarter;193.0;;334.0;;;-141.0;193.0;193.0;;259.0;399.0;-141.0
2913;Bioadditives;Destined for processing the Netherlands;2018 October;63.0;;105.0;;;-42.0;63.0;63.0;;399.0;442.0;-42.0
2914;Bioadditives;Destined for processing the Netherlands;2018 November;54.0;;129.0;;;-75.0;54.0;54.0;;442.0;517.0;-75.0
2915;Bioadditives;Destined for processing the Netherlands;2018 December;88.0;;91.0;;;-3.0;88.0;88.0;;517.0;520.0;-3.0
2916;Bioadditives;Destined for processing the Netherlands;2018 4th quarter;204.0;;325.0;;;-121.0;204.0;204.0;;399.0;520.0;-121.0
2917;Bioadditives;Destined for processing the Netherlands;2019 January;59.0;;164.0;;;-105.0;59.0;59.0;;520.0;625.0;-105.0
2918;Bioadditives;Destined for processing the Netherlands;2019 February;70.0;;9.0;;;61.0;70.0;70.0;;625.0;564.0;61.0
2919;Bioadditives;Destined for processing the Netherlands;2019 March;74.0;;19.0;;;55.0;74.0;74.0;;564.0;509.0;55.0
2920;Bioadditives;Destined for processing the Netherlands;2019 1st quarter;203.0;;192.0;;;11.0;203.0;203.0;;520.0;509.0;11.0
2921;Bioadditives;Destined for processing the Netherlands;2019 April;76.0;;89.0;;;-13.0;76.0;76.0;;509.0;522.0;-13.0
2922;Bioadditives;Destined for processing the Netherlands;2019 May;75.0;;154.0;;;-79.0;75.0;75.0;;522.0;601.0;-79.0
2923;Bioadditives;Destined for processing the Netherlands;2019 June;67.0;;120.0;;;-54.0;67.0;67.0;;601.0;654.0;-54.0
2924;Bioadditives;Destined for processing the Netherlands;2019 2nd quarter;218.0;;363.0;;;-146.0;218.0;218.0;;509.0;654.0;-146.0
2925;Bioadditives;Destined for processing the Netherlands;2019 July;84.0;;17.0;;;66.0;84.0;84.0;;654.0;588.0;66.0
2926;Bioadditives;Destined for processing the Netherlands;2019 August;69.0;;105.0;;;-36.0;69.0;69.0;;588.0;624.0;-36.0
2927;Bioadditives;Destined for processing the Netherlands;2019 September;78.0;;-60.0;;;138.0;78.0;78.0;;624.0;486.0;138.0
2928;Bioadditives;Destined for processing the Netherlands;2019 3rd quarter;231.0;;62.0;;;168.0;231.0;231.0;;654.0;486.0;168.0
2929;Bioadditives;Destined for processing the Netherlands;2019 October;82.0;;140.0;;;-58.0;82.0;82.0;;486.0;544.0;-58.0
2930;Bioadditives;Destined for processing the Netherlands;2019 November;96.0;;70.0;;;26.0;96.0;96.0;;544.0;517.0;26.0
2931;Bioadditives;Destined for processing the Netherlands;2019 December;105.0;;108.0;;;-3.0;105.0;105.0;;517.0;520.0;-3.0
2932;Bioadditives;Destined for processing the Netherlands;2019 4th quarter;283.0;;317.0;;;-34.0;283.0;283.0;;486.0;520.0;-34.0
2933;Bioadditives;Destined for processing the Netherlands;2020 January;107.0;;143.0;;;-36.0;107.0;107.0;;520.0;556.0;-36.0
2934;Bioadditives;Destined for processing the Netherlands;2020 February;117.0;;252.0;;;-135.0;117.0;117.0;;556.0;691.0;-135.0
2935;Bioadditives;Destined for processing the Netherlands;2020 March;113.0;;135.0;;;-21.0;113.0;113.0;;691.0;713.0;-21.0
2936;Bioadditives;Destined for processing the Netherlands;2020 1st quarter;337.0;;530.0;;;-192.0;337.0;337.0;;520.0;713.0;-192.0
2937;Bioadditives;Destined for processing the Netherlands;2020 April;85.0;;174.0;;;-89.0;85.0;85.0;;713.0;802.0;-89.0
2938;Bioadditives;Destined for processing the Netherlands;2020 May;99.0;;91.0;;;8.0;99.0;99.0;;802.0;794.0;8.0
2939;Bioadditives;Destined for processing the Netherlands;2020 June;85.0;;-54.0;;;140.0;85.0;85.0;;794.0;654.0;140.0
2940;Bioadditives;Destined for processing the Netherlands;2020 2nd quarter;269.0;;211.0;;;58.0;269.0;269.0;;713.0;654.0;58.0
2941;Bioadditives;Destined for processing the Netherlands;2020 July;95.0;;74.0;;;23.0;95.0;95.0;;654.0;632.0;23.0
2942;Bioadditives;Destined for processing the Netherlands;2020 August;105.0;;94.0;;;13.0;105.0;105.0;;632.0;619.0;13.0
2943;Bioadditives;Destined for processing the Netherlands;2020 September;127.0;;127.0;;;1.0;127.0;126.0;1.0;619.0;618.0;1.0
2944;Bioadditives;Destined for processing the Netherlands;2020 3rd quarter;326.0;;295.0;;;36.0;326.0;325.0;1.0;654.0;618.0;36.0
2945;Bioadditives;Destined for processing the Netherlands;2020 October;180.0;;173.0;;;7.0;180.0;179.0;1.0;618.0;611.0;7.0
2946;Bioadditives;Destined for processing the Netherlands;2020 November;167.0;;84.0;;;83.0;167.0;166.0;1.0;611.0;528.0;83.0
2947;Bioadditives;Destined for processing the Netherlands;2020 December;108.0;;54.0;;;54.0;108.0;108.0;;528.0;474.0;54.0
2948;Bioadditives;Destined for processing the Netherlands;2020 4th quarter;454.0;;311.0;;;144.0;454.0;453.0;1.0;618.0;474.0;144.0
2949;Bioadditives;Destined for processing the Netherlands;2021 January;65.0;;215.0;;;-149.0;65.0;65.0;;474.0;624.0;-149.0
2950;Bioadditives;Destined for processing the Netherlands;2021 February;55.0;;11.0;;;44.0;55.0;55.0;;624.0;580.0;44.0
2951;Bioadditives;Destined for processing the Netherlands;2021 March;74.0;;122.0;;;-48.0;74.0;74.0;;580.0;628.0;-48.0
2952;Bioadditives;Destined for processing the Netherlands;2021 1st quater;193.0;;348.0;;;-154.0;193.0;193.0;;474.0;628.0;-154.0
2953;Bioadditives;Destined for processing the Netherlands;2021 April;87.0;;150.0;;;-62.0;87.0;87.0;;628.0;690.0;-62.0
2954;Bioadditives;Destined for transit to other countries;1944;;;;;;;;;;;;
2955;Bioadditives;Destined for transit to other countries;1945;;;;;;;;;;;;
2956;Bioadditives;Destined for transit to other countries;1946;;;;;;;;;;;;
2957;Bioadditives;Destined for transit to other countries;1947;;;;;;;;;;;;
2958;Bioadditives;Destined for transit to other countries;1948;;;;;;;;;;;;
2959;Bioadditives;Destined for transit to other countries;1949;;;;;;;;;;;;
2960;Bioadditives;Destined for transit to other countries;1950;;;;;;;;;;;;
2961;Bioadditives;Destined for transit to other countries;1951;;;;;;;;;;;;
2962;Bioadditives;Destined for transit to other countries;1952;;;;;;;;;;;;
2963;Bioadditives;Destined for transit to other countries;1953;;;;;;;;;;;;
2964;Bioadditives;Destined for transit to other countries;1954;;;;;;;;;;;;
2965;Bioadditives;Destined for transit to other countries;1955;;;;;;;;;;;;
2966;Bioadditives;Destined for transit to other countries;1956;;;;;;;;;;;;
2967;Bioadditives;Destined for transit to other countries;1957;;;;;;;;;;;;
2968;Bioadditives;Destined for transit to other countries;1958;;;;;;;;;;;;
2969;Bioadditives;Destined for transit to other countries;1959;;;;;;;;;;;;
2970;Bioadditives;Destined for transit to other countries;1960;;;;;;;;;;;;
2971;Bioadditives;Destined for transit to other countries;1961;;;;;;;;;;;;
2972;Bioadditives;Destined for transit to other countries;1962;;;;;;;;;;;;
2973;Bioadditives;Destined for transit to other countries;1963;;;;;;;;;;;;
2974;Bioadditives;Destined for transit to other countries;1964;;;;;;;;;;;;
2975;Bioadditives;Destined for transit to other countries;1965;;;;;;;;;;;;
2976;Bioadditives;Destined for transit to other countries;1966;;;;;;;;;;;;
2977;Bioadditives;Destined for transit to other countries;1967;;;;;;;;;;;;
2978;Bioadditives;Destined for transit to other countries;1968;;;;;;;;;;;;
2979;Bioadditives;Destined for transit to other countries;1969;;;;;;;;;;;;
2980;Bioadditives;Destined for transit to other countries;1970;;;;;;;;;;;;
2981;Bioadditives;Destined for transit to other countries;1971;;;;;;;;;;;;
2982;Bioadditives;Destined for transit to other countries;1972;;;;;;;;;;;;
2983;Bioadditives;Destined for transit to other countries;1973;;;;;;;;;;;;
2984;Bioadditives;Destined for transit to other countries;1974;;;;;;;;;;;;
2985;Bioadditives;Destined for transit to other countries;1975;;;;;;;;;;;;
2986;Bioadditives;Destined for transit to other countries;1976;;;;;;;;;;;;
2987;Bioadditives;Destined for transit to other countries;1977;;;;;;;;;;;;
2988;Bioadditives;Destined for transit to other countries;1978;;;;;;;;;;;;
2989;Bioadditives;Destined for transit to other countries;1979;;;;;;;;;;;;
2990;Bioadditives;Destined for transit to other countries;1980;;;;;;;;;;;;
2991;Bioadditives;Destined for transit to other countries;1981;;;;;;;;;;;;
2992;Bioadditives;Destined for transit to other countries;1982;;;;;;;;;;;;
2993;Bioadditives;Destined for transit to other countries;1983;;;;;;;;;;;;
2994;Bioadditives;Destined for transit to other countries;1984;;;;;;;;;;;;
2995;Bioadditives;Destined for transit to other countries;1985;;;;;;;;;;;;
2996;Bioadditives;Destined for transit to other countries;1986;;;;;;;;;;;;
2997;Bioadditives;Destined for transit to other countries;1987;;;;;;;;;;;;
2998;Bioadditives;Destined for transit to other countries;1988;;;;;;;;;;;;
2999;Bioadditives;Destined for transit to other countries;1989;;;;;;;;;;;;
3000;Bioadditives;Destined for transit to other countries;1990;;;;;;;;;;;;
3001;Bioadditives;Destined for transit to other countries;1991;;;;;;;;;;;;
3002;Bioadditives;Destined for transit to other countries;1992;;;;;;;;;;;;
3003;Bioadditives;Destined for transit to other countries;1993;;;;;;;;;;;;
3004;Bioadditives;Destined for transit to other countries;1994;;;;;;;;;;;;
3005;Bioadditives;Destined for transit to other countries;1995;;;;;;;;;;;;
3006;Bioadditives;Destined for transit to other countries;1996;;;;;;;;;;;;
3007;Bioadditives;Destined for transit to other countries;1997;;;;;;;;;;;;
3008;Bioadditives;Destined for transit to other countries;1998;;;;;;;;;;;;
3009;Bioadditives;Destined for transit to other countries;1999;;;;;;;;;;;;
3010;Bioadditives;Destined for transit to other countries;2000;;;;;;;;;;;;
3011;Bioadditives;Destined for transit to other countries;2001;;;;;;;;;;;;
3012;Bioadditives;Destined for transit to other countries;2002;;;;;;;;;;;;
3013;Bioadditives;Destined for transit to other countries;2003;;;;;;;;;;;;
3014;Bioadditives;Destined for transit to other countries;2004;;;;;;;;;;;;
3015;Bioadditives;Destined for transit to other countries;2005;;;;;;;;;;;;
3016;Bioadditives;Destined for transit to other countries;2006;;;;;;;;;;;;
3017;Bioadditives;Destined for transit to other countries;2007;;;;;;;;;;;;
3018;Bioadditives;Destined for transit to other countries;2008;;;;;;;;;;;;
3019;Bioadditives;Destined for transit to other countries;2009;;;;;;;;;;;;
3020;Bioadditives;Destined for transit to other countries;2010;;;;;;;;;;;;
3021;Bioadditives;Destined for transit to other countries;2011;;;;;;;;;;;;
3022;Bioadditives;Destined for transit to other countries;2012;;;;;;;;;;;;
3023;Bioadditives;Destined for transit to other countries;2013;;;;;;;;;;;;
3024;Bioadditives;Destined for transit to other countries;2014;;;;;;;;;;;;
3025;Bioadditives;Destined for transit to other countries;2015;;;;;;;;;;;;
3026;Bioadditives;Destined for transit to other countries;2016;;;;;;;;;;;;
3027;Bioadditives;Destined for transit to other countries;2017;;;;;;;;;;;;
3028;Bioadditives;Destined for transit to other countries;2018;;;;;;;;;;;;
3029;Bioadditives;Destined for transit to other countries;2019;;;;;;;;;;;;
3030;Bioadditives;Destined for transit to other countries;2020;;;;;;;;;;;;
3031;Bioadditives;Destined for transit to other countries;2021;;;;;;;;;;;;
3032;Bioadditives;Destined for transit to other countries;2013 January;;;;;;;;;;;;
3033;Bioadditives;Destined for transit to other countries;2013 February;;;;;;;;;;;;
3034;Bioadditives;Destined for transit to other countries;2013 March;;;;;;;;;;;;
3035;Bioadditives;Destined for transit to other countries;2013 1st quarter;;;;;;;;;;;;
3036;Bioadditives;Destined for transit to other countries;2013 April;;;;;;;;;;;;
3037;Bioadditives;Destined for transit to other countries;2013 May;;;;;;;;;;;;
3038;Bioadditives;Destined for transit to other countries;2013 June;;;;;;;;;;;;
3039;Bioadditives;Destined for transit to other countries;2013 2nd quarter;;;;;;;;;;;;
3040;Bioadditives;Destined for transit to other countries;2013 July;;;;;;;;;;;;
3041;Bioadditives;Destined for transit to other countries;2013 August;;;;;;;;;;;;
3042;Bioadditives;Destined for transit to other countries;2013 September;;;;;;;;;;;;
3043;Bioadditives;Destined for transit to other countries;2013 3rd quarter;;;;;;;;;;;;
3044;Bioadditives;Destined for transit to other countries;2013 October;;;;;;;;;;;;
3045;Bioadditives;Destined for transit to other countries;2013 November;;;;;;;;;;;;
3046;Bioadditives;Destined for transit to other countries;2013 December;;;;;;;;;;;;
3047;Bioadditives;Destined for transit to other countries;2013 4th quarter;;;;;;;;;;;;
3048;Bioadditives;Destined for transit to other countries;2014 January;;;;;;;;;;;;
3049;Bioadditives;Destined for transit to other countries;2014 February;;;;;;;;;;;;
3050;Bioadditives;Destined for transit to other countries;2014 March;;;;;;;;;;;;
3051;Bioadditives;Destined for transit to other countries;2014 1st quarter;;;;;;;;;;;;
3052;Bioadditives;Destined for transit to other countries;2014 April;;;;;;;;;;;;
3053;Bioadditives;Destined for transit to other countries;2014 May;;;;;;;;;;;;
3054;Bioadditives;Destined for transit to other countries;2014 June;;;;;;;;;;;;
3055;Bioadditives;Destined for transit to other countries;2014 2nd quarter;;;;;;;;;;;;
3056;Bioadditives;Destined for transit to other countries;2014 July;;;;;;;;;;;;
3057;Bioadditives;Destined for transit to other countries;2014 August;;;;;;;;;;;;
3058;Bioadditives;Destined for transit to other countries;2014 September;;;;;;;;;;;;
3059;Bioadditives;Destined for transit to other countries;2014 3rd quarter;;;;;;;;;;;;
3060;Bioadditives;Destined for transit to other countries;2014 October;;;;;;;;;;;;
3061;Bioadditives;Destined for transit to other countries;2014 November;;;;;;;;;;;;
3062;Bioadditives;Destined for transit to other countries;2014 December;;;;;;;;;;;;
3063;Bioadditives;Destined for transit to other countries;2014 4th quarter;;;;;;;;;;;;
3064;Bioadditives;Destined for transit to other countries;2015 January;;;;;;;;;;;;
3065;Bioadditives;Destined for transit to other countries;2015 February;;;;;;;;;;;;
3066;Bioadditives;Destined for transit to other countries;2015 March;;;;;;;;;;;;
3067;Bioadditives;Destined for transit to other countries;2015 1st quarter;;;;;;;;;;;;
3068;Bioadditives;Destined for transit to other countries;2015 April;;;;;;;;;;;;
3069;Bioadditives;Destined for transit to other countries;2015 May;;;;;;;;;;;;
3070;Bioadditives;Destined for transit to other countries;2015 June;;;;;;;;;;;;
3071;Bioadditives;Destined for transit to other countries;2015 2nd quarter;;;;;;;;;;;;
3072;Bioadditives;Destined for transit to other countries;2015 July;;;;;;;;;;;;
3073;Bioadditives;Destined for transit to other countries;2015 August;;;;;;;;;;;;
3074;Bioadditives;Destined for transit to other countries;2015 September;;;;;;;;;;;;
3075;Bioadditives;Destined for transit to other countries;2015 3rd quarter;;;;;;;;;;;;
