ID;Bedrijfskenmerken;Marges;Perioden;AandeelWerknemersDatHeeftVerzuimd_1;GemiddeldeVerzuimfrequentie_2;GemiddeldeVerzuimduur_3;k_1Tot5Werkdagen_4;k_5Tot20Werkdagen_5;k_20Tot210Werkdagen_6;k_210WerkdagenOfMeer_7;JaHoofdzakelijkGevolgVanMijnWerk_8;JaVoorEenDeelGevolgVanMijnWerk_9;NeeGeenGevolgVanMijnWerk_10;WeetNiet_11
1158;100 tot 250 werknemers;Ondergrens 95%-interval;2022;58.2;1.5;8.9;61.1;25.6;9.3;0.7;7.2;11.5;71.8;6.3
1159;100 tot 250 werknemers;Ondergrens 95%-interval;2023;52.1;1.3;8.1;67.1;20.1;8.6;0.9;6.5;11.8;72.7;5.8
1160;100 tot 250 werknemers;Bovengrens 95%-interval;2014;47.2;1.2;8.1;69.8;21.7;11.2;1.6;9.6;15.2;73.0;6.6
1161;100 tot 250 werknemers;Bovengrens 95%-interval;2015;48.9;1.1;8.4;68.1;21.5;13.0;1.3;9.4;15.4;72.4;6.8
1162;100 tot 250 werknemers;Bovengrens 95%-interval;2016;48.9;1.2;7.6;69.9;20.5;12.0;1.3;9.9;15.8;72.4;5.9
1163;100 tot 250 werknemers;Bovengrens 95%-interval;2017;48.6;1.2;8.0;68.8;21.3;12.4;1.4;10.0;15.9;71.7;6.5
1164;100 tot 250 werknemers;Bovengrens 95%-interval;2018;51.7;1.4;8.5;69.2;20.7;12.2;1.2;10.4;16.4;70.9;5.7
1165;100 tot 250 werknemers;Bovengrens 95%-interval;2019;50.5;1.4;8.8;69.4;20.1;12.6;1.4;10.7;16.3;70.2;6.4
1166;100 tot 250 werknemers;Bovengrens 95%-interval;2020;47.9;1.4;9.0;63.8;25.2;13.2;1.6;9.9;15.3;71.0;7.6
1167;100 tot 250 werknemers;Bovengrens 95%-interval;2021;46.4;1.3;9.6;62.4;25.0;14.9;1.9;11.7;15.3;69.2;8.1
1168;100 tot 250 werknemers;Bovengrens 95%-interval;2022;60.5;1.7;10.1;63.6;27.8;10.8;1.2;8.5;13.2;74.1;7.6
1169;100 tot 250 werknemers;Bovengrens 95%-interval;2023;54.5;1.5;9.4;69.5;22.3;10.1;1.4;7.9;13.5;75.0;7.1
1170;250 tot 500 werknemers;Waarde;2014;47.6;1.1;7.1;66.9;21.6;10.6;0.9;8.5;15.8;70.9;4.7
1171;250 tot 500 werknemers;Waarde;2015;48.6;1.2;7.7;65.8;21.4;12.2;0.6;8.2;14.2;71.7;5.8
1172;250 tot 500 werknemers;Waarde;2016;48.3;1.2;8.0;66.1;20.6;12.3;1.0;8.6;14.0;72.5;4.9
1173;250 tot 500 werknemers;Waarde;2017;47.9;1.1;7.5;68.6;19.4;11.0;1.1;8.5;14.5;71.4;5.6
1174;250 tot 500 werknemers;Waarde;2018;52.1;1.4;9.5;67.6;19.3;12.0;1.1;8.9;15.6;69.8;5.7
1175;250 tot 500 werknemers;Waarde;2019;50.7;1.3;9.4;65.7;20.5;12.3;1.4;8.7;15.8;69.4;6.1
1176;250 tot 500 werknemers;Waarde;2020;45.7;1.2;8.6;63.0;23.1;12.8;1.2;10.3;13.6;69.1;7.0
1177;250 tot 500 werknemers;Waarde;2021;45.5;1.2;9.1;60.2;22.9;15.4;1.5;10.7;13.1;69.3;6.9
1178;250 tot 500 werknemers;Waarde;2022;59.7;1.5;10.4;61.0;28.1;9.6;1.3;7.2;12.5;72.9;7.4
1179;250 tot 500 werknemers;Waarde;2023;52.5;1.4;9.3;67.3;21.5;10.0;1.2;7.2;11.6;73.4;7.8
1180;250 tot 500 werknemers;Ondergrens 95%-interval;2014;45.7;1.0;6.2;65.0;19.9;9.4;0.6;7.4;14.4;69.1;3.9
1181;250 tot 500 werknemers;Ondergrens 95%-interval;2015;46.9;1.1;6.9;64.0;19.9;11.0;0.4;7.2;13.0;70.0;5.0
1182;250 tot 500 werknemers;Ondergrens 95%-interval;2016;46.7;1.1;7.2;64.4;19.1;11.2;0.7;7.6;12.7;70.9;4.1
1183;250 tot 500 werknemers;Ondergrens 95%-interval;2017;46.3;1.0;6.7;66.8;17.9;9.9;0.7;7.5;13.2;69.6;4.8
1184;250 tot 500 werknemers;Ondergrens 95%-interval;2018;50.6;1.3;8.7;66.1;18.0;10.9;0.8;8.0;14.4;68.4;4.9
1185;250 tot 500 werknemers;Ondergrens 95%-interval;2019;49.2;1.2;8.6;64.0;19.2;11.3;1.1;7.8;14.6;67.8;5.3
1186;250 tot 500 werknemers;Ondergrens 95%-interval;2020;44.2;1.1;7.8;61.3;21.6;11.6;0.9;9.3;12.5;67.5;6.1
1187;250 tot 500 werknemers;Ondergrens 95%-interval;2021;43.8;1.0;8.2;58.4;21.3;14.1;1.1;9.6;11.9;67.5;6.0
1188;250 tot 500 werknemers;Ondergrens 95%-interval;2022;58.2;1.4;9.5;59.3;26.7;8.7;1.0;6.4;11.4;71.4;6.6
1189;250 tot 500 werknemers;Ondergrens 95%-interval;2023;51.0;1.3;8.4;65.8;20.1;9.1;0.9;6.3;10.6;71.9;6.9
1190;250 tot 500 werknemers;Bovengrens 95%-interval;2014;49.4;1.2;7.9;68.8;23.3;11.9;1.4;9.7;17.4;72.8;5.6
1191;250 tot 500 werknemers;Bovengrens 95%-interval;2015;50.3;1.3;8.5;67.5;23.0;13.5;1.0;9.3;15.6;73.4;6.8
1192;250 tot 500 werknemers;Bovengrens 95%-interval;2016;50.0;1.3;8.8;67.8;22.1;13.6;1.4;9.7;15.3;74.2;5.8
1193;250 tot 500 werknemers;Bovengrens 95%-interval;2017;49.6;1.2;8.3;70.2;20.8;12.2;1.5;9.6;15.9;73.0;6.5
1194;250 tot 500 werknemers;Bovengrens 95%-interval;2018;53.5;1.5;10.3;69.2;20.7;13.0;1.5;9.8;16.8;71.3;6.5
1195;250 tot 500 werknemers;Bovengrens 95%-interval;2019;52.2;1.4;10.3;67.3;22.0;13.5;1.9;9.7;17.1;70.9;7.0
1196;250 tot 500 werknemers;Bovengrens 95%-interval;2020;47.2;1.3;9.4;64.7;24.6;14.0;1.6;11.4;14.8;70.6;8.0
1197;250 tot 500 werknemers;Bovengrens 95%-interval;2021;47.1;1.3;10.0;62.0;24.5;16.8;2.1;11.9;14.4;71.0;8.0
1198;250 tot 500 werknemers;Bovengrens 95%-interval;2022;61.2;1.6;11.2;62.6;29.7;10.6;1.7;8.1;13.6;74.3;8.3
1199;250 tot 500 werknemers;Bovengrens 95%-interval;2023;54.1;1.5;10.1;68.9;22.9;11.0;1.6;8.1;12.7;74.9;8.8
1200;500 tot 1 000 werknemers;Waarde;2014;47.2;1.1;7.3;67.3;20.0;11.8;0.9;9.1;15.3;70.9;4.8
1201;500 tot 1 000 werknemers;Waarde;2015;49.4;1.1;9.0;65.9;19.2;13.8;1.2;7.8;13.6;74.3;4.3
1202;500 tot 1 000 werknemers;Waarde;2016;51.8;1.2;8.4;65.6;20.4;12.6;1.3;8.1;15.9;70.9;5.1
1203;500 tot 1 000 werknemers;Waarde;2017;47.9;1.2;9.3;67.1;19.0;12.5;1.4;8.7;16.2;69.5;5.6
1204;500 tot 1 000 werknemers;Waarde;2018;52.3;1.4;9.5;64.7;21.0;12.9;1.5;9.5;15.2;70.5;4.8
1205;500 tot 1 000 werknemers;Waarde;2019;49.7;1.3;10.1;64.6;19.4;14.4;1.6;10.0;15.1;68.8;6.2
1206;500 tot 1 000 werknemers;Waarde;2020;45.7;1.1;8.5;61.6;23.7;13.2;1.5;9.5;14.8;69.7;6.0
1207;500 tot 1 000 werknemers;Waarde;2021;45.1;1.2;9.1;62.7;20.6;15.0;1.8;11.0;14.3;68.4;6.4
1208;500 tot 1 000 werknemers;Waarde;2022;58.8;1.5;10.5;62.0;26.5;10.2;1.4;7.3;11.7;74.7;6.2
1209;500 tot 1 000 werknemers;Waarde;2023;53.8;1.5;10.5;66.8;21.7;10.3;1.3;7.9;11.9;74.0;6.2
1210;500 tot 1 000 werknemers;Ondergrens 95%-interval;2014;45.0;0.9;6.3;65.0;18.2;10.3;0.5;7.7;13.6;68.6;3.8
1211;500 tot 1 000 werknemers;Ondergrens 95%-interval;2015;47.4;1.0;7.9;63.7;17.5;12.3;0.8;6.7;12.1;72.2;3.5
1212;500 tot 1 000 werknemers;Ondergrens 95%-interval;2016;49.8;1.1;7.4;63.5;18.7;11.3;0.9;7.0;14.4;68.9;4.2
1213;500 tot 1 000 werknemers;Ondergrens 95%-interval;2017;45.8;1.0;8.2;64.9;17.3;11.2;1.0;7.5;14.6;67.4;4.6
1214;500 tot 1 000 werknemers;Ondergrens 95%-interval;2018;50.5;1.3;8.5;62.8;19.4;11.6;1.1;8.4;13.9;68.7;4.0
1215;500 tot 1 000 werknemers;Ondergrens 95%-interval;2019;47.9;1.2;9.1;62.7;17.8;13.0;1.2;8.8;13.7;66.9;5.3
1216;500 tot 1 000 werknemers;Ondergrens 95%-interval;2020;43.9;1.0;7.6;59.6;22.0;11.9;1.1;8.4;13.4;67.8;5.1
1217;500 tot 1 000 werknemers;Ondergrens 95%-interval;2021;43.2;1.1;8.0;60.5;18.9;13.5;1.3;9.6;12.8;66.3;5.4
1218;500 tot 1 000 werknemers;Ondergrens 95%-interval;2022;57.0;1.3;9.4;60.1;24.8;9.1;1.0;6.4;10.5;73.0;5.3
1219;500 tot 1 000 werknemers;Ondergrens 95%-interval;2023;52.0;1.3;9.5;64.9;20.1;9.2;0.9;6.9;10.7;72.3;5.3
1220;500 tot 1 000 werknemers;Bovengrens 95%-interval;2014;49.4;1.2;8.2;69.6;22.1;13.4;1.5;10.6;17.1;73.0;5.9
1221;500 tot 1 000 werknemers;Bovengrens 95%-interval;2015;51.5;1.2;10.2;68.0;21.0;15.4;1.7;9.1;15.2;76.2;5.4
1222;500 tot 1 000 werknemers;Bovengrens 95%-interval;2016;53.8;1.3;9.3;67.6;22.2;14.1;1.9;9.4;17.5;72.8;6.2
1223;500 tot 1 000 werknemers;Bovengrens 95%-interval;2017;49.9;1.3;10.5;69.1;20.9;14.1;2.0;10.1;17.9;71.5;6.7
1224;500 tot 1 000 werknemers;Bovengrens 95%-interval;2018;54.0;1.6;10.4;66.5;22.6;14.2;2.0;10.7;16.6;72.2;5.7
1225;500 tot 1 000 werknemers;Bovengrens 95%-interval;2019;51.5;1.5;11.1;66.5;21.0;15.9;2.1;11.2;16.6;70.6;7.2
1226;500 tot 1 000 werknemers;Bovengrens 95%-interval;2020;47.5;1.2;9.5;63.6;25.5;14.7;2.1;10.8;16.2;71.5;7.1
1227;500 tot 1 000 werknemers;Bovengrens 95%-interval;2021;47.1;1.4;10.2;64.8;22.4;16.6;2.4;12.4;15.8;70.3;7.6
1228;500 tot 1 000 werknemers;Bovengrens 95%-interval;2022;60.6;1.6;11.5;63.8;28.2;11.4;1.9;8.4;13.0;76.4;7.3
1229;500 tot 1 000 werknemers;Bovengrens 95%-interval;2023;55.6;1.6;11.6;68.6;23.3;11.5;1.8;9.1;13.2;75.7;7.2
1230;1 000 of meer werknemers;Waarde;2014;47.6;1.1;7.5;69.4;19.5;9.7;1.3;7.0;15.4;73.2;4.4
1231;1 000 of meer werknemers;Waarde;2015;49.0;1.0;7.7;68.3;19.3;11.1;1.2;7.2;12.8;75.1;4.9
1232;1 000 of meer werknemers;Waarde;2016;48.4;1.1;7.9;68.0;19.5;11.4;1.0;8.0;14.7;73.4;3.9
1233;1 000 of meer werknemers;Waarde;2017;47.0;1.0;7.6;70.3;18.2;10.3;1.2;8.7;13.8;72.5;5.0
1234;1 000 of meer werknemers;Waarde;2018;50.9;1.2;8.7;65.3;21.2;12.4;1.1;8.8;14.2;72.3;4.7
1235;1 000 of meer werknemers;Waarde;2019;49.7;1.2;9.5;67.2;18.3;12.9;1.7;8.6;15.3;70.6;5.5
1236;1 000 of meer werknemers;Waarde;2020;43.8;1.0;8.2;64.5;21.0;13.1;1.4;9.0;13.3;71.8;5.9
1237;1 000 of meer werknemers;Waarde;2021;43.4;1.2;9.5;60.7;22.3;15.1;2.0;9.9;15.7;68.3;6.0
1238;1 000 of meer werknemers;Waarde;2022;59.3;1.4;10.2;63.0;25.8;9.9;1.2;6.9;11.1;75.9;6.2
1239;1 000 of meer werknemers;Waarde;2023;52.3;1.3;9.0;68.0;21.3;9.5;1.2;6.7;12.5;75.0;5.8
1240;1 000 of meer werknemers;Ondergrens 95%-interval;2014;46.3;1.0;6.8;68.1;18.4;8.9;1.0;6.3;14.3;71.9;3.8
1241;1 000 of meer werknemers;Ondergrens 95%-interval;2015;47.8;1.0;7.1;67.0;18.3;10.3;1.0;6.5;11.9;73.9;4.3
1242;1 000 of meer werknemers;Ondergrens 95%-interval;2016;47.2;1.0;7.2;66.8;18.5;10.6;0.8;7.3;13.8;72.3;3.4
1243;1 000 of meer werknemers;Ondergrens 95%-interval;2017;45.7;0.9;7.0;69.0;17.2;9.5;0.9;8.0;12.9;71.2;4.4
1244;1 000 of meer werknemers;Ondergrens 95%-interval;2018;50.0;1.2;8.2;64.2;20.3;11.7;0.9;8.1;13.5;71.3;4.3
1245;1 000 of meer werknemers;Ondergrens 95%-interval;2019;48.7;1.1;8.9;66.1;17.4;12.1;1.4;8.0;14.5;69.5;5.0
1246;1 000 of meer werknemers;Ondergrens 95%-interval;2020;42.8;1.0;7.7;63.4;20.1;12.3;1.1;8.4;12.6;70.7;5.4
1247;1 000 of meer werknemers;Ondergrens 95%-interval;2021;42.4;1.1;8.8;59.5;21.3;14.2;1.7;9.2;14.9;67.2;5.4
1248;1 000 of meer werknemers;Ondergrens 95%-interval;2022;58.3;1.4;9.7;61.9;24.9;9.3;1.0;6.4;10.4;74.9;5.7
1249;1 000 of meer werknemers;Ondergrens 95%-interval;2023;51.3;1.2;8.5;67.0;20.4;8.9;1.0;6.2;11.8;74.0;5.3
1250;1 000 of meer werknemers;Bovengrens 95%-interval;2014;49.0;1.2;8.2;70.8;20.7;10.6;1.7;7.8;16.5;74.5;5.0
1251;1 000 of meer werknemers;Bovengrens 95%-interval;2015;50.2;1.1;8.2;69.5;20.4;12.0;1.6;7.9;13.7;76.2;5.5
1252;1 000 of meer werknemers;Bovengrens 95%-interval;2016;49.7;1.2;8.5;69.3;20.6;12.3;1.3;8.7;15.7;74.6;4.4
1253;1 000 of meer werknemers;Bovengrens 95%-interval;2017;48.2;1.0;8.2;71.5;19.3;11.1;1.6;9.5;14.8;73.7;5.6
1254;1 000 of meer werknemers;Bovengrens 95%-interval;2018;51.9;1.3;9.3;66.3;22.1;13.1;1.4;9.4;15.0;73.3;5.2
1255;1 000 of meer werknemers;Bovengrens 95%-interval;2019;50.7;1.3;10.1;68.2;19.2;13.6;2.0;9.2;16.1;71.6;6.1
1256;1 000 of meer werknemers;Bovengrens 95%-interval;2020;44.8;1.1;8.8;65.6;22.0;13.9;1.7;9.7;14.1;72.8;6.5
1257;1 000 of meer werknemers;Bovengrens 95%-interval;2021;44.5;1.3;10.1;61.8;23.4;15.9;2.3;10.7;16.7;69.4;6.6
1258;1 000 of meer werknemers;Bovengrens 95%-interval;2022;60.3;1.5;10.8;64.0;26.8;10.6;1.5;7.4;11.7;76.8;6.8
1259;1 000 of meer werknemers;Bovengrens 95%-interval;2023;53.3;1.4;9.6;69.0;22.2;10.1;1.5;7.3;13.2;75.9;6.3
