ID;Geslacht;Leeftijd;KenmerkenPersonen;Marges;Perioden;Rokers_1;ExRokers_2;NooitRokers_3;Drinkers_4;ExDrinkers_5;NooitDrinkers_6;ZwareDrinkersOnderDrinkers_7;OvermatigeDrinkersOnderDrinkers_8;GlazenAlcoholPerDag_9;Maximaal1GlasPerDagOnderBevolking_10;RichtlijnAlcoholgebruik12JrOfOuder_11;AfgelopenMaand_12;AfgelopenJaar_13;Ooit_14;AfgelopenMaand_15;AfgelopenJaar_16;Ooit_17;AgelopenMaand_18;AfgelopenJaar_19;Ooit_20;AfgelopenMaand_21;AfgelopenJaar_22;Ooit_23;AfgelopenMaand_24;AfgelopenJaar_25;Ooit_26;AfgelopenMaand_27;AfgelopenJaar_28;Ooit_29;AfgelopenMaand_30;AfgelopenJaar_31;Ooit_32;OpgegevenLengte18JaarOfOuder_33;OpgegevenGewicht18JaarOfOuder_34;Ondergewicht_35;NormaalGewicht_36;Overgewicht_37;MatigOvergewicht_38;ErnstigOvergewicht_39;VoldoetAanBeweegrichtlijn_40;VoldoendeMatigIntensieveInspanning_41;VoldoendeBotSpierversterkActiviteit_42;WekelijkseSporters_43;AbonnementSportaanbieder_44;LidSportvereniging_45;Inactief_46;SemiActief_47;Normactief_48;Inactief_49;SemiActief_50;Normactief_51;VoldoenAanCombinorm_52;WekelijkseSporters_53;HeeftRisicovolleSeksGehad_54;RisicoOngeplandeZwangerschap1649Jr_55;HivTest_56;SoaTestExclHivTest_57;AnticonceptiegebruikInclPil1649_58;GebruikAnticonceptiepil1649Jaar_59;k_7DagenPerWeekVoldoendeFruit_60;Minimaal5DagenPWVoldoendeFruit_61;k_7DagenPerWeekVoldoendeGroente_62;Minimaal5DagenPWVoldoendeGroente_63;Minimaal1DagPerWeek_64;Min2DagenPWWaarvan1XVetteVis_65;InDeAfgelopen5Jaar_66;LangerDan5JaarGeleden_67;Nooit_68;WeetNiet_69;InDeAfgelopen2Jaar_70;LangerDan2JaarGeleden_71;Nooit_72;WeetNiet_73;InDeAfgelopen5Jaar_74;NietInDeAfgelopen5Jaar_75;WeetNiet_76;InDeAfgelopen12Maanden_77;LangerDan12MaandenGeleden_78;Nooit_79;WeetNiet_80;InDeAfgelopen12Maanden_81;LangerDan12MaandenGeleden_82;Nooit_83;WeetNiet_84;InDeAfgelopen12Maanden_85;LangerDan12MaandenGeleden_86;Nooit_87;WeetNiet_88;InDeAfgelopen2Jaar_89;LangerDan2JaarGeleden_90;Nooit_91;WeetNiet_92;InDeAfgelopen12Maanden_93;LangerDan12MaandenGeleden_94;Nooit_95;WeetNiet_96;Griepprik16JaarOfOuder_97;Bloeddonoren18Tot70Jaar_98;Mantelzorger_99;UrenMantelzorgPerWeek_100;ZwaarBelasteMantelzorgers_101
943;Mannen;Jonger dan 25 jaar;Totaal ;Ondergrens 95%-interval;2020/2021;15.4;4.1;74.2;56.8;5.7;30.4;16.5;10.4;1.2;48.2;43.6;10.6;16.7;25.3;2.2;6.8;11.7;0.2;0.8;2.8;0.9;5.0;8.8;0.6;1.7;3.5;0.6;2.5;6.1;11.2;18.0;26.5;182.2;75.8;4.0;75.1;16.0;12.9;2.5;52.6;55.2;89.5;65.7;19.3;44.5;;;;;;;;;4.9;;2.0;3.4;;;22.5;33.2;24.7;46.7;46.4;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.7;;1.4;;
944;Mannen;Jonger dan 25 jaar;Totaal ;Bovengrens 95%-interval;2014/2015;27.6;7.3;70.7;65.2;11.2;29.7;26.6;20.4;1.9;48.5;43.7;;;;;;;;;;;;;;;;;;;;;;183.1;77.6;5.1;82.3;16.4;13.2;3.8;;;;;;;21.2;38.2;47.6;73.7;17.1;15.1;51.0;72.8;6.9;;7.3;9.8;;;23.4;30.0;29.2;53.9;50.6;10.6;;;;;;;;;;;;23.6;40.9;31.6;14.0;6.2;12.1;73.2;16.5;9.1;15.9;66.0;17.7;3.3;2.1;92.4;7.0;0.3;2.7;95.5;5.0;6.8;4.4;;;
945;Mannen;Jonger dan 25 jaar;Totaal ;Bovengrens 95%-interval;2016/2017;23.9;7.1;74.5;63.5;11.1;31.6;24.3;19.5;1.8;50.9;46.1;13.0;19.8;30.1;6.0;13.1;17.5;2.8;5.5;7.9;3.8;9.4;13.7;1.6;4.9;6.7;3.2;7.7;11.7;14.9;22.2;31.5;183.4;78.0;6.0;80.9;17.1;14.3;3.3;51.6;56.4;86.5;72.0;22.2;51.7;19.8;39.1;47.9;72.1;18.0;15.7;51.5;75.8;10.3;;7.4;8.9;;;26.9;34.5;26.6;48.9;51.2;11.3;;;;;;;;;;;;23.8;44.7;29.6;11.8;6.0;13.1;73.0;15.8;9.6;17.1;65.6;16.5;2.7;4.3;91.4;6.7;0.9;2.8;96.6;3.0;4.3;;6.6;;
946;Mannen;Jonger dan 25 jaar;Totaal ;Bovengrens 95%-interval;2018/2019;21.3;6.1;77.7;62.1;10.5;33.4;24.6;18.1;1.8;53.0;48.0;12.2;19.8;30.7;5.1;9.8;15.4;1.2;3.1;5.2;3.7;7.8;12.0;1.3;3.7;5.8;1.7;5.0;9.7;13.7;22.1;31.9;182.6;77.6;6.6;79.3;18.1;15.5;3.2;55.6;58.7;90.7;70.3;21.7;49.9;;;;;;;;;8.9;;5.8;8.8;;;28.1;36.7;27.2;49.2;50.3;12.0;;;;;;;;;;;;22.3;39.6;29.9;18.0;7.3;11.6;66.0;23.4;9.3;16.9;60.8;21.9;3.2;2.9;88.7;10.6;1.1;2.9;94.4;5.5;4.5;;5.0;;
947;Mannen;Jonger dan 25 jaar;Totaal ;Bovengrens 95%-interval;2020/2021;20.2;7.0;79.5;62.7;8.8;36.0;23.0;15.9;1.5;54.2;49.6;14.8;21.6;30.9;4.4;10.4;16.0;0.9;2.2;5.3;2.6;8.0;12.8;2.1;3.7;6.3;2.0;4.8;9.5;15.5;23.1;32.1;183.5;78.2;6.1;79.2;19.8;16.4;4.3;57.3;60.0;92.4;70.2;23.3;49.2;;;;;;;;;8.9;;4.8;7.0;;;26.5;37.7;28.9;51.5;51.1;10.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.2;;3.6;;
948;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 1 laag;Waarde;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
949;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 1 laag;Waarde;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
950;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 1 laag;Waarde;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
951;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 1 laag;Waarde;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
952;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 1 laag;Ondergrens 95%-interval;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
953;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 1 laag;Ondergrens 95%-interval;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
954;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 1 laag;Ondergrens 95%-interval;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
955;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 1 laag;Ondergrens 95%-interval;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
956;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 1 laag;Bovengrens 95%-interval;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
957;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 1 laag;Bovengrens 95%-interval;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
958;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 1 laag;Bovengrens 95%-interval;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
959;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 1 laag;Bovengrens 95%-interval;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
960;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 2 middelbaar;Waarde;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
961;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 2 middelbaar;Waarde;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
962;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 2 middelbaar;Waarde;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
963;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 2 middelbaar;Waarde;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
964;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 2 middelbaar;Ondergrens 95%-interval;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
965;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 2 middelbaar;Ondergrens 95%-interval;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
966;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 2 middelbaar;Ondergrens 95%-interval;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
967;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 2 middelbaar;Ondergrens 95%-interval;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
968;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 2 middelbaar;Bovengrens 95%-interval;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
969;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 2 middelbaar;Bovengrens 95%-interval;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
970;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 2 middelbaar;Bovengrens 95%-interval;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
971;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 2 middelbaar;Bovengrens 95%-interval;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
972;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 3 hoog;Waarde;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
973;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 3 hoog;Waarde;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
974;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 3 hoog;Waarde;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
975;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 3 hoog;Waarde;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
976;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 3 hoog;Ondergrens 95%-interval;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
977;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 3 hoog;Ondergrens 95%-interval;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
978;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 3 hoog;Ondergrens 95%-interval;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
979;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 3 hoog;Ondergrens 95%-interval;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
980;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 3 hoog;Bovengrens 95%-interval;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
981;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 3 hoog;Bovengrens 95%-interval;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
982;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 3 hoog;Bovengrens 95%-interval;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
983;Mannen;Jonger dan 25 jaar;Onderwijsniveau: 3 hoog;Bovengrens 95%-interval;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
984;Mannen;Jonger dan 25 jaar;Onderwijsniveau: weet niet of onbekend;Waarde;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
985;Mannen;Jonger dan 25 jaar;Onderwijsniveau: weet niet of onbekend;Waarde;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
986;Mannen;Jonger dan 25 jaar;Onderwijsniveau: weet niet of onbekend;Waarde;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
987;Mannen;Jonger dan 25 jaar;Onderwijsniveau: weet niet of onbekend;Waarde;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
988;Mannen;Jonger dan 25 jaar;Onderwijsniveau: weet niet of onbekend;Ondergrens 95%-interval;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
989;Mannen;Jonger dan 25 jaar;Onderwijsniveau: weet niet of onbekend;Ondergrens 95%-interval;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990;Mannen;Jonger dan 25 jaar;Onderwijsniveau: weet niet of onbekend;Ondergrens 95%-interval;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
991;Mannen;Jonger dan 25 jaar;Onderwijsniveau: weet niet of onbekend;Ondergrens 95%-interval;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
992;Mannen;Jonger dan 25 jaar;Onderwijsniveau: weet niet of onbekend;Bovengrens 95%-interval;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
993;Mannen;Jonger dan 25 jaar;Onderwijsniveau: weet niet of onbekend;Bovengrens 95%-interval;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
994;Mannen;Jonger dan 25 jaar;Onderwijsniveau: weet niet of onbekend;Bovengrens 95%-interval;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
995;Mannen;Jonger dan 25 jaar;Onderwijsniveau: weet niet of onbekend;Bovengrens 95%-interval;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
996;Mannen;Jonger dan 25 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Waarde;2014/2015;32.0;5.8;62.2;64.7;11.3;24.0;28.1;21.6;2.1;43.0;40.8;;;;;;;;;;;;;;;;;;;;;;181.8;76.4;4.7;76.6;18.7;14.2;4.6;;;;;;;15.4;33.5;51.1;67.2;20.8;12.0;53.6;63.9;7.1;;9.0;13.4;;;19.6;26.8;31.0;53.5;50.1;12.3;;;;;;;;;;;;25.1;41.9;25.3;7.8;5.4;10.5;70.8;13.3;8.7;13.0;62.0;16.2;3.1;2.1;91.8;3.0;0.0;2.3;95.4;2.4;6.4;4.6;;;
997;Mannen;Jonger dan 25 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Waarde;2016/2017;26.5;5.3;68.2;61.4;9.4;29.1;25.7;18.7;1.9;44.5;42.8;18.6;25.6;39.5;8.0;17.8;25.4;3.1;7.7;10.7;5.5;13.6;21.3;1.7;6.7;9.6;4.3;12.9;19.3;20.2;27.3;40.3;182.9;76.8;4.2;77.2;18.6;15.0;3.6;51.3;56.7;85.0;59.6;21.5;34.7;19.9;27.9;52.2;66.6;19.8;13.6;54.6;65.1;13.1;;9.4;13.3;;;26.4;35.4;26.5;48.1;50.0;10.8;;;;;;;;;;;;16.0;47.7;26.4;9.8;2.9;11.0;73.1;13.0;5.9;16.4;64.5;13.1;0.0;4.7;92.3;3.1;0.7;3.3;95.4;0.6;1.7;;3.3;;
998;Mannen;Jonger dan 25 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Waarde;2018/2019;22.8;7.5;69.7;58.2;7.4;34.4;26.5;17.2;1.8;51.5;48.1;11.7;23.0;39.6;7.7;13.4;21.3;2.2;6.6;9.2;3.7;10.1;15.9;2.1;6.1;9.6;3.3;5.9;16.0;14.2;26.7;40.6;181.6;76.3;5.7;72.2;22.1;18.1;4.0;51.0;54.5;89.2;63.5;23.0;37.5;;;;;;;;;6.7;;7.0;12.3;;;28.7;36.7;27.7;48.9;48.7;12.4;;;;;;;;;;;;23.6;37.2;26.1;13.1;9.1;8.9;64.9;17.1;10.8;15.0;59.0;15.3;3.3;1.8;88.2;6.7;1.4;3.6;93.9;1.1;4.6;;4.0;;
999;Mannen;Jonger dan 25 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Waarde;2020/2021;18.5;7.5;74.0;56.0;6.1;37.9;;;;51.7;47.9;15.7;25.4;33.5;3.1;9.4;16.1;0.0;1.7;7.3;1.7;6.3;11.9;2.0;2.6;6.7;1.3;3.0;9.2;16.9;25.4;33.5;;;5.1;75.7;19.2;14.2;5.0;53.3;56.2;87.9;58.4;22.6;33.6;;;;;;;;;5.0;;3.8;3.9;;;25.2;38.0;26.3;48.9;49.1;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.7;;1.2;;
1000;Mannen;Jonger dan 25 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Ondergrens 95%-interval;2014/2015;27.3;3.4;57.3;59.9;8.1;19.7;22.5;16.4;1.8;38.0;35.8;;;;;;;;;;;;;;;;;;;;;;180.9;75.0;2.9;73.1;15.5;11.3;2.8;;;;;;;11.8;28.7;46.0;62.4;16.7;8.7;48.5;59.0;4.0;;5.7;9.5;;;16.3;23.2;27.3;49.5;46.0;9.7;;;;;;;;;;;;20.2;36.4;20.4;4.8;2.9;7.1;65.6;9.5;5.5;9.2;56.6;12.1;1.1;0.5;88.8;1.1;0.0;0.6;93.0;0.7;3.3;2.0;;;
1001;Mannen;Jonger dan 25 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Ondergrens 95%-interval;2016/2017;21.7;2.8;63.1;56.1;6.2;24.2;19.5;13.3;1.6;39.1;37.4;14.3;20.8;34.2;5.1;13.6;20.6;1.2;4.8;7.3;3.0;9.9;16.8;0.3;4.0;6.4;2.1;9.2;15.0;15.8;22.5;34.9;181.8;75.2;2.4;73.3;15.1;11.8;1.9;46.9;52.3;81.9;55.3;17.9;30.5;15.4;22.9;46.7;61.4;15.4;9.9;49.1;59.8;8.6;;5.6;8.9;;;22.5;31.2;22.6;43.6;45.5;8.0;;;;;;;;;;;;11.4;41.5;20.9;6.0;0.8;7.1;67.5;8.8;2.9;11.8;58.5;8.9;0.0;2.0;88.9;0.9;0.0;1.1;92.7;0.0;0.1;;1.1;;
1002;Mannen;Jonger dan 25 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Ondergrens 95%-interval;2018/2019;18.4;4.7;64.8;53.0;4.6;29.4;20.4;12.0;1.5;46.3;42.9;8.3;18.5;34.4;4.9;9.8;17.0;0.6;4.0;6.2;1.7;6.9;12.0;0.6;3.6;6.4;1.4;3.4;12.1;10.5;22.0;35.4;180.6;74.6;3.6;68.3;18.5;14.8;2.3;46.7;50.2;86.5;59.3;19.4;33.4;;;;;;;;;3.5;;3.8;8.2;;;24.9;32.5;23.9;44.6;44.4;9.6;;;;;;;;;;;;18.5;31.3;20.7;9.0;5.6;5.4;59.1;12.5;7.0;10.6;53.0;10.9;1.2;0.2;84.2;3.7;0.0;1.3;91.0;0.0;2.0;;1.6;;
1003;Mannen;Jonger dan 25 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Ondergrens 95%-interval;2020/2021;13.3;4.3;66.7;48.5;3.3;30.9;;;;44.2;40.4;10.9;19.3;26.7;1.3;5.7;11.2;;0.5;4.2;0.6;3.4;7.7;0.6;1.0;3.8;0.3;1.2;5.6;11.9;19.3;26.7;;;3.1;70.2;14.9;10.5;3.0;47.2;50.0;83.0;52.3;17.8;28.2;;;;;;;;;2.1;;1.4;1.5;;;20.3;32.4;21.4;42.9;43.0;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.8;;0.3;;
1004;Mannen;Jonger dan 25 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Bovengrens 95%-interval;2014/2015;36.7;8.2;67.1;69.5;14.5;28.3;33.8;26.7;2.4;48.0;45.7;;;;;;;;;;;;;;;;;;;;;;182.6;77.9;6.4;80.1;22.0;17.1;6.3;;;;;;;19.1;38.3;56.1;71.9;24.9;15.3;58.6;68.7;10.1;;12.3;17.3;;;22.8;30.4;34.8;57.6;54.1;15.0;;;;;;;;;;;;29.9;47.5;30.1;10.8;7.9;14.0;75.9;17.1;11.9;16.8;67.5;20.4;5.0;3.6;94.9;4.9;0.0;3.9;97.7;4.1;9.5;7.2;;;
