ID;Functions;Financing;Periods;HealthCareExpenditure_1
4530;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2003;7.0
4531;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2004;8.0
4532;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2005;9.0
4533;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2006;14.0
4534;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2007;18.0
4535;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2008;22.0
4536;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2009;21.0
4537;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2010;25.0
4538;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2011;30.0
4539;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2012;30.0
4540;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2013;31.0
4541;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2014;29.0
4542;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2015;30.0
4543;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2016;32.0
4544;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2017;22.0
4545;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2018;36.0
4546;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2019;44.0
4547;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2020;38.0
4548;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2021;32.0
4549;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2022;32.0
4550;HC22: Day cases of rehabilitative care;HF11: Government schemes;1998;0.0
4551;HC22: Day cases of rehabilitative care;HF11: Government schemes;1999;0.0
4552;HC22: Day cases of rehabilitative care;HF11: Government schemes;2000;0.0
4553;HC22: Day cases of rehabilitative care;HF11: Government schemes;2001;0.0
4554;HC22: Day cases of rehabilitative care;HF11: Government schemes;2002;0.0
4555;HC22: Day cases of rehabilitative care;HF11: Government schemes;2003;0.0
4556;HC22: Day cases of rehabilitative care;HF11: Government schemes;2004;0.0
4557;HC22: Day cases of rehabilitative care;HF11: Government schemes;2005;0.0
4558;HC22: Day cases of rehabilitative care;HF11: Government schemes;2006;0.0
4559;HC22: Day cases of rehabilitative care;HF11: Government schemes;2007;0.0
4560;HC22: Day cases of rehabilitative care;HF11: Government schemes;2008;0.0
4561;HC22: Day cases of rehabilitative care;HF11: Government schemes;2009;0.0
4562;HC22: Day cases of rehabilitative care;HF11: Government schemes;2010;0.0
4563;HC22: Day cases of rehabilitative care;HF11: Government schemes;2011;0.0
4564;HC22: Day cases of rehabilitative care;HF11: Government schemes;2012;0.0
4565;HC22: Day cases of rehabilitative care;HF11: Government schemes;2013;0.0
4566;HC22: Day cases of rehabilitative care;HF11: Government schemes;2014;0.0
4567;HC22: Day cases of rehabilitative care;HF11: Government schemes;2015;3.0
4568;HC22: Day cases of rehabilitative care;HF11: Government schemes;2016;3.0
4569;HC22: Day cases of rehabilitative care;HF11: Government schemes;2017;2.0
4570;HC22: Day cases of rehabilitative care;HF11: Government schemes;2018;3.0
4571;HC22: Day cases of rehabilitative care;HF11: Government schemes;2019;3.0
4572;HC22: Day cases of rehabilitative care;HF11: Government schemes;2020;3.0
4573;HC22: Day cases of rehabilitative care;HF11: Government schemes;2021;3.0
4574;HC22: Day cases of rehabilitative care;HF11: Government schemes;2022;3.0
4575;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;1998;3.0
4576;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;1999;3.0
4577;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2000;4.0
4578;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2001;5.0
4579;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2002;6.0
4580;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2003;7.0
4581;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2004;8.0
4582;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2005;9.0
4583;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2006;14.0
4584;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2007;18.0
4585;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2008;22.0
4586;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2009;21.0
4587;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2010;25.0
4588;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2011;30.0
4589;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2012;30.0
4590;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2013;31.0
4591;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2014;29.0
4592;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2015;27.0
4593;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2016;30.0
4594;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2017;20.0
4595;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2018;33.0
4596;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2019;41.0
4597;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2020;35.0
4598;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2021;29.0
4599;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2022;29.0
4600;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;1998;0.0
4601;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;1999;0.0
4602;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2000;0.0
4603;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2001;0.0
4604;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2002;0.0
4605;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2003;0.0
4606;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2004;0.0
4607;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2005;0.0
4608;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2006;0.0
4609;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2007;0.0
4610;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2008;0.0
4611;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2009;0.0
4612;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2010;0.0
4613;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2011;0.0
4614;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2012;0.0
4615;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2013;0.0
4616;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2014;0.0
4617;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2015;0.0
4618;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2016;0.0
4619;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2017;0.0
4620;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2018;0.0
4621;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2019;0.0
4622;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2020;0.0
4623;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2021;0.0
4624;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2022;0.0
4625;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;1998;3.0
4626;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;1999;3.0
4627;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2000;4.0
4628;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2001;5.0
4629;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2002;6.0
4630;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2003;7.0
4631;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2004;8.0
4632;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2005;9.0
4633;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2006;
4634;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2007;
4635;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2008;
4636;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2009;
4637;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2010;
4638;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2011;
4639;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2012;
4640;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2013;
4641;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2014;
4642;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2015;
4643;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2016;
4644;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2017;
4645;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2018;
4646;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2019;
4647;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2020;
4648;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2021;
4649;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2022;
4650;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;1998;
4651;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;1999;
4652;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2000;
4653;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2001;
4654;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2002;
4655;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2003;
4656;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2004;
4657;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2005;
4658;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2006;14.0
4659;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2007;18.0
4660;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2008;22.0
4661;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2009;21.0
4662;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2010;25.0
4663;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2011;30.0
4664;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2012;30.0
4665;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2013;31.0
4666;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2014;29.0
4667;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2015;27.0
4668;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2016;30.0
4669;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2017;20.0
4670;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2018;33.0
4671;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2019;41.0
4672;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2020;35.0
4673;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2021;29.0
4674;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2022;29.0
4675;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);1998;1.0
4676;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);1999;1.0
4677;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2000;1.0
4678;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2001;2.0
4679;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2002;2.0
4680;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2003;3.0
4681;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2004;3.0
4682;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2005;4.0
4683;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2006;0.0
4684;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2007;0.0
4685;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2008;1.0
4686;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2009;1.0
4687;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2010;1.0
4688;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2011;2.0
4689;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2012;2.0
4690;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2013;3.0
4691;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2014;2.0
4692;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2015;2.0
4693;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2016;3.0
4694;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2017;2.0
4695;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2018;3.0
4696;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2019;3.0
4697;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2020;3.0
4698;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2021;2.0
4699;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2022;2.0
4700;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;1998;1.0
4701;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;1999;1.0
4702;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2000;1.0
4703;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2001;2.0
4704;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2002;2.0
4705;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2003;3.0
4706;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2004;3.0
4707;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2005;4.0
4708;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2006;0.0
4709;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2007;0.0
4710;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2008;0.0
4711;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2009;0.0
4712;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2010;0.0
4713;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2011;0.0
4714;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2012;0.0
4715;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2013;0.0
4716;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2014;0.0
4717;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2015;0.0
4718;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2016;0.0
4719;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2017;0.0
