ID;Sex;Age;MaritalStatus;CounrtyOfBirth;Periods;Immigration_1;EmigrationIncludingAdministrativeC_2;NetMigrationIncludingAdministrativ_3;AdministrativeEntries_4;AdministrativeRemoval_5;NetAdministrativeCorrections_6
4285;Total male and female;Total;Total marital status;Namibia;2016;35.0;22.0;13.0;1.0;5.0;-4.0
4286;Total male and female;Total;Total marital status;Namibia;2017;59.0;12.0;47.0;2.0;0.0;2.0
4287;Total male and female;Total;Total marital status;Namibia;2018;66.0;31.0;35.0;0.0;0.0;0.0
4288;Total male and female;Total;Total marital status;Namibia;2019;89.0;44.0;45.0;0.0;4.0;-4.0
4289;Total male and female;Total;Total marital status;Namibia;2020;86.0;50.0;36.0;1.0;7.0;-6.0
4290;Total male and female;Total;Total marital status;Nauru;1995;0.0;0.0;0.0;0.0;0.0;0.0
4291;Total male and female;Total;Total marital status;Nauru;1996;0.0;0.0;0.0;0.0;0.0;0.0
4292;Total male and female;Total;Total marital status;Nauru;1997;0.0;0.0;0.0;0.0;0.0;0.0
4293;Total male and female;Total;Total marital status;Nauru;1998;0.0;0.0;0.0;0.0;0.0;0.0
4294;Total male and female;Total;Total marital status;Nauru;1999;0.0;0.0;0.0;0.0;0.0;0.0
4295;Total male and female;Total;Total marital status;Nauru;2000;0.0;0.0;0.0;0.0;0.0;0.0
4296;Total male and female;Total;Total marital status;Nauru;2001;0.0;0.0;0.0;0.0;0.0;0.0
4297;Total male and female;Total;Total marital status;Nauru;2002;0.0;0.0;0.0;0.0;0.0;0.0
4298;Total male and female;Total;Total marital status;Nauru;2003;1.0;0.0;1.0;0.0;0.0;0.0
4299;Total male and female;Total;Total marital status;Nauru;2004;0.0;0.0;0.0;0.0;0.0;0.0
4300;Total male and female;Total;Total marital status;Nauru;2005;0.0;0.0;0.0;0.0;0.0;0.0
4301;Total male and female;Total;Total marital status;Nauru;2006;0.0;0.0;0.0;0.0;0.0;0.0
4302;Total male and female;Total;Total marital status;Nauru;2007;0.0;0.0;0.0;0.0;0.0;0.0
4303;Total male and female;Total;Total marital status;Nauru;2008;0.0;0.0;0.0;0.0;0.0;0.0
4304;Total male and female;Total;Total marital status;Nauru;2009;0.0;0.0;0.0;0.0;0.0;0.0
4305;Total male and female;Total;Total marital status;Nauru;2010;0.0;0.0;0.0;0.0;0.0;0.0
4306;Total male and female;Total;Total marital status;Nauru;2011;0.0;0.0;0.0;0.0;0.0;0.0
4307;Total male and female;Total;Total marital status;Nauru;2012;1.0;0.0;1.0;0.0;0.0;0.0
4308;Total male and female;Total;Total marital status;Nauru;2013;0.0;0.0;0.0;0.0;0.0;0.0
4309;Total male and female;Total;Total marital status;Nauru;2014;0.0;0.0;0.0;0.0;0.0;0.0
4310;Total male and female;Total;Total marital status;Nauru;2015;0.0;0.0;0.0;0.0;0.0;0.0
4311;Total male and female;Total;Total marital status;Nauru;2016;0.0;1.0;-1.0;0.0;0.0;0.0
4312;Total male and female;Total;Total marital status;Nauru;2017;0.0;0.0;0.0;0.0;0.0;0.0
4313;Total male and female;Total;Total marital status;Nauru;2018;0.0;0.0;0.0;0.0;0.0;0.0
4314;Total male and female;Total;Total marital status;Nauru;2019;1.0;0.0;1.0;0.0;0.0;0.0
4315;Total male and female;Total;Total marital status;Nauru;2020;0.0;0.0;0.0;0.0;0.0;0.0
4316;Total male and female;Total;Total marital status;Nepal;1995;59.0;19.0;40.0;0.0;4.0;-4.0
4317;Total male and female;Total;Total marital status;Nepal;1996;63.0;22.0;41.0;1.0;5.0;-4.0
4318;Total male and female;Total;Total marital status;Nepal;1997;61.0;31.0;30.0;9.0;8.0;1.0
4319;Total male and female;Total;Total marital status;Nepal;1998;82.0;48.0;34.0;14.0;19.0;-5.0
4320;Total male and female;Total;Total marital status;Nepal;1999;86.0;58.0;28.0;1.0;20.0;-19.0
4321;Total male and female;Total;Total marital status;Nepal;2000;80.0;35.0;45.0;0.0;8.0;-8.0
4322;Total male and female;Total;Total marital status;Nepal;2001;66.0;78.0;-12.0;0.0;10.0;-10.0
4323;Total male and female;Total;Total marital status;Nepal;2002;110.0;68.0;42.0;10.0;36.0;-26.0
4324;Total male and female;Total;Total marital status;Nepal;2003;138.0;37.0;101.0;10.0;11.0;-1.0
4325;Total male and female;Total;Total marital status;Nepal;2004;121.0;55.0;66.0;6.0;24.0;-18.0
4326;Total male and female;Total;Total marital status;Nepal;2005;415.0;81.0;334.0;4.0;45.0;-41.0
4327;Total male and female;Total;Total marital status;Nepal;2006;273.0;200.0;73.0;25.0;181.0;-156.0
4328;Total male and female;Total;Total marital status;Nepal;2007;172.0;168.0;4.0;12.0;109.0;-97.0
4329;Total male and female;Total;Total marital status;Nepal;2008;208.0;136.0;72.0;24.0;119.0;-95.0
4330;Total male and female;Total;Total marital status;Nepal;2009;284.0;89.0;195.0;28.0;71.0;-43.0
4331;Total male and female;Total;Total marital status;Nepal;2010;239.0;157.0;82.0;21.0;124.0;-103.0
4332;Total male and female;Total;Total marital status;Nepal;2011;257.0;167.0;90.0;10.0;96.0;-86.0
4333;Total male and female;Total;Total marital status;Nepal;2012;205.0;156.0;49.0;17.0;102.0;-85.0
4334;Total male and female;Total;Total marital status;Nepal;2013;208.0;164.0;44.0;17.0;114.0;-97.0
4335;Total male and female;Total;Total marital status;Nepal;2014;247.0;103.0;144.0;11.0;49.0;-38.0
4336;Total male and female;Total;Total marital status;Nepal;2015;210.0;159.0;51.0;11.0;82.0;-71.0
4337;Total male and female;Total;Total marital status;Nepal;2016;209.0;151.0;58.0;4.0;76.0;-72.0
4338;Total male and female;Total;Total marital status;Nepal;2017;204.0;160.0;44.0;5.0;81.0;-76.0
4339;Total male and female;Total;Total marital status;Nepal;2018;179.0;151.0;28.0;6.0;63.0;-57.0
4340;Total male and female;Total;Total marital status;Nepal;2019;181.0;139.0;42.0;7.0;46.0;-39.0
4341;Total male and female;Total;Total marital status;Nepal;2020;133.0;103.0;30.0;4.0;26.0;-22.0
4342;Total male and female;Total;Total marital status;Netherlands Antilles (old);1995;3256.0;3896.0;-640.0;424.0;1318.0;-894.0
4343;Total male and female;Total;Total marital status;Netherlands Antilles (old);1996;3764.0;3256.0;508.0;495.0;1306.0;-811.0
4344;Total male and female;Total;Total marital status;Netherlands Antilles (old);1997;4631.0;2855.0;1776.0;579.0;1397.0;-818.0
4345;Total male and female;Total;Total marital status;Netherlands Antilles (old);1998;7440.0;2334.0;5106.0;730.0;1215.0;-485.0
4346;Total male and female;Total;Total marital status;Netherlands Antilles (old);1999;8614.0;2587.0;6027.0;851.0;1534.0;-683.0
4347;Total male and female;Total;Total marital status;Netherlands Antilles (old);2000;9900.0;2365.0;7535.0;1013.0;1588.0;-575.0
4348;Total male and female;Total;Total marital status;Netherlands Antilles (old);2001;8015.0;2814.0;5201.0;1076.0;1685.0;-609.0
4349;Total male and female;Total;Total marital status;Netherlands Antilles (old);2002;5702.0;3637.0;2065.0;1274.0;2214.0;-940.0
4350;Total male and female;Total;Total marital status;Netherlands Antilles (old);2003;4092.0;4444.0;-352.0;1418.0;2387.0;-969.0
4351;Total male and female;Total;Total marital status;Netherlands Antilles (old);2004;2870.0;4648.0;-1778.0;1589.0;2427.0;-838.0
4352;Total male and female;Total;Total marital status;Netherlands Antilles (old);2005;2270.0;4457.0;-2187.0;1513.0;2400.0;-887.0
4353;Total male and female;Total;Total marital status;Netherlands Antilles (old);2006;2419.0;3841.0;-1422.0;1762.0;2624.0;-862.0
4354;Total male and female;Total;Total marital status;Netherlands Antilles (old);2007;2872.0;3059.0;-187.0;1899.0;2459.0;-560.0
4355;Total male and female;Total;Total marital status;Netherlands Antilles (old);2008;3450.0;2822.0;628.0;1865.0;2336.0;-471.0
4356;Total male and female;Total;Total marital status;Netherlands Antilles (old);2009;3540.0;2428.0;1112.0;2050.0;2227.0;-177.0
4357;Total male and female;Total;Total marital status;Netherlands Antilles (old);2010;3785.0;2819.0;966.0;2017.0;2295.0;-278.0
4358;Total male and female;Total;Total marital status;Netherlands Antilles (old);2011;3489.0;2867.0;622.0;1820.0;2116.0;-296.0
4359;Total male and female;Total;Total marital status;Netherlands Antilles (old);2012;3008.0;3229.0;-221.0;1785.0;2325.0;-540.0
4360;Total male and female;Total;Total marital status;Netherlands Antilles (old);2013;2714.0;3053.0;-339.0;1819.0;2182.0;-363.0
4361;Total male and female;Total;Total marital status;Netherlands Antilles (old);2014;2607.0;2558.0;49.0;1711.0;1914.0;-203.0
4362;Total male and female;Total;Total marital status;Netherlands Antilles (old);2015;2594.0;2384.0;210.0;1569.0;1682.0;-113.0
4363;Total male and female;Total;Total marital status;Netherlands Antilles (old);2016;2775.0;2252.0;523.0;1343.0;1514.0;-171.0
4364;Total male and female;Total;Total marital status;Netherlands Antilles (old);2017;3258.0;1963.0;1295.0;1305.0;1547.0;-242.0
4365;Total male and female;Total;Total marital status;Netherlands Antilles (old);2018;3517.0;1738.0;1779.0;1142.0;1329.0;-187.0
4366;Total male and female;Total;Total marital status;Netherlands Antilles (old);2019;3815.0;1618.0;2197.0;1024.0;1195.0;-171.0
4367;Total male and female;Total;Total marital status;Netherlands Antilles (old);2020;0.0;0.0;0.0;0.0;0.0;0.0
4368;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;1995;3341.0;3953.0;-612.0;424.0;1321.0;-897.0
4369;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;1996;3845.0;3288.0;557.0;496.0;1313.0;-817.0
4370;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;1997;4751.0;2905.0;1846.0;581.0;1401.0;-820.0
4371;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;1998;7590.0;2385.0;5205.0;731.0;1217.0;-486.0
4372;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;1999;8813.0;2646.0;6167.0;851.0;1538.0;-687.0
4373;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2000;10167.0;2443.0;7724.0;1016.0;1592.0;-576.0
4374;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2001;8310.0;2909.0;5401.0;1083.0;1699.0;-616.0
4375;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2002;5992.0;3772.0;2220.0;1277.0;2225.0;-948.0
4376;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2003;4273.0;4593.0;-320.0;1420.0;2399.0;-979.0
4377;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2004;3043.0;4790.0;-1747.0;1592.0;2442.0;-850.0
4378;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2005;2411.0;4627.0;-2216.0;1521.0;2421.0;-900.0
4379;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2006;2693.0;3965.0;-1272.0;1772.0;2647.0;-875.0
4380;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2007;3187.0;3165.0;22.0;1907.0;2482.0;-575.0
4381;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2008;3870.0;2939.0;931.0;1880.0;2364.0;-484.0
4382;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2009;4040.0;2582.0;1458.0;2073.0;2272.0;-199.0
4383;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2010;4432.0;2988.0;1444.0;2059.0;2351.0;-292.0
4384;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2011;4180.0;3123.0;1057.0;1864.0;2184.0;-320.0
4385;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2012;3729.0;3562.0;167.0;1844.0;2409.0;-565.0
4386;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2013;3443.0;3454.0;-11.0;1869.0;2272.0;-403.0
4387;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2014;3364.0;2873.0;491.0;1785.0;2000.0;-215.0
4388;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2015;3417.0;2771.0;646.0;1644.0;1779.0;-135.0
4389;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2016;3642.0;2633.0;1009.0;1393.0;1597.0;-204.0
4390;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2017;4395.0;2369.0;2026.0;1377.0;1664.0;-287.0
4391;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2018;4613.0;2152.0;2461.0;1222.0;1448.0;-226.0
4392;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2019;5181.0;2004.0;3177.0;1107.0;1307.0;-200.0
4393;Total male and female;Total;Total marital status;(former) Netherlands Antilles and Aruba;2020;4735.0;1450.0;3285.0;1153.0;1132.0;21.0
4394;Total male and female;Total;Total marital status;The Netherlands;1995;21396.0;38507.0;-17111.0;7205.0;10864.0;-3659.0
4395;Total male and female;Total;Total marital status;The Netherlands;1996;22566.0;40365.0;-17799.0;7870.0;12493.0;-4623.0
4396;Total male and female;Total;Total marital status;The Netherlands;1997;22715.0;37849.0;-15134.0;8138.0;12850.0;-4712.0
4397;Total male and female;Total;Total marital status;The Netherlands;1998;25984.0;35778.0;-9794.0;9382.0;13084.0;-3702.0
4398;Total male and female;Total;Total marital status;The Netherlands;1999;24974.0;35785.0;-10811.0;10229.0;15181.0;-4952.0
4399;Total male and female;Total;Total marital status;The Netherlands;2000;23817.0;37414.0;-13597.0;10713.0;15378.0;-4665.0
4400;Total male and female;Total;Total marital status;The Netherlands;2001;23150.0;39380.0;-16230.0;11343.0;16483.0;-5140.0
4401;Total male and female;Total;Total marital status;The Netherlands;2002;21442.0;43631.0;-22189.0;12921.0;20722.0;-7801.0
4402;Total male and female;Total;Total marital status;The Netherlands;2003;19828.0;45946.0;-26118.0;14683.0;24730.0;-10047.0
4403;Total male and female;Total;Total marital status;The Netherlands;2004;19447.0;47377.0;-27930.0;16964.0;25874.0;-8910.0
4404;Total male and female;Total;Total marital status;The Netherlands;2005;20187.0;53729.0;-33542.0;19174.0;27612.0;-8438.0
4405;Total male and female;Total;Total marital status;The Netherlands;2006;23484.0;59305.0;-35821.0;20812.0;30814.0;-10002.0
4406;Total male and female;Total;Total marital status;The Netherlands;2007;24984.0;56303.0;-31319.0;23172.0;31374.0;-8202.0
4407;Total male and female;Total;Total marital status;The Netherlands;2008;26999.0;51215.0;-24216.0;25321.0;30436.0;-5115.0
4408;Total male and female;Total;Total marital status;The Netherlands;2009;28248.0;40021.0;-11773.0;25372.0;27627.0;-2255.0
4409;Total male and female;Total;Total marital status;The Netherlands;2010;28397.0;41729.0;-13332.0;24561.0;28288.0;-3727.0
4410;Total male and female;Total;Total marital status;The Netherlands;2011;28462.0;45934.0;-17472.0;23615.0;26014.0;-2399.0
4411;Total male and female;Total;Total marital status;The Netherlands;2012;27676.0;45427.0;-17751.0;24272.0;28768.0;-4496.0
4412;Total male and female;Total;Total marital status;The Netherlands;2013;27612.0;44612.0;-17000.0;23463.0;25333.0;-1870.0
4413;Total male and female;Total;Total marital status;The Netherlands;2014;28756.0;46623.0;-17867.0;21716.0;24683.0;-2967.0
4414;Total male and female;Total;Total marital status;The Netherlands;2015;29882.0;46380.0;-16498.0;20291.0;22273.0;-1982.0
4415;Total male and female;Total;Total marital status;The Netherlands;2016;31648.0;45242.0;-13594.0;18226.0;20796.0;-2570.0
4416;Total male and female;Total;Total marital status;The Netherlands;2017;32831.0;43378.0;-10547.0;18378.0;20722.0;-2344.0
4417;Total male and female;Total;Total marital status;The Netherlands;2018;32820.0;41433.0;-8613.0;16268.0;17637.0;-1369.0
4418;Total male and female;Total;Total marital status;The Netherlands;2019;33110.0;39278.0;-6168.0;14542.0;15777.0;-1235.0
4419;Total male and female;Total;Total marital status;The Netherlands;2020;31846.0;30626.0;1220.0;12586.0;12494.0;92.0
4420;Total male and female;Total;Total marital status;New Caledonia;1995;0.0;0.0;0.0;0.0;0.0;0.0
4421;Total male and female;Total;Total marital status;New Caledonia;1996;1.0;4.0;-3.0;0.0;0.0;0.0
4422;Total male and female;Total;Total marital status;New Caledonia;1997;1.0;0.0;1.0;0.0;0.0;0.0
4423;Total male and female;Total;Total marital status;New Caledonia;1998;2.0;1.0;1.0;0.0;1.0;-1.0
4424;Total male and female;Total;Total marital status;New Caledonia;1999;2.0;3.0;-1.0;0.0;0.0;0.0
4425;Total male and female;Total;Total marital status;New Caledonia;2000;2.0;1.0;1.0;0.0;1.0;-1.0
4426;Total male and female;Total;Total marital status;New Caledonia;2001;2.0;0.0;2.0;0.0;0.0;0.0
4427;Total male and female;Total;Total marital status;New Caledonia;2002;1.0;0.0;1.0;0.0;0.0;0.0
4428;Total male and female;Total;Total marital status;New Caledonia;2003;0.0;2.0;-2.0;0.0;1.0;-1.0
4429;Total male and female;Total;Total marital status;New Caledonia;2004;2.0;2.0;0.0;0.0;1.0;-1.0
4430;Total male and female;Total;Total marital status;New Caledonia;2005;3.0;0.0;3.0;0.0;0.0;0.0
4431;Total male and female;Total;Total marital status;New Caledonia;2006;1.0;2.0;-1.0;0.0;2.0;-2.0
4432;Total male and female;Total;Total marital status;New Caledonia;2007;4.0;1.0;3.0;0.0;1.0;-1.0
4433;Total male and female;Total;Total marital status;New Caledonia;2008;0.0;3.0;-3.0;0.0;1.0;-1.0
4434;Total male and female;Total;Total marital status;New Caledonia;2009;1.0;1.0;0.0;0.0;0.0;0.0
4435;Total male and female;Total;Total marital status;New Caledonia;2010;3.0;2.0;1.0;0.0;1.0;-1.0
4436;Total male and female;Total;Total marital status;New Caledonia;2011;2.0;1.0;1.0;0.0;0.0;0.0
4437;Total male and female;Total;Total marital status;New Caledonia;2012;2.0;3.0;-1.0;0.0;2.0;-2.0
4438;Total male and female;Total;Total marital status;New Caledonia;2013;0.0;4.0;-4.0;0.0;1.0;-1.0
4439;Total male and female;Total;Total marital status;New Caledonia;2014;1.0;0.0;1.0;0.0;0.0;0.0
4440;Total male and female;Total;Total marital status;New Caledonia;2015;3.0;0.0;3.0;0.0;0.0;0.0
4441;Total male and female;Total;Total marital status;New Caledonia;2016;4.0;1.0;3.0;0.0;1.0;-1.0
4442;Total male and female;Total;Total marital status;New Caledonia;2017;3.0;2.0;1.0;0.0;1.0;-1.0
4443;Total male and female;Total;Total marital status;New Caledonia;2018;12.0;6.0;6.0;0.0;1.0;-1.0
4444;Total male and female;Total;Total marital status;New Caledonia;2019;8.0;4.0;4.0;0.0;0.0;0.0
4445;Total male and female;Total;Total marital status;New Caledonia;2020;4.0;2.0;2.0;0.0;1.0;-1.0
4446;Total male and female;Total;Total marital status;New Zealand;1995;178.0;277.0;-99.0;2.0;70.0;-68.0
4447;Total male and female;Total;Total marital status;New Zealand;1996;239.0;284.0;-45.0;11.0;102.0;-91.0
4448;Total male and female;Total;Total marital status;New Zealand;1997;274.0;231.0;43.0;9.0;66.0;-57.0
4449;Total male and female;Total;Total marital status;New Zealand;1998;271.0;245.0;26.0;10.0;76.0;-66.0
4450;Total male and female;Total;Total marital status;New Zealand;1999;341.0;199.0;142.0;7.0;36.0;-29.0
4451;Total male and female;Total;Total marital status;New Zealand;2000;426.0;267.0;159.0;3.0;72.0;-69.0
