ID;PlaatsEnGemeentenamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;Provincienaam_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9
5425;Uddel;200;Apeldoorn                      ;33;Apeldoorn                               ;25;Gelderland    ;ja ;nee;Uddel                          
5426;Uden;856;Uden                           ;112;Midden-Meijerij                         ;30;Noord-Brabant ;ja ;ja ;Uden                           
5427;Udenhout;855;Tilburg                        ;107;Tilburg                                 ;30;Noord-Brabant ;ja ;nee;Udenhout                       
5428;Uffelse;1640;Leudal                         ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Uffelse                        
5429;Uffelte;1701;Westerveld                     ;17;Drentse Zandgronden                     ;22;Drenthe       ;ja ;nee;Uffelte                        
5430;Ugchelen;200;Apeldoorn                      ;33;Apeldoorn                               ;25;Gelderland    ;ja ;nee;Ugchelen                       
5431;Uilesprong;86;Opsterland                     ;9;Fries Zandgebied                        ;21;Friesland     ;nee;nee;Uilesprong                     
5432;Uitdam;852;Waterland                      ;57;Waterland                               ;27;Noord-Holland ;ja ;nee;Uitdam                         
5433;Uiteinde;10;Delfzijl                       ;2;Appingedam en Delfzijl                  ;20;Groningen     ;nee;nee;Uiteinde                       
5434;Uiteinde;90;Smallingerland                 ;9;Fries Zandgebied                        ;21;Friesland     ;nee;nee;Uiteinde                       
5435;Uiterburen;1987;Menterwolde                    ;3;Groninger Oldambt                       ;20;Groningen     ;nee;nee;Uiterburen                     
5436;Uiterwaard;1705;Lingewaard                     ;37;Oostelijke Betuwe                       ;25;Gelderland    ;nee;nee;Uiterwaard                     
5437;Uitgeest;450;Uitgeest                       ;55;Noord-Kennemerland                      ;27;Noord-Holland ;ja ;ja ;Uitgeest                       
5438;Uithoorn;451;Uithoorn                       ;62;Noordhollandse Meerlanden               ;27;Noord-Holland ;ja ;ja ;Uithoorn                       
5439;Uithuizen;1651;Eemsmond                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;ja ;nee;Uithuizen                      
5440;Uithuizermeeden;1651;Eemsmond                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;ja ;nee;Uithuizermeeden                
5441;Uitweg;331;Lopik                          ;49;Utrechts Weidegebied                    ;26;Utrecht       ;nee;nee;Uitweg                         
5442;Uitwellingerga;683;Wymbritseradiel                ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Uitwellingerga                 
5443;Uitwierde;10;Delfzijl                       ;2;Appingedam en Delfzijl                  ;20;Groningen     ;nee;nee;Uitwierde                      
5444;Uitwijk;874;Woudrichem                     ;105;Land van Altena                         ;30;Noord-Brabant ;ja ;nee;Uitwijk                        
5445;Ulestraten;938;Meerssen                       ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;ja ;nee;Ulestraten                     
5446;Ulft;1509;Oude IJsselstreek              ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gelderland    ;ja ;nee;Ulft                           
5447;Ulfterhoek;964;Sevenum                        ;120;Noord-Limburg                           ;31;Limburg       ;nee;nee;Ulfterhoek                     
5448;Ulicoten;744;Baarle-Nassau                  ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;ja ;nee;Ulicoten                       
5449;Ullingen;1702;Sint Anthonis                  ;119;Land van Cuijk                          ;30;Noord-Brabant ;nee;nee;Ullingen                       
5450;Ulrum;1663;De Marne                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;ja ;nee;Ulrum                          
5451;Ulsda;1661;Reiderland                     ;3;Groninger Oldambt                       ;20;Groningen     ;nee;nee;Ulsda                          
5452;Ulvenhout;758;Breda                          ;103;Breda                                   ;30;Noord-Brabant ;ja ;nee;Ulvenhout                      
5453;Ureterp;86;Opsterland                     ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Ureterp                        
5454;Urk;184;Urk                            ;25;Urk                                     ;24;Flevoland     ;ja ;ja ;Urk                            
5455;Urkhoven;772;Eindhoven                      ;113;Eindhoven                               ;30;Noord-Brabant ;nee;nee;Urkhoven                       
5456;Urmond;971;Stein                          ;124;Westelijke Mijnstreek                   ;31;Limburg       ;ja ;nee;Urmond                         
5457;Ursem;1598;Koggenland                     ;54;Midden- en oostelijk West-Friesland     ;27;Noord-Holland ;ja ;nee;Ursem                          
5458;Ursum;458;Schermer                       ;56;Noordhollands Middengewest              ;27;Noord-Holland ;ja ;nee;Ursum                          
5459;Usquert;1651;Eemsmond                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;ja ;nee;Usquert                        
5460;Usselo;153;Enschede                       ;23;Enschede                                ;23;Overijssel    ;nee;nee;Usselo                         
5461;Utingeradeel;55;Boarnsterhim                   ;10;Fries Weidegebied                       ;21;Friesland     ;nee;nee;Utingeradeel                   
5462;Utrecht;344;Utrecht                        ;47;Stad Utrecht                            ;26;Utrecht       ;ja ;ja ;Utrecht                        
5463;Utrechtse Heuvelrug;1581;Utrechtse Heuvelrug            ;44;Utrechtse Heuvelrug                     ;26;Utrecht       ;nee;ja ;Utrechtse Heuvelrug            
5464;Vaals;981;Vaals                          ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;ja ;ja ;Vaals                          
5465;Vaalwaard;299;Zevenaar                       ;26;De Lijmers                              ;25;Gelderland    ;nee;nee;Vaalwaard                      
5466;Vaardeburen;1722;Ferwerderadiel                 ;12;Friese Bouwstreek                       ;21;Friesland     ;nee;nee;Vaardeburen                    
5467;Vaartkant;777;Etten-Leur                     ;104;Gebied om Breda                         ;30;Noord-Brabant ;nee;nee;Vaartkant                      
5468;Vaartwijk;715;Terneuzen                      ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Zeeland       ;nee;nee;Vaartwijk                      
5469;Vaassen;232;Epe                            ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gelderland    ;ja ;nee;Vaassen                        
5470;Vaesrade (ged.);917;Heerlen                        ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Vaesrade (ged.)                
5471;Vaesrade (ged.);951;Nuth                           ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Vaesrade (ged.)                
5472;Val;715;Terneuzen                      ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Zeeland       ;nee;nee;Val                            
5473;Valburg;1734;Overbetuwe                     ;37;Oostelijke Betuwe                       ;25;Gelderland    ;ja ;nee;Valburg                        
5474;Valenberg;252;Heumen                         ;40;Gebied om Nijmegen                      ;25;Gelderland    ;nee;nee;Valenberg                      
5475;Valendries;296;Wijchen                        ;40;Gebied om Nijmegen                      ;25;Gelderland    ;nee;nee;Valendries                     
5476;Valkenburg;537;Katwijk                        ;69;Katwijk, Rijnsburg en Valkenburg        ;28;Zuid-Holland  ;ja ;nee;Valkenburg                     
5477;Valkenburg;994;Valkenburg aan de Geul         ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;ja ;nee;Valkenburg                     
5478;Valkenburg aan de Geul;994;Valkenburg aan de Geul         ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;nee;ja ;Valkenburg aan de Geul         
5479;Valkenheide;1581;Utrechtse Heuvelrug            ;44;Utrechtse Heuvelrug                     ;26;Utrecht       ;nee;nee;Valkenheide                    
5480;Valkenhuizen;917;Heerlen                        ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Valkenhuizen                   
5481;Valkenswaard;858;Valkenswaard                   ;117;Valkenswaard en oostelijke randgemeenten;30;Noord-Brabant ;ja ;ja ;Valkenswaard                   
5482;Valkeveen;425;Naarden                        ;67;Overige gemeenten in het Gooi           ;27;Noord-Holland ;nee;nee;Valkeveen                      
5483;Valkkoog;395;Harenkarspel                   ;53;Westelijk West-Friesland                ;27;Noord-Holland ;nee;nee;Valkkoog                       
5484;Valom, De;1891;Dantumadiel                    ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Valom, De                      
5485;Valthe;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;ja ;nee;Valthe                         
5486;Valtherblokken;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;nee;nee;Valtherblokken                 
5487;Valthermond;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;ja ;nee;Valthermond                    
5488;Valthermussel;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;nee;nee;Valthermussel                  
5489;Varik;304;Neerijnen                      ;38;Westelijke Betuwe                       ;25;Gelderland    ;ja ;nee;Varik                          
5490;Varsen;175;Ommen                          ;21;Noordoost-Overijssel                    ;23;Overijssel    ;nee;nee;Varsen                         
5491;Varssel;1876;Bronckhorst                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gelderland    ;nee;nee;Varssel                        
5492;Varsselder;1509;Oude IJsselstreek              ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gelderland    ;ja ;nee;Varsselder                     
5493;Varsseveld;1509;Oude IJsselstreek              ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gelderland    ;ja ;nee;Varsseveld                     
5494;Varvik;153;Enschede                       ;23;Enschede                                ;23;Overijssel    ;nee;nee;Varvik                         
5495;Vasse;183;Tubbergen                      ;24;Overige gemeenten in Twente             ;23;Overijssel    ;ja ;nee;Vasse                          
5496;Vatrop;462;Wieringen                      ;51;Wieringen en Wieringermeer              ;27;Noord-Holland ;nee;nee;Vatrop                         
5497;Vecht, De;285;Voorst                         ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gelderland    ;nee;nee;Vecht, De                      
5498;Vechten;312;Bunnik                         ;45;Utrechts Kromme Rijngebied              ;26;Utrecht       ;nee;nee;Vechten                        
5499;Veecaten;166;Kampen                         ;20;IJssel- en Vechtdelta                   ;23;Overijssel    ;nee;nee;Veecaten                       
5500;Veele;48;Vlagtwedde                     ;4;Groninger Veenkoloniën                  ;20;Groningen     ;nee;nee;Veele                          
5501;Veelerveen;7;Bellingwedde                   ;3;Groninger Oldambt                       ;20;Groningen     ;ja ;nee;Veelerveen                     
5502;Veen;738;Aalburg                        ;105;Land van Altena                         ;30;Noord-Brabant ;ja ;nee;Veen                           
5503;Veen, Het;1987;Menterwolde                    ;3;Groninger Oldambt                       ;20;Groningen     ;nee;nee;Veen, Het                      
5504;Veen, In het;1987;Menterwolde                    ;3;Groninger Oldambt                       ;20;Groningen     ;nee;nee;Veen, In het                   
5505;Veendam;47;Veendam                        ;4;Groninger Veenkoloniën                  ;20;Groningen     ;ja ;ja ;Veendam                        
